Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity 1	
1,456250E+3	6,729253E-1	1,456250E+3	-1,544828E+0	1,456250E+3	1,352812E+0	1,456250E+3	-4,622462E-1	1,456250E+3	6,442162E-1	1,456250E+3	-8,174516E-1	1,456250E+3	2,828821E-1	1,456250E+3	-5,581104E-1
1,457812E+3	7,057692E-1	1,457812E+3	-1,571980E+0	1,457812E+3	1,196429E+0	1,457812E+3	-4,837806E-1	1,457812E+3	6,668088E-1	1,457812E+3	-8,393561E-1	1,457812E+3	2,918836E-1	1,457812E+3	-5,802044E-1
1,459375E+3	7,371068E-1	1,459375E+3	-1,595449E+0	1,459375E+3	1,042275E+0	1,459375E+3	-5,143738E-1	1,459375E+3	6,900060E-1	1,459375E+3	-8,611550E-1	1,459375E+3	3,011928E-1	1,459375E+3	-6,022876E-1
1,460937E+3	7,702052E-1	1,460937E+3	-1,614456E+0	1,460937E+3	1,062088E+0	1,460937E+3	-5,246524E-1	1,460937E+3	7,150039E-1	1,460937E+3	-8,857491E-1	1,460937E+3	3,129088E-1	1,460937E+3	-6,238352E-1
1,462500E+3	8,010560E-1	1,462500E+3	-1,629016E+0	1,462500E+3	1,082684E+0	1,462500E+3	-5,345290E-1	1,462500E+3	7,408535E-1	1,462500E+3	-9,104623E-1	1,462500E+3	3,250545E-1	1,462500E+3	-6,452080E-1
1,464062E+3	5,306545E-1	1,464062E+3	-1,122507E+0	1,464062E+3	1,102895E+0	1,464062E+3	-5,454942E-1	1,464062E+3	7,716538E-1	1,464062E+3	-9,400355E-1	1,464062E+3	3,348286E-1	1,464062E+3	-6,613884E-1
1,465625E+3	1,257002E-1	1,465625E+3	-5,249022E-1	1,465625E+3	1,123972E+0	1,465625E+3	-5,561033E-1	1,465625E+3	8,041510E-1	1,465625E+3	-9,698281E-1	1,465625E+3	3,447360E-1	1,465625E+3	-6,771620E-1
1,467187E+3	1,314013E-1	1,467187E+3	-5,587768E-1	1,467187E+3	1,143820E+0	1,467187E+3	-5,679329E-1	1,467187E+3	8,302198E-1	1,467187E+3	-9,932723E-1	1,467187E+3	3,547006E-1	1,467187E+3	-6,891270E-1
1,468750E+3	1,376312E-1	1,468750E+3	-5,937700E-1	1,468750E+3	1,164588E+0	1,468750E+3	-5,796119E-1	1,468750E+3	8,568047E-1	1,468750E+3	-1,016797E+0	1,468750E+3	3,647099E-1	1,468750E+3	-7,004309E-1
1,470312E+3	1,446251E-1	1,470312E+3	-6,278855E-1	1,470312E+3	9,894251E-1	1,470312E+3	-5,747525E-1	1,470312E+3	8,818461E-1	1,470312E+3	-1,033561E+0	1,470312E+3	3,738096E-1	1,470312E+3	-7,077505E-1
1,471875E+3	1,521806E-1	1,471875E+3	-6,630069E-1	1,471875E+3	8,071574E-1	1,471875E+3	-5,811179E-1	1,471875E+3	9,067714E-1	1,471875E+3	-1,049918E+0	1,471875E+3	3,827388E-1	1,471875E+3	-7,141558E-1
1,473437E+3	1,622177E-1	1,473437E+3	-6,983560E-1	1,473437E+3	8,216629E-1	1,473437E+3	-5,970813E-1	1,473437E+3	9,328070E-1	1,473437E+3	-1,061430E+0	1,473437E+3	3,218721E-1	1,473437E+3	-5,133783E-1
1,475000E+3	1,730649E-1	1,475000E+3	-7,346373E-1	1,475000E+3	8,368890E-1	1,475000E+3	-6,130402E-1	1,475000E+3	9,584294E-1	1,475000E+3	-1,072115E+0	1,475000E+3	2,441724E-1	1,475000E+3	-2,866415E-1
1,476562E+3	1,847032E-1	1,476562E+3	-7,707637E-1	1,476562E+3	8,475449E-1	1,476562E+3	-6,286577E-1	1,476562E+3	8,958337E-1	1,476562E+3	-1,110604E+0	1,476562E+3	2,413554E-1	1,476562E+3	-2,435894E-1
1,478125E+3	1,972528E-1	1,478125E+3	-8,077230E-1	1,478125E+3	8,587048E-1	1,478125E+3	-6,446372E-1	1,478125E+3	8,279141E-1	1,478125E+3	-1,159820E+0	1,478125E+3	2,372858E-1	1,478125E+3	-1,961122E-1
1,479687E+3	2,116684E-1	1,479687E+3	-8,481482E-1	1,479687E+3	8,578835E-1	1,479687E+3	-6,589687E-1	1,479687E+3	8,556207E-1	1,479687E+3	-1,176132E+0	1,479687E+3	2,392659E-1	1,479687E+3	-1,920571E-1
1,481250E+3	2,272210E-1	1,481250E+3	-8,894745E-1	1,481250E+3	8,568544E-1	1,481250E+3	-6,745257E-1	1,481250E+3	8,833977E-1	1,481250E+3	-1,191668E+0	1,481250E+3	2,409872E-1	1,481250E+3	-1,872526E-1
1,482812E+3	1,743252E-1	1,482812E+3	-6,457853E-1	1,482812E+3	8,287338E-1	1,482812E+3	-6,792608E-1	1,482812E+3	5,800180E-1	1,482812E+3	-7,872988E-1	1,482812E+3	2,370678E-1	1,482812E+3	-1,291822E-1
1,484375E+3	1,137326E-1	1,484375E+3	-3,715783E-1	1,484375E+3	7,983338E-1	1,484375E+3	-6,866071E-1	1,484375E+3	1,870001E-1	1,484375E+3	-3,030160E-1	1,484375E+3	2,316839E-1	1,484375E+3	-6,571594E-2
1,485937E+3	1,126502E-1	1,485937E+3	-3,641898E-1	1,485937E+3	7,854838E-1	1,485937E+3	-6,912917E-1	1,485937E+3	1,889226E-1	1,485937E+3	-3,190647E-1	1,485937E+3	2,327402E-1	1,485937E+3	-6,311769E-2
1,487500E+3	1,111447E-1	1,487500E+3	-3,555222E-1	1,487500E+3	7,711829E-1	1,487500E+3	-6,975738E-1	1,487500E+3	1,909394E-1	1,487500E+3	-3,352150E-1	1,487500E+3	2,336253E-1	1,487500E+3	-6,008389E-2
1,489062E+3	1,106419E-1	1,489062E+3	-3,464385E-1	1,489062E+3	7,628939E-1	1,489062E+3	-7,037200E-1	1,489062E+3	1,936524E-1	1,489062E+3	-3,519570E-1	1,489062E+3	2,356350E-1	1,489062E+3	-6,420956E-2
1,490625E+3	1,097655E-1	1,490625E+3	-3,360758E-1	1,490625E+3	7,534374E-1	1,490625E+3	-7,110931E-1	1,490625E+3	1,965084E-1	1,490625E+3	-3,687728E-1	1,490625E+3	2,376076E-1	1,490625E+3	-6,811110E-2
1,492187E+3	1,082141E-1	1,492187E+3	-3,207740E-1	1,492187E+3	7,413834E-1	1,492187E+3	-7,146508E-1	1,492187E+3	1,990477E-1	1,492187E+3	-3,838875E-1	1,492187E+3	2,401108E-1	1,492187E+3	-6,434798E-2
1,493750E+3	1,062157E-1	1,493750E+3	-3,039158E-1	1,493750E+3	7,277717E-1	1,493750E+3	-7,194264E-1	1,493750E+3	2,016605E-1	1,493750E+3	-3,990109E-1	1,493750E+3	2,424800E-1	1,493750E+3	-6,015753E-2
1,495312E+3	1,044263E-1	1,495312E+3	-2,863939E-1	1,495312E+3	7,046126E-1	1,495312E+3	-7,161204E-1	1,495312E+3	2,031372E-1	1,495312E+3	-4,098418E-1	1,495312E+3	2,445210E-1	1,495312E+3	-4,617934E-2
1,496875E+3	1,022066E-1	1,496875E+3	-2,673494E-1	1,496875E+3	6,788177E-1	1,496875E+3	-7,140679E-1	1,496875E+3	2,045293E-1	1,496875E+3	-4,205416E-1	1,496875E+3	2,463749E-1	1,496875E+3	-3,142309E-2
1,498437E+3	1,014548E-1	1,498437E+3	-2,647555E-1	1,498437E+3	6,581800E-1	1,498437E+3	-7,102354E-1	1,498437E+3	2,045442E-1	1,498437E+3	-4,256052E-1	1,498437E+3	2,475192E-1	1,498437E+3	-2,087129E-2
1,500000E+3	1,004736E-1	1,500000E+3	-2,615778E-1	1,500000E+3	6,352517E-1	1,500000E+3	-7,072950E-1	1,500000E+3	2,043137E-1	1,500000E+3	-4,303373E-1	1,500000E+3	2,484619E-1	1,500000E+3	-9,697301E-3
1,501562E+3	1,001587E-1	1,501562E+3	-2,652142E-1	1,501562E+3	6,206339E-1	1,501562E+3	-7,068683E-1	1,501562E+3	2,022410E-1	1,501562E+3	-4,288605E-1	1,501562E+3	2,498212E-1	1,501562E+3	-2,167895E-3
1,503125E+3	9,971858E-2	1,503125E+3	-2,685426E-1	1,503125E+3	6,044145E-1	1,503125E+3	-7,070290E-1	1,503125E+3	1,997448E-1	1,503125E+3	-4,268566E-1	1,503125E+3	2,510109E-1	1,503125E+3	5,831173E-3
1,504687E+3	9,980121E-2	1,504687E+3	-2,730028E-1	1,504687E+3	5,953792E-1	1,504687E+3	-7,097167E-1	1,504687E+3	1,956876E-1	1,504687E+3	-4,197195E-1	1,504687E+3	2,531693E-1	1,504687E+3	1,424241E-2
1,506250E+3	9,978845E-2	1,506250E+3	-2,772021E-1	1,506250E+3	5,852351E-1	1,506250E+3	-7,128408E-1	1,506250E+3	1,910593E-1	1,506250E+3	-4,119740E-1	1,506250E+3	2,552055E-1	1,506250E+3	2,299848E-2
1,507812E+3	9,979579E-2	1,507812E+3	-2,789360E-1	1,507812E+3	5,758336E-1	1,507812E+3	-7,141869E-1	1,507812E+3	1,874638E-1	1,507812E+3	-4,057386E-1	1,507812E+3	2,571868E-1	1,507812E+3	3,586427E-2
1,509375E+3	9,968278E-2	1,509375E+3	-2,803469E-1	1,509375E+3	5,653177E-1	1,509375E+3	-7,159858E-1	1,509375E+3	1,833865E-1	1,509375E+3	-3,990490E-1	1,509375E+3	2,590330E-1	1,509375E+3	4,899797E-2
1,510937E+3	9,987565E-2	1,510937E+3	-2,802269E-1	1,510937E+3	5,513301E-1	1,510937E+3	-7,121079E-1	1,510937E+3	1,797605E-1	1,510937E+3	-3,911503E-1	1,510937E+3	2,623094E-1	1,510937E+3	5,054426E-2
1,512500E+3	9,994187E-2	1,512500E+3	-2,797788E-1	1,512500E+3	5,359950E-1	1,512500E+3	-7,087446E-1	1,512500E+3	1,756392E-1	1,512500E+3	-3,826663E-1	1,512500E+3	2,658139E-1	1,512500E+3	5,234081E-2
1,514062E+3	9,935726E-2	1,514062E+3	-2,751836E-1	1,514062E+3	5,226660E-1	1,514062E+3	-7,036856E-1	1,514062E+3	1,730384E-1	1,514062E+3	-3,767399E-1	1,514062E+3	2,682044E-1	1,514062E+3	5,228661E-2
1,515625E+3	9,862355E-2	1,515625E+3	-2,701997E-1	1,515625E+3	5,080405E-1	1,515625E+3	-6,989737E-1	1,515625E+3	1,700499E-1	1,515625E+3	-3,702684E-1	1,515625E+3	2,705946E-1	1,515625E+3	5,229727E-2
1,517187E+3	9,862007E-2	1,517187E+3	-2,617800E-1	1,517187E+3	4,971617E-1	1,517187E+3	-6,956767E-1	1,517187E+3	1,680648E-1	1,517187E+3	-3,669222E-1	1,517187E+3	2,734033E-1	1,517187E+3	5,156071E-2
1,518750E+3	9,846781E-2	1,518750E+3	-2,529144E-1	1,518750E+3	4,854571E-1	1,518750E+3	-6,928159E-1	1,518750E+3	1,658044E-1	1,518750E+3	-3,632897E-1	1,518750E+3	2,762209E-1	1,518750E+3	5,086426E-2
1,520312E+3	9,896675E-2	1,520312E+3	-2,433172E-1	1,520312E+3	4,756764E-1	1,520312E+3	-6,901598E-1	1,520312E+3	1,643150E-1	1,520312E+3	-3,646768E-1	1,520312E+3	2,788593E-1	1,520312E+3	5,226199E-2
1,521875E+3	9,930617E-2	1,521875E+3	-2,333158E-1	1,521875E+3	4,654787E-1	1,521875E+3	-6,881364E-1	1,521875E+3	1,629753E-1	1,521875E+3	-3,663112E-1	1,521875E+3	2,815080E-1	1,521875E+3	5,367381E-2
1,523437E+3	9,937707E-2	1,523437E+3	-2,280219E-1	1,523437E+3	4,477032E-1	1,523437E+3	-6,762567E-1	1,523437E+3	1,613074E-1	1,523437E+3	-3,641262E-1	1,523437E+3	2,894742E-1	1,523437E+3	7,541019E-2
1,525000E+3	9,931670E-2	1,525000E+3	-2,225026E-1	1,525000E+3	4,325808E-1	1,525000E+3	-6,676542E-1	1,525000E+3	1,597402E-1	1,525000E+3	-3,623262E-1	1,525000E+3	2,974083E-1	1,525000E+3	9,778092E-2
1,526562E+3	9,913202E-2	1,526562E+3	-2,231908E-1	1,526562E+3	4,188268E-1	1,526562E+3	-6,590873E-1	1,526562E+3	1,580687E-1	1,526562E+3	-3,590980E-1	1,526562E+3	2,995137E-1	1,526562E+3	9,527011E-2
1,528125E+3	9,890640E-2	1,528125E+3	-2,238198E-1	1,528125E+3	4,045277E-1	1,528125E+3	-6,508488E-1	1,528125E+3	1,562578E-1	1,528125E+3	-3,558357E-1	1,528125E+3	3,017038E-1	1,528125E+3	9,275816E-2
1,529687E+3	1,007239E-1	1,529687E+3	-2,366412E-1	1,529687E+3	3,926928E-1	1,529687E+3	-6,425173E-1	1,529687E+3	1,545247E-1	1,529687E+3	-3,521654E-1	1,529687E+3	3,063638E-1	1,529687E+3	9,706328E-2
1,531250E+3	1,023962E-1	1,531250E+3	-2,481012E-1	1,531250E+3	3,803718E-1	1,531250E+3	-6,345517E-1	1,531250E+3	1,526702E-1	1,531250E+3	-3,485669E-1	1,531250E+3	3,110366E-1	1,531250E+3	1,012943E-1
1,532812E+3	1,021039E-1	1,532812E+3	-2,469639E-1	1,532812E+3	3,722336E-1	1,532812E+3	-6,303523E-1	1,532812E+3	1,506516E-1	1,532812E+3	-3,436225E-1	1,532812E+3	3,128870E-1	1,532812E+3	9,716479E-2
1,534375E+3	1,017602E-1	1,534375E+3	-2,458698E-1	1,534375E+3	3,637711E-1	1,534375E+3	-6,264809E-1	1,534375E+3	1,484986E-1	1,534375E+3	-3,387496E-1	1,534375E+3	3,148966E-1	1,534375E+3	9,303257E-2
1,535937E+3	1,016657E-1	1,535937E+3	-2,404068E-1	1,535937E+3	3,569280E-1	1,535937E+3	-6,241004E-1	1,535937E+3	1,464311E-1	1,535937E+3	-3,318376E-1	1,535937E+3	3,174678E-1	1,535937E+3	8,960524E-2
1,537500E+3	1,014660E-1	1,537500E+3	-2,349254E-1	1,537500E+3	3,499668E-1	1,537500E+3	-6,221887E-1	1,537500E+3	1,442660E-1	1,537500E+3	-3,251959E-1	1,537500E+3	3,201255E-1	1,537500E+3	8,613953E-2
1,539062E+3	1,011827E-1	1,539062E+3	-2,262266E-1	1,539062E+3	3,418330E-1	1,539062E+3	-6,178268E-1	1,539062E+3	1,427762E-1	1,539062E+3	-3,176390E-1	1,539062E+3	3,231638E-1	1,539062E+3	8,344167E-2
1,540625E+3	1,008057E-1	1,540625E+3	-2,174661E-1	1,540625E+3	3,337601E-1	1,540625E+3	-6,141933E-1	1,540625E+3	1,412225E-1	1,540625E+3	-3,104473E-1	1,540625E+3	3,262948E-1	1,540625E+3	8,067737E-2
1,542187E+3	1,004619E-1	1,542187E+3	-2,131248E-1	1,542187E+3	3,226143E-1	1,542187E+3	-6,043803E-1	1,542187E+3	1,401541E-1	1,542187E+3	-3,050896E-1	1,542187E+3	3,402216E-1	1,542187E+3	1,088684E-1
1,543750E+3	1,000873E-1	1,543750E+3	-2,089243E-1	1,543750E+3	3,120002E-1	1,543750E+3	-5,961648E-1	1,543750E+3	1,390227E-1	1,543750E+3	-2,999959E-1	1,543750E+3	3,540107E-1	1,543750E+3	1,368966E-1
1,545312E+3	1,000005E-1	1,545312E+3	-2,065905E-1	1,545312E+3	3,017236E-1	1,545312E+3	-5,868310E-1	1,545312E+3	1,370972E-1	1,545312E+3	-2,954512E-1	1,545312E+3	3,551869E-1	1,545312E+3	1,318488E-1
1,546875E+3	9,990525E-2	1,546875E+3	-2,044893E-1	1,546875E+3	2,916213E-1	1,546875E+3	-5,785751E-1	1,546875E+3	1,351897E-1	1,546875E+3	-2,914267E-1	1,546875E+3	3,566724E-1	1,546875E+3	1,267494E-1
1,548437E+3	1,000575E-1	1,548437E+3	-2,033280E-1	1,548437E+3	2,845630E-1	1,548437E+3	-5,728996E-1	1,548437E+3	1,326186E-1	1,548437E+3	-2,856733E-1	1,548437E+3	3,609549E-1	1,548437E+3	1,241282E-1
1,550000E+3	1,002091E-1	1,550000E+3	-2,025264E-1	1,550000E+3	2,773964E-1	1,550000E+3	-5,677326E-1	1,550000E+3	1,301242E-1	1,550000E+3	-2,807184E-1	1,550000E+3	3,652996E-1	1,550000E+3	1,214143E-1
1,551562E+3	1,004819E-1	1,551562E+3	-2,004936E-1	1,551562E+3	2,715179E-1	1,551562E+3	-5,624633E-1	1,551562E+3	1,285967E-1	1,551562E+3	-2,763204E-1	1,551562E+3	3,711742E-1	1,551562E+3	1,196446E-1
1,553125E+3	1,007322E-1	1,553125E+3	-1,989184E-1	1,553125E+3	2,655646E-1	1,553125E+3	-5,578116E-1	1,553125E+3	1,270412E-1	1,553125E+3	-2,725030E-1	1,553125E+3	3,771544E-1	1,553125E+3	1,177494E-1
1,554687E+3	1,008801E-1	1,554687E+3	-1,934620E-1	1,554687E+3	2,530058E-1	1,554687E+3	-5,350248E-1	1,554687E+3	1,259012E-1	1,554687E+3	-2,671715E-1	1,554687E+3	3,800987E-1	1,554687E+3	1,147441E-1
1,556250E+3	1,009609E-1	1,556250E+3	-1,883228E-1	1,556250E+3	2,426609E-1	1,556250E+3	-5,202395E-1	1,556250E+3	1,247141E-1	1,556250E+3	-2,624760E-1	1,556250E+3	3,842625E-1	1,556250E+3	1,114984E-1
1,557812E+3	9,837430E-2	1,557812E+3	-1,620064E-1	1,557812E+3	2,368329E-1	1,557812E+3	-5,136723E-1	1,557812E+3	1,225049E-1	1,557812E+3	-2,498712E-1	1,557812E+3	3,902250E-1	1,557812E+3	1,112576E-1
1,559375E+3	9,537040E-2	1,559375E+3	-1,353198E-1	1,559375E+3	2,311185E-1	1,559375E+3	-5,083383E-1	1,559375E+3	1,203455E-1	1,559375E+3	-2,392211E-1	1,559375E+3	3,967567E-1	1,559375E+3	1,105189E-1
1,560937E+3	9,188020E-2	1,560937E+3	-1,174241E-1	1,560937E+3	2,266068E-1	1,560937E+3	-5,032361E-1	1,560937E+3	1,116586E-1	1,560937E+3	-2,065205E-1	1,560937E+3	4,000610E-1	1,560937E+3	1,081181E-1
1,562500E+3	8,818746E-2	1,562500E+3	-1,001660E-1	1,562500E+3	2,219964E-1	1,562500E+3	-4,988690E-1	1,562500E+3	1,024073E-1	1,562500E+3	-1,757258E-1	1,562500E+3	4,039107E-1	1,562500E+3	1,053040E-1
1,564062E+3	8,841297E-2	1,564062E+3	-1,005747E-1	1,564062E+3	1,993750E-1	1,564062E+3	-4,321729E-1	1,564062E+3	1,009830E-1	1,564062E+3	-1,639537E-1	1,564062E+3	4,060859E-1	1,564062E+3	1,017002E-1
1,565625E+3	8,867445E-2	1,565625E+3	-1,014511E-1	1,565625E+3	1,829739E-1	1,565625E+3	-4,104892E-1	1,565625E+3	9,907412E-2	1,565625E+3	-1,577317E-1	1,565625E+3	4,092397E-1	1,565625E+3	9,747825E-2
1,567187E+3	8,975055E-2	1,567187E+3	-1,000523E-1	1,567187E+3	1,802790E-1	1,567187E+3	-4,073913E-1	1,567187E+3	9,741921E-2	1,567187E+3	-1,462937E-1	1,567187E+3	4,132179E-1	1,567187E+3	9,350573E-2
1,568750E+3	9,075901E-2	1,568750E+3	-9,910636E-2	1,568750E+3	1,772245E-1	1,568750E+3	-4,048126E-1	1,568750E+3	9,539601E-2	1,568750E+3	-1,406239E-1	1,568750E+3	4,179684E-1	1,568750E+3	8,886903E-2
1,570312E+3	8,862275E-2	1,570312E+3	-9,301068E-2	1,570312E+3	1,657984E-1	1,570312E+3	-3,831556E-1	1,570312E+3	9,581242E-2	1,570312E+3	-1,380729E-1	1,570312E+3	4,228439E-1	1,570312E+3	8,396995E-2
1,571875E+3	8,742834E-2	1,571875E+3	-9,017165E-2	1,571875E+3	1,530039E-1	1,571875E+3	-3,615342E-1	1,571875E+3	9,589315E-2	1,571875E+3	-1,361917E-1	1,571875E+3	4,282097E-1	1,571875E+3	7,843517E-2
1,573437E+3	8,848776E-2	1,573437E+3	-8,452337E-2	1,573437E+3	1,519721E-1	1,573437E+3	-3,597990E-1	1,573437E+3	9,626839E-2	1,573437E+3	-1,341102E-1	1,573437E+3	4,330699E-1	1,573437E+3	7,282124E-2
1,575000E+3	8,933359E-2	1,575000E+3	-7,944096E-2	1,575000E+3	1,504568E-1	1,575000E+3	-3,587532E-1	1,575000E+3	9,621971E-2	1,575000E+3	-1,328282E-1	1,575000E+3	4,383513E-1	1,575000E+3	6,639229E-2
1,576562E+3	9,045395E-2	1,576562E+3	-7,594217E-2	1,576562E+3	1,496869E-1	1,576562E+3	-3,604179E-1	1,576562E+3	9,638568E-2	1,576562E+3	-1,314625E-1	1,576562E+3	4,472502E-1	1,576562E+3	6,269358E-2
1,578125E+3	9,138098E-2	1,578125E+3	-7,310063E-2	1,578125E+3	1,483259E-1	1,578125E+3	-3,629779E-1	1,578125E+3	9,601678E-2	1,578125E+3	-1,309181E-1	1,578125E+3	4,561783E-1	1,578125E+3	5,759467E-2
1,579687E+3	9,076555E-2	1,579687E+3	-5,241859E-2	1,579687E+3	1,475897E-1	1,579687E+3	-3,651471E-1	1,579687E+3	9,588560E-2	1,579687E+3	-1,286883E-1	1,579687E+3	4,647632E-1	1,579687E+3	5,343161E-2
1,581250E+3	8,693997E-2	1,581250E+3	-5,046031E-2	1,581250E+3	1,458650E-1	1,581250E+3	-3,685802E-1	1,581250E+3	9,493437E-2	1,581250E+3	-1,274397E-1	1,581250E+3	4,728184E-1	1,581250E+3	4,708344E-2
1,582812E+3	8,853271E-2	1,582812E+3	-4,843012E-2	1,582812E+3	1,455257E-1	1,582812E+3	-3,692797E-1	1,582812E+3	9,535435E-2	1,582812E+3	-1,216429E-1	1,582812E+3	4,795264E-1	1,582812E+3	4,273273E-2
1,584375E+3	8,987783E-2	1,584375E+3	-4,652080E-2	1,584375E+3	1,432625E-1	1,584375E+3	-3,714448E-1	1,584375E+3	9,443656E-2	1,584375E+3	-1,168627E-1	1,584375E+3	4,849968E-1	1,584375E+3	3,619347E-2
1,585937E+3	9,188147E-2	1,585937E+3	-4,268787E-2	1,585937E+3	1,440872E-1	1,585937E+3	-3,691272E-1	1,585937E+3	9,622380E-2	1,585937E+3	-1,136561E-1	1,585937E+3	4,939077E-1	1,585937E+3	3,198220E-2
1,587500E+3	9,355826E-2	1,587500E+3	-3,908146E-2	1,587500E+3	1,407248E-1	1,587500E+3	-3,679063E-1	1,587500E+3	9,625554E-2	1,587500E+3	-1,109891E-1	1,587500E+3	5,011045E-1	1,587500E+3	2,627440E-2
1,589062E+3	9,549044E-2	1,589062E+3	-3,932965E-2	1,589062E+3	1,424732E-1	1,589062E+3	-3,607267E-1	1,589062E+3	9,783194E-2	1,589062E+3	-1,103196E-1	1,589062E+3	5,079870E-1	1,589062E+3	1,988188E-2
1,590625E+3	9,715619E-2	1,590625E+3	-3,979463E-2	1,590625E+3	1,356918E-1	1,590625E+3	-3,513943E-1	1,590625E+3	9,738129E-2	1,590625E+3	-1,094066E-1	1,590625E+3	5,134349E-1	1,590625E+3	1,250945E-2
1,592187E+3	9,875004E-2	1,592187E+3	-4,118030E-2	1,592187E+3	1,360609E-1	1,592187E+3	-3,399795E-1	1,592187E+3	9,836795E-2	1,592187E+3	-1,072369E-1	1,592187E+3	6,830726E-1	1,592187E+3	-6,371311E-3
1,593750E+3	1,000915E-1	1,593750E+3	-4,281223E-2	1,593750E+3	1,274795E-1	1,593750E+3	-3,220876E-1	1,593750E+3	9,732052E-2	1,593750E+3	-1,042538E-1	1,593750E+3	7,864942E-1	1,593750E+3	2,337113E-2
1,595312E+3	1,274672E-1	1,595312E+3	3,352426E-2	1,595312E+3	1,398937E-1	1,595312E+3	-3,117930E-1	1,595312E+3	1,181184E-1	1,595312E+3	-4,747658E-2	1,595312E+3	7,953682E-1	1,595312E+3	1,285124E-2
1,596875E+3	1,388408E-1	1,596875E+3	1,036690E-1	1,596875E+3	1,415173E-1	1,596875E+3	-2,959407E-1	1,596875E+3	1,189327E-1	1,596875E+3	-6,116558E-3	1,596875E+3	7,985086E-1	1,596875E+3	3,144405E-3
1,598437E+3	1,374983E-1	1,598437E+3	9,232475E-2	1,598437E+3	1,392343E-1	1,598437E+3	-3,011689E-1	1,598437E+3	1,173563E-1	1,598437E+3	-1,281808E-2	1,598437E+3	8,025998E-1	1,598437E+3	-9,142202E-3
1,600000E+3	1,364385E-1	1,600000E+3	8,024775E-2	1,600000E+3	1,363705E-1	1,600000E+3	-3,056413E-1	1,600000E+3	1,151405E-1	1,600000E+3	-1,949806E-2	1,600000E+3	8,024337E-1	1,600000E+3	-2,029474E-2
1,601562E+3	1,352887E-1	1,601562E+3	6,868440E-2	1,601562E+3	1,354432E-1	1,601562E+3	-3,139281E-1	1,601562E+3	1,140525E-1	1,601562E+3	-2,717932E-2	1,601562E+3	8,032787E-1	1,601562E+3	-3,375308E-2
1,603125E+3	1,342842E-1	1,603125E+3	5,635272E-2	1,603125E+3	1,343060E-1	1,603125E+3	-3,218525E-1	1,603125E+3	1,125877E-1	1,603125E+3	-3,487570E-2	1,603125E+3	8,011687E-1	1,603125E+3	-4,585512E-2
1,604687E+3	1,332753E-1	1,604687E+3	4,493831E-2	1,604687E+3	1,342149E-1	1,604687E+3	-3,313836E-1	1,604687E+3	1,121466E-1	1,604687E+3	-4,334271E-2	1,604687E+3	8,016796E-1	1,604687E+3	-5,743513E-2
1,606250E+3	1,322477E-1	1,606250E+3	3,270715E-2	1,606250E+3	1,340037E-1	1,606250E+3	-3,406468E-1	1,606250E+3	1,114501E-1	1,606250E+3	-5,188591E-2	1,606250E+3	7,995566E-1	1,606250E+3	-6,769123E-2
1,607812E+3	1,306348E-1	1,607812E+3	2,301193E-2	1,607812E+3	1,344222E-1	1,607812E+3	-3,508043E-1	1,607812E+3	1,114435E-1	1,607812E+3	-6,071568E-2	1,607812E+3	7,985136E-1	1,607812E+3	-7,993894E-2
1,609375E+3	1,283225E-1	1,609375E+3	1,241038E-2	1,609375E+3	1,347525E-1	1,609375E+3	-3,607055E-1	1,609375E+3	1,112038E-1	1,609375E+3	-6,965181E-2	1,609375E+3	7,953835E-1	1,609375E+3	-9,076112E-2
1,610937E+3	1,261312E-1	1,610937E+3	7,599116E-3	1,610937E+3	1,355261E-1	1,610937E+3	-3,709790E-1	1,610937E+3	1,117887E-1	1,610937E+3	-7,897696E-2	1,610937E+3	7,939603E-1	1,610937E+3	-1,028915E-1
1,612500E+3	1,225689E-1	1,612500E+3	2,785463E-3	1,612500E+3	1,361901E-1	1,612500E+3	-3,809427E-1	1,612500E+3	1,121343E-1	1,612500E+3	-8,837369E-2	1,612500E+3	7,909993E-1	1,612500E+3	-1,134522E-1
1,614062E+3	1,233775E-1	1,614062E+3	-4,793114E-3	1,614062E+3	1,374238E-1	1,614062E+3	-3,913063E-1	1,614062E+3	1,127896E-1	1,614062E+3	-9,754036E-2	1,614062E+3	7,879097E-1	1,614062E+3	-1,253324E-1
1,615625E+3	1,239981E-1	1,615625E+3	-1,255441E-2	1,615625E+3	1,385384E-1	1,615625E+3	-4,012967E-1	1,615625E+3	1,131748E-1	1,615625E+3	-1,068041E-1	1,615625E+3	7,834009E-1	1,615625E+3	-1,356595E-1
1,617187E+3	1,253451E-1	1,617187E+3	-2,065683E-2	1,617187E+3	1,397435E-1	1,617187E+3	-4,108603E-1	1,617187E+3	1,142389E-1	1,617187E+3	-1,163568E-1	1,617187E+3	7,778887E-1	1,617187E+3	-1,474479E-1
