Sample 1_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 2_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 3_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 4_Frequency [Hz]	Normal Sound Transmission Loss [dB]	
2,385937E+3	-4,230401E-1	2,385937E+3	-8,764176E-1	2,385937E+3	-7,404913E-1	2,385937E+3	8,503369E-1
2,387500E+3	-4,625642E-1	2,387500E+3	-9,003208E-1	2,387500E+3	-7,752635E-1	2,387500E+3	8,303944E-1
2,389062E+3	-4,950793E-1	2,389062E+3	-9,315043E-1	2,389062E+3	-7,982636E-1	2,389062E+3	8,069108E-1
2,390625E+3	-5,274914E-1	2,390625E+3	-9,628578E-1	2,390625E+3	-8,210676E-1	2,390625E+3	7,830701E-1
2,392187E+3	-5,738281E-1	2,392187E+3	-9,928161E-1	2,392187E+3	-8,056713E-1	2,392187E+3	7,559491E-1
2,393750E+3	-6,202372E-1	2,393750E+3	-1,022735E+0	2,393750E+3	-7,852423E-1	2,393750E+3	7,282762E-1
2,395312E+3	-6,104269E-1	2,395312E+3	-1,045126E+0	2,395312E+3	-8,165385E-1	2,395312E+3	6,895770E-1
2,396875E+3	-5,960900E-1	2,396875E+3	-1,067376E+0	2,396875E+3	-8,477734E-1	2,396875E+3	6,502401E-1
2,398437E+3	-6,457670E-1	2,398437E+3	-1,088777E+0	2,398437E+3	-8,844996E-1	2,398437E+3	6,012140E-1
2,400000E+3	-6,951375E-1	2,400000E+3	-1,109938E+0	2,400000E+3	-9,213412E-1	2,400000E+3	5,513531E-1
2,401562E+3	-7,402397E-1	2,401562E+3	-1,132645E+0	2,401562E+3	-9,569462E-1	2,401562E+3	4,942535E-1
2,403125E+3	-7,851506E-1	2,403125E+3	-1,155077E+0	2,403125E+3	-9,925754E-1	2,403125E+3	4,363147E-1
2,404687E+3	-8,471011E-1	2,404687E+3	-1,294253E+0	2,404687E+3	-1,024390E+0	2,404687E+3	3,103032E-1
2,406250E+3	-9,089618E-1	2,406250E+3	-1,434684E+0	2,406250E+3	-1,056142E+0	2,406250E+3	2,150839E-1
2,407812E+3	-9,893909E-1	2,407812E+3	-1,434026E+0	2,407812E+3	-1,095930E+0	2,407812E+3	1,838447E-1
2,409375E+3	-1,069680E+0	2,409375E+3	-1,433369E+0	2,409375E+3	-1,135595E+0	2,409375E+3	1,524242E-1
2,410937E+3	-1,127216E+0	2,410937E+3	-1,438507E+0	2,410937E+3	-1,180258E+0	2,410937E+3	1,216216E-1
2,412500E+3	-1,184249E+0	2,412500E+3	-1,443373E+0	2,412500E+3	-1,224753E+0	2,412500E+3	9,057351E-2
2,414062E+3	-1,245228E+0	2,414062E+3	-1,447627E+0	2,414062E+3	-1,267179E+0	2,414062E+3	5,374923E-2
2,415625E+3	-1,305649E+0	2,415625E+3	-1,451687E+0	2,415625E+3	-1,309290E+0	2,415625E+3	1,660985E-2
2,417187E+3	-1,394479E+0	2,417187E+3	-1,526927E+0	2,417187E+3	-1,368225E+0	2,417187E+3	-2,650607E-2
2,418750E+3	-1,482404E+0	2,418750E+3	-1,597964E+0	2,418750E+3	-1,426736E+0	2,418750E+3	-6,998339E-2
2,420312E+3	-1,555835E+0	2,420312E+3	-2,016851E+0	2,420312E+3	-1,511999E+0	2,420312E+3	-1,185854E-1
2,421875E+3	-1,628276E+0	2,421875E+3	-2,429404E+0	2,421875E+3	-1,596853E+0	2,421875E+3	-1,677064E-1
2,423437E+3	-1,717392E+0	2,423437E+3	-2,463880E+0	2,423437E+3	-1,599081E+0	2,423437E+3	-2,199373E-1
2,425000E+3	-1,804384E+0	2,425000E+3	-2,497665E+0	2,425000E+3	-1,580064E+0	2,425000E+3	-2,726045E-1
2,426562E+3	-1,667181E+0	2,426562E+3	-2,335590E+0	2,426562E+3	-1,621358E+0	2,426562E+3	-3,125172E-1
2,428125E+3	-1,529159E+0	2,428125E+3	-2,183825E+0	2,428125E+3	-1,662040E+0	2,428125E+3	-3,529385E-1
2,429687E+3	-1,583649E+0	2,429687E+3	-2,204706E+0	2,429687E+3	-1,705704E+0	2,429687E+3	-4,019351E-1
2,431250E+3	-1,636982E+0	2,431250E+3	-2,225255E+0	2,431250E+3	-1,748686E+0	2,431250E+3	-4,511505E-1
2,432812E+3	-1,694596E+0	2,432812E+3	-2,243187E+0	2,432812E+3	-1,792117E+0	2,432812E+3	-4,985328E-1
2,434375E+3	-1,751001E+0	2,434375E+3	-2,260837E+0	2,434375E+3	-1,834807E+0	2,434375E+3	-5,458645E-1
2,435937E+3	-1,805687E+0	2,435937E+3	-2,272169E+0	2,435937E+3	-2,106023E+0	2,435937E+3	-3,849248E-1
2,437500E+3	-1,859195E+0	2,437500E+3	-2,283480E+0	2,437500E+3	-2,368952E+0	2,437500E+3	-4,198818E-1
2,439062E+3	-1,908279E+0	2,439062E+3	-2,295535E+0	2,439062E+3	-2,364322E+0	2,439062E+3	-4,533063E-1
2,440625E+3	-1,956338E+0	2,440625E+3	-2,307657E+0	2,440625E+3	-2,360113E+0	2,440625E+3	-4,880909E-1
2,442187E+3	-1,999298E+0	2,442187E+3	-2,317423E+0	2,442187E+3	-2,364615E+0	2,442187E+3	-5,316599E-1
2,443750E+3	-2,041328E+0	2,443750E+3	-2,327366E+0	2,443750E+3	-2,369236E+0	2,443750E+3	-5,765826E-1
2,445312E+3	-2,069290E+0	2,445312E+3	-2,337610E+0	2,445312E+3	-2,374171E+0	2,445312E+3	-6,334775E-1
2,446875E+3	-2,096814E+0	2,446875E+3	-2,348089E+0	2,446875E+3	-2,379397E+0	2,446875E+3	-6,916356E-1
2,448437E+3	-2,125448E+0	2,448437E+3	-2,355905E+0	2,448437E+3	-2,377069E+0	2,448437E+3	-7,434898E-1
2,450000E+3	-2,153489E+0	2,450000E+3	-2,364021E+0	2,450000E+3	-2,375618E+0	2,450000E+3	-7,966710E-1
2,451562E+3	-2,173521E+0	2,451562E+3	-2,366702E+0	2,451562E+3	-2,376807E+0	2,451562E+3	-8,359713E-1
2,453125E+3	-2,193390E+0	2,453125E+3	-2,370302E+0	2,453125E+3	-2,378954E+0	2,453125E+3	-8,768636E-1
2,454687E+3	-2,207548E+0	2,454687E+3	-2,806243E+0	2,454687E+3	-2,372197E+0	2,454687E+3	-9,115417E-1
2,456250E+3	-2,221988E+0	2,456250E+3	-3,197315E+0	2,456250E+3	-2,367698E+0	2,456250E+3	-9,478319E-1
2,457812E+3	-9,824932E-1	2,457812E+3	-3,190115E+0	2,457812E+3	-1,050850E+0	2,457812E+3	-9,901460E-1
2,459375E+3	-7,851602E-1	2,459375E+3	-3,184430E+0	2,459375E+3	-1,789205E+0	2,459375E+3	-1,033827E+0
2,460937E+3	-1,057584E+0	2,460937E+3	-3,178472E+0	2,460937E+3	-1,796420E+0	2,460937E+3	-7,996900E-1
2,462500E+3	-1,309755E+0	2,462500E+3	-3,174361E+0	2,462500E+3	-1,807345E+0	2,462500E+3	-1,029148E+0
2,464062E+3	-1,343344E+0	2,464062E+3	-1,525986E+0	2,464062E+3	-1,815434E+0	2,464062E+3	-9,525381E-1
2,465625E+3	-1,378744E+0	2,465625E+3	-2,124325E+0	2,465625E+3	-1,827460E+0	2,465625E+3	-9,973050E-1
2,467187E+3	-1,404460E+0	2,467187E+3	-2,118446E+0	2,467187E+3	-1,837482E+0	2,467187E+3	-9,608659E-1
2,468750E+3	-1,432845E+0	2,468750E+3	-2,119251E+0	2,468750E+3	-1,851798E+0	2,468750E+3	-9,566405E-1
2,470312E+3	-1,456239E+0	2,470312E+3	-2,173705E+0	2,470312E+3	-1,861111E+0	2,470312E+3	-9,348499E-1
2,471875E+3	-1,482581E+0	2,471875E+3	-2,230833E+0	2,471875E+3	-1,873533E+0	2,471875E+3	-9,202791E-1
2,473437E+3	-1,508245E+0	2,473437E+3	-2,226465E+0	2,473437E+3	-1,881646E+0	2,473437E+3	-9,178036E-1
2,475000E+3	-1,536971E+0	2,475000E+3	-2,226040E+0	2,475000E+3	-1,892726E+0	2,475000E+3	-9,127301E-1
2,476562E+3	-1,563844E+0	2,476562E+3	-2,186274E+0	2,476562E+3	-2,010462E+0	2,476562E+3	-8,989091E-1
2,478125E+3	-1,593255E+0	2,478125E+3	-2,151904E+0	2,478125E+3	-2,123621E+0	2,478125E+3	-8,808294E-1
2,479687E+3	-1,630527E+0	2,479687E+3	-2,028524E+0	2,479687E+3	-2,139433E+0	2,479687E+3	-8,594943E-1
2,481250E+3	-1,669183E+0	2,481250E+3	-1,907674E+0	2,481250E+3	-2,156734E+0	2,481250E+3	-8,327319E-1
2,482812E+3	-1,723109E+0	2,482812E+3	-1,836401E+0	2,482812E+3	-2,177318E+0	2,482812E+3	-9,526438E-1
2,484375E+3	-1,776894E+0	2,484375E+3	-1,758663E+0	2,484375E+3	-2,198699E+0	2,484375E+3	-1,045607E+0
2,485937E+3	-9,127545E-1	2,485937E+3	-1,674959E+0	2,485937E+3	-2,221733E+0	2,485937E+3	-1,031837E+0
2,487500E+3	-1,058528E+0	2,487500E+3	-1,577113E+0	2,487500E+3	-2,244834E+0	2,487500E+3	-1,011179E+0
2,489062E+3	-1,030225E+0	2,489062E+3	-1,498688E+0	2,489062E+3	-1,971998E+0	2,489062E+3	-9,820460E-1
2,490625E+3	-9,984767E-1	2,490625E+3	-1,404606E+0	2,490625E+3	-1,587833E+0	2,490625E+3	-9,452794E-1
2,492187E+3	-9,478014E-1	2,492187E+3	-1,395557E+0	2,492187E+3	-1,533185E+0	2,492187E+3	-9,201729E-1
2,493750E+3	-8,841469E-1	2,493750E+3	-1,378520E+0	2,493750E+3	-1,468534E+0	2,493750E+3	-8,887535E-1
2,495312E+3	-8,335069E-1	2,495312E+3	-1,384918E+0	2,495312E+3	-1,417215E+0	2,495312E+3	-8,736872E-1
2,496875E+3	-7,640220E-1	2,496875E+3	-1,385127E+0	2,496875E+3	-1,354104E+0	2,496875E+3	-8,542552E-1
2,498437E+3	-7,273030E-1	2,498437E+3	-1,378455E+0	2,498437E+3	-1,299543E+0	2,498437E+3	-6,769725E-1
2,500000E+3	-6,719412E-1	2,500000E+3	-1,367406E+0	2,500000E+3	-1,231477E+0	2,500000E+3	-4,260763E-1
2,501562E+3	-6,619575E-1	2,501562E+3	-1,350673E+0	2,501562E+3	-1,186877E+0	2,501562E+3	-4,096723E-1
2,503125E+3	-6,387740E-1	2,503125E+3	-1,330068E+0	2,503125E+3	-1,131336E+0	2,503125E+3	-3,888166E-1
2,504687E+3	-6,435234E-1	2,504687E+3	-1,044515E+0	2,504687E+3	-1,103951E+0	2,504687E+3	-3,648294E-1
2,506250E+3	-6,359837E-1	2,506250E+3	-6,291002E-1	2,506250E+3	-1,069651E+0	2,506250E+3	-3,350218E-1
2,507812E+3	-6,444348E-1	2,507812E+3	-5,905512E-1	2,507812E+3	-8,186369E-1	2,507812E+3	-3,060588E-1
2,509375E+3	-6,376605E-1	2,509375E+3	-5,474424E-1	2,509375E+3	-4,750716E-1	2,509375E+3	-2,712944E-1
2,510937E+3	-6,275792E-1	2,510937E+3	-5,117138E-1	2,510937E+3	-4,340399E-1	2,510937E+3	-2,525941E-1
2,512500E+3	-5,986809E-1	2,512500E+3	-4,721751E-1	2,512500E+3	-3,857951E-1	2,512500E+3	-2,297517E-1
2,514062E+3	-5,795731E-1	2,514062E+3	-4,337032E-1	2,514062E+3	-3,421805E-1	2,514062E+3	-2,056571E-1
2,515625E+3	-5,424816E-1	2,515625E+3	-3,916405E-1	2,515625E+3	-2,903034E-1	2,515625E+3	-1,779052E-1
2,517187E+3	-1,500837E-1	2,517187E+3	-3,518082E-1	2,517187E+3	-2,516720E-1	2,517187E+3	-1,473081E-1
2,518750E+3	3,763208E-1	2,518750E+3	-3,085759E-1	2,518750E+3	-2,046496E-1	2,518750E+3	-1,131751E-1
2,520312E+3	4,122879E-1	2,520312E+3	-2,680746E-1	2,520312E+3	-1,854340E-1	2,520312E+3	-7,514871E-2
2,521875E+3	4,537070E-1	2,521875E+3	-2,241246E-1	2,521875E+3	-1,592958E-1	2,521875E+3	-3,343230E-2
2,523437E+3	4,717837E-1	2,523437E+3	-1,733987E-1	2,523437E+3	-1,449673E-1	2,523437E+3	-5,222902E-3
2,525000E+3	4,905852E-1	2,525000E+3	-1,187385E-1	2,525000E+3	-1,247590E-1	2,525000E+3	2,563576E-2
2,526562E+3	4,992244E-1	2,526562E+3	-6,762873E-2	2,526562E+3	-1,087481E-1	2,526562E+3	4,844854E-2
2,528125E+3	5,014110E-1	2,528125E+3	-1,290509E-2	2,528125E+3	-8,713785E-2	2,528125E+3	7,345381E-2
2,529687E+3	5,046060E-1	2,529687E+3	-4,133474E-1	2,529687E+3	-6,825348E-2	2,529687E+3	9,658637E-2
2,531250E+3	4,823741E-1	2,531250E+3	-6,574740E-1	2,531250E+3	-4,412082E-2	2,531250E+3	1,217248E-1
2,532812E+3	5,140088E-1	2,532812E+3	-6,045761E-1	2,532812E+3	-5,936694E-2	2,532812E+3	1,456604E-1
2,534375E+3	5,311013E-1	2,534375E+3	-5,521629E-1	2,534375E+3	-6,892453E-2	2,534375E+3	1,715054E-1
2,535937E+3	5,901300E-1	2,535937E+3	-5,128356E-1	2,535937E+3	-8,263449E-2	2,535937E+3	2,035105E-1
2,537500E+3	6,414921E-1	2,537500E+3	-4,753963E-1	2,537500E+3	-1,119268E-1	2,537500E+3	2,378342E-1
2,539062E+3	7,047691E-1	2,539062E+3	-4,325464E-1	2,539062E+3	-7,443638E-2	2,539062E+3	2,725711E-1
2,540625E+3	7,609372E-1	2,540625E+3	-3,918586E-1	2,540625E+3	-3,901787E-2	2,540625E+3	3,098773E-1
2,542187E+3	8,095493E-1	2,542187E+3	-3,474898E-1	2,542187E+3	2,363619E-4	2,542187E+3	3,361411E-1
2,543750E+3	8,481142E-1	2,543750E+3	-3,058323E-1	2,543750E+3	3,723326E-2	2,543750E+3	3,642937E-1
2,545312E+3	8,800669E-1	2,545312E+3	-2,484002E-1	2,545312E+3	7,851296E-2	2,545312E+3	4,044947E-1
2,546875E+3	8,978467E-1	2,546875E+3	-1,926839E-1	2,546875E+3	1,169398E-1	2,546875E+3	3,720337E-1
2,548437E+3	9,050704E-1	2,548437E+3	-1,373942E-1	2,548437E+3	1,717133E-1	2,548437E+3	3,901535E-1
2,550000E+3	8,797124E-1	2,550000E+3	-8,382461E-2	2,550000E+3	2,235173E-1	2,550000E+3	4,056328E-1
2,551562E+3	9,083239E-1	2,551562E+3	-4,190246E-2	2,551562E+3	2,831693E-1	2,551562E+3	4,226114E-1
2,553125E+3	9,249143E-1	2,553125E+3	-1,695252E-3	2,553125E+3	3,383876E-1	2,553125E+3	4,365388E-1
2,554687E+3	9,825793E-1	2,554687E+3	3,260435E-2	2,554687E+3	3,811573E-1	2,554687E+3	4,531752E-1
2,556250E+3	1,037178E+0	2,556250E+3	6,526045E-2	2,556250E+3	4,162822E-1	2,556250E+3	4,649017E-1
2,557812E+3	1,105194E+0	2,557812E+3	9,927296E-2	2,557812E+3	5,008572E-1	2,557812E+3	5,058220E-1
2,559375E+3	1,171558E+0	2,559375E+3	1,323304E-1	2,559375E+3	1,989719E-1	2,559375E+3	5,142720E-1
2,560937E+3	1,233269E+0	2,560937E+3	1,742761E-1	2,560937E+3	2,381711E-1	2,560937E+3	5,623825E-1
2,562500E+3	1,293589E+0	2,562500E+3	2,160529E-1	2,562500E+3	2,767187E-1	2,562500E+3	5,521648E-1
2,564062E+3	1,334840E+0	2,564062E+3	2,587962E-1	2,564062E+3	3,188975E-1	2,564062E+3	5,726768E-1
2,565625E+3	1,372811E+0	2,565625E+3	7,596270E-2	2,565625E+3	3,607604E-1	2,565625E+3	5,801653E-1
2,567187E+3	1,410965E+0	2,567187E+3	1,015208E-1	2,567187E+3	4,004015E-1	2,567187E+3	6,028949E-1
2,568750E+3	1,443773E+0	2,568750E+3	1,269148E-1	2,568750E+3	4,398578E-1	2,568750E+3	6,114004E-1
2,570312E+3	1,501948E+0	2,570312E+3	1,501259E-1	2,570312E+3	4,790209E-1	2,570312E+3	6,463771E-1
2,571875E+3	1,557893E+0	2,571875E+3	1,729571E-1	2,571875E+3	5,178007E-1	2,571875E+3	6,431514E-1
2,573437E+3	1,353369E+0	2,573437E+3	1,370091E-1	2,573437E+3	5,408041E-1	2,573437E+3	6,716750E-1
2,575000E+3	9,848297E-1	2,575000E+3	-4,767649E-2	2,575000E+3	5,587510E-1	2,575000E+3	6,915088E-1
2,576562E+3	1,030688E+0	2,576562E+3	-6,774869E-2	2,576562E+3	4,130180E-1	2,576562E+3	7,274735E-1
2,578125E+3	1,075718E+0	2,578125E+3	-8,812636E-2	2,578125E+3	7,002981E-2	2,578125E+3	7,615936E-1
2,579687E+3	1,122919E+0	2,579687E+3	4,363083E-2	2,579687E+3	9,792694E-2	2,579687E+3	7,395743E-1
2,581250E+3	1,169314E+0	2,581250E+3	1,804612E-1	2,581250E+3	1,263502E-1	2,581250E+3	5,411718E-1
2,582812E+3	1,222840E+0	2,582812E+3	1,704483E-1	2,582812E+3	2,562058E-1	2,582812E+3	5,501790E-1
2,584375E+3	1,275711E+0	2,584375E+3	1,605085E-1	2,584375E+3	3,875027E-1	2,584375E+3	5,602495E-1
2,585937E+3	1,318703E+0	2,585937E+3	1,485286E-1	2,585937E+3	3,824079E-1	2,585937E+3	5,612321E-1
2,587500E+3	1,361054E+0	2,587500E+3	1,367627E-1	2,587500E+3	3,774273E-1	2,587500E+3	5,626524E-1
2,589062E+3	1,403574E+0	2,589062E+3	1,217973E-1	2,589062E+3	3,626795E-1	2,589062E+3	5,651807E-1
2,590625E+3	1,445546E+0	2,590625E+3	1,070835E-1	2,590625E+3	3,477986E-1	2,590625E+3	5,684830E-1
2,592187E+3	1,490921E+0	2,592187E+3	9,024218E-2	2,592187E+3	3,376658E-1	2,592187E+3	6,933179E-1
2,593750E+3	1,535822E+0	2,593750E+3	7,360484E-2	2,593750E+3	3,275546E-1	2,593750E+3	8,233402E-1
2,595312E+3	1,583220E+0	2,595312E+3	5,642848E-2	2,595312E+3	3,186576E-1	2,595312E+3	8,276028E-1
2,596875E+3	1,630243E+0	2,596875E+3	3,949799E-2	2,596875E+3	3,098097E-1	2,596875E+3	8,328838E-1
2,598437E+3	1,674314E+0	2,598437E+3	2,428054E-2	2,598437E+3	5,606404E-1	2,598437E+3	8,343027E-1
2,600000E+3	1,718012E+0	2,600000E+3	9,404732E-3	2,600000E+3	7,944187E-1	2,600000E+3	8,363437E-1
2,601562E+3	1,752506E+0	2,601562E+3	-7,200872E-3	2,601562E+3	7,752924E-1	2,601562E+3	9,009400E-1
2,603125E+3	1,786467E+0	2,603125E+3	-2,342500E-2	2,603125E+3	7,560738E-1	2,603125E+3	9,687028E-1
2,604687E+3	1,828285E+0	2,604687E+3	2,344349E-1	2,604687E+3	7,367842E-1	2,604687E+3	9,727324E-1
2,606250E+3	1,869657E+0	2,606250E+3	4,713705E-1	2,606250E+3	7,175473E-1	2,606250E+3	9,789591E-1
2,607812E+3	1,917613E+0	2,607812E+3	4,637012E-1	2,607812E+3	7,023102E-1	2,607812E+3	9,654052E-1
2,609375E+3	1,965137E+0	2,609375E+3	4,569371E-1	2,609375E+3	6,873131E-1	2,609375E+3	9,563571E-1
2,610937E+3	1,989065E+0	2,610937E+3	4,519308E-1	2,610937E+3	6,759384E-1	2,610937E+3	9,614297E-1
2,612500E+3	2,012309E+0	2,612500E+3	4,480239E-1	2,612500E+3	6,648204E-1	2,612500E+3	9,675019E-1
2,614062E+3	2,015872E+0	2,614062E+3	4,425240E-1	2,614062E+3	6,535554E-1	2,614062E+3	9,760925E-1
2,615625E+3	2,018666E+0	2,615625E+3	4,382858E-1	2,615625E+3	6,425161E-1	2,615625E+3	9,860059E-1
2,617187E+3	2,025542E+0	2,617187E+3	4,322697E-1	2,617187E+3	8,458717E-1	2,617187E+3	9,949778E-1
2,618750E+3	2,031861E+0	2,618750E+3	4,273575E-1	2,618750E+3	1,020768E+0	2,618750E+3	1,005095E+0
2,620312E+3	2,057279E+0	2,620312E+3	4,209713E-1	2,620312E+3	1,021339E+0	2,620312E+3	1,010152E+0
2,621875E+3	2,082354E+0	2,621875E+3	4,158473E-1	2,621875E+3	1,022396E+0	2,621875E+3	1,016253E+0
2,623437E+3	2,246339E+0	2,623437E+3	4,108629E-1	2,623437E+3	1,025612E+0	2,623437E+3	1,017980E+0
2,625000E+3	2,405451E+0	2,625000E+3	4,070990E-1	2,625000E+3	1,029148E+0	2,625000E+3	1,020915E+0
2,626562E+3	2,411581E+0	2,626562E+3	4,072490E-1	2,626562E+3	1,035083E+0	2,626562E+3	1,021301E+0
2,628125E+3	2,417374E+0	2,628125E+3	4,085003E-1	2,628125E+3	1,041167E+0	2,628125E+3	1,022942E+0
2,629687E+3	2,410935E+0	2,629687E+3	4,121376E-1	2,629687E+3	1,046860E+0	2,629687E+3	1,023381E+0
2,631250E+3	2,404089E+0	2,631250E+3	4,169396E-1	2,631250E+3	1,052677E+0	2,631250E+3	1,024889E+0
2,632812E+3	2,396575E+0	2,632812E+3	4,116873E-1	2,632812E+3	1,056027E+0	2,632812E+3	9,513489E-1
2,634375E+3	2,388583E+0	2,634375E+3	4,083887E-1	2,634375E+3	1,059559E+0	2,634375E+3	8,937383E-1
2,635937E+3	2,481846E+0	2,635937E+3	4,026802E-1	2,635937E+3	1,058862E+0	2,635937E+3	8,940744E-1
2,637500E+3	2,571395E+0	2,637500E+3	3,980285E-1	2,637500E+3	1,058393E+0	2,637500E+3	8,948292E-1
2,639062E+3	2,587341E+0	2,639062E+3	2,811470E-1	2,639062E+3	1,058344E+0	2,639062E+3	8,979671E-1
2,640625E+3	2,602665E+0	2,640625E+3	1,799968E-1	2,640625E+3	1,058424E+0	2,640625E+3	9,013476E-1
2,642187E+3	2,644866E+0	2,642187E+3	1,836550E-1	2,642187E+3	1,054456E+0	2,642187E+3	9,063989E-1
2,643750E+3	2,685093E+0	2,643750E+3	1,873322E-1	2,643750E+3	1,050746E+0	2,643750E+3	9,115561E-1
2,645312E+3	2,684249E+0	2,645312E+3	1,905368E-1	2,645312E+3	1,044006E+0	2,645312E+3	9,145479E-1
2,646875E+3	2,683101E+0	2,646875E+3	1,937519E-1	2,646875E+3	1,037560E+0	2,646875E+3	9,175646E-1
2,648437E+3	2,694903E+0	2,648437E+3	1,941835E-1	2,648437E+3	1,054468E+0	2,648437E+3	9,189533E-1
2,650000E+3	2,706047E+0	2,650000E+3	1,946380E-1	2,650000E+3	1,070211E+0	2,650000E+3	9,203213E-1
2,651562E+3	2,709281E+0	2,651562E+3	1,966062E-1	2,651562E+3	9,420307E-1	2,651562E+3	9,226219E-1
2,653125E+3	2,711690E+0	2,653125E+3	1,986081E-1	2,653125E+3	8,163257E-1	2,653125E+3	9,248549E-1
2,654687E+3	2,711941E+0	2,654687E+3	1,972075E-1	2,654687E+3	8,398698E-1	2,654687E+3	9,277367E-1
2,656250E+3	2,711441E+0	2,656250E+3	1,958531E-1	2,656250E+3	8,618399E-1	2,656250E+3	9,304871E-1
2,657812E+3	2,735324E+0	2,657812E+3	1,974046E-1	2,657812E+3	8,839042E-1	2,657812E+3	9,311605E-1
2,659375E+3	2,757989E+0	2,659375E+3	1,989489E-1	2,659375E+3	9,043923E-1	2,659375E+3	9,316602E-1
2,660937E+3	2,784427E+0	2,660937E+3	1,989734E-1	2,660937E+3	9,270859E-1	2,660937E+3	9,328015E-1
2,662500E+3	2,809493E+0	2,662500E+3	1,989708E-1	2,662500E+3	9,480608E-1	2,662500E+3	9,336803E-1
2,664062E+3	2,670326E+0	2,664062E+3	2,004222E-1	2,664062E+3	9,708867E-1	2,664062E+3	9,351637E-1
2,665625E+3	2,524427E+0	2,665625E+3	2,017643E-1	2,665625E+3	9,918342E-1	2,665625E+3	9,362714E-1
2,667187E+3	2,557806E+0	2,667187E+3	2,042290E-1	2,667187E+3	9,488418E-1	2,667187E+3	9,378179E-1
2,668750E+3	2,589576E+0	2,668750E+3	2,064925E-1	2,668750E+3	9,066506E-1	2,668750E+3	9,388324E-1
2,670312E+3	2,621941E+0	2,670312E+3	2,094385E-1	2,670312E+3	9,289088E-1	2,670312E+3	9,406348E-1
2,671875E+3	2,652597E+0	2,671875E+3	2,120930E-1	2,671875E+3	9,487704E-1	2,671875E+3	9,416753E-1
2,673437E+3	2,596913E+0	2,673437E+3	-1,122689E-1	2,673437E+3	9,684941E-1	2,673437E+3	9,439457E-1
2,675000E+3	2,541273E+0	2,675000E+3	-3,698040E-1	2,675000E+3	9,855366E-1	2,675000E+3	9,451542E-1
2,676562E+3	2,564136E+0	2,676562E+3	-3,691739E-1	2,676562E+3	1,003922E+0	2,676562E+3	9,250075E-1
2,678125E+3	2,585157E+0	2,678125E+3	-3,690210E-1	2,678125E+3	1,019067E+0	2,678125E+3	9,039506E-1
2,679687E+3	2,604899E+0	2,679687E+3	-3,669636E-1	2,679687E+3	1,028407E+0	2,679687E+3	7,169870E-1
2,681250E+3	2,622700E+0	2,681250E+3	-3,655156E-1	2,681250E+3	1,034955E+0	2,681250E+3	5,638283E-1
2,682812E+3	2,639746E+0	2,682812E+3	-3,641635E-1	2,682812E+3	1,009362E+0	2,682812E+3	5,672820E-1
2,684375E+3	2,654894E+0	2,684375E+3	-3,636261E-1	2,684375E+3	9,823567E-1	2,684375E+3	5,681958E-1
2,685937E+3	2,672014E+0	2,685937E+3	-5,478313E-1	2,685937E+3	9,641318E-1	2,685937E+3	5,699261E-1
2,687500E+3	2,687066E+0	2,687500E+3	-7,038634E-1	2,687500E+3	9,440868E-1	2,687500E+3	5,687528E-1
2,689062E+3	2,705657E+0	2,689062E+3	-7,030987E-1	2,689062E+3	9,630707E-1	2,689062E+3	5,711194E-1
2,690625E+3	2,722200E+0	2,690625E+3	-7,038763E-1	2,690625E+3	9,785087E-1	2,690625E+3	5,698137E-1
2,692187E+3	2,739384E+0	2,692187E+3	-6,985807E-1	2,692187E+3	1,006575E+0	2,692187E+3	5,721827E-1
2,693750E+3	2,754722E+0	2,693750E+3	-6,960027E-1	2,693750E+3	1,029960E+0	2,693750E+3	5,695705E-1
2,695312E+3	2,769761E+0	2,695312E+3	-6,833181E-1	2,695312E+3	1,067070E+0	2,695312E+3	5,728416E-1
2,696875E+3	2,783067E+0	2,696875E+3	-6,756252E-1	2,696875E+3	1,097452E+0	2,696875E+3	5,689552E-1
2,698437E+3	2,802892E+0	2,698437E+3	-6,559816E-1	2,698437E+3	1,136518E+0	2,698437E+3	5,716911E-1
2,700000E+3	2,820770E+0	2,700000E+3	-6,453088E-1	2,700000E+3	1,167356E+0	2,700000E+3	5,638523E-1
2,701562E+3	2,849548E+0	2,701562E+3	-6,168265E-1	2,701562E+3	1,177285E+0	2,701562E+3	4,740683E-1
2,703125E+3	2,875928E+0	2,703125E+3	-6,056526E-1	2,703125E+3	1,180502E+0	2,703125E+3	3,831416E-1
2,704687E+3	2,912930E+0	2,704687E+3	-5,515975E-1	2,704687E+3	1,195629E+0	2,704687E+3	4,000247E-1
2,706250E+3	2,947009E+0	2,706250E+3	-5,418861E-1	2,706250E+3	1,204755E+0	2,706250E+3	4,000614E-1
2,707812E+3	2,982739E+0	2,707812E+3	-4,927317E-1	2,707812E+3	1,248523E+0	2,707812E+3	4,160885E-1
2,709375E+3	3,015620E+0	2,709375E+3	-4,951691E-1	2,709375E+3	1,285005E+0	2,709375E+3	4,140787E-1
2,710937E+3	3,042848E+0	2,710937E+3	-4,723243E-1	2,710937E+3	1,333234E+0	2,710937E+3	4,366292E-1
2,712500E+3	3,067777E+0	2,712500E+3	-4,809080E-1	2,712500E+3	1,373402E+0	2,712500E+3	4,324775E-1
