Sample 1_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 2_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 3_Frequency [Hz]	Normal Sound Transmission Loss [dB]	Sample 4_Frequency [Hz]	Normal Sound Transmission Loss [dB]	
1,240625E+3	1,714155E+0	1,240625E+3	2,787376E+0	1,240625E+3	3,675881E+0	1,240625E+3	7,527615E-1
1,242187E+3	1,724605E+0	1,242187E+3	2,831702E+0	1,242187E+3	3,749807E+0	1,242187E+3	8,077679E-1
1,243750E+3	1,702351E+0	1,243750E+3	2,844960E+0	1,243750E+3	3,794844E+0	1,243750E+3	8,398908E-1
1,245312E+3	1,712461E+0	1,245312E+3	2,880830E+0	1,245312E+3	3,893638E+0	1,245312E+3	8,811901E-1
1,246875E+3	1,677787E+0	1,246875E+3	2,882418E+0	1,246875E+3	3,960728E+0	1,246875E+3	8,983439E-1
1,248437E+3	1,687815E+0	1,248437E+3	2,907279E+0	1,248437E+3	4,029043E+0	1,248437E+3	9,439461E-1
1,250000E+3	1,652557E+0	1,250000E+3	2,898689E+0	1,250000E+3	4,064272E+0	1,250000E+3	9,673511E-1
1,251562E+3	1,664777E+0	1,251562E+3	2,899015E+0	1,251562E+3	4,085695E+0	1,251562E+3	9,975788E-1
1,253125E+3	1,635675E+0	1,253125E+3	2,866357E+0	1,253125E+3	4,073628E+0	1,253125E+3	1,006437E+0
1,254687E+3	1,642662E+0	1,254687E+3	2,865029E+0	1,254687E+3	4,205391E+0	1,254687E+3	1,022534E+0
1,256250E+3	1,613788E+0	1,256250E+3	2,833856E+0	1,256250E+3	4,307781E+0	1,256250E+3	1,020021E+0
1,257812E+3	1,602513E+0	1,257812E+3	2,833026E+0	1,257812E+3	4,296184E+0	1,257812E+3	1,046844E+0
1,259375E+3	1,559574E+0	1,259375E+3	2,806029E+0	1,259375E+3	4,254763E+0	1,259375E+3	1,055430E+0
1,260937E+3	1,535511E+0	1,260937E+3	2,805670E+0	1,260937E+3	4,212796E+0	1,260937E+3	1,262202E+0
1,262500E+3	1,485746E+0	1,262500E+3	2,782428E+0	1,262500E+3	4,141853E+0	1,262500E+3	1,456677E+0
1,264062E+3	1,000053E+0	1,264062E+3	2,734175E+0	1,264062E+3	4,080708E+0	1,264062E+3	1,466545E+0
1,265625E+3	-1,092245E-1	1,265625E+3	2,666370E+0	1,265625E+3	3,994946E+0	1,265625E+3	1,462099E+0
1,267187E+3	3,662519E-2	1,267187E+3	2,266713E+0	1,267187E+3	3,360102E+0	1,267187E+3	1,503835E+0
1,268750E+3	1,850769E-1	1,268750E+3	1,584169E+0	1,268750E+3	1,962403E+0	1,268750E+3	1,568331E+0
1,270312E+3	2,390519E-1	1,270312E+3	1,222605E+0	1,270312E+3	1,938732E+0	1,270312E+3	1,557727E+0
1,271875E+3	2,919933E-1	1,271875E+3	7,253615E-1	1,271875E+3	1,904345E+0	1,271875E+3	1,532739E+0
1,273437E+3	-1,084468E-1	1,273437E+3	9,629990E-1	1,273437E+3	1,984046E+0	1,273437E+3	1,654052E+0
1,275000E+3	-6,213959E-1	1,275000E+3	1,194957E+0	1,275000E+3	2,062694E+0	1,275000E+3	1,761391E+0
1,276562E+3	-6,841384E-1	1,276562E+3	1,221281E+0	1,276562E+3	2,099434E+0	1,276562E+3	1,775148E+0
1,278125E+3	-7,516613E-1	1,278125E+3	1,244203E+0	1,278125E+3	2,134552E+0	1,278125E+3	1,777643E+0
1,279687E+3	-8,292875E-1	1,279687E+3	1,287329E+0	1,279687E+3	2,136865E+0	1,279687E+3	1,762926E+0
1,281250E+3	-9,117073E-1	1,281250E+3	1,327613E+0	1,281250E+3	2,136869E+0	1,281250E+3	1,737890E+0
1,282812E+3	-9,659949E-1	1,282812E+3	1,325739E+0	1,282812E+3	2,121821E+0	1,282812E+3	1,731615E+0
1,284375E+3	-1,023182E+0	1,284375E+3	1,321161E+0	1,284375E+3	2,103541E+0	1,284375E+3	1,716276E+0
1,285937E+3	-6,343384E-1	1,285937E+3	1,343394E+0	1,285937E+3	2,080412E+0	1,285937E+3	1,724484E+0
1,287500E+3	-2,548089E-1	1,287500E+3	1,362431E+0	1,287500E+3	2,052612E+0	1,287500E+3	1,723702E+0
1,289062E+3	1,059934E-1	1,289062E+3	1,375179E+0	1,289062E+3	2,041752E+0	1,289062E+3	1,311356E+0
1,290625E+3	4,540939E-1	1,290625E+3	1,384144E+0	1,290625E+3	2,026932E+0	1,290625E+3	7,998587E-1
1,292187E+3	3,605125E-1	1,292187E+3	1,398477E+0	1,292187E+3	2,044356E+0	1,292187E+3	1,151278E+0
1,293750E+3	2,629332E-1	1,293750E+3	1,408876E+0	1,293750E+3	2,060039E+0	1,293750E+3	1,440359E+0
1,295312E+3	3,839049E-1	1,295312E+3	1,414502E+0	1,295312E+3	2,062921E+0	1,295312E+3	1,322414E+0
1,296875E+3	5,035225E-1	1,296875E+3	1,416294E+0	1,296875E+3	2,064209E+0	1,296875E+3	1,202120E+0
1,298437E+3	4,548047E-1	1,298437E+3	1,408039E+0	1,298437E+3	2,048441E+0	1,298437E+3	1,112417E+0
1,300000E+3	4,038149E-1	1,300000E+3	1,396338E+0	1,300000E+3	2,031118E+0	1,300000E+3	1,021412E+0
1,301562E+3	3,879803E-1	1,301562E+3	1,399589E+0	1,301562E+3	2,006056E+0	1,301562E+3	9,565189E-1
1,303125E+3	3,699778E-1	1,303125E+3	1,399157E+0	1,303125E+3	1,979158E+0	1,303125E+3	8,907915E-1
1,304687E+3	1,332289E+0	1,304687E+3	1,410721E+0	1,304687E+3	1,974107E+0	1,304687E+3	8,016318E-1
1,306250E+3	2,094795E+0	1,306250E+3	1,417862E+0	1,306250E+3	1,967987E+0	1,306250E+3	7,111456E-1
1,307812E+3	1,931492E+0	1,307812E+3	1,406437E+0	1,307812E+3	1,975114E+0	1,307812E+3	5,200443E-1
1,309375E+3	1,764706E+0	1,309375E+3	1,389818E+0	1,309375E+3	1,981312E+0	1,309375E+3	3,243676E-1
1,310937E+3	1,635202E+0	1,310937E+3	1,367052E+0	1,310937E+3	1,969277E+0	1,310937E+3	2,018208E-1
1,312500E+3	1,503922E+0	1,312500E+3	1,339320E+0	1,312500E+3	1,955933E+0	1,312500E+3	7,802320E-2
1,314062E+3	1,421405E+0	1,314062E+3	1,331911E+0	1,314062E+3	1,937536E+0	1,314062E+3	-8,658833E-2
1,315625E+3	1,338267E+0	1,315625E+3	1,319941E+0	1,315625E+3	1,917849E+0	1,315625E+3	-2,523766E-1
1,317187E+3	1,274468E+0	1,317187E+3	1,318121E+0	1,317187E+3	1,903952E+0	1,317187E+3	-7,927439E-1
1,318750E+3	1,210178E+0	1,318750E+3	1,311526E+0	1,318750E+3	1,889177E+0	1,318750E+3	-1,339897E+0
1,320312E+3	1,125752E+0	1,320312E+3	1,287871E+0	1,320312E+3	1,865528E+0	1,320312E+3	-1,454425E+0
1,321875E+3	1,040563E+0	1,321875E+3	1,258984E+0	1,321875E+3	1,840990E+0	1,321875E+3	-1,569030E+0
1,323437E+3	3,517213E-1	1,323437E+3	1,234180E+0	1,323437E+3	1,785010E+0	1,323437E+3	-9,036128E-1
1,325000E+3	-3,771732E-1	1,325000E+3	1,204401E+0	1,325000E+3	1,727723E+0	1,325000E+3	-4,807878E-1
1,326562E+3	-4,529039E-1	1,326562E+3	1,182391E+0	1,326562E+3	1,700326E+0	1,326562E+3	-1,496015E+0
1,328125E+3	-5,286953E-1	1,328125E+3	1,156027E+0	1,328125E+3	1,671909E+0	1,328125E+3	-2,429980E+0
1,329687E+3	-5,928328E-1	1,329687E+3	1,107417E+0	1,329687E+3	1,680757E+0	1,329687E+3	-2,520615E+0
1,331250E+3	-6,570906E-1	1,331250E+3	1,055285E+0	1,331250E+3	1,687766E+0	1,331250E+3	-2,611431E+0
1,332812E+3	-2,239896E+0	1,332812E+3	6,993882E-1	1,332812E+3	1,696303E+0	1,332812E+3	-2,683187E+0
1,334375E+3	-3,947192E+0	1,334375E+3	3,337991E-1	1,334375E+3	1,702568E+0	1,334375E+3	-2,755472E+0
1,335937E+3	-1,208769E+0	1,335937E+3	3,315270E-1	1,335937E+3	1,672084E+0	1,335937E+3	-2,804920E+0
1,337500E+3	1,979579E-1	1,337500E+3	3,246798E-1	1,337500E+3	1,639522E+0	1,337500E+3	-2,855480E+0
1,339062E+3	2,107841E-1	1,339062E+3	3,130092E-1	1,339062E+3	1,496224E+0	1,339062E+3	-2,902342E+0
1,340625E+3	2,212338E-1	1,340625E+3	2,965880E-1	1,340625E+3	1,350039E+0	1,340625E+3	-2,950665E+0
1,342187E+3	2,421406E-1	1,342187E+3	3,098059E-1	1,342187E+3	1,276719E+0	1,342187E+3	-2,992040E+0
1,343750E+3	2,597919E-1	1,343750E+3	3,171089E-1	1,343750E+3	1,201346E+0	1,343750E+3	-3,035101E+0
1,345312E+3	2,908563E-1	1,345312E+3	3,265830E-1	1,345312E+3	1,234843E+0	1,345312E+3	-3,079285E+0
1,346875E+3	3,174996E-1	1,346875E+3	3,303627E-1	1,346875E+3	1,263519E+0	1,346875E+3	-3,125634E+0
1,348437E+3	3,593899E-1	1,348437E+3	3,103269E-1	1,348437E+3	1,036197E+0	1,348437E+3	-3,172940E+0
1,350000E+3	3,957936E-1	1,350000E+3	2,859494E-1	1,350000E+3	8,061684E-1	1,350000E+3	-3,222878E+0
1,351562E+3	4,437878E-1	1,351562E+3	2,553532E-1	1,351562E+3	7,166675E-1	1,351562E+3	-3,506207E+0
1,353125E+3	4,848128E-1	1,353125E+3	2,212597E-1	1,353125E+3	6,244266E-1	1,353125E+3	-3,771169E+0
1,354687E+3	5,412565E-1	1,354687E+3	1,893189E-1	1,354687E+3	5,760514E-1	1,354687E+3	-3,888959E+0
1,356250E+3	5,893904E-1	1,356250E+3	1,544531E-1	1,356250E+3	5,239830E-1	1,356250E+3	-4,004693E+0
1,357812E+3	6,371820E-1	1,357812E+3	1,359222E-1	1,357812E+3	4,542194E-1	1,357812E+3	-3,785755E+0
1,359375E+3	6,764551E-1	1,359375E+3	1,144734E-1	1,359375E+3	3,816975E-1	1,359375E+3	-3,609614E+0
1,360937E+3	-1,238825E+0	1,360937E+3	1,271701E-1	1,360937E+3	3,093146E-1	1,360937E+3	-3,392617E+0
1,362500E+3	-2,911996E+0	1,362500E+3	1,361636E-1	1,362500E+3	2,338662E-1	1,362500E+3	-3,223060E+0
1,364062E+3	-2,871877E+0	1,364062E+3	1,710460E-1	1,364062E+3	2,000307E-1	1,364062E+3	-3,078011E+0
1,365625E+3	-2,841548E+0	1,365625E+3	2,017351E-1	1,365625E+3	1,613360E-1	1,365625E+3	-2,961273E+0
1,367187E+3	-2,835967E+0	1,367187E+3	2,428303E-1	1,367187E+3	1,267765E-1	1,367187E+3	-2,884492E+0
1,368750E+3	-2,837894E+0	1,368750E+3	2,799191E-1	1,368750E+3	8,640709E-2	1,368750E+3	-2,819973E+0
1,370312E+3	-2,864888E+0	1,370312E+3	2,985908E-1	1,370312E+3	-3,405503E-3	1,370312E+3	-2,770876E+0
1,371875E+3	-2,897732E+0	1,371875E+3	3,147315E-1	1,371875E+3	-9,596003E-2	1,371875E+3	-2,727838E+0
1,373437E+3	-3,027601E+0	1,373437E+3	2,541905E-1	1,373437E+3	-1,984595E-1	1,373437E+3	-2,710981E+0
1,375000E+3	-3,154878E+0	1,375000E+3	1,916437E-1	1,375000E+3	-3,024241E-1	1,375000E+3	-2,695091E+0
1,376562E+3	-3,640400E+0	1,376562E+3	8,163647E-2	1,376562E+3	-3,634468E-1	1,376562E+3	-2,692654E+0
1,378125E+3	-4,076187E+0	1,378125E+3	-3,186583E-2	1,378125E+3	-4,281369E-1	1,378125E+3	-2,688314E+0
1,379687E+3	-4,214329E+0	1,379687E+3	-4,665224E-2	1,379687E+3	-4,835363E-1	1,379687E+3	-2,708366E+0
1,381250E+3	-4,346516E+0	1,381250E+3	-6,225670E-2	1,381250E+3	-5,432289E-1	1,381250E+3	-2,723239E+0
1,382812E+3	-4,388006E+0	1,382812E+3	-2,470398E-2	1,382812E+3	-6,302811E-1	1,382812E+3	-2,770804E+0
1,384375E+3	-4,433246E+0	1,384375E+3	1,267502E-2	1,384375E+3	-7,185654E-1	1,384375E+3	-2,808850E+0
1,385937E+3	-4,465556E+0	1,385937E+3	5,779364E-2	1,385937E+3	-8,289656E-1	1,385937E+3	-2,871347E+0
1,387500E+3	-4,502372E+0	1,387500E+3	1,033148E-1	1,387500E+3	-9,379634E-1	1,387500E+3	-2,919540E+0
1,389062E+3	-4,534163E+0	1,389062E+3	1,494000E-1	1,389062E+3	-1,042013E+0	1,389062E+3	-2,928198E+0
1,390625E+3	-4,569012E+0	1,390625E+3	1,964722E-1	1,390625E+3	-1,144068E+0	1,390625E+3	-2,915943E+0
1,392187E+3	-4,586522E+0	1,392187E+3	2,308912E-1	1,392187E+3	-1,229656E+0	1,392187E+3	-2,833393E+0
1,393750E+3	-4,606305E+0	1,393750E+3	2,664906E-1	1,393750E+3	-1,314182E+0	1,393750E+3	-2,717140E+0
1,395312E+3	-4,604819E+0	1,395312E+3	2,717345E-1	1,395312E+3	-1,415204E+0	1,395312E+3	-2,569696E+0
1,396875E+3	-4,603834E+0	1,396875E+3	2,776702E-1	1,396875E+3	-1,512851E+0	1,396875E+3	-2,378962E+0
1,398437E+3	-4,575106E+0	1,398437E+3	2,635185E-1	1,398437E+3	-1,588524E+0	1,398437E+3	-2,261246E+0
1,400000E+3	-4,542829E+0	1,400000E+3	2,493129E-1	1,400000E+3	-1,661347E+0	1,400000E+3	-2,118214E+0
1,401562E+3	-4,488376E+0	1,401562E+3	2,221855E-1	1,401562E+3	-1,713506E+0	1,401562E+3	-2,041162E+0
1,403125E+3	-4,422641E+0	1,403125E+3	1,944771E-1	1,403125E+3	-1,762131E+0	1,403125E+3	-1,951230E+0
1,404687E+3	-4,330453E+0	1,404687E+3	1,761456E-1	1,404687E+3	-1,847322E+0	1,404687E+3	-1,884350E+0
1,406250E+3	-4,216604E+0	1,406250E+3	1,574649E-1	1,406250E+3	-1,925467E+0	1,406250E+3	-1,809431E+0
1,407812E+3	-4,083843E+0	1,407812E+3	1,551307E-1	1,407812E+3	-2,031183E+0	1,407812E+3	-1,725920E+0
1,409375E+3	-3,913063E+0	1,409375E+3	1,530064E-1	1,409375E+3	-2,129484E+0	1,409375E+3	-1,634444E+0
1,410937E+3	-3,769129E+0	1,410937E+3	1,185298E-1	1,410937E+3	-2,235410E+0	1,410937E+3	-1,217947E+0
1,412500E+3	-3,578345E+0	1,412500E+3	8,302630E-2	1,412500E+3	-2,334693E+0	1,412500E+3	-7,435614E-1
1,414062E+3	-3,434050E+0	1,414062E+3	2,291922E-2	1,414062E+3	-2,436458E+0	1,414062E+3	-2,473016E-2
1,415625E+3	-3,245476E+0	1,415625E+3	-3,903294E-2	1,415625E+3	-2,532699E+0	1,415625E+3	9,163964E-1
1,417187E+3	-3,127677E+0	1,417187E+3	7,134157E-1	1,417187E+3	-2,626507E+0	1,417187E+3	8,923405E-1
1,418750E+3	-2,975470E+0	1,418750E+3	1,428813E+0	1,418750E+3	-2,716614E+0	1,418750E+3	8,594701E-1
1,420312E+3	-2,897133E+0	1,420312E+3	1,391516E+0	1,420312E+3	-1,856985E+0	1,420312E+3	8,897813E-1
1,421875E+3	-2,799338E+0	1,421875E+3	1,352862E+0	1,421875E+3	-1,006487E+0	1,421875E+3	9,137321E-1
1,423437E+3	-2,753111E+0	1,423437E+3	1,310458E+0	1,423437E+3	-1,095877E+0	1,423437E+3	9,835389E-1
1,425000E+3	-2,696819E+0	1,425000E+3	1,266524E+0	1,425000E+3	-1,182561E+0	1,425000E+3	1,049331E+0
1,426562E+3	-2,674478E+0	1,426562E+3	1,214286E+0	1,426562E+3	-1,266282E+0	1,426562E+3	1,063876E+0
1,428125E+3	-2,650040E+0	1,428125E+3	1,160012E+0	1,428125E+3	-1,348304E+0	1,428125E+3	1,069024E+0
1,429687E+3	-2,645606E+0	1,429687E+3	1,101811E+0	1,429687E+3	-1,436953E+0	1,429687E+3	1,087382E+0
1,431250E+3	-2,645432E+0	1,431250E+3	1,041310E+0	1,431250E+3	-1,525094E+0	1,431250E+3	1,096460E+0
1,432812E+3	-2,650223E+0	1,432812E+3	9,862854E-1	1,432812E+3	-1,626128E+0	1,432812E+3	1,104548E+0
1,434375E+3	-2,664354E+0	1,434375E+3	9,290442E-1	1,434375E+3	-1,729276E+0	1,434375E+3	1,103116E+0
1,435937E+3	-1,305176E+0	1,435937E+3	8,925530E-1	1,435937E+3	-1,817351E+0	1,435937E+3	1,106572E+0
1,437500E+3	5,818856E-1	1,437500E+3	8,541381E-1	1,437500E+3	-1,909249E+0	1,437500E+3	1,100574E+0
1,439062E+3	5,109603E-1	1,439062E+3	8,542623E-1	1,439062E+3	-1,918332E+0	1,439062E+3	1,110193E+0
1,440625E+3	4,166245E-1	1,440625E+3	8,531148E-1	1,440625E+3	-1,948071E+0	1,440625E+3	1,110877E+0
1,442187E+3	3,232284E-1	1,442187E+3	8,925673E-1	1,442187E+3	-4,674634E-1	1,442187E+3	1,116551E+0
1,443750E+3	1,987219E-1	1,443750E+3	9,314451E-1	1,443750E+3	1,152187E+0	1,443750E+3	1,112542E+0
1,445312E+3	8,187167E-2	1,445312E+3	9,869713E-1	1,445312E+3	1,152697E+0	1,445312E+3	7,663024E-1
1,446875E+3	-7,306014E-2	1,446875E+3	1,041842E+0	1,446875E+3	1,151305E+0	1,446875E+3	1,853625E-1
1,448437E+3	1,679453E-1	1,448437E+3	1,115176E+0	1,448437E+3	1,148950E+0	1,448437E+3	2,388055E-1
1,450000E+3	4,169270E-1	1,450000E+3	1,187528E+0	1,450000E+3	1,144768E+0	1,450000E+3	2,937178E-1
1,451562E+3	8,399439E-1	1,451562E+3	1,259377E+0	1,451562E+3	1,136181E+0	1,451562E+3	3,437843E-1
1,453125E+3	1,303326E+0	1,453125E+3	1,330276E+0	1,453125E+3	1,125945E+0	1,453125E+3	3,950436E-1
1,454687E+3	1,356883E+0	1,454687E+3	1,387419E+0	1,454687E+3	7,501955E-1	1,454687E+3	4,463481E-1
1,456250E+3	1,407795E+0	1,456250E+3	1,443842E+0	1,456250E+3	2,648690E-2	1,456250E+3	4,988873E-1
1,457812E+3	1,460634E+0	1,457812E+3	9,919405E-1	1,457812E+3	6,748539E-2	1,457812E+3	5,693990E-1
1,459375E+3	1,512563E+0	1,459375E+3	4,608536E-1	1,459375E+3	1,083909E-1	1,459375E+3	6,417974E-1
1,460937E+3	1,548615E+0	1,460937E+3	5,436567E-1	1,460937E+3	1,831810E-1	1,460937E+3	7,370346E-1
1,462500E+3	1,582771E+0	1,462500E+3	6,250072E-1	1,462500E+3	2,588438E-1	1,462500E+3	8,348848E-1
1,464062E+3	8,168388E-1	1,464062E+3	7,077369E-1	1,464062E+3	3,999839E-1	1,464062E+3	8,964493E-1
1,465625E+3	-9,849386E-1	1,465625E+3	7,891244E-1	1,465625E+3	5,441452E-1	1,465625E+3	9,597178E-1
1,467187E+3	-8,655171E-1	1,467187E+3	8,514987E-1	1,467187E+3	6,495199E-1	1,467187E+3	9,931146E-1
1,468750E+3	-7,435112E-1	1,468750E+3	9,130469E-1	1,468750E+3	7,564911E-1	1,468750E+3	1,027556E+0
1,470312E+3	-6,345473E-1	1,470312E+3	3,520683E-1	1,470312E+3	8,279793E-1	1,470312E+3	1,051870E+0
1,471875E+3	-5,232980E-1	1,471875E+3	-3,139236E-1	1,471875E+3	8,998634E-1	1,471875E+3	1,076841E+0
1,473437E+3	-4,066430E-1	1,473437E+3	-2,064239E-1	1,473437E+3	9,605975E-1	1,473437E+3	7,213301E-1
1,475000E+3	-2,879122E-1	1,475000E+3	-1,008540E-1	1,475000E+3	1,021355E+0	1,475000E+3	2,146383E-1
1,476562E+3	-1,615466E-1	1,476562E+3	-1,130540E-2	1,476562E+3	9,296841E-1	1,476562E+3	9,697819E-2
1,478125E+3	-3,334700E-2	1,478125E+3	7,672609E-2	1,478125E+3	8,390332E-1	1,478125E+3	-3,053753E-2
1,479687E+3	1,291579E-1	1,479687E+3	9,645309E-2	1,479687E+3	9,351063E-1	1,479687E+3	-1,674432E-2
1,481250E+3	2,937026E-1	1,481250E+3	1,148147E-1	1,481250E+3	1,032191E+0	1,481250E+3	-2,192859E-3
1,482812E+3	-3,152051E-1	1,482812E+3	3,912262E-2	1,482812E+3	9,863772E-2	1,482812E+3	-1,601050E-1
1,484375E+3	-1,157123E+0	1,484375E+3	-4,350051E-2	1,484375E+3	-1,937493E+0	1,484375E+3	-3,303055E-1
1,485937E+3	-1,183100E+0	1,485937E+3	-4,881968E-2	1,485937E+3	-1,851668E+0	1,485937E+3	-2,928154E-1
1,487500E+3	-1,210886E+0	1,487500E+3	-5,822092E-2	1,487500E+3	-1,765440E+0	1,487500E+3	-2,541932E-1
1,489062E+3	-1,245078E+0	1,489062E+3	-4,889706E-2	1,489062E+3	-1,669076E+0	1,489062E+3	-2,031538E-1
1,490625E+3	-1,280970E+0	1,490625E+3	-4,285392E-2	1,490625E+3	-1,572538E+0	1,490625E+3	-1,515213E-1
1,492187E+3	-1,338256E+0	1,492187E+3	-5,767589E-2	1,492187E+3	-1,487956E+0	1,492187E+3	-1,303595E-1
1,493750E+3	-1,398175E+0	1,493750E+3	-7,657734E-2	1,493750E+3	-1,403292E+0	1,493750E+3	-1,081075E-1
1,495312E+3	-1,453882E+0	1,495312E+3	-1,437542E-1	1,495312E+3	-1,347224E+0	1,495312E+3	-1,256640E-1
1,496875E+3	-1,512047E+0	1,496875E+3	-2,182449E-1	1,496875E+3	-1,291082E+0	1,496875E+3	-1,417928E-1
1,498437E+3	-1,495369E+0	1,498437E+3	-2,711144E-1	1,498437E+3	-1,260561E+0	1,498437E+3	-1,716966E-1
1,500000E+3	-1,478837E+0	1,500000E+3	-3,303601E-1	1,500000E+3	-1,230130E+0	1,500000E+3	-2,010351E-1
1,501562E+3	-1,447363E+0	1,501562E+3	-3,594360E-1	1,501562E+3	-1,216155E+0	1,501562E+3	-2,265191E-1
1,503125E+3	-1,415941E+0	1,503125E+3	-3,928299E-1	1,503125E+3	-1,202911E+0	1,503125E+3	-2,516305E-1
1,504687E+3	-1,383630E+0	1,504687E+3	-3,984513E-1	1,504687E+3	-1,193588E+0	1,504687E+3	-2,369086E-1
1,506250E+3	-1,351374E+0	1,506250E+3	-4,071453E-1	1,506250E+3	-1,185874E+0	1,506250E+3	-2,217065E-1
1,507812E+3	-1,329079E+0	1,507812E+3	-4,035245E-1	1,507812E+3	-1,167427E+0	1,507812E+3	-1,993936E-1
1,509375E+3	-1,306857E+0	1,509375E+3	-4,034183E-1	1,509375E+3	-1,150600E+0	1,509375E+3	-1,768920E-1
1,510937E+3	-1,284657E+0	1,510937E+3	-4,077212E-1	1,510937E+3	-1,171891E+0	1,510937E+3	-6,506387E-2
1,512500E+3	-1,262579E+0	1,512500E+3	-4,168565E-1	1,512500E+3	-1,194915E+0	1,512500E+3	4,582193E-2
1,514062E+3	-1,265546E+0	1,514062E+3	-4,312979E-1	1,514062E+3	-1,226331E+0	1,514062E+3	8,233811E-2
1,515625E+3	-1,268515E+0	1,515625E+3	-4,503400E-1	1,515625E+3	-1,259042E+0	1,515625E+3	1,175082E-1
1,517187E+3	-1,284377E+0	1,517187E+3	-4,325341E-1	1,517187E+3	-1,244350E+0	1,517187E+3	1,541143E-1
1,518750E+3	-1,300218E+0	1,518750E+3	-4,188456E-1	1,518750E+3	-1,230875E+0	1,518750E+3	1,893145E-1
1,520312E+3	-1,314930E+0	1,520312E+3	-3,626525E-1	1,520312E+3	-1,003800E+0	1,520312E+3	2,167930E-1
1,521875E+3	-1,329856E+0	1,521875E+3	-3,112957E-1	1,521875E+3	-7,878396E-1	1,521875E+3	2,429134E-1
1,523437E+3	-1,323134E+0	1,523437E+3	-6,795990E-2	1,523437E+3	-6,741039E-1	1,523437E+3	1,645443E-1
1,525000E+3	-1,317088E+0	1,525000E+3	1,577589E-1	1,525000E+3	-5,646381E-1	1,525000E+3	8,875949E-2
1,526562E+3	-1,258480E+0	1,526562E+3	1,385356E-1	1,526562E+3	-5,547228E-1	1,526562E+3	1,429077E-1
1,528125E+3	-1,201785E+0	1,528125E+3	1,148281E-1	1,528125E+3	-5,466051E-1	1,528125E+3	1,927881E-1
1,529687E+3	-8,327456E-1	1,529687E+3	9,973164E-2	1,529687E+3	-5,277477E-1	1,529687E+3	2,296662E-1
1,531250E+3	-4,900948E-1	1,531250E+3	8,008593E-2	1,531250E+3	-5,114894E-1	1,531250E+3	2,626784E-1
1,532812E+3	-4,567175E-1	1,532812E+3	7,452323E-2	1,532812E+3	-5,070581E-1	1,532812E+3	3,397379E-1
1,534375E+3	-4,257677E-1	1,534375E+3	6,517989E-2	1,534375E+3	-5,051257E-1	1,534375E+3	4,094590E-1
1,535937E+3	-4,317852E-1	1,535937E+3	8,191364E-2	1,535937E+3	-4,819279E-1	1,535937E+3	4,634360E-1
1,537500E+3	-4,392468E-1	1,537500E+3	9,435033E-2	1,537500E+3	-4,627934E-1	1,537500E+3	5,116534E-1
1,539062E+3	-4,756642E-1	1,539062E+3	1,245358E-1	1,539062E+3	-4,396473E-1	1,539062E+3	5,680606E-1
1,540625E+3	-5,128813E-1	1,540625E+3	1,488083E-1	1,540625E+3	-4,211396E-1	1,540625E+3	6,171725E-1
1,542187E+3	-5,020434E-1	1,542187E+3	2,168665E-1	1,542187E+3	-4,140863E-1	1,542187E+3	5,149213E-1
1,543750E+3	-4,941357E-1	1,543750E+3	2,731579E-1	1,543750E+3	-4,109414E-1	1,543750E+3	4,108506E-1
1,545312E+3	-4,578630E-1	1,545312E+3	2,853448E-1	1,545312E+3	-3,694305E-1	1,545312E+3	4,929461E-1
1,546875E+3	-4,265569E-1	1,546875E+3	2,893489E-1	1,546875E+3	-3,356521E-1	1,546875E+3	5,615693E-1
1,548437E+3	-3,468280E-1	1,548437E+3	2,639155E-1	1,548437E+3	-2,771899E-1	1,548437E+3	5,974188E-1
1,550000E+3	-2,766336E-1	1,550000E+3	2,339663E-1	1,550000E+3	-2,301529E-1	1,550000E+3	6,255525E-1
1,551562E+3	-1,925238E-1	1,551562E+3	2,178567E-1	1,551562E+3	-2,009098E-1	1,551562E+3	6,700326E-1
1,553125E+3	-1,200984E-1	1,553125E+3	1,964039E-1	1,553125E+3	-1,801360E-1	1,553125E+3	7,026595E-1
1,554687E+3	-1,205599E-1	1,554687E+3	4,807074E-1	1,554687E+3	-1,572927E-1	1,554687E+3	8,875087E-1
1,556250E+3	-1,260430E-1	1,556250E+3	6,868723E-1	1,556250E+3	-1,441617E-1	1,556250E+3	1,011684E+0
1,557812E+3	-3,575702E-1	1,557812E+3	6,895869E-1	1,557812E+3	-5,690756E-2	1,557812E+3	1,097642E+0
1,559375E+3	-5,836856E-1	1,559375E+3	6,813251E-1	1,559375E+3	-1,944259E-3	1,559375E+3	1,141628E+0
1,560937E+3	-6,895857E-1	1,560937E+3	6,456613E-1	1,560937E+3	-1,927710E-1	1,560937E+3	1,203224E+0
1,562500E+3	-8,007200E-1	1,562500E+3	6,029459E-1	1,562500E+3	-3,967651E-1	1,562500E+3	1,232434E+0
1,564062E+3	-6,975935E-1	1,564062E+3	1,396238E+0	1,564062E+3	1,337276E-3	1,564062E+3	1,339958E+0
1,565625E+3	-6,159100E-1	1,565625E+3	1,613897E+0	1,565625E+3	2,194846E-1	1,565625E+3	1,393700E+0
1,567187E+3	-5,741398E-1	1,567187E+3	1,526266E+0	1,567187E+3	5,219967E-1	1,567187E+3	1,476744E+0
1,568750E+3	-5,473399E-1	1,568750E+3	1,431956E+0	1,568750E+3	6,334009E-1	1,568750E+3	1,506630E+0
