Sample 1_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 2_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 3_Frequency [Hz]	Absorption Coefficient on Hard Wall	Sample 4_Frequency [Hz]	Absorption Coefficient on Hard Wall	
2,282812E+3	8,722215E-2	2,282812E+3	5,934544E-2	2,282812E+3	1,386283E-1	2,282812E+3	1,740068E-1
2,284375E+3	8,460404E-2	2,284375E+3	5,148000E-2	2,284375E+3	1,398874E-1	2,284375E+3	1,794305E-1
2,285937E+3	8,826272E-2	2,285937E+3	5,503915E-2	2,285937E+3	1,428731E-1	2,285937E+3	1,844035E-1
2,287500E+3	9,164739E-2	2,287500E+3	5,841480E-2	2,287500E+3	1,449002E-1	2,287500E+3	1,891719E-1
2,289062E+3	9,565511E-2	2,289062E+3	6,180853E-2	2,289062E+3	1,467032E-1	2,289062E+3	1,953425E-1
2,290625E+3	9,931848E-2	2,290625E+3	6,500354E-2	2,290625E+3	1,476177E-1	2,290625E+3	2,012364E-1
2,292187E+3	1,037794E-1	2,292187E+3	6,978679E-2	2,292187E+3	1,518335E-1	2,292187E+3	2,073551E-1
2,293750E+3	1,076940E-1	2,293750E+3	7,418879E-2	2,293750E+3	1,552505E-1	2,293750E+3	2,131115E-1
2,295312E+3	1,118632E-1	2,295312E+3	7,695091E-2	2,295312E+3	1,389826E-1	2,295312E+3	2,188407E-1
2,296875E+3	1,151409E-1	2,296875E+3	7,933374E-2	2,296875E+3	7,590673E-2	2,296875E+3	2,239668E-1
2,298437E+3	1,193018E-1	2,298437E+3	8,479277E-2	2,298437E+3	8,712732E-2	2,298437E+3	2,291017E-1
2,300000E+3	1,218848E-1	2,300000E+3	8,943672E-2	2,300000E+3	8,521417E-2	2,300000E+3	2,330849E-1
2,301562E+3	1,671791E-1	2,301562E+3	9,444792E-2	2,301562E+3	8,902937E-2	2,301562E+3	2,376988E-1
2,303125E+3	6,511464E-2	2,303125E+3	9,833034E-2	2,303125E+3	9,249508E-2	2,303125E+3	2,399766E-1
2,304687E+3	6,948379E-2	2,304687E+3	1,030840E-1	2,304687E+3	9,717760E-2	2,304687E+3	2,353700E-1
2,306250E+3	7,322515E-2	2,306250E+3	1,059854E-1	2,306250E+3	1,014761E-1	2,306250E+3	1,798769E-1
2,307812E+3	7,830828E-2	2,307812E+3	1,707635E-1	2,307812E+3	1,051684E-1	2,307812E+3	1,856652E-1
2,309375E+3	8,257992E-2	2,309375E+3	5,472263E-2	2,309375E+3	1,085389E-1	2,309375E+3	1,901298E-1
2,310937E+3	8,828433E-2	2,310937E+3	6,029569E-2	2,310937E+3	1,120056E-1	2,310937E+3	1,945590E-1
2,312500E+3	9,304213E-2	2,312500E+3	6,495307E-2	2,312500E+3	1,150999E-1	2,312500E+3	1,976343E-1
2,314062E+3	9,805880E-2	2,314062E+3	7,302481E-2	2,314062E+3	1,183829E-1	2,314062E+3	2,003165E-1
2,315625E+3	1,021660E-1	2,315625E+3	7,980411E-2	2,315625E+3	1,212485E-1	2,315625E+3	2,009612E-1
2,317187E+3	1,057494E-1	2,317187E+3	8,038882E-2	2,317187E+3	1,237905E-1	2,317187E+3	2,035287E-1
2,318750E+3	1,077298E-1	2,318750E+3	8,014204E-2	2,318750E+3	1,258455E-1	2,318750E+3	2,030718E-1
2,320312E+3	1,141675E-1	2,320312E+3	8,103145E-2	2,320312E+3	1,402380E-1	2,320312E+3	2,062943E-1
2,321875E+3	1,042430E-1	2,321875E+3	8,122835E-2	2,321875E+3	1,061091E-1	2,321875E+3	2,076594E-1
2,323437E+3	1,107102E-1	2,323437E+3	8,191985E-2	2,323437E+3	1,118669E-1	2,323437E+3	2,089885E-1
2,325000E+3	1,137801E-1	2,325000E+3	8,198468E-2	2,325000E+3	1,140510E-1	2,325000E+3	2,089596E-1
2,326562E+3	1,447863E-1	2,326562E+3	8,243405E-2	2,326562E+3	1,212812E-1	2,326562E+3	2,097854E-1
2,328125E+3	1,703442E-1	2,328125E+3	8,228926E-2	2,328125E+3	1,228675E-1	2,328125E+3	2,096647E-1
2,329687E+3	1,703285E-1	2,329687E+3	8,189434E-2	2,329687E+3	1,432914E-1	2,329687E+3	2,094735E-1
2,331250E+3	1,678710E-1	2,331250E+3	8,043959E-2	2,331250E+3	1,541834E-1	2,331250E+3	2,082779E-1
2,332812E+3	1,671791E-1	2,332812E+3	7,987567E-2	2,332812E+3	1,559322E-1	2,332812E+3	2,106206E-1
2,334375E+3	1,650824E-1	2,334375E+3	7,423872E-2	2,334375E+3	1,513324E-1	2,334375E+3	2,122721E-1
2,335937E+3	1,634957E-1	2,335937E+3	7,315660E-2	2,335937E+3	1,525863E-1	2,335937E+3	2,261040E-1
2,337500E+3	1,608162E-1	2,337500E+3	6,967298E-2	2,337500E+3	1,493218E-1	2,337500E+3	2,384159E-1
2,339062E+3	1,587643E-1	2,339062E+3	1,206096E-1	2,339062E+3	1,499332E-1	2,339062E+3	2,460029E-1
2,340625E+3	1,557327E-1	2,340625E+3	1,599509E-1	2,340625E+3	1,470819E-1	2,340625E+3	2,525628E-1
2,342187E+3	1,544542E-1	2,342187E+3	1,696532E-1	2,342187E+3	1,469011E-1	2,342187E+3	2,287530E-1
2,343750E+3	1,523294E-1	2,343750E+3	1,781751E-1	2,343750E+3	1,444953E-1	2,343750E+3	1,947583E-1
2,345312E+3	1,321756E-1	2,345312E+3	1,855581E-1	2,345312E+3	1,443075E-1	2,345312E+3	1,946159E-1
2,346875E+3	7,941008E-2	2,346875E+3	1,922271E-1	2,346875E+3	1,422608E-1	2,346875E+3	1,939917E-1
2,348437E+3	7,676968E-2	2,348437E+3	1,987294E-1	2,348437E+3	1,410154E-1	2,348437E+3	1,952909E-1
2,350000E+3	7,380298E-2	2,350000E+3	2,045565E-1	2,350000E+3	1,382853E-1	2,350000E+3	1,960317E-1
2,351562E+3	7,036209E-2	2,351562E+3	2,108651E-1	2,351562E+3	1,369175E-1	2,351562E+3	1,979197E-1
2,353125E+3	6,662450E-2	2,353125E+3	2,165863E-1	2,353125E+3	1,344986E-1	2,353125E+3	1,990196E-1
2,354687E+3	6,081754E-2	2,354687E+3	2,230732E-1	2,354687E+3	2,144735E-1	2,354687E+3	1,972526E-1
2,356250E+3	5,457229E-2	2,356250E+3	2,290505E-1	2,356250E+3	2,666603E-1	2,356250E+3	1,945608E-1
2,357812E+3	1,721639E-1	2,357812E+3	2,285619E-1	2,357812E+3	2,716949E-1	2,357812E+3	1,953184E-1
2,359375E+3	2,492271E-1	2,359375E+3	2,090930E-1	2,359375E+3	2,758300E-1	2,359375E+3	1,954149E-1
2,360937E+3	2,537955E-1	2,360937E+3	2,112430E-1	2,360937E+3	2,805584E-1	2,360937E+3	1,994980E-1
2,362500E+3	2,580337E-1	2,362500E+3	2,132367E-1	2,362500E+3	2,844866E-1	2,362500E+3	2,029150E-1
2,364062E+3	2,613629E-1	2,364062E+3	2,167300E-1	2,364062E+3	2,869697E-1	2,364062E+3	2,046484E-1
2,365625E+3	2,644146E-1	2,365625E+3	2,200153E-1	2,365625E+3	2,886792E-1	2,365625E+3	2,057566E-1
2,367187E+3	2,674013E-1	2,367187E+3	2,221745E-1	2,367187E+3	2,760065E-1	2,367187E+3	2,027080E-1
2,368750E+3	2,701533E-1	2,368750E+3	2,241680E-1	2,368750E+3	2,344031E-1	2,368750E+3	1,990800E-1
2,370312E+3	2,707730E-1	2,370312E+3	2,255891E-1	2,370312E+3	2,359573E-1	2,370312E+3	1,945949E-1
2,371875E+3	2,712031E-1	2,371875E+3	2,268879E-1	2,371875E+3	2,372642E-1	2,371875E+3	1,895359E-1
2,373437E+3	2,726687E-1	2,373437E+3	2,272451E-1	2,373437E+3	2,392091E-1	2,373437E+3	1,878601E-1
2,375000E+3	2,739808E-1	2,375000E+3	2,275019E-1	2,375000E+3	2,409715E-1	2,375000E+3	1,855369E-1
2,376562E+3	2,739601E-1	2,376562E+3	2,263955E-1	2,376562E+3	2,414309E-1	2,376562E+3	2,111810E-1
2,378125E+3	2,737674E-1	2,378125E+3	2,251913E-1	2,378125E+3	2,416888E-1	2,378125E+3	2,331977E-1
2,379687E+3	2,700083E-1	2,379687E+3	2,219443E-1	2,379687E+3	2,406517E-1	2,379687E+3	2,177543E-1
2,381250E+3	2,659618E-1	2,381250E+3	2,186049E-1	2,381250E+3	2,393947E-1	2,381250E+3	2,015187E-1
2,382812E+3	2,602480E-1	2,382812E+3	2,271169E-1	2,382812E+3	2,357004E-1	2,382812E+3	1,939537E-1
2,384375E+3	2,539762E-1	2,384375E+3	2,307836E-1	2,384375E+3	2,316362E-1	2,384375E+3	1,863886E-1
2,385937E+3	2,486994E-1	2,385937E+3	2,327771E-1	2,385937E+3	2,260002E-1	2,385937E+3	1,820676E-1
2,387500E+3	2,432604E-1	2,387500E+3	2,346811E-1	2,387500E+3	2,199782E-1	2,387500E+3	1,778082E-1
2,389062E+3	2,367752E-1	2,389062E+3	2,364449E-1	2,389062E+3	2,174333E-1	2,389062E+3	1,721827E-1
2,390625E+3	2,301719E-1	2,390625E+3	2,381278E-1	2,390625E+3	2,146746E-1	2,390625E+3	1,666101E-1
2,392187E+3	2,215825E-1	2,392187E+3	2,395961E-1	2,392187E+3	2,370191E-1	2,392187E+3	1,610015E-1
2,393750E+3	2,127901E-1	2,393750E+3	2,409872E-1	2,393750E+3	2,542049E-1	2,393750E+3	1,554737E-1
2,395312E+3	2,399991E-1	2,395312E+3	2,438355E-1	2,395312E+3	2,527201E-1	2,395312E+3	1,477818E-1
2,396875E+3	2,617103E-1	2,396875E+3	2,465808E-1	2,396875E+3	2,510574E-1	2,396875E+3	1,402710E-1
2,398437E+3	2,588318E-1	2,398437E+3	2,480261E-1	2,398437E+3	2,494481E-1	2,398437E+3	1,315596E-1
2,400000E+3	2,557924E-1	2,400000E+3	2,493658E-1	2,400000E+3	2,476832E-1	2,400000E+3	1,232327E-1
2,401562E+3	2,517123E-1	2,401562E+3	2,514820E-1	2,401562E+3	2,461766E-1	2,401562E+3	1,124706E-1
2,403125E+3	2,475544E-1	2,403125E+3	2,534720E-1	2,403125E+3	2,445668E-1	2,403125E+3	1,021786E-1
2,404687E+3	2,408043E-1	2,404687E+3	2,562813E-1	2,404687E+3	2,432604E-1	2,404687E+3	1,144409E-1
2,406250E+3	2,339902E-1	2,406250E+3	2,595430E-1	2,406250E+3	2,418836E-1	2,406250E+3	1,262834E-1
2,407812E+3	2,247830E-1	2,407812E+3	2,618810E-1	2,407812E+3	2,384213E-1	2,407812E+3	1,208717E-1
2,409375E+3	2,155819E-1	2,409375E+3	2,639742E-1	2,409375E+3	2,349101E-1	2,409375E+3	1,154591E-1
2,410937E+3	2,075404E-1	2,410937E+3	2,621660E-1	2,410937E+3	2,314771E-1	2,410937E+3	1,115355E-1
2,412500E+3	1,996022E-1	2,412500E+3	2,602546E-1	2,412500E+3	2,280503E-1	2,412500E+3	1,077010E-1
2,414062E+3	1,915392E-1	2,414062E+3	2,609771E-1	2,414062E+3	2,236553E-1	2,414062E+3	1,028733E-1
2,415625E+3	1,836934E-1	2,415625E+3	2,614985E-1	2,415625E+3	2,193135E-1	2,415625E+3	9,832200E-2
2,417187E+3	1,687364E-1	2,417187E+3	2,079764E-1	2,417187E+3	2,107822E-1	2,417187E+3	9,270616E-2
2,418750E+3	1,541999E-1	2,418750E+3	1,536374E-1	2,418750E+3	2,024060E-1	2,418750E+3	8,756658E-2
2,420312E+3	1,404152E-1	2,420312E+3	1,434777E-1	2,420312E+3	1,905876E-1	2,420312E+3	8,443469E-2
2,421875E+3	1,272046E-1	2,421875E+3	1,414561E-1	2,421875E+3	1,791827E-1	2,421875E+3	8,194525E-2
2,423437E+3	8,149070E-2	2,423437E+3	1,453637E-1	2,423437E+3	1,617441E-1	2,423437E+3	8,068927E-2
2,425000E+3	3,540661E-2	2,425000E+3	1,490869E-1	2,425000E+3	1,432291E-1	2,425000E+3	8,005622E-2
2,426562E+3	8,134703E-2	2,426562E+3	1,990975E-1	2,426562E+3	1,418541E-1	2,426562E+3	1,054740E-1
2,428125E+3	1,151108E-1	2,428125E+3	1,963879E-1	2,428125E+3	1,403577E-1	2,428125E+3	1,186270E-1
2,429687E+3	1,057647E-1	2,429687E+3	1,962712E-1	2,429687E+3	1,401877E-1	2,429687E+3	1,147364E-1
2,431250E+3	9,658666E-2	2,431250E+3	1,959360E-1	2,431250E+3	1,399098E-1	2,431250E+3	1,113538E-1
2,432812E+3	8,837724E-2	2,432812E+3	1,955213E-1	2,432812E+3	1,390244E-1	2,432812E+3	1,067105E-1
2,434375E+3	8,048203E-2	2,434375E+3	1,948269E-1	2,434375E+3	1,380724E-1	2,434375E+3	1,026421E-1
2,435937E+3	7,303324E-2	2,435937E+3	1,966477E-1	2,435937E+3	1,218452E-1	2,435937E+3	2,811829E-1
2,437500E+3	6,595938E-2	2,437500E+3	1,980001E-1	2,437500E+3	1,104731E-1	2,437500E+3	2,633269E-1
2,439062E+3	6,299040E-2	2,439062E+3	2,004002E-1	2,439062E+3	1,183767E-1	2,439062E+3	2,595418E-1
2,440625E+3	6,031867E-2	2,440625E+3	2,022186E-1	2,440625E+3	1,255537E-1	2,440625E+3	2,546069E-1
2,442187E+3	5,642580E-2	2,442187E+3	2,046325E-1	2,442187E+3	1,288922E-1	2,442187E+3	2,488544E-1
2,443750E+3	5,277254E-2	2,443750E+3	2,064116E-1	2,443750E+3	1,317654E-1	2,443750E+3	2,419674E-1
2,445312E+3	5,735653E-2	2,445312E+3	2,089104E-1	2,445312E+3	1,380643E-1	2,445312E+3	2,357145E-1
2,446875E+3	6,162146E-2	2,446875E+3	2,107359E-1	2,446875E+3	1,435875E-1	2,446875E+3	2,284414E-1
2,448437E+3	6,083441E-2	2,448437E+3	2,123786E-1	2,448437E+3	1,551098E-1	2,448437E+3	2,247122E-1
2,450000E+3	5,985278E-2	2,450000E+3	2,133738E-1	2,450000E+3	1,651572E-1	2,450000E+3	2,198062E-1
2,451562E+3	6,536690E-2	2,451562E+3	2,216632E-1	2,451562E+3	1,742739E-1	2,451562E+3	2,181627E-1
2,453125E+3	7,001868E-2	2,453125E+3	2,286720E-1	2,453125E+3	1,817533E-1	2,453125E+3	2,151484E-1
2,454687E+3	7,835248E-2	2,454687E+3	2,193638E-1	2,454687E+3	1,949975E-1	2,454687E+3	2,138672E-1
2,456250E+3	8,511669E-2	2,456250E+3	2,170104E-1	2,456250E+3	2,053393E-1	2,456250E+3	2,112471E-1
2,457812E+3	4,556055E-1	2,457812E+3	2,200393E-1	2,457812E+3	5,499948E-1	2,457812E+3	2,089588E-1
2,459375E+3	3,474039E-1	2,459375E+3	2,218119E-1	2,459375E+3	2,495030E-1	2,459375E+3	2,055879E-1
2,460937E+3	3,438139E-1	2,460937E+3	2,229858E-1	2,460937E+3	2,524378E-1	2,460937E+3	3,882502E-1
2,462500E+3	3,403996E-1	2,462500E+3	2,226948E-1	2,462500E+3	2,522469E-1	2,462500E+3	2,586919E-1
2,464062E+3	3,401418E-1	2,464062E+3	6,250405E-1	2,464062E+3	2,551773E-1	2,464062E+3	3,174500E-1
2,465625E+3	3,384281E-1	2,465625E+3	2,638982E-1	2,465625E+3	2,545198E-1	2,465625E+3	2,748190E-1
2,467187E+3	3,376108E-1	2,467187E+3	2,675178E-1	2,467187E+3	2,566517E-1	2,467187E+3	3,002466E-1
2,468750E+3	3,350275E-1	2,468750E+3	2,644846E-1	2,468750E+3	2,546056E-1	2,468750E+3	2,894766E-1
2,470312E+3	3,343201E-1	2,470312E+3	2,743116E-1	2,470312E+3	2,574853E-1	2,470312E+3	3,066854E-1
2,471875E+3	3,316416E-1	2,471875E+3	2,778637E-1	2,471875E+3	2,566969E-1	2,471875E+3	3,054498E-1
2,473437E+3	3,281939E-1	2,473437E+3	2,804982E-1	2,473437E+3	2,581362E-1	2,473437E+3	3,148826E-1
2,475000E+3	3,227703E-1	2,475000E+3	2,776741E-1	2,475000E+3	2,558955E-1	2,475000E+3	3,153169E-1
2,476562E+3	3,182095E-1	2,476562E+3	2,878258E-1	2,476562E+3	2,619525E-1	2,476562E+3	3,214563E-1
2,478125E+3	3,118855E-1	2,478125E+3	2,854476E-1	2,478125E+3	2,640311E-1	2,478125E+3	3,225747E-1
2,479687E+3	3,056375E-1	2,479687E+3	3,114957E-1	2,479687E+3	2,627616E-1	2,479687E+3	3,279632E-1
2,481250E+3	2,980876E-1	2,481250E+3	2,857086E-1	2,481250E+3	2,588309E-1	2,481250E+3	3,297048E-1
2,482812E+3	2,876324E-1	2,482812E+3	2,875014E-1	2,482812E+3	2,561158E-1	2,482812E+3	3,340534E-1
2,484375E+3	2,765835E-1	2,484375E+3	2,741316E-1	2,484375E+3	2,514323E-1	2,484375E+3	3,359172E-1
2,485937E+3	6,708059E-1	2,485937E+3	2,771144E-1	2,485937E+3	2,482309E-1	2,485937E+3	3,384078E-1
2,487500E+3	3,702268E-1	2,487500E+3	2,698237E-1	2,487500E+3	2,439132E-1	2,487500E+3	3,386927E-1
2,489062E+3	3,814375E-1	2,489062E+3	2,723947E-1	2,489062E+3	3,292494E-1	2,489062E+3	3,410456E-1
2,490625E+3	3,760434E-1	2,490625E+3	2,682949E-1	2,490625E+3	2,862679E-1	2,490625E+3	3,412023E-1
2,492187E+3	3,860835E-1	2,492187E+3	2,687194E-1	2,492187E+3	2,866060E-1	2,492187E+3	3,432013E-1
2,493750E+3	3,821641E-1	2,493750E+3	2,672400E-1	2,493750E+3	2,804707E-1	2,493750E+3	3,437496E-1
2,495312E+3	3,883784E-1	2,495312E+3	2,669798E-1	2,495312E+3	2,816314E-1	2,495312E+3	3,452133E-1
2,496875E+3	3,848725E-1	2,496875E+3	2,655579E-1	2,496875E+3	2,786181E-1	2,496875E+3	3,458759E-1
2,498437E+3	3,903528E-1	2,498437E+3	2,633354E-1	2,498437E+3	2,808642E-1	2,498437E+3	3,067617E-1
2,500000E+3	3,913879E-1	2,500000E+3	2,599102E-1	2,500000E+3	2,799777E-1	2,500000E+3	2,161431E-1
2,501562E+3	3,945427E-1	2,501562E+3	2,575519E-1	2,501562E+3	2,814900E-1	2,501562E+3	2,161877E-1
2,503125E+3	3,957917E-1	2,503125E+3	2,540875E-1	2,503125E+3	2,809660E-1	2,503125E+3	2,159696E-1
2,504687E+3	3,976110E-1	2,504687E+3	2,037127E-1	2,504687E+3	2,811943E-1	2,504687E+3	2,154662E-1
2,506250E+3	3,983958E-1	2,506250E+3	9,331110E-2	2,506250E+3	2,802597E-1	2,506250E+3	2,145723E-1
2,507812E+3	3,989370E-1	2,507812E+3	9,407879E-2	2,507812E+3	2,323028E-1	2,507812E+3	2,148005E-1
2,509375E+3	3,986305E-1	2,509375E+3	9,451445E-2	2,509375E+3	1,369675E-1	2,509375E+3	2,147015E-1
2,510937E+3	4,014112E-1	2,510937E+3	9,580910E-2	2,510937E+3	1,385010E-1	2,510937E+3	2,131901E-1
2,512500E+3	4,034482E-1	2,512500E+3	9,685935E-2	2,512500E+3	1,396921E-1	2,512500E+3	2,113722E-1
2,514062E+3	4,068913E-1	2,514062E+3	9,737859E-2	2,514062E+3	1,406753E-1	2,514062E+3	2,107166E-1
2,515625E+3	4,099459E-1	2,515625E+3	9,762128E-2	2,515625E+3	1,412534E-1	2,515625E+3	2,097733E-1
2,517187E+3	3,976446E-1	2,517187E+3	9,783076E-2	2,517187E+3	1,426804E-1	2,517187E+3	2,090962E-1
2,518750E+3	3,489903E-1	2,518750E+3	9,775627E-2	2,518750E+3	1,438191E-1	2,518750E+3	2,081032E-1
2,520312E+3	3,536353E-1	2,520312E+3	9,750134E-2	2,520312E+3	1,437766E-1	2,520312E+3	2,075050E-1
2,521875E+3	3,584152E-1	2,521875E+3	9,692692E-2	2,521875E+3	1,435539E-1	2,521875E+3	2,065743E-1
2,523437E+3	3,614183E-1	2,523437E+3	9,651706E-2	2,523437E+3	1,429588E-1	2,523437E+3	2,042960E-1
2,525000E+3	3,647722E-1	2,525000E+3	9,573364E-2	2,525000E+3	1,422074E-1	2,525000E+3	2,017242E-1
2,526562E+3	3,674170E-1	2,526562E+3	9,575034E-2	2,526562E+3	1,421496E-1	2,526562E+3	1,988974E-1
2,528125E+3	3,710052E-1	2,528125E+3	9,543386E-2	2,528125E+3	1,419364E-1	2,528125E+3	1,958103E-1
2,529687E+3	3,733753E-1	2,529687E+3	9,307704E-2	2,529687E+3	1,418671E-1	2,529687E+3	1,932973E-1
2,531250E+3	3,779435E-1	2,531250E+3	9,430021E-2	2,531250E+3	1,416276E-1	2,531250E+3	1,905398E-1
2,532812E+3	3,809717E-1	2,532812E+3	9,381703E-2	2,532812E+3	1,412545E-1	2,532812E+3	1,883198E-1
2,534375E+3	3,849204E-1	2,534375E+3	9,318142E-2	2,534375E+3	1,410445E-1	2,534375E+3	1,858620E-1
2,535937E+3	3,890412E-1	2,535937E+3	9,256579E-2	2,535937E+3	1,404782E-1	2,535937E+3	1,839178E-1
2,537500E+3	3,934001E-1	2,537500E+3	9,183526E-2	2,537500E+3	1,405665E-1	2,537500E+3	1,817001E-1
2,539062E+3	3,982785E-1	2,539062E+3	9,113077E-2	2,539062E+3	1,411742E-1	2,539062E+3	1,789616E-1
2,540625E+3	4,032264E-1	2,540625E+3	9,030152E-2	2,540625E+3	1,416459E-1	2,540625E+3	1,758928E-1
2,542187E+3	4,074092E-1	2,542187E+3	8,923462E-2	2,542187E+3	1,424098E-1	2,542187E+3	1,726403E-1
2,543750E+3	4,117491E-1	2,543750E+3	8,801958E-2	2,543750E+3	1,430124E-1	2,543750E+3	1,691152E-1
2,545312E+3	4,150390E-1	2,545312E+3	8,646408E-2	2,545312E+3	1,435208E-1	2,545312E+3	1,742028E-1
2,546875E+3	4,186372E-1	2,546875E+3	8,470211E-2	2,546875E+3	1,438484E-1	2,546875E+3	1,763042E-1
2,548437E+3	4,211340E-1	2,548437E+3	8,414843E-2	2,548437E+3	1,438327E-1	2,548437E+3	1,745419E-1
2,550000E+3	4,244563E-1	2,550000E+3	8,337890E-2	2,550000E+3	1,435622E-1	2,550000E+3	1,725144E-1
2,551562E+3	4,271150E-1	2,551562E+3	8,328581E-2	2,551562E+3	1,436784E-1	2,551562E+3	1,705484E-1
2,553125E+3	4,299081E-1	2,553125E+3	8,301878E-2	2,553125E+3	1,435132E-1	2,553125E+3	1,683341E-1
2,554687E+3	4,336854E-1	2,554687E+3	8,283969E-2	2,554687E+3	1,435164E-1	2,554687E+3	1,664002E-1
2,556250E+3	4,372654E-1	2,556250E+3	8,249182E-2	2,556250E+3	1,433166E-1	2,556250E+3	1,641689E-1
2,557812E+3	4,416513E-1	2,557812E+3	8,195741E-2	2,557812E+3	1,444864E-1	2,557812E+3	1,644063E-1
2,559375E+3	4,457343E-1	2,559375E+3	8,124729E-2	2,559375E+3	1,462146E-1	2,559375E+3	1,638710E-1
2,560937E+3	4,493242E-1	2,560937E+3	8,052650E-2	2,560937E+3	1,467261E-1	2,560937E+3	1,649778E-1
2,562500E+3	4,526541E-1	2,562500E+3	7,957525E-2	2,562500E+3	1,470433E-1	2,562500E+3	1,646384E-1
2,564062E+3	4,548270E-1	2,564062E+3	8,070561E-2	2,564062E+3	1,476760E-1	2,564062E+3	1,633036E-1
2,565625E+3	4,568646E-1	2,565625E+3	8,206091E-2	2,565625E+3	1,480803E-1	2,565625E+3	1,615377E-1
2,567187E+3	4,590341E-1	2,567187E+3	8,171670E-2	2,567187E+3	1,484216E-1	2,567187E+3	1,609949E-1
2,568750E+3	4,610827E-1	2,568750E+3	8,124402E-2	2,568750E+3	1,485402E-1	2,568750E+3	1,601073E-1
2,570312E+3	4,636372E-1	2,570312E+3	8,060228E-2	2,570312E+3	1,492263E-1	2,570312E+3	1,615394E-1
2,571875E+3	4,659521E-1	2,571875E+3	7,984038E-2	2,571875E+3	1,496960E-1	2,571875E+3	1,623611E-1
2,573437E+3	4,669046E-1	2,573437E+3	8,190017E-2	2,573437E+3	1,509717E-1	2,573437E+3	1,626939E-1
2,575000E+3	4,702980E-1	2,575000E+3	8,127932E-2	2,575000E+3	1,520995E-1	2,575000E+3	1,627290E-1
2,576562E+3	4,718854E-1	2,576562E+3	8,183907E-2	2,576562E+3	1,556088E-1	2,576562E+3	1,639574E-1
2,578125E+3	4,732957E-1	2,578125E+3	8,238993E-2	2,578125E+3	1,572661E-1	2,578125E+3	1,650878E-1
2,579687E+3	4,749157E-1	2,579687E+3	8,052945E-2	2,579687E+3	1,585232E-1	2,579687E+3	1,725563E-1
2,581250E+3	4,763466E-1	2,581250E+3	7,750440E-2	2,581250E+3	1,595718E-1	2,581250E+3	1,714194E-1
2,582812E+3	4,779930E-1	2,582812E+3	7,832100E-2	2,582812E+3	1,635041E-1	2,582812E+3	1,714007E-1
2,584375E+3	4,794321E-1	2,584375E+3	7,913230E-2	2,584375E+3	1,663123E-1	2,584375E+3	1,713310E-1
2,585937E+3	4,803805E-1	2,585937E+3	8,023546E-2	2,585937E+3	1,675086E-1	2,585937E+3	1,711014E-1
2,587500E+3	4,811785E-1	2,587500E+3	8,132854E-2	2,587500E+3	1,686175E-1	2,587500E+3	1,708026E-1
2,589062E+3	4,819079E-1	2,589062E+3	8,192880E-2	2,589062E+3	1,692377E-1	2,589062E+3	1,707722E-1
2,590625E+3	4,824946E-1	2,590625E+3	8,251777E-2	2,590625E+3	1,698288E-1	2,590625E+3	1,706395E-1
2,592187E+3	4,832156E-1	2,592187E+3	8,303948E-2	2,592187E+3	1,705772E-1	2,592187E+3	1,701229E-1
2,593750E+3	4,837785E-1	2,593750E+3	8,353697E-2	2,593750E+3	1,712923E-1	2,593750E+3	1,673827E-1
2,595312E+3	4,840511E-1	2,595312E+3	8,381106E-2	2,595312E+3	1,718043E-1	2,595312E+3	1,682569E-1
2,596875E+3	4,841636E-1	2,596875E+3	8,405660E-2	2,596875E+3	1,722695E-1	2,596875E+3	1,690991E-1
2,598437E+3	4,842118E-1	2,598437E+3	8,454632E-2	2,598437E+3	1,848255E-1	2,598437E+3	1,696308E-1
2,600000E+3	4,841077E-1	2,600000E+3	8,501663E-2	2,600000E+3	1,916121E-1	2,600000E+3	1,701116E-1
2,601562E+3	4,839888E-1	2,601562E+3	8,515125E-2	2,601562E+3	1,922346E-1	2,601562E+3	1,695881E-1
2,603125E+3	4,837424E-1	2,603125E+3	8,527815E-2	2,603125E+3	1,928330E-1	2,603125E+3	1,673233E-1
2,604687E+3	4,836052E-1	2,604687E+3	7,525564E-2	2,604687E+3	1,937488E-1	2,604687E+3	1,695272E-1
2,606250E+3	4,833189E-1	2,606250E+3	6,041856E-2	2,606250E+3	1,946356E-1	2,606250E+3	1,715783E-1
2,607812E+3	4,831919E-1	2,607812E+3	5,969249E-2	2,607812E+3	1,955883E-1	2,607812E+3	1,596298E-1
2,609375E+3	4,828859E-1	2,609375E+3	5,897318E-2	2,609375E+3	1,965119E-1	2,609375E+3	1,480294E-1
2,610937E+3	4,824978E-1	2,610937E+3	5,910065E-2	2,610937E+3	1,974576E-1	2,610937E+3	1,491899E-1
2,612500E+3	4,819865E-1	2,612500E+3	5,919961E-2	2,612500E+3	1,983644E-1	2,612500E+3	1,501793E-1
2,614062E+3	4,813722E-1	2,614062E+3	5,945546E-2	2,614062E+3	1,987610E-1	2,614062E+3	1,511092E-1
2,615625E+3	4,806945E-1	2,615625E+3	5,967213E-2	2,615625E+3	1,991154E-1	2,615625E+3	1,517846E-1
2,617187E+3	4,798048E-1	2,617187E+3	6,043085E-2	2,617187E+3	2,031644E-1	2,617187E+3	1,522001E-1
2,618750E+3	4,788486E-1	2,618750E+3	6,112837E-2	2,618750E+3	2,011236E-1	2,618750E+3	1,522913E-1
