Sample 1 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 1 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 2 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 2 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 3 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 3 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 4 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 4 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	
2,653125E+3	4,325211E-1	2,653125E+3	-1,818158E-1	2,653125E+3	4,425969E-1	2,653125E+3	-1,327601E-2	2,653125E+3	3,895289E-1	2,653125E+3	-7,084378E-2	2,653125E+3	3,787260E-1	2,653125E+3	-4,134544E-2
2,654687E+3	4,296633E-1	2,654687E+3	-1,824355E-1	2,654687E+3	4,425721E-1	2,654687E+3	-1,371547E-2	2,654687E+3	3,921558E-1	2,654687E+3	-7,254608E-2	2,654687E+3	3,796558E-1	2,654687E+3	-4,182254E-2
2,656250E+3	4,267895E-1	2,656250E+3	-1,830434E-1	2,656250E+3	4,424283E-1	2,656250E+3	-1,413402E-2	2,656250E+3	3,946225E-1	2,656250E+3	-7,412618E-2	2,656250E+3	3,804122E-1	2,656250E+3	-4,225788E-2
2,657812E+3	4,281951E-1	2,657812E+3	-1,843358E-1	2,657812E+3	4,426074E-1	2,657812E+3	-1,440926E-2	2,657812E+3	3,968048E-1	2,657812E+3	-7,590403E-2	2,657812E+3	3,812581E-1	2,657812E+3	-4,295823E-2
2,659375E+3	4,295070E-1	2,659375E+3	-1,855499E-1	2,659375E+3	4,426548E-1	2,659375E+3	-1,466575E-2	2,659375E+3	3,988415E-1	2,659375E+3	-7,755731E-2	2,659375E+3	3,819251E-1	2,659375E+3	-4,360637E-2
2,660937E+3	4,315063E-1	2,660937E+3	-1,871440E-1	2,660937E+3	4,428821E-1	2,660937E+3	-1,514762E-2	2,660937E+3	4,010063E-1	2,660937E+3	-7,937267E-2	2,660937E+3	3,829464E-1	2,660937E+3	-4,430534E-2
2,662500E+3	4,334006E-1	2,662500E+3	-1,886488E-1	2,662500E+3	4,429671E-1	2,662500E+3	-1,560274E-2	2,662500E+3	4,030215E-1	2,662500E+3	-8,105185E-2	2,662500E+3	3,837701E-1	2,662500E+3	-4,494459E-2
2,664062E+3	4,055770E-1	2,664062E+3	-1,857342E-1	2,664062E+3	4,434676E-1	2,664062E+3	-1,613156E-2	2,664062E+3	4,051780E-1	2,664062E+3	-8,299000E-2	2,664062E+3	3,849909E-1	2,664062E+3	-4,568074E-2
2,665625E+3	3,777387E-1	2,665625E+3	-1,853332E-1	2,665625E+3	4,438095E-1	2,665625E+3	-1,662892E-2	2,665625E+3	4,071820E-1	2,665625E+3	-8,477537E-2	2,665625E+3	3,859930E-1	2,665625E+3	-4,634640E-2
2,667187E+3	3,810152E-1	2,667187E+3	-1,870939E-1	2,667187E+3	4,446345E-1	2,667187E+3	-1,722162E-2	2,667187E+3	4,006752E-1	2,667187E+3	-8,973748E-2	2,667187E+3	3,875293E-1	2,667187E+3	-4,713098E-2
2,668750E+3	3,841505E-1	2,668750E+3	-1,887724E-1	2,668750E+3	4,452818E-1	2,668750E+3	-1,777690E-2	2,668750E+3	3,944852E-1	2,668750E+3	-9,454368E-2	2,668750E+3	3,888164E-1	2,668750E+3	-4,782854E-2
2,670312E+3	3,871761E-1	2,670312E+3	-1,905885E-1	2,670312E+3	4,463069E-1	2,670312E+3	-1,850279E-2	2,670312E+3	3,960841E-1	2,670312E+3	-9,645205E-2	2,670312E+3	3,908068E-1	2,670312E+3	-4,867178E-2
2,671875E+3	3,900676E-1	2,671875E+3	-1,923103E-1	2,671875E+3	4,471403E-1	2,671875E+3	-1,918405E-2	2,671875E+3	3,975410E-1	2,671875E+3	-9,815867E-2	2,671875E+3	3,925040E-1	2,671875E+3	-4,940238E-2
2,673437E+3	3,819597E-1	2,673437E+3	-1,965556E-1	2,673437E+3	3,770108E-1	2,673437E+3	-1,918923E-2	2,673437E+3	3,984958E-1	2,673437E+3	-1,002498E-1	2,673437E+3	3,949254E-1	2,673437E+3	-5,033551E-2
2,675000E+3	3,742730E-1	2,675000E+3	-2,009231E-1	2,675000E+3	3,146845E-1	2,675000E+3	-2,293295E-2	2,675000E+3	3,993376E-1	2,675000E+3	-1,021006E-1	2,675000E+3	3,970078E-1	2,675000E+3	-5,112360E-2
2,676562E+3	3,749037E-1	2,676562E+3	-2,025936E-1	2,676562E+3	3,165282E-1	2,676562E+3	-2,377166E-2	2,676562E+3	3,998041E-1	2,676562E+3	-1,042853E-1	2,676562E+3	3,987660E-1	2,676562E+3	-5,392634E-2
2,678125E+3	3,754885E-1	2,678125E+3	-2,041556E-1	2,678125E+3	3,180911E-1	2,678125E+3	-2,453048E-2	2,678125E+3	4,001816E-1	2,678125E+3	-1,061709E-1	2,678125E+3	4,001474E-1	2,678125E+3	-5,645871E-2
2,679687E+3	3,755062E-1	2,679687E+3	-2,059476E-1	2,679687E+3	3,199541E-1	2,679687E+3	-2,526674E-2	2,679687E+3	3,984324E-1	2,679687E+3	-1,082972E-1	2,679687E+3	3,459437E-1	2,679687E+3	-5,777071E-2
2,681250E+3	3,755099E-1	2,681250E+3	-2,076288E-1	2,681250E+3	3,215139E-1	2,681250E+3	-2,591678E-2	2,681250E+3	3,967289E-1	2,681250E+3	-1,101862E-1	2,681250E+3	3,013085E-1	2,681250E+3	-6,377343E-2
2,682812E+3	3,748101E-1	2,682812E+3	-2,094183E-1	2,682812E+3	3,238444E-1	2,682812E+3	-2,668402E-2	2,682812E+3	3,876221E-1	2,682812E+3	-1,121490E-1	2,682812E+3	3,059020E-1	2,682812E+3	-6,448812E-2
2,684375E+3	3,741310E-1	2,684375E+3	-2,111197E-1	2,684375E+3	3,257992E-1	2,684375E+3	-2,733786E-2	2,684375E+3	3,790924E-1	2,684375E+3	-1,142721E-1	2,684375E+3	3,098834E-1	2,684375E+3	-6,493891E-2
2,685937E+3	3,732715E-1	2,685937E+3	-2,128608E-1	2,685937E+3	2,918858E-1	2,685937E+3	-2,780674E-2	2,685937E+3	3,716029E-1	2,685937E+3	-1,164494E-1	2,685937E+3	3,141181E-1	2,685937E+3	-6,580923E-2
2,687500E+3	3,724447E-1	2,687500E+3	-2,145133E-1	2,687500E+3	2,613596E-1	2,687500E+3	-3,008688E-2	2,687500E+3	3,646250E-1	2,687500E+3	-1,187173E-1	2,687500E+3	3,177310E-1	2,687500E+3	-6,635736E-2
2,689062E+3	3,719457E-1	2,689062E+3	-2,163942E-1	2,689062E+3	2,648125E-1	2,689062E+3	-3,116564E-2	2,689062E+3	3,654510E-1	2,689062E+3	-1,210651E-1	2,689062E+3	3,220443E-1	2,689062E+3	-6,723792E-2
2,690625E+3	3,714716E-1	2,690625E+3	-2,181762E-1	2,690625E+3	2,676437E-1	2,690625E+3	-3,199814E-2	2,690625E+3	3,662335E-1	2,690625E+3	-1,230916E-1	2,690625E+3	3,256751E-1	2,690625E+3	-6,770951E-2
2,692187E+3	3,707166E-1	2,692187E+3	-2,202159E-1	2,692187E+3	2,728322E-1	2,692187E+3	-3,308675E-2	2,692187E+3	3,691007E-1	2,692187E+3	-1,256246E-1	2,692187E+3	3,303352E-1	2,692187E+3	-6,865328E-2
2,693750E+3	3,700045E-1	2,693750E+3	-2,221740E-1	2,693750E+3	2,771148E-1	2,693750E+3	-3,381649E-2	2,693750E+3	3,718205E-1	2,693750E+3	-1,277027E-1	2,693750E+3	3,342004E-1	2,693750E+3	-6,903376E-2
2,695312E+3	3,687974E-1	2,695312E+3	-2,243118E-1	2,695312E+3	2,847721E-1	2,695312E+3	-3,461148E-2	2,695312E+3	3,760405E-1	2,695312E+3	-1,305113E-1	2,695312E+3	3,394250E-1	2,695312E+3	-7,002934E-2
2,696875E+3	3,676593E-1	2,696875E+3	-2,263864E-1	2,696875E+3	2,909988E-1	2,696875E+3	-3,486677E-2	2,696875E+3	3,800659E-1	2,696875E+3	-1,326473E-1	2,696875E+3	3,436938E-1	2,696875E+3	-7,021121E-2
2,698437E+3	3,670758E-1	2,698437E+3	-2,285189E-1	2,698437E+3	3,011393E-1	2,698437E+3	-3,585736E-2	2,698437E+3	3,841344E-1	2,698437E+3	-1,357153E-1	2,698437E+3	3,491387E-1	2,698437E+3	-7,148351E-2
2,700000E+3	3,665411E-1	2,700000E+3	-2,305601E-1	2,700000E+3	3,091360E-1	2,700000E+3	-3,590578E-2	2,700000E+3	3,880932E-1	2,700000E+3	-1,379346E-1	2,700000E+3	3,535004E-1	2,700000E+3	-7,152283E-2
2,701562E+3	3,670887E-1	2,701562E+3	-2,326043E-1	2,701562E+3	3,225217E-1	2,701562E+3	-3,732538E-2	2,701562E+3	3,856321E-1	2,701562E+3	-1,410008E-1	2,701562E+3	3,412977E-1	2,701562E+3	-7,379642E-2
2,703125E+3	3,676405E-1	2,703125E+3	-2,345097E-1	2,703125E+3	3,325224E-1	2,703125E+3	-3,693955E-2	2,703125E+3	3,837286E-1	2,703125E+3	-1,435253E-1	2,703125E+3	3,318067E-1	2,703125E+3	-7,542101E-2
2,704687E+3	3,691638E-1	2,704687E+3	-2,364079E-1	2,704687E+3	3,518955E-1	2,704687E+3	-3,970032E-2	2,704687E+3	3,822643E-1	2,704687E+3	-1,462886E-1	2,704687E+3	3,403788E-1	2,704687E+3	-7,667635E-2
2,706250E+3	3,706474E-1	2,706250E+3	-2,381252E-1	2,706250E+3	3,651581E-1	2,706250E+3	-3,787662E-2	2,706250E+3	3,812691E-1	2,706250E+3	-1,485842E-1	2,706250E+3	3,478367E-1	2,706250E+3	-7,604217E-2
2,707812E+3	3,719101E-1	2,707812E+3	-2,399102E-1	2,707812E+3	3,800251E-1	2,707812E+3	-4,145788E-2	2,707812E+3	3,865552E-1	2,707812E+3	-1,514231E-1	2,707812E+3	3,557467E-1	2,707812E+3	-7,742822E-2
2,709375E+3	3,731378E-1	2,709375E+3	-2,415272E-1	2,709375E+3	3,908209E-1	2,709375E+3	-3,937768E-2	2,709375E+3	3,918157E-1	2,709375E+3	-1,534538E-1	2,709375E+3	3,629165E-1	2,709375E+3	-7,671629E-2
2,710937E+3	3,733350E-1	2,710937E+3	-2,433011E-1	2,710937E+3	3,980741E-1	2,710937E+3	-4,184941E-2	2,710937E+3	3,978580E-1	2,710937E+3	-1,563219E-1	2,710937E+3	3,726081E-1	2,710937E+3	-7,847573E-2
2,712500E+3	3,735382E-1	2,712500E+3	-2,449631E-1	2,712500E+3	4,042360E-1	2,712500E+3	-4,064501E-2	2,712500E+3	4,039170E-1	2,712500E+3	-1,582742E-1	2,712500E+3	3,819173E-1	2,712500E+3	-7,705056E-2
2,714062E+3	3,735412E-1	2,714062E+3	-2,466537E-1	2,714062E+3	4,070191E-1	2,714062E+3	-4,257000E-2	2,714062E+3	4,093459E-1	2,714062E+3	-1,610956E-1	2,714062E+3	3,927056E-1	2,714062E+3	-7,924975E-2
2,715625E+3	3,735522E-1	2,715625E+3	-2,482511E-1	2,715625E+3	4,099834E-1	2,715625E+3	-4,191839E-2	2,715625E+3	4,148832E-1	2,715625E+3	-1,630503E-1	2,715625E+3	4,041447E-1	2,715625E+3	-7,754652E-2
2,717187E+3	3,738630E-1	2,717187E+3	-2,498365E-1	2,717187E+3	4,107402E-1	2,717187E+3	-4,352172E-2	2,717187E+3	4,191810E-1	2,717187E+3	-1,656332E-1	2,717187E+3	4,108771E-1	2,717187E+3	-7,911122E-2
2,718750E+3	3,741700E-1	2,718750E+3	-2,513030E-1	2,718750E+3	4,123950E-1	2,718750E+3	-4,302739E-2	2,718750E+3	4,236470E-1	2,718750E+3	-1,675222E-1	2,718750E+3	4,184314E-1	2,718750E+3	-7,880274E-2
2,720312E+3	3,745746E-1	2,720312E+3	-2,528370E-1	2,720312E+3	4,165818E-1	2,720312E+3	-4,482120E-2	2,720312E+3	4,260788E-1	2,720312E+3	-1,700911E-1	2,720312E+3	4,228889E-1	2,720312E+3	-8,000140E-2
2,721875E+3	3,749638E-1	2,721875E+3	-2,542553E-1	2,721875E+3	4,220715E-1	2,721875E+3	-4,424447E-2	2,721875E+3	4,287628E-1	2,721875E+3	-1,721603E-1	2,721875E+3	4,279672E-1	2,721875E+3	-8,018076E-2
2,723437E+3	3,752684E-1	2,723437E+3	-2,557193E-1	2,723437E+3	4,369979E-1	2,723437E+3	-4,879259E-2	2,723437E+3	4,308166E-1	2,723437E+3	-1,746553E-1	2,723437E+3	4,324030E-1	2,723437E+3	-8,132899E-2
2,725000E+3	3,755495E-1	2,725000E+3	-2,570795E-1	2,725000E+3	4,585843E-1	2,725000E+3	-4,593452E-2	2,725000E+3	4,332008E-1	2,725000E+3	-1,766651E-1	2,725000E+3	4,375254E-1	2,725000E+3	-8,158215E-2
2,726562E+3	3,755169E-1	2,726562E+3	-2,585410E-1	2,726562E+3	4,684169E-1	2,726562E+3	-4,795391E-2	2,726562E+3	4,366034E-1	2,726562E+3	-1,790843E-1	2,726562E+3	4,445784E-1	2,726562E+3	-8,287763E-2
2,728125E+3	3,754704E-1	2,728125E+3	-2,599197E-1	2,728125E+3	4,813626E-1	2,728125E+3	-4,795321E-2	2,728125E+3	4,403933E-1	2,728125E+3	-1,808578E-1	2,728125E+3	4,528818E-1	2,728125E+3	-8,288820E-2
2,729687E+3	3,759125E-1	2,729687E+3	-2,610230E-1	2,729687E+3	4,865359E-1	2,729687E+3	-4,892473E-2	2,729687E+3	4,452046E-1	2,729687E+3	-1,830743E-1	2,729687E+3	4,607017E-1	2,729687E+3	-8,398816E-2
2,731250E+3	3,762928E-1	2,731250E+3	-2,620281E-1	2,731250E+3	4,928535E-1	2,731250E+3	-4,926908E-2	2,731250E+3	4,503994E-1	2,731250E+3	-1,845390E-1	2,731250E+3	4,699209E-1	2,731250E+3	-8,386470E-2
2,732812E+3	3,769317E-1	2,732812E+3	-2,628894E-1	2,732812E+3	5,055834E-1	2,732812E+3	-5,074160E-2	2,732812E+3	4,543608E-1	2,732812E+3	-1,865180E-1	2,732812E+3	4,762435E-1	2,732812E+3	-8,482538E-2
2,734375E+3	3,774839E-1	2,734375E+3	-2,636316E-1	2,734375E+3	5,217227E-1	2,734375E+3	-5,054431E-2	2,734375E+3	4,586286E-1	2,734375E+3	-1,879505E-1	2,734375E+3	4,836595E-1	2,734375E+3	-8,497759E-2
2,735937E+3	3,781044E-1	2,735937E+3	-2,644339E-1	2,735937E+3	5,332222E-1	2,735937E+3	-5,247383E-2	2,735937E+3	4,614456E-1	2,735937E+3	-1,898413E-1	2,735937E+3	4,905649E-1	2,735937E+3	-8,605727E-2
2,737500E+3	3,786300E-1	2,737500E+3	-2,651180E-1	2,737500E+3	5,473006E-1	2,737500E+3	-5,368305E-2	2,737500E+3	4,645218E-1	2,737500E+3	-1,913567E-1	2,737500E+3	4,986855E-1	2,737500E+3	-8,641752E-2
2,739062E+3	3,791061E-1	2,739062E+3	-2,660490E-1	2,739062E+3	5,509008E-1	2,739062E+3	-5,444020E-2	2,739062E+3	4,676175E-1	2,739062E+3	-1,931181E-1	2,739062E+3	5,060717E-1	2,739062E+3	-8,764057E-2
2,740625E+3	3,794953E-1	2,740625E+3	-2,668713E-1	2,740625E+3	5,550167E-1	2,740625E+3	-5,505106E-2	2,740625E+3	4,709941E-1	2,740625E+3	-1,944893E-1	2,740625E+3	5,147568E-1	2,740625E+3	-8,823710E-2
2,742187E+3	3,802964E-1	2,742187E+3	-2,675543E-1	2,742187E+3	5,571824E-1	2,742187E+3	-5,542537E-2	2,742187E+3	4,745008E-1	2,742187E+3	-1,960755E-1	2,742187E+3	5,200969E-1	2,742187E+3	-8,940601E-2
2,743750E+3	3,809713E-1	2,743750E+3	-2,681113E-1	2,743750E+3	5,596627E-1	2,743750E+3	-5,568141E-2	2,743750E+3	4,783694E-1	2,743750E+3	-1,972076E-1	2,743750E+3	5,263184E-1	2,743750E+3	-9,023467E-2
2,745312E+3	3,822329E-1	2,745312E+3	-2,684325E-1	2,745312E+3	5,610369E-1	2,745312E+3	-5,571869E-2	2,745312E+3	4,796577E-1	2,745312E+3	-1,987805E-1	2,745312E+3	5,301433E-1	2,745312E+3	-9,125610E-2
2,746875E+3	3,833134E-1	2,746875E+3	-2,686024E-1	2,746875E+3	5,626223E-1	2,746875E+3	-5,565503E-2	2,746875E+3	4,814809E-1	2,746875E+3	-2,001027E-1	2,746875E+3	5,346509E-1	2,746875E+3	-9,205744E-2
2,748437E+3	3,847461E-1	2,748437E+3	-2,686810E-1	2,748437E+3	5,918257E-1	2,748437E+3	-5,881334E-2	2,748437E+3	4,766493E-1	2,748437E+3	-2,019731E-1	2,748437E+3	5,378876E-1	2,748437E+3	-9,308297E-2
2,750000E+3	3,859729E-1	2,750000E+3	-2,685817E-1	2,750000E+3	6,293751E-1	2,750000E+3	-6,016822E-2	2,750000E+3	4,732252E-1	2,750000E+3	-2,045383E-1	2,750000E+3	5,418511E-1	2,750000E+3	-9,395262E-2
2,751562E+3	3,869639E-1	2,751562E+3	-2,689481E-1	2,751562E+3	5,997096E-1	2,751562E+3	-5,822243E-2	2,751562E+3	4,745461E-1	2,751562E+3	-2,059676E-1	2,751562E+3	5,416826E-1	2,751562E+3	-9,584438E-2
2,753125E+3	3,878056E-1	2,753125E+3	-2,691352E-1	2,753125E+3	5,923457E-1	2,753125E+3	-6,871147E-2	2,753125E+3	4,762757E-1	2,753125E+3	-2,072701E-1	2,753125E+3	5,428373E-1	2,753125E+3	-9,797828E-2
2,754687E+3	3,885192E-1	2,754687E+3	-2,696714E-1	2,754687E+3	5,945200E-1	2,754687E+3	-6,956296E-2	2,754687E+3	4,796808E-1	2,754687E+3	-2,082977E-1	2,754687E+3	5,406221E-1	2,754687E+3	-1,004799E-1
2,756250E+3	3,891365E-1	2,756250E+3	-2,700094E-1	2,756250E+3	5,968843E-1	2,756250E+3	-7,049573E-2	2,756250E+3	4,833247E-1	2,756250E+3	-2,090379E-1	2,756250E+3	5,402555E-1	2,756250E+3	-1,037481E-1
2,757812E+3	3,900287E-1	2,757812E+3	-2,702481E-1	2,757812E+3	5,984622E-1	2,757812E+3	-7,130682E-2	2,757812E+3	4,871754E-1	2,757812E+3	-2,099143E-1	2,757812E+3	5,832933E-1	2,757812E+3	-9,948517E-2
2,759375E+3	3,908300E-1	2,759375E+3	-2,702347E-1	2,759375E+3	6,002413E-1	2,759375E+3	-7,225231E-2	2,759375E+3	4,912271E-1	2,759375E+3	-2,104965E-1	2,759375E+3	6,360829E-1	2,759375E+3	-8,825039E-2
2,760937E+3	3,917651E-1	2,760937E+3	-2,703637E-1	2,760937E+3	6,516978E-1	2,760937E+3	-6,904465E-2	2,760937E+3	4,950416E-1	2,760937E+3	-2,113110E-1	2,760937E+3	6,405096E-1	2,760937E+3	-8,932308E-2
2,762500E+3	3,926190E-1	2,762500E+3	-2,702251E-1	2,762500E+3	7,156067E-1	2,762500E+3	-5,986874E-2	2,762500E+3	4,990367E-1	2,762500E+3	-2,118537E-1	2,762500E+3	6,453110E-1	2,762500E+3	-9,039985E-2
2,764062E+3	3,938317E-1	2,764062E+3	-2,702039E-1	2,764062E+3	7,215176E-1	2,764062E+3	-6,084521E-2	2,764062E+3	5,031645E-1	2,764062E+3	-2,123505E-1	2,764062E+3	6,492764E-1	2,764062E+3	-9,125715E-2
2,765625E+3	3,949513E-1	2,765625E+3	-2,698970E-1	2,765625E+3	7,277900E-1	2,765625E+3	-6,198425E-2	2,765625E+3	5,074597E-1	2,765625E+3	-2,125518E-1	2,765625E+3	6,535135E-1	2,765625E+3	-9,210873E-2
2,767187E+3	3,965511E-1	2,767187E+3	-2,697755E-1	2,767187E+3	7,324051E-1	2,767187E+3	-6,287472E-2	2,767187E+3	5,109462E-1	2,767187E+3	-2,130836E-1	2,767187E+3	6,580216E-1	2,767187E+3	-9,274245E-2
2,768750E+3	3,980728E-1	2,768750E+3	-2,693225E-1	2,768750E+3	7,372855E-1	2,768750E+3	-6,394739E-2	2,768750E+3	5,145835E-1	2,768750E+3	-2,133822E-1	2,768750E+3	6,627948E-1	2,768750E+3	-9,334264E-2
2,770312E+3	3,998068E-1	2,770312E+3	-2,691995E-1	2,770312E+3	7,414532E-1	2,770312E+3	-6,485222E-2	2,770312E+3	5,083161E-1	2,770312E+3	-2,149097E-1	2,770312E+3	6,674855E-1	2,770312E+3	-9,394786E-2
2,771875E+3	4,014917E-1	2,771875E+3	-2,687397E-1	2,771875E+3	7,458381E-1	2,771875E+3	-6,593686E-2	2,771875E+3	5,038011E-1	2,771875E+3	-2,186261E-1	2,771875E+3	6,724144E-1	2,771875E+3	-9,451107E-2
2,773437E+3	4,033697E-1	2,773437E+3	-2,685797E-1	2,773437E+3	7,498890E-1	2,773437E+3	-6,688510E-2	2,773437E+3	5,058155E-1	2,773437E+3	-2,189665E-1	2,773437E+3	6,769049E-1	2,773437E+3	-9,509589E-2
2,775000E+3	4,052360E-1	2,775000E+3	-2,680718E-1	2,775000E+3	7,541214E-1	2,775000E+3	-6,800484E-2	2,775000E+3	5,083253E-1	2,775000E+3	-2,194794E-1	2,775000E+3	6,815914E-1	2,775000E+3	-9,563800E-2
2,776562E+3	4,084077E-1	2,776562E+3	-2,670459E-1	2,776562E+3	7,587849E-1	2,776562E+3	-6,902196E-2	2,776562E+3	5,117090E-1	2,776562E+3	-2,194095E-1	2,776562E+3	6,857553E-1	2,776562E+3	-9,607728E-2
2,778125E+3	4,115374E-1	2,778125E+3	-2,655125E-1	2,778125E+3	7,636607E-1	2,778125E+3	-7,020499E-2	2,778125E+3	5,155683E-1	2,778125E+3	-2,194860E-1	2,778125E+3	6,900704E-1	2,778125E+3	-9,647051E-2
2,779687E+3	4,147309E-1	2,779687E+3	-2,645195E-1	2,779687E+3	7,694407E-1	2,779687E+3	-7,131503E-2	2,779687E+3	5,127264E-1	2,779687E+3	-2,212284E-1	2,779687E+3	6,943963E-1	2,779687E+3	-9,655024E-2
2,781250E+3	4,179496E-1	2,781250E+3	-2,630463E-1	2,781250E+3	7,754933E-1	2,781250E+3	-7,259323E-2	2,781250E+3	5,104992E-1	2,781250E+3	-2,248927E-1	2,781250E+3	6,988486E-1	2,781250E+3	-9,656693E-2
2,782812E+3	4,199407E-1	2,782812E+3	-2,629706E-1	2,782812E+3	7,820055E-1	2,782812E+3	-7,390533E-2	2,782812E+3	5,113272E-1	2,782812E+3	-2,263636E-1	2,782812E+3	6,970432E-1	2,782812E+3	-1,055835E-1
2,784375E+3	4,220968E-1	2,784375E+3	-2,626069E-1	2,784375E+3	7,888037E-1	2,784375E+3	-7,542288E-2	2,784375E+3	5,122828E-1	2,784375E+3	-2,280297E-1	2,784375E+3	7,106491E-1	2,784375E+3	-1,317226E-1
2,785937E+3	4,234721E-1	2,785937E+3	-2,630717E-1	2,785937E+3	7,950569E-1	2,785937E+3	-7,721809E-2	2,785937E+3	5,134152E-1	2,785937E+3	-2,294632E-1	2,785937E+3	7,165855E-1	2,785937E+3	-1,326827E-1
2,787500E+3	4,250670E-1	2,787500E+3	-2,633758E-1	2,787500E+3	8,016218E-1	2,787500E+3	-7,928956E-2	2,787500E+3	5,146136E-1	2,787500E+3	-2,309512E-1	2,787500E+3	7,226749E-1	2,787500E+3	-1,336066E-1
2,789062E+3	4,260648E-1	2,789062E+3	-2,643009E-1	2,789062E+3	8,067279E-1	2,789062E+3	-8,149939E-2	2,789062E+3	5,162506E-1	2,789062E+3	-2,321596E-1	2,789062E+3	7,282818E-1	2,789062E+3	-1,344568E-1
2,790625E+3	4,273052E-1	2,790625E+3	-2,651653E-1	2,790625E+3	8,121426E-1	2,790625E+3	-8,408239E-2	2,790625E+3	5,179366E-1	2,790625E+3	-2,333631E-1	2,790625E+3	7,340205E-1	2,790625E+3	-1,352734E-1
2,792187E+3	4,283639E-1	2,792187E+3	-2,660670E-1	2,792187E+3	8,145886E-1	2,792187E+3	-9,421731E-2	2,792187E+3	5,430824E-1	2,792187E+3	-2,201923E-1	2,792187E+3	7,389146E-1	2,792187E+3	-1,360645E-1
2,793750E+3	4,296937E-1	2,793750E+3	-2,669613E-1	2,793750E+3	8,206393E-1	2,793750E+3	-1,156878E-1	2,793750E+3	5,681086E-1	2,793750E+3	-2,042569E-1	2,793750E+3	7,439161E-1	2,793750E+3	-1,368349E-1
2,795312E+3	4,314702E-1	2,795312E+3	-2,672358E-1	2,795312E+3	8,269371E-1	2,795312E+3	-1,165663E-1	2,795312E+3	5,731574E-1	2,795312E+3	-2,034935E-1	2,795312E+3	7,478432E-1	2,795312E+3	-1,377317E-1
2,796875E+3	4,335141E-1	2,796875E+3	-2,674929E-1	2,796875E+3	8,333169E-1	2,796875E+3	-1,174110E-1	2,796875E+3	5,782940E-1	2,796875E+3	-2,025602E-1	2,796875E+3	7,518594E-1	2,796875E+3	-1,386263E-1
2,798437E+3	4,394112E-1	2,798437E+3	-2,647752E-1	2,798437E+3	8,407562E-1	2,798437E+3	-1,183314E-1	2,798437E+3	5,817045E-1	2,798437E+3	-2,027709E-1	2,798437E+3	7,555897E-1	2,798437E+3	-1,396298E-1
2,800000E+3	4,454654E-1	2,800000E+3	-2,615642E-1	2,800000E+3	8,482809E-1	2,800000E+3	-1,191936E-1	2,800000E+3	5,852392E-1	2,800000E+3	-2,031486E-1	2,800000E+3	7,594127E-1	2,800000E+3	-1,406329E-1
2,801562E+3	4,564637E-1	2,801562E+3	-2,564407E-1	2,801562E+3	8,545449E-1	2,801562E+3	-1,199022E-1	2,801562E+3	5,873556E-1	2,801562E+3	-2,045608E-1	2,801562E+3	7,631340E-1	2,801562E+3	-1,415154E-1
2,803125E+3	4,676940E-1	2,803125E+3	-2,502787E-1	2,803125E+3	8,608691E-1	2,803125E+3	-1,205595E-1	2,803125E+3	5,896456E-1	2,803125E+3	-2,064779E-1	2,803125E+3	7,669432E-1	2,803125E+3	-1,423936E-1
2,804687E+3	4,687378E-1	2,804687E+3	-2,512143E-1	2,804687E+3	8,654393E-1	2,804687E+3	-1,209641E-1	2,804687E+3	5,919259E-1	2,804687E+3	-2,080705E-1	2,804687E+3	7,810279E-1	2,804687E+3	-1,394501E-1
2,806250E+3	4,701483E-1	2,806250E+3	-2,528572E-1	2,806250E+3	8,700510E-1	2,806250E+3	-1,213344E-1	2,806250E+3	5,943668E-1	2,806250E+3	-2,100850E-1	2,806250E+3	7,946184E-1	2,806250E+3	-1,362881E-1
2,807812E+3	4,695374E-1	2,807812E+3	-2,554155E-1	2,807812E+3	8,734530E-1	2,807812E+3	-1,213599E-1	2,807812E+3	5,975172E-1	2,807812E+3	-2,116875E-1	2,807812E+3	7,960454E-1	2,807812E+3	-1,371614E-1
2,809375E+3	4,691492E-1	2,809375E+3	-2,587125E-1	2,809375E+3	8,768764E-1	2,809375E+3	-1,213611E-1	2,809375E+3	6,008607E-1	2,809375E+3	-2,135882E-1	2,809375E+3	7,975256E-1	2,809375E+3	-1,380596E-1
2,810937E+3	4,707262E-1	2,810937E+3	-2,601068E-1	2,810937E+3	8,800922E-1	2,810937E+3	-1,209891E-1	2,810937E+3	6,050392E-1	2,810937E+3	-2,138450E-1	2,810937E+3	7,990939E-1	2,810937E+3	-1,389380E-1
2,812500E+3	4,723830E-1	2,812500E+3	-2,615837E-1	2,812500E+3	8,833177E-1	2,812500E+3	-1,205875E-1	2,812500E+3	6,093119E-1	2,812500E+3	-2,140617E-1	2,812500E+3	8,007154E-1	2,812500E+3	-1,398361E-1
