Sample 1 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 1 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 2 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 2 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 3 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 3 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	Sample 4 - Real_Frequency [Hz]	Normalized Characteristic Impedance	Sample 4 - Imag_Frequency [Hz]	Normalized Characteristic Impedance	
1,339062E+3	1,662251E+0	1,339062E+3	5,269910E-2	1,339062E+3	1,425318E+0	1,339062E+3	1,462184E-1	1,339062E+3	1,570894E+0	1,339062E+3	3,648939E-1	1,339062E+3	1,027914E+0	1,339062E+3	3,543803E-2
1,340625E+3	1,673682E+0	1,340625E+3	5,396754E-2	1,340625E+3	1,419533E+0	1,340625E+3	1,468480E-1	1,340625E+3	1,557809E+0	1,340625E+3	3,463999E-1	1,340625E+3	1,021203E+0	1,340625E+3	3,390724E-2
1,342187E+3	1,686432E+0	1,342187E+3	5,554196E-2	1,342187E+3	1,417486E+0	1,342187E+3	1,480050E-1	1,342187E+3	1,554362E+0	1,342187E+3	3,389808E-1	1,342187E+3	1,014357E+0	1,342187E+3	3,287952E-2
1,343750E+3	1,699294E+0	1,343750E+3	5,742202E-2	1,343750E+3	1,415074E+0	1,343750E+3	1,499473E-1	1,343750E+3	1,550285E+0	1,343750E+3	3,313647E-1	1,343750E+3	1,007411E+0	1,343750E+3	3,200194E-2
1,345312E+3	1,714302E+0	1,345312E+3	5,958909E-2	1,345312E+3	1,412596E+0	1,345312E+3	1,512837E-1	1,345312E+3	1,561874E+0	1,345312E+3	3,455697E-1	1,345312E+3	9,997229E-1	1,345312E+3	3,065200E-2
1,346875E+3	1,729327E+0	1,346875E+3	6,215999E-2	1,346875E+3	1,409815E+0	1,346875E+3	1,534169E-1	1,346875E+3	1,572411E+0	1,346875E+3	3,598793E-1	1,346875E+3	9,919310E-1	1,346875E+3	2,952744E-2
1,348437E+3	1,747094E+0	1,348437E+3	6,512778E-2	1,348437E+3	1,401910E+0	1,348437E+3	1,542427E-1	1,348437E+3	1,555397E+0	1,348437E+3	3,116554E-1	1,348437E+3	9,824098E-1	1,348437E+3	2,858512E-2
1,350000E+3	1,764842E+0	1,350000E+3	6,865375E-2	1,350000E+3	1,393986E+0	1,350000E+3	1,555126E-1	1,350000E+3	1,536252E+0	1,350000E+3	2,653757E-1	1,350000E+3	9,728436E-1	1,350000E+3	2,791000E-2
1,351562E+3	1,785159E+0	1,351562E+3	7,142404E-2	1,351562E+3	1,384434E+0	1,351562E+3	1,561143E-1	1,351562E+3	1,526734E+0	1,351562E+3	2,510186E-1	1,351562E+3	9,197118E-1	1,351562E+3	2,908905E-2
1,353125E+3	1,805328E+0	1,353125E+3	7,488613E-2	1,353125E+3	1,375012E+0	1,353125E+3	1,570142E-1	1,353125E+3	1,516410E+0	1,353125E+3	2,372687E-1	1,353125E+3	8,723736E-1	1,353125E+3	2,770055E-2
1,354687E+3	1,829123E+0	1,354687E+3	7,880800E-2	1,354687E+3	1,365586E+0	1,354687E+3	1,572037E-1	1,354687E+3	1,513176E+0	1,354687E+3	2,335839E-1	1,354687E+3	8,463658E-1	1,354687E+3	2,678209E-2
1,356250E+3	1,852707E+0	1,356250E+3	8,365239E-2	1,356250E+3	1,356391E+0	1,356250E+3	1,576804E-1	1,356250E+3	1,509189E+0	1,356250E+3	2,301212E-1	1,356250E+3	8,226209E-1	1,356250E+3	2,572214E-2
1,357812E+3	1,876794E+0	1,357812E+3	8,725167E-2	1,357812E+3	1,349575E+0	1,357812E+3	1,582831E-1	1,357812E+3	1,501989E+0	1,357812E+3	2,218334E-1	1,357812E+3	8,510498E-1	1,357812E+3	2,412254E-2
1,359375E+3	1,900623E+0	1,359375E+3	9,187605E-2	1,359375E+3	1,342968E+0	1,359375E+3	1,593514E-1	1,359375E+3	1,494273E+0	1,359375E+3	2,139917E-1	1,359375E+3	8,745472E-1	1,359375E+3	2,732714E-2
1,360937E+3	1,413739E+0	1,360937E+3	6,247902E-2	1,360937E+3	1,342044E+0	1,360937E+3	1,610486E-1	1,360937E+3	1,485471E+0	1,360937E+3	2,040868E-1	1,360937E+3	9,036263E-1	1,360937E+3	2,464907E-2
1,362500E+3	1,118779E+0	1,362500E+3	2,331013E-2	1,362500E+3	1,341165E+0	1,362500E+3	1,637221E-1	1,362500E+3	1,476135E+0	1,362500E+3	1,948886E-1	1,362500E+3	9,275442E-1	1,362500E+3	2,878732E-2
1,364062E+3	1,125352E+0	1,364062E+3	2,320085E-2	1,364062E+3	1,344615E+0	1,364062E+3	1,658300E-1	1,364062E+3	1,473287E+0	1,364062E+3	1,924609E-1	1,364062E+3	9,471202E-1	1,364062E+3	2,672239E-2
1,365625E+3	1,130833E+0	1,365625E+3	2,387566E-2	1,365625E+3	1,348054E+0	1,365625E+3	1,694082E-1	1,365625E+3	1,469634E+0	1,365625E+3	1,905398E-1	1,365625E+3	9,640658E-1	1,365625E+3	3,029055E-2
1,367187E+3	1,131820E+0	1,367187E+3	2,329707E-2	1,367187E+3	1,352129E+0	1,367187E+3	1,719160E-1	1,367187E+3	1,466535E+0	1,367187E+3	1,873979E-1	1,367187E+3	9,740578E-1	1,367187E+3	2,857957E-2
1,368750E+3	1,132011E+0	1,368750E+3	2,348686E-2	1,368750E+3	1,356271E+0	1,368750E+3	1,760945E-1	1,368750E+3	1,462517E+0	1,368750E+3	1,849573E-1	1,368750E+3	9,833693E-1	1,368750E+3	3,070407E-2
1,370312E+3	1,126969E+0	1,370312E+3	2,312294E-2	1,370312E+3	1,355171E+0	1,370312E+3	1,775841E-1	1,370312E+3	1,447766E+0	1,370312E+3	1,721429E-1	1,370312E+3	9,891247E-1	1,370312E+3	2,983667E-2
1,371875E+3	1,121427E+0	1,371875E+3	2,349803E-2	1,371875E+3	1,354533E+0	1,371875E+3	1,803357E-1	1,371875E+3	1,433019E+0	1,371875E+3	1,607427E-1	1,371875E+3	9,949571E-1	1,371875E+3	3,201482E-2
1,373437E+3	1,098454E+0	1,373437E+3	2,170545E-2	1,373437E+3	1,334688E+0	1,373437E+3	1,779067E-1	1,373437E+3	1,414618E+0	1,373437E+3	1,468433E-1	1,373437E+3	9,956945E-1	1,373437E+3	3,079875E-2
1,375000E+3	1,076730E+0	1,375000E+3	2,023553E-2	1,375000E+3	1,316585E+0	1,375000E+3	1,752052E-1	1,375000E+3	1,396740E+0	1,375000E+3	1,345907E-1	1,375000E+3	9,972212E-1	1,375000E+3	3,204349E-2
1,376562E+3	9,938135E-1	1,376562E+3	1,645346E-2	1,376562E+3	1,286348E+0	1,376562E+3	1,710643E-1	1,376562E+3	1,386860E+0	1,376562E+3	1,274222E-1	1,376562E+3	9,952176E-1	1,376562E+3	3,144744E-2
1,378125E+3	9,242879E-1	1,378125E+3	9,228516E-3	1,378125E+3	1,258736E+0	1,378125E+3	1,654770E-1	1,378125E+3	1,376861E+0	1,378125E+3	1,215491E-1	1,378125E+3	9,944870E-1	1,378125E+3	3,291568E-2
1,379687E+3	9,006319E-1	1,379687E+3	7,501436E-3	1,379687E+3	1,251185E+0	1,379687E+3	1,653572E-1	1,379687E+3	1,368360E+0	1,379687E+3	1,150753E-1	1,379687E+3	9,882528E-1	1,379687E+3	3,253146E-2
1,381250E+3	8,787969E-1	1,381250E+3	5,995974E-3	1,381250E+3	1,244677E+0	1,381250E+3	1,656105E-1	1,381250E+3	1,359665E+0	1,381250E+3	1,100944E-1	1,381250E+3	9,839990E-1	1,381250E+3	3,367417E-2
1,382812E+3	8,701489E-1	1,382812E+3	4,985610E-3	1,382812E+3	1,248390E+0	1,382812E+3	1,681016E-1	1,382812E+3	1,344456E+0	1,382812E+3	9,988751E-2	1,382812E+3	9,723782E-1	1,382812E+3	3,321666E-2
1,384375E+3	8,615438E-1	1,384375E+3	5,224964E-3	1,384375E+3	1,252749E+0	1,384375E+3	1,718124E-1	1,384375E+3	1,329973E+0	1,384375E+3	9,142931E-2	1,384375E+3	9,640034E-1	1,384375E+3	3,359583E-2
1,385937E+3	8,542551E-1	1,385937E+3	3,850814E-3	1,385937E+3	1,258609E+0	1,385937E+3	1,744721E-1	1,385937E+3	1,309683E+0	1,385937E+3	8,018337E-2	1,385937E+3	9,490011E-1	1,385937E+3	3,269746E-2
1,387500E+3	8,469756E-1	1,387500E+3	4,244042E-3	1,387500E+3	1,265217E+0	1,387500E+3	1,785271E-1	1,387500E+3	1,290953E+0	1,387500E+3	7,060229E-2	1,387500E+3	9,387625E-1	1,387500E+3	3,158395E-2
1,389062E+3	8,395374E-1	1,389062E+3	2,378388E-3	1,389062E+3	1,271144E+0	1,389062E+3	1,812370E-1	1,389062E+3	1,272285E+0	1,389062E+3	6,101401E-2	1,389062E+3	9,322534E-1	1,389062E+3	3,063910E-2
1,390625E+3	8,324395E-1	1,390625E+3	2,726863E-3	1,390625E+3	1,277979E+0	1,390625E+3	1,853439E-1	1,390625E+3	1,255215E+0	1,390625E+3	5,287508E-2	1,390625E+3	9,319224E-1	1,390625E+3	3,048228E-2
1,392187E+3	8,267617E-1	1,392187E+3	8,422871E-4	1,392187E+3	1,281253E+0	1,392187E+3	1,878327E-1	1,392187E+3	1,239634E+0	1,392187E+3	4,640000E-2	1,392187E+3	9,401468E-1	1,392187E+3	2,922743E-2
1,393750E+3	8,216520E-1	1,393750E+3	1,851279E-3	1,393750E+3	1,285574E+0	1,393750E+3	1,913919E-1	1,393750E+3	1,225422E+0	1,393750E+3	4,129201E-2	1,393750E+3	9,565344E-1	1,393750E+3	3,109806E-2
1,395312E+3	8,185165E-1	1,395312E+3	-2,513559E-4	1,395312E+3	1,282637E+0	1,395312E+3	1,922167E-1	1,395312E+3	1,205773E+0	1,395312E+3	3,377202E-2	1,395312E+3	9,758738E-1	1,395312E+3	3,015391E-2
1,396875E+3	8,163570E-1	1,396875E+3	1,630333E-3	1,396875E+3	1,280977E+0	1,396875E+3	1,933852E-1	1,396875E+3	1,188402E+0	1,396875E+3	2,766608E-2	1,396875E+3	1,004905E+0	1,396875E+3	3,317894E-2
1,398437E+3	8,170551E-1	1,398437E+3	-5,095646E-4	1,398437E+3	1,273612E+0	1,398437E+3	1,926162E-1	1,398437E+3	1,172701E+0	1,398437E+3	2,217183E-2	1,398437E+3	1,020704E+0	1,398437E+3	3,410133E-2
1,400000E+3	8,194085E-1	1,400000E+3	2,302998E-3	1,400000E+3	1,267752E+0	1,400000E+3	1,916388E-1	1,400000E+3	1,159312E+0	1,400000E+3	1,862447E-2	1,400000E+3	1,042730E+0	1,400000E+3	3,626759E-2
1,401562E+3	8,242246E-1	1,401562E+3	-3,294612E-4	1,401562E+3	1,259122E+0	1,401562E+3	1,899129E-1	1,401562E+3	1,148787E+0	1,401562E+3	1,385718E-2	1,401562E+3	1,052539E+0	1,401562E+3	3,770862E-2
1,403125E+3	8,320547E-1	1,403125E+3	3,530344E-3	1,403125E+3	1,251888E+0	1,403125E+3	1,877075E-1	1,403125E+3	1,140511E+0	1,403125E+3	1,136217E-2	1,403125E+3	1,066307E+0	1,403125E+3	3,872163E-2
1,404687E+3	8,428438E-1	1,404687E+3	1,156436E-3	1,404687E+3	1,245847E+0	1,404687E+3	1,866336E-1	1,404687E+3	1,125916E+0	1,404687E+3	3,933434E-3	1,404687E+3	1,075174E+0	1,404687E+3	4,070028E-2
1,406250E+3	8,583468E-1	1,406250E+3	6,349122E-3	1,406250E+3	1,241056E+0	1,406250E+3	1,852717E-1	1,406250E+3	1,114163E+0	1,406250E+3	-2,429893E-3	1,406250E+3	1,087105E+0	1,406250E+3	4,187009E-2
1,407812E+3	8,758720E-1	1,407812E+3	3,847809E-3	1,407812E+3	1,238275E+0	1,407812E+3	1,853081E-1	1,407812E+3	1,097149E+0	1,407812E+3	-1,108358E-2	1,407812E+3	1,099183E+0	1,407812E+3	4,403160E-2
1,409375E+3	9,009357E-1	1,409375E+3	1,021868E-2	1,409375E+3	1,236600E+0	1,409375E+3	1,852873E-1	1,409375E+3	1,082941E+0	1,409375E+3	-1,956650E-2	1,409375E+3	1,114222E+0	1,409375E+3	4,548576E-2
1,410937E+3	9,205766E-1	1,410937E+3	8,038718E-3	1,410937E+3	1,228993E+0	1,410937E+3	1,836740E-1	1,410937E+3	1,066357E+0	1,410937E+3	-2,717034E-2	1,410937E+3	1,189370E+0	1,410937E+3	7,440941E-2
1,412500E+3	9,494786E-1	1,412500E+3	1,256904E-2	1,412500E+3	1,222212E+0	1,412500E+3	1,814675E-1	1,412500E+3	1,052390E+0	1,412500E+3	-3,491214E-2	1,412500E+3	1,277883E+0	1,412500E+3	1,235516E-1
1,414062E+3	9,699941E-1	1,414062E+3	1,160963E-2	1,414062E+3	1,211245E+0	1,414062E+3	1,780247E-1	1,414062E+3	1,036754E+0	1,414062E+3	-4,108256E-2	1,414062E+3	1,394978E+0	1,414062E+3	1,339976E-1
1,415625E+3	9,997452E-1	1,415625E+3	1,487050E-2	1,415625E+3	1,200883E+0	1,415625E+3	1,737356E-1	1,415625E+3	1,023473E+0	1,415625E+3	-4,764624E-2	1,415625E+3	1,551429E+0	1,415625E+3	1,622737E-1
1,417187E+3	1,017338E+0	1,417187E+3	1,524930E-2	1,417187E+3	1,302659E+0	1,417187E+3	2,273964E-1	1,417187E+3	1,009506E+0	1,417187E+3	-5,078325E-2	1,417187E+3	1,546082E+0	1,417187E+3	1,647857E-1
1,418750E+3	1,042957E+0	1,418750E+3	1,726709E-2	1,418750E+3	1,389287E+0	1,418750E+3	3,126055E-1	1,418750E+3	9,975222E-1	1,418750E+3	-5,436530E-2	1,418750E+3	1,540362E+0	1,418750E+3	1,645290E-1
1,420312E+3	1,054904E+0	1,420312E+3	1,892890E-2	1,420312E+3	1,381046E+0	1,420312E+3	3,120955E-1	1,420312E+3	1,130655E+0	1,420312E+3	-3,252334E-2	1,420312E+3	1,542231E+0	1,420312E+3	1,693267E-1
1,421875E+3	1,072411E+0	1,421875E+3	1,993028E-2	1,421875E+3	1,373560E+0	1,421875E+3	3,110146E-1	1,421875E+3	1,263492E+0	1,421875E+3	5,499317E-2	1,421875E+3	1,543917E+0	1,421875E+3	1,714997E-1
1,423437E+3	1,079068E+0	1,423437E+3	2,191472E-2	1,423437E+3	1,364874E+0	1,423437E+3	3,096891E-1	1,423437E+3	1,248611E+0	1,423437E+3	4,587224E-2	1,423437E+3	1,549278E+0	1,423437E+3	1,759423E-1
1,425000E+3	1,089857E+0	1,425000E+3	2,163075E-2	1,425000E+3	1,356950E+0	1,425000E+3	3,077799E-1	1,425000E+3	1,236192E+0	1,425000E+3	3,494564E-2	1,425000E+3	1,554579E+0	1,425000E+3	1,774536E-1
1,426562E+3	1,092066E+0	1,426562E+3	2,266547E-2	1,426562E+3	1,346945E+0	1,426562E+3	3,059993E-1	1,426562E+3	1,222001E+0	1,426562E+3	2,620349E-2	1,426562E+3	1,550864E+0	1,426562E+3	1,801927E-1
1,428125E+3	1,097005E+0	1,428125E+3	2,024128E-2	1,428125E+3	1,337633E+0	1,428125E+3	3,035512E-1	1,428125E+3	1,210166E+0	1,428125E+3	1,541100E-2	1,428125E+3	1,546094E+0	1,428125E+3	1,797057E-1
1,429687E+3	1,095640E+0	1,429687E+3	1,910903E-2	1,429687E+3	1,327210E+0	1,429687E+3	3,007894E-1	1,429687E+3	1,194786E+0	1,429687E+3	5,887755E-3	1,429687E+3	1,541798E+0	1,429687E+3	1,823921E-1
1,431250E+3	1,095749E+0	1,431250E+3	1,370205E-2	1,431250E+3	1,317559E+0	1,431250E+3	2,973315E-1	1,431250E+3	1,181942E+0	1,431250E+3	-6,192651E-3	1,431250E+3	1,536232E+0	1,431250E+3	1,819419E-1
1,432812E+3	1,092181E+0	1,432812E+3	1,041369E-2	1,432812E+3	1,307850E+0	1,432812E+3	2,938222E-1	1,432812E+3	1,164011E+0	1,432812E+3	-1,611763E-2	1,432812E+3	1,529820E+0	1,432812E+3	1,834866E-1
1,434375E+3	1,089354E+0	1,434375E+3	1,840426E-3	1,434375E+3	1,299032E+0	1,434375E+3	2,896811E-1	1,434375E+3	1,148834E+0	1,434375E+3	-2,945052E-2	1,434375E+3	1,521857E+0	1,434375E+3	1,820644E-1
1,435937E+3	1,341119E+0	1,435937E+3	4,353842E-2	1,435937E+3	1,291297E+0	1,435937E+3	2,869370E-1	1,435937E+3	1,133823E+0	1,435937E+3	-3,946444E-2	1,435937E+3	1,513365E+0	1,435937E+3	1,829540E-1
1,437500E+3	1,715689E+0	1,437500E+3	2,297186E-1	1,437500E+3	1,284591E+0	1,437500E+3	2,837289E-1	1,437500E+3	1,120823E+0	1,437500E+3	-5,288737E-2	1,437500E+3	1,503097E+0	1,437500E+3	1,810511E-1
1,439062E+3	1,698094E+0	1,439062E+3	2,301844E-1	1,439062E+3	1,280477E+0	1,439062E+3	2,849204E-1	1,439062E+3	1,122390E+0	1,439062E+3	-1,395551E-2	1,439062E+3	1,493321E+0	1,439062E+3	1,818077E-1
1,440625E+3	1,677664E+0	1,440625E+3	2,224112E-1	1,440625E+3	1,277209E+0	1,440625E+3	2,859392E-1	1,440625E+3	1,120886E+0	1,440625E+3	2,530705E-2	1,440625E+3	1,481579E+0	1,440625E+3	1,799111E-1
1,442187E+3	1,652523E+0	1,442187E+3	2,200320E-1	1,442187E+3	1,278103E+0	1,442187E+3	2,947187E-1	1,442187E+3	1,351658E+0	1,442187E+3	1,183741E-1	1,442187E+3	1,469439E+0	1,442187E+3	1,794825E-1
1,443750E+3	1,622833E+0	1,443750E+3	2,083062E-1	1,443750E+3	1,279084E+0	1,443750E+3	3,036975E-1	1,443750E+3	1,573618E+0	1,443750E+3	3,554746E-1	1,443750E+3	1,455097E+0	1,443750E+3	1,763701E-1
1,445312E+3	1,590777E+0	1,445312E+3	2,030022E-1	1,445312E+3	1,281440E+0	1,445312E+3	3,165096E-1	1,445312E+3	1,574838E+0	1,445312E+3	3,620273E-1	1,445312E+3	1,377777E+0	1,445312E+3	1,401396E-1
1,446875E+3	1,552524E+0	1,446875E+3	1,882822E-1	1,446875E+3	1,283544E+0	1,446875E+3	3,296647E-1	1,446875E+3	1,576900E+0	1,446875E+3	3,675981E-1	1,446875E+3	1,286195E+0	1,446875E+3	7,373287E-2
1,448437E+3	1,583656E+0	1,448437E+3	1,978105E-1	1,448437E+3	1,286502E+0	1,448437E+3	3,451493E-1	1,448437E+3	1,578575E+0	1,448437E+3	3,739322E-1	1,448437E+3	1,291601E+0	1,448437E+3	7,637089E-2
1,450000E+3	1,615237E+0	1,450000E+3	2,026417E-1	1,450000E+3	1,288997E+0	1,450000E+3	3,610430E-1	1,450000E+3	1,581070E+0	1,450000E+3	3,793412E-1	1,450000E+3	1,297062E+0	1,450000E+3	7,905150E-2
1,451562E+3	1,681249E+0	1,451562E+3	2,279305E-1	1,451562E+3	1,291108E+0	1,451562E+3	3,767134E-1	1,451562E+3	1,583133E+0	1,451562E+3	3,836289E-1	1,451562E+3	1,301425E+0	1,451562E+3	8,227106E-2
1,453125E+3	1,753127E+0	1,453125E+3	2,575340E-1	1,453125E+3	1,292749E+0	1,453125E+3	3,927395E-1	1,453125E+3	1,586326E+0	1,453125E+3	3,868931E-1	1,453125E+3	1,305786E+0	1,453125E+3	8,553957E-2
1,454687E+3	1,756220E+0	1,454687E+3	2,648273E-1	1,454687E+3	1,293394E+0	1,454687E+3	4,071057E-1	1,454687E+3	1,451642E+0	1,454687E+3	3,299624E-1	1,454687E+3	1,309695E+0	1,454687E+3	8,950607E-2
1,456250E+3	1,757397E+0	1,456250E+3	2,705067E-1	1,456250E+3	1,293665E+0	1,456250E+3	4,217581E-1	1,456250E+3	1,320551E+0	1,456250E+3	2,137658E-1	1,456250E+3	1,313578E+0	1,456250E+3	9,355256E-2
1,457812E+3	1,761563E+0	1,457812E+3	2,811976E-1	1,457812E+3	1,250973E+0	1,457812E+3	3,387270E-1	1,457812E+3	1,326681E+0	1,457812E+3	2,219334E-1	1,457812E+3	1,317759E+0	1,457812E+3	9,818821E-2
1,459375E+3	1,764188E+0	1,459375E+3	2,912561E-1	1,459375E+3	1,217924E+0	1,459375E+3	2,507786E-1	1,459375E+3	1,332797E+0	1,459375E+3	2,302476E-1	1,459375E+3	1,321922E+0	1,459375E+3	1,029009E-1
1,460937E+3	1,764293E+0	1,460937E+3	3,019516E-1	1,460937E+3	1,221740E+0	1,460937E+3	2,651193E-1	1,460937E+3	1,341909E+0	1,460937E+3	2,401622E-1	1,460937E+3	1,324840E+0	1,460937E+3	1,093841E-1
1,462500E+3	1,762597E+0	1,462500E+3	3,118187E-1	1,462500E+3	1,225141E+0	1,462500E+3	2,797666E-1	1,462500E+3	1,351115E+0	1,462500E+3	2,503555E-1	1,462500E+3	1,327703E+0	1,462500E+3	1,159452E-1
1,464062E+3	1,531443E+0	1,464062E+3	2,262717E-1	1,464062E+3	1,228609E+0	1,464062E+3	2,937331E-1	1,464062E+3	1,365205E+0	1,464062E+3	2,642343E-1	1,464062E+3	1,327281E+0	1,464062E+3	1,209105E-1
1,465625E+3	1,213427E+0	1,465625E+3	4,294982E-2	1,465625E+3	1,231707E+0	1,465625E+3	3,079808E-1	1,465625E+3	1,379403E+0	1,465625E+3	2,787730E-1	1,465625E+3	1,326740E+0	1,465625E+3	1,258599E-1
1,467187E+3	1,226577E+0	1,467187E+3	4,649508E-2	1,467187E+3	1,234202E+0	1,467187E+3	3,196009E-1	1,467187E+3	1,387994E+0	1,467187E+3	2,894616E-1	1,467187E+3	1,324360E+0	1,467187E+3	1,300858E-1
1,468750E+3	1,240092E+0	1,468750E+3	5,023750E-2	1,468750E+3	1,236530E+0	1,468750E+3	3,314715E-1	1,468750E+3	1,396609E+0	1,468750E+3	3,002975E-1	1,468750E+3	1,321767E+0	1,468750E+3	1,342918E-1
1,470312E+3	1,251818E+0	1,470312E+3	5,405237E-2	1,470312E+3	1,195246E+0	1,470312E+3	2,460042E-1	1,470312E+3	1,400100E+0	1,470312E+3	3,096543E-1	1,470312E+3	1,317480E+0	1,470312E+3	1,381764E-1
1,471875E+3	1,263853E+0	1,471875E+3	5,804819E-2	1,471875E+3	1,164071E+0	1,471875E+3	1,508310E-1	1,471875E+3	1,403429E+0	1,471875E+3	3,189013E-1	1,471875E+3	1,312891E+0	1,471875E+3	1,419725E-1
1,473437E+3	1,275174E+0	1,473437E+3	6,358100E-2	1,473437E+3	1,169747E+0	1,473437E+3	1,642142E-1	1,473437E+3	1,404039E+0	1,473437E+3	3,284891E-1	1,473437E+3	1,217009E+0	1,473437E+3	1,185106E-1
1,475000E+3	1,286755E+0	1,475000E+3	6,935276E-2	1,475000E+3	1,175075E+0	1,475000E+3	1,777764E-1	1,475000E+3	1,404340E+0	1,475000E+3	3,378754E-1	1,475000E+3	1,101913E+0	1,475000E+3	8,423897E-2
1,476562E+3	1,297547E+0	1,476562E+3	7,564223E-2	1,476562E+3	1,178987E+0	1,476562E+3	1,879849E-1	1,476562E+3	1,409706E+0	1,476562E+3	3,125083E-1	1,476562E+3	1,080552E+0	1,476562E+3	8,090110E-2
1,478125E+3	1,308548E+0	1,478125E+3	8,217647E-2	1,478125E+3	1,182788E+0	1,478125E+3	1,982450E-1	1,478125E+3	1,419237E+0	1,478125E+3	2,850270E-1	1,478125E+3	1,057249E+0	1,478125E+3	7,688426E-2
1,479687E+3	1,321008E+0	1,479687E+3	8,960392E-2	1,479687E+3	1,183342E+0	1,479687E+3	2,001214E-1	1,479687E+3	1,422121E+0	1,479687E+3	2,962965E-1	1,479687E+3	1,050463E+0	1,479687E+3	7,769485E-2
1,481250E+3	1,333665E+0	1,481250E+3	9,730441E-2	1,481250E+3	1,184295E+0	1,481250E+3	2,017890E-1	1,481250E+3	1,424728E+0	1,481250E+3	3,075116E-1	1,481250E+3	1,043490E+0	1,481250E+3	7,837039E-2
1,482812E+3	1,222333E+0	1,482812E+3	7,451908E-2	1,482812E+3	1,178018E+0	1,482812E+3	1,913979E-1	1,482812E+3	1,252240E+0	1,482812E+3	2,061052E-1	1,482812E+3	1,019581E+0	1,482812E+3	7,498203E-2
1,484375E+3	1,086615E+0	1,484375E+3	4,384558E-2	1,484375E+3	1,172884E+0	1,484375E+3	1,798497E-1	1,484375E+3	1,023081E+0	1,484375E+3	2,921473E-2	1,484375E+3	9,935234E-1	1,484375E+3	7,081118E-2
1,485937E+3	1,078941E+0	1,485937E+3	4,311845E-2	1,485937E+3	1,169214E+0	1,485937E+3	1,785252E-1	1,485937E+3	1,027555E+0	1,485937E+3	3,235039E-2	1,485937E+3	9,870484E-1	1,485937E+3	7,241252E-2
1,487500E+3	1,070766E+0	1,487500E+3	4,217462E-2	1,487500E+3	1,166101E+0	1,487500E+3	1,764764E-1	1,487500E+3	1,032043E+0	1,487500E+3	3,549337E-2	1,487500E+3	9,805867E-1	1,487500E+3	7,388457E-2
1,489062E+3	1,062643E+0	1,489062E+3	4,190690E-2	1,489062E+3	1,163617E+0	1,489062E+3	1,767382E-1	1,489062E+3	1,035952E+0	1,489062E+3	3,914728E-2	1,489062E+3	9,763009E-1	1,489062E+3	7,597649E-2
1,490625E+3	1,054032E+0	1,490625E+3	4,145718E-2	1,490625E+3	1,161526E+0	1,490625E+3	1,764297E-1	1,490625E+3	1,039865E+0	1,490625E+3	4,279376E-2	1,490625E+3	9,721011E-1	1,490625E+3	7,797722E-2
1,492187E+3	1,043926E+0	1,492187E+3	4,054983E-2	1,492187E+3	1,157827E+0	1,492187E+3	1,743443E-1	1,492187E+3	1,042459E+0	1,492187E+3	4,595031E-2	1,492187E+3	9,656796E-1	1,492187E+3	7,935874E-2
1,493750E+3	1,033218E+0	1,493750E+3	3,942180E-2	1,493750E+3	1,154556E+0	1,493750E+3	1,715712E-1	1,493750E+3	1,045056E+0	1,493750E+3	4,907108E-2	1,493750E+3	9,592614E-1	1,493750E+3	8,064794E-2
1,495312E+3	1,022988E+0	1,495312E+3	3,816974E-2	1,495312E+3	1,148133E+0	1,495312E+3	1,642832E-1	1,495312E+3	1,045505E+0	1,495312E+3	5,107044E-2	1,495312E+3	9,501423E-1	1,495312E+3	7,990542E-2
1,496875E+3	1,012207E+0	1,496875E+3	3,668451E-2	1,496875E+3	1,142241E+0	1,496875E+3	1,559115E-1	1,496875E+3	1,045942E+0	1,496875E+3	5,299255E-2	1,496875E+3	9,409071E-1	1,496875E+3	7,905130E-2
1,498437E+3	1,007444E+0	1,498437E+3	3,668555E-2	1,498437E+3	1,135989E+0	1,498437E+3	1,501377E-1	1,498437E+3	1,043971E+0	1,498437E+3	5,383597E-2	1,498437E+3	9,343975E-1	1,498437E+3	7,792696E-2
1,500000E+3	1,002554E+0	1,500000E+3	3,655071E-2	1,500000E+3	1,130133E+0	1,500000E+3	1,434358E-1	1,500000E+3	1,041952E+0	1,500000E+3	5,455391E-2	1,500000E+3	9,278236E-1	1,500000E+3	7,669973E-2
1,501562E+3	1,000046E+0	1,501562E+3	3,683332E-2	1,501562E+3	1,125204E+0	1,501562E+3	1,399641E-1	1,501562E+3	1,037806E+0	1,501562E+3	5,442363E-2	1,501562E+3	9,234494E-1	1,501562E+3	7,573927E-2
1,503125E+3	9,975101E-1	1,503125E+3	3,703049E-2	1,503125E+3	1,120548E+0	1,503125E+3	1,358437E-1	1,503125E+3	1,033576E+0	1,503125E+3	5,409425E-2	1,503125E+3	9,190836E-1	1,503125E+3	7,469000E-2
1,504687E+3	9,952351E-1	1,504687E+3	3,754474E-2	1,504687E+3	1,116964E+0	1,504687E+3	1,346054E-1	1,504687E+3	1,027564E+0	1,504687E+3	5,345484E-2	1,504687E+3	9,135828E-1	1,504687E+3	7,544610E-2
