Sample 1 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 1 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 2 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 2 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 3 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 3 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 4 - Real_Frequency [Hz]	Characteristic Wave Number [m^-1]	Sample 4 - Imag_Frequency [Hz]	Characteristic Wave Number [m^-1]	
2,720312E+3	2,550733E+2	2,720312E+3	-1,583043E+1	2,720312E+3	1,549684E+2	2,720312E+3	-2,240348E+0	2,720312E+3	1,529456E+2	2,720312E+3	-9,055674E+0	2,720312E+3	8,492347E+1	2,720312E+3	-4,177958E+0
2,721875E+3	2,549532E+2	2,721875E+3	-1,591347E+1	2,721875E+3	1,548741E+2	2,721875E+3	-2,238707E+0	2,721875E+3	1,528170E+2	2,721875E+3	-9,142321E+0	2,721875E+3	8,514361E+1	2,721875E+3	-4,188818E+0
2,723437E+3	2,548285E+2	2,723437E+3	-1,599623E+1	2,723437E+3	1,549053E+2	2,723437E+3	-2,324938E+0	2,723437E+3	1,527301E+2	2,723437E+3	-9,250749E+0	2,723437E+3	8,536452E+1	2,723437E+3	-4,222293E+0
2,725000E+3	2,546901E+2	2,725000E+3	-1,607282E+1	2,725000E+3	1,550533E+2	2,725000E+3	-2,250224E+0	2,725000E+3	1,526361E+2	2,725000E+3	-9,338480E+0	2,725000E+3	8,557771E+1	2,725000E+3	-4,234436E+0
2,726562E+3	2,545524E+2	2,726562E+3	-1,615033E+1	2,726562E+3	1,549436E+2	2,726562E+3	-2,291167E+0	2,726562E+3	1,525715E+2	2,726562E+3	-9,440050E+0	2,726562E+3	8,574013E+1	2,726562E+3	-4,268420E+0
2,728125E+3	2,544010E+2	2,728125E+3	-1,622212E+1	2,728125E+3	1,548852E+2	2,728125E+3	-2,285376E+0	2,728125E+3	1,524999E+2	2,728125E+3	-9,517186E+0	2,728125E+3	8,588591E+1	2,728125E+3	-4,272077E+0
2,729687E+3	2,542614E+2	2,729687E+3	-1,628494E+1	2,729687E+3	1,546721E+2	2,729687E+3	-2,311226E+0	2,729687E+3	1,524111E+2	2,729687E+3	-9,607454E+0	2,729687E+3	8,602666E+1	2,729687E+3	-4,301817E+0
2,731250E+3	2,541067E+2	2,731250E+3	-1,634218E+1	2,731250E+3	1,544742E+2	2,731250E+3	-2,321469E+0	2,731250E+3	1,523170E+2	2,731250E+3	-9,673303E+0	2,731250E+3	8,614981E+1	2,731250E+3	-4,302236E+0
2,732812E+3	2,539781E+2	2,732812E+3	-1,638733E+1	2,732812E+3	1,544031E+2	2,732812E+3	-2,344019E+0	2,732812E+3	1,521736E+2	2,732812E+3	-9,759163E+0	2,732812E+3	8,628592E+1	2,732812E+3	-4,326313E+0
2,734375E+3	2,538323E+2	2,734375E+3	-1,642657E+1	2,734375E+3	1,543861E+2	2,734375E+3	-2,326872E+0	2,734375E+3	1,520256E+2	2,734375E+3	-9,826859E+0	2,734375E+3	8,641312E+1	2,734375E+3	-4,329523E+0
2,735937E+3	2,536897E+2	2,735937E+3	-1,646537E+1	2,735937E+3	1,542795E+2	2,735937E+3	-2,355192E+0	2,735937E+3	1,518525E+2	2,735937E+3	-9,911220E+0	2,735937E+3	8,651525E+1	2,735937E+3	-4,359502E+0
2,737500E+3	2,535298E+2	2,737500E+3	-1,649861E+1	2,737500E+3	1,542105E+2	2,737500E+3	-2,363225E+0	2,737500E+3	1,516745E+2	2,737500E+3	-9,981382E+0	2,737500E+3	8,660939E+1	2,737500E+3	-4,368757E+0
2,739062E+3	2,533669E+2	2,739062E+3	-1,653718E+1	2,739062E+3	1,539460E+2	2,739062E+3	-2,385960E+0	2,739062E+3	1,515085E+2	2,739062E+3	-1,006322E+1	2,739062E+3	8,667164E+1	2,739062E+3	-4,399586E+0
2,740625E+3	2,531876E+2	2,740625E+3	-1,657058E+1	2,740625E+3	1,536847E+2	2,740625E+3	-2,403058E+0	2,740625E+3	1,513371E+2	2,740625E+3	-1,013022E+1	2,740625E+3	8,672910E+1	2,740625E+3	-4,409509E+0
2,742187E+3	2,530192E+2	2,742187E+3	-1,659892E+1	2,742187E+3	1,533980E+2	2,742187E+3	-2,418356E+0	2,742187E+3	1,512153E+2	2,742187E+3	-1,020779E+1	2,742187E+3	8,681685E+1	2,742187E+3	-4,445352E+0
2,743750E+3	2,528336E+2	2,743750E+3	-1,662225E+1	2,743750E+3	1,531108E+2	2,743750E+3	-2,428982E+0	2,743750E+3	1,510862E+2	2,743750E+3	-1,026690E+1	2,743750E+3	8,690883E+1	2,743750E+3	-4,464624E+0
2,745312E+3	2,526594E+2	2,745312E+3	-1,664239E+1	2,745312E+3	1,528055E+2	2,745312E+3	-2,443583E+0	2,745312E+3	1,510766E+2	2,745312E+3	-1,035287E+1	2,745312E+3	8,698278E+1	2,745312E+3	-4,501831E+0
2,746875E+3	2,524674E+2	2,746875E+3	-1,665753E+1	2,746875E+3	1,524984E+2	2,746875E+3	-2,453838E+0	2,746875E+3	1,510502E+2	2,746875E+3	-1,041048E+1	2,746875E+3	8,706978E+1	2,746875E+3	-4,521266E+0
2,748437E+3	2,522970E+2	2,748437E+3	-1,666789E+1	2,748437E+3	1,526543E+2	2,748437E+3	-2,469279E+0	2,748437E+3	1,513941E+2	2,748437E+3	-1,053529E+1	2,748437E+3	8,706540E+1	2,748437E+3	-4,567614E+0
2,750000E+3	2,521075E+2	2,750000E+3	-1,667278E+1	2,750000E+3	1,529309E+2	2,750000E+3	-2,434055E+0	2,750000E+3	1,516713E+2	2,750000E+3	-1,056614E+1	2,750000E+3	8,708705E+1	2,750000E+3	-4,586753E+0
2,751562E+3	2,519442E+2	2,751562E+3	-1,668135E+1	2,751562E+3	1,561676E+2	2,751562E+3	-3,561438E+0	2,751562E+3	1,516062E+2	2,751562E+3	-1,064046E+1	2,751562E+3	8,669032E+1	2,751562E+3	-4,701347E+0
2,753125E+3	2,517612E+2	2,753125E+3	-1,668351E+1	2,753125E+3	1,572745E+2	2,753125E+3	-2,827746E+0	2,753125E+3	1,515268E+2	2,753125E+3	-1,068798E+1	2,753125E+3	8,641238E+1	2,753125E+3	-4,706133E+0
2,754687E+3	2,516234E+2	2,754687E+3	-1,668136E+1	2,754687E+3	1,569948E+2	2,754687E+3	-2,877425E+0	2,754687E+3	1,513398E+2	2,754687E+3	-1,074810E+1	2,754687E+3	8,577397E+1	2,754687E+3	-4,913787E+0
2,756250E+3	2,514635E+2	2,756250E+3	-1,667101E+1	2,756250E+3	1,567155E+2	2,756250E+3	-2,912047E+0	2,756250E+3	1,511461E+2	2,756250E+3	-1,079358E+1	2,756250E+3	8,533384E+1	2,756250E+3	-4,863279E+0
2,757812E+3	2,513629E+2	2,757812E+3	-1,664543E+1	2,757812E+3	1,564702E+2	2,757812E+3	-2,961766E+0	2,757812E+3	1,509213E+2	2,757812E+3	-1,085301E+1	2,757812E+3	8,479229E+1	2,757812E+3	-4,784410E+0
2,759375E+3	2,512351E+2	2,759375E+3	-1,660924E+1	2,759375E+3	1,562245E+2	2,759375E+3	-2,987663E+0	2,759375E+3	1,506913E+2	2,759375E+3	-1,090057E+1	2,759375E+3	8,418287E+1	2,759375E+3	-4,519265E+0
2,760937E+3	2,511393E+2	2,760937E+3	-1,657609E+1	2,760937E+3	1,566376E+2	2,760937E+3	-2,909958E+0	2,760937E+3	1,504463E+2	2,760937E+3	-1,095975E+1	2,760937E+3	8,431753E+1	2,760937E+3	-4,580531E+0
2,762500E+3	2,510148E+2	2,762500E+3	-1,653101E+1	2,762500E+3	1,571823E+2	2,762500E+3	-2,691835E+0	2,762500E+3	1,501964E+2	2,762500E+3	-1,100843E+1	2,762500E+3	8,446132E+1	2,762500E+3	-4,604921E+0
2,764062E+3	2,509073E+2	2,764062E+3	-1,649954E+1	2,764062E+3	1,570071E+2	2,764062E+3	-2,758742E+0	2,764062E+3	1,499418E+2	2,764062E+3	-1,106177E+1	2,764062E+3	8,465464E+1	2,764062E+3	-4,659782E+0
2,765625E+3	2,507719E+2	2,765625E+3	-1,645542E+1	2,765625E+3	1,568425E+2	2,765625E+3	-2,787330E+0	2,765625E+3	1,496821E+2	2,765625E+3	-1,110512E+1	2,765625E+3	8,485194E+1	2,765625E+3	-4,686053E+0
2,767187E+3	2,506699E+2	2,767187E+3	-1,641996E+1	2,767187E+3	1,566731E+2	2,767187E+3	-2,852954E+0	2,767187E+3	1,494207E+2	2,767187E+3	-1,116182E+1	2,767187E+3	8,506034E+1	2,767187E+3	-4,730515E+0
2,768750E+3	2,505389E+2	2,768750E+3	-1,636997E+1	2,768750E+3	1,565198E+2	2,768750E+3	-2,874207E+0	2,768750E+3	1,491539E+2	2,768750E+3	-1,120894E+1	2,768750E+3	8,527089E+1	2,768750E+3	-4,748952E+0
2,770312E+3	2,504320E+2	2,770312E+3	-1,633905E+1	2,770312E+3	1,563585E+2	2,770312E+3	-2,939561E+0	2,770312E+3	1,497653E+2	2,770312E+3	-1,134826E+1	2,770312E+3	8,550473E+1	2,770312E+3	-4,789864E+0
2,771875E+3	2,502969E+2	2,771875E+3	-1,629189E+1	2,771875E+3	1,562209E+2	2,771875E+3	-2,959521E+0	2,771875E+3	1,502832E+2	2,771875E+3	-1,123268E+1	2,771875E+3	8,573872E+1	2,771875E+3	-4,808691E+0
2,773437E+3	2,501984E+2	2,773437E+3	-1,625998E+1	2,773437E+3	1,560670E+2	2,773437E+3	-3,033529E+0	2,773437E+3	1,503766E+2	2,773437E+3	-1,126434E+1	2,773437E+3	8,600081E+1	2,773437E+3	-4,845501E+0
2,775000E+3	2,500710E+2	2,775000E+3	-1,620891E+1	2,775000E+3	1,559463E+2	2,775000E+3	-3,066662E+0	2,775000E+3	1,504513E+2	2,775000E+3	-1,122286E+1	2,775000E+3	8,626222E+1	2,775000E+3	-4,864043E+0
2,776562E+3	2,500078E+2	2,776562E+3	-1,615684E+1	2,776562E+3	1,558264E+2	2,776562E+3	-3,137757E+0	2,776562E+3	1,505732E+2	2,776562E+3	-1,125463E+1	2,776562E+3	8,655435E+1	2,776562E+3	-4,892903E+0
2,778125E+3	2,499113E+2	2,778125E+3	-1,608027E+1	2,778125E+3	1,557474E+2	2,778125E+3	-3,167522E+0	2,778125E+3	1,506859E+2	2,778125E+3	-1,120439E+1	2,778125E+3	8,684603E+1	2,778125E+3	-4,907260E+0
2,779687E+3	2,498547E+2	2,779687E+3	-1,602833E+1	2,779687E+3	1,556767E+2	2,779687E+3	-3,237238E+0	2,779687E+3	1,512062E+2	2,779687E+3	-1,128583E+1	2,779687E+3	8,716671E+1	2,779687E+3	-4,921740E+0
2,781250E+3	2,497651E+2	2,781250E+3	-1,594830E+1	2,781250E+3	1,556567E+2	2,781250E+3	-3,264708E+0	2,781250E+3	1,517500E+2	2,781250E+3	-1,111351E+1	2,781250E+3	8,748819E+1	2,781250E+3	-4,925241E+0
2,782812E+3	2,497129E+2	2,782812E+3	-1,589988E+1	2,782812E+3	1,556354E+2	2,782812E+3	-3,363375E+0	2,782812E+3	1,517072E+2	2,782812E+3	-1,115120E+1	2,782812E+3	8,555273E+1	2,782812E+3	-7,091276E+0
2,784375E+3	2,496288E+2	2,784375E+3	-1,581921E+1	2,784375E+3	1,556813E+2	2,784375E+3	-3,427885E+0	2,784375E+3	1,516751E+2	2,784375E+3	-1,114373E+1	2,784375E+3	7,884666E+1	2,784375E+3	-5,591173E+0
2,785937E+3	2,495760E+2	2,785937E+3	-1,577731E+1	2,785937E+3	1,557341E+2	2,785937E+3	-3,528814E+0	2,785937E+3	1,515099E+2	2,785937E+3	-1,118159E+1	2,785937E+3	7,907982E+1	2,785937E+3	-5,642588E+0
2,787500E+3	2,494940E+2	2,787500E+3	-1,569946E+1	2,787500E+3	1,558700E+2	2,787500E+3	-3,590414E+0	2,787500E+3	1,513510E+2	2,787500E+3	-1,119641E+1	2,787500E+3	7,930597E+1	2,787500E+3	-5,691893E+0
2,789062E+3	2,494402E+2	2,789062E+3	-1,566436E+1	2,789062E+3	1,560076E+2	2,789062E+3	-3,698972E+0	2,789062E+3	1,511402E+2	2,789062E+3	-1,123459E+1	2,789062E+3	7,954277E+1	2,789062E+3	-5,745120E+0
2,790625E+3	2,493608E+2	2,790625E+3	-1,558982E+1	2,790625E+3	1,562491E+2	2,790625E+3	-3,765022E+0	2,790625E+3	1,509341E+2	2,790625E+3	-1,125668E+1	2,790625E+3	7,977276E+1	2,790625E+3	-5,796580E+0
2,792187E+3	2,493423E+2	2,792187E+3	-1,554245E+1	2,792187E+3	1,585340E+2	2,792187E+3	-4,331915E+0	2,792187E+3	1,508556E+2	2,792187E+3	-1,115612E+1	2,792187E+3	8,001081E+1	2,792187E+3	-5,855234E+0
2,793750E+3	2,492989E+2	2,793750E+3	-1,544683E+1	2,793750E+3	1,633752E+2	2,793750E+3	-3,954977E+0	2,793750E+3	1,507568E+2	2,793750E+3	-1,102818E+1	2,793750E+3	8,024174E+1	2,793750E+3	-5,912486E+0
2,795312E+3	2,493302E+2	2,795312E+3	-1,538235E+1	2,795312E+3	1,631351E+2	2,795312E+3	-3,996352E+0	2,795312E+3	1,505404E+2	2,795312E+3	-1,105842E+1	2,795312E+3	8,047627E+1	2,795312E+3	-5,974453E+0
2,796875E+3	2,493383E+2	2,796875E+3	-1,525821E+1	2,796875E+3	1,628980E+2	2,796875E+3	-4,037077E+0	2,796875E+3	1,503265E+2	2,796875E+3	-1,107516E+1	2,796875E+3	8,070292E+1	2,796875E+3	-6,034858E+0
2,798437E+3	2,494234E+2	2,798437E+3	-1,516216E+1	2,798437E+3	1,626646E+2	2,798437E+3	-4,074343E+0	2,798437E+3	1,504346E+2	2,798437E+3	-1,109228E+1	2,798437E+3	8,092316E+1	2,798437E+3	-6,089511E+0
2,800000E+3	2,494869E+2	2,800000E+3	-1,499730E+1	2,800000E+3	1,624337E+2	2,800000E+3	-4,110649E+0	2,800000E+3	1,505753E+2	2,800000E+3	-1,104736E+1	2,800000E+3	8,113479E+1	2,800000E+3	-6,141614E+0
2,801562E+3	2,496685E+2	2,801562E+3	-1,486162E+1	2,801562E+3	1,621944E+2	2,801562E+3	-4,141061E+0	2,801562E+3	1,509478E+2	2,801562E+3	-1,102575E+1	2,801562E+3	8,135829E+1	2,801562E+3	-6,196074E+0
2,803125E+3	2,498305E+2	2,803125E+3	-1,463640E+1	2,803125E+3	1,619578E+2	2,803125E+3	-4,170111E+0	2,803125E+3	1,513931E+2	2,803125E+3	-1,088798E+1	2,803125E+3	8,157372E+1	2,803125E+3	-6,248251E+0
2,804687E+3	2,501675E+2	2,804687E+3	-1,449707E+1	2,804687E+3	1,617079E+2	2,804687E+3	-4,188985E+0	2,804687E+3	1,517733E+2	2,804687E+3	-1,085288E+1	2,804687E+3	8,176235E+1	2,804687E+3	-6,263216E+0
2,806250E+3	2,505107E+2	2,806250E+3	-1,421489E+1	2,806250E+3	1,614611E+2	2,806250E+3	-4,205886E+0	2,806250E+3	1,522292E+2	2,806250E+3	-1,071912E+1	2,806250E+3	8,194952E+1	2,806250E+3	-6,279005E+0
2,807812E+3	2,508053E+2	2,807812E+3	-1,409338E+1	2,807812E+3	1,611816E+2	2,807812E+3	-4,220231E+0	2,807812E+3	1,525947E+2	2,807812E+3	-1,069147E+1	2,807812E+3	8,218853E+1	2,807812E+3	-6,337050E+0
2,809375E+3	2,511253E+2	2,809375E+3	-1,385486E+1	2,809375E+3	1,609044E+2	2,809375E+3	-4,232698E+0	2,809375E+3	1,530325E+2	2,809375E+3	-1,058949E+1	2,809375E+3	8,241940E+1	2,809375E+3	-6,392731E+0
2,810937E+3	2,511260E+2	2,810937E+3	-1,380011E+1	2,810937E+3	1,606215E+2	2,810937E+3	-4,229779E+0	2,810937E+3	1,530038E+2	2,810937E+3	-1,059518E+1	2,810937E+3	8,264345E+1	2,810937E+3	-6,437887E+0
2,812500E+3	2,511389E+2	2,812500E+3	-1,370206E+1	2,812500E+3	1,603402E+2	2,812500E+3	-4,224413E+0	2,812500E+3	1,529934E+2	2,812500E+3	-1,058216E+1	2,812500E+3	8,285908E+1	2,812500E+3	-6,479756E+0
2,814062E+3	2,510291E+2	2,814062E+3	-1,367673E+1	2,814062E+3	1,602213E+2	2,814062E+3	-4,273048E+0	2,814062E+3	1,528748E+2	2,814062E+3	-1,059981E+1	2,814062E+3	8,306515E+1	2,814062E+3	-6,521965E+0
2,815625E+3	2,509265E+2	2,815625E+3	-1,362682E+1	2,815625E+3	1,601045E+2	2,815625E+3	-4,326866E+0	2,815625E+3	1,527670E+2	2,815625E+3	-1,060626E+1	2,815625E+3	8,326215E+1	2,815625E+3	-6,560624E+0
2,817187E+3	2,507792E+2	2,817187E+3	-1,360851E+1	2,817187E+3	1,605265E+2	2,817187E+3	-4,507003E+0	2,817187E+3	1,526188E+2	2,817187E+3	-1,062779E+1	2,817187E+3	8,343257E+1	2,817187E+3	-6,604203E+0
2,818750E+3	2,506365E+2	2,818750E+3	-1,357154E+1	2,818750E+3	1,610271E+2	2,818750E+3	-4,689697E+0	2,818750E+3	1,524794E+2	2,818750E+3	-1,064043E+1	2,818750E+3	8,359210E+1	2,818750E+3	-6,643858E+0
2,820312E+3	2,505118E+2	2,820312E+3	-1,354603E+1	2,820312E+3	1,628070E+2	2,820312E+3	-4,550059E+0	2,820312E+3	1,523655E+2	2,820312E+3	-1,065701E+1	2,820312E+3	8,371761E+1	2,820312E+3	-6,688202E+0
2,821875E+3	2,503929E+2	2,821875E+3	-1,350080E+1	2,821875E+3	1,649654E+2	2,821875E+3	-4,225491E+0	2,821875E+3	1,522621E+2	2,821875E+3	-1,066388E+1	2,821875E+3	8,382330E+1	2,821875E+3	-6,739418E+0
2,823437E+3	2,505619E+2	2,823437E+3	-1,338911E+1	2,823437E+3	1,651838E+2	2,823437E+3	-4,271602E+0	2,823437E+3	1,523108E+2	2,823437E+3	-1,065775E+1	2,823437E+3	7,973488E+1	2,823437E+3	-7,044921E+0
2,825000E+3	2,507592E+2	2,825000E+3	-1,322088E+1	2,825000E+3	1,654332E+2	2,825000E+3	-4,313068E+0	2,825000E+3	1,523818E+2	2,825000E+3	-1,063291E+1	2,825000E+3	7,361017E+1	2,825000E+3	-6,541934E+0
2,826562E+3	2,512101E+2	2,826562E+3	-1,297360E+1	2,826562E+3	1,668013E+2	2,826562E+3	-4,300446E+0	2,826562E+3	1,526390E+2	2,826562E+3	-1,057874E+1	2,826562E+3	7,336217E+1	2,826562E+3	-6,541161E+0
2,828125E+3	2,516999E+2	2,828125E+3	-1,264592E+1	2,828125E+3	1,683586E+2	2,828125E+3	-4,238538E+0	2,828125E+3	1,529371E+2	2,828125E+3	-1,048949E+1	2,828125E+3	7,308772E+1	2,828125E+3	-6,529960E+0
2,829687E+3	2,518782E+2	2,829687E+3	-1,249383E+1	2,829687E+3	1,687360E+2	2,829687E+3	-4,189206E+0	2,829687E+3	1,531395E+2	2,829687E+3	-1,042205E+1	2,829687E+3	7,241255E+1	2,829687E+3	-6,485409E+0
2,831250E+3	2,520802E+2	2,831250E+3	-1,229599E+1	2,831250E+3	1,691467E+2	2,831250E+3	-4,128101E+0	2,831250E+3	1,533745E+2	2,831250E+3	-1,032562E+1	2,831250E+3	7,167653E+1	2,831250E+3	-6,414668E+0
2,832812E+3	2,521248E+2	2,832812E+3	-1,219609E+1	2,832812E+3	1,692386E+2	2,832812E+3	-4,122995E+0	2,832812E+3	1,535001E+2	2,832812E+3	-1,025349E+1	2,832812E+3	7,069787E+1	2,832812E+3	-6,348375E+0
2,834375E+3	2,521843E+2	2,834375E+3	-1,206871E+1	2,834375E+3	1,693452E+2	2,834375E+3	-4,115235E+0	2,834375E+3	1,536499E+2	2,834375E+3	-1,015897E+1	2,834375E+3	6,963435E+1	2,834375E+3	-6,247360E+0
2,835937E+3	2,522050E+2	2,835937E+3	-1,198579E+1	2,835937E+3	1,694461E+2	2,835937E+3	-4,107954E+0	2,835937E+3	1,537571E+2	2,835937E+3	-1,008285E+1	2,835937E+3	6,900081E+1	2,835937E+3	-6,270768E+0
2,837500E+3	2,522408E+2	2,837500E+3	-1,187924E+1	2,837500E+3	1,695592E+2	2,837500E+3	-4,096799E+0	2,837500E+3	1,538857E+2	2,837500E+3	-9,987092E+0	2,837500E+3	6,832293E+1	2,837500E+3	-6,283303E+0
2,839062E+3	2,523142E+2	2,839062E+3	-1,178714E+1	2,839062E+3	1,697130E+2	2,839062E+3	-4,100514E+0	2,839062E+3	1,537236E+2	2,839062E+3	-1,000616E+1	2,839062E+3	6,809678E+1	2,839062E+3	-6,347469E+0
2,840625E+3	2,524071E+2	2,840625E+3	-1,166950E+1	2,840625E+3	1,698808E+2	2,840625E+3	-4,100363E+0	2,840625E+3	1,535946E+2	2,840625E+3	-1,003699E+1	2,840625E+3	6,785491E+1	2,840625E+3	-6,408911E+0
2,842187E+3	2,525917E+2	2,842187E+3	-1,155671E+1	2,842187E+3	1,700836E+2	2,842187E+3	-4,129302E+0	2,842187E+3	1,535952E+2	2,842187E+3	-9,987997E+0	2,842187E+3	6,767175E+1	2,842187E+3	-6,482056E+0
2,843750E+3	2,528035E+2	2,843750E+3	-1,141366E+1	2,843750E+3	1,703017E+2	2,843750E+3	-4,155181E+0	2,843750E+3	1,536101E+2	2,843750E+3	-9,925862E+0	2,843750E+3	6,747593E+1	2,843750E+3	-6,553078E+0
2,845312E+3	2,530050E+2	2,845312E+3	-1,130818E+1	2,845312E+3	1,705503E+2	2,845312E+3	-4,213624E+0	2,845312E+3	1,536633E+2	2,845312E+3	-9,854444E+0	2,845312E+3	6,733779E+1	2,845312E+3	-6,625924E+0
2,846875E+3	2,532333E+2	2,846875E+3	-1,117557E+1	2,846875E+3	1,708151E+2	2,846875E+3	-4,270071E+0	2,846875E+3	1,537324E+2	2,846875E+3	-9,768493E+0	2,846875E+3	6,718973E+1	2,846875E+3	-6,696748E+0
2,848437E+3	2,534048E+2	2,848437E+3	-1,108943E+1	2,848437E+3	1,710601E+2	2,848437E+3	-4,353298E+0	2,848437E+3	1,539238E+2	2,848437E+3	-9,683168E+0	2,848437E+3	6,701743E+1	2,848437E+3	-6,766526E+0
2,850000E+3	2,535998E+2	2,850000E+3	-1,098143E+1	2,850000E+3	1,713197E+2	2,850000E+3	-4,435527E+0	2,850000E+3	1,541380E+2	2,850000E+3	-9,579851E+0	2,850000E+3	6,683493E+1	2,850000E+3	-6,833758E+0
2,851562E+3	2,534965E+2	2,851562E+3	-1,102111E+1	2,851562E+3	1,716037E+2	2,851562E+3	-4,530485E+0	2,851562E+3	1,555855E+2	2,851562E+3	-8,837261E+0	2,851562E+3	6,663787E+1	2,851562E+3	-6,911323E+0
2,853125E+3	2,534550E+2	2,853125E+3	-1,107326E+1	2,853125E+3	1,719022E+2	2,853125E+3	-4,624383E+0	2,853125E+3	1,571328E+2	2,853125E+3	-7,945070E+0	2,853125E+3	6,643079E+1	2,853125E+3	-6,986308E+0
2,854687E+3	2,539930E+2	2,854687E+3	-1,097643E+1	2,854687E+3	1,722798E+2	2,854687E+3	-4,721291E+0	2,854687E+3	1,571054E+2	2,854687E+3	-7,936723E+0	2,854687E+3	6,618911E+1	2,854687E+3	-7,191188E+0
2,856250E+3	2,545816E+2	2,856250E+3	-1,084655E+1	2,856250E+3	1,726738E+2	2,856250E+3	-4,815996E+0	2,856250E+3	1,570865E+2	2,856250E+3	-7,923260E+0	2,856250E+3	6,596507E+1	2,856250E+3	-7,341167E+0
2,857812E+3	2,549201E+2	2,857812E+3	-1,082832E+1	2,857812E+3	1,728977E+2	2,857812E+3	-4,888736E+0	2,857812E+3	1,587581E+2	2,857812E+3	-7,774270E+0	2,857812E+3	6,585234E+1	2,857812E+3	-7,430219E+0
2,859375E+3	2,552899E+2	2,859375E+3	-1,079270E+1	2,859375E+3	1,731312E+2	2,859375E+3	-4,959056E+0	2,859375E+3	1,605738E+2	2,859375E+3	-7,548952E+0	2,859375E+3	6,573489E+1	2,859375E+3	-7,515922E+0
2,860937E+3	2,553326E+2	2,860937E+3	-1,080738E+1	2,860937E+3	1,733178E+2	2,860937E+3	-5,024762E+0	2,860937E+3	1,606582E+2	2,860937E+3	-7,533623E+0	2,860937E+3	6,560316E+1	2,860937E+3	-7,596789E+0
2,862500E+3	2,553891E+2	2,862500E+3	-1,081392E+1	2,862500E+3	1,735120E+2	2,862500E+3	-5,087907E+0	2,862500E+3	1,607523E+2	2,862500E+3	-7,512547E+0	2,862500E+3	6,546721E+1	2,862500E+3	-7,673549E+0
2,864062E+3	2,566104E+2	2,864062E+3	-1,005426E+1	2,864062E+3	1,737834E+2	2,864062E+3	-5,247148E+0	2,864062E+3	1,608475E+2	2,864062E+3	-7,486583E+0	2,864062E+3	6,527002E+1	2,864062E+3	-7,759142E+0
2,865625E+3	2,578899E+2	2,865625E+3	-9,191252E+0	2,865625E+3	1,740429E+2	2,865625E+3	-5,377511E+0	2,865625E+3	1,609516E+2	2,865625E+3	-7,454739E+0	2,865625E+3	6,506847E+1	2,865625E+3	-7,839574E+0
2,867187E+3	2,597961E+2	2,867187E+3	-8,920461E+0	2,867187E+3	1,743015E+2	2,867187E+3	-5,486602E+0	2,867187E+3	1,611570E+2	2,867187E+3	-7,417188E+0	2,867187E+3	6,476689E+1	2,867187E+3	-7,937208E+0
2,868750E+3	2,618814E+2	2,868750E+3	-8,556421E+0	2,868750E+3	1,745654E+2	2,868750E+3	-5,591982E+0	2,868750E+3	1,613734E+2	2,868750E+3	-7,372485E+0	2,868750E+3	6,446027E+1	2,868750E+3	-8,028573E+0
2,870312E+3	2,620448E+2	2,870312E+3	-8,536125E+0	2,870312E+3	1,748092E+2	2,870312E+3	-5,698505E+0	2,870312E+3	1,616573E+2	2,870312E+3	-7,325718E+0	2,870312E+3	6,421798E+1	2,870312E+3	-8,123369E+0
2,871875E+3	2,622205E+2	2,871875E+3	-8,509101E+0	2,871875E+3	1,750561E+2	2,871875E+3	-5,800393E+0	2,871875E+3	1,619527E+2	2,871875E+3	-7,270832E+0	2,871875E+3	6,397282E+1	2,871875E+3	-8,211750E+0
2,873437E+3	2,623727E+2	2,873437E+3	-8,484454E+0	2,873437E+3	1,768208E+2	2,873437E+3	-6,097260E+0	2,873437E+3	1,622379E+2	2,873437E+3	-7,221703E+0	2,873437E+3	6,273727E+1	2,873437E+3	-8,416151E+0
2,875000E+3	2,625356E+2	2,875000E+3	-8,453396E+0	2,875000E+3	1,785962E+2	2,875000E+3	-6,361706E+0	2,875000E+3	1,625328E+2	2,875000E+3	-7,164767E+0	2,875000E+3	6,149415E+1	2,875000E+3	-8,596853E+0
2,876562E+3	2,628538E+2	2,876562E+3	-8,407744E+0	2,876562E+3	1,784913E+2	2,876562E+3	-6,428414E+0	2,876562E+3	1,627826E+2	2,876562E+3	-7,127999E+0	2,876562E+3	5,925705E+1	2,876562E+3	-8,663434E+0
2,878125E+3	2,631852E+2	2,878125E+3	-8,353372E+0	2,878125E+3	1,783822E+2	2,878125E+3	-6,488470E+0	2,878125E+3	1,630399E+2	2,878125E+3	-7,084528E+0	2,878125E+3	5,711145E+1	2,878125E+3	-8,660794E+0
2,879687E+3	2,634406E+2	2,879687E+3	-8,321469E+0	2,879687E+3	1,782857E+2	2,879687E+3	-6,558476E+0	2,879687E+3	1,632646E+2	2,879687E+3	-7,046816E+0	2,879687E+3	5,714430E+1	2,879687E+3	-8,663955E+0
