Sample 1 - Real_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 1 - Imag_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 2 - Real_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 2 - Imag_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 3 - Real_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 3 - Imag_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 4 - Real_Frequency [Hz]	T11 Transfer Matrix Coefficient	Sample 4 - Imag_Frequency [Hz]	T11 Transfer Matrix Coefficient	
3,218750E+2	-2,406656E-1	3,218750E+2	1,009771E-2	3,218750E+2	-2,157165E+0	3,218750E+2	-4,954634E-1	3,218750E+2	-1,285639E-1	3,218750E+2	6,320147E-2	3,218750E+2	-1,708550E-1	3,218750E+2	7,059931E-2
3,234375E+2	-2,469866E-1	3,234375E+2	9,237757E-3	3,234375E+2	-2,136140E+0	3,234375E+2	-5,606898E-1	3,234375E+2	-1,370838E-1	3,234375E+2	6,429427E-2	3,234375E+2	-1,786702E-1	3,234375E+2	7,469735E-2
3,250000E+2	-2,536456E-1	3,250000E+2	8,921155E-3	3,250000E+2	-2,113211E+0	3,250000E+2	-6,232417E-1	3,250000E+2	-1,449715E-1	3,250000E+2	6,553017E-2	3,250000E+2	-1,858795E-1	3,250000E+2	7,904326E-2
3,265625E+2	-1,422974E+0	3,265625E+2	-4,262991E-2	3,265625E+2	-1,490274E+0	3,265625E+2	-2,066706E+0	3,265625E+2	-1,530123E-1	3,265625E+2	6,545524E-2	3,265625E+2	-1,937640E-1	3,265625E+2	8,002580E-2
3,281250E+2	-2,482800E+0	3,281250E+2	-1,100149E+0	3,281250E+2	-1,650356E-1	3,281250E+2	-3,037700E-2	3,281250E+2	-1,605914E-1	3,281250E+2	6,540898E-2	3,281250E+2	-2,013881E-1	3,281250E+2	8,100342E-2
3,296875E+2	-1,209926E+0	3,296875E+2	-1,332876E+0	3,296875E+2	-1,626479E-1	3,296875E+2	-2,376683E-2	3,296875E+2	-1,683223E-1	3,296875E+2	6,473611E-2	3,296875E+2	-2,089719E-1	3,296875E+2	8,233826E-2
3,312500E+2	-5,747670E-2	3,312500E+2	-2,995086E-1	3,312500E+2	-1,586840E-1	3,312500E+2	-1,495679E-2	3,312500E+2	-1,756622E-1	3,312500E+2	6,405242E-2	3,312500E+2	-2,162706E-1	3,312500E+2	8,371691E-2
3,328125E+2	-1,011254E-1	3,328125E+2	-2,391748E-1	3,328125E+2	-1,629940E-1	3,328125E+2	-1,380513E-2	3,328125E+2	-1,835984E-1	3,328125E+2	6,169614E-2	3,328125E+2	-2,240825E-1	3,328125E+2	8,230216E-2
3,343750E+2	-1,488751E-1	3,343750E+2	-1,816827E-1	3,343750E+2	-1,660631E-1	3,343750E+2	-1,226451E-2	3,343750E+2	-1,913141E-1	3,343750E+2	5,924028E-2	3,343750E+2	-2,318887E-1	3,343750E+2	8,081754E-2
3,359375E+2	-1,665442E-1	3,359375E+2	-1,679471E-1	3,359375E+2	-1,729736E-1	3,359375E+2	-1,160680E-2	3,359375E+2	-1,998089E-1	3,359375E+2	5,609505E-2	3,359375E+2	-2,401478E-1	3,359375E+2	7,800120E-2
3,375000E+2	-1,845345E-1	3,375000E+2	-1,541261E-1	3,375000E+2	-1,790370E-1	3,375000E+2	-1,088964E-2	3,375000E+2	-2,081908E-1	3,375000E+2	5,283854E-2	3,375000E+2	-2,485794E-1	3,375000E+2	7,509689E-2
3,390625E+2	-1,996924E-1	3,390625E+2	-1,416382E-1	3,390625E+2	-1,874519E-1	3,390625E+2	-1,034247E-2	3,390625E+2	-2,176266E-1	3,390625E+2	4,845717E-2	3,390625E+2	-2,574142E-1	3,390625E+2	7,271977E-2
3,406250E+2	-2,149329E-1	3,406250E+2	-1,288771E-1	3,406250E+2	-1,952897E-1	3,406250E+2	-9,853725E-3	3,406250E+2	-2,271984E-1	3,406250E+2	4,389011E-2	3,406250E+2	-2,664024E-1	3,406250E+2	7,033525E-2
3,421875E+2	-2,273790E-1	3,421875E+2	-1,175230E-1	3,421875E+2	-2,052322E-1	3,421875E+2	-1,064302E-2	3,421875E+2	-2,376690E-1	3,421875E+2	3,970031E-2	3,421875E+2	-2,755740E-1	3,421875E+2	6,688609E-2
3,437500E+2	-2,397062E-1	3,437500E+2	-1,058510E-1	3,437500E+2	-2,148578E-1	3,437500E+2	-1,163852E-2	3,437500E+2	-2,483251E-1	3,437500E+2	3,538433E-2	3,437500E+2	-2,850371E-1	3,437500E+2	6,339712E-2
3,453125E+2	-2,504148E-1	3,453125E+2	-9,545677E-2	3,453125E+2	-2,250825E-1	3,453125E+2	-1,218089E-2	3,453125E+2	-2,598671E-1	3,453125E+2	3,039560E-2	3,453125E+2	-2,948304E-1	3,453125E+2	6,022928E-2
3,468750E+2	-2,608590E-1	3,468750E+2	-8,475556E-2	3,468750E+2	-2,350796E-1	3,468750E+2	-1,285857E-2	3,468750E+2	-2,718362E-1	3,468750E+2	2,519977E-2	3,468750E+2	-3,049211E-1	3,468750E+2	5,705913E-2
3,484375E+2	-2,709029E-1	3,484375E+2	-7,629784E-2	3,484375E+2	-2,475832E-1	3,484375E+2	-1,545285E-2	3,484375E+2	-2,840319E-1	3,484375E+2	2,130502E-2	3,484375E+2	-3,151641E-1	3,484375E+2	5,434347E-2
3,500000E+2	-2,805887E-1	3,500000E+2	-6,762721E-2	3,500000E+2	-2,601075E-1	3,500000E+2	-1,830727E-2	3,500000E+2	-2,966627E-1	3,500000E+2	1,730929E-2	3,500000E+2	-3,257205E-1	3,500000E+2	5,164580E-2
3,515625E+2	-2,906045E-1	3,515625E+2	-6,260306E-2	3,515625E+2	-2,752760E-1	3,515625E+2	-2,223212E-2	3,515625E+2	-3,093507E-1	3,515625E+2	1,390128E-2	3,515625E+2	-3,360567E-1	3,515625E+2	4,963006E-2
3,531250E+2	-3,001605E-1	3,531250E+2	-5,753601E-2	3,531250E+2	-2,907924E-1	3,531250E+2	-2,651915E-2	3,531250E+2	-3,225320E-1	3,531250E+2	1,043524E-2	3,531250E+2	-3,466994E-1	3,531250E+2	4,767421E-2
3,546875E+2	-7,529329E-1	3,546875E+2	-1,781541E-1	3,546875E+2	-3,174153E-1	3,546875E+2	-3,714174E-2	3,546875E+2	-3,354975E-1	3,546875E+2	6,549015E-3	3,546875E+2	-3,570661E-1	3,546875E+2	4,668462E-2
3,562500E+2	-1,303768E+0	3,562500E+2	-5,503323E-1	3,562500E+2	-3,458976E-1	3,562500E+2	-4,917193E-2	3,562500E+2	-3,490794E-1	3,562500E+2	2,578565E-3	3,562500E+2	-3,677434E-1	3,562500E+2	4,577498E-2
3,578125E+2	-1,305045E+0	3,578125E+2	-5,499740E-1	3,578125E+2	-4,653805E-1	3,578125E+2	-2,569200E-2	3,578125E+2	-3,619148E-1	3,578125E+2	-1,443996E-3	3,578125E+2	-3,780079E-1	3,578125E+2	4,679360E-2
3,593750E+2	-1,306443E+0	3,593750E+2	-5,491098E-1	3,593750E+2	-6,336669E-1	3,593750E+2	4,561772E-3	3,593750E+2	-3,754171E-1	3,593750E+2	-5,534902E-3	3,593750E+2	-3,884986E-1	3,593750E+2	4,797045E-2
3,609375E+2	-8,183603E-1	3,609375E+2	-4,589470E-1	3,609375E+2	-4,880266E-1	3,609375E+2	-6,751645E-3	3,609375E+2	-3,878333E-1	3,609375E+2	-8,502759E-3	3,609375E+2	-3,771817E-1	3,609375E+2	-1,814546E-1
3,625000E+2	-1,472180E-1	3,625000E+2	-3,931245E-2	3,625000E+2	-2,684595E-1	3,625000E+2	-2,297866E-2	3,625000E+2	-4,007885E-1	3,625000E+2	-1,138963E-2	3,625000E+2	-3,812060E-1	3,625000E+2	-4,892622E-1
3,640625E+2	-1,579970E-1	3,640625E+2	-3,581220E-2	3,640625E+2	-2,698830E-1	3,640625E+2	-1,708258E-2	3,640625E+2	-4,122390E-1	3,640625E+2	-1,560345E-2	3,640625E+2	-4,010060E-1	3,640625E+2	-4,831179E-1
3,656250E+2	-1,684999E-1	3,656250E+2	-3,243008E-2	3,656250E+2	-2,710276E-1	3,656250E+2	-1,101040E-2	3,656250E+2	-4,244082E-1	3,656250E+2	-1,986792E-2	3,656250E+2	-4,203401E-1	3,656250E+2	-4,770349E-1
3,671875E+2	-1,783068E-1	3,671875E+2	-2,803222E-2	3,671875E+2	-2,738115E-1	3,671875E+2	-6,384938E-3	3,671875E+2	-4,352627E-1	3,671875E+2	-2,282343E-2	3,671875E+2	-4,382707E-1	3,671875E+2	-4,714910E-1
3,687500E+2	-1,878529E-1	3,687500E+2	-2,372014E-2	3,687500E+2	-2,763748E-1	3,687500E+2	-1,634919E-3	3,687500E+2	-4,467025E-1	3,687500E+2	-2,569728E-2	3,687500E+2	-4,557835E-1	3,687500E+2	-4,660048E-1
3,703125E+2	-1,970411E-1	3,703125E+2	-1,929902E-2	3,703125E+2	-2,797829E-1	3,703125E+2	1,674503E-3	3,703125E+2	-4,567477E-1	3,703125E+2	-2,716177E-2	3,703125E+2	-4,730401E-1	3,703125E+2	-4,592673E-1
3,718750E+2	-2,059775E-1	3,718750E+2	-1,495658E-2	3,718750E+2	-2,830063E-1	3,718750E+2	5,055206E-3	3,718750E+2	-4,672633E-1	3,718750E+2	-2,846464E-2	3,718750E+2	-4,898084E-1	3,718750E+2	-4,525338E-1
3,734375E+2	-2,138638E-1	3,734375E+2	-9,011593E-3	3,734375E+2	-2,872359E-1	3,734375E+2	8,033149E-3	3,734375E+2	-4,757429E-1	3,734375E+2	-2,939961E-2	3,734375E+2	-5,061703E-1	3,734375E+2	-4,454191E-1
3,750000E+2	-2,214372E-1	3,750000E+2	-3,046939E-3	3,750000E+2	-2,913338E-1	3,750000E+2	1,107437E-2	3,750000E+2	-4,846906E-1	3,750000E+2	-3,025442E-2	3,750000E+2	-5,219828E-1	3,750000E+2	-4,383793E-1
3,765625E+2	-2,281768E-1	3,765625E+2	2,939188E-3	3,765625E+2	-2,959915E-1	3,765625E+2	1,331598E-2	3,765625E+2	-4,469409E-1	3,765625E+2	1,191579E-3	3,765625E+2	-5,358927E-1	3,765625E+2	-4,298275E-1
3,781250E+2	-2,345823E-1	3,781250E+2	8,951143E-3	3,781250E+2	-3,005371E-1	3,781250E+2	1,561743E-2	3,781250E+2	-4,010085E-1	3,781250E+2	6,283143E-2	3,781250E+2	-5,491728E-1	3,781250E+2	-4,214653E-1
3,796875E+2	-2,412089E-1	3,796875E+2	1,361316E-2	3,796875E+2	-3,052211E-1	3,796875E+2	1,722537E-2	3,796875E+2	-4,061841E-1	3,796875E+2	5,968587E-2	3,796875E+2	-5,006058E-1	3,796875E+2	-8,606301E-2
3,812500E+2	-2,474945E-1	3,812500E+2	1,819214E-2	3,812500E+2	-3,098531E-1	3,812500E+2	1,882083E-2	3,812500E+2	-4,117266E-1	3,812500E+2	5,650524E-2	3,812500E+2	-4,244880E-1	3,812500E+2	3,877985E-1
3,828125E+2	-2,507971E-1	3,828125E+2	2,613406E-2	3,828125E+2	-3,149182E-1	3,828125E+2	2,070669E-2	3,828125E+2	-4,180582E-1	3,828125E+2	5,542821E-2	3,828125E+2	-4,299086E-1	3,828125E+2	3,965411E-1
3,843750E+2	-2,535231E-1	3,843750E+2	3,425885E-2	3,843750E+2	-3,199467E-1	3,843750E+2	2,262765E-2	3,843750E+2	-4,247383E-1	3,843750E+2	5,435454E-2	3,843750E+2	-4,352385E-1	3,843750E+2	4,049919E-1
3,859375E+2	-2,564474E-1	3,859375E+2	4,019780E-2	3,859375E+2	-3,251032E-1	3,859375E+2	2,466050E-2	3,859375E+2	-4,319588E-1	3,859375E+2	5,593129E-2	3,859375E+2	-3,674495E-1	3,859375E+2	8,549142E-2
3,875000E+2	-2,585624E-1	3,875000E+2	4,627792E-2	3,875000E+2	-3,302554E-1	3,875000E+2	2,672974E-2	3,875000E+2	-4,394627E-1	3,875000E+2	5,751442E-2	3,875000E+2	-2,967925E-1	3,875000E+2	-2,505790E-1
3,890625E+2	-3,350677E-1	3,890625E+2	8,925895E-3	3,890625E+2	-3,354077E-1	3,890625E+2	2,847396E-2	3,890625E+2	-4,488741E-1	3,890625E+2	6,210832E-2	3,890625E+2	-2,724047E-1	3,890625E+2	-3,496849E-1
3,906250E+2	-4,252452E-1	3,906250E+2	-4,354540E-2	3,906250E+2	-3,406070E-1	3,906250E+2	3,021703E-2	3,906250E+2	-4,583155E-1	3,906250E+2	6,671877E-2	3,906250E+2	-2,493969E-1	3,906250E+2	-4,437939E-1
3,921875E+2	-4,149801E-1	3,921875E+2	-1,083307E-1	3,921875E+2	-3,457274E-1	3,921875E+2	3,233460E-2	3,921875E+2	-4,673663E-1	3,921875E+2	7,365842E-2	3,921875E+2	-2,500874E-1	3,921875E+2	-4,969906E-1
3,937500E+2	-4,180835E-1	3,937500E+2	-1,857809E-1	3,937500E+2	-3,509327E-1	3,937500E+2	3,450219E-2	3,937500E+2	-4,763196E-1	3,937500E+2	8,051007E-2	3,937500E+2	-2,508757E-1	3,937500E+2	-5,472214E-1
3,953125E+2	-4,220582E-1	3,953125E+2	-1,862366E-1	3,953125E+2	-3,560524E-1	3,953125E+2	3,659408E-2	3,953125E+2	-4,862360E-1	3,953125E+2	9,048594E-2	3,953125E+2	-2,617537E-1	3,953125E+2	-5,938102E-1
3,968750E+2	-4,244756E-1	3,968750E+2	-1,861762E-1	3,968750E+2	-3,613276E-1	3,968750E+2	3,871677E-2	3,968750E+2	-4,958824E-1	3,968750E+2	1,002272E-1	3,968750E+2	-2,721100E-1	3,968750E+2	-6,376299E-1
3,984375E+2	-4,288456E-1	3,984375E+2	-1,868107E-1	3,984375E+2	-4,350904E-1	3,984375E+2	-3,065199E-2	3,984375E+2	-3,560829E-1	3,984375E+2	-5,861201E-2	3,984375E+2	-2,832977E-1	3,984375E+2	-6,687985E-1
4,000000E+2	-4,321995E-1	4,000000E+2	-1,871150E-1	4,000000E+2	-5,362236E-1	4,000000E+2	-1,186117E-1	4,000000E+2	-2,201889E-1	4,000000E+2	-2,159404E-1	4,000000E+2	-2,935053E-1	4,000000E+2	-6,975890E-1
4,015625E+2	-3,839206E-1	4,015625E+2	-1,242875E-1	4,015625E+2	-5,442514E-1	4,015625E+2	-1,218077E-1	4,015625E+2	-5,817348E-2	4,015625E+2	-3,858339E-1	4,015625E+2	-2,836751E-1	4,015625E+2	-6,429522E-1
4,031250E+2	-3,160475E-1	4,031250E+2	-4,780183E-2	4,031250E+2	-5,521789E-1	4,031250E+2	-1,249751E-1	4,031250E+2	9,730566E-2	4,031250E+2	-5,453534E-1	4,031250E+2	-2,736952E-1	4,031250E+2	-5,870073E-1
4,046875E+2	-3,292317E-1	4,046875E+2	-4,338308E-2	4,046875E+2	-5,596727E-1	4,046875E+2	-1,276911E-1	4,046875E+2	1,198305E-1	4,046875E+2	-5,795325E-1	4,046875E+2	-2,958042E-1	4,046875E+2	-6,111169E-1
4,062500E+2	-3,419386E-1	4,062500E+2	-3,910360E-2	4,062500E+2	-5,671724E-1	4,062500E+2	-1,303506E-1	4,062500E+2	1,398182E-1	4,062500E+2	-6,110240E-1	4,062500E+2	-3,122893E-1	4,062500E+2	-6,315958E-1
4,078125E+2	-3,543534E-1	4,078125E+2	-3,382625E-2	4,078125E+2	-5,048469E-1	4,078125E+2	-9,031399E-2	4,078125E+2	1,484305E-1	4,078125E+2	-6,288240E-1	4,078125E+2	-3,206723E-1	4,078125E+2	-6,085457E-1
4,093750E+2	-3,663442E-1	4,093750E+2	-2,865616E-2	4,093750E+2	-4,277109E-1	4,093750E+2	-4,279880E-2	4,093750E+2	1,550782E-1	4,093750E+2	-6,448727E-1	4,093750E+2	-3,278517E-1	4,093750E+2	-5,857107E-1
4,109375E+2	-3,780768E-1	4,109375E+2	-2,341184E-2	4,109375E+2	-4,386811E-1	4,109375E+2	-4,015233E-2	4,109375E+2	8,909940E-3	4,109375E+2	-4,266700E-1	4,109375E+2	-3,462224E-1	4,109375E+2	-5,775156E-1
4,125000E+2	-3,894070E-1	4,125000E+2	-1,827217E-2	4,125000E+2	-4,493443E-1	4,125000E+2	-3,746869E-2	4,125000E+2	-1,418776E-1	4,125000E+2	-2,091606E-1	4,125000E+2	-3,629696E-1	4,125000E+2	-5,697644E-1
4,140625E+2	-4,015191E-1	4,140625E+2	-1,328459E-2	4,140625E+2	-4,581680E-1	4,140625E+2	-3,444935E-2	4,140625E+2	-1,703181E-1	4,140625E+2	-1,803507E-1	4,140625E+2	-4,922758E-1	4,140625E+2	-8,260942E-1
4,156250E+2	-4,131168E-1	4,156250E+2	-8,320785E-3	4,156250E+2	-4,667076E-1	4,156250E+2	-3,140687E-2	4,156250E+2	-1,980077E-1	4,156250E+2	-1,531392E-1	4,156250E+2	-5,662668E-1	4,156250E+2	-1,091531E+0
4,171875E+2	-4,268625E-1	4,171875E+2	-3,435577E-3	4,171875E+2	-4,743983E-1	4,171875E+2	-2,935716E-2	4,171875E+2	-2,081007E-1	4,171875E+2	-1,369021E-1	4,171875E+2	-5,665263E-1	4,171875E+2	-1,018982E+0
4,187500E+2	-4,396889E-1	4,187500E+2	1,710621E-3	4,187500E+2	-4,818334E-1	4,187500E+2	-2,728525E-2	4,187500E+2	-2,186874E-1	4,187500E+2	-1,214555E-1	4,187500E+2	-5,687080E-1	4,187500E+2	-9,491060E-1
4,203125E+2	-4,512876E-1	4,203125E+2	1,928350E-3	4,203125E+2	-4,887442E-1	4,203125E+2	-2,578467E-2	4,203125E+2	-2,250617E-1	4,203125E+2	-1,258904E-1	4,203125E+2	-5,594772E-1	4,203125E+2	-8,860389E-1
4,218750E+2	-4,626057E-1	4,218750E+2	2,068949E-3	4,218750E+2	-4,954225E-1	4,218750E+2	-2,427230E-2	4,218750E+2	-2,315754E-1	4,218750E+2	-1,295149E-1	4,218750E+2	-5,525668E-1	4,218750E+2	-8,248144E-1
4,234375E+2	-4,630208E-1	4,234375E+2	-2,034021E-2	4,234375E+2	-5,024071E-1	4,234375E+2	-2,409724E-2	4,234375E+2	-2,365908E-1	4,234375E+2	-1,404204E-1	4,234375E+2	-5,440983E-1	4,234375E+2	-7,516572E-1
4,250000E+2	-4,658145E-1	4,250000E+2	-4,309758E-2	4,250000E+2	-5,090998E-1	4,250000E+2	-2,371574E-2	4,250000E+2	-2,416535E-1	4,250000E+2	-1,498927E-1	4,250000E+2	-5,386943E-1	4,250000E+2	-6,805172E-1
4,265625E+2	-4,159094E-1	4,265625E+2	-8,446514E-2	4,265625E+2	-5,153555E-1	4,265625E+2	-2,409643E-2	4,265625E+2	-2,308179E-1	4,265625E+2	-1,664172E-1	4,265625E+2	-2,143650E-1	4,265625E+2	-4,075048E-1
4,281250E+2	-3,734183E-1	4,281250E+2	-1,257452E-1	4,281250E+2	-5,214671E-1	4,281250E+2	-2,438696E-2	4,281250E+2	-2,210142E-1	4,281250E+2	-1,801402E-1	4,281250E+2	7,215508E-2	4,281250E+2	-6,348642E-3
4,296875E+2	-3,672267E-1	4,296875E+2	-1,319374E-1	4,296875E+2	-5,262276E-1	4,296875E+2	-2,392421E-2	4,296875E+2	-1,980456E-1	4,296875E+2	-2,069604E-1	4,296875E+2	3,669574E-2	4,296875E+2	-6,135208E-3
4,312500E+2	-3,622484E-1	4,312500E+2	-1,378370E-1	4,312500E+2	-5,309387E-1	4,312500E+2	-2,353900E-2	4,312500E+2	-1,763503E-1	4,312500E+2	-2,290312E-1	4,312500E+2	2,601740E-3	4,312500E+2	-5,999615E-3
4,328125E+2	-3,716094E-1	4,328125E+2	-1,204298E-1	4,328125E+2	-5,089178E-1	4,328125E+2	-2,506572E-3	4,328125E+2	-1,665700E-1	4,328125E+2	-2,461587E-1	4,328125E+2	-1,223928E-1	4,328125E+2	-1,382282E-1
4,343750E+2	-3,778122E-1	4,343750E+2	-1,023992E-1	4,343750E+2	-4,811941E-1	4,343750E+2	2,019303E-2	4,343750E+2	-1,570383E-1	4,343750E+2	-2,599580E-1	4,343750E+2	-2,287971E-1	4,343750E+2	-2,966382E-1
4,359375E+2	-4,084795E-1	4,359375E+2	-7,142292E-2	4,359375E+2	-3,924644E-1	4,359375E+2	-4,249185E-2	4,359375E+2	-1,628702E-1	4,359375E+2	-2,600823E-1	4,359375E+2	-2,425335E-1	4,359375E+2	-2,903103E-1
4,375000E+2	-4,339292E-1	4,375000E+2	-4,030713E-2	4,375000E+2	-3,157638E-1	4,375000E+2	-1,028253E-1	4,375000E+2	-1,686461E-1	4,375000E+2	-2,592096E-1	4,375000E+2	-2,560665E-1	4,375000E+2	-2,841653E-1
4,390625E+2	-4,447050E-1	4,390625E+2	-3,569110E-2	4,390625E+2	-3,262449E-1	4,390625E+2	-1,056451E-1	4,390625E+2	-1,642800E-1	4,390625E+2	-2,797668E-1	4,390625E+2	-2,691634E-1	4,390625E+2	-2,783143E-1
4,406250E+2	-4,548536E-1	4,406250E+2	-3,110328E-2	4,406250E+2	-3,367127E-1	4,406250E+2	-1,083276E-1	4,406250E+2	-1,584908E-1	4,406250E+2	-2,961991E-1	4,406250E+2	-2,820559E-1	4,406250E+2	-2,726428E-1
4,421875E+2	-4,643408E-1	4,421875E+2	-2,497511E-2	4,421875E+2	-3,486498E-1	4,421875E+2	-1,092958E-1	4,421875E+2	-1,593798E-1	4,421875E+2	-3,144033E-1	4,421875E+2	-2,947951E-1	4,421875E+2	-2,669886E-1
4,437500E+2	-4,733423E-1	4,437500E+2	-1,898280E-2	4,437500E+2	-3,604318E-1	4,437500E+2	-1,102601E-1	4,437500E+2	-1,585416E-1	4,437500E+2	-3,294792E-1	4,437500E+2	-3,073124E-1	4,437500E+2	-2,615918E-1
4,453125E+2	-3,553063E-1	4,453125E+2	-6,185039E-2	4,453125E+2	-4,653432E-1	4,453125E+2	-5,114923E-2	4,453125E+2	-1,634104E-1	4,453125E+2	-3,459380E-1	4,453125E+2	-3,194280E-1	4,453125E+2	-2,561128E-1
4,468750E+2	-2,505401E-1	4,468750E+2	-1,005136E-1	4,468750E+2	-5,569442E-1	4,468750E+2	3,496659E-3	4,468750E+2	-1,666225E-1	4,468750E+2	-3,602425E-1	4,468750E+2	-3,313265E-1	4,468750E+2	-2,509497E-1
4,484375E+2	-2,758021E-1	4,484375E+2	-8,403676E-2	4,484375E+2	-5,580939E-1	4,484375E+2	1,121824E-3	4,484375E+2	-1,727184E-1	4,484375E+2	-3,766501E-1	4,484375E+2	-3,429098E-1	4,484375E+2	-2,465546E-1
4,500000E+2	-2,986457E-1	4,500000E+2	-6,813586E-2	4,500000E+2	-5,596898E-1	4,500000E+2	-1,160519E-3	4,500000E+2	-1,771866E-1	4,500000E+2	-3,911285E-1	4,500000E+2	-3,543155E-1	4,500000E+2	-2,426203E-1
4,515625E+2	-3,269822E-1	4,515625E+2	-5,916317E-2	4,515625E+2	-5,312349E-1	4,515625E+2	-7,912936E-3	4,515625E+2	-2,527195E-1	4,515625E+2	-5,805649E-1	4,515625E+2	-3,501785E-1	4,515625E+2	-2,415164E-1
4,531250E+2	-3,530904E-1	4,531250E+2	-5,047737E-2	4,531250E+2	-5,058203E-1	4,531250E+2	-1,426392E-2	4,531250E+2	-1,790550E-1	4,531250E+2	-8,691050E-1	4,531250E+2	-3,473029E-1	4,531250E+2	-2,431232E-1
