Sample 1 - Real_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 1 - Imag_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 2 - Real_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 2 - Imag_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 3 - Real_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 3 - Imag_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 4 - Real_Frequency [Hz]	T21 Transfer Matrix Coefficient	Sample 4 - Imag_Frequency [Hz]	T21 Transfer Matrix Coefficient	
3,593750E+2	3,652154E-4	3,593750E+2	-4,268189E-3	3,593750E+2	-5,557140E-4	3,593750E+2	-3,612608E-3	3,593750E+2	3,597807E-5	3,593750E+2	-1,260354E-3	3,593750E+2	-2,475870E-5	3,593750E+2	-1,452674E-3
3,609375E+2	1,446215E-4	3,609375E+2	-2,702933E-3	3,609375E+2	-3,905249E-4	3,609375E+2	-2,390963E-3	3,609375E+2	1,920550E-5	3,609375E+2	-1,298816E-3	3,609375E+2	-9,929994E-4	3,609375E+2	-3,246130E-3
3,625000E+2	-1,014400E-3	3,625000E+2	-6,084782E-4	3,625000E+2	-1,640679E-4	3,625000E+2	-7,448626E-4	3,625000E+2	2,004895E-6	3,625000E+2	-1,338430E-3	3,625000E+2	-2,335574E-3	3,625000E+2	-5,765409E-3
3,640625E+2	-1,004068E-3	3,640625E+2	-5,865701E-4	3,640625E+2	-1,762334E-4	3,640625E+2	-7,020450E-4	3,640625E+2	-7,118743E-6	3,640625E+2	-1,394679E-3	3,640625E+2	-2,320471E-3	3,640625E+2	-5,725585E-3
3,656250E+2	-9,936313E-4	3,656250E+2	-5,643583E-4	3,656250E+2	-1,884772E-4	3,656250E+2	-6,596099E-4	3,656250E+2	-1,638747E-5	3,656250E+2	-1,452683E-3	3,656250E+2	-2,304462E-3	3,656250E+2	-5,684771E-3
3,671875E+2	-9,860364E-4	3,671875E+2	-5,419480E-4	3,671875E+2	-1,972824E-4	3,671875E+2	-6,273555E-4	3,671875E+2	-3,287785E-5	3,671875E+2	-1,496503E-3	3,671875E+2	-2,291397E-3	3,671875E+2	-5,648995E-3
3,687500E+2	-9,783768E-4	3,687500E+2	-5,192720E-4	3,687500E+2	-2,061217E-4	3,687500E+2	-5,953029E-4	3,687500E+2	-4,976769E-5	3,687500E+2	-1,541626E-3	3,687500E+2	-2,277376E-3	3,687500E+2	-5,612322E-3
3,703125E+2	-9,710180E-4	3,703125E+2	-4,969303E-4	3,703125E+2	-2,103271E-4	3,703125E+2	-5,703046E-4	3,703125E+2	-6,956478E-5	3,703125E+2	-1,575502E-3	3,703125E+2	-2,270158E-3	3,703125E+2	-5,567589E-3
3,718750E+2	-9,635898E-4	3,718750E+2	-4,743507E-4	3,718750E+2	-2,145389E-4	3,718750E+2	-5,453719E-4	3,718750E+2	-8,992454E-5	3,718750E+2	-1,610250E-3	3,718750E+2	-2,261915E-3	3,718750E+2	-5,521866E-3
3,734375E+2	-9,620796E-4	3,734375E+2	-4,443000E-4	3,734375E+2	-2,186984E-4	3,734375E+2	-5,263100E-4	3,734375E+2	-1,020660E-4	3,734375E+2	-1,646430E-3	3,734375E+2	-2,251476E-3	3,734375E+2	-5,471154E-3
3,750000E+2	-9,606265E-4	3,750000E+2	-4,140762E-4	3,750000E+2	-2,228361E-4	3,750000E+2	-5,072614E-4	3,750000E+2	-1,145883E-4	3,750000E+2	-1,683496E-3	3,750000E+2	-2,239786E-3	3,750000E+2	-5,419630E-3
3,765625E+2	-9,585027E-4	3,765625E+2	-3,821468E-4	3,765625E+2	-2,271448E-4	3,765625E+2	-4,914725E-4	3,765625E+2	-7,145501E-5	3,765625E+2	-1,755414E-3	3,765625E+2	-2,220444E-3	3,765625E+2	-5,361247E-3
3,781250E+2	-9,564532E-4	3,781250E+2	-3,500528E-4	3,781250E+2	-2,314089E-4	3,781250E+2	-4,756525E-4	3,781250E+2	-3,323087E-5	3,781250E+2	-1,585961E-3	3,781250E+2	-2,199518E-3	3,781250E+2	-5,302170E-3
3,796875E+2	-9,458676E-4	3,796875E+2	-3,194148E-4	3,796875E+2	-2,293365E-4	3,796875E+2	-4,662896E-4	3,796875E+2	-2,966451E-5	3,796875E+2	-1,619534E-3	3,796875E+2	-8,485225E-4	3,796875E+2	-3,460885E-3
3,812500E+2	-9,353413E-4	3,812500E+2	-2,884882E-4	3,812500E+2	-2,272188E-4	3,812500E+2	-4,568492E-4	3,812500E+2	-2,626830E-5	3,812500E+2	-1,653050E-3	3,812500E+2	9,834794E-4	3,812500E+2	-6,770015E-4
3,828125E+2	-9,386750E-4	3,828125E+2	-2,354399E-4	3,828125E+2	-2,298611E-4	3,828125E+2	-4,485770E-4	3,828125E+2	-2,991371E-5	3,828125E+2	-1,683842E-3	3,828125E+2	9,952022E-4	3,828125E+2	-6,564695E-4
3,843750E+2	-9,424682E-4	3,843750E+2	-1,821911E-4	3,843750E+2	-2,324383E-4	3,843750E+2	-4,402390E-4	3,843750E+2	-3,371120E-5	3,843750E+2	-1,714503E-3	3,843750E+2	1,006641E-3	3,843750E+2	-6,356122E-4
3,859375E+2	-9,371839E-4	3,859375E+2	-1,173583E-4	3,859375E+2	-2,353728E-4	3,859375E+2	-4,346027E-4	3,859375E+2	-4,058729E-5	3,859375E+2	-1,736479E-3	3,859375E+2	-2,043008E-4	3,859375E+2	-1,893905E-3
3,875000E+2	-9,328213E-4	3,875000E+2	-5,163916E-5	3,875000E+2	-2,382324E-4	3,875000E+2	-4,288988E-4	3,875000E+2	-4,761140E-5	3,875000E+2	-1,758246E-3	3,875000E+2	-1,507399E-3	3,875000E+2	-3,313776E-3
3,890625E+2	-7,160160E-4	3,890625E+2	-7,023745E-4	3,890625E+2	-2,378697E-4	3,890625E+2	-4,280663E-4	3,890625E+2	-5,776589E-5	3,890625E+2	-1,753715E-3	3,890625E+2	-1,897405E-3	3,890625E+2	-3,502427E-3
3,906250E+2	-4,183656E-4	3,906250E+2	-1,415784E-3	3,906250E+2	-2,374344E-4	3,906250E+2	-4,271373E-4	3,906250E+2	-6,804507E-5	3,906250E+2	-1,748938E-3	3,906250E+2	-2,285290E-3	3,906250E+2	-3,693591E-3
3,921875E+2	-2,507217E-4	3,921875E+2	-2,986394E-3	3,921875E+2	-2,416149E-4	3,921875E+2	-4,294188E-4	3,921875E+2	-6,876453E-5	3,921875E+2	-1,730997E-3	3,921875E+2	-2,483666E-3	3,921875E+2	-3,743003E-3
3,937500E+2	4,997502E-5	3,937500E+2	-4,771540E-3	3,937500E+2	-2,457132E-4	3,937500E+2	-4,315883E-4	3,937500E+2	-6,957376E-5	3,937500E+2	-1,712837E-3	3,937500E+2	-2,679807E-3	3,937500E+2	-3,793766E-3
3,953125E+2	2,585344E-5	3,953125E+2	-4,616024E-3	3,953125E+2	-2,481877E-4	3,953125E+2	-4,399726E-4	3,953125E+2	-5,840284E-5	3,953125E+2	-1,678693E-3	3,953125E+2	-2,867989E-3	3,953125E+2	-3,788521E-3
3,968750E+2	6,683484E-7	3,968750E+2	-4,459879E-3	3,968750E+2	-2,505836E-4	3,968750E+2	-4,482082E-4	3,968750E+2	-4,734668E-5	3,968750E+2	-1,644442E-3	3,968750E+2	-3,054044E-3	3,968750E+2	-3,784944E-3
3,984375E+2	-1,303063E-5	3,984375E+2	-4,351496E-3	3,984375E+2	-2,021157E-4	3,984375E+2	-2,014433E-3	3,984375E+2	-5,943526E-4	3,984375E+2	-3,106216E-3	3,984375E+2	-3,200166E-3	3,984375E+2	-3,721205E-3
4,000000E+2	-2,747045E-5	4,000000E+2	-4,242687E-3	4,000000E+2	-5,307643E-5	4,000000E+2	-3,864271E-3	4,000000E+2	-1,133937E-3	4,000000E+2	-4,655146E-3	4,000000E+2	-3,343841E-3	4,000000E+2	-3,659416E-3
4,015625E+2	-1,661630E-4	4,015625E+2	-2,853008E-3	4,015625E+2	-5,031471E-5	4,015625E+2	-3,834838E-3	4,015625E+2	-1,710609E-3	4,015625E+2	-5,756716E-3	4,015625E+2	-3,178567E-3	4,015625E+2	-3,481022E-3
4,031250E+2	-3,968679E-4	4,031250E+2	-1,307589E-3	4,031250E+2	-4,763840E-5	4,031250E+2	-3,805054E-3	4,031250E+2	-2,261108E-3	4,031250E+2	-6,876518E-3	4,031250E+2	-3,006253E-3	4,031250E+2	-3,294882E-3
4,046875E+2	-3,864026E-4	4,046875E+2	-1,258482E-3	4,046875E+2	-4,797031E-5	4,046875E+2	-3,786414E-3	4,046875E+2	-2,388336E-3	4,046875E+2	-7,065903E-3	4,046875E+2	-3,000373E-3	4,046875E+2	-3,044159E-3
4,062500E+2	-3,760696E-4	4,062500E+2	-1,209525E-3	4,062500E+2	-4,831494E-5	4,062500E+2	-3,767309E-3	4,062500E+2	-2,510881E-3	4,062500E+2	-7,252545E-3	4,062500E+2	-2,991092E-3	4,062500E+2	-2,801168E-3
4,078125E+2	-3,701207E-4	4,078125E+2	-1,164548E-3	4,078125E+2	-6,440078E-5	4,078125E+2	-2,994157E-3	4,078125E+2	-2,585026E-3	4,078125E+2	-7,386565E-3	4,078125E+2	-2,867063E-3	4,078125E+2	-2,674091E-3
4,093750E+2	-3,642512E-4	4,093750E+2	-1,119756E-3	4,093750E+2	-1,075084E-4	4,093750E+2	-2,145889E-3	4,093750E+2	-2,655782E-3	4,093750E+2	-7,517859E-3	4,093750E+2	-2,744609E-3	4,093750E+2	-2,546739E-3
4,109375E+2	-3,583368E-4	4,109375E+2	-1,076511E-3	4,109375E+2	-1,127036E-4	4,109375E+2	-2,105390E-3	4,109375E+2	-1,839087E-3	4,109375E+2	-5,728951E-3	4,109375E+2	-2,685614E-3	4,109375E+2	-2,431903E-3
4,125000E+2	-3,524750E-4	4,125000E+2	-1,033476E-3	4,125000E+2	-1,178853E-4	4,125000E+2	-2,064897E-3	4,125000E+2	-1,063512E-3	4,125000E+2	-3,772228E-3	4,125000E+2	-2,629730E-3	4,125000E+2	-2,318226E-3
4,140625E+2	-3,543435E-4	4,140625E+2	-9,793539E-4	4,140625E+2	-1,213956E-4	4,140625E+2	-2,024754E-3	4,140625E+2	-9,860706E-4	4,140625E+2	-3,596626E-3	4,140625E+2	-2,783564E-3	4,140625E+2	-1,551418E-3
4,156250E+2	-3,561793E-4	4,156250E+2	-9,256225E-4	4,156250E+2	-1,249150E-4	4,156250E+2	-1,984629E-3	4,156250E+2	-9,140229E-4	4,156250E+2	-3,419770E-3	4,156250E+2	-3,046044E-3	4,156250E+2	-8,484135E-4
4,171875E+2	-3,866812E-4	4,171875E+2	-8,309100E-4	4,171875E+2	-1,278983E-4	4,171875E+2	-1,946645E-3	4,171875E+2	-8,649708E-4	4,171875E+2	-3,352127E-3	4,171875E+2	-2,844198E-3	4,171875E+2	-8,659719E-4
4,187500E+2	-4,170379E-4	4,187500E+2	-7,372483E-4	4,187500E+2	-1,308573E-4	4,187500E+2	-1,908683E-3	4,187500E+2	-8,192911E-4	4,187500E+2	-3,282116E-3	4,187500E+2	-2,642698E-3	4,187500E+2	-8,779377E-4
4,203125E+2	-4,087629E-4	4,203125E+2	-7,079752E-4	4,203125E+2	-1,326182E-4	4,203125E+2	-1,872070E-3	4,203125E+2	-8,583381E-4	4,203125E+2	-3,256718E-3	4,203125E+2	-2,478885E-3	4,203125E+2	-9,472063E-4
4,218750E+2	-4,005545E-4	4,218750E+2	-6,787714E-4	4,218750E+2	-1,343556E-4	4,218750E+2	-1,835500E-3	4,218750E+2	-8,966983E-4	4,218750E+2	-3,231419E-3	4,218750E+2	-2,313598E-3	4,218750E+2	-1,011259E-3
4,234375E+2	-3,600359E-4	4,234375E+2	-9,456896E-4	4,234375E+2	-1,547566E-4	4,234375E+2	-1,792579E-3	4,234375E+2	-9,726351E-4	4,234375E+2	-3,217694E-3	4,234375E+2	-2,121539E-3	4,234375E+2	-1,077561E-3
4,250000E+2	-3,163973E-4	4,250000E+2	-1,210825E-3	4,250000E+2	-1,748860E-4	4,250000E+2	-1,749850E-3	4,250000E+2	-1,046434E-3	4,250000E+2	-3,204956E-3	4,250000E+2	-1,927139E-3	4,250000E+2	-1,136807E-3
4,265625E+2	-2,349826E-4	4,265625E+2	-2,077044E-3	4,265625E+2	-1,823025E-4	4,265625E+2	-1,721274E-3	4,265625E+2	-1,148648E-3	4,265625E+2	-3,254288E-3	4,265625E+2	-2,876157E-3	4,265625E+2	-1,841400E-3
4,281250E+2	-1,359541E-4	4,281250E+2	-2,941456E-3	4,281250E+2	-1,895800E-4	4,281250E+2	-1,692709E-3	4,281250E+2	-1,244432E-3	4,281250E+2	-3,303422E-3	4,281250E+2	-3,724353E-3	4,281250E+2	-2,884918E-3
4,296875E+2	-1,474642E-4	4,296875E+2	-3,030281E-3	4,296875E+2	-1,802112E-4	4,296875E+2	-1,671772E-3	4,296875E+2	-1,360349E-3	4,296875E+2	-3,410498E-3	4,296875E+2	-3,709043E-3	4,296875E+2	-2,774281E-3
4,312500E+2	-1,584061E-4	4,312500E+2	-3,116840E-3	4,312500E+2	-1,709677E-4	4,312500E+2	-1,650740E-3	4,312500E+2	-1,463912E-3	4,312500E+2	-3,517548E-3	4,312500E+2	-3,694265E-3	4,312500E+2	-2,664107E-3
4,328125E+2	-2,153619E-4	4,328125E+2	-2,734194E-3	4,328125E+2	-2,232947E-4	4,328125E+2	-1,072329E-3	4,328125E+2	-1,513579E-3	4,328125E+2	-3,555944E-3	4,328125E+2	-2,720074E-3	4,328125E+2	-2,288510E-3
4,343750E+2	-2,766743E-4	4,343750E+2	-2,352931E-3	4,343750E+2	-2,863673E-4	4,343750E+2	-4,787213E-4	4,343750E+2	-1,556441E-3	4,343750E+2	-3,595204E-3	4,343750E+2	-1,765480E-3	4,343750E+2	-1,784473E-3
4,359375E+2	-3,380716E-4	4,359375E+2	-1,731625E-3	4,359375E+2	-2,096282E-4	4,359375E+2	-2,014073E-3	4,359375E+2	-1,542950E-3	4,359375E+2	-3,544679E-3	4,359375E+2	-1,748122E-3	4,359375E+2	-1,758616E-3
4,375000E+2	-4,096096E-4	4,375000E+2	-1,115656E-3	4,375000E+2	-7,750871E-5	4,375000E+2	-3,545595E-3	4,375000E+2	-1,531338E-3	4,375000E+2	-3,493604E-3	4,375000E+2	-1,730862E-3	4,375000E+2	-1,732392E-3
4,390625E+2	-4,143482E-4	4,390625E+2	-1,046994E-3	4,390625E+2	-8,299008E-5	4,390625E+2	-3,517676E-3	4,390625E+2	-1,630060E-3	4,390625E+2	-3,463640E-3	4,390625E+2	-1,712981E-3	4,390625E+2	-1,705366E-3
4,406250E+2	-4,191068E-4	4,406250E+2	-9,795703E-4	4,406250E+2	-8,834056E-5	4,406250E+2	-3,489332E-3	4,406250E+2	-1,723564E-3	4,406250E+2	-3,441362E-3	4,406250E+2	-1,695205E-3	4,406250E+2	-1,677988E-3
4,421875E+2	-4,147163E-4	4,421875E+2	-9,243141E-4	4,421875E+2	-8,388647E-5	4,421875E+2	-3,449673E-3	4,421875E+2	-1,825499E-3	4,421875E+2	-3,412233E-3	4,421875E+2	-1,668775E-3	4,421875E+2	-1,648582E-3
4,437500E+2	-4,104553E-4	4,437500E+2	-8,700298E-4	4,437500E+2	-7,954494E-5	4,437500E+2	-3,409868E-3	4,437500E+2	-1,924406E-3	4,437500E+2	-3,390979E-3	4,437500E+2	-1,642640E-3	4,437500E+2	-1,618835E-3
4,453125E+2	-3,300688E-4	4,453125E+2	-1,889306E-3	4,453125E+2	-1,159762E-4	4,453125E+2	-1,940656E-3	4,453125E+2	-2,018923E-3	4,453125E+2	-3,362725E-3	4,453125E+2	-1,609769E-3	4,453125E+2	-1,589038E-3
4,468750E+2	-2,275383E-4	4,468750E+2	-2,859465E-3	4,468750E+2	-2,066567E-4	4,468750E+2	-5,152588E-4	4,468750E+2	-2,112181E-3	4,468750E+2	-3,340738E-3	4,468750E+2	-1,577314E-3	4,468750E+2	-1,558875E-3
4,484375E+2	-2,261957E-4	4,484375E+2	-2,592019E-3	4,484375E+2	-2,078512E-4	4,484375E+2	-5,535454E-4	4,484375E+2	-2,219033E-3	4,484375E+2	-3,312171E-3	4,484375E+2	-1,527455E-3	4,484375E+2	-1,533348E-3
4,500000E+2	-2,275453E-4	4,500000E+2	-2,331391E-3	4,500000E+2	-2,088846E-4	4,500000E+2	-5,906951E-4	4,500000E+2	-2,325062E-3	4,500000E+2	-3,289731E-3	4,500000E+2	-1,478361E-3	4,500000E+2	-1,507237E-3
4,515625E+2	-2,393788E-4	4,515625E+2	-2,122396E-3	4,515625E+2	-1,986274E-4	4,515625E+2	-7,977429E-4	4,515625E+2	-2,348973E-3	4,515625E+2	-2,344319E-3	4,515625E+2	-1,153979E-3	4,515625E+2	-1,622205E-3
4,531250E+2	-2,522234E-4	4,531250E+2	-1,919688E-3	4,531250E+2	-1,874766E-4	4,531250E+2	-9,967731E-4	4,531250E+2	-3,016238E-3	4,531250E+2	-1,313680E-3	4,531250E+2	-8,357853E-4	4,531250E+2	-1,728924E-3
