Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity 2	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity 2	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity 2	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity 2	
2,140625E+3	1,582655E-1	2,140625E+3	1,690839E-1	2,140625E+3	2,698607E-1	2,140625E+3	5,144883E-1
2,142187E+3	1,559934E-1	2,142187E+3	1,689728E-1	2,142187E+3	2,684363E-1	2,142187E+3	5,115618E-1
2,143750E+3	1,539062E-1	2,143750E+3	1,689769E-1	2,143750E+3	2,671831E-1	2,143750E+3	5,087393E-1
2,145312E+3	1,512477E-1	2,145312E+3	1,703281E-1	2,145312E+3	2,677226E-1	2,145312E+3	5,108129E-1
2,146875E+3	1,487891E-1	2,146875E+3	1,716845E-1	2,146875E+3	2,683211E-1	2,146875E+3	5,147911E-1
2,148437E+3	1,467134E-1	2,148437E+3	1,790316E-1	2,148437E+3	2,725100E-1	2,148437E+3	5,155931E-1
2,150000E+3	1,449112E-1	2,150000E+3	1,861448E-1	2,150000E+3	2,766173E-1	2,150000E+3	5,167643E-1
2,151562E+3	1,444012E-1	2,151562E+3	1,968595E-1	2,151562E+3	2,795341E-1	2,151562E+3	5,344774E-1
2,153125E+3	1,442114E-1	2,153125E+3	2,083294E-1	2,153125E+3	2,823342E-1	2,153125E+3	5,472220E-1
2,154687E+3	1,528788E-1	2,154687E+3	2,086002E-1	2,154687E+3	2,897782E-1	2,154687E+3	5,439699E-1
2,156250E+3	1,628422E-1	2,156250E+3	2,088039E-1	2,156250E+3	2,985771E-1	2,156250E+3	5,406108E-1
2,157812E+3	1,815595E-1	2,157812E+3	2,076169E-1	2,157812E+3	2,983985E-1	2,157812E+3	5,363378E-1
2,159375E+3	1,987202E-1	2,159375E+3	2,063912E-1	2,159375E+3	2,981996E-1	2,159375E+3	5,319698E-1
2,160937E+3	1,965786E-1	2,160937E+3	2,053832E-1	2,160937E+3	2,997063E-1	2,160937E+3	5,278917E-1
2,162500E+3	1,943645E-1	2,162500E+3	2,043376E-1	2,162500E+3	2,999522E-1	2,162500E+3	5,237056E-1
2,164062E+3	1,853494E-1	2,164062E+3	2,214520E-1	2,164062E+3	2,990755E-1	2,164062E+3	5,298703E-1
2,165625E+3	1,746741E-1	2,165625E+3	2,394370E-1	2,165625E+3	2,981185E-1	2,165625E+3	5,353840E-1
2,167187E+3	2,087965E-1	2,167187E+3	2,394756E-1	2,167187E+3	2,974271E-1	2,167187E+3	5,844206E-1
2,168750E+3	2,481482E-1	2,168750E+3	2,392309E-1	2,168750E+3	2,966578E-1	2,168750E+3	6,199357E-1
2,170312E+3	2,494130E-1	2,170312E+3	2,400370E-1	2,170312E+3	3,229455E-1	2,170312E+3	6,263806E-1
2,171875E+3	2,505421E-1	2,171875E+3	2,408283E-1	2,171875E+3	3,530291E-1	2,171875E+3	6,325223E-1
2,173437E+3	2,504434E-1	2,173437E+3	2,402825E-1	2,173437E+3	3,561947E-1	2,173437E+3	7,538326E-1
2,175000E+3	2,501793E-1	2,175000E+3	2,396267E-1	2,175000E+3	3,591938E-1	2,175000E+3	7,933554E-1
2,176562E+3	2,494501E-1	2,176562E+3	2,381080E-1	2,176562E+3	3,615424E-1	2,176562E+3	7,946353E-1
2,178125E+3	2,485567E-1	2,178125E+3	2,364339E-1	2,178125E+3	3,636694E-1	2,178125E+3	7,955071E-1
2,179687E+3	2,473482E-1	2,179687E+3	2,351012E-1	2,179687E+3	3,647350E-1	2,179687E+3	7,962431E-1
2,181250E+3	2,460028E-1	2,181250E+3	2,337078E-1	2,181250E+3	3,655216E-1	2,181250E+3	7,966999E-1
2,182812E+3	2,443911E-1	2,182812E+3	2,310991E-1	2,182812E+3	3,663903E-1	2,182812E+3	7,958080E-1
2,184375E+3	2,426843E-1	2,184375E+3	2,284856E-1	2,184375E+3	3,670620E-1	2,184375E+3	7,946694E-1
2,185937E+3	2,412087E-1	2,185937E+3	2,263276E-1	2,185937E+3	3,669166E-1	2,185937E+3	8,428101E-1
2,187500E+3	2,396712E-1	2,187500E+3	2,241818E-1	2,187500E+3	3,665652E-1	2,187500E+3	8,397285E-1
2,189062E+3	2,372767E-1	2,189062E+3	2,650721E-1	2,189062E+3	3,664474E-1	2,189062E+3	8,425587E-1
2,190625E+3	2,348227E-1	2,190625E+3	2,702642E-1	2,190625E+3	3,661832E-1	2,190625E+3	8,433718E-1
2,192187E+3	2,327433E-1	2,192187E+3	2,703298E-1	2,192187E+3	3,655122E-1	2,192187E+3	8,468656E-1
2,193750E+3	2,306351E-1	2,193750E+3	2,701006E-1	2,193750E+3	3,646955E-1	2,193750E+3	8,477670E-1
2,195312E+3	2,617780E-1	2,195312E+3	2,695615E-1	2,195312E+3	3,634515E-1	2,195312E+3	8,522148E-1
2,196875E+3	2,622206E-1	2,196875E+3	2,688048E-1	2,196875E+3	3,620742E-1	2,196875E+3	8,518036E-1
2,198437E+3	2,586295E-1	2,198437E+3	2,705576E-1	2,198437E+3	3,598015E-1	2,198437E+3	8,565707E-1
2,200000E+3	2,549559E-1	2,200000E+3	2,719447E-1	2,200000E+3	3,574388E-1	2,200000E+3	8,548656E-1
2,201562E+3	2,509021E-1	2,201562E+3	2,721010E-1	2,201562E+3	3,887152E-1	2,201562E+3	8,585918E-1
2,203125E+3	2,467191E-1	2,203125E+3	2,719394E-1	2,203125E+3	4,116336E-1	2,203125E+3	8,557378E-1
2,204687E+3	2,439532E-1	2,204687E+3	3,250418E-1	2,204687E+3	4,101745E-1	2,204687E+3	8,591434E-1
2,206250E+3	2,409716E-1	2,206250E+3	3,641664E-1	2,206250E+3	4,084588E-1	2,206250E+3	8,560150E-1
2,207812E+3	3,176501E-1	2,207812E+3	3,661855E-1	2,207812E+3	3,885664E-1	2,207812E+3	8,591895E-1
2,209375E+3	3,808567E-1	2,209375E+3	3,677831E-1	2,209375E+3	3,682691E-1	2,209375E+3	8,566723E-1
2,210937E+3	3,794372E-1	2,210937E+3	3,704969E-1	2,210937E+3	4,228061E-1	2,210937E+3	8,595307E-1
2,212500E+3	3,776902E-1	2,212500E+3	3,726820E-1	2,212500E+3	4,690023E-1	2,212500E+3	8,571504E-1
2,214062E+3	3,772671E-1	2,214062E+3	3,751077E-1	2,214062E+3	4,676646E-1	2,214062E+3	8,461534E-1
2,215625E+3	3,764089E-1	2,215625E+3	3,769927E-1	2,215625E+3	4,661839E-1	2,215625E+3	8,246569E-1
2,217187E+3	3,754856E-1	2,217187E+3	3,796074E-1	2,217187E+3	4,651518E-1	2,217187E+3	8,255663E-1
2,218750E+3	3,741360E-1	2,218750E+3	3,814217E-1	2,218750E+3	4,639552E-1	2,218750E+3	8,226818E-1
2,220312E+3	3,744361E-1	2,220312E+3	3,839637E-1	2,220312E+3	4,626436E-1	2,220312E+3	8,231494E-1
2,221875E+3	3,741857E-1	2,221875E+3	3,855457E-1	2,221875E+3	4,611872E-1	2,221875E+3	8,207434E-1
2,223437E+3	3,735384E-1	2,223437E+3	4,960831E-1	2,223437E+3	4,611738E-1	2,223437E+3	8,210970E-1
2,225000E+3	3,723199E-1	2,225000E+3	3,986482E-1	2,225000E+3	4,609307E-1	2,225000E+3	8,190731E-1
2,226562E+3	3,710031E-1	2,226562E+3	3,970059E-1	2,226562E+3	4,606170E-1	2,226562E+3	8,193567E-1
2,228125E+3	3,690966E-1	2,228125E+3	3,937144E-1	2,228125E+3	4,600685E-1	2,228125E+3	8,177635E-1
2,229687E+3	3,678618E-1	2,229687E+3	3,925976E-1	2,229687E+3	5,438247E-1	2,229687E+3	8,183673E-1
2,231250E+3	3,659017E-1	2,231250E+3	3,893384E-1	2,231250E+3	5,287333E-1	2,231250E+3	8,174430E-1
2,232812E+3	3,647636E-1	2,232812E+3	3,877247E-1	2,232812E+3	5,240872E-1	2,232812E+3	8,181990E-1
2,234375E+3	3,626930E-1	2,234375E+3	3,826694E-1	2,234375E+3	5,190557E-1	2,234375E+3	8,175882E-1
2,235937E+3	4,086720E-1	2,235937E+3	3,834891E-1	2,235937E+3	5,141103E-1	2,235937E+3	8,186003E-1
2,237500E+3	3,608089E-1	2,237500E+3	3,766184E-1	2,237500E+3	5,087060E-1	2,237500E+3	8,184567E-1
2,239062E+3	3,570256E-1	2,239062E+3	3,846164E-1	2,239062E+3	5,036015E-1	2,239062E+3	8,198725E-1
2,240625E+3	3,478240E-1	2,240625E+3	3,717379E-1	2,240625E+3	4,978658E-1	2,240625E+3	8,203025E-1
2,242187E+3	3,446983E-1	2,242187E+3	3,851324E-1	2,242187E+3	4,936326E-1	2,242187E+3	8,212185E-1
2,243750E+3	3,338699E-1	2,243750E+3	3,678142E-1	2,243750E+3	4,881381E-1	2,243750E+3	8,209532E-1
2,245312E+3	3,287846E-1	2,245312E+3	3,735776E-1	2,245312E+3	4,865963E-1	2,245312E+3	8,224464E-1
2,246875E+3	3,173170E-1	2,246875E+3	3,600545E-1	2,246875E+3	4,810667E-1	2,246875E+3	8,231350E-1
2,248437E+3	3,101189E-1	2,248437E+3	3,572008E-1	2,248437E+3	4,805492E-1	2,248437E+3	8,067097E-1
2,250000E+3	2,987366E-1	2,250000E+3	3,478393E-1	2,250000E+3	4,748419E-1	2,250000E+3	7,704031E-1
2,251562E+3	3,702138E-1	2,251562E+3	3,420509E-1	2,251562E+3	5,063145E-1	2,251562E+3	7,556806E-1
2,253125E+3	4,240199E-1	2,253125E+3	3,327763E-1	2,253125E+3	5,284679E-1	2,253125E+3	7,409197E-1
2,254687E+3	4,234341E-1	2,254687E+3	3,926218E-1	2,254687E+3	5,329696E-1	2,254687E+3	7,431494E-1
2,256250E+3	4,212324E-1	2,256250E+3	4,287098E-1	2,256250E+3	5,315217E-1	2,256250E+3	7,444838E-1
2,257812E+3	4,207429E-1	2,257812E+3	4,323304E-1	2,257812E+3	5,349176E-1	2,257812E+3	7,484417E-1
2,259375E+3	4,188606E-1	2,259375E+3	4,339828E-1	2,259375E+3	5,322453E-1	2,259375E+3	7,517799E-1
2,260937E+3	4,193486E-1	2,260937E+3	4,372408E-1	2,260937E+3	5,336905E-1	2,260937E+3	7,568468E-1
2,262500E+3	4,184964E-1	2,262500E+3	4,387699E-1	2,262500E+3	5,306653E-1	2,262500E+3	7,616308E-1
2,264062E+3	4,187454E-1	2,264062E+3	4,433457E-1	2,264062E+3	5,313115E-1	2,264062E+3	7,670577E-1
2,265625E+3	4,179658E-1	2,265625E+3	4,460181E-1	2,265625E+3	5,287863E-1	2,265625E+3	7,722402E-1
2,267187E+3	4,184411E-1	2,267187E+3	4,482793E-1	2,267187E+3	5,276040E-1	2,267187E+3	7,771957E-1
2,268750E+3	4,180282E-1	2,268750E+3	4,491508E-1	2,268750E+3	5,238416E-1	2,268750E+3	7,818954E-1
2,270312E+3	4,184008E-1	2,270312E+3	4,517031E-1	2,270312E+3	5,228833E-1	2,270312E+3	7,868908E-1
2,271875E+3	4,178981E-1	2,271875E+3	4,533246E-1	2,271875E+3	5,199201E-1	2,271875E+3	7,916127E-1
2,273437E+3	4,179462E-1	2,273437E+3	4,548874E-1	2,273437E+3	5,161912E-1	2,273437E+3	7,810989E-1
2,275000E+3	4,171004E-1	2,275000E+3	4,556365E-1	2,275000E+3	5,108841E-1	2,275000E+3	7,716245E-1
2,276562E+3	3,415057E-1	2,276562E+3	3,798165E-1	2,276562E+3	5,069490E-1	2,276562E+3	7,773434E-1
2,278125E+3	2,603900E-1	2,278125E+3	2,998162E-1	2,278125E+3	5,018298E-1	2,278125E+3	7,828844E-1
2,279687E+3	2,636364E-1	2,279687E+3	3,064929E-1	2,279687E+3	4,978969E-1	2,279687E+3	7,879855E-1
2,281250E+3	2,658253E-1	2,281250E+3	3,119102E-1	2,281250E+3	4,928863E-1	2,281250E+3	7,929109E-1
2,282812E+3	2,701662E-1	2,282812E+3	3,058595E-1	2,282812E+3	4,878508E-1	2,282812E+3	7,984516E-1
2,284375E+3	2,736661E-1	2,284375E+3	2,821941E-1	2,284375E+3	4,818545E-1	2,284375E+3	8,037618E-1
2,285937E+3	2,816207E-1	2,285937E+3	2,898449E-1	2,285937E+3	4,778842E-1	2,285937E+3	8,085555E-1
2,287500E+3	2,877571E-1	2,287500E+3	2,962400E-1	2,287500E+3	4,729835E-1	2,287500E+3	8,131359E-1
2,289062E+3	2,962187E-1	2,289062E+3	3,025694E-1	2,289062E+3	4,660774E-1	2,289062E+3	8,178827E-1
2,290625E+3	3,022475E-1	2,290625E+3	3,074327E-1	2,290625E+3	4,581758E-1	2,290625E+3	8,222765E-1
2,292187E+3	3,168863E-1	2,292187E+3	3,235304E-1	2,292187E+3	4,692671E-1	2,292187E+3	8,253114E-1
2,293750E+3	3,275334E-1	2,293750E+3	3,364808E-1	2,293750E+3	4,782819E-1	2,293750E+3	8,279971E-1
2,295312E+3	3,456366E-1	2,295312E+3	3,398049E-1	2,295312E+3	6,462727E-1	2,295312E+3	8,302173E-1
2,296875E+3	3,576441E-1	2,296875E+3	3,407544E-1	2,296875E+3	5,838581E-1	2,296875E+3	8,318800E-1
2,298437E+3	3,807726E-1	2,298437E+3	3,551688E-1	2,298437E+3	5,766201E-1	2,298437E+3	8,318313E-1
2,300000E+3	3,936616E-1	2,300000E+3	3,638922E-1	2,300000E+3	5,637952E-1	2,300000E+3	8,309837E-1
2,301562E+3	7,668218E-1	2,301562E+3	3,728785E-1	2,301562E+3	5,613940E-1	2,301562E+3	8,270931E-1
2,303125E+3	4,988435E-1	2,303125E+3	3,751484E-1	2,303125E+3	5,584428E-1	2,303125E+3	8,221805E-1
2,304687E+3	4,958738E-1	2,304687E+3	3,810758E-1	2,304687E+3	5,555561E-1	2,304687E+3	7,867408E-1
2,306250E+3	4,896840E-1	2,306250E+3	3,780528E-1	2,306250E+3	5,520562E-1	2,306250E+3	7,418318E-1
2,307812E+3	4,856878E-1	2,307812E+3	5,265123E-1	2,307812E+3	5,494252E-1	2,307812E+3	7,431117E-1
2,309375E+3	4,779814E-1	2,309375E+3	2,487046E-1	2,309375E+3	5,462304E-1	2,309375E+3	7,428053E-1
2,310937E+3	4,739085E-1	2,310937E+3	2,499112E-1	2,310937E+3	5,436110E-1	2,310937E+3	7,446947E-1
2,312500E+3	4,660016E-1	2,312500E+3	2,484127E-1	2,312500E+3	5,405014E-1	2,312500E+3	7,451316E-1
2,314062E+3	4,639917E-1	2,314062E+3	2,490813E-1	2,314062E+3	5,378089E-1	2,314062E+3	7,469038E-1
2,315625E+3	4,583092E-1	2,315625E+3	2,464625E-1	2,315625E+3	5,347258E-1	2,315625E+3	7,463713E-1
2,317187E+3	4,591239E-1	2,317187E+3	2,495742E-1	2,317187E+3	5,311127E-1	2,317187E+3	7,468247E-1
2,318750E+3	4,529668E-1	2,318750E+3	2,491908E-1	2,318750E+3	5,272605E-1	2,318750E+3	7,436266E-1
2,320312E+3	5,056767E-1	2,320312E+3	2,524626E-1	2,320312E+3	6,259158E-1	2,320312E+3	7,451767E-1
2,321875E+3	4,839580E-1	2,321875E+3	2,526226E-1	2,321875E+3	5,516023E-1	2,321875E+3	7,444993E-1
2,323437E+3	4,959618E-1	2,323437E+3	2,552078E-1	2,323437E+3	5,523242E-1	2,323437E+3	7,464230E-1
2,325000E+3	4,912966E-1	2,325000E+3	2,547979E-1	2,325000E+3	5,434428E-1	2,325000E+3	7,467123E-1
2,326562E+3	4,955715E-1	2,326562E+3	2,571564E-1	2,326562E+3	5,460709E-1	2,326562E+3	7,488602E-1
2,328125E+3	4,891092E-1	2,328125E+3	2,566113E-1	2,328125E+3	5,316961E-1	2,328125E+3	7,498782E-1
2,329687E+3	4,957965E-1	2,329687E+3	2,597096E-1	2,329687E+3	5,341196E-1	2,329687E+3	7,516967E-1
2,331250E+3	4,929748E-1	2,331250E+3	2,578018E-1	2,331250E+3	5,101272E-1	2,331250E+3	7,525083E-1
2,332812E+3	4,962617E-1	2,332812E+3	2,693717E-1	2,332812E+3	5,126556E-1	2,332812E+3	7,555951E-1
2,334375E+3	4,943453E-1	2,334375E+3	2,541771E-1	2,334375E+3	4,930293E-1	2,334375E+3	7,580134E-1
2,335937E+3	4,986457E-1	2,335937E+3	2,556450E-1	2,335937E+3	4,946601E-1	2,335937E+3	7,603835E-1
2,337500E+3	4,994048E-1	2,337500E+3	2,416296E-1	2,337500E+3	4,795883E-1	2,337500E+3	7,614299E-1
2,339062E+3	5,045078E-1	2,339062E+3	2,398208E-1	2,339062E+3	4,838787E-1	2,339062E+3	7,642008E-1
2,340625E+3	5,065280E-1	2,340625E+3	2,299367E-1	2,340625E+3	4,749581E-1	2,340625E+3	7,660902E-1
2,342187E+3	5,098618E-1	2,342187E+3	2,328106E-1	2,342187E+3	4,794689E-1	2,342187E+3	7,639418E-1
2,343750E+3	5,096382E-1	2,343750E+3	2,312942E-1	2,343750E+3	4,756986E-1	2,343750E+3	7,575818E-1
2,345312E+3	4,901650E-1	2,345312E+3	2,343178E-1	2,345312E+3	4,785680E-1	2,345312E+3	7,614614E-1
2,346875E+3	3,397245E-1	2,346875E+3	2,349238E-1	2,346875E+3	4,744495E-1	2,346875E+3	7,650912E-1
2,348437E+3	3,415130E-1	2,348437E+3	2,372446E-1	2,348437E+3	4,751894E-1	2,348437E+3	7,689095E-1
2,350000E+3	3,422276E-1	2,350000E+3	2,371878E-1	2,350000E+3	4,705317E-1	2,350000E+3	7,724634E-1
2,351562E+3	3,456607E-1	2,351562E+3	2,381786E-1	2,351562E+3	4,701333E-1	2,351562E+3	7,757009E-1
2,353125E+3	3,483152E-1	2,353125E+3	2,373010E-1	2,353125E+3	4,656446E-1	2,353125E+3	7,786302E-1
2,354687E+3	3,519043E-1	2,354687E+3	2,378288E-1	2,354687E+3	4,615104E-1	2,354687E+3	7,812358E-1
2,356250E+3	3,546876E-1	2,356250E+3	2,368295E-1	2,356250E+3	4,544614E-1	2,356250E+3	7,835082E-1
2,357812E+3	3,468806E-1	2,357812E+3	1,957968E-1	2,357812E+3	4,556071E-1	2,357812E+3	7,864065E-1
2,359375E+3	3,432497E-1	2,359375E+3	9,538774E-2	2,359375E+3	4,543001E-1	2,359375E+3	7,890829E-1
2,360937E+3	3,459686E-1	2,360937E+3	9,735406E-2	2,360937E+3	4,559908E-1	2,360937E+3	7,919410E-1
2,362500E+3	3,480595E-1	2,362500E+3	9,904082E-2	2,362500E+3	4,550644E-1	2,362500E+3	7,946281E-1
2,364062E+3	3,498341E-1	2,364062E+3	9,931838E-2	2,364062E+3	4,547509E-1	2,364062E+3	7,971092E-1
2,365625E+3	3,510259E-1	2,365625E+3	9,914152E-2	2,365625E+3	4,520262E-1	2,365625E+3	7,994246E-1
2,367187E+3	3,526090E-1	2,367187E+3	9,984894E-2	2,367187E+3	4,130945E-1	2,367187E+3	8,012787E-1
2,368750E+3	3,535475E-1	2,368750E+3	1,001472E-1	2,368750E+3	3,121843E-1	2,368750E+3	8,029469E-1
2,370312E+3	3,554805E-1	2,370312E+3	1,015590E-1	2,370312E+3	3,125532E-1	2,370312E+3	8,047264E-1
2,371875E+3	3,569064E-1	2,371875E+3	1,026302E-1	2,371875E+3	3,124003E-1	2,371875E+3	8,063191E-1
2,373437E+3	3,590964E-1	2,373437E+3	1,039787E-1	2,373437E+3	3,140851E-1	2,373437E+3	8,081177E-1
2,375000E+3	3,609014E-1	2,375000E+3	1,050399E-1	2,375000E+3	3,154153E-1	2,375000E+3	8,097450E-1
2,376562E+3	3,618946E-1	2,376562E+3	1,056449E-1	2,376562E+3	3,159784E-1	2,376562E+3	8,105862E-1
2,378125E+3	3,624672E-1	2,378125E+3	1,059662E-1	2,378125E+3	3,160732E-1	2,378125E+3	8,111922E-1
2,379687E+3	3,629287E-1	2,379687E+3	1,065024E-1	2,379687E+3	3,161500E-1	2,379687E+3	8,111962E-1
2,381250E+3	3,628357E-1	2,381250E+3	1,067900E-1	2,381250E+3	3,157172E-1	2,381250E+3	8,109417E-1
2,382812E+3	3,647433E-1	2,382812E+3	1,062798E-1	2,382812E+3	3,138755E-1	2,382812E+3	8,112977E-1
2,384375E+3	3,657181E-1	2,384375E+3	1,055388E-1	2,384375E+3	3,112776E-1	2,384375E+3	8,115228E-1
2,385937E+3	3,683358E-1	2,385937E+3	1,052788E-1	2,385937E+3	3,101027E-1	2,385937E+3	8,119832E-1
2,387500E+3	3,707128E-1	2,387500E+3	1,046035E-1	2,387500E+3	3,082570E-1	2,387500E+3	8,123444E-1
2,389062E+3	3,712542E-1	2,389062E+3	1,040830E-1	2,389062E+3	3,086568E-1	2,389062E+3	8,123158E-1
2,390625E+3	3,715522E-1	2,390625E+3	1,030810E-1	2,390625E+3	3,086623E-1	2,390625E+3	8,121594E-1
2,392187E+3	3,715534E-1	2,392187E+3	1,038356E-1	2,392187E+3	3,082538E-1	2,392187E+3	8,113999E-1
2,393750E+3	3,712144E-1	2,393750E+3	1,042709E-1	2,393750E+3	3,075685E-1	2,393750E+3	8,104730E-1
2,395312E+3	3,700179E-1	2,395312E+3	1,049225E-1	2,395312E+3	3,071559E-1	2,395312E+3	8,091487E-1
2,396875E+3	3,682153E-1	2,396875E+3	1,053521E-1	2,396875E+3	3,063512E-1	2,396875E+3	8,076204E-1
2,398437E+3	3,706013E-1	2,398437E+3	1,054187E-1	2,398437E+3	3,062686E-1	2,398437E+3	8,055946E-1
2,400000E+3	3,727190E-1	2,400000E+3	1,053034E-1	2,400000E+3	3,057228E-1	2,400000E+3	8,033238E-1
2,401562E+3	3,756276E-1	2,401562E+3	1,048617E-1	2,401562E+3	3,055492E-1	2,401562E+3	8,003683E-1
2,403125E+3	3,783419E-1	2,403125E+3	1,042066E-1	2,403125E+3	3,049785E-1	2,403125E+3	7,971243E-1
2,404687E+3	3,812188E-1	2,404687E+3	1,061974E-1	2,404687E+3	3,041666E-1	2,404687E+3	7,914265E-1
2,406250E+3	3,838338E-1	2,406250E+3	1,067620E-1	2,406250E+3	3,030137E-1	2,406250E+3	7,860672E-1
2,407812E+3	3,887329E-1	2,407812E+3	1,049438E-1	2,407812E+3	3,012877E-1	2,407812E+3	7,837589E-1
2,409375E+3	3,934029E-1	2,409375E+3	1,030961E-1	2,409375E+3	2,991559E-1	2,409375E+3	7,812699E-1
2,410937E+3	3,975869E-1	2,410937E+3	1,026428E-1	2,410937E+3	2,974087E-1	2,410937E+3	7,788839E-1
2,412500E+3	4,016299E-1	2,412500E+3	1,021665E-1	2,412500E+3	2,952417E-1	2,412500E+3	7,763113E-1
2,414062E+3	4,060834E-1	2,414062E+3	1,012790E-1	2,414062E+3	2,935165E-1	2,414062E+3	7,736361E-1
2,415625E+3	4,103946E-1	2,415625E+3	1,003646E-1	2,415625E+3	2,914565E-1	2,415625E+3	7,707448E-1
2,417187E+3	4,172376E-1	2,417187E+3	1,022876E-1	2,417187E+3	2,886402E-1	2,417187E+3	7,677131E-1
2,418750E+3	4,240614E-1	2,418750E+3	1,039427E-1	2,418750E+3	2,854089E-1	2,418750E+3	7,644342E-1
2,420312E+3	4,301670E-1	2,420312E+3	1,003764E-1	2,420312E+3	2,819708E-1	2,420312E+3	7,607693E-1
2,421875E+3	4,362487E-1	2,421875E+3	9,506433E-2	2,421875E+3	2,780151E-1	2,421875E+3	7,568050E-1
2,423437E+3	4,411532E-1	2,423437E+3	9,127622E-2	2,423437E+3	2,819687E-1	2,423437E+3	7,526320E-1
2,425000E+3	4,460784E-1	2,425000E+3	8,717442E-2	2,425000E+3	2,848704E-1	2,425000E+3	7,481293E-1
2,426562E+3	4,324915E-1	2,426562E+3	8,750985E-2	2,426562E+3	2,826195E-1	2,426562E+3	7,419103E-1
2,428125E+3	4,247076E-1	2,428125E+3	9,243118E-2	2,428125E+3	2,800759E-1	2,428125E+3	7,360551E-1
2,429687E+3	4,293070E-1	2,429687E+3	9,108029E-2	2,429687E+3	2,782136E-1	2,429687E+3	7,320256E-1
2,431250E+3	4,337628E-1	2,431250E+3	8,958745E-2	2,431250E+3	2,760553E-1	2,431250E+3	7,276942E-1
2,432812E+3	4,384258E-1	2,432812E+3	8,869235E-2	2,432812E+3	2,739682E-1	2,432812E+3	7,241045E-1
2,434375E+3	4,429321E-1	2,434375E+3	8,768037E-2	2,434375E+3	2,716109E-1	2,434375E+3	7,202604E-1
2,435937E+3	4,472249E-1	2,435937E+3	8,815222E-2	2,435937E+3	2,683706E-1	2,435937E+3	7,083588E-1
2,437500E+3	4,513604E-1	2,437500E+3	8,852622E-2	2,437500E+3	2,635919E-1	2,437500E+3	7,010677E-1
2,439062E+3	4,556208E-1	2,439062E+3	8,740719E-2	2,439062E+3	2,613535E-1	2,439062E+3	6,976870E-1
2,440625E+3	4,597103E-1	2,440625E+3	8,620208E-2	2,440625E+3	2,590765E-1	2,440625E+3	6,941093E-1
2,442187E+3	4,627945E-1	2,442187E+3	8,577504E-2	2,442187E+3	2,561922E-1	2,442187E+3	6,901205E-1
2,443750E+3	4,657151E-1	2,443750E+3	8,527400E-2	2,443750E+3	2,532372E-1	2,443750E+3	6,858808E-1
2,445312E+3	4,680815E-1	2,445312E+3	8,407111E-2	2,445312E+3	2,499893E-1	2,445312E+3	6,812283E-1
2,446875E+3	4,702819E-1	2,446875E+3	8,280924E-2	2,446875E+3	2,466725E-1	2,446875E+3	6,762347E-1
2,448437E+3	4,709258E-1	2,448437E+3	8,252958E-2	2,448437E+3	2,441510E-1	2,448437E+3	6,724341E-1
2,450000E+3	4,714316E-1	2,450000E+3	8,219939E-2	2,450000E+3	2,415859E-1	2,450000E+3	6,683678E-1
2,451562E+3	4,715338E-1	2,451562E+3	8,009991E-2	2,451562E+3	2,387080E-1	2,451562E+3	6,651984E-1
2,453125E+3	4,715050E-1	2,453125E+3	7,798242E-2	2,453125E+3	2,357793E-1	2,453125E+3	6,618576E-1
2,454687E+3	4,709521E-1	2,454687E+3	5,847508E-2	2,454687E+3	2,333752E-1	2,454687E+3	6,589468E-1
2,456250E+3	4,702909E-1	2,456250E+3	3,454947E-2	2,456250E+3	2,308874E-1	2,456250E+3	6,558975E-1
2,457812E+3	4,268608E-1	2,457812E+3	3,186264E-2	2,457812E+3	2,550990E-1	2,457812E+3	6,527103E-1
2,459375E+3	4,093500E-1	2,459375E+3	2,922621E-2	2,459375E+3	2,386423E-1	2,459375E+3	6,493357E-1
2,460937E+3	4,157493E-1	2,460937E+3	2,599998E-2	2,460937E+3	2,390570E-1	2,460937E+3	6,424213E-1
2,462500E+3	4,206006E-1	2,462500E+3	2,283509E-2	2,462500E+3	2,391086E-1	2,462500E+3	6,328518E-1
2,464062E+3	4,252841E-1	2,464062E+3	8,065436E-2	2,464062E+3	2,394230E-1	2,464062E+3	6,298454E-1
2,465625E+3	4,296355E-1	2,465625E+3	8,112294E-2	2,465625E+3	2,393181E-1	2,465625E+3	6,239091E-1
2,467187E+3	4,331562E-1	2,467187E+3	8,122147E-2	2,467187E+3	2,392147E-1	2,467187E+3	6,210384E-1
2,468750E+3	4,363581E-1	2,468750E+3	8,072742E-2	2,468750E+3	2,386056E-1	2,468750E+3	6,164058E-1
2,470312E+3	4,391601E-1	2,470312E+3	6,404931E-2	2,470312E+3	2,383590E-1	2,470312E+3	6,127979E-1
2,471875E+3	4,416373E-1	2,471875E+3	4,704684E-2	2,471875E+3	2,376427E-1	2,471875E+3	6,077385E-1
2,473437E+3	4,434701E-1	2,473437E+3	4,714920E-2	2,473437E+3	2,371241E-1	2,473437E+3	6,032244E-1
2,475000E+3	4,450065E-1	2,475000E+3	4,680174E-2	2,475000E+3	2,360929E-1	2,475000E+3	5,975951E-1
2,476562E+3	4,463819E-1	2,476562E+3	5,102786E-2	2,476562E+3	2,213537E-1	2,476562E+3	5,938360E-1
