Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity 2	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity 2	
1,967187E+3	9,381579E-1	1,967187E+3	-2,470883E-1	1,967187E+3	8,536456E-1	1,967187E+3	-4,464668E-1	1,967187E+3	7,596634E-1	1,967187E+3	-6,033303E-1	1,967187E+3	6,900429E-1	1,967187E+3	-6,986657E-1
1,968750E+3	9,369627E-1	1,968750E+3	-2,465947E-1	1,968750E+3	7,696025E-1	1,968750E+3	-5,699584E-1	1,968750E+3	7,593094E-1	1,968750E+3	-6,037829E-1	1,968750E+3	6,167182E-1	1,968750E+3	-7,517405E-1
1,970312E+3	9,372213E-1	1,970312E+3	-2,414428E-1	1,970312E+3	7,782603E-1	1,970312E+3	-5,812933E-1	1,970312E+3	7,562861E-1	1,970312E+3	-6,026146E-1	1,970312E+3	6,257257E-1	1,970312E+3	-7,443982E-1
1,971875E+3	9,376728E-1	1,971875E+3	-2,359923E-1	1,971875E+3	7,865343E-1	1,971875E+3	-5,912998E-1	1,971875E+3	7,543864E-1	1,971875E+3	-6,008392E-1	1,971875E+3	6,348160E-1	1,971875E+3	-7,368800E-1
1,973437E+3	8,986723E-1	1,973437E+3	-3,355071E-1	1,973437E+3	7,981490E-1	1,973437E+3	-5,745618E-1	1,973437E+3	7,498608E-1	1,973437E+3	-5,983947E-1	1,973437E+3	6,395008E-1	1,973437E+3	-7,319750E-1
1,975000E+3	8,617500E-1	1,975000E+3	-4,084507E-1	1,975000E+3	8,094491E-1	1,975000E+3	-5,575207E-1	1,975000E+3	7,466550E-1	1,975000E+3	-5,954626E-1	1,975000E+3	6,445350E-1	1,975000E+3	-7,268660E-1
1,976562E+3	8,683401E-1	1,976562E+3	-3,965633E-1	1,976562E+3	8,207391E-1	1,976562E+3	-5,390882E-1	1,976562E+3	7,415027E-1	1,976562E+3	-5,943229E-1	1,976562E+3	6,418688E-1	1,976562E+3	-7,266515E-1
1,978125E+3	8,749015E-1	1,978125E+3	-3,844518E-1	1,978125E+3	8,316443E-1	1,978125E+3	-5,203369E-1	1,978125E+3	7,378471E-1	1,978125E+3	-5,925737E-1	1,978125E+3	6,402648E-1	1,978125E+3	-7,259096E-1
1,979687E+3	8,858584E-1	1,979687E+3	-3,637682E-1	1,979687E+3	8,426837E-1	1,979687E+3	-5,009901E-1	1,979687E+3	7,366444E-1	1,979687E+3	-5,924871E-1	1,979687E+3	6,373172E-1	1,979687E+3	-7,259823E-1
1,981250E+3	8,965622E-1	1,981250E+3	-3,421507E-1	1,981250E+3	8,533094E-1	1,981250E+3	-4,813097E-1	1,981250E+3	7,366148E-1	1,981250E+3	-5,916685E-1	1,981250E+3	6,354986E-1	1,981250E+3	-7,255057E-1
1,982812E+3	9,057632E-1	1,982812E+3	-3,209297E-1	1,982812E+3	7,745248E-1	1,982812E+3	-5,906106E-1	1,982812E+3	7,352909E-1	1,982812E+3	-5,921535E-1	1,982812E+3	6,322337E-1	1,982812E+3	-7,266401E-1
1,984375E+3	9,145232E-1	1,984375E+3	-2,991487E-1	1,984375E+3	7,151584E-1	1,984375E+3	-6,572784E-1	1,984375E+3	7,352278E-1	1,984375E+3	-5,918654E-1	1,984375E+3	6,301851E-1	1,984375E+3	-7,271016E-1
1,985937E+3	8,520589E-1	1,985937E+3	-4,671020E-1	1,985937E+3	7,170556E-1	1,985937E+3	-6,540391E-1	1,985937E+3	7,351575E-1	1,985937E+3	-5,916426E-1	1,985937E+3	6,292538E-1	1,985937E+3	-7,271387E-1
1,987500E+3	7,917911E-1	1,987500E+3	-5,680938E-1	1,987500E+3	7,195111E-1	1,987500E+3	-6,503115E-1	1,987500E+3	7,362962E-1	1,987500E+3	-5,907124E-1	1,987500E+3	6,293044E-1	1,987500E+3	-7,266070E-1
1,989062E+3	7,977168E-1	1,989062E+3	-5,591838E-1	1,989062E+3	7,220148E-1	1,989062E+3	-6,467022E-1	1,989062E+3	7,352524E-1	1,989062E+3	-5,914275E-1	1,989062E+3	6,288601E-1	1,989062E+3	-7,264346E-1
1,990625E+3	8,037579E-1	1,990625E+3	-5,500258E-1	1,990625E+3	7,250330E-1	1,990625E+3	-6,426184E-1	1,990625E+3	7,356612E-1	1,990625E+3	-5,913587E-1	1,990625E+3	6,293646E-1	1,990625E+3	-7,257382E-1
1,992187E+3	8,050386E-1	1,992187E+3	-5,463851E-1	1,992187E+3	7,267976E-1	1,992187E+3	-6,398954E-1	1,992187E+3	7,376370E-1	1,992187E+3	-5,920432E-1	1,992187E+3	6,287583E-1	1,992187E+3	-7,253693E-1
1,993750E+3	8,068209E-1	1,993750E+3	-5,422426E-1	1,993750E+3	7,291578E-1	1,993750E+3	-6,366057E-1	1,993750E+3	7,408638E-1	1,993750E+3	-5,918621E-1	1,993750E+3	6,291520E-1	1,993750E+3	-7,245083E-1
1,995312E+3	8,014714E-1	1,995312E+3	-5,465812E-1	1,995312E+3	7,303412E-1	1,995312E+3	-6,428921E-1	1,995312E+3	7,424176E-1	1,995312E+3	-5,916713E-1	1,995312E+3	6,280242E-1	1,995312E+3	-7,241129E-1
1,996875E+3	7,973703E-1	1,996875E+3	-5,496036E-1	1,996875E+3	7,312923E-1	1,996875E+3	-6,518640E-1	1,996875E+3	7,452626E-1	1,996875E+3	-5,906956E-1	1,996875E+3	6,280824E-1	1,996875E+3	-7,231296E-1
1,998437E+3	7,930064E-1	1,998437E+3	-5,523099E-1	1,998437E+3	7,311851E-1	1,998437E+3	-6,510458E-1	1,998437E+3	7,443306E-1	1,998437E+3	-5,896042E-1	1,998437E+3	6,253367E-1	1,998437E+3	-7,235357E-1
2,000000E+3	7,898275E-1	2,000000E+3	-5,538640E-1	2,000000E+3	7,320602E-1	2,000000E+3	-6,493876E-1	2,000000E+3	7,449439E-1	2,000000E+3	-5,878844E-1	2,000000E+3	6,241555E-1	2,000000E+3	-7,231750E-1
2,001562E+3	7,867582E-1	2,001562E+3	-5,550371E-1	2,001562E+3	7,307356E-1	2,001562E+3	-6,494629E-1	2,001562E+3	7,441004E-1	2,001562E+3	-5,872675E-1	2,001562E+3	6,181065E-1	2,001562E+3	-7,259403E-1
2,003125E+3	7,847667E-1	2,003125E+3	-5,552017E-1	2,003125E+3	7,305920E-1	2,003125E+3	-6,485563E-1	2,003125E+3	7,448925E-1	2,003125E+3	-5,859875E-1	2,003125E+3	6,143751E-1	2,003125E+3	-7,275468E-1
2,004687E+3	7,822219E-1	2,004687E+3	-5,563760E-1	2,004687E+3	7,282013E-1	2,004687E+3	-6,492963E-1	2,004687E+3	7,449108E-1	2,004687E+3	-5,847477E-1	2,004687E+3	6,107496E-1	2,004687E+3	-7,288213E-1
2,006250E+3	7,807439E-1	2,006250E+3	-5,565172E-1	2,006250E+3	7,272117E-1	2,006250E+3	-6,489401E-1	2,006250E+3	7,464988E-1	2,006250E+3	-5,828970E-1	2,006250E+3	6,091887E-1	2,006250E+3	-7,291042E-1
2,007812E+3	8,069347E-1	2,007812E+3	-5,374662E-1	2,007812E+3	7,202022E-1	2,007812E+3	-6,538357E-1	2,007812E+3	7,468686E-1	2,007812E+3	-5,816061E-1	2,007812E+3	6,069118E-1	2,007812E+3	-7,294602E-1
2,009375E+3	8,361617E-1	2,009375E+3	-5,134790E-1	2,009375E+3	7,155011E-1	2,009375E+3	-6,569431E-1	2,009375E+3	7,488387E-1	2,009375E+3	-5,796745E-1	2,009375E+3	6,066168E-1	2,009375E+3	-7,288961E-1
2,010937E+3	8,299008E-1	2,010937E+3	-5,204150E-1	2,010937E+3	7,073161E-1	2,010937E+3	-6,628423E-1	2,010937E+3	7,477087E-1	2,010937E+3	-5,797189E-1	2,010937E+3	6,056775E-1	2,010937E+3	-7,283446E-1
2,012500E+3	8,253304E-1	2,012500E+3	-5,252423E-1	2,012500E+3	7,018842E-1	2,012500E+3	-6,667168E-1	2,012500E+3	7,485682E-1	2,012500E+3	-5,789760E-1	2,012500E+3	6,066481E-1	2,012500E+3	-7,269046E-1
2,014062E+3	8,187916E-1	2,014062E+3	-5,323082E-1	2,014062E+3	6,965257E-1	2,014062E+3	-6,700212E-1	2,014062E+3	7,470352E-1	2,014062E+3	-5,801397E-1	2,014062E+3	6,050208E-1	2,014062E+3	-7,265053E-1
2,015625E+3	8,140934E-1	2,015625E+3	-5,371779E-1	2,015625E+3	6,935454E-1	2,015625E+3	-6,716767E-1	2,015625E+3	7,477942E-1	2,015625E+3	-5,803932E-1	2,015625E+3	6,056409E-1	2,015625E+3	-7,251214E-1
2,017187E+3	8,087539E-1	2,017187E+3	-5,421348E-1	2,017187E+3	6,913105E-1	2,017187E+3	-6,722231E-1	2,017187E+3	7,433791E-1	2,017187E+3	-5,818099E-1	2,017187E+3	6,017401E-1	2,017187E+3	-7,253410E-1
2,018750E+3	8,051889E-1	2,018750E+3	-5,451550E-1	2,018750E+3	6,909994E-1	2,018750E+3	-6,714732E-1	2,018750E+3	7,417555E-1	2,018750E+3	-5,822958E-1	2,018750E+3	6,008639E-1	2,018750E+3	-7,244331E-1
2,020312E+3	7,977936E-1	2,020312E+3	-5,518209E-1	2,020312E+3	7,036647E-1	2,020312E+3	-6,623410E-1	2,020312E+3	7,398164E-1	2,020312E+3	-5,818763E-1	2,020312E+3	5,967245E-1	2,020312E+3	-7,242998E-1
2,021875E+3	7,926528E-1	2,021875E+3	-5,561759E-1	2,021875E+3	7,167408E-1	2,021875E+3	-6,526586E-1	2,021875E+3	7,402638E-1	2,021875E+3	-5,807490E-1	2,021875E+3	5,960233E-1	2,021875E+3	-7,230950E-1
2,023437E+3	7,831617E-1	2,023437E+3	-5,650351E-1	2,023437E+3	7,153846E-1	2,023437E+3	-6,531421E-1	2,023437E+3	7,415050E-1	2,023437E+3	-5,793317E-1	2,023437E+3	5,924542E-1	2,023437E+3	-7,225864E-1
2,025000E+3	7,765460E-1	2,025000E+3	-5,710614E-1	2,025000E+3	7,161887E-1	2,025000E+3	-6,520520E-1	2,025000E+3	7,447709E-1	2,025000E+3	-5,772601E-1	2,025000E+3	5,926226E-1	2,025000E+3	-7,210237E-1
2,026562E+3	7,701671E-1	2,026562E+3	-5,762613E-1	2,026562E+3	7,156826E-1	2,026562E+3	-6,520833E-1	2,026562E+3	7,472259E-1	2,026562E+3	-5,753892E-1	2,026562E+3	5,894461E-1	2,026562E+3	-7,201608E-1
2,028125E+3	7,662421E-1	2,028125E+3	-5,792310E-1	2,028125E+3	7,173362E-1	2,028125E+3	-6,505212E-1	2,028125E+3	7,516661E-1	2,028125E+3	-5,728494E-1	2,028125E+3	5,904345E-1	2,028125E+3	-7,183189E-1
2,029687E+3	7,633704E-1	2,029687E+3	-5,799158E-1	2,029687E+3	7,159313E-1	2,029687E+3	-6,506891E-1	2,029687E+3	7,522885E-1	2,029687E+3	-5,712224E-1	2,029687E+3	5,869194E-1	2,029687E+3	-7,247659E-1
2,031250E+3	7,623972E-1	2,031250E+3	-5,790557E-1	2,031250E+3	7,170866E-1	2,031250E+3	-6,491654E-1	2,031250E+3	7,553156E-1	2,031250E+3	-5,689009E-1	2,031250E+3	5,874937E-1	2,031250E+3	-7,325258E-1
2,032812E+3	7,833903E-1	2,032812E+3	-5,578680E-1	2,032812E+3	7,111293E-1	2,032812E+3	-6,528655E-1	2,032812E+3	7,523199E-1	2,032812E+3	-5,683797E-1	2,032812E+3	5,839652E-1	2,032812E+3	-7,311348E-1
2,034375E+3	8,035062E-1	2,034375E+3	-5,351279E-1	2,034375E+3	7,094319E-1	2,034375E+3	-6,541071E-1	2,034375E+3	7,527093E-1	2,034375E+3	-5,670305E-1	2,034375E+3	5,879296E-1	2,034375E+3	-7,299374E-1
2,035937E+3	8,061723E-1	2,035937E+3	-5,305189E-1	2,035937E+3	7,015603E-1	2,035937E+3	-6,590424E-1	2,035937E+3	7,498929E-1	2,035937E+3	-5,662836E-1	2,035937E+3	5,868390E-1	2,035937E+3	-7,259555E-1
2,037500E+3	8,103691E-1	2,037500E+3	-5,244956E-1	2,037500E+3	6,993323E-1	2,037500E+3	-6,611513E-1	2,037500E+3	7,507481E-1	2,037500E+3	-5,646724E-1	2,037500E+3	5,949107E-1	2,037500E+3	-7,237056E-1
2,039062E+3	8,078614E-1	2,039062E+3	-5,273733E-1	2,039062E+3	6,925478E-1	2,039062E+3	-6,650351E-1	2,039062E+3	7,499489E-1	2,039062E+3	-5,637587E-1	2,039062E+3	5,887110E-1	2,039062E+3	-7,198383E-1
2,040625E+3	8,082638E-1	2,040625E+3	-5,274705E-1	2,040625E+3	6,919850E-1	2,040625E+3	-6,662573E-1	2,040625E+3	7,528562E-1	2,040625E+3	-5,619189E-1	2,040625E+3	5,944581E-1	2,040625E+3	-7,217471E-1
2,042187E+3	8,049617E-1	2,042187E+3	-5,303366E-1	2,042187E+3	6,828746E-1	2,042187E+3	-6,709521E-1	2,042187E+3	7,519768E-1	2,042187E+3	-5,611044E-1	2,042187E+3	5,849612E-1	2,042187E+3	-7,146650E-1
2,043750E+3	8,052288E-1	2,043750E+3	-5,301931E-1	2,043750E+3	6,825595E-1	2,043750E+3	-6,730715E-1	2,043750E+3	7,554139E-1	2,043750E+3	-5,593614E-1	2,043750E+3	5,863056E-1	2,043750E+3	-7,237046E-1
2,045312E+3	8,039145E-1	2,045312E+3	-5,296970E-1	2,045312E+3	6,869453E-1	2,045312E+3	-6,648458E-1	2,045312E+3	7,500625E-1	2,045312E+3	-5,601589E-1	2,045312E+3	5,815568E-1	2,045312E+3	-7,159535E-1
2,046875E+3	8,059750E-1	2,046875E+3	-5,266809E-1	2,046875E+3	6,987454E-1	2,046875E+3	-6,572206E-1	2,046875E+3	7,518294E-1	2,046875E+3	-5,602088E-1	2,046875E+3	5,769984E-1	2,046875E+3	-7,247690E-1
2,048437E+3	8,026171E-1	2,048437E+3	-5,286969E-1	2,048437E+3	6,941988E-1	2,048437E+3	-6,546469E-1	2,048437E+3	7,441379E-1	2,048437E+3	-5,609085E-1	2,048437E+3	5,752298E-1	2,048437E+3	-7,193565E-1
2,050000E+3	8,039789E-1	2,050000E+3	-5,273791E-1	2,050000E+3	7,011798E-1	2,050000E+3	-6,538766E-1	2,050000E+3	7,464419E-1	2,050000E+3	-5,620418E-1	2,050000E+3	5,698513E-1	2,050000E+3	-7,246462E-1
2,051562E+3	7,995888E-1	2,051562E+3	-5,293579E-1	2,051562E+3	6,966816E-1	2,051562E+3	-6,487783E-1	2,051562E+3	7,415086E-1	2,051562E+3	-5,595103E-1	2,051562E+3	5,695018E-1	2,051562E+3	-7,205823E-1
2,053125E+3	8,013620E-1	2,053125E+3	-5,276982E-1	2,053125E+3	7,031862E-1	2,053125E+3	-6,506174E-1	2,053125E+3	7,461674E-1	2,053125E+3	-5,598235E-1	2,053125E+3	5,652475E-1	2,053125E+3	-7,236872E-1
2,054687E+3	7,991231E-1	2,054687E+3	-5,262519E-1	2,054687E+3	6,995074E-1	2,054687E+3	-6,430221E-1	2,054687E+3	7,429631E-1	2,054687E+3	-5,540538E-1	2,054687E+3	5,671158E-1	2,054687E+3	-7,193445E-1
2,056250E+3	8,032145E-1	2,056250E+3	-5,218363E-1	2,056250E+3	7,024590E-1	2,056250E+3	-6,483725E-1	2,056250E+3	7,478479E-1	2,056250E+3	-5,550151E-1	2,056250E+3	5,658000E-1	2,056250E+3	-7,195756E-1
2,057812E+3	7,991085E-1	2,057812E+3	-5,209825E-1	2,057812E+3	6,986332E-1	2,057812E+3	-6,422556E-1	2,057812E+3	7,460552E-1	2,057812E+3	-5,475661E-1	2,057812E+3	5,670791E-1	2,057812E+3	-7,157421E-1
2,059375E+3	8,040165E-1	2,059375E+3	-5,172684E-1	2,059375E+3	6,955718E-1	2,059375E+3	-6,517869E-1	2,059375E+3	7,483611E-1	2,059375E+3	-5,504424E-1	2,059375E+3	5,647470E-1	2,059375E+3	-7,163757E-1
2,060937E+3	7,977150E-1	2,060937E+3	-5,174734E-1	2,060937E+3	6,929359E-1	2,060937E+3	-6,485502E-1	2,060937E+3	7,493725E-1	2,060937E+3	-5,438242E-1	2,060937E+3	5,620755E-1	2,060937E+3	-7,140389E-1
2,062500E+3	8,037308E-1	2,062500E+3	-5,160221E-1	2,062500E+3	6,879385E-1	2,062500E+3	-6,572141E-1	2,062500E+3	7,500231E-1	2,062500E+3	-5,465281E-1	2,062500E+3	5,549288E-1	2,062500E+3	-7,160131E-1
2,064062E+3	7,959810E-1	2,064062E+3	-5,140153E-1	2,064062E+3	6,868332E-1	2,064062E+3	-6,547833E-1	2,064062E+3	7,527036E-1	2,064062E+3	-5,408955E-1	2,064062E+3	5,512902E-1	2,064062E+3	-7,143574E-1
2,065625E+3	8,038594E-1	2,065625E+3	-5,154031E-1	2,065625E+3	6,828359E-1	2,065625E+3	-6,602026E-1	2,065625E+3	7,535085E-1	2,065625E+3	-5,416923E-1	2,065625E+3	5,440096E-1	2,065625E+3	-7,158617E-1
2,067187E+3	7,991272E-1	2,067187E+3	-5,074070E-1	2,067187E+3	6,843599E-1	2,067187E+3	-6,561067E-1	2,067187E+3	7,553548E-1	2,067187E+3	-5,372225E-1	2,067187E+3	5,473564E-1	2,067187E+3	-7,106922E-1
2,068750E+3	8,064620E-1	2,068750E+3	-5,104365E-1	2,068750E+3	6,833357E-1	2,068750E+3	-6,570325E-1	2,068750E+3	7,550992E-1	2,068750E+3	-5,379824E-1	2,068750E+3	5,486369E-1	2,068750E+3	-7,070845E-1
2,070312E+3	8,040548E-1	2,070312E+3	-5,005910E-1	2,070312E+3	6,847805E-1	2,070312E+3	-6,532641E-1	2,070312E+3	7,541291E-1	2,070312E+3	-5,362025E-1	2,070312E+3	4,427956E-1	2,070312E+3	-7,405495E-1
2,071875E+3	8,069381E-1	2,071875E+3	-5,057616E-1	2,071875E+3	6,836001E-1	2,071875E+3	-6,538904E-1	2,071875E+3	7,503508E-1	2,071875E+3	-5,401405E-1	2,071875E+3	2,589606E-1	2,071875E+3	-7,828182E-1
2,073437E+3	8,035598E-1	2,073437E+3	-5,000731E-1	2,073437E+3	6,846567E-1	2,073437E+3	-6,507036E-1	2,073437E+3	7,512448E-1	2,073437E+3	-5,373285E-1	2,073437E+3	1,667516E-1	2,073437E+3	-8,041735E-1
2,075000E+3	8,007005E-1	2,075000E+3	-5,106703E-1	2,075000E+3	6,834287E-1	2,075000E+3	-6,510324E-1	2,075000E+3	7,499652E-1	2,075000E+3	-5,379925E-1	2,075000E+3	4,219988E-2	2,075000E+3	-8,266144E-1
2,076562E+3	7,997020E-1	2,076562E+3	-5,067759E-1	2,076562E+3	6,831512E-1	2,076562E+3	-6,493997E-1	2,076562E+3	7,515980E-1	2,076562E+3	-5,346331E-1	2,076562E+3	5,504681E-2	2,076562E+3	-8,266756E-1
2,078125E+3	7,973809E-1	2,078125E+3	-5,129841E-1	2,078125E+3	6,806526E-1	2,078125E+3	-6,510739E-1	2,078125E+3	7,514570E-1	2,078125E+3	-5,337851E-1	2,078125E+3	6,767718E-2	2,078125E+3	-8,265969E-1
2,079687E+3	7,984443E-1	2,079687E+3	-5,086333E-1	2,079687E+3	6,801176E-1	2,079687E+3	-6,491337E-1	2,079687E+3	7,519449E-1	2,079687E+3	-5,313285E-1	2,079687E+3	7,974132E-2	2,079687E+3	-8,266729E-1
2,081250E+3	7,979899E-1	2,081250E+3	-5,106196E-1	2,081250E+3	6,775175E-1	2,081250E+3	-6,499182E-1	2,081250E+3	7,505861E-1	2,081250E+3	-5,312994E-1	2,081250E+3	9,149225E-2	2,081250E+3	-8,266561E-1
2,082812E+3	7,989029E-1	2,082812E+3	-5,068059E-1	2,082812E+3	6,813437E-1	2,082812E+3	-6,433309E-1	2,082812E+3	7,491773E-1	2,082812E+3	-5,301459E-1	2,082812E+3	1,029663E-1	2,082812E+3	-8,259740E-1
2,084375E+3	7,978614E-1	2,084375E+3	-5,086980E-1	2,084375E+3	6,836777E-1	2,084375E+3	-6,383608E-1	2,084375E+3	7,457342E-1	2,084375E+3	-5,314710E-1	2,084375E+3	1,140160E-1	2,084375E+3	-8,251851E-1
2,085937E+3	7,984770E-1	2,085937E+3	-5,055136E-1	2,085937E+3	6,909254E-1	2,085937E+3	-6,287588E-1	2,085937E+3	7,452667E-1	2,085937E+3	-5,298673E-1	2,085937E+3	1,243144E-1	2,085937E+3	-8,236537E-1
2,087500E+3	7,966442E-1	2,087500E+3	-5,079021E-1	2,087500E+3	6,968521E-1	2,087500E+3	-6,203287E-1	2,087500E+3	7,431732E-1	2,087500E+3	-5,301937E-1	2,087500E+3	1,340598E-1	2,087500E+3	-8,220330E-1
2,089062E+3	7,978810E-1	2,089062E+3	-5,043754E-1	2,089062E+3	7,037127E-1	2,089062E+3	-6,117588E-1	2,089062E+3	7,454798E-1	2,089062E+3	-5,260684E-1	2,089062E+3	1,411579E-1	2,089062E+3	-8,197287E-1
2,090625E+3	7,966979E-1	2,090625E+3	-5,055055E-1	2,090625E+3	7,095411E-1	2,090625E+3	-6,042378E-1	2,090625E+3	7,466291E-1	2,090625E+3	-5,231239E-1	2,090625E+3	1,475943E-1	2,090625E+3	-8,174474E-1
2,092187E+3	7,438206E-1	2,092187E+3	-5,606126E-1	2,092187E+3	7,171087E-1	2,092187E+3	-5,959280E-1	2,092187E+3	7,501467E-1	2,092187E+3	-5,176829E-1	2,092187E+3	1,464029E-1	2,092187E+3	-8,144346E-1
2,093750E+3	6,555368E-1	2,093750E+3	-6,507955E-1	2,093750E+3	7,237975E-1	2,093750E+3	-5,885597E-1	2,093750E+3	7,527144E-1	2,093750E+3	-5,131066E-1	2,093750E+3	1,438485E-1	2,093750E+3	-8,114434E-1
2,095312E+3	6,731798E-1	2,095312E+3	-6,325706E-1	2,095312E+3	5,700616E-1	2,095312E+3	-7,149194E-1	2,095312E+3	6,979420E-1	2,095312E+3	-5,571822E-1	2,095312E+3	1,114462E-1	2,095312E+3	-8,045676E-1
2,096875E+3	6,887208E-1	2,096875E+3	-6,145959E-1	2,096875E+3	2,440310E-1	2,096875E+3	-8,806233E-1	2,096875E+3	6,170577E-1	2,096875E+3	-6,167459E-1	2,096875E+3	7,580534E-2	2,096875E+3	-7,963203E-1
2,098437E+3	7,042952E-1	2,098437E+3	-5,968849E-1	2,098437E+3	2,248141E-1	2,098437E+3	-8,830445E-1	2,098437E+3	6,022137E-1	2,098437E+3	-6,424477E-1	2,098437E+3	-1,628046E-2	2,098437E+3	-7,613429E-1
2,100000E+3	7,175725E-1	2,100000E+3	-5,796368E-1	2,100000E+3	2,025493E-1	2,100000E+3	-8,856765E-1	2,100000E+3	5,843285E-1	2,100000E+3	-6,738548E-1	2,100000E+3	-1,132148E-1	2,100000E+3	-7,109799E-1
2,101562E+3	7,312742E-1	2,101562E+3	-5,628770E-1	2,101562E+3	1,890642E-1	2,101562E+3	-8,874622E-1	2,101562E+3	5,965374E-1	2,101562E+3	-6,668483E-1	2,101562E+3	-9,685783E-2	2,101562E+3	-7,140293E-1
2,103125E+3	7,428182E-1	2,103125E+3	-5,464905E-1	2,103125E+3	1,730283E-1	2,103125E+3	-8,893180E-1	2,103125E+3	6,083444E-1	2,103125E+3	-6,594871E-1	2,103125E+3	-8,045655E-2	2,103125E+3	-7,167737E-1
2,104687E+3	7,558837E-1	2,104687E+3	-5,302489E-1	2,104687E+3	1,650731E-1	2,104687E+3	-8,883984E-1	2,104687E+3	6,196497E-1	2,104687E+3	-6,521758E-1	2,104687E+3	-6,088638E-2	2,104687E+3	-7,220392E-1
2,106250E+3	7,664851E-1	2,106250E+3	-5,140652E-1	2,106250E+3	1,554495E-1	2,106250E+3	-8,872440E-1	2,106250E+3	6,305188E-1	2,106250E+3	-6,446012E-1	2,106250E+3	-4,111315E-2	2,106250E+3	-7,268009E-1
2,107812E+3	7,793134E-1	2,107812E+3	-4,986889E-1	2,107812E+3	1,530315E-1	2,107812E+3	-8,867377E-1	2,107812E+3	6,405724E-1	2,107812E+3	-6,373841E-1	2,107812E+3	-2,079060E-2	2,107812E+3	-7,315876E-1
2,109375E+3	7,896305E-1	2,109375E+3	-4,826362E-1	2,109375E+3	1,496584E-1	2,109375E+3	-8,858648E-1	2,109375E+3	6,501348E-1	2,109375E+3	-6,299848E-1	2,109375E+3	-3,614672E-4	2,109375E+3	-7,354135E-1
2,110937E+3	6,468449E-1	2,110937E+3	-6,306326E-1	2,110937E+3	1,520188E-1	2,110937E+3	-8,849210E-1	2,110937E+3	5,660634E-1	2,110937E+3	-6,753483E-1	2,110937E+3	1,960552E-2	2,110937E+3	-7,385415E-1
2,112500E+3	3,514569E-1	2,112500E+3	-8,143932E-1	2,112500E+3	1,539575E-1	2,112500E+3	-8,836589E-1	2,112500E+3	4,556716E-1	2,112500E+3	-7,196434E-1	2,112500E+3	3,933040E-2	2,112500E+3	-7,404868E-1
2,114062E+3	3,494072E-1	2,114062E+3	-8,152154E-1	2,114062E+3	1,601291E-1	2,114062E+3	-8,834295E-1	2,114062E+3	4,707842E-1	2,114062E+3	-7,150792E-1	2,114062E+3	5,723698E-2	2,114062E+3	-7,424953E-1
2,115625E+3	3,468127E-1	2,115625E+3	-8,159132E-1	2,115625E+3	1,661335E-1	2,115625E+3	-8,830332E-1	2,115625E+3	4,857934E-1	2,115625E+3	-7,099957E-1	2,115625E+3	7,507954E-2	2,115625E+3	-7,440294E-1
2,117187E+3	3,514171E-1	2,117187E+3	-8,149948E-1	2,117187E+3	1,755721E-1	2,117187E+3	-8,815064E-1	2,117187E+3	4,993574E-1	2,117187E+3	-7,050127E-1	2,117187E+3	9,242481E-2	2,117187E+3	-7,447164E-1
2,118750E+3	3,558072E-1	2,118750E+3	-8,139732E-1	2,118750E+3	1,848835E-1	2,118750E+3	-8,798276E-1	2,118750E+3	5,127716E-1	2,118750E+3	-6,996020E-1	2,118750E+3	1,096903E-1	2,118750E+3	-7,450163E-1
2,120312E+3	3,657731E-1	2,120312E+3	-8,108247E-1	2,120312E+3	1,966273E-1	2,120312E+3	-8,781741E-1	2,120312E+3	5,247697E-1	2,120312E+3	-6,941081E-1	2,120312E+3	1,246810E-1	2,120312E+3	-7,448728E-1
2,121875E+3	3,755347E-1	2,121875E+3	-8,073991E-1	2,121875E+3	2,082170E-1	2,121875E+3	-8,763440E-1	2,121875E+3	5,365802E-1	2,121875E+3	-6,883296E-1	2,121875E+3	1,396187E-1	2,121875E+3	-7,444825E-1
2,123437E+3	3,891935E-1	2,123437E+3	-8,034893E-1	2,123437E+3	2,215429E-1	2,123437E+3	-8,742210E-1	2,123437E+3	5,460248E-1	2,123437E+3	-6,835739E-1	2,123437E+3	1,514149E-1	2,123437E+3	-7,431817E-1
2,125000E+3	4,026063E-1	2,125000E+3	-7,993651E-1	2,125000E+3	2,346494E-1	2,125000E+3	-8,719028E-1	2,125000E+3	5,552696E-1	2,125000E+3	-6,787058E-1	2,125000E+3	1,631068E-1	2,125000E+3	-7,418030E-1
2,126562E+3	4,186695E-1	2,126562E+3	-7,943630E-1	2,126562E+3	2,490663E-1	2,126562E+3	-8,690790E-1	2,126562E+3	5,597828E-1	2,126562E+3	-6,760164E-1	2,126562E+3	1,626916E-1	2,126562E+3	-7,389088E-1
