Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	
2,298437E+3	8,356111E-1	2,298437E+3	4,271442E-1	2,298437E+3	8,530889E-1	2,298437E+3	4,329510E-1	2,298437E+3	8,813168E-1	2,298437E+3	3,689896E-1	2,298437E+3	8,098722E-1	2,298437E+3	3,391244E-1
2,300000E+3	8,377698E-1	2,300000E+3	4,198297E-1	2,300000E+3	8,550164E-1	2,300000E+3	4,236866E-1	2,300000E+3	9,027561E-1	2,300000E+3	3,159386E-1	2,300000E+3	8,094947E-1	2,300000E+3	3,341160E-1
2,301562E+3	8,654584E-1	2,301562E+3	2,894870E-1	2,301562E+3	8,575780E-1	2,301562E+3	4,124465E-1	2,301562E+3	8,994070E-1	2,301562E+3	3,194333E-1	2,301562E+3	8,107431E-1	2,301562E+3	3,240321E-1
2,303125E+3	9,294013E-1	2,303125E+3	2,666433E-1	2,303125E+3	8,602156E-1	2,303125E+3	4,021179E-1	2,303125E+3	8,963638E-1	2,303125E+3	3,225475E-1	2,303125E+3	8,130115E-1	2,303125E+3	3,146994E-1
2,304687E+3	9,262712E-1	2,304687E+3	2,693286E-1	2,304687E+3	8,638165E-1	2,304687E+3	3,882488E-1	2,304687E+3	8,934971E-1	2,304687E+3	3,232419E-1	2,304687E+3	8,332750E-1	2,304687E+3	2,651088E-1
2,306250E+3	9,235051E-1	2,306250E+3	2,718697E-1	2,306250E+3	8,674848E-1	2,306250E+3	3,761445E-1	2,306250E+3	8,909723E-1	2,306250E+3	3,235618E-1	2,306250E+3	8,737373E-1	2,306250E+3	2,381309E-1
2,307812E+3	9,210681E-1	2,307812E+3	2,707865E-1	2,307812E+3	8,864443E-1	2,307812E+3	2,084540E-1	2,307812E+3	8,877890E-1	2,307812E+3	3,265920E-1	2,307812E+3	8,722586E-1	2,307812E+3	2,313001E-1
2,309375E+3	9,191089E-1	2,309375E+3	2,695532E-1	2,309375E+3	9,491712E-1	2,309375E+3	2,105976E-1	2,309375E+3	8,848422E-1	2,309375E+3	3,294167E-1	2,309375E+3	8,715016E-1	2,309375E+3	2,243996E-1
2,310937E+3	9,173116E-1	2,310937E+3	2,650567E-1	2,310937E+3	9,482678E-1	2,310937E+3	2,012274E-1	2,310937E+3	8,817915E-1	2,310937E+3	3,323223E-1	2,310937E+3	8,705674E-1	2,310937E+3	2,180675E-1
2,312500E+3	9,160542E-1	2,312500E+3	2,603892E-1	2,312500E+3	9,478185E-1	2,312500E+3	1,915385E-1	2,312500E+3	8,789894E-1	2,312500E+3	3,350786E-1	2,312500E+3	8,703728E-1	2,312500E+3	2,117001E-1
2,314062E+3	9,137097E-1	2,314062E+3	2,589900E-1	2,314062E+3	9,480670E-1	2,314062E+3	1,677620E-1	2,314062E+3	8,761089E-1	2,314062E+3	3,377132E-1	2,314062E+3	8,703047E-1	2,314062E+3	2,055560E-1
2,315625E+3	9,118957E-1	2,315625E+3	2,574495E-1	2,315625E+3	9,484644E-1	2,315625E+3	1,435661E-1	2,315625E+3	8,734962E-1	2,315625E+3	3,402292E-1	2,315625E+3	8,713903E-1	2,315625E+3	1,992932E-1
2,317187E+3	9,100294E-1	2,317187E+3	2,570934E-1	2,317187E+3	9,459778E-1	2,317187E+3	1,572806E-1	2,317187E+3	8,715678E-1	2,317187E+3	3,414369E-1	2,317187E+3	8,720266E-1	2,317187E+3	1,898444E-1
2,318750E+3	9,090739E-1	2,318750E+3	2,566221E-1	2,318750E+3	9,437628E-1	2,318750E+3	1,707916E-1	2,318750E+3	8,699527E-1	2,318750E+3	3,425447E-1	2,318750E+3	8,743926E-1	2,318750E+3	1,799050E-1
2,320312E+3	9,091633E-1	2,320312E+3	2,434228E-1	2,320312E+3	9,406346E-1	2,320312E+3	1,848653E-1	2,320312E+3	8,824452E-1	2,320312E+3	2,846970E-1	2,320312E+3	8,742392E-1	2,320312E+3	1,714978E-1
2,321875E+3	9,189736E-1	2,321875E+3	2,263727E-1	2,321875E+3	9,377089E-1	2,321875E+3	1,986797E-1	2,321875E+3	9,107288E-1	2,321875E+3	2,538974E-1	2,321875E+3	8,751481E-1	2,321875E+3	1,626542E-1
2,323437E+3	9,186146E-1	2,323437E+3	2,131594E-1	2,323437E+3	9,343697E-1	2,323437E+3	2,122109E-1	2,323437E+3	9,116614E-1	2,323437E+3	2,387604E-1	2,323437E+3	8,747640E-1	2,323437E+3	1,606223E-1
2,325000E+3	9,203731E-1	2,325000E+3	1,978214E-1	2,325000E+3	9,312238E-1	2,325000E+3	2,254720E-1	2,325000E+3	9,141284E-1	2,325000E+3	2,243175E-1	2,325000E+3	8,752006E-1	2,325000E+3	1,583173E-1
2,326562E+3	9,189035E-1	2,326562E+3	1,040678E-1	2,326562E+3	9,276800E-1	2,326562E+3	2,386958E-1	2,326562E+3	9,134299E-1	2,326562E+3	2,106289E-1	2,326562E+3	8,744244E-1	2,326562E+3	1,599894E-1
2,328125E+3	9,108086E-1	2,328125E+3	9,140441E-3	2,328125E+3	9,243319E-1	2,328125E+3	2,516373E-1	2,328125E+3	9,154273E-1	2,328125E+3	1,978011E-1	2,328125E+3	8,742181E-1	2,328125E+3	1,614866E-1
2,329687E+3	9,107278E-1	2,329687E+3	1,569424E-2	2,329687E+3	9,211257E-1	2,329687E+3	2,638810E-1	2,329687E+3	9,144870E-1	2,329687E+3	1,429057E-1	2,329687E+3	8,741149E-1	2,329687E+3	1,626337E-1
2,331250E+3	9,119931E-1	2,331250E+3	1,993689E-2	2,331250E+3	9,184451E-1	2,331250E+3	2,757154E-1	2,331250E+3	9,155048E-1	2,331250E+3	8,756459E-2	2,331250E+3	8,746084E-1	2,331250E+3	1,636526E-1
2,332812E+3	9,121451E-1	2,332812E+3	2,850165E-2	2,332812E+3	9,163585E-1	2,332812E+3	2,835691E-1	2,332812E+3	9,139186E-1	2,332812E+3	9,391777E-2	2,332812E+3	8,738167E-1	2,332812E+3	1,606977E-1
2,334375E+3	9,130403E-1	2,334375E+3	3,570764E-2	2,334375E+3	9,177678E-1	2,334375E+3	2,889006E-1	2,334375E+3	9,158278E-1	2,334375E+3	9,963453E-2	2,334375E+3	8,734334E-1	2,334375E+3	1,576134E-1
2,335937E+3	9,135238E-1	2,335937E+3	4,448096E-2	2,335937E+3	9,150419E-1	2,335937E+3	2,992352E-1	2,335937E+3	9,142757E-1	2,335937E+3	1,073019E-1	2,335937E+3	8,712539E-1	2,335937E+3	1,217073E-1
2,337500E+3	9,145850E-1	2,337500E+3	5,213538E-2	2,337500E+3	9,140434E-1	2,337500E+3	3,079799E-1	2,337500E+3	9,152711E-1	2,337500E+3	1,138288E-1	2,337500E+3	8,685107E-1	2,337500E+3	8,528302E-2
2,339062E+3	9,151605E-1	2,339062E+3	6,096650E-2	2,339062E+3	9,346039E-1	2,339062E+3	7,685029E-2	2,339062E+3	9,139448E-1	2,339062E+3	1,215389E-1	2,339062E+3	8,658677E-1	2,339062E+3	6,534766E-2
2,340625E+3	9,162636E-1	2,340625E+3	6,876218E-2	2,340625E+3	9,046309E-1	2,340625E+3	-1,472819E-1	2,340625E+3	9,146573E-1	2,340625E+3	1,277501E-1	2,340625E+3	8,633688E-1	2,340625E+3	4,507278E-2
2,342187E+3	9,162786E-1	2,342187E+3	7,732535E-2	2,342187E+3	8,946126E-1	2,342187E+3	-1,732487E-1	2,342187E+3	9,135463E-1	2,342187E+3	1,361326E-1	2,342187E+3	8,773997E-1	2,342187E+3	3,764083E-2
2,343750E+3	9,167721E-1	2,343750E+3	8,485020E-2	2,343750E+3	8,839341E-1	2,343750E+3	-2,012099E-1	2,343750E+3	9,137788E-1	2,343750E+3	1,432233E-1	2,343750E+3	8,968643E-1	2,343750E+3	2,960072E-2
2,345312E+3	9,281455E-1	2,345312E+3	7,981357E-2	2,345312E+3	8,755283E-1	2,345312E+3	-2,188425E-1	2,345312E+3	9,125385E-1	2,345312E+3	1,515455E-1	2,345312E+3	8,969364E-1	2,345312E+3	2,982013E-2
2,346875E+3	9,575019E-1	2,346875E+3	6,148158E-2	2,346875E+3	8,667668E-1	2,346875E+3	-2,376724E-1	2,346875E+3	9,124642E-1	2,346875E+3	1,585821E-1	2,346875E+3	8,972742E-1	2,346875E+3	3,012072E-2
2,348437E+3	9,576505E-1	2,348437E+3	7,833163E-2	2,348437E+3	8,593429E-1	2,348437E+3	-2,506003E-1	2,348437E+3	9,115467E-1	2,348437E+3	1,675330E-1	2,348437E+3	8,966930E-1	2,348437E+3	2,550909E-2
2,350000E+3	9,576866E-1	2,350000E+3	9,504393E-2	2,350000E+3	8,516251E-1	2,350000E+3	-2,649116E-1	2,350000E+3	9,115487E-1	2,350000E+3	1,754813E-1	2,350000E+3	8,963968E-1	2,350000E+3	2,100372E-2
2,351562E+3	9,574036E-1	2,351562E+3	1,140892E-1	2,351562E+3	8,456672E-1	2,351562E+3	-2,719962E-1	2,351562E+3	9,102313E-1	2,351562E+3	1,859071E-1	2,351562E+3	8,955335E-1	2,351562E+3	9,999314E-3
2,353125E+3	9,568938E-1	2,353125E+3	1,331528E-1	2,353125E+3	8,396121E-1	2,353125E+3	-2,801165E-1	2,353125E+3	9,095265E-1	2,353125E+3	1,956090E-1	2,353125E+3	8,949747E-1	2,353125E+3	-8,181505E-4
2,354687E+3	9,566615E-1	2,354687E+3	1,548586E-1	2,354687E+3	8,348696E-1	2,354687E+3	-2,827004E-1	2,354687E+3	8,806819E-1	2,354687E+3	-9,962936E-2	2,354687E+3	8,959220E-1	2,354687E+3	-8,439997E-3
2,356250E+3	9,561176E-1	2,356250E+3	1,768243E-1	2,356250E+3	8,301050E-1	2,356250E+3	-2,861383E-1	2,356250E+3	7,855489E-1	2,356250E+3	-3,409584E-1	2,356250E+3	8,973212E-1	2,356250E+3	-1,593422E-2
2,357812E+3	8,701095E-1	2,357812E+3	-2,659804E-1	2,357812E+3	8,173468E-1	2,357812E+3	-3,215313E-1	2,357812E+3	7,821084E-1	2,357812E+3	-3,414845E-1	2,357812E+3	8,967682E-1	2,357812E+3	-2,210044E-2
2,359375E+3	6,553128E-1	2,359375E+3	-5,668669E-1	2,359375E+3	8,002950E-1	2,359375E+3	-3,878594E-1	2,359375E+3	7,785916E-1	2,359375E+3	-3,434605E-1	2,359375E+3	8,965497E-1	2,359375E+3	-2,799606E-2
2,360937E+3	6,523131E-1	2,360937E+3	-5,662968E-1	2,360937E+3	8,011965E-1	2,360937E+3	-3,831985E-1	2,360937E+3	7,759956E-1	2,360937E+3	-3,424507E-1	2,360937E+3	8,939171E-1	2,360937E+3	-3,760612E-2
2,362500E+3	6,491209E-1	2,362500E+3	-5,662229E-1	2,362500E+3	8,020487E-1	2,362500E+3	-3,787891E-1	2,362500E+3	7,731550E-1	2,362500E+3	-3,431395E-1	2,362500E+3	8,915722E-1	2,362500E+3	-4,673272E-2
2,364062E+3	6,505269E-1	2,364062E+3	-5,616510E-1	2,364062E+3	8,030642E-1	2,364062E+3	-3,719648E-1	2,364062E+3	7,727622E-1	2,364062E+3	-3,403952E-1	2,364062E+3	8,902593E-1	2,364062E+3	-5,281909E-2
2,365625E+3	6,517602E-1	2,365625E+3	-5,574891E-1	2,365625E+3	8,040180E-1	2,365625E+3	-3,654309E-1	2,365625E+3	7,722284E-1	2,365625E+3	-3,390931E-1	2,365625E+3	8,892842E-1	2,365625E+3	-5,845578E-2
2,367187E+3	6,555150E-1	2,367187E+3	-5,503624E-1	2,367187E+3	8,059185E-1	2,367187E+3	-3,582190E-1	2,367187E+3	7,649050E-1	2,367187E+3	-3,727114E-1	2,367187E+3	8,910164E-1	2,367187E+3	-5,815259E-2
2,368750E+3	6,590260E-1	2,368750E+3	-5,436281E-1	2,368750E+3	8,077473E-1	2,368750E+3	-3,512498E-1	2,368750E+3	7,582430E-1	2,368750E+3	-4,366514E-1	2,368750E+3	8,930938E-1	2,368750E+3	-5,747668E-2
2,370312E+3	6,655407E-1	2,370312E+3	-5,350538E-1	2,370312E+3	8,101058E-1	2,370312E+3	-3,437143E-1	2,370312E+3	7,636695E-1	2,370312E+3	-4,252665E-1	2,370312E+3	8,957037E-1	2,370312E+3	-5,585637E-2
2,371875E+3	6,718549E-1	2,371875E+3	-5,266952E-1	2,371875E+3	8,123808E-1	2,371875E+3	-3,363770E-1	2,371875E+3	7,689291E-1	2,371875E+3	-4,141060E-1	2,371875E+3	8,986470E-1	2,371875E+3	-5,382971E-2
2,373437E+3	6,795697E-1	2,373437E+3	-5,152827E-1	2,373437E+3	8,158930E-1	2,373437E+3	-3,272210E-1	2,373437E+3	7,741834E-1	2,373437E+3	-4,017847E-1	2,373437E+3	8,993457E-1	2,373437E+3	-5,759615E-2
2,375000E+3	6,870725E-1	2,375000E+3	-5,039350E-1	2,375000E+3	8,193191E-1	2,375000E+3	-3,181420E-1	2,375000E+3	7,792564E-1	2,375000E+3	-3,895998E-1	2,375000E+3	9,004260E-1	2,375000E+3	-6,079587E-2
2,376562E+3	6,955713E-1	2,376562E+3	-4,921589E-1	2,376562E+3	8,242172E-1	2,376562E+3	-3,070352E-1	2,376562E+3	7,844614E-1	2,376562E+3	-3,784037E-1	2,376562E+3	8,776249E-1	2,376562E+3	-1,363583E-1
2,378125E+3	7,038905E-1	2,378125E+3	-4,803861E-1	2,378125E+3	8,290072E-1	2,378125E+3	-2,958982E-1	2,378125E+3	7,895397E-1	2,378125E+3	-3,673395E-1	2,378125E+3	8,513033E-1	2,378125E+3	-2,051465E-1
2,379687E+3	7,129969E-1	2,379687E+3	-4,707729E-1	2,379687E+3	8,351369E-1	2,379687E+3	-2,839048E-1	2,379687E+3	7,949481E-1	2,379687E+3	-3,569395E-1	2,379687E+3	8,620865E-1	2,379687E+3	-1,976171E-1
2,381250E+3	7,220311E-1	2,381250E+3	-4,612042E-1	2,381250E+3	8,411440E-1	2,381250E+3	-2,717938E-1	2,381250E+3	8,002784E-1	2,381250E+3	-3,466406E-1	2,381250E+3	8,732879E-1	2,381250E+3	-1,893396E-1
2,382812E+3	7,334871E-1	2,382812E+3	-4,491643E-1	2,382812E+3	7,893419E-1	2,382812E+3	-3,870690E-1	2,382812E+3	8,068496E-1	2,382812E+3	-3,365906E-1	2,382812E+3	8,811231E-1	2,382812E+3	-1,722453E-1
2,384375E+3	7,449610E-1	2,384375E+3	-4,371006E-1	2,384375E+3	7,301370E-1	2,384375E+3	-4,859182E-1	2,384375E+3	8,134267E-1	2,384375E+3	-3,266509E-1	2,384375E+3	8,886459E-1	2,384375E+3	-1,546606E-1
2,385937E+3	7,564526E-1	2,385937E+3	-4,231786E-1	2,385937E+3	7,417992E-1	2,385937E+3	-4,657863E-1	2,385937E+3	8,206284E-1	2,385937E+3	-3,171260E-1	2,385937E+3	8,941142E-1	2,385937E+3	-1,359863E-1
2,387500E+3	7,677851E-1	2,387500E+3	-4,089568E-1	2,387500E+3	7,529296E-1	2,387500E+3	-4,454390E-1	2,387500E+3	8,278814E-1	2,387500E+3	-3,076268E-1	2,387500E+3	8,991697E-1	2,387500E+3	-1,169856E-1
2,389062E+3	7,793431E-1	2,389062E+3	-3,947773E-1	2,389062E+3	7,638713E-1	2,389062E+3	-4,243298E-1	2,389062E+3	8,331126E-1	2,389062E+3	-2,974728E-1	2,389062E+3	9,044473E-1	2,389062E+3	-9,895686E-2
2,390625E+3	7,907197E-1	2,390625E+3	-3,802505E-1	2,390625E+3	7,742700E-1	2,390625E+3	-4,029617E-1	2,390625E+3	8,383470E-1	2,390625E+3	-2,872278E-1	2,390625E+3	9,093420E-1	2,390625E+3	-8,054259E-2
2,392187E+3	8,034144E-1	2,392187E+3	-3,646133E-1	2,392187E+3	7,846411E-1	2,392187E+3	-3,804500E-1	2,392187E+3	7,917497E-1	2,392187E+3	-3,689355E-1	2,392187E+3	9,138823E-1	2,392187E+3	-6,178795E-2
2,393750E+3	8,159291E-1	2,393750E+3	-3,485248E-1	2,393750E+3	7,944225E-1	2,393750E+3	-3,576392E-1	2,393750E+3	7,435992E-1	2,393750E+3	-4,391530E-1	2,393750E+3	9,179912E-1	2,393750E+3	-4,264413E-2
2,395312E+3	7,588916E-1	2,395312E+3	-4,290505E-1	2,395312E+3	8,027516E-1	2,395312E+3	-3,342968E-1	2,395312E+3	7,526740E-1	2,395312E+3	-4,251609E-1	2,395312E+3	9,228496E-1	2,395312E+3	-2,380892E-2
2,396875E+3	6,999415E-1	2,396875E+3	-4,983689E-1	2,396875E+3	8,104588E-1	2,396875E+3	-3,107665E-1	2,396875E+3	7,616066E-1	2,396875E+3	-4,109719E-1	2,396875E+3	9,272048E-1	2,396875E+3	-4,502417E-3
2,398437E+3	7,112055E-1	2,398437E+3	-4,851339E-1	2,398437E+3	8,173880E-1	2,398437E+3	-2,895701E-1	2,398437E+3	7,720787E-1	2,398437E+3	-3,929966E-1	2,398437E+3	9,317616E-1	2,398437E+3	1,615043E-2
2,400000E+3	7,224019E-1	2,400000E+3	-4,715328E-1	2,400000E+3	8,238335E-1	2,400000E+3	-2,682025E-1	2,400000E+3	7,822399E-1	2,400000E+3	-3,747233E-1	2,400000E+3	9,356160E-1	2,400000E+3	3,728375E-2
2,401562E+3	7,381327E-1	2,401562E+3	-4,510520E-1	2,401562E+3	8,290244E-1	2,401562E+3	-2,474602E-1	2,401562E+3	7,925266E-1	2,401562E+3	-3,545772E-1	2,401562E+3	9,403180E-1	2,401562E+3	5,771797E-2
2,403125E+3	7,533758E-1	2,403125E+3	-4,299657E-1	2,403125E+3	8,337789E-1	2,403125E+3	-2,265851E-1	2,403125E+3	8,023879E-1	2,403125E+3	-3,340762E-1	2,403125E+3	9,442619E-1	2,403125E+3	7,868192E-2
2,404687E+3	7,718249E-1	2,404687E+3	-4,043291E-1	2,404687E+3	8,431335E-1	2,404687E+3	-1,812309E-1	2,404687E+3	8,116250E-1	2,404687E+3	-3,130566E-1	2,404687E+3	9,286200E-1	2,404687E+3	-1,523941E-1
2,406250E+3	7,895090E-1	2,406250E+3	-3,777371E-1	2,406250E+3	8,500438E-1	2,406250E+3	-1,337252E-1	2,406250E+3	8,203794E-1	2,406250E+3	-2,917088E-1	2,406250E+3	8,702175E-1	2,406250E+3	-3,412304E-1
2,407812E+3	8,104635E-1	2,407812E+3	-3,440435E-1	2,407812E+3	8,507732E-1	2,407812E+3	-1,195991E-1	2,407812E+3	8,295026E-1	2,407812E+3	-2,711166E-1	2,407812E+3	8,791107E-1	2,407812E+3	-3,260255E-1
2,409375E+3	8,300515E-1	2,409375E+3	-3,089216E-1	2,409375E+3	8,514370E-1	2,409375E+3	-1,052654E-1	2,409375E+3	8,381691E-1	2,409375E+3	-2,501250E-1	2,409375E+3	8,878836E-1	2,409375E+3	-3,101670E-1
2,410937E+3	8,451792E-1	2,410937E+3	-2,795205E-1	2,410937E+3	8,537278E-1	2,410937E+3	-9,477822E-2	2,410937E+3	8,466521E-1	2,410937E+3	-2,273832E-1	2,410937E+3	8,962667E-1	2,410937E+3	-2,918399E-1
2,412500E+3	8,591872E-1	2,412500E+3	-2,493896E-1	2,412500E+3	8,559863E-1	2,412500E+3	-8,386203E-2	2,412500E+3	8,545395E-1	2,412500E+3	-2,042353E-1	2,412500E+3	9,043228E-1	2,412500E+3	-2,729457E-1
2,414062E+3	8,727521E-1	2,414062E+3	-2,162512E-1	2,414062E+3	8,565766E-1	2,414062E+3	-7,279716E-2	2,414062E+3	8,622074E-1	2,414062E+3	-1,815022E-1	2,414062E+3	9,130535E-1	2,414062E+3	-2,519128E-1
2,415625E+3	8,848808E-1	2,415625E+3	-1,824626E-1	2,415625E+3	8,571674E-1	2,415625E+3	-6,136356E-2	2,415625E+3	8,692508E-1	2,415625E+3	-1,583969E-1	2,415625E+3	9,212124E-1	2,415625E+3	-2,303166E-1
2,417187E+3	9,007174E-1	2,417187E+3	-1,413212E-1	2,417187E+3	8,873615E-1	2,417187E+3	-6,792015E-2	2,417187E+3	8,782586E-1	2,417187E+3	-1,337152E-1	2,417187E+3	9,298414E-1	2,417187E+3	-2,066127E-1
2,418750E+3	9,143105E-1	2,418750E+3	-9,917878E-2	2,418750E+3	9,170268E-1	2,418750E+3	-7,365028E-2	2,418750E+3	8,864652E-1	2,418750E+3	-1,085055E-1	2,418750E+3	9,376411E-1	2,418750E+3	-1,823804E-1
2,420312E+3	9,251723E-1	2,420312E+3	-6,034164E-2	2,420312E+3	9,238514E-1	2,420312E+3	5,496152E-2	2,420312E+3	8,964764E-1	2,420312E+3	-7,577831E-2	2,420312E+3	9,442310E-1	2,420312E+3	-1,548971E-1
2,421875E+3	9,339968E-1	2,421875E+3	-2,110483E-2	2,421875E+3	9,086099E-1	2,421875E+3	1,815816E-1	2,421875E+3	9,049982E-1	2,421875E+3	-4,237480E-2	2,421875E+3	9,496824E-1	2,421875E+3	-1,271147E-1
2,423437E+3	9,583864E-1	2,423437E+3	2,206634E-3	2,423437E+3	9,032737E-1	2,423437E+3	1,968069E-1	2,423437E+3	8,667034E-1	2,423437E+3	-2,950952E-1	2,423437E+3	9,536607E-1	2,423437E+3	-9,920703E-2
2,425000E+3	9,817696E-1	2,425000E+3	2,686583E-2	2,425000E+3	8,977510E-1	2,425000E+3	2,120287E-1	2,425000E+3	7,866435E-1	2,425000E+3	-4,878144E-1	2,425000E+3	9,564914E-1	2,425000E+3	-7,118994E-2
2,426562E+3	9,035000E-1	2,426562E+3	-3,199073E-1	2,426562E+3	8,497894E-1	2,426562E+3	-2,806430E-1	2,426562E+3	7,981037E-1	2,426562E+3	-4,702938E-1	2,426562E+3	9,095205E-1	2,426562E+3	-2,594193E-1
2,428125E+3	7,536641E-1	2,428125E+3	-5,629206E-1	2,428125E+3	6,806518E-1	2,428125E+3	-5,833740E-1	2,428125E+3	8,094233E-1	2,428125E+3	-4,521904E-1	2,428125E+3	8,499041E-1	2,428125E+3	-3,987933E-1
2,429687E+3	7,744898E-1	2,429687E+3	-5,425872E-1	2,429687E+3	6,937504E-1	2,429687E+3	-5,678373E-1	2,429687E+3	8,203661E-1	2,429687E+3	-4,322173E-1	2,429687E+3	8,631401E-1	2,429687E+3	-3,745034E-1
2,431250E+3	7,947980E-1	2,431250E+3	-5,212576E-1	2,431250E+3	7,068592E-1	2,431250E+3	-5,517373E-1	2,431250E+3	8,310119E-1	2,431250E+3	-4,117152E-1	2,431250E+3	8,754818E-1	2,431250E+3	-3,495393E-1
2,432812E+3	8,161690E-1	2,432812E+3	-4,954704E-1	2,432812E+3	7,166132E-1	2,432812E+3	-5,393925E-1	2,432812E+3	8,410960E-1	2,432812E+3	-3,918329E-1	2,432812E+3	8,879427E-1	2,432812E+3	-3,238013E-1
2,434375E+3	8,365602E-1	2,434375E+3	-4,687057E-1	2,434375E+3	7,267015E-1	2,434375E+3	-5,263821E-1	2,434375E+3	8,508730E-1	2,434375E+3	-3,714064E-1	2,434375E+3	8,993703E-1	2,434375E+3	-2,974743E-1
2,435937E+3	8,557760E-1	2,435937E+3	-4,411511E-1	2,435937E+3	7,341450E-1	2,435937E+3	-5,141823E-1	2,435937E+3	8,880023E-1	2,435937E+3	-2,993437E-1	2,435937E+3	5,085065E-1	2,435937E+3	-6,784086E-1
2,437500E+3	8,738811E-1	2,437500E+3	-4,127619E-1	2,437500E+3	7,420583E-1	2,437500E+3	-5,013475E-1	2,437500E+3	9,160109E-1	2,437500E+3	-2,246128E-1	2,437500E+3	3,195560E-1	2,437500E+3	-7,965909E-1
2,439062E+3	8,891977E-1	2,439062E+3	-3,825403E-1	2,439062E+3	7,473009E-1	2,439062E+3	-4,910613E-1	2,439062E+3	9,146950E-1	2,439062E+3	-2,120291E-1	2,439062E+3	3,378438E-1	2,439062E+3	-7,914036E-1
2,440625E+3	9,032766E-1	2,440625E+3	-3,518136E-1	2,440625E+3	7,532363E-1	2,440625E+3	-4,800171E-1	2,440625E+3	9,137224E-1	2,440625E+3	-1,988913E-1	2,440625E+3	3,575080E-1	2,440625E+3	-7,858633E-1
2,442187E+3	9,150650E-1	2,442187E+3	-3,259298E-1	2,442187E+3	7,575107E-1	2,442187E+3	-4,706857E-1	2,442187E+3	9,139378E-1	2,442187E+3	-1,892765E-1	2,442187E+3	3,759917E-1	2,442187E+3	-7,808814E-1
2,443750E+3	9,260139E-1	2,443750E+3	-2,995424E-1	2,443750E+3	7,625795E-1	2,443750E+3	-4,605007E-1	2,443750E+3	9,144715E-1	2,443750E+3	-1,788199E-1	2,443750E+3	3,960592E-1	2,443750E+3	-7,753514E-1
2,445312E+3	9,305507E-1	2,445312E+3	-2,769817E-1	2,445312E+3	7,662714E-1	2,445312E+3	-4,515725E-1	2,445312E+3	9,124913E-1	2,445312E+3	-1,711590E-1	2,445312E+3	4,165806E-1	2,445312E+3	-7,686001E-1
2,446875E+3	9,347648E-1	2,446875E+3	-2,541522E-1	2,446875E+3	7,708131E-1	2,446875E+3	-4,417141E-1	2,446875E+3	9,110392E-1	2,446875E+3	-1,625423E-1	2,446875E+3	4,384843E-1	2,446875E+3	-7,611111E-1
2,448437E+3	9,388154E-1	2,448437E+3	-2,403983E-1	2,448437E+3	7,742808E-1	2,448437E+3	-4,337173E-1	2,448437E+3	9,051980E-1	2,448437E+3	-1,597083E-1	2,448437E+3	4,587653E-1	2,448437E+3	-7,515465E-1
2,450000E+3	9,429437E-1	2,450000E+3	-2,258414E-1	2,450000E+3	7,786439E-1	2,450000E+3	-4,246645E-1	2,450000E+3	9,003519E-1	2,450000E+3	-1,555935E-1	2,450000E+3	4,802593E-1	2,450000E+3	-7,413129E-1
2,451562E+3	9,414751E-1	2,451562E+3	-2,196763E-1	2,451562E+3	7,792263E-1	2,451562E+3	-4,136945E-1	2,451562E+3	8,942677E-1	2,451562E+3	-1,612802E-1	2,451562E+3	4,992359E-1	2,451562E+3	-7,297951E-1
2,453125E+3	9,406867E-1	2,453125E+3	-2,123438E-1	2,453125E+3	7,808454E-1	2,453125E+3	-4,020054E-1	2,453125E+3	8,894324E-1	2,453125E+3	-1,647927E-1	2,453125E+3	5,193985E-1	2,453125E+3	-7,176885E-1
2,454687E+3	9,349488E-1	2,454687E+3	-2,179866E-1	2,454687E+3	8,236839E-1	2,454687E+3	-3,196576E-1	2,454687E+3	8,786978E-1	2,454687E+3	-1,813633E-1	2,454687E+3	5,381845E-1	2,454687E+3	-7,046207E-1
2,456250E+3	9,304965E-1	2,456250E+3	-2,214940E-1	2,456250E+3	8,510093E-1	2,456250E+3	-2,424311E-1	2,456250E+3	8,699886E-1	2,456250E+3	-1,943722E-1	2,456250E+3	5,580295E-1	2,456250E+3	-6,909095E-1
2,457812E+3	-5,999523E-2	2,457812E+3	-7,353877E-1	2,457812E+3	8,488218E-1	2,457812E+3	-2,438488E-1	2,457812E+3	-1,954063E-1	2,457812E+3	-6,417333E-1	2,457812E+3	5,780192E-1	2,457812E+3	-6,759697E-1
2,459375E+3	-3,044576E-1	2,459375E+3	-7,482657E-1	2,459375E+3	8,479429E-1	2,459375E+3	-2,432712E-1	2,459375E+3	-2,394513E-1	2,459375E+3	-8,325624E-1	2,459375E+3	5,987362E-1	2,459375E+3	-6,602477E-1
