Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Hard Wall	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Hard Wall	
1,200000E+3	6,511785E-1	1,200000E+3	-1,257364E-1	1,200000E+3	4,644478E-1	1,200000E+3	-1,352900E-1	1,200000E+3	2,923310E-1	1,200000E+3	-2,550021E-1	1,200000E+3	7,232244E-1	1,200000E+3	-1,244744E-1
1,201562E+3	6,506897E-1	1,201562E+3	-1,170822E-1	1,201562E+3	4,648962E-1	1,201562E+3	-1,252136E-1	1,201562E+3	2,976145E-1	1,201562E+3	-2,422735E-1	1,201562E+3	7,204146E-1	1,201562E+3	-1,126237E-1
1,203125E+3	6,526042E-1	1,203125E+3	-1,087971E-1	1,203125E+3	4,656768E-1	1,203125E+3	-1,169347E-1	1,203125E+3	3,018011E-1	1,203125E+3	-2,309438E-1	1,203125E+3	7,184841E-1	1,203125E+3	-1,034365E-1
1,204687E+3	6,521075E-1	1,204687E+3	-1,024200E-1	1,204687E+3	5,120549E-1	1,204687E+3	1,557304E-2	1,204687E+3	3,781457E-1	1,204687E+3	-9,863071E-2	1,204687E+3	7,132566E-1	1,204687E+3	-9,126151E-2
1,206250E+3	6,548102E-1	1,206250E+3	-9,641384E-2	1,206250E+3	5,061967E-1	1,206250E+3	8,571363E-2	1,206250E+3	3,844456E-1	1,206250E+3	-1,905534E-2	1,206250E+3	7,081849E-1	1,206250E+3	-8,193859E-2
1,207812E+3	6,999435E-1	1,207812E+3	6,670583E-2	1,207812E+3	5,016735E-1	1,207812E+3	8,814167E-2	1,207812E+3	3,813302E-1	1,207812E+3	-1,254252E-2	1,207812E+3	7,164113E-1	1,207812E+3	5,034475E-2
1,209375E+3	6,868759E-1	1,209375E+3	1,635313E-1	1,209375E+3	4,981754E-1	1,209375E+3	8,813900E-2	1,209375E+3	3,776192E-1	1,209375E+3	-8,416194E-3	1,209375E+3	6,940342E-1	1,209375E+3	9,609353E-2
1,210937E+3	6,853101E-1	1,210937E+3	1,618643E-1	1,210937E+3	4,918267E-1	1,210937E+3	9,116231E-2	1,210937E+3	3,737869E-1	1,210937E+3	-3,361329E-3	1,210937E+3	6,829901E-1	1,210937E+3	9,718088E-2
1,212500E+3	6,895453E-1	1,212500E+3	1,597194E-1	1,212500E+3	4,857969E-1	1,212500E+3	9,141130E-2	1,212500E+3	3,693679E-1	1,212500E+3	-8,184361E-4	1,212500E+3	6,718972E-1	1,212500E+3	9,465986E-2
1,214062E+3	6,831233E-1	1,214062E+3	1,614202E-1	1,214062E+3	4,791186E-1	1,214062E+3	9,253483E-2	1,214062E+3	3,641447E-1	1,214062E+3	5,155321E-3	1,214062E+3	5,864920E-1	1,214062E+3	-1,029690E-1
1,215625E+3	6,813495E-1	1,215625E+3	1,595254E-1	1,215625E+3	4,729120E-1	1,215625E+3	9,053217E-2	1,215625E+3	3,579598E-1	1,215625E+3	8,487735E-3	1,215625E+3	4,698731E-1	1,215625E+3	-6,530896E-1
1,217187E+3	6,767100E-1	1,217187E+3	1,593974E-1	1,217187E+3	4,663613E-1	1,217187E+3	8,918573E-2	1,217187E+3	3,519551E-1	1,217187E+3	1,261325E-2	1,217187E+3	4,705118E-1	1,217187E+3	-6,510193E-1
1,218750E+3	6,773676E-1	1,218750E+3	1,550936E-1	1,218750E+3	4,604247E-1	1,218750E+3	8,438260E-2	1,218750E+3	3,450610E-1	1,218750E+3	1,385233E-2	1,218750E+3	4,700244E-1	1,218750E+3	-6,495165E-1
1,220312E+3	6,716260E-1	1,220312E+3	1,539316E-1	1,220312E+3	4,017529E-1	1,220312E+3	-3,377111E-2	1,220312E+3	3,386891E-1	1,220312E+3	1,549622E-2	1,220312E+3	4,708352E-1	1,220312E+3	-6,475700E-1
1,221875E+3	6,699360E-1	1,221875E+3	1,470019E-1	1,221875E+3	3,603110E-1	1,221875E+3	-2,453983E-1	1,221875E+3	3,314951E-1	1,221875E+3	1,410346E-2	1,221875E+3	4,705518E-1	1,221875E+3	-6,461102E-1
1,223437E+3	6,649866E-1	1,223437E+3	1,434362E-1	1,223437E+3	3,752568E-1	1,223437E+3	-2,363634E-1	1,223437E+3	1,980343E-1	1,223437E+3	-5,919935E-2	1,223437E+3	4,707931E-1	1,223437E+3	-6,439234E-1
1,225000E+3	6,639439E-1	1,225000E+3	1,331854E-1	1,225000E+3	3,893899E-1	1,225000E+3	-2,266644E-1	1,225000E+3	4,208028E-3	1,225000E+3	-1,771341E-1	1,225000E+3	4,697800E-1	1,225000E+3	-6,422795E-1
1,226562E+3	6,569083E-1	1,226562E+3	1,275792E-1	1,226562E+3	3,750077E-1	1,226562E+3	-2,297737E-1	1,226562E+3	9,046218E-3	1,226562E+3	-1,694827E-1	1,226562E+3	4,682954E-1	1,226562E+3	-6,409512E-1
1,228125E+3	6,522784E-1	1,228125E+3	1,140363E-1	1,228125E+3	3,577070E-1	1,228125E+3	-2,349387E-1	1,228125E+3	1,278653E-2	1,228125E+3	-1,616557E-1	1,228125E+3	4,655742E-1	1,228125E+3	-6,400304E-1
1,229687E+3	6,454046E-1	1,229687E+3	1,049290E-1	1,229687E+3	3,237077E-1	1,229687E+3	-2,455313E-1	1,229687E+3	1,515282E-2	1,229687E+3	-1,512302E-1	1,229687E+3	4,620231E-1	1,229687E+3	-6,391716E-1
1,231250E+3	6,398783E-1	1,231250E+3	8,749110E-2	1,231250E+3	2,840472E-1	1,231250E+3	-2,579960E-1	1,231250E+3	1,628040E-2	1,231250E+3	-1,407157E-1	1,231250E+3	4,570407E-1	1,231250E+3	-6,387480E-1
1,232812E+3	6,321955E-1	1,232812E+3	-8,465795E-2	1,232812E+3	2,853948E-1	1,232812E+3	-2,553275E-1	1,232812E+3	1,865141E-2	1,232812E+3	-1,297024E-1	1,232812E+3	4,524870E-1	1,232812E+3	-6,386762E-1
1,234375E+3	6,734538E-1	1,234375E+3	-4,090755E-1	1,234375E+3	2,855676E-1	1,234375E+3	-2,528134E-1	1,234375E+3	1,977259E-2	1,234375E+3	-1,185888E-1	1,234375E+3	4,466574E-1	1,234375E+3	-6,388451E-1
1,235937E+3	6,245222E-1	1,235937E+3	-4,604674E-1	1,235937E+3	2,877968E-1	1,235937E+3	-2,501097E-1	1,235937E+3	2,512984E-2	1,235937E+3	-1,105631E-1	1,235937E+3	4,438317E-1	1,235937E+3	-6,385139E-1
1,237500E+3	5,593779E-1	1,237500E+3	-5,186652E-1	1,237500E+3	2,889665E-1	1,237500E+3	-2,472934E-1	1,237500E+3	2,944924E-2	1,237500E+3	-1,022027E-1	1,237500E+3	4,399407E-1	1,237500E+3	-6,382807E-1
1,239062E+3	5,583072E-1	1,239062E+3	-5,200860E-1	1,239062E+3	2,906162E-1	1,239062E+3	-2,445609E-1	1,239062E+3	3,597244E-2	1,239062E+3	-9,549658E-2	1,239062E+3	4,346957E-1	1,239062E+3	-6,391006E-1
1,240625E+3	5,545229E-1	1,240625E+3	-5,210182E-1	1,240625E+3	2,912713E-1	1,240625E+3	-2,415606E-1	1,240625E+3	4,163254E-2	1,240625E+3	-8,830088E-2	1,240625E+3	4,284699E-1	1,240625E+3	-6,400163E-1
1,242187E+3	5,568206E-1	1,242187E+3	-5,207650E-1	1,242187E+3	2,920801E-1	1,242187E+3	-2,392684E-1	1,242187E+3	4,768805E-2	1,242187E+3	-8,079711E-2	1,242187E+3	4,213074E-1	1,242187E+3	-6,408290E-1
1,243750E+3	5,570010E-1	1,243750E+3	-5,191711E-1	1,243750E+3	2,922791E-1	1,243750E+3	-2,366072E-1	1,243750E+3	5,296943E-2	1,243750E+3	-7,283354E-2	1,243750E+3	4,133897E-1	1,243750E+3	-6,417211E-1
1,245312E+3	5,601848E-1	1,245312E+3	-5,183480E-1	1,245312E+3	2,927589E-1	1,245312E+3	-2,345718E-1	1,245312E+3	5,801853E-2	1,245312E+3	-6,282306E-2	1,245312E+3	4,082152E-1	1,245312E+3	-6,411952E-1
1,246875E+3	5,622314E-1	1,246875E+3	-5,158122E-1	1,246875E+3	2,928385E-1	1,246875E+3	-2,322543E-1	1,246875E+3	6,221064E-2	1,246875E+3	-5,256180E-2	1,246875E+3	4,025688E-1	1,246875E+3	-6,407847E-1
1,248437E+3	5,654778E-1	1,248437E+3	-5,141050E-1	1,248437E+3	2,941217E-1	1,248437E+3	-2,300374E-1	1,248437E+3	6,907681E-2	1,248437E+3	-4,462480E-2	1,248437E+3	3,953202E-1	1,248437E+3	-6,408098E-1
1,250000E+3	5,683202E-1	1,250000E+3	-5,108424E-1	1,250000E+3	2,952134E-1	1,250000E+3	-2,276197E-1	1,250000E+3	7,528275E-2	1,250000E+3	-3,635743E-2	1,250000E+3	3,877263E-1	1,250000E+3	-6,410727E-1
1,251562E+3	5,673147E-1	1,251562E+3	-5,106936E-1	1,251562E+3	2,980098E-1	1,251562E+3	-2,247363E-1	1,251562E+3	8,333092E-2	1,251562E+3	-3,069708E-2	1,251562E+3	3,841206E-1	1,251562E+3	-6,391717E-1
1,253125E+3	5,658455E-1	1,253125E+3	-5,094662E-1	1,253125E+3	3,006356E-1	1,253125E+3	-2,217056E-1	1,253125E+3	9,090115E-2	1,253125E+3	-2,461748E-2	1,253125E+3	3,802918E-1	1,253125E+3	-6,375919E-1
1,254687E+3	5,641771E-1	1,254687E+3	-5,088388E-1	1,254687E+3	3,021071E-1	1,254687E+3	-2,192882E-1	1,254687E+3	9,263970E-2	1,254687E+3	-1,196324E-2	1,254687E+3	3,826151E-1	1,254687E+3	-6,337353E-1
1,256250E+3	5,622338E-1	1,256250E+3	-5,074301E-1	1,256250E+3	3,034217E-1	1,256250E+3	-2,169344E-1	1,256250E+3	9,353904E-2	1,256250E+3	1,723214E-4	1,256250E+3	3,847344E-1	1,256250E+3	-6,301400E-1
1,257812E+3	5,613786E-1	1,257812E+3	-5,065455E-1	1,257812E+3	3,034286E-1	1,257812E+3	-2,150702E-1	1,257812E+3	1,015356E-1	1,257812E+3	4,687039E-3	1,257812E+3	3,778071E-1	1,257812E+3	-6,313641E-1
1,259375E+3	5,602527E-1	1,259375E+3	-5,051110E-1	1,259375E+3	3,032923E-1	1,259375E+3	-2,134603E-1	1,259375E+3	1,090607E-1	1,259375E+3	9,498410E-3	1,259375E+3	3,707009E-1	1,259375E+3	-6,332040E-1
1,260937E+3	5,573386E-1	1,260937E+3	-5,050726E-1	1,260937E+3	3,014854E-1	1,260937E+3	-2,119635E-1	1,260937E+3	1,172192E-1	1,260937E+3	1,346953E-2	1,260937E+3	2,923908E-1	1,260937E+3	-6,538921E-1
1,262500E+3	5,539379E-1	1,262500E+3	-5,048922E-1	1,262500E+3	2,995429E-1	1,262500E+3	-2,109222E-1	1,262500E+3	1,248867E-1	1,262500E+3	1,767818E-2	1,262500E+3	2,115430E-1	1,262500E+3	-6,691763E-1
1,264062E+3	5,659530E-1	1,264062E+3	-4,904257E-1	1,264062E+3	3,020118E-1	1,264062E+3	-2,081276E-1	1,264062E+3	1,328564E-1	1,264062E+3	2,111602E-2	1,264062E+3	1,902074E-1	1,264062E+3	-6,855768E-1
1,265625E+3	5,788726E-1	1,265625E+3	-4,573820E-1	1,265625E+3	3,043889E-1	1,265625E+3	-2,057705E-1	1,265625E+3	1,403587E-1	1,265625E+3	2,469928E-2	1,265625E+3	1,690939E-1	1,265625E+3	-7,028923E-1
1,267187E+3	5,662221E-1	1,267187E+3	-4,705160E-1	1,267187E+3	3,092649E-1	1,267187E+3	-2,018393E-1	1,267187E+3	1,488264E-1	1,267187E+3	2,986942E-2	1,267187E+3	1,850363E-1	1,267187E+3	-6,966309E-1
1,268750E+3	5,535178E-1	1,268750E+3	-4,837963E-1	1,268750E+3	3,123461E-1	1,268750E+3	-1,990805E-1	1,268750E+3	1,550105E-1	1,268750E+3	3,594126E-2	1,268750E+3	2,002266E-1	1,268750E+3	-6,884235E-1
1,270312E+3	5,478832E-1	1,270312E+3	-4,893179E-1	1,270312E+3	3,106446E-1	1,270312E+3	-1,987730E-1	1,270312E+3	1,603423E-1	1,270312E+3	3,930099E-2	1,270312E+3	2,013519E-1	1,270312E+3	-6,869842E-1
1,271875E+3	5,423600E-1	1,271875E+3	-4,950892E-1	1,271875E+3	3,067171E-1	1,271875E+3	-1,995399E-1	1,271875E+3	1,651716E-1	1,271875E+3	4,262575E-2	1,271875E+3	2,026016E-1	1,271875E+3	-6,862397E-1
1,273437E+3	5,522493E-1	1,273437E+3	-4,847124E-1	1,273437E+3	2,770155E-1	1,273437E+3	-2,068315E-1	1,273437E+3	1,703052E-1	1,273437E+3	4,601419E-2	1,273437E+3	1,557881E-1	1,273437E+3	-6,888641E-1
1,275000E+3	5,610119E-1	1,275000E+3	-4,738505E-1	1,275000E+3	2,474474E-1	1,275000E+3	-2,140894E-1	1,275000E+3	1,750328E-1	1,275000E+3	4,930129E-2	1,275000E+3	1,113590E-1	1,275000E+3	-6,905577E-1
1,276562E+3	5,667234E-1	1,276562E+3	-4,688140E-1	1,276562E+3	2,422613E-1	1,276562E+3	-2,161859E-1	1,276562E+3	1,807507E-1	1,276562E+3	5,153336E-2	1,276562E+3	1,059735E-1	1,276562E+3	-6,884681E-1
1,278125E+3	5,721323E-1	1,278125E+3	-4,640526E-1	1,278125E+3	2,372563E-1	1,278125E+3	-2,187586E-1	1,278125E+3	1,861692E-1	1,278125E+3	5,378518E-2	1,278125E+3	1,015918E-1	1,278125E+3	-6,873977E-1
1,279687E+3	5,796990E-1	1,279687E+3	-4,568184E-1	1,279687E+3	2,306951E-1	1,279687E+3	-2,221850E-1	1,279687E+3	1,920555E-1	1,279687E+3	5,538961E-2	1,279687E+3	1,041917E-1	1,279687E+3	-6,868823E-1
1,281250E+3	5,868116E-1	1,281250E+3	-4,498902E-1	1,281250E+3	2,244047E-1	1,281250E+3	-2,260575E-1	1,281250E+3	1,977065E-1	1,281250E+3	5,707349E-2	1,281250E+3	1,074927E-1	1,281250E+3	-6,872073E-1
1,282812E+3	5,931852E-1	1,282812E+3	-4,439271E-1	1,282812E+3	2,245363E-1	1,282812E+3	-2,257981E-1	1,282812E+3	2,034704E-1	1,282812E+3	5,849553E-2	1,282812E+3	1,068881E-1	1,282812E+3	-6,872252E-1
1,284375E+3	5,992306E-1	1,284375E+3	-4,382376E-1	1,284375E+3	2,247256E-1	1,284375E+3	-2,258771E-1	1,284375E+3	2,089997E-1	1,284375E+3	5,997909E-2	1,284375E+3	1,074975E-1	1,284375E+3	-6,882520E-1
1,285937E+3	5,496258E-1	1,285937E+3	-4,826659E-1	1,285937E+3	2,219842E-1	1,285937E+3	-2,257544E-1	1,285937E+3	2,142477E-1	1,285937E+3	6,108768E-2	1,285937E+3	1,025468E-1	1,285937E+3	-6,886329E-1
1,287500E+3	4,975377E-1	1,287500E+3	-5,240173E-1	1,287500E+3	2,194389E-1	1,287500E+3	-2,260775E-1	1,287500E+3	2,192333E-1	1,287500E+3	6,216280E-2	1,287500E+3	9,953180E-2	1,287500E+3	-6,902443E-1
1,289062E+3	4,437838E-1	1,289062E+3	-5,589695E-1	1,289062E+3	2,162041E-1	1,289062E+3	-2,256760E-1	1,289062E+3	2,241212E-1	1,289062E+3	6,255396E-2	1,289062E+3	1,980605E-2	1,289062E+3	-6,794532E-1
1,290625E+3	3,895610E-1	1,290625E+3	-5,902877E-1	1,290625E+3	2,131313E-1	1,290625E+3	-2,257615E-1	1,290625E+3	2,287822E-1	1,290625E+3	6,285716E-2	1,290625E+3	-6,970348E-2	1,290625E+3	-6,617998E-1
1,292187E+3	4,016915E-1	1,292187E+3	-5,845056E-1	1,292187E+3	2,101181E-1	1,292187E+3	-2,251023E-1	1,292187E+3	2,337465E-1	1,292187E+3	6,245448E-2	1,292187E+3	-1,515485E-1	1,292187E+3	-6,307414E-1
1,293750E+3	4,131448E-1	1,293750E+3	-5,788297E-1	1,293750E+3	2,072951E-1	1,293750E+3	-2,249603E-1	1,293750E+3	2,385845E-1	1,293750E+3	6,200475E-2	1,293750E+3	-2,183354E-1	1,293750E+3	-6,020943E-1
1,295312E+3	3,835230E-1	1,295312E+3	-6,083719E-1	1,295312E+3	2,056821E-1	1,295312E+3	-2,241082E-1	1,295312E+3	2,437094E-1	1,295312E+3	6,096164E-2	1,295312E+3	-1,963522E-1	1,295312E+3	-6,101462E-1
1,296875E+3	3,541193E-1	1,296875E+3	-6,363133E-1	1,296875E+3	2,042176E-1	1,296875E+3	-2,237666E-1	1,296875E+3	2,487908E-1	1,296875E+3	5,992168E-2	1,296875E+3	-1,754503E-1	1,296875E+3	-6,171485E-1
1,298437E+3	3,625692E-1	1,298437E+3	-6,320961E-1	1,298437E+3	2,038600E-1	1,298437E+3	-2,229577E-1	1,298437E+3	2,540095E-1	1,298437E+3	5,854336E-2	1,298437E+3	-1,532215E-1	1,298437E+3	-6,236468E-1
1,300000E+3	3,708163E-1	1,300000E+3	-6,279747E-1	1,300000E+3	2,035768E-1	1,300000E+3	-2,225995E-1	1,300000E+3	2,592250E-1	1,300000E+3	5,720479E-2	1,300000E+3	-1,316886E-1	1,300000E+3	-6,292484E-1
1,301562E+3	3,744861E-1	1,301562E+3	-6,262147E-1	1,301562E+3	2,023404E-1	1,301562E+3	-2,219409E-1	1,301562E+3	2,639737E-1	1,301562E+3	5,537788E-2	1,301562E+3	-1,089404E-1	1,301562E+3	-6,345656E-1
1,303125E+3	3,783768E-1	1,303125E+3	-6,245370E-1	1,303125E+3	2,012656E-1	1,303125E+3	-2,217633E-1	1,303125E+3	2,687069E-1	1,303125E+3	5,353635E-2	1,303125E+3	-8,659251E-2	1,303125E+3	-6,390811E-1
1,304687E+3	2,139960E-1	1,304687E+3	-6,699044E-1	1,304687E+3	1,985996E-1	1,304687E+3	-2,211642E-1	1,304687E+3	2,731942E-1	1,304687E+3	5,142538E-2	1,304687E+3	-7,013231E-2	1,304687E+3	-6,415803E-1
1,306250E+3	6,769895E-2	1,306250E+3	-6,886873E-1	1,306250E+3	1,961695E-1	1,306250E+3	-2,211398E-1	1,306250E+3	2,777332E-1	1,306250E+3	4,931196E-2	1,306250E+3	-5,444716E-2	1,306250E+3	-6,437318E-1
1,307812E+3	9,845175E-2	1,307812E+3	-6,890003E-1	1,307812E+3	1,916741E-1	1,307812E+3	-2,204527E-1	1,307812E+3	2,819657E-1	1,307812E+3	4,641970E-2	1,307812E+3	-5,928998E-2	1,307812E+3	-6,416104E-1
1,309375E+3	1,272580E-1	1,309375E+3	-6,881979E-1	1,309375E+3	1,873525E-1	1,309375E+3	-2,204451E-1	1,309375E+3	2,863290E-1	1,309375E+3	4,351773E-2	1,309375E+3	-6,575246E-2	1,309375E+3	-6,397831E-1
1,310937E+3	1,559671E-1	1,310937E+3	-6,853651E-1	1,310937E+3	1,830403E-1	1,310937E+3	-2,194253E-1	1,310937E+3	2,900923E-1	1,310937E+3	3,944148E-2	1,310937E+3	-6,215783E-2	1,310937E+3	-6,400892E-1
1,312500E+3	1,831251E-1	1,312500E+3	-6,816820E-1	1,312500E+3	1,788406E-1	1,312500E+3	-2,190628E-1	1,312500E+3	2,940089E-1	1,312500E+3	3,528593E-2	1,312500E+3	-5,927567E-2	1,312500E+3	-6,406189E-1
1,314062E+3	2,119307E-1	1,314062E+3	-6,770069E-1	1,314062E+3	1,767623E-1	1,314062E+3	-2,178424E-1	1,314062E+3	2,973347E-1	1,314062E+3	3,023263E-2	1,314062E+3	-6,690972E-2	1,314062E+3	-6,370511E-1
1,315625E+3	2,397589E-1	1,315625E+3	-6,714067E-1	1,315625E+3	1,748643E-1	1,315625E+3	-2,172008E-1	1,315625E+3	3,008259E-1	1,315625E+3	2,507219E-2	1,315625E+3	-7,515499E-2	1,315625E+3	-6,338927E-1
1,317187E+3	2,671157E-1	1,317187E+3	-6,651222E-1	1,317187E+3	1,733706E-1	1,317187E+3	-2,160040E-1	1,317187E+3	3,040481E-1	1,317187E+3	2,024741E-2	1,317187E+3	-1,463488E-1	1,317187E+3	-6,211199E-1
1,318750E+3	2,937158E-1	1,318750E+3	-6,579997E-1	1,318750E+3	1,720935E-1	1,318750E+3	-2,153773E-1	1,318750E+3	3,074767E-1	1,318750E+3	1,538186E-2	1,318750E+3	-2,144278E-1	1,318750E+3	-6,052043E-1
1,320312E+3	3,161716E-1	1,320312E+3	-6,508842E-1	1,320312E+3	1,682140E-1	1,320312E+3	-2,139019E-1	1,320312E+3	3,104229E-1	1,320312E+3	1,029180E-2	1,320312E+3	-2,365096E-1	1,320312E+3	-5,890561E-1
1,321875E+3	3,377227E-1	1,321875E+3	-6,434070E-1	1,321875E+3	1,644802E-1	1,321875E+3	-2,131080E-1	1,321875E+3	3,135993E-1	1,321875E+3	5,159849E-3	1,321875E+3	-2,571417E-1	1,321875E+3	-5,739793E-1
1,323437E+3	2,886927E-1	1,323437E+3	-6,513232E-1	1,323437E+3	1,605998E-1	1,323437E+3	-2,112889E-1	1,323437E+3	3,158537E-1	1,323437E+3	-4,146200E-4	1,323437E+3	-3,188619E-1	1,323437E+3	-5,338489E-1
1,325000E+3	2,361093E-1	1,325000E+3	-6,593264E-1	1,325000E+3	1,568613E-1	1,325000E+3	-2,101668E-1	1,325000E+3	3,182803E-1	1,325000E+3	-6,160167E-3	1,325000E+3	-3,630366E-1	1,325000E+3	-5,079210E-1
1,326562E+3	2,516979E-1	1,326562E+3	-6,549938E-1	1,326562E+3	1,543095E-1	1,326562E+3	-2,085464E-1	1,326562E+3	3,207281E-1	1,326562E+3	-1,138694E-2	1,326562E+3	-4,661599E-1	1,326562E+3	-3,814692E-1
1,328125E+3	2,668913E-1	1,328125E+3	-6,504532E-1	1,328125E+3	1,518902E-1	1,328125E+3	-2,075736E-1	1,328125E+3	3,234254E-1	1,328125E+3	-1,667101E-2	1,328125E+3	-5,369423E-1	1,328125E+3	-2,783326E-1
1,329687E+3	2,820819E-1	1,329687E+3	-6,456881E-1	1,329687E+3	1,487442E-1	1,329687E+3	-2,060075E-1	1,329687E+3	3,257475E-1	1,329687E+3	-2,224896E-2	1,329687E+3	-5,357098E-1	1,329687E+3	-2,825651E-1
1,331250E+3	2,969683E-1	1,331250E+3	-6,407310E-1	1,331250E+3	1,456385E-1	1,331250E+3	-2,050991E-1	1,331250E+3	3,284524E-1	1,331250E+3	-2,778171E-2	1,331250E+3	-5,345231E-1	1,331250E+3	-2,873297E-1
1,332812E+3	1,485026E-1	1,332812E+3	-6,675421E-1	1,332812E+3	1,185758E-1	1,332812E+3	-2,037107E-1	1,332812E+3	3,305417E-1	1,332812E+3	-3,335799E-2	1,332812E+3	-5,322844E-1	1,332812E+3	-2,937095E-1
1,334375E+3	6,889622E-3	1,334375E+3	-6,735662E-1	1,334375E+3	9,183516E-2	1,334375E+3	-2,034052E-1	1,334375E+3	3,330336E-1	1,334375E+3	-3,887309E-2	1,334375E+3	-5,299966E-1	1,334375E+3	-3,005574E-1
1,335937E+3	-1,074444E-1	1,335937E+3	-6,675384E-1	1,335937E+3	9,068796E-2	1,335937E+3	-2,017816E-1	1,335937E+3	3,337385E-1	1,335937E+3	-4,533748E-2	1,335937E+3	-5,251932E-1	1,335937E+3	-3,072387E-1
1,337500E+3	-1,670602E-1	1,337500E+3	-6,732607E-1	1,337500E+3	8,969730E-2	1,337500E+3	-2,007473E-1	1,337500E+3	3,347615E-1	1,337500E+3	-5,189026E-2	1,337500E+3	-5,203388E-1	1,337500E+3	-3,142843E-1
1,339062E+3	-1,380633E-1	1,339062E+3	-6,824259E-1	1,339062E+3	8,699018E-2	1,339062E+3	-1,986398E-1	1,339062E+3	3,287683E-1	1,339062E+3	-6,521346E-2	1,339062E+3	-5,170672E-1	1,339062E+3	-3,209520E-1
1,340625E+3	-1,082535E-1	1,340625E+3	-6,906398E-1	1,340625E+3	8,443102E-2	1,340625E+3	-1,972263E-1	1,340625E+3	3,227766E-1	1,340625E+3	-7,910302E-2	1,340625E+3	-5,136486E-1	1,340625E+3	-3,281147E-1
1,342187E+3	-7,981210E-2	1,342187E+3	-6,972885E-1	1,342187E+3	8,223091E-2	1,342187E+3	-1,946378E-1	1,342187E+3	3,200361E-1	1,342187E+3	-8,844113E-2	1,342187E+3	-5,098759E-1	1,342187E+3	-3,336765E-1
1,343750E+3	-5,055762E-2	1,343750E+3	-7,030145E-1	1,343750E+3	8,021582E-2	1,343750E+3	-1,927697E-1	1,343750E+3	3,175557E-1	1,343750E+3	-9,802902E-2	1,343750E+3	-5,059883E-1	1,343750E+3	-3,397593E-1
1,345312E+3	-2,228761E-2	1,345312E+3	-7,074176E-1	1,345312E+3	7,840229E-2	1,345312E+3	-1,902259E-1	1,345312E+3	3,207426E-1	1,345312E+3	-1,013706E-1	1,345312E+3	-5,043448E-1	1,345312E+3	-3,430993E-1
1,346875E+3	6,824919E-3	1,346875E+3	-7,108745E-1	1,346875E+3	7,674966E-2	1,346875E+3	-1,883948E-1	1,346875E+3	3,244121E-1	1,346875E+3	-1,044499E-1	1,346875E+3	-5,025418E-1	1,346875E+3	-3,471850E-1
1,348437E+3	3,598974E-2	1,348437E+3	-7,127140E-1	1,348437E+3	7,414902E-2	1,348437E+3	-1,856561E-1	1,348437E+3	3,128585E-1	1,348437E+3	-1,283368E-1	1,348437E+3	-5,027503E-1	1,348437E+3	-3,469357E-1
1,350000E+3	6,594414E-2	1,350000E+3	-7,134876E-1	1,350000E+3	7,163841E-2	1,350000E+3	-1,836529E-1	1,350000E+3	3,011374E-1	1,350000E+3	-1,527848E-1	1,350000E+3	-5,028017E-1	1,350000E+3	-3,477331E-1
1,351562E+3	9,487334E-2	1,351562E+3	-7,137036E-1	1,351562E+3	6,939889E-2	1,351562E+3	-1,810258E-1	1,351562E+3	2,933352E-1	1,351562E+3	-1,649320E-1	1,351562E+3	-5,271714E-1	1,351562E+3	-3,059822E-1
1,353125E+3	1,246146E-1	1,353125E+3	-7,128168E-1	1,353125E+3	6,721003E-2	1,353125E+3	-1,791044E-1	1,353125E+3	2,859216E-1	1,353125E+3	-1,772527E-1	1,353125E+3	-5,488568E-1	1,353125E+3	-2,716187E-1
1,354687E+3	1,546207E-1	1,354687E+3	-7,103352E-1	1,354687E+3	6,555021E-2	1,354687E+3	-1,766600E-1	1,354687E+3	2,825561E-1	1,354687E+3	-1,850378E-1	1,354687E+3	-5,618171E-1	1,354687E+3	-2,445999E-1
1,356250E+3	1,853058E-1	1,356250E+3	-7,065719E-1	1,356250E+3	6,392882E-2	1,356250E+3	-1,748923E-1	1,356250E+3	2,796815E-1	1,356250E+3	-1,929119E-1	1,356250E+3	-5,740953E-1	1,356250E+3	-2,227566E-1
1,357812E+3	2,145792E-1	1,357812E+3	-7,023397E-1	1,357812E+3	6,329943E-2	1,357812E+3	-1,725337E-1	1,357812E+3	2,750124E-1	1,357812E+3	-2,018160E-1	1,357812E+3	-5,681203E-1	1,357812E+3	-2,335883E-1
1,359375E+3	2,443528E-1	1,359375E+3	-6,968386E-1	1,359375E+3	6,272023E-2	1,359375E+3	-1,708056E-1	1,359375E+3	2,708369E-1	1,359375E+3	-2,108486E-1	1,359375E+3	-5,613881E-1	1,359375E+3	-2,455509E-1
