Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 8 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 8 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 9 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 9 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 10 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 10 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 11 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 11 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 12 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 12 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 13 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 13 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 14 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 14 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 15 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 15 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 16 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 16 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 17 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 17 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 18 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 18 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 19 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 19 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 20 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 20 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 21 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 21 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 22 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 22 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 23 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 23 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 24 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 24 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
1,332812E+3	1,265459E+0	1,332812E+3	-2,428558E+0	1,332812E+3	1,190991E+0	1,332812E+3	-2,347494E+0	1,332812E+3	1,405282E+0	1,332812E+3	-2,565246E+0	1,332812E+3	2,975770E-1	1,332812E+3	-1,586182E-1	1,332812E+3	2,997868E-1	1,332812E+3	-1,595681E-1	1,332812E+3	3,023254E-1	1,332812E+3	-1,581802E-1	1,332812E+3	8,111378E-1	1,332812E+3	-1,443978E+0	1,332812E+3	1,092856E+0	1,332812E+3	-1,791369E+0	1,332812E+3	1,038522E+0	1,332812E+3	-1,751947E+0	1,332812E+3	1,408073E+0	1,332812E+3	8,386851E-1	1,332812E+3	1,395487E+0	1,332812E+3	8,643651E-1	1,332812E+3	1,231750E+0	1,332812E+3	7,604806E-1	1,332812E+3	1,996967E-1	1,332812E+3	-1,694681E+0	1,332812E+3	2,101781E-1	1,332812E+3	-1,791558E+0	1,332812E+3	2,489087E-1	1,332812E+3	-2,017753E+0	1,332812E+3	5,200303E-1	1,332812E+3	-1,684087E-1	1,332812E+3	5,019718E-1	1,332812E+3	-1,326960E-1	1,332812E+3	5,396973E-1	1,332812E+3	-2,048160E-1	1,332812E+3	1,698706E-1	1,332812E+3	-2,122418E+0	1,332812E+3	1,447366E-1	1,332812E+3	-1,660681E+0	1,332812E+3	1,723996E-1	1,332812E+3	-1,982692E+0	1,332812E+3	1,162433E+0	1,332812E+3	9,060423E-1	1,332812E+3	1,143788E+0	1,332812E+3	8,681785E-1	1,332812E+3	1,311282E+0	1,332812E+3	1,031915E+0
1,334375E+3	1,249885E+0	1,334375E+3	-2,405882E+0	1,334375E+3	1,171439E+0	1,334375E+3	-2,330904E+0	1,334375E+3	1,370552E+0	1,334375E+3	-2,545067E+0	1,334375E+3	2,986382E-1	1,334375E+3	-1,477839E-1	1,334375E+3	3,018059E-1	1,334375E+3	-1,512782E-1	1,334375E+3	3,049999E-1	1,334375E+3	-1,490432E-1	1,334375E+3	8,128982E-1	1,334375E+3	-1,449976E+0	1,334375E+3	1,098041E+0	1,334375E+3	-1,799653E+0	1,334375E+3	1,038027E+0	1,334375E+3	-1,758275E+0	1,334375E+3	1,428347E+0	1,334375E+3	8,576025E-1	1,334375E+3	1,411683E+0	1,334375E+3	8,774105E-1	1,334375E+3	1,243981E+0	1,334375E+3	7,802922E-1	1,334375E+3	2,020802E-1	1,334375E+3	-1,688234E+0	1,334375E+3	2,144209E-1	1,334375E+3	-1,787936E+0	1,334375E+3	2,539103E-1	1,334375E+3	-1,996036E+0	1,334375E+3	5,182028E-1	1,334375E+3	-1,529323E-1	1,334375E+3	5,021398E-1	1,334375E+3	-1,209193E-1	1,334375E+3	5,422033E-1	1,334375E+3	-1,922108E-1	1,334375E+3	1,663202E-1	1,334375E+3	-2,111708E+0	1,334375E+3	1,397218E-1	1,334375E+3	-1,648123E+0	1,334375E+3	1,802328E-1	1,334375E+3	-1,976880E+0	1,334375E+3	1,171407E+0	1,334375E+3	9,198865E-1	1,334375E+3	1,158156E+0	1,334375E+3	8,859268E-1	1,334375E+3	1,323170E+0	1,334375E+3	1,043483E+0
1,335937E+3	1,231444E+0	1,335937E+3	-2,374740E+0	1,335937E+3	1,162789E+0	1,335937E+3	-2,318988E+0	1,335937E+3	1,343513E+0	1,335937E+3	-2,518783E+0	1,335937E+3	2,998924E-1	1,335937E+3	-1,347403E-1	1,335937E+3	3,038662E-1	1,335937E+3	-1,414725E-1	1,335937E+3	3,034265E-1	1,335937E+3	-1,372613E-1	1,335937E+3	8,127591E-1	1,335937E+3	-1,453307E+0	1,335937E+3	1,096881E+0	1,335937E+3	-1,808505E+0	1,335937E+3	1,041459E+0	1,335937E+3	-1,762139E+0	1,335937E+3	1,449671E+0	1,335937E+3	8,708477E-1	1,335937E+3	1,426697E+0	1,335937E+3	8,928868E-1	1,335937E+3	1,258064E+0	1,335937E+3	7,936714E-1	1,335937E+3	2,000660E-1	1,335937E+3	-1,665931E+0	1,335937E+3	2,166049E-1	1,335937E+3	-1,768116E+0	1,335937E+3	2,519398E-1	1,335937E+3	-1,990661E+0	1,335937E+3	5,186894E-1	1,335937E+3	-1,406637E-1	1,335937E+3	5,010542E-1	1,335937E+3	-1,081514E-1	1,335937E+3	5,432432E-1	1,335937E+3	-1,816853E-1	1,335937E+3	1,718604E-1	1,335937E+3	-2,102303E+0	1,335937E+3	1,464269E-1	1,335937E+3	-1,645629E+0	1,335937E+3	1,787559E-1	1,335937E+3	-1,967878E+0	1,335937E+3	1,188469E+0	1,335937E+3	9,405474E-1	1,335937E+3	1,169728E+0	1,335937E+3	9,030934E-1	1,335937E+3	1,339182E+0	1,335937E+3	1,058195E+0
1,337500E+3	1,209610E+0	1,337500E+3	-2,360767E+0	1,337500E+3	1,137366E+0	1,337500E+3	-2,293433E+0	1,337500E+3	1,327990E+0	1,337500E+3	-2,504252E+0	1,337500E+3	3,010593E-1	1,337500E+3	-1,272110E-1	1,337500E+3	3,047622E-1	1,337500E+3	-1,278581E-1	1,337500E+3	3,029596E-1	1,337500E+3	-1,265289E-1	1,337500E+3	8,111019E-1	1,337500E+3	-1,455566E+0	1,337500E+3	1,103836E+0	1,337500E+3	-1,813649E+0	1,337500E+3	1,046153E+0	1,337500E+3	-1,767414E+0	1,337500E+3	1,467872E+0	1,337500E+3	8,781148E-1	1,337500E+3	1,451188E+0	1,337500E+3	9,095583E-1	1,337500E+3	1,274148E+0	1,337500E+3	8,095719E-1	1,337500E+3	1,970507E-1	1,337500E+3	-1,666423E+0	1,337500E+3	2,112589E-1	1,337500E+3	-1,759061E+0	1,337500E+3	2,547931E-1	1,337500E+3	-1,976276E+0	1,337500E+3	5,147688E-1	1,337500E+3	-1,277228E-1	1,337500E+3	4,990769E-1	1,337500E+3	-9,303498E-2	1,337500E+3	5,376973E-1	1,337500E+3	-1,639818E-1	1,337500E+3	1,736969E-1	1,337500E+3	-2,083412E+0	1,337500E+3	1,452785E-1	1,337500E+3	-1,630230E+0	1,337500E+3	1,777811E-1	1,337500E+3	-1,961109E+0	1,337500E+3	1,199515E+0	1,337500E+3	9,564836E-1	1,337500E+3	1,181307E+0	1,337500E+3	9,192118E-1	1,337500E+3	1,360583E+0	1,337500E+3	1,077861E+0
1,339062E+3	1,193064E+0	1,339062E+3	-2,330978E+0	1,339062E+3	1,113388E+0	1,339062E+3	-2,268302E+0	1,339062E+3	1,317061E+0	1,339062E+3	-2,465665E+0	1,339062E+3	3,015767E-1	1,339062E+3	-1,181605E-1	1,339062E+3	3,033534E-1	1,339062E+3	-1,185756E-1	1,339062E+3	3,054802E-1	1,339062E+3	-1,197725E-1	1,339062E+3	8,140859E-1	1,339062E+3	-1,460408E+0	1,339062E+3	1,106210E+0	1,339062E+3	-1,819544E+0	1,339062E+3	1,037449E+0	1,339062E+3	-1,776270E+0	1,339062E+3	1,487933E+0	1,339062E+3	8,874047E-1	1,339062E+3	1,465802E+0	1,339062E+3	9,186344E-1	1,339062E+3	1,286789E+0	1,339062E+3	8,259791E-1	1,339062E+3	1,998872E-1	1,339062E+3	-1,657715E+0	1,339062E+3	2,133184E-1	1,339062E+3	-1,748870E+0	1,339062E+3	2,579475E-1	1,339062E+3	-1,976194E+0	1,339062E+3	5,127274E-1	1,339062E+3	-1,162750E-1	1,339062E+3	4,989708E-1	1,339062E+3	-8,042342E-2	1,339062E+3	5,364236E-1	1,339062E+3	-1,519553E-1	1,339062E+3	1,719270E-1	1,339062E+3	-2,078171E+0	1,339062E+3	1,427690E-1	1,339062E+3	-1,624297E+0	1,339062E+3	1,739533E-1	1,339062E+3	-1,945562E+0	1,339062E+3	1,210213E+0	1,339062E+3	9,706672E-1	1,339062E+3	1,191685E+0	1,339062E+3	9,404870E-1	1,339062E+3	1,374546E+0	1,339062E+3	1,095744E+0
1,340625E+3	1,181542E+0	1,340625E+3	-2,306321E+0	1,340625E+3	1,099833E+0	1,340625E+3	-2,253874E+0	1,340625E+3	1,288172E+0	1,340625E+3	-2,436035E+0	1,340625E+3	2,995068E-1	1,340625E+3	-1,057315E-1	1,340625E+3	3,030142E-1	1,340625E+3	-1,107528E-1	1,340625E+3	3,052073E-1	1,340625E+3	-1,073359E-1	1,340625E+3	8,120348E-1	1,340625E+3	-1,467360E+0	1,340625E+3	1,102680E+0	1,340625E+3	-1,830610E+0	1,340625E+3	1,048231E+0	1,340625E+3	-1,787640E+0	1,340625E+3	1,510577E+0	1,340625E+3	8,998655E-1	1,340625E+3	1,490919E+0	1,340625E+3	9,355292E-1	1,340625E+3	1,304652E+0	1,340625E+3	8,444474E-1	1,340625E+3	2,003361E-1	1,340625E+3	-1,638578E+0	1,340625E+3	2,176848E-1	1,340625E+3	-1,743787E+0	1,340625E+3	2,584629E-1	1,340625E+3	-1,952267E+0	1,340625E+3	5,147536E-1	1,340625E+3	-1,031260E-1	1,340625E+3	4,987522E-1	1,340625E+3	-7,018100E-2	1,340625E+3	5,317819E-1	1,340625E+3	-1,398176E-1	1,340625E+3	1,704410E-1	1,340625E+3	-2,067279E+0	1,340625E+3	1,420726E-1	1,340625E+3	-1,611901E+0	1,340625E+3	1,769378E-1	1,340625E+3	-1,932296E+0	1,340625E+3	1,227912E+0	1,340625E+3	9,918745E-1	1,340625E+3	1,212328E+0	1,340625E+3	9,558681E-1	1,340625E+3	1,384910E+0	1,340625E+3	1,109271E+0
1,342187E+3	1,165929E+0	1,342187E+3	-2,298367E+0	1,342187E+3	1,083667E+0	1,342187E+3	-2,222466E+0	1,342187E+3	1,272786E+0	1,342187E+3	-2,409871E+0	1,342187E+3	3,017720E-1	1,342187E+3	-9,363013E-2	1,342187E+3	3,023620E-1	1,342187E+3	-9,971196E-2	1,342187E+3	3,045591E-1	1,342187E+3	-9,880706E-2	1,342187E+3	8,068269E-1	1,342187E+3	-1,467990E+0	1,342187E+3	1,102358E+0	1,342187E+3	-1,833423E+0	1,342187E+3	1,041786E+0	1,342187E+3	-1,795922E+0	1,342187E+3	1,532558E+0	1,342187E+3	9,125445E-1	1,342187E+3	1,508928E+0	1,342187E+3	9,462764E-1	1,342187E+3	1,313921E+0	1,342187E+3	8,561364E-1	1,342187E+3	1,993440E-1	1,342187E+3	-1,630790E+0	1,342187E+3	2,157892E-1	1,342187E+3	-1,725533E+0	1,342187E+3	2,570417E-1	1,342187E+3	-1,945494E+0	1,342187E+3	5,137347E-1	1,342187E+3	-8,877627E-2	1,342187E+3	4,996227E-1	1,342187E+3	-5,908027E-2	1,342187E+3	5,289968E-1	1,342187E+3	-1,295022E-1	1,342187E+3	1,707468E-1	1,342187E+3	-2,059649E+0	1,342187E+3	1,438832E-1	1,342187E+3	-1,604065E+0	1,342187E+3	1,766152E-1	1,342187E+3	-1,929964E+0	1,342187E+3	1,238852E+0	1,342187E+3	1,008621E+0	1,342187E+3	1,219952E+0	1,342187E+3	9,669121E-1	1,342187E+3	1,409358E+0	1,342187E+3	1,128299E+0
1,343750E+3	1,137666E+0	1,343750E+3	-2,272485E+0	1,343750E+3	1,076442E+0	1,343750E+3	-2,205159E+0	1,343750E+3	1,252561E+0	1,343750E+3	-2,388809E+0	1,343750E+3	3,040534E-1	1,343750E+3	-8,881709E-2	1,343750E+3	3,063433E-1	1,343750E+3	-8,980719E-2	1,343750E+3	3,053969E-1	1,343750E+3	-8,824598E-2	1,343750E+3	8,120897E-1	1,343750E+3	-1,476292E+0	1,343750E+3	1,106031E+0	1,343750E+3	-1,845474E+0	1,343750E+3	1,046476E+0	1,343750E+3	-1,803535E+0	1,343750E+3	1,554974E+0	1,343750E+3	9,259061E-1	1,343750E+3	1,533299E+0	1,343750E+3	9,579992E-1	1,343750E+3	1,338375E+0	1,343750E+3	8,769550E-1	1,343750E+3	1,986667E-1	1,343750E+3	-1,621380E+0	1,343750E+3	2,161780E-1	1,343750E+3	-1,719707E+0	1,343750E+3	2,619948E-1	1,343750E+3	-1,939025E+0	1,343750E+3	5,127857E-1	1,343750E+3	-7,832233E-2	1,343750E+3	4,982040E-1	1,343750E+3	-4,719799E-2	1,343750E+3	5,320519E-1	1,343750E+3	-1,157848E-1	1,343750E+3	1,637160E-1	1,343750E+3	-2,049624E+0	1,343750E+3	1,463903E-1	1,343750E+3	-1,596706E+0	1,343750E+3	1,750708E-1	1,343750E+3	-1,912936E+0	1,343750E+3	1,251443E+0	1,343750E+3	1,020670E+0	1,343750E+3	1,234978E+0	1,343750E+3	9,914664E-1	1,343750E+3	1,422838E+0	1,343750E+3	1,146575E+0
1,345312E+3	1,124342E+0	1,345312E+3	-2,250967E+0	1,345312E+3	1,049069E+0	1,345312E+3	-2,185790E+0	1,345312E+3	1,238028E+0	1,345312E+3	-2,385350E+0	1,345312E+3	3,031845E-1	1,345312E+3	-7,763538E-2	1,345312E+3	3,067788E-1	1,345312E+3	-8,198544E-2	1,345312E+3	3,087196E-1	1,345312E+3	-7,784097E-2	1,345312E+3	8,077885E-1	1,345312E+3	-1,480622E+0	1,345312E+3	1,108298E+0	1,345312E+3	-1,857079E+0	1,345312E+3	1,040435E+0	1,345312E+3	-1,806194E+0	1,345312E+3	1,572845E+0	1,345312E+3	9,386003E-1	1,345312E+3	1,556947E+0	1,345312E+3	9,724974E-1	1,345312E+3	1,349181E+0	1,345312E+3	8,941282E-1	1,345312E+3	2,035493E-1	1,345312E+3	-1,612078E+0	1,345312E+3	2,133855E-1	1,345312E+3	-1,711624E+0	1,345312E+3	2,651131E-1	1,345312E+3	-1,929129E+0	1,345312E+3	5,085483E-1	1,345312E+3	-6,685316E-2	1,345312E+3	4,964823E-1	1,345312E+3	-3,150807E-2	1,345312E+3	5,288466E-1	1,345312E+3	-9,787894E-2	1,345312E+3	1,614259E-1	1,345312E+3	-2,037184E+0	1,345312E+3	1,412348E-1	1,345312E+3	-1,586498E+0	1,345312E+3	1,821625E-1	1,345312E+3	-1,906668E+0	1,345312E+3	1,272150E+0	1,345312E+3	1,037703E+0	1,345312E+3	1,246689E+0	1,345312E+3	1,005307E+0	1,345312E+3	1,439015E+0	1,345312E+3	1,158841E+0
1,346875E+3	1,088022E+0	1,346875E+3	-2,231834E+0	1,346875E+3	1,034268E+0	1,346875E+3	-2,169408E+0	1,346875E+3	1,215266E+0	1,346875E+3	-2,360101E+0	1,346875E+3	3,049920E-1	1,346875E+3	-6,830058E-2	1,346875E+3	3,049631E-1	1,346875E+3	-6,812782E-2	1,346875E+3	3,070505E-1	1,346875E+3	-7,037999E-2	1,346875E+3	8,035654E-1	1,346875E+3	-1,480077E+0	1,346875E+3	1,097493E+0	1,346875E+3	-1,859442E+0	1,346875E+3	1,044239E+0	1,346875E+3	-1,817154E+0	1,346875E+3	1,608795E+0	1,346875E+3	9,453327E-1	1,346875E+3	1,571239E+0	1,346875E+3	9,835652E-1	1,346875E+3	1,362252E+0	1,346875E+3	9,087504E-1	1,346875E+3	2,077917E-1	1,346875E+3	-1,602704E+0	1,346875E+3	2,172929E-1	1,346875E+3	-1,699145E+0	1,346875E+3	2,568887E-1	1,346875E+3	-1,910896E+0	1,346875E+3	5,063868E-1	1,346875E+3	-5,326949E-2	1,346875E+3	4,929620E-1	1,346875E+3	-2,203483E-2	1,346875E+3	5,280141E-1	1,346875E+3	-9,111629E-2	1,346875E+3	1,626447E-1	1,346875E+3	-2,024197E+0	1,346875E+3	1,374874E-1	1,346875E+3	-1,578677E+0	1,346875E+3	1,787218E-1	1,346875E+3	-1,896690E+0	1,346875E+3	1,282722E+0	1,346875E+3	1,051480E+0	1,346875E+3	1,259798E+0	1,346875E+3	1,022764E+0	1,346875E+3	1,459002E+0	1,346875E+3	1,179181E+0
1,348437E+3	1,079598E+0	1,348437E+3	-2,209270E+0	1,348437E+3	1,018115E+0	1,348437E+3	-2,128361E+0	1,348437E+3	1,198474E+0	1,348437E+3	-2,331274E+0	1,348437E+3	3,040530E-1	1,348437E+3	-5,750359E-2	1,348437E+3	3,055304E-1	1,348437E+3	-6,045636E-2	1,348437E+3	3,081857E-1	1,348437E+3	-5,779224E-2	1,348437E+3	8,006111E-1	1,348437E+3	-1,482883E+0	1,348437E+3	1,101076E+0	1,348437E+3	-1,870820E+0	1,348437E+3	1,039069E+0	1,348437E+3	-1,823819E+0	1,348437E+3	1,626200E+0	1,348437E+3	9,491684E-1	1,348437E+3	1,598036E+0	1,348437E+3	9,894922E-1	1,348437E+3	1,386964E+0	1,348437E+3	9,219969E-1	1,348437E+3	1,993401E-1	1,348437E+3	-1,592066E+0	1,348437E+3	2,114263E-1	1,348437E+3	-1,689192E+0	1,348437E+3	2,604974E-1	1,348437E+3	-1,899469E+0	1,348437E+3	5,082873E-1	1,348437E+3	-4,415926E-2	1,348437E+3	4,908363E-1	1,348437E+3	-7,785585E-3	1,348437E+3	5,259555E-1	1,348437E+3	-7,333601E-2	1,348437E+3	1,676975E-1	1,348437E+3	-2,016516E+0	1,348437E+3	1,390252E-1	1,348437E+3	-1,564756E+0	1,348437E+3	1,747834E-1	1,348437E+3	-1,885760E+0	1,348437E+3	1,301427E+0	1,348437E+3	1,067913E+0	1,348437E+3	1,274654E+0	1,348437E+3	1,040569E+0	1,348437E+3	1,484382E+0	1,348437E+3	1,198547E+0
1,350000E+3	1,071672E+0	1,350000E+3	-2,192147E+0	1,350000E+3	1,009201E+0	1,350000E+3	-2,123854E+0	1,350000E+3	1,179394E+0	1,350000E+3	-2,304103E+0	1,350000E+3	3,058989E-1	1,350000E+3	-4,957217E-2	1,350000E+3	3,078388E-1	1,350000E+3	-5,049095E-2	1,350000E+3	3,084490E-1	1,350000E+3	-4,997827E-2	1,350000E+3	7,995352E-1	1,350000E+3	-1,492605E+0	1,350000E+3	1,104177E+0	1,350000E+3	-1,880450E+0	1,350000E+3	1,028722E+0	1,350000E+3	-1,829209E+0	1,350000E+3	1,648032E+0	1,350000E+3	9,552501E-1	1,350000E+3	1,622711E+0	1,350000E+3	1,008804E+0	1,350000E+3	1,397848E+0	1,350000E+3	9,353467E-1	1,350000E+3	1,982833E-1	1,350000E+3	-1,584740E+0	1,350000E+3	2,156061E-1	1,350000E+3	-1,676935E+0	1,350000E+3	2,628312E-1	1,350000E+3	-1,895491E+0	1,350000E+3	5,055385E-1	1,350000E+3	-2,917843E-2	1,350000E+3	4,901508E-1	1,350000E+3	3,445915E-4	1,350000E+3	5,266271E-1	1,350000E+3	-6,089801E-2	1,350000E+3	1,687804E-1	1,350000E+3	-2,006525E+0	1,350000E+3	1,402565E-1	1,350000E+3	-1,558243E+0	1,350000E+3	1,835893E-1	1,350000E+3	-1,880273E+0	1,350000E+3	1,313075E+0	1,350000E+3	1,086908E+0	1,350000E+3	1,287092E+0	1,350000E+3	1,051483E+0	1,350000E+3	1,493587E+0	1,350000E+3	1,210720E+0
1,351562E+3	1,047979E+0	1,351562E+3	-2,171966E+0	1,351562E+3	9,891068E-1	1,351562E+3	-2,095178E+0	1,351562E+3	1,145672E+0	1,351562E+3	-2,294204E+0	1,351562E+3	3,052046E-1	1,351562E+3	-3,775578E-2	1,351562E+3	3,077851E-1	1,351562E+3	-4,051669E-2	1,351562E+3	3,073934E-1	1,351562E+3	-3,970178E-2	1,351562E+3	7,898132E-1	1,351562E+3	-1,489585E+0	1,351562E+3	1,095011E+0	1,351562E+3	-1,879421E+0	1,351562E+3	1,020626E+0	1,351562E+3	-1,831349E+0	1,351562E+3	1,682286E+0	1,351562E+3	9,622931E-1	1,351562E+3	1,644859E+0	1,351562E+3	1,014509E+0	1,351562E+3	1,419886E+0	1,351562E+3	9,524749E-1	1,351562E+3	2,015668E-1	1,351562E+3	-1,567444E+0	1,351562E+3	2,167155E-1	1,351562E+3	-1,662998E+0	1,351562E+3	2,639750E-1	1,351562E+3	-1,875318E+0	1,351562E+3	5,037812E-1	1,351562E+3	-1,537866E-2	1,351562E+3	4,874335E-1	1,351562E+3	1,331173E-2	1,351562E+3	5,209605E-1	1,351562E+3	-4,918058E-2	1,351562E+3	1,645928E-1	1,351562E+3	-1,990230E+0	1,351562E+3	1,426459E-1	1,351562E+3	-1,548170E+0	1,351562E+3	1,831000E-1	1,351562E+3	-1,867039E+0	1,351562E+3	1,331972E+0	1,351562E+3	1,101184E+0	1,351562E+3	1,302239E+0	1,351562E+3	1,069239E+0	1,351562E+3	1,515968E+0	1,351562E+3	1,222555E+0
1,353125E+3	1,030728E+0	1,353125E+3	-2,150276E+0	1,353125E+3	9,839504E-1	1,353125E+3	-2,084139E+0	1,353125E+3	1,126631E+0	1,353125E+3	-2,270842E+0	1,353125E+3	3,053163E-1	1,353125E+3	-2,803657E-2	1,353125E+3	3,106331E-1	1,353125E+3	-3,097893E-2	1,353125E+3	3,087195E-1	1,353125E+3	-2,916335E-2	1,353125E+3	7,864341E-1	1,353125E+3	-1,489832E+0	1,353125E+3	1,083062E+0	1,353125E+3	-1,889225E+0	1,353125E+3	1,017363E+0	1,353125E+3	-1,837871E+0	1,353125E+3	1,694590E+0	1,353125E+3	9,724456E-1	1,353125E+3	1,669040E+0	1,353125E+3	1,023682E+0	1,353125E+3	1,436646E+0	1,353125E+3	9,684361E-1	1,353125E+3	2,036505E-1	1,353125E+3	-1,554233E+0	1,353125E+3	2,167098E-1	1,353125E+3	-1,650509E+0	1,353125E+3	2,598032E-1	1,353125E+3	-1,866273E+0	1,353125E+3	5,030798E-1	1,353125E+3	-3,195841E-3	1,353125E+3	4,885058E-1	1,353125E+3	2,584001E-2	1,353125E+3	5,193886E-1	1,353125E+3	-3,957978E-2	1,353125E+3	1,563408E-1	1,353125E+3	-1,977870E+0	1,353125E+3	1,405754E-1	1,353125E+3	-1,535648E+0	1,353125E+3	1,760199E-1	1,353125E+3	-1,847336E+0	1,353125E+3	1,348680E+0	1,353125E+3	1,113455E+0	1,353125E+3	1,324396E+0	1,353125E+3	1,086091E+0	1,353125E+3	1,532420E+0	1,353125E+3	1,238086E+0
1,354687E+3	1,018647E+0	1,354687E+3	-2,133976E+0	1,354687E+3	9,637500E-1	1,354687E+3	-2,051825E+0	1,354687E+3	1,127200E+0	1,354687E+3	-2,248283E+0	1,354687E+3	3,064985E-1	1,354687E+3	-2,166978E-2	1,354687E+3	3,102077E-1	1,354687E+3	-2,393538E-2	1,354687E+3	3,105061E-1	1,354687E+3	-2,168202E-2	1,354687E+3	7,835165E-1	1,354687E+3	-1,502721E+0	1,354687E+3	1,086722E+0	1,354687E+3	-1,898948E+0	1,354687E+3	1,015719E+0	1,354687E+3	-1,850878E+0	1,354687E+3	1,725459E+0	1,354687E+3	9,790660E-1	1,354687E+3	1,693866E+0	1,354687E+3	1,035089E+0	1,354687E+3	1,448326E+0	1,354687E+3	9,816124E-1	1,354687E+3	2,044852E-1	1,354687E+3	-1,551217E+0	1,354687E+3	2,216086E-1	1,354687E+3	-1,642923E+0	1,354687E+3	2,667922E-1	1,354687E+3	-1,852268E+0	1,354687E+3	5,025008E-1	1,354687E+3	6,424200E-3	1,354687E+3	4,882952E-1	1,354687E+3	3,920112E-2	1,354687E+3	5,210617E-1	1,354687E+3	-2,562153E-2	1,354687E+3	1,621900E-1	1,354687E+3	-1,974998E+0	1,354687E+3	1,401675E-1	1,354687E+3	-1,530076E+0	1,354687E+3	1,761808E-1	1,354687E+3	-1,834468E+0	1,354687E+3	1,366733E+0	1,354687E+3	1,126913E+0	1,354687E+3	1,333269E+0	1,354687E+3	1,099393E+0	1,354687E+3	1,551208E+0	1,354687E+3	1,256673E+0
