Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 5 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 6 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 7 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 8 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 8 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 9 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 9 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 10 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 10 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 11 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 11 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 12 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 12 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 13 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 13 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 14 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 14 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 15 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 15 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 16 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 16 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 17 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 17 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 18 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 18 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 19 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 19 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 20 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 20 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 21 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 21 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 22 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 22 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 23 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 23 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 24 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 24 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
1,923437E+3	3,673918E-1	1,923437E+3	-1,464656E-1	1,923437E+3	4,096179E-1	1,923437E+3	-1,346778E-1	1,923437E+3	3,647770E-1	1,923437E+3	-1,568579E-1	1,923437E+3	8,559799E-2	1,923437E+3	-6,578511E-1	1,923437E+3	8,368113E-2	1,923437E+3	-6,642764E-1	1,923437E+3	8,296002E-2	1,923437E+3	-6,642257E-1	1,923437E+3	9,488961E-3	1,923437E+3	-5,099944E-1	1,923437E+3	1,014342E-2	1,923437E+3	-5,914892E-1	1,923437E+3	9,621656E-3	1,923437E+3	-5,805483E-1	1,923437E+3	5,239395E-2	1,923437E+3	-4,907861E-1	1,923437E+3	5,404693E-2	1,923437E+3	-5,253731E-1	1,923437E+3	5,382423E-2	1,923437E+3	-5,976327E-1	1,923437E+3	1,015736E-2	1,923437E+3	-5,483847E-1	1,923437E+3	1,032746E-2	1,923437E+3	-5,686075E-1	1,923437E+3	1,080442E-2	1,923437E+3	-6,148279E-1	1,923437E+3	9,052836E-2	1,923437E+3	-8,466649E-1	1,923437E+3	8,560281E-2	1,923437E+3	-8,073468E-1	1,923437E+3	9,514783E-2	1,923437E+3	-8,918997E-1	1,923437E+3	2,053266E-2	1,923437E+3	-6,126794E-1	1,923437E+3	2,005615E-2	1,923437E+3	-5,343162E-1	1,923437E+3	2,423697E-2	1,923437E+3	-5,847248E-1	1,923437E+3	5,504120E-2	1,923437E+3	-5,394497E-1	1,923437E+3	5,611716E-2	1,923437E+3	-5,642588E-1	1,923437E+3	5,646888E-2	1,923437E+3	-5,393791E-1
1,925000E+3	3,744852E-1	1,925000E+3	-1,476465E-1	1,925000E+3	4,166633E-1	1,925000E+3	-1,366451E-1	1,925000E+3	3,715808E-1	1,925000E+3	-1,573314E-1	1,925000E+3	8,472289E-2	1,925000E+3	-6,589787E-1	1,925000E+3	8,472042E-2	1,925000E+3	-6,648714E-1	1,925000E+3	8,366053E-2	1,925000E+3	-6,644414E-1	1,925000E+3	9,853810E-3	1,925000E+3	-5,126029E-1	1,925000E+3	1,076845E-2	1,925000E+3	-5,931347E-1	1,925000E+3	9,731049E-3	1,925000E+3	-5,833313E-1	1,925000E+3	5,282951E-2	1,925000E+3	-4,923259E-1	1,925000E+3	5,375243E-2	1,925000E+3	-5,270373E-1	1,925000E+3	5,490714E-2	1,925000E+3	-5,982987E-1	1,925000E+3	9,549562E-3	1,925000E+3	-5,519339E-1	1,925000E+3	1,070974E-2	1,925000E+3	-5,706132E-1	1,925000E+3	1,148634E-2	1,925000E+3	-6,169508E-1	1,925000E+3	9,176462E-2	1,925000E+3	-8,484075E-1	1,925000E+3	8,497484E-2	1,925000E+3	-8,097605E-1	1,925000E+3	9,366965E-2	1,925000E+3	-8,910255E-1	1,925000E+3	2,038287E-2	1,925000E+3	-6,146363E-1	1,925000E+3	1,926878E-2	1,925000E+3	-5,354560E-1	1,925000E+3	2,355175E-2	1,925000E+3	-5,875210E-1	1,925000E+3	5,473899E-2	1,925000E+3	-5,394051E-1	1,925000E+3	5,699412E-2	1,925000E+3	-5,652039E-1	1,925000E+3	5,727664E-2	1,925000E+3	-5,395497E-1
1,926562E+3	3,827455E-1	1,926562E+3	-1,476072E-1	1,926562E+3	4,243650E-1	1,926562E+3	-1,385192E-1	1,926562E+3	3,796597E-1	1,926562E+3	-1,586606E-1	1,926562E+3	8,245233E-2	1,926562E+3	-6,588447E-1	1,926562E+3	8,399844E-2	1,926562E+3	-6,657516E-1	1,926562E+3	8,461241E-2	1,926562E+3	-6,639563E-1	1,926562E+3	9,923383E-3	1,926562E+3	-5,159581E-1	1,926562E+3	9,907463E-3	1,926562E+3	-5,938586E-1	1,926562E+3	9,558451E-3	1,926562E+3	-5,839478E-1	1,926562E+3	5,190021E-2	1,926562E+3	-4,929375E-1	1,926562E+3	5,226864E-2	1,926562E+3	-5,301473E-1	1,926562E+3	5,378744E-2	1,926562E+3	-5,990831E-1	1,926562E+3	8,828085E-3	1,926562E+3	-5,533082E-1	1,926562E+3	1,085820E-2	1,926562E+3	-5,737746E-1	1,926562E+3	1,212717E-2	1,926562E+3	-6,193781E-1	1,926562E+3	9,274070E-2	1,926562E+3	-8,512643E-1	1,926562E+3	8,418050E-2	1,926562E+3	-8,118901E-1	1,926562E+3	9,496111E-2	1,926562E+3	-8,907481E-1	1,926562E+3	2,090062E-2	1,926562E+3	-6,188768E-1	1,926562E+3	2,026725E-2	1,926562E+3	-5,380074E-1	1,926562E+3	2,379081E-2	1,926562E+3	-5,891765E-1	1,926562E+3	5,526441E-2	1,926562E+3	-5,414027E-1	1,926562E+3	5,619200E-2	1,926562E+3	-5,659107E-1	1,926562E+3	5,666310E-2	1,926562E+3	-5,423548E-1
1,928125E+3	3,898987E-1	1,928125E+3	-1,498942E-1	1,928125E+3	4,353001E-1	1,928125E+3	-1,401174E-1	1,928125E+3	3,865662E-1	1,928125E+3	-1,602535E-1	1,928125E+3	8,172877E-2	1,928125E+3	-6,613114E-1	1,928125E+3	8,397251E-2	1,928125E+3	-6,664392E-1	1,928125E+3	8,511853E-2	1,928125E+3	-6,659064E-1	1,928125E+3	1,005270E-2	1,928125E+3	-5,164997E-1	1,928125E+3	8,898171E-3	1,928125E+3	-5,978666E-1	1,928125E+3	8,789439E-3	1,928125E+3	-5,869919E-1	1,928125E+3	5,268244E-2	1,928125E+3	-4,941640E-1	1,928125E+3	5,332686E-2	1,928125E+3	-5,279971E-1	1,928125E+3	5,502292E-2	1,928125E+3	-6,011434E-1	1,928125E+3	9,167743E-3	1,928125E+3	-5,547425E-1	1,928125E+3	9,956072E-3	1,928125E+3	-5,727605E-1	1,928125E+3	1,152448E-2	1,928125E+3	-6,213291E-1	1,928125E+3	9,145611E-2	1,928125E+3	-8,484267E-1	1,928125E+3	8,433130E-2	1,928125E+3	-8,110121E-1	1,928125E+3	9,475338E-2	1,928125E+3	-8,921156E-1	1,928125E+3	2,015054E-2	1,928125E+3	-6,172700E-1	1,928125E+3	1,951833E-2	1,928125E+3	-5,396903E-1	1,928125E+3	2,340944E-2	1,928125E+3	-5,920661E-1	1,928125E+3	5,353850E-2	1,928125E+3	-5,424266E-1	1,928125E+3	5,567479E-2	1,928125E+3	-5,670990E-1	1,928125E+3	5,808405E-2	1,928125E+3	-5,434054E-1
1,929687E+3	3,988849E-1	1,929687E+3	-1,502636E-1	1,929687E+3	4,434042E-1	1,929687E+3	-1,434458E-1	1,929687E+3	3,950867E-1	1,929687E+3	-1,594147E-1	1,929687E+3	8,433453E-2	1,929687E+3	-6,618788E-1	1,929687E+3	8,372414E-2	1,929687E+3	-6,666664E-1	1,929687E+3	8,399668E-2	1,929687E+3	-6,678676E-1	1,929687E+3	9,300532E-3	1,929687E+3	-5,173826E-1	1,929687E+3	9,193145E-3	1,929687E+3	-5,990324E-1	1,929687E+3	1,020818E-2	1,929687E+3	-5,873314E-1	1,929687E+3	5,347380E-2	1,929687E+3	-4,962245E-1	1,929687E+3	5,451258E-2	1,929687E+3	-5,313064E-1	1,929687E+3	5,591758E-2	1,929687E+3	-6,025240E-1	1,929687E+3	1,023896E-2	1,929687E+3	-5,568845E-1	1,929687E+3	1,064429E-2	1,929687E+3	-5,764336E-1	1,929687E+3	1,147634E-2	1,929687E+3	-6,232295E-1	1,929687E+3	8,937602E-2	1,929687E+3	-8,503634E-1	1,929687E+3	8,497988E-2	1,929687E+3	-8,146130E-1	1,929687E+3	9,345781E-2	1,929687E+3	-8,948006E-1	1,929687E+3	2,027127E-2	1,929687E+3	-6,212809E-1	1,929687E+3	2,025522E-2	1,929687E+3	-5,424003E-1	1,929687E+3	2,318334E-2	1,929687E+3	-5,933972E-1	1,929687E+3	5,466829E-2	1,929687E+3	-5,425930E-1	1,929687E+3	5,662474E-2	1,929687E+3	-5,681414E-1	1,929687E+3	5,850685E-2	1,929687E+3	-5,422380E-1
1,931250E+3	4,058217E-1	1,931250E+3	-1,525927E-1	1,931250E+3	4,524418E-1	1,931250E+3	-1,455059E-1	1,931250E+3	4,019413E-1	1,931250E+3	-1,606851E-1	1,931250E+3	8,288785E-2	1,931250E+3	-6,622008E-1	1,931250E+3	8,268835E-2	1,931250E+3	-6,690173E-1	1,931250E+3	8,297132E-2	1,931250E+3	-6,681776E-1	1,931250E+3	9,613694E-3	1,931250E+3	-5,211898E-1	1,931250E+3	8,858142E-3	1,931250E+3	-6,013066E-1	1,931250E+3	9,170122E-3	1,931250E+3	-5,894491E-1	1,931250E+3	5,378394E-2	1,931250E+3	-4,963672E-1	1,931250E+3	5,449807E-2	1,931250E+3	-5,329170E-1	1,931250E+3	5,624007E-2	1,931250E+3	-6,040014E-1	1,931250E+3	1,064493E-2	1,931250E+3	-5,593862E-1	1,931250E+3	1,069611E-2	1,931250E+3	-5,795723E-1	1,931250E+3	1,197867E-2	1,931250E+3	-6,262019E-1	1,931250E+3	8,833570E-2	1,931250E+3	-8,525836E-1	1,931250E+3	8,248668E-2	1,931250E+3	-8,120988E-1	1,931250E+3	9,333603E-2	1,931250E+3	-8,945893E-1	1,931250E+3	1,948533E-2	1,931250E+3	-6,223370E-1	1,931250E+3	1,983935E-2	1,931250E+3	-5,440268E-1	1,931250E+3	2,325681E-2	1,931250E+3	-5,944831E-1	1,931250E+3	5,581904E-2	1,931250E+3	-5,452656E-1	1,931250E+3	5,746644E-2	1,931250E+3	-5,701299E-1	1,931250E+3	5,784185E-2	1,931250E+3	-5,448936E-1
1,932812E+3	4,143943E-1	1,932812E+3	-1,528523E-1	1,932812E+3	4,615194E-1	1,932812E+3	-1,475294E-1	1,932812E+3	4,120156E-1	1,932812E+3	-1,632823E-1	1,932812E+3	8,206327E-2	1,932812E+3	-6,629568E-1	1,932812E+3	8,335952E-2	1,932812E+3	-6,692231E-1	1,932812E+3	8,153194E-2	1,932812E+3	-6,692644E-1	1,932812E+3	1,013422E-2	1,932812E+3	-5,228203E-1	1,932812E+3	9,470529E-3	1,932812E+3	-6,035492E-1	1,932812E+3	1,016065E-2	1,932812E+3	-5,936099E-1	1,932812E+3	5,323183E-2	1,932812E+3	-4,974962E-1	1,932812E+3	5,521750E-2	1,932812E+3	-5,324997E-1	1,932812E+3	5,667269E-2	1,932812E+3	-6,056339E-1	1,932812E+3	9,706802E-3	1,932812E+3	-5,599978E-1	1,932812E+3	1,104355E-2	1,932812E+3	-5,803152E-1	1,932812E+3	1,138936E-2	1,932812E+3	-6,288647E-1	1,932812E+3	8,791865E-2	1,932812E+3	-8,536166E-1	1,932812E+3	8,201782E-2	1,932812E+3	-8,141417E-1	1,932812E+3	9,413479E-2	1,932812E+3	-8,939738E-1	1,932812E+3	1,969579E-2	1,932812E+3	-6,261164E-1	1,932812E+3	1,961620E-2	1,932812E+3	-5,461040E-1	1,932812E+3	2,419547E-2	1,932812E+3	-5,968775E-1	1,932812E+3	5,465437E-2	1,932812E+3	-5,472526E-1	1,932812E+3	5,743325E-2	1,932812E+3	-5,714530E-1	1,932812E+3	5,857324E-2	1,932812E+3	-5,468856E-1
1,934375E+3	4,225238E-1	1,934375E+3	-1,547526E-1	1,934375E+3	4,707454E-1	1,934375E+3	-1,493335E-1	1,934375E+3	4,198267E-1	1,934375E+3	-1,648948E-1	1,934375E+3	8,153178E-2	1,934375E+3	-6,643880E-1	1,934375E+3	8,299227E-2	1,934375E+3	-6,695404E-1	1,934375E+3	8,221454E-2	1,934375E+3	-6,708355E-1	1,934375E+3	9,459423E-3	1,934375E+3	-5,232983E-1	1,934375E+3	8,755816E-3	1,934375E+3	-6,055668E-1	1,934375E+3	9,374158E-3	1,934375E+3	-5,952150E-1	1,934375E+3	5,545089E-2	1,934375E+3	-4,992787E-1	1,934375E+3	5,583321E-2	1,934375E+3	-5,344718E-1	1,934375E+3	5,546374E-2	1,934375E+3	-6,054910E-1	1,934375E+3	1,051030E-2	1,934375E+3	-5,629789E-1	1,934375E+3	1,142109E-2	1,934375E+3	-5,832806E-1	1,934375E+3	1,094123E-2	1,934375E+3	-6,295282E-1	1,934375E+3	8,643805E-2	1,934375E+3	-8,535492E-1	1,934375E+3	8,402511E-2	1,934375E+3	-8,175416E-1	1,934375E+3	9,410651E-2	1,934375E+3	-8,970678E-1	1,934375E+3	1,964065E-2	1,934375E+3	-6,269466E-1	1,934375E+3	1,967133E-2	1,934375E+3	-5,481285E-1	1,934375E+3	2,339501E-2	1,934375E+3	-6,001295E-1	1,934375E+3	5,676160E-2	1,934375E+3	-5,478755E-1	1,934375E+3	5,661749E-2	1,934375E+3	-5,721623E-1	1,934375E+3	6,015179E-2	1,934375E+3	-5,479368E-1
1,935937E+3	4,314559E-1	1,935937E+3	-1,563683E-1	1,935937E+3	4,821560E-1	1,935937E+3	-1,534829E-1	1,935937E+3	4,286309E-1	1,935937E+3	-1,663937E-1	1,935937E+3	8,198180E-2	1,935937E+3	-6,666558E-1	1,935937E+3	8,319550E-2	1,935937E+3	-6,728587E-1	1,935937E+3	8,310696E-2	1,935937E+3	-6,706629E-1	1,935937E+3	9,376280E-3	1,935937E+3	-5,266023E-1	1,935937E+3	9,143895E-3	1,935937E+3	-6,080254E-1	1,935937E+3	9,563543E-3	1,935937E+3	-5,973185E-1	1,935937E+3	5,484153E-2	1,935937E+3	-4,997374E-1	1,935937E+3	5,593795E-2	1,935937E+3	-5,364089E-1	1,935937E+3	5,605286E-2	1,935937E+3	-6,084953E-1	1,935937E+3	1,217148E-2	1,935937E+3	-5,650192E-1	1,935937E+3	1,048643E-2	1,935937E+3	-5,857995E-1	1,935937E+3	1,100553E-2	1,935937E+3	-6,328691E-1	1,935937E+3	8,732500E-2	1,935937E+3	-8,581165E-1	1,935937E+3	8,306541E-2	1,935937E+3	-8,183345E-1	1,935937E+3	9,494908E-2	1,935937E+3	-8,995925E-1	1,935937E+3	2,059392E-2	1,935937E+3	-6,292901E-1	1,935937E+3	1,983146E-2	1,935937E+3	-5,498077E-1	1,935937E+3	2,387405E-2	1,935937E+3	-6,013517E-1	1,935937E+3	5,665808E-2	1,935937E+3	-5,474262E-1	1,935937E+3	5,747124E-2	1,935937E+3	-5,751907E-1	1,935937E+3	6,049992E-2	1,935937E+3	-5,479517E-1
1,937500E+3	4,409741E-1	1,937500E+3	-1,576489E-1	1,937500E+3	4,907462E-1	1,937500E+3	-1,558630E-1	1,937500E+3	4,371743E-1	1,937500E+3	-1,661393E-1	1,937500E+3	8,057030E-2	1,937500E+3	-6,668594E-1	1,937500E+3	8,103937E-2	1,937500E+3	-6,742248E-1	1,937500E+3	8,388423E-2	1,937500E+3	-6,738951E-1	1,937500E+3	1,019037E-2	1,937500E+3	-5,294544E-1	1,937500E+3	1,090773E-2	1,937500E+3	-6,104968E-1	1,937500E+3	1,003962E-2	1,937500E+3	-5,994305E-1	1,937500E+3	5,452061E-2	1,937500E+3	-5,017806E-1	1,937500E+3	5,581846E-2	1,937500E+3	-5,371735E-1	1,937500E+3	5,626934E-2	1,937500E+3	-6,098101E-1	1,937500E+3	1,189811E-2	1,937500E+3	-5,666430E-1	1,937500E+3	1,129481E-2	1,937500E+3	-5,861313E-1	1,937500E+3	1,083669E-2	1,937500E+3	-6,353680E-1	1,937500E+3	8,627722E-2	1,937500E+3	-8,577424E-1	1,937500E+3	8,239708E-2	1,937500E+3	-8,187548E-1	1,937500E+3	8,901362E-2	1,937500E+3	-8,964685E-1	1,937500E+3	1,986869E-2	1,937500E+3	-6,317244E-1	1,937500E+3	1,938723E-2	1,937500E+3	-5,528465E-1	1,937500E+3	2,323049E-2	1,937500E+3	-6,036055E-1	1,937500E+3	5,600657E-2	1,937500E+3	-5,511598E-1	1,937500E+3	5,818182E-2	1,937500E+3	-5,746209E-1	1,937500E+3	5,960580E-2	1,937500E+3	-5,495710E-1
1,939062E+3	4,504400E-1	1,939062E+3	-1,613296E-1	1,939062E+3	5,004002E-1	1,939062E+3	-1,583836E-1	1,939062E+3	4,461811E-1	1,939062E+3	-1,695682E-1	1,939062E+3	8,019171E-2	1,939062E+3	-6,668085E-1	1,939062E+3	8,208955E-2	1,939062E+3	-6,741745E-1	1,939062E+3	8,353060E-2	1,939062E+3	-6,733397E-1	1,939062E+3	1,006651E-2	1,939062E+3	-5,302491E-1	1,939062E+3	9,851100E-3	1,939062E+3	-6,109443E-1	1,939062E+3	9,269744E-3	1,939062E+3	-6,011485E-1	1,939062E+3	5,580720E-2	1,939062E+3	-5,034955E-1	1,939062E+3	5,642426E-2	1,939062E+3	-5,401249E-1	1,939062E+3	5,543356E-2	1,939062E+3	-6,112451E-1	1,939062E+3	1,071682E-2	1,939062E+3	-5,691103E-1	1,939062E+3	1,092242E-2	1,939062E+3	-5,887448E-1	1,939062E+3	1,203520E-2	1,939062E+3	-6,372226E-1	1,939062E+3	8,585141E-2	1,939062E+3	-8,585298E-1	1,939062E+3	8,142152E-2	1,939062E+3	-8,208088E-1	1,939062E+3	9,140251E-2	1,939062E+3	-9,004689E-1	1,939062E+3	1,870198E-2	1,939062E+3	-6,342420E-1	1,939062E+3	1,942316E-2	1,939062E+3	-5,550099E-1	1,939062E+3	2,279413E-2	1,939062E+3	-6,067822E-1	1,939062E+3	5,535444E-2	1,939062E+3	-5,514810E-1	1,939062E+3	5,860594E-2	1,939062E+3	-5,772739E-1	1,939062E+3	5,890834E-2	1,939062E+3	-5,509330E-1
1,940625E+3	4,592037E-1	1,940625E+3	-1,631804E-1	1,940625E+3	5,109367E-1	1,940625E+3	-1,625915E-1	1,940625E+3	4,547236E-1	1,940625E+3	-1,710613E-1	1,940625E+3	8,099820E-2	1,940625E+3	-6,689943E-1	1,940625E+3	8,182970E-2	1,940625E+3	-6,745886E-1	1,940625E+3	8,231035E-2	1,940625E+3	-6,736364E-1	1,940625E+3	1,037143E-2	1,940625E+3	-5,320509E-1	1,940625E+3	1,047323E-2	1,940625E+3	-6,153014E-1	1,940625E+3	1,017359E-2	1,940625E+3	-6,026006E-1	1,940625E+3	5,559621E-2	1,940625E+3	-5,045570E-1	1,940625E+3	5,802525E-2	1,940625E+3	-5,390299E-1	1,940625E+3	5,625920E-2	1,940625E+3	-6,119320E-1	1,940625E+3	1,027035E-2	1,940625E+3	-5,710693E-1	1,940625E+3	9,955762E-3	1,940625E+3	-5,916245E-1	1,940625E+3	1,194027E-2	1,940625E+3	-6,407143E-1	1,940625E+3	8,669252E-2	1,940625E+3	-8,607185E-1	1,940625E+3	7,989087E-2	1,940625E+3	-8,229257E-1	1,940625E+3	9,029033E-2	1,940625E+3	-9,005765E-1	1,940625E+3	1,974381E-2	1,940625E+3	-6,369068E-1	1,940625E+3	2,037790E-2	1,940625E+3	-5,558170E-1	1,940625E+3	2,290671E-2	1,940625E+3	-6,071391E-1	1,940625E+3	5,791704E-2	1,940625E+3	-5,519619E-1	1,940625E+3	5,883027E-2	1,940625E+3	-5,767529E-1	1,940625E+3	5,939189E-2	1,940625E+3	-5,518356E-1
1,942187E+3	4,679340E-1	1,942187E+3	-1,662207E-1	1,942187E+3	5,213546E-1	1,942187E+3	-1,664806E-1	1,942187E+3	4,643877E-1	1,942187E+3	-1,742445E-1	1,942187E+3	8,147111E-2	1,942187E+3	-6,701581E-1	1,942187E+3	8,170264E-2	1,942187E+3	-6,750103E-1	1,942187E+3	8,229319E-2	1,942187E+3	-6,758461E-1	1,942187E+3	1,048671E-2	1,942187E+3	-5,354680E-1	1,942187E+3	8,915867E-3	1,942187E+3	-6,165211E-1	1,942187E+3	1,063486E-2	1,942187E+3	-6,061466E-1	1,942187E+3	5,641652E-2	1,942187E+3	-5,052804E-1	1,942187E+3	5,790550E-2	1,942187E+3	-5,403244E-1	1,942187E+3	5,671226E-2	1,942187E+3	-6,142581E-1	1,942187E+3	1,123726E-2	1,942187E+3	-5,738433E-1	1,942187E+3	1,013247E-2	1,942187E+3	-5,944906E-1	1,942187E+3	1,150164E-2	1,942187E+3	-6,434421E-1	1,942187E+3	8,667161E-2	1,942187E+3	-8,617435E-1	1,942187E+3	8,026708E-2	1,942187E+3	-8,226665E-1	1,942187E+3	9,122783E-2	1,942187E+3	-9,024061E-1	1,942187E+3	2,149332E-2	1,942187E+3	-6,393046E-1	1,942187E+3	1,944876E-2	1,942187E+3	-5,575230E-1	1,942187E+3	2,370822E-2	1,942187E+3	-6,105530E-1	1,942187E+3	5,821670E-2	1,942187E+3	-5,531228E-1	1,942187E+3	5,908000E-2	1,942187E+3	-5,791662E-1	1,942187E+3	6,124352E-2	1,942187E+3	-5,544876E-1
1,943750E+3	4,767749E-1	1,943750E+3	-1,696815E-1	1,943750E+3	5,311914E-1	1,943750E+3	-1,712001E-1	1,943750E+3	4,732408E-1	1,943750E+3	-1,768372E-1	1,943750E+3	8,013671E-2	1,943750E+3	-6,701124E-1	1,943750E+3	8,215790E-2	1,943750E+3	-6,773912E-1	1,943750E+3	8,004487E-2	1,943750E+3	-6,766883E-1	1,943750E+3	1,022354E-2	1,943750E+3	-5,364216E-1	1,943750E+3	9,373255E-3	1,943750E+3	-6,178108E-1	1,943750E+3	1,069733E-2	1,943750E+3	-6,085603E-1	1,943750E+3	5,676990E-2	1,943750E+3	-5,065699E-1	1,943750E+3	5,772437E-2	1,943750E+3	-5,422275E-1	1,943750E+3	5,675747E-2	1,943750E+3	-6,159432E-1	1,943750E+3	1,153096E-2	1,943750E+3	-5,760697E-1	1,943750E+3	1,077708E-2	1,943750E+3	-5,954740E-1	1,943750E+3	1,398716E-2	1,943750E+3	-6,450956E-1	1,943750E+3	8,518594E-2	1,943750E+3	-8,635620E-1	1,943750E+3	8,037670E-2	1,943750E+3	-8,232593E-1	1,943750E+3	9,017103E-2	1,943750E+3	-9,036052E-1	1,943750E+3	2,152253E-2	1,943750E+3	-6,405987E-1	1,943750E+3	2,009754E-2	1,943750E+3	-5,601895E-1	1,943750E+3	2,423561E-2	1,943750E+3	-6,121657E-1	1,943750E+3	5,733331E-2	1,943750E+3	-5,551270E-1	1,943750E+3	5,824624E-2	1,943750E+3	-5,816164E-1	1,943750E+3	6,001519E-2	1,943750E+3	-5,548856E-1
1,945312E+3	4,886695E-1	1,945312E+3	-1,722825E-1	1,945312E+3	5,424545E-1	1,945312E+3	-1,761067E-1	1,945312E+3	4,819511E-1	1,945312E+3	-1,784799E-1	1,945312E+3	8,079475E-2	1,945312E+3	-6,717701E-1	1,945312E+3	8,304263E-2	1,945312E+3	-6,779580E-1	1,945312E+3	7,882673E-2	1,945312E+3	-6,781713E-1	1,945312E+3	1,100635E-2	1,945312E+3	-5,382049E-1	1,945312E+3	9,572073E-3	1,945312E+3	-6,211025E-1	1,945312E+3	1,130907E-2	1,945312E+3	-6,099915E-1	1,945312E+3	5,591700E-2	1,945312E+3	-5,077749E-1	1,945312E+3	5,809431E-2	1,945312E+3	-5,444888E-1	1,945312E+3	5,805107E-2	1,945312E+3	-6,154860E-1	1,945312E+3	1,203657E-2	1,945312E+3	-5,776153E-1	1,945312E+3	9,454558E-3	1,945312E+3	-5,986650E-1	1,945312E+3	1,279154E-2	1,945312E+3	-6,465539E-1	1,945312E+3	8,347419E-2	1,945312E+3	-8,636613E-1	1,945312E+3	8,104591E-2	1,945312E+3	-8,284644E-1	1,945312E+3	8,947065E-2	1,945312E+3	-9,060502E-1	1,945312E+3	2,090821E-2	1,945312E+3	-6,442675E-1	1,945312E+3	1,990934E-2	1,945312E+3	-5,628848E-1	1,945312E+3	2,416367E-2	1,945312E+3	-6,142515E-1	1,945312E+3	5,879465E-2	1,945312E+3	-5,552911E-1	1,945312E+3	5,960552E-2	1,945312E+3	-5,815826E-1	1,945312E+3	6,093301E-2	1,945312E+3	-5,553020E-1
