Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 8_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 9_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 10_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 11_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 12_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 13_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 14_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 15_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 16_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 17_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 18_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 19_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 20_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 21_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 22_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 23_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 24_Frequency [Hz]	Absorption Coefficient on Cavity	
2,820312E+3	2,068125E-1	2,820312E+3	2,194514E-1	2,820312E+3	2,430812E-1	2,820312E+3	2,432320E-1	2,820312E+3	2,530211E-1	2,820312E+3	2,491586E-1	2,820312E+3	1,506653E-1	2,820312E+3	1,435951E-1	2,820312E+3	1,374468E-1	2,820312E+3	2,717667E-1	2,820312E+3	2,996935E-1	2,820312E+3	3,217642E-1	2,820312E+3	1,454585E-1	2,820312E+3	1,409598E-1	2,820312E+3	6,957631E-2	2,820312E+3	2,586217E-1	2,820312E+3	2,878201E-1	2,820312E+3	2,808966E-1	2,820312E+3	1,369015E-1	2,820312E+3	1,018953E-1	2,820312E+3	1,250569E-1	2,820312E+3	8,958936E-1	2,820312E+3	8,964218E-1	2,820312E+3	8,383473E-1
2,821875E+3	2,044086E-1	2,821875E+3	2,207292E-1	2,821875E+3	2,417726E-1	2,821875E+3	2,399080E-1	2,821875E+3	2,516593E-1	2,821875E+3	2,498499E-1	2,821875E+3	1,502385E-1	2,821875E+3	1,418564E-1	2,821875E+3	1,425780E-1	2,821875E+3	2,711273E-1	2,821875E+3	2,981233E-1	2,821875E+3	3,179504E-1	2,821875E+3	1,478947E-1	2,821875E+3	1,408354E-1	2,821875E+3	7,099488E-2	2,821875E+3	2,592720E-1	2,821875E+3	2,885627E-1	2,821875E+3	2,802592E-1	2,821875E+3	1,357029E-1	2,821875E+3	9,927364E-2	2,821875E+3	1,304037E-1	2,821875E+3	8,926499E-1	2,821875E+3	8,935113E-1	2,821875E+3	8,337776E-1
2,823437E+3	2,050041E-1	2,823437E+3	2,204833E-1	2,823437E+3	2,430305E-1	2,823437E+3	2,378602E-1	2,823437E+3	2,511553E-1	2,823437E+3	2,518853E-1	2,823437E+3	1,524863E-1	2,823437E+3	1,422173E-1	2,823437E+3	1,423372E-1	2,823437E+3	2,696790E-1	2,823437E+3	2,935815E-1	2,823437E+3	3,175650E-1	2,823437E+3	1,471487E-1	2,823437E+3	1,427875E-1	2,823437E+3	7,146718E-2	2,823437E+3	2,565029E-1	2,823437E+3	2,900926E-1	2,823437E+3	2,812266E-1	2,823437E+3	1,364263E-1	2,823437E+3	9,887736E-2	2,823437E+3	1,331633E-1	2,823437E+3	8,893868E-1	2,823437E+3	8,899346E-1	2,823437E+3	8,286294E-1
2,825000E+3	2,042845E-1	2,825000E+3	2,231172E-1	2,825000E+3	2,434384E-1	2,825000E+3	2,388002E-1	2,825000E+3	2,523308E-1	2,825000E+3	2,490671E-1	2,825000E+3	1,524485E-1	2,825000E+3	1,410647E-1	2,825000E+3	1,383689E-1	2,825000E+3	2,675804E-1	2,825000E+3	2,911991E-1	2,825000E+3	3,204643E-1	2,825000E+3	1,500930E-1	2,825000E+3	1,427196E-1	2,825000E+3	7,009865E-2	2,825000E+3	2,570245E-1	2,825000E+3	2,911851E-1	2,825000E+3	2,830213E-1	2,825000E+3	1,377879E-1	2,825000E+3	1,004922E-1	2,825000E+3	1,291249E-1	2,825000E+3	8,855265E-1	2,825000E+3	8,866419E-1	2,825000E+3	8,225424E-1
2,826562E+3	2,068708E-1	2,826562E+3	2,210751E-1	2,826562E+3	2,421638E-1	2,826562E+3	2,374870E-1	2,826562E+3	2,507404E-1	2,826562E+3	2,512819E-1	2,826562E+3	1,532157E-1	2,826562E+3	1,437926E-1	2,826562E+3	1,400135E-1	2,826562E+3	2,665026E-1	2,826562E+3	2,898028E-1	2,826562E+3	3,155412E-1	2,826562E+3	1,470267E-1	2,826562E+3	1,435429E-1	2,826562E+3	6,842897E-2	2,826562E+3	2,585707E-1	2,826562E+3	2,910450E-1	2,826562E+3	2,835885E-1	2,826562E+3	1,346113E-1	2,826562E+3	9,874421E-2	2,826562E+3	1,305480E-1	2,826562E+3	8,822324E-1	2,826562E+3	8,840776E-1	2,826562E+3	8,163974E-1
2,828125E+3	2,059976E-1	2,828125E+3	2,213654E-1	2,828125E+3	2,431054E-1	2,828125E+3	2,342045E-1	2,828125E+3	2,513335E-1	2,828125E+3	2,499249E-1	2,828125E+3	1,536049E-1	2,828125E+3	1,457241E-1	2,828125E+3	1,423926E-1	2,828125E+3	2,655113E-1	2,828125E+3	2,911356E-1	2,828125E+3	3,127684E-1	2,828125E+3	1,471773E-1	2,828125E+3	1,431652E-1	2,828125E+3	7,129493E-2	2,828125E+3	2,606626E-1	2,828125E+3	2,913542E-1	2,828125E+3	2,826084E-1	2,828125E+3	1,387393E-1	2,828125E+3	9,748247E-2	2,828125E+3	1,302936E-1	2,828125E+3	8,793996E-1	2,828125E+3	8,793592E-1	2,828125E+3	8,117139E-1
2,829687E+3	2,052674E-1	2,829687E+3	2,217822E-1	2,829687E+3	2,438923E-1	2,829687E+3	2,367929E-1	2,829687E+3	2,504397E-1	2,829687E+3	2,513260E-1	2,829687E+3	1,521667E-1	2,829687E+3	1,462575E-1	2,829687E+3	1,422108E-1	2,829687E+3	2,663887E-1	2,829687E+3	2,900223E-1	2,829687E+3	3,125412E-1	2,829687E+3	1,501008E-1	2,829687E+3	1,439927E-1	2,829687E+3	7,080576E-2	2,829687E+3	2,613834E-1	2,829687E+3	2,916007E-1	2,829687E+3	2,844500E-1	2,829687E+3	1,386094E-1	2,829687E+3	9,913007E-2	2,829687E+3	1,280724E-1	2,829687E+3	8,753552E-1	2,829687E+3	8,759624E-1	2,829687E+3	8,066500E-1
2,831250E+3	2,058925E-1	2,831250E+3	2,234434E-1	2,831250E+3	2,425229E-1	2,831250E+3	2,384153E-1	2,831250E+3	2,499718E-1	2,831250E+3	2,504959E-1	2,831250E+3	1,534045E-1	2,831250E+3	1,445871E-1	2,831250E+3	1,413516E-1	2,831250E+3	2,664434E-1	2,831250E+3	2,895855E-1	2,831250E+3	3,096126E-1	2,831250E+3	1,486149E-1	2,831250E+3	1,453294E-1	2,831250E+3	6,994406E-2	2,831250E+3	2,600379E-1	2,831250E+3	2,900495E-1	2,831250E+3	2,854958E-1	2,831250E+3	1,379780E-1	2,831250E+3	9,866552E-2	2,831250E+3	1,287247E-1	2,831250E+3	8,708257E-1	2,831250E+3	8,719168E-1	2,831250E+3	7,998814E-1
2,832812E+3	2,017935E-1	2,832812E+3	2,253621E-1	2,832812E+3	2,418634E-1	2,832812E+3	2,370203E-1	2,832812E+3	2,480114E-1	2,832812E+3	2,501820E-1	2,832812E+3	1,533792E-1	2,832812E+3	1,469279E-1	2,832812E+3	1,394976E-1	2,832812E+3	2,652048E-1	2,832812E+3	2,849309E-1	2,832812E+3	3,098732E-1	2,832812E+3	1,475034E-1	2,832812E+3	1,438369E-1	2,832812E+3	6,695950E-2	2,832812E+3	2,588965E-1	2,832812E+3	2,925800E-1	2,832812E+3	2,852318E-1	2,832812E+3	1,389025E-1	2,832812E+3	1,003371E-1	2,832812E+3	1,270743E-1	2,832812E+3	8,673501E-1	2,832812E+3	8,680672E-1	2,832812E+3	7,935963E-1
2,834375E+3	2,047064E-1	2,834375E+3	2,220754E-1	2,834375E+3	2,435490E-1	2,834375E+3	2,361205E-1	2,834375E+3	2,504398E-1	2,834375E+3	2,494321E-1	2,834375E+3	1,541144E-1	2,834375E+3	1,473781E-1	2,834375E+3	1,426209E-1	2,834375E+3	2,638466E-1	2,834375E+3	2,869617E-1	2,834375E+3	3,105361E-1	2,834375E+3	1,479644E-1	2,834375E+3	1,428960E-1	2,834375E+3	6,540916E-2	2,834375E+3	2,615618E-1	2,834375E+3	2,930204E-1	2,834375E+3	2,858861E-1	2,834375E+3	1,390081E-1	2,834375E+3	1,001948E-1	2,834375E+3	1,261737E-1	2,834375E+3	8,626633E-1	2,834375E+3	8,634167E-1	2,834375E+3	7,887864E-1
2,835937E+3	2,088188E-1	2,835937E+3	2,225133E-1	2,835937E+3	2,442621E-1	2,835937E+3	2,353424E-1	2,835937E+3	2,493220E-1	2,835937E+3	2,502778E-1	2,835937E+3	1,533749E-1	2,835937E+3	1,456520E-1	2,835937E+3	1,414615E-1	2,835937E+3	2,627824E-1	2,835937E+3	2,875299E-1	2,835937E+3	3,100511E-1	2,835937E+3	1,514053E-1	2,835937E+3	1,420737E-1	2,835937E+3	7,052671E-2	2,835937E+3	2,644181E-1	2,835937E+3	2,936682E-1	2,835937E+3	2,855852E-1	2,835937E+3	1,370823E-1	2,835937E+3	9,835912E-2	2,835937E+3	1,292028E-1	2,835937E+3	8,586432E-1	2,835937E+3	8,588876E-1	2,835937E+3	7,833053E-1
2,837500E+3	2,066949E-1	2,837500E+3	2,246862E-1	2,837500E+3	2,447273E-1	2,837500E+3	2,353385E-1	2,837500E+3	2,488121E-1	2,837500E+3	2,494555E-1	2,837500E+3	1,525925E-1	2,837500E+3	1,448699E-1	2,837500E+3	1,424127E-1	2,837500E+3	2,617199E-1	2,837500E+3	2,840771E-1	2,837500E+3	3,047290E-1	2,837500E+3	1,506507E-1	2,837500E+3	1,451036E-1	2,837500E+3	6,928158E-2	2,837500E+3	2,664420E-1	2,837500E+3	2,944550E-1	2,837500E+3	2,862884E-1	2,837500E+3	1,380882E-1	2,837500E+3	9,844046E-2	2,837500E+3	1,275124E-1	2,837500E+3	8,541816E-1	2,837500E+3	8,544283E-1	2,837500E+3	7,766791E-1
2,839062E+3	2,064827E-1	2,839062E+3	2,249513E-1	2,839062E+3	2,425605E-1	2,839062E+3	2,351456E-1	2,839062E+3	2,479123E-1	2,839062E+3	2,479086E-1	2,839062E+3	1,544562E-1	2,839062E+3	1,475416E-1	2,839062E+3	1,418084E-1	2,839062E+3	2,591580E-1	2,839062E+3	2,830467E-1	2,839062E+3	3,057038E-1	2,839062E+3	1,501780E-1	2,839062E+3	1,444311E-1	2,839062E+3	6,929895E-2	2,839062E+3	2,657343E-1	2,839062E+3	2,948902E-1	2,839062E+3	2,845621E-1	2,839062E+3	1,365673E-1	2,839062E+3	1,001128E-1	2,839062E+3	1,272704E-1	2,839062E+3	8,490067E-1	2,839062E+3	8,496161E-1	2,839062E+3	7,707333E-1
2,840625E+3	2,085585E-1	2,840625E+3	2,261301E-1	2,840625E+3	2,441772E-1	2,840625E+3	2,346566E-1	2,840625E+3	2,487801E-1	2,840625E+3	2,492683E-1	2,840625E+3	1,545416E-1	2,840625E+3	1,488012E-1	2,840625E+3	1,427800E-1	2,840625E+3	2,598706E-1	2,840625E+3	2,837792E-1	2,840625E+3	3,038189E-1	2,840625E+3	1,493390E-1	2,840625E+3	1,407626E-1	2,840625E+3	6,745998E-2	2,840625E+3	2,654940E-1	2,840625E+3	2,974869E-1	2,840625E+3	2,898850E-1	2,840625E+3	1,394856E-1	2,840625E+3	9,922983E-2	2,840625E+3	1,298950E-1	2,840625E+3	8,450635E-1	2,840625E+3	8,446845E-1	2,840625E+3	7,654150E-1
2,842187E+3	2,098455E-1	2,842187E+3	2,252336E-1	2,842187E+3	2,451493E-1	2,842187E+3	2,360208E-1	2,842187E+3	2,477760E-1	2,842187E+3	2,487946E-1	2,842187E+3	1,538239E-1	2,842187E+3	1,450395E-1	2,842187E+3	1,425061E-1	2,842187E+3	2,589883E-1	2,842187E+3	2,850312E-1	2,842187E+3	3,004092E-1	2,842187E+3	1,509346E-1	2,842187E+3	1,418493E-1	2,842187E+3	6,887031E-2	2,842187E+3	2,662108E-1	2,842187E+3	2,961799E-1	2,842187E+3	2,887889E-1	2,842187E+3	1,385687E-1	2,842187E+3	9,972654E-2	2,842187E+3	1,317555E-1	2,842187E+3	8,405980E-1	2,842187E+3	8,395226E-1	2,842187E+3	7,584390E-1
2,843750E+3	2,077217E-1	2,843750E+3	2,276453E-1	2,843750E+3	2,447716E-1	2,843750E+3	2,355019E-1	2,843750E+3	2,492140E-1	2,843750E+3	2,486543E-1	2,843750E+3	1,549716E-1	2,843750E+3	1,493489E-1	2,843750E+3	1,444517E-1	2,843750E+3	2,593343E-1	2,843750E+3	2,802923E-1	2,843750E+3	2,984539E-1	2,843750E+3	1,512774E-1	2,843750E+3	1,414615E-1	2,843750E+3	7,003433E-2	2,843750E+3	2,661783E-1	2,843750E+3	2,948775E-1	2,843750E+3	2,880533E-1	2,843750E+3	1,384992E-1	2,843750E+3	1,005466E-1	2,843750E+3	1,303933E-1	2,843750E+3	8,358831E-1	2,843750E+3	8,343895E-1	2,843750E+3	7,529923E-1
2,845312E+3	2,059675E-1	2,845312E+3	2,265581E-1	2,845312E+3	2,437562E-1	2,845312E+3	2,370992E-1	2,845312E+3	2,497352E-1	2,845312E+3	2,451896E-1	2,845312E+3	1,574615E-1	2,845312E+3	1,491986E-1	2,845312E+3	1,433404E-1	2,845312E+3	2,541039E-1	2,845312E+3	2,817177E-1	2,845312E+3	2,977385E-1	2,845312E+3	1,516526E-1	2,845312E+3	1,433240E-1	2,845312E+3	7,022470E-2	2,845312E+3	2,668441E-1	2,845312E+3	2,976708E-1	2,845312E+3	2,884469E-1	2,845312E+3	1,376739E-1	2,845312E+3	1,004847E-1	2,845312E+3	1,322271E-1	2,845312E+3	8,310639E-1	2,845312E+3	8,287408E-1	2,845312E+3	7,479347E-1
2,846875E+3	2,072585E-1	2,846875E+3	2,285607E-1	2,846875E+3	2,436894E-1	2,846875E+3	2,349074E-1	2,846875E+3	2,474061E-1	2,846875E+3	2,474507E-1	2,846875E+3	1,576921E-1	2,846875E+3	1,471140E-1	2,846875E+3	1,450264E-1	2,846875E+3	2,539874E-1	2,846875E+3	2,799144E-1	2,846875E+3	2,969153E-1	2,846875E+3	1,535252E-1	2,846875E+3	1,429740E-1	2,846875E+3	6,769958E-2	2,846875E+3	2,651666E-1	2,846875E+3	2,984388E-1	2,846875E+3	2,889042E-1	2,846875E+3	1,390146E-1	2,846875E+3	1,010936E-1	2,846875E+3	1,316186E-1	2,846875E+3	8,263053E-1	2,846875E+3	8,237249E-1	2,846875E+3	7,421460E-1
2,848437E+3	2,046539E-1	2,848437E+3	2,254367E-1	2,848437E+3	2,457686E-1	2,848437E+3	2,334924E-1	2,848437E+3	2,492144E-1	2,848437E+3	2,480502E-1	2,848437E+3	1,567107E-1	2,848437E+3	1,475411E-1	2,848437E+3	1,446734E-1	2,848437E+3	2,543541E-1	2,848437E+3	2,801054E-1	2,848437E+3	2,980352E-1	2,848437E+3	1,522039E-1	2,848437E+3	1,417912E-1	2,848437E+3	6,459773E-2	2,848437E+3	2,650638E-1	2,848437E+3	2,970909E-1	2,848437E+3	2,892586E-1	2,848437E+3	1,380935E-1	2,848437E+3	9,960896E-2	2,848437E+3	1,301614E-1	2,848437E+3	8,215378E-1	2,848437E+3	8,189744E-1	2,848437E+3	7,357963E-1
2,850000E+3	2,090980E-1	2,850000E+3	2,261635E-1	2,850000E+3	2,445792E-1	2,850000E+3	2,335648E-1	2,850000E+3	2,479967E-1	2,850000E+3	2,474798E-1	2,850000E+3	1,573767E-1	2,850000E+3	1,490886E-1	2,850000E+3	1,451977E-1	2,850000E+3	2,550945E-1	2,850000E+3	2,822887E-1	2,850000E+3	2,958077E-1	2,850000E+3	1,544461E-1	2,850000E+3	1,401888E-1	2,850000E+3	7,070240E-2	2,850000E+3	2,684529E-1	2,850000E+3	2,965457E-1	2,850000E+3	2,904518E-1	2,850000E+3	1,354743E-1	2,850000E+3	9,877936E-2	2,850000E+3	1,306561E-1	2,850000E+3	8,161386E-1	2,850000E+3	8,137343E-1	2,850000E+3	7,283852E-1
2,851562E+3	2,097597E-1	2,851562E+3	2,296312E-1	2,851562E+3	2,467870E-1	2,851562E+3	2,332754E-1	2,851562E+3	2,480862E-1	2,851562E+3	2,479547E-1	2,851562E+3	1,581782E-1	2,851562E+3	1,507421E-1	2,851562E+3	1,452299E-1	2,851562E+3	2,557983E-1	2,851562E+3	2,796545E-1	2,851562E+3	2,940312E-1	2,851562E+3	1,533782E-1	2,851562E+3	1,386997E-1	2,851562E+3	6,874189E-2	2,851562E+3	2,688331E-1	2,851562E+3	2,986748E-1	2,851562E+3	2,919418E-1	2,851562E+3	1,368815E-1	2,851562E+3	1,007130E-1	2,851562E+3	1,297699E-1	2,851562E+3	8,116443E-1	2,851562E+3	8,074715E-1	2,851562E+3	7,217275E-1
2,853125E+3	2,100514E-1	2,853125E+3	2,285973E-1	2,853125E+3	2,466783E-1	2,853125E+3	2,349260E-1	2,853125E+3	2,457619E-1	2,853125E+3	2,480992E-1	2,853125E+3	1,566834E-1	2,853125E+3	1,484244E-1	2,853125E+3	1,458592E-1	2,853125E+3	2,522779E-1	2,853125E+3	2,795651E-1	2,853125E+3	2,954208E-1	2,853125E+3	1,508077E-1	2,853125E+3	1,423566E-1	2,853125E+3	6,546406E-2	2,853125E+3	2,709754E-1	2,853125E+3	2,982848E-1	2,853125E+3	2,917235E-1	2,853125E+3	1,406249E-1	2,853125E+3	9,765839E-2	2,853125E+3	1,287095E-1	2,853125E+3	8,070571E-1	2,853125E+3	8,016239E-1	2,853125E+3	7,175534E-1
2,854687E+3	2,101738E-1	2,854687E+3	2,296787E-1	2,854687E+3	2,477556E-1	2,854687E+3	2,338994E-1	2,854687E+3	2,462141E-1	2,854687E+3	2,471193E-1	2,854687E+3	1,566167E-1	2,854687E+3	1,501357E-1	2,854687E+3	1,456718E-1	2,854687E+3	2,537899E-1	2,854687E+3	2,746627E-1	2,854687E+3	2,905796E-1	2,854687E+3	1,523825E-1	2,854687E+3	1,430822E-1	2,854687E+3	6,824148E-2	2,854687E+3	2,714016E-1	2,854687E+3	3,024936E-1	2,854687E+3	2,934373E-1	2,854687E+3	1,395518E-1	2,854687E+3	9,937129E-2	2,854687E+3	1,276447E-1	2,854687E+3	8,012191E-1	2,854687E+3	7,967065E-1	2,854687E+3	7,093876E-1
2,856250E+3	2,130289E-1	2,856250E+3	2,314359E-1	2,856250E+3	2,492462E-1	2,856250E+3	2,330663E-1	2,856250E+3	2,480450E-1	2,856250E+3	2,462981E-1	2,856250E+3	1,574737E-1	2,856250E+3	1,505816E-1	2,856250E+3	1,474395E-1	2,856250E+3	2,530637E-1	2,856250E+3	2,734063E-1	2,856250E+3	2,912433E-1	2,856250E+3	1,546453E-1	2,856250E+3	1,406797E-1	2,856250E+3	7,008267E-2	2,856250E+3	2,718284E-1	2,856250E+3	3,030157E-1	2,856250E+3	2,944399E-1	2,856250E+3	1,371064E-1	2,856250E+3	1,003615E-1	2,856250E+3	1,298876E-1	2,856250E+3	7,965067E-1	2,856250E+3	7,908187E-1	2,856250E+3	7,036526E-1
2,857812E+3	2,126573E-1	2,857812E+3	2,302657E-1	2,857812E+3	2,513092E-1	2,857812E+3	2,350432E-1	2,857812E+3	2,484586E-1	2,857812E+3	2,465524E-1	2,857812E+3	1,559038E-1	2,857812E+3	1,513618E-1	2,857812E+3	1,459595E-1	2,857812E+3	2,529993E-1	2,857812E+3	2,749962E-1	2,857812E+3	2,886666E-1	2,857812E+3	1,567962E-1	2,857812E+3	1,415269E-1	2,857812E+3	6,926872E-2	2,857812E+3	2,719156E-1	2,857812E+3	3,041625E-1	2,857812E+3	2,949194E-1	2,857812E+3	1,394854E-1	2,857812E+3	1,012909E-1	2,857812E+3	1,319890E-1	2,857812E+3	7,918706E-1	2,857812E+3	7,849638E-1	2,857812E+3	6,987021E-1
2,859375E+3	2,125112E-1	2,859375E+3	2,303238E-1	2,859375E+3	2,502482E-1	2,859375E+3	2,328633E-1	2,859375E+3	2,448301E-1	2,859375E+3	2,448151E-1	2,859375E+3	1,576095E-1	2,859375E+3	1,539283E-1	2,859375E+3	1,459406E-1	2,859375E+3	2,520122E-1	2,859375E+3	2,750060E-1	2,859375E+3	2,877808E-1	2,859375E+3	1,549608E-1	2,859375E+3	1,414152E-1	2,859375E+3	6,753668E-2	2,859375E+3	2,732200E-1	2,859375E+3	3,052347E-1	2,859375E+3	2,965062E-1	2,859375E+3	1,404548E-1	2,859375E+3	9,953213E-2	2,859375E+3	1,315009E-1	2,859375E+3	7,864466E-1	2,859375E+3	7,799912E-1	2,859375E+3	6,933026E-1
2,860937E+3	2,109470E-1	2,860937E+3	2,303516E-1	2,860937E+3	2,488004E-1	2,860937E+3	2,346001E-1	2,860937E+3	2,439738E-1	2,860937E+3	2,469440E-1	2,860937E+3	1,575209E-1	2,860937E+3	1,508673E-1	2,860937E+3	1,444086E-1	2,860937E+3	2,506036E-1	2,860937E+3	2,737079E-1	2,860937E+3	2,852674E-1	2,860937E+3	1,539016E-1	2,860937E+3	1,388197E-1	2,860937E+3	6,763437E-2	2,860937E+3	2,718005E-1	2,860937E+3	3,038596E-1	2,860937E+3	2,939364E-1	2,860937E+3	1,396743E-1	2,860937E+3	9,957125E-2	2,860937E+3	1,299460E-1	2,860937E+3	7,807728E-1	2,860937E+3	7,726826E-1	2,860937E+3	6,870392E-1
2,862500E+3	2,132496E-1	2,862500E+3	2,331553E-1	2,862500E+3	2,471210E-1	2,862500E+3	2,342987E-1	2,862500E+3	2,466069E-1	2,862500E+3	2,455058E-1	2,862500E+3	1,574341E-1	2,862500E+3	1,526808E-1	2,862500E+3	1,452496E-1	2,862500E+3	2,484426E-1	2,862500E+3	2,743582E-1	2,862500E+3	2,849512E-1	2,862500E+3	1,530193E-1	2,862500E+3	1,407744E-1	2,862500E+3	6,597668E-2	2,862500E+3	2,733172E-1	2,862500E+3	3,040043E-1	2,862500E+3	2,967123E-1	2,862500E+3	1,378146E-1	2,862500E+3	9,910338E-2	2,862500E+3	1,290384E-1	2,862500E+3	7,755680E-1	2,862500E+3	7,658586E-1	2,862500E+3	6,804788E-1
2,864062E+3	2,137796E-1	2,864062E+3	2,334232E-1	2,864062E+3	2,499420E-1	2,864062E+3	2,323950E-1	2,864062E+3	2,466385E-1	2,864062E+3	2,458960E-1	2,864062E+3	1,531258E-1	2,864062E+3	1,508626E-1	2,864062E+3	1,448264E-1	2,864062E+3	2,488092E-1	2,864062E+3	2,719106E-1	2,864062E+3	2,885380E-1	2,864062E+3	1,535210E-1	2,864062E+3	1,421719E-1	2,864062E+3	6,773217E-2	2,864062E+3	2,738691E-1	2,864062E+3	3,038932E-1	2,864062E+3	2,990650E-1	2,864062E+3	1,400177E-1	2,864062E+3	9,901359E-2	2,864062E+3	1,299046E-1	2,864062E+3	7,698335E-1	2,864062E+3	7,604291E-1	2,864062E+3	6,759517E-1
2,865625E+3	2,129024E-1	2,865625E+3	2,345402E-1	2,865625E+3	2,514046E-1	2,865625E+3	2,341685E-1	2,865625E+3	2,457224E-1	2,865625E+3	2,478324E-1	2,865625E+3	1,577305E-1	2,865625E+3	1,478107E-1	2,865625E+3	1,465370E-1	2,865625E+3	2,496000E-1	2,865625E+3	2,700555E-1	2,865625E+3	2,897524E-1	2,865625E+3	1,543138E-1	2,865625E+3	1,405249E-1	2,865625E+3	6,699537E-2	2,865625E+3	2,732234E-1	2,865625E+3	3,063043E-1	2,865625E+3	2,986337E-1	2,865625E+3	1,401631E-1	2,865625E+3	9,641878E-2	2,865625E+3	1,308627E-1	2,865625E+3	7,660902E-1	2,865625E+3	7,540077E-1	2,865625E+3	6,697318E-1
2,867187E+3	2,128225E-1	2,867187E+3	2,336165E-1	2,867187E+3	2,510568E-1	2,867187E+3	2,330355E-1	2,867187E+3	2,476174E-1	2,867187E+3	2,456755E-1	2,867187E+3	1,592054E-1	2,867187E+3	1,498122E-1	2,867187E+3	1,477860E-1	2,867187E+3	2,461969E-1	2,867187E+3	2,710165E-1	2,867187E+3	2,866483E-1	2,867187E+3	1,555964E-1	2,867187E+3	1,411949E-1	2,867187E+3	6,969495E-2	2,867187E+3	2,758542E-1	2,867187E+3	3,068260E-1	2,867187E+3	2,975082E-1	2,867187E+3	1,396683E-1	2,867187E+3	9,936348E-2	2,867187E+3	1,328922E-1	2,867187E+3	7,611564E-1	2,867187E+3	7,473531E-1	2,867187E+3	6,640262E-1
2,868750E+3	2,123349E-1	2,868750E+3	2,337628E-1	2,868750E+3	2,531731E-1	2,868750E+3	2,321433E-1	2,868750E+3	2,471972E-1	2,868750E+3	2,450796E-1	2,868750E+3	1,574349E-1	2,868750E+3	1,502713E-1	2,868750E+3	1,475303E-1	2,868750E+3	2,462019E-1	2,868750E+3	2,694376E-1	2,868750E+3	2,880139E-1	2,868750E+3	1,560174E-1	2,868750E+3	1,417327E-1	2,868750E+3	6,763426E-2	2,868750E+3	2,774521E-1	2,868750E+3	3,090447E-1	2,868750E+3	3,009412E-1	2,868750E+3	1,371774E-1	2,868750E+3	1,008657E-1	2,868750E+3	1,335621E-1	2,868750E+3	7,561525E-1	2,868750E+3	7,420866E-1	2,868750E+3	6,567602E-1
2,870312E+3	2,136266E-1	2,870312E+3	2,357010E-1	2,870312E+3	2,524653E-1	2,870312E+3	2,310650E-1	2,870312E+3	2,458945E-1	2,870312E+3	2,454343E-1	2,870312E+3	1,574804E-1	2,870312E+3	1,504326E-1	2,870312E+3	1,485974E-1	2,870312E+3	2,449208E-1	2,870312E+3	2,667142E-1	2,870312E+3	2,806932E-1	2,870312E+3	1,538243E-1	2,870312E+3	1,416895E-1	2,870312E+3	6,822771E-2	2,870312E+3	2,783205E-1	2,870312E+3	3,098407E-1	2,870312E+3	2,991104E-1	2,870312E+3	1,387289E-1	2,870312E+3	1,010303E-1	2,870312E+3	1,293972E-1	2,870312E+3	7,510996E-1	2,870312E+3	7,366577E-1	2,870312E+3	6,506427E-1
2,871875E+3	2,157569E-1	2,871875E+3	2,351811E-1	2,871875E+3	2,502585E-1	2,871875E+3	2,304972E-1	2,871875E+3	2,494769E-1	2,871875E+3	2,457749E-1	2,871875E+3	1,573173E-1	2,871875E+3	1,512736E-1	2,871875E+3	1,488327E-1	2,871875E+3	2,447303E-1	2,871875E+3	2,684115E-1	2,871875E+3	2,806539E-1	2,871875E+3	1,525960E-1	2,871875E+3	1,410009E-1	2,871875E+3	6,788074E-2	2,871875E+3	2,792510E-1	2,871875E+3	3,106572E-1	2,871875E+3	3,018368E-1	2,871875E+3	1,389496E-1	2,871875E+3	1,017171E-1	2,871875E+3	1,310566E-1	2,871875E+3	7,445318E-1	2,871875E+3	7,310862E-1	2,871875E+3	6,450573E-1
