Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 8_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 9_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 10_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 11_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 12_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 13_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 14_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 15_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 16_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 17_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 18_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 19_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 20_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 21_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 22_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 23_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 24_Frequency [Hz]	Absorption Coefficient on Cavity	
9,890625E+2	8,767179E-1	9,890625E+2	8,933421E-1	9,890625E+2	8,721066E-1	9,890625E+2	1,667690E-1	9,890625E+2	1,672506E-1	9,890625E+2	1,675211E-1	9,890625E+2	1,197813E-1	9,890625E+2	1,194347E-1	9,890625E+2	1,155229E-1	9,890625E+2	1,721352E-1	9,890625E+2	1,684030E-1	9,890625E+2	1,591906E-1	9,890625E+2	1,970682E-1	9,890625E+2	1,935601E-1	9,890625E+2	1,962329E-1	9,890625E+2	9,445410E-1	9,890625E+2	9,452594E-1	9,890625E+2	9,419812E-1	9,890625E+2	1,832881E-1	9,890625E+2	1,841968E-1	9,890625E+2	1,775637E-1	9,890625E+2	2,053248E-1	9,890625E+2	2,053972E-1	9,890625E+2	2,062680E-1
9,906250E+2	8,832398E-1	9,906250E+2	8,992400E-1	9,906250E+2	8,801761E-1	9,906250E+2	1,662971E-1	9,906250E+2	1,703943E-1	9,906250E+2	1,654555E-1	9,906250E+2	1,178105E-1	9,906250E+2	1,177649E-1	9,906250E+2	1,138731E-1	9,906250E+2	1,719165E-1	9,906250E+2	1,733233E-1	9,906250E+2	1,665371E-1	9,906250E+2	1,971140E-1	9,906250E+2	1,942575E-1	9,906250E+2	1,936383E-1	9,906250E+2	9,479442E-1	9,906250E+2	9,486308E-1	9,906250E+2	9,460290E-1	9,906250E+2	1,795199E-1	9,906250E+2	1,822323E-1	9,906250E+2	1,757926E-1	9,906250E+2	2,034328E-1	9,906250E+2	2,088095E-1	9,906250E+2	2,087389E-1
9,921875E+2	8,910783E-1	9,921875E+2	9,064217E-1	9,921875E+2	8,868351E-1	9,921875E+2	1,658409E-1	9,921875E+2	1,672870E-1	9,921875E+2	1,654572E-1	9,921875E+2	1,182200E-1	9,921875E+2	1,185314E-1	9,921875E+2	1,157700E-1	9,921875E+2	1,749755E-1	9,921875E+2	1,771049E-1	9,921875E+2	1,646563E-1	9,921875E+2	1,959425E-1	9,921875E+2	1,884909E-1	9,921875E+2	1,862666E-1	9,921875E+2	9,515012E-1	9,921875E+2	9,526026E-1	9,921875E+2	9,490115E-1	9,921875E+2	1,805932E-1	9,921875E+2	1,806597E-1	9,921875E+2	1,787756E-1	9,921875E+2	2,048618E-1	9,921875E+2	2,070038E-1	9,921875E+2	2,130014E-1
9,937500E+2	8,972735E-1	9,937500E+2	9,122173E-1	9,937500E+2	8,936772E-1	9,937500E+2	1,673958E-1	9,937500E+2	1,680055E-1	9,937500E+2	1,672636E-1	9,937500E+2	1,124894E-1	9,937500E+2	1,197868E-1	9,937500E+2	1,119244E-1	9,937500E+2	1,774688E-1	9,937500E+2	1,728098E-1	9,937500E+2	1,663700E-1	9,937500E+2	1,930649E-1	9,937500E+2	1,876983E-1	9,937500E+2	1,889481E-1	9,937500E+2	9,543464E-1	9,937500E+2	9,553389E-1	9,937500E+2	9,520416E-1	9,937500E+2	1,804796E-1	9,937500E+2	1,780807E-1	9,937500E+2	1,765342E-1	9,937500E+2	2,046410E-1	9,937500E+2	2,058543E-1	9,937500E+2	2,115866E-1
9,953125E+2	9,043939E-1	9,953125E+2	9,189773E-1	9,953125E+2	9,003940E-1	9,953125E+2	1,659438E-1	9,953125E+2	1,703660E-1	9,953125E+2	1,673862E-1	9,953125E+2	1,114424E-1	9,953125E+2	1,171801E-1	9,953125E+2	1,122460E-1	9,953125E+2	1,802079E-1	9,953125E+2	1,753150E-1	9,953125E+2	1,653547E-1	9,953125E+2	1,898885E-1	9,953125E+2	1,861865E-1	9,953125E+2	1,867401E-1	9,953125E+2	9,569998E-1	9,953125E+2	9,583854E-1	9,953125E+2	9,557358E-1	9,953125E+2	1,745517E-1	9,953125E+2	1,776215E-1	9,953125E+2	1,680087E-1	9,953125E+2	2,061324E-1	9,953125E+2	2,033419E-1	9,953125E+2	2,111706E-1
9,968750E+2	9,089730E-1	9,968750E+2	9,255879E-1	9,968750E+2	9,070947E-1	9,968750E+2	1,652797E-1	9,968750E+2	1,682464E-1	9,968750E+2	1,661464E-1	9,968750E+2	1,142610E-1	9,968750E+2	1,146245E-1	9,968750E+2	1,086760E-1	9,968750E+2	1,796279E-1	9,968750E+2	1,750912E-1	9,968750E+2	1,661958E-1	9,968750E+2	1,853762E-1	9,968750E+2	1,809118E-1	9,968750E+2	1,854429E-1	9,968750E+2	9,595191E-1	9,968750E+2	9,606229E-1	9,968750E+2	9,579654E-1	9,968750E+2	1,715148E-1	9,968750E+2	1,709925E-1	9,968750E+2	1,689440E-1	9,968750E+2	2,052323E-1	9,968750E+2	2,010415E-1	9,968750E+2	2,125411E-1
9,984375E+2	9,156576E-1	9,984375E+2	9,308300E-1	9,984375E+2	9,125116E-1	9,984375E+2	1,681574E-1	9,984375E+2	1,644760E-1	9,984375E+2	1,679072E-1	9,984375E+2	1,133911E-1	9,984375E+2	1,164172E-1	9,984375E+2	1,102292E-1	9,984375E+2	1,842006E-1	9,984375E+2	1,787175E-1	9,984375E+2	1,674829E-1	9,984375E+2	1,797061E-1	9,984375E+2	1,809228E-1	9,984375E+2	1,827957E-1	9,984375E+2	9,612848E-1	9,984375E+2	9,626926E-1	9,984375E+2	9,600175E-1	9,984375E+2	1,627419E-1	9,984375E+2	1,698185E-1	9,984375E+2	1,696409E-1	9,984375E+2	2,082314E-1	9,984375E+2	2,078694E-1	9,984375E+2	2,157826E-1
1,000000E+3	9,209706E-1	1,000000E+3	9,357146E-1	1,000000E+3	9,185207E-1	1,000000E+3	1,698772E-1	1,000000E+3	1,721190E-1	1,000000E+3	1,686835E-1	1,000000E+3	1,129121E-1	1,000000E+3	1,142823E-1	1,000000E+3	1,085255E-1	1,000000E+3	1,854274E-1	1,000000E+3	1,816189E-1	1,000000E+3	1,698977E-1	1,000000E+3	1,781040E-1	1,000000E+3	1,779124E-1	1,000000E+3	1,784297E-1	1,000000E+3	9,621137E-1	1,000000E+3	9,637654E-1	1,000000E+3	9,618249E-1	1,000000E+3	1,643023E-1	1,000000E+3	1,686435E-1	1,000000E+3	1,655893E-1	1,000000E+3	2,109128E-1	1,000000E+3	2,073333E-1	1,000000E+3	2,137767E-1
1,001562E+3	9,283333E-1	1,001562E+3	9,412909E-1	1,001562E+3	9,244435E-1	1,001562E+3	1,668612E-1	1,001562E+3	1,697939E-1	1,001562E+3	1,696954E-1	1,001562E+3	1,127578E-1	1,001562E+3	1,132426E-1	1,001562E+3	1,078910E-1	1,001562E+3	1,850383E-1	1,001562E+3	1,812041E-1	1,001562E+3	1,728112E-1	1,001562E+3	1,801735E-1	1,001562E+3	1,748395E-1	1,001562E+3	1,745517E-1	1,001562E+3	9,633084E-1	1,001562E+3	9,647257E-1	1,001562E+3	9,630393E-1	1,001562E+3	1,660151E-1	1,001562E+3	1,647340E-1	1,001562E+3	1,644635E-1	1,001562E+3	2,123315E-1	1,001562E+3	2,087416E-1	1,001562E+3	2,151338E-1
1,003125E+3	9,340639E-1	1,003125E+3	9,460282E-1	1,003125E+3	9,300856E-1	1,003125E+3	1,658194E-1	1,003125E+3	1,714127E-1	1,003125E+3	1,688070E-1	1,003125E+3	1,097264E-1	1,003125E+3	1,152352E-1	1,003125E+3	1,079285E-1	1,003125E+3	1,872171E-1	1,003125E+3	1,789561E-1	1,003125E+3	1,746452E-1	1,003125E+3	1,792818E-1	1,003125E+3	1,780280E-1	1,003125E+3	1,776627E-1	1,003125E+3	9,646301E-1	1,003125E+3	9,658958E-1	1,003125E+3	9,641652E-1	1,003125E+3	1,641890E-1	1,003125E+3	1,656225E-1	1,003125E+3	1,582814E-1	1,003125E+3	2,131430E-1	1,003125E+3	2,082957E-1	1,003125E+3	2,205587E-1
1,004687E+3	9,392981E-1	1,004687E+3	9,518985E-1	1,004687E+3	9,348370E-1	1,004687E+3	1,666468E-1	1,004687E+3	1,710350E-1	1,004687E+3	1,673509E-1	1,004687E+3	1,124644E-1	1,004687E+3	1,124945E-1	1,004687E+3	1,101452E-1	1,004687E+3	1,873564E-1	1,004687E+3	1,837176E-1	1,004687E+3	1,740194E-1	1,004687E+3	1,760407E-1	1,004687E+3	1,757491E-1	1,004687E+3	1,765663E-1	1,004687E+3	9,648388E-1	1,004687E+3	9,663692E-1	1,004687E+3	9,649103E-1	1,004687E+3	1,621665E-1	1,004687E+3	1,635806E-1	1,004687E+3	1,578497E-1	1,004687E+3	2,121506E-1	1,004687E+3	2,116981E-1	1,004687E+3	2,185687E-1
1,006250E+3	9,442572E-1	1,006250E+3	9,566158E-1	1,006250E+3	9,431598E-1	1,006250E+3	1,671882E-1	1,006250E+3	1,718968E-1	1,006250E+3	1,660317E-1	1,006250E+3	1,086526E-1	1,006250E+3	1,121983E-1	1,006250E+3	1,109136E-1	1,006250E+3	1,914612E-1	1,006250E+3	1,891113E-1	1,006250E+3	1,747812E-1	1,006250E+3	1,720981E-1	1,006250E+3	1,705999E-1	1,006250E+3	1,685794E-1	1,006250E+3	9,650066E-1	1,006250E+3	9,666458E-1	1,006250E+3	9,655718E-1	1,006250E+3	1,598826E-1	1,006250E+3	1,618006E-1	1,006250E+3	1,562749E-1	1,006250E+3	2,124812E-1	1,006250E+3	2,098962E-1	1,006250E+3	2,191455E-1
1,007812E+3	9,491019E-1	1,007812E+3	9,607925E-1	1,007812E+3	9,475254E-1	1,007812E+3	1,715347E-1	1,007812E+3	1,701833E-1	1,007812E+3	1,692001E-1	1,007812E+3	1,074316E-1	1,007812E+3	1,100120E-1	1,007812E+3	1,111715E-1	1,007812E+3	1,930050E-1	1,007812E+3	1,855587E-1	1,007812E+3	1,781649E-1	1,007812E+3	1,667408E-1	1,007812E+3	1,657905E-1	1,007812E+3	1,627051E-1	1,007812E+3	9,648620E-1	1,007812E+3	9,662585E-1	1,007812E+3	9,651684E-1	1,007812E+3	1,562101E-1	1,007812E+3	1,591156E-1	1,007812E+3	1,533685E-1	1,007812E+3	2,166084E-1	1,007812E+3	2,118352E-1	1,007812E+3	2,204314E-1
1,009375E+3	9,547182E-1	1,009375E+3	9,652279E-1	1,009375E+3	9,529203E-1	1,009375E+3	1,719680E-1	1,009375E+3	1,709799E-1	1,009375E+3	1,679802E-1	1,009375E+3	1,075003E-1	1,009375E+3	1,082628E-1	1,009375E+3	1,131752E-1	1,009375E+3	1,928616E-1	1,009375E+3	1,902426E-1	1,009375E+3	1,786335E-1	1,009375E+3	1,709968E-1	1,009375E+3	1,644291E-1	1,009375E+3	1,652097E-1	1,009375E+3	9,641474E-1	1,009375E+3	9,653864E-1	1,009375E+3	9,655603E-1	1,009375E+3	1,539952E-1	1,009375E+3	1,536174E-1	1,009375E+3	1,525769E-1	1,009375E+3	2,125095E-1	1,009375E+3	2,110791E-1	1,009375E+3	2,216471E-1
1,010937E+3	9,586102E-1	1,010937E+3	9,683911E-1	1,010937E+3	9,560160E-1	1,010937E+3	1,691282E-1	1,010937E+3	1,727398E-1	1,010937E+3	1,700344E-1	1,010937E+3	1,088090E-1	1,010937E+3	1,121529E-1	1,010937E+3	1,121163E-1	1,010937E+3	1,922887E-1	1,010937E+3	1,917276E-1	1,010937E+3	1,773102E-1	1,010937E+3	1,703245E-1	1,010937E+3	1,613957E-1	1,010937E+3	1,667721E-1	1,010937E+3	9,630785E-1	1,010937E+3	9,644352E-1	1,010937E+3	9,648270E-1	1,010937E+3	1,498800E-1	1,010937E+3	1,502781E-1	1,010937E+3	1,503998E-1	1,010937E+3	2,175810E-1	1,010937E+3	2,116978E-1	1,010937E+3	2,244451E-1
1,012500E+3	9,635719E-1	1,012500E+3	9,732350E-1	1,012500E+3	9,615760E-1	1,012500E+3	1,686780E-1	1,012500E+3	1,695407E-1	1,012500E+3	1,694856E-1	1,012500E+3	1,122277E-1	1,012500E+3	1,056546E-1	1,012500E+3	1,060036E-1	1,012500E+3	1,912775E-1	1,012500E+3	1,895823E-1	1,012500E+3	1,794050E-1	1,012500E+3	1,585849E-1	1,012500E+3	1,611281E-1	1,012500E+3	1,612107E-1	1,012500E+3	9,618118E-1	1,012500E+3	9,632811E-1	1,012500E+3	9,632658E-1	1,012500E+3	1,474334E-1	1,012500E+3	1,491598E-1	1,012500E+3	1,468519E-1	1,012500E+3	2,154133E-1	1,012500E+3	2,160639E-1	1,012500E+3	2,216991E-1
1,014062E+3	9,674568E-1	1,014062E+3	9,758335E-1	1,014062E+3	9,652402E-1	1,014062E+3	1,669036E-1	1,014062E+3	1,706489E-1	1,014062E+3	1,682137E-1	1,014062E+3	1,110030E-1	1,014062E+3	1,046060E-1	1,014062E+3	1,048876E-1	1,014062E+3	1,949201E-1	1,014062E+3	1,900707E-1	1,014062E+3	1,793729E-1	1,014062E+3	1,587255E-1	1,014062E+3	1,606167E-1	1,014062E+3	1,604053E-1	1,014062E+3	9,599233E-1	1,014062E+3	9,616934E-1	1,014062E+3	9,611775E-1	1,014062E+3	1,494207E-1	1,014062E+3	1,491961E-1	1,014062E+3	1,453388E-1	1,014062E+3	2,180695E-1	1,014062E+3	2,244417E-1	1,014062E+3	2,227017E-1
1,015625E+3	9,720684E-1	1,015625E+3	9,800372E-1	1,015625E+3	9,691371E-1	1,015625E+3	1,665024E-1	1,015625E+3	1,712309E-1	1,015625E+3	1,694845E-1	1,015625E+3	1,093648E-1	1,015625E+3	1,044839E-1	1,015625E+3	1,042029E-1	1,015625E+3	1,999537E-1	1,015625E+3	1,928984E-1	1,015625E+3	1,791464E-1	1,015625E+3	1,590804E-1	1,015625E+3	1,574061E-1	1,015625E+3	1,590354E-1	1,015625E+3	9,579520E-1	1,015625E+3	9,593338E-1	1,015625E+3	9,597859E-1	1,015625E+3	1,453621E-1	1,015625E+3	1,467779E-1	1,015625E+3	1,455912E-1	1,015625E+3	2,214255E-1	1,015625E+3	2,198798E-1	1,015625E+3	2,277945E-1
1,017187E+3	9,751680E-1	1,017187E+3	9,825208E-1	1,017187E+3	9,731257E-1	1,017187E+3	1,628748E-1	1,017187E+3	1,689472E-1	1,017187E+3	1,718805E-1	1,017187E+3	1,080469E-1	1,017187E+3	1,111678E-1	1,017187E+3	1,057318E-1	1,017187E+3	2,013148E-1	1,017187E+3	1,960704E-1	1,017187E+3	1,828032E-1	1,017187E+3	1,576957E-1	1,017187E+3	1,587553E-1	1,017187E+3	1,559632E-1	1,017187E+3	9,558090E-1	1,017187E+3	9,569177E-1	1,017187E+3	9,581926E-1	1,017187E+3	1,419390E-1	1,017187E+3	1,489214E-1	1,017187E+3	1,416442E-1	1,017187E+3	2,237134E-1	1,017187E+3	2,181490E-1	1,017187E+3	2,275309E-1
1,018750E+3	9,790170E-1	1,018750E+3	9,850934E-1	1,018750E+3	9,771823E-1	1,018750E+3	1,713038E-1	1,018750E+3	1,671209E-1	1,018750E+3	1,669028E-1	1,018750E+3	1,070917E-1	1,018750E+3	1,088344E-1	1,018750E+3	1,019661E-1	1,018750E+3	2,005385E-1	1,018750E+3	1,977166E-1	1,018750E+3	1,847105E-1	1,018750E+3	1,578634E-1	1,018750E+3	1,597095E-1	1,018750E+3	1,502630E-1	1,018750E+3	9,526448E-1	1,018750E+3	9,545320E-1	1,018750E+3	9,555891E-1	1,018750E+3	1,407066E-1	1,018750E+3	1,467748E-1	1,018750E+3	1,416376E-1	1,018750E+3	2,246613E-1	1,018750E+3	2,165697E-1	1,018750E+3	2,269726E-1
1,020312E+3	9,818780E-1	1,020312E+3	9,870052E-1	1,020312E+3	9,802764E-1	1,020312E+3	1,703144E-1	1,020312E+3	1,689158E-1	1,020312E+3	1,697588E-1	1,020312E+3	1,083989E-1	1,020312E+3	1,058317E-1	1,020312E+3	1,014751E-1	1,020312E+3	2,020819E-1	1,020312E+3	1,991543E-1	1,020312E+3	1,871749E-1	1,020312E+3	1,564391E-1	1,020312E+3	1,550346E-1	1,020312E+3	1,516282E-1	1,020312E+3	9,506625E-1	1,020312E+3	9,519542E-1	1,020312E+3	9,533027E-1	1,020312E+3	1,420479E-1	1,020312E+3	1,423764E-1	1,020312E+3	1,401856E-1	1,020312E+3	2,241078E-1	1,020312E+3	2,209230E-1	1,020312E+3	2,290939E-1
1,021875E+3	9,848771E-1	1,021875E+3	9,895820E-1	1,021875E+3	9,828433E-1	1,021875E+3	1,746402E-1	1,021875E+3	1,703029E-1	1,021875E+3	1,672179E-1	1,021875E+3	1,071252E-1	1,021875E+3	1,041441E-1	1,021875E+3	1,077426E-1	1,021875E+3	2,020560E-1	1,021875E+3	2,010384E-1	1,021875E+3	1,888588E-1	1,021875E+3	1,515756E-1	1,021875E+3	1,515399E-1	1,021875E+3	1,529921E-1	1,021875E+3	9,479233E-1	1,021875E+3	9,487928E-1	1,021875E+3	9,507965E-1	1,021875E+3	1,388417E-1	1,021875E+3	1,397966E-1	1,021875E+3	1,382921E-1	1,021875E+3	2,265988E-1	1,021875E+3	2,219269E-1	1,021875E+3	2,312562E-1
1,023437E+3	9,868130E-1	1,023437E+3	9,915880E-1	1,023437E+3	9,859094E-1	1,023437E+3	1,755333E-1	1,023437E+3	1,707112E-1	1,023437E+3	1,674090E-1	1,023437E+3	1,068092E-1	1,023437E+3	1,018042E-1	1,023437E+3	1,049907E-1	1,023437E+3	2,022800E-1	1,023437E+3	2,016805E-1	1,023437E+3	1,877649E-1	1,023437E+3	1,525266E-1	1,023437E+3	1,498713E-1	1,023437E+3	1,518926E-1	1,023437E+3	9,441759E-1	1,023437E+3	9,448919E-1	1,023437E+3	9,473674E-1	1,023437E+3	1,357883E-1	1,023437E+3	1,352551E-1	1,023437E+3	1,355580E-1	1,023437E+3	2,252051E-1	1,023437E+3	2,227380E-1	1,023437E+3	2,305538E-1
1,025000E+3	9,895824E-1	1,025000E+3	9,934769E-1	1,025000E+3	9,885073E-1	1,025000E+3	1,724959E-1	1,025000E+3	1,716277E-1	1,025000E+3	1,740557E-1	1,025000E+3	1,051278E-1	1,025000E+3	1,042756E-1	1,025000E+3	1,006757E-1	1,025000E+3	2,068212E-1	1,025000E+3	2,045145E-1	1,025000E+3	1,871184E-1	1,025000E+3	1,538517E-1	1,025000E+3	1,482850E-1	1,025000E+3	1,490829E-1	1,025000E+3	9,410282E-1	1,025000E+3	9,411771E-1	1,025000E+3	9,445490E-1	1,025000E+3	1,363950E-1	1,025000E+3	1,361606E-1	1,025000E+3	1,334164E-1	1,025000E+3	2,279403E-1	1,025000E+3	2,234603E-1	1,025000E+3	2,359735E-1
1,026562E+3	9,910968E-1	1,026562E+3	9,944738E-1	1,026562E+3	9,902978E-1	1,026562E+3	1,698216E-1	1,026562E+3	1,660055E-1	1,026562E+3	1,722976E-1	1,026562E+3	1,045159E-1	1,026562E+3	1,071196E-1	1,026562E+3	1,030257E-1	1,026562E+3	2,077344E-1	1,026562E+3	2,053628E-1	1,026562E+3	1,899305E-1	1,026562E+3	1,504484E-1	1,026562E+3	1,490030E-1	1,026562E+3	1,484627E-1	1,026562E+3	9,359951E-1	1,026562E+3	9,377459E-1	1,026562E+3	9,405455E-1	1,026562E+3	1,353126E-1	1,026562E+3	1,337116E-1	1,026562E+3	1,341538E-1	1,026562E+3	2,283229E-1	1,026562E+3	2,225959E-1	1,026562E+3	2,357694E-1
1,028125E+3	9,931292E-1	1,028125E+3	9,954595E-1	1,028125E+3	9,919140E-1	1,028125E+3	1,709255E-1	1,028125E+3	1,725123E-1	1,028125E+3	1,714341E-1	1,028125E+3	1,057333E-1	1,028125E+3	1,088088E-1	1,028125E+3	1,035709E-1	1,028125E+3	2,117589E-1	1,028125E+3	2,070760E-1	1,028125E+3	1,973125E-1	1,028125E+3	1,491784E-1	1,028125E+3	1,502799E-1	1,028125E+3	1,493712E-1	1,028125E+3	9,324795E-1	1,028125E+3	9,335516E-1	1,028125E+3	9,371848E-1	1,028125E+3	1,301882E-1	1,028125E+3	1,331019E-1	1,028125E+3	1,296342E-1	1,028125E+3	2,289617E-1	1,028125E+3	2,289839E-1	1,028125E+3	2,358158E-1
1,029687E+3	9,943793E-1	1,029687E+3	9,963238E-1	1,029687E+3	9,937075E-1	1,029687E+3	1,712928E-1	1,029687E+3	1,744759E-1	1,029687E+3	1,729857E-1	1,029687E+3	1,028319E-1	1,029687E+3	1,053553E-1	1,029687E+3	1,003851E-1	1,029687E+3	2,127685E-1	1,029687E+3	2,102510E-1	1,029687E+3	1,974703E-1	1,029687E+3	1,456373E-1	1,029687E+3	1,454467E-1	1,029687E+3	1,474507E-1	1,029687E+3	9,272918E-1	1,029687E+3	9,292777E-1	1,029687E+3	9,324148E-1	1,029687E+3	1,292481E-1	1,029687E+3	1,309808E-1	1,029687E+3	1,252577E-1	1,029687E+3	2,340640E-1	1,029687E+3	2,312381E-1	1,029687E+3	2,376647E-1
1,031250E+3	9,957790E-1	1,031250E+3	9,966042E-1	1,031250E+3	9,945755E-1	1,031250E+3	1,748520E-1	1,031250E+3	1,723875E-1	1,031250E+3	1,734792E-1	1,031250E+3	1,008019E-1	1,031250E+3	1,062708E-1	1,031250E+3	9,895359E-2	1,031250E+3	2,181125E-1	1,031250E+3	2,121916E-1	1,031250E+3	1,990575E-1	1,031250E+3	1,435470E-1	1,031250E+3	1,433455E-1	1,031250E+3	1,409037E-1	1,031250E+3	9,240435E-1	1,031250E+3	9,243426E-1	1,031250E+3	9,277596E-1	1,031250E+3	1,301000E-1	1,031250E+3	1,324800E-1	1,031250E+3	1,274478E-1	1,031250E+3	2,381575E-1	1,031250E+3	2,300517E-1	1,031250E+3	2,389106E-1
1,032812E+3	9,963873E-1	1,032812E+3	9,967490E-1	1,032812E+3	9,961116E-1	1,032812E+3	1,750168E-1	1,032812E+3	1,713231E-1	1,032812E+3	1,742015E-1	1,032812E+3	1,004209E-1	1,032812E+3	1,027525E-1	1,032812E+3	9,825493E-2	1,032812E+3	2,189496E-1	1,032812E+3	2,123182E-1	1,032812E+3	1,990482E-1	1,032812E+3	1,430645E-1	1,032812E+3	1,493827E-1	1,032812E+3	1,356488E-1	1,032812E+3	9,189689E-1	1,032812E+3	9,199170E-1	1,032812E+3	9,228942E-1	1,032812E+3	1,244061E-1	1,032812E+3	1,309675E-1	1,032812E+3	1,303895E-1	1,032812E+3	2,349605E-1	1,032812E+3	2,308230E-1	1,032812E+3	2,412140E-1
1,034375E+3	9,970824E-1	1,034375E+3	9,965796E-1	1,034375E+3	9,968228E-1	1,034375E+3	1,718139E-1	1,034375E+3	1,746481E-1	1,034375E+3	1,750772E-1	1,034375E+3	1,038318E-1	1,034375E+3	1,036206E-1	1,034375E+3	1,032714E-1	1,034375E+3	2,168512E-1	1,034375E+3	2,157319E-1	1,034375E+3	2,006350E-1	1,034375E+3	1,406546E-1	1,034375E+3	1,425539E-1	1,034375E+3	1,356168E-1	1,034375E+3	9,144517E-1	1,034375E+3	9,154358E-1	1,034375E+3	9,181220E-1	1,034375E+3	1,265636E-1	1,034375E+3	1,311169E-1	1,034375E+3	1,251107E-1	1,034375E+3	2,387084E-1	1,034375E+3	2,300944E-1	1,034375E+3	2,442234E-1
1,035937E+3	9,972501E-1	1,035937E+3	9,965484E-1	1,035937E+3	9,970499E-1	1,035937E+3	1,745495E-1	1,035937E+3	1,716286E-1	1,035937E+3	1,724654E-1	1,035937E+3	1,048856E-1	1,035937E+3	9,957181E-2	1,035937E+3	1,007133E-1	1,035937E+3	2,164118E-1	1,035937E+3	2,171140E-1	1,035937E+3	2,037022E-1	1,035937E+3	1,376591E-1	1,035937E+3	1,390186E-1	1,035937E+3	1,380011E-1	1,035937E+3	9,080049E-1	1,035937E+3	9,103115E-1	1,035937E+3	9,129238E-1	1,035937E+3	1,243129E-1	1,035937E+3	1,273609E-1	1,035937E+3	1,226660E-1	1,035937E+3	2,408275E-1	1,035937E+3	2,318970E-1	1,035937E+3	2,446018E-1
1,037500E+3	9,973015E-1	1,037500E+3	9,955143E-1	1,037500E+3	9,971667E-1	1,037500E+3	1,697995E-1	1,037500E+3	1,717724E-1	1,037500E+3	1,741220E-1	1,037500E+3	1,011149E-1	1,037500E+3	1,020018E-1	1,037500E+3	1,012991E-1	1,037500E+3	2,256183E-1	1,037500E+3	2,227973E-1	1,037500E+3	2,048930E-1	1,037500E+3	1,372134E-1	1,037500E+3	1,425346E-1	1,037500E+3	1,333215E-1	1,037500E+3	9,037224E-1	1,037500E+3	9,052050E-1	1,037500E+3	9,089366E-1	1,037500E+3	1,253364E-1	1,037500E+3	1,282145E-1	1,037500E+3	1,215435E-1	1,037500E+3	2,435232E-1	1,037500E+3	2,380240E-1	1,037500E+3	2,489839E-1
1,039062E+3	9,969666E-1	1,039062E+3	9,942200E-1	1,039062E+3	9,971632E-1	1,039062E+3	1,711737E-1	1,039062E+3	1,733113E-1	1,039062E+3	1,727297E-1	1,039062E+3	1,046450E-1	1,039062E+3	1,015007E-1	1,039062E+3	9,911960E-2	1,039062E+3	2,246202E-1	1,039062E+3	2,211066E-1	1,039062E+3	2,101736E-1	1,039062E+3	1,372879E-1	1,039062E+3	1,390050E-1	1,039062E+3	1,323808E-1	1,039062E+3	8,984379E-1	1,039062E+3	8,994891E-1	1,039062E+3	9,039626E-1	1,039062E+3	1,211284E-1	1,039062E+3	1,261415E-1	1,039062E+3	1,188152E-1	1,039062E+3	2,400825E-1	1,039062E+3	2,376603E-1	1,039062E+3	2,527489E-1
1,040625E+3	9,963057E-1	1,040625E+3	9,931501E-1	1,040625E+3	9,965767E-1	1,040625E+3	1,733008E-1	1,040625E+3	1,775829E-1	1,040625E+3	1,737632E-1	1,040625E+3	1,045238E-1	1,040625E+3	9,667180E-2	1,040625E+3	1,022839E-1	1,040625E+3	2,259590E-1	1,040625E+3	2,243053E-1	1,040625E+3	2,091219E-1	1,040625E+3	1,380174E-1	1,040625E+3	1,365836E-1	1,040625E+3	1,348781E-1	1,040625E+3	8,926297E-1	1,040625E+3	8,941973E-1	1,040625E+3	8,971125E-1	1,040625E+3	1,155664E-1	1,040625E+3	1,243707E-1	1,040625E+3	1,158892E-1	1,040625E+3	2,435564E-1	1,040625E+3	2,384148E-1	1,040625E+3	2,537856E-1
