Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
2,006250E+3	2,615873E-2	2,006250E+3	-2,921304E-1	2,006250E+3	5,619267E-2	2,006250E+3	-3,210746E-1	2,006250E+3	2,581011E-2	2,006250E+3	-2,827257E-1	2,006250E+3	-2,805751E-1	2,006250E+3	-8,486987E-1	2,006250E+3	-2,737438E-1	2,006250E+3	-8,517780E-1	2,006250E+3	-2,732431E-1	2,006250E+3	-8,519904E-1	2,006250E+3	-4,378366E-1	2,006250E+3	-8,720717E-1	2,006250E+3	-3,202611E-1	2,006250E+3	-9,236360E-1	2,006250E+3	-3,341596E-1	2,006250E+3	-9,173151E-1	2,006250E+3	-4,703212E-1	2,006250E+3	-7,402762E-1	2,006250E+3	-4,239090E-1	2,006250E+3	-7,716955E-1	2,006250E+3	-3,341202E-1	2,006250E+3	-8,286477E-1	2,006250E+3	-3,825883E-1	2,006250E+3	-9,009201E-1	2,006250E+3	-3,531606E-1	2,006250E+3	-9,114621E-1	2,006250E+3	-2,785529E-1	2,006250E+3	-9,367241E-1	2,006250E+3	-5,725275E-2	2,006250E+3	-9,198167E-1	2,006250E+3	-9,748074E-2	2,006250E+3	-9,172963E-1	2,006250E+3	-1,805919E-2	2,006250E+3	-9,208115E-1	2,006250E+3	-2,880489E-1	2,006250E+3	-9,248395E-1	2,006250E+3	-3,972765E-1	2,006250E+3	-8,800530E-1	2,006250E+3	-3,253796E-1	2,006250E+3	-9,026199E-1	2,006250E+3	-4,159628E-1	2,006250E+3	-7,838361E-1	2,006250E+3	-3,794111E-1	2,006250E+3	-8,034091E-1	2,006250E+3	-4,087535E-1	2,006250E+3	-7,787866E-1
2,007812E+3	3,426773E-2	2,007812E+3	-2,985527E-1	2,007812E+3	6,174472E-2	2,007812E+3	-3,281861E-1	2,007812E+3	3,322230E-2	2,007812E+3	-2,882741E-1	2,007812E+3	-2,785155E-1	2,007812E+3	-8,501585E-1	2,007812E+3	-2,700804E-1	2,007812E+3	-8,518855E-1	2,007812E+3	-2,712270E-1	2,007812E+3	-8,513396E-1	2,007812E+3	-4,357270E-1	2,007812E+3	-8,713632E-1	2,007812E+3	-3,175266E-1	2,007812E+3	-9,240065E-1	2,007812E+3	-3,308028E-1	2,007812E+3	-9,180270E-1	2,007812E+3	-4,672785E-1	2,007812E+3	-7,396735E-1	2,007812E+3	-4,241879E-1	2,007812E+3	-7,692769E-1	2,007812E+3	-3,329895E-1	2,007812E+3	-8,292537E-1	2,007812E+3	-3,808558E-1	2,007812E+3	-9,010950E-1	2,007812E+3	-3,495221E-1	2,007812E+3	-9,121960E-1	2,007812E+3	-2,753315E-1	2,007812E+3	-9,372386E-1	2,007812E+3	-5,629047E-2	2,007812E+3	-9,189750E-1	2,007812E+3	-9,701060E-2	2,007812E+3	-9,174599E-1	2,007812E+3	-1,609442E-2	2,007812E+3	-9,210103E-1	2,007812E+3	-2,860618E-1	2,007812E+3	-9,274215E-1	2,007812E+3	-3,940571E-1	2,007812E+3	-8,817348E-1	2,007812E+3	-3,211778E-1	2,007812E+3	-9,052923E-1	2,007812E+3	-4,139261E-1	2,007812E+3	-7,852214E-1	2,007812E+3	-3,747842E-1	2,007812E+3	-8,056142E-1	2,007812E+3	-4,078119E-1	2,007812E+3	-7,782190E-1
2,009375E+3	4,015659E-2	2,009375E+3	-3,058233E-1	2,009375E+3	6,915508E-2	2,009375E+3	-3,356409E-1	2,009375E+3	4,266180E-2	2,009375E+3	-2,945331E-1	2,009375E+3	-2,774559E-1	2,009375E+3	-8,512303E-1	2,009375E+3	-2,696358E-1	2,009375E+3	-8,523241E-1	2,009375E+3	-2,698318E-1	2,009375E+3	-8,527328E-1	2,009375E+3	-4,313697E-1	2,009375E+3	-8,727192E-1	2,009375E+3	-3,152174E-1	2,009375E+3	-9,263880E-1	2,009375E+3	-3,290529E-1	2,009375E+3	-9,181544E-1	2,009375E+3	-4,675436E-1	2,009375E+3	-7,401080E-1	2,009375E+3	-4,206815E-1	2,009375E+3	-7,697001E-1	2,009375E+3	-3,320389E-1	2,009375E+3	-8,275390E-1	2,009375E+3	-3,762963E-1	2,009375E+3	-9,020210E-1	2,009375E+3	-3,456839E-1	2,009375E+3	-9,136303E-1	2,009375E+3	-2,737624E-1	2,009375E+3	-9,376941E-1	2,009375E+3	-5,369136E-2	2,009375E+3	-9,184211E-1	2,009375E+3	-9,501860E-2	2,009375E+3	-9,186790E-1	2,009375E+3	-1,185329E-2	2,009375E+3	-9,222627E-1	2,009375E+3	-2,816303E-1	2,009375E+3	-9,274604E-1	2,009375E+3	-3,916116E-1	2,009375E+3	-8,834082E-1	2,009375E+3	-3,186571E-1	2,009375E+3	-9,042703E-1	2,009375E+3	-4,149029E-1	2,009375E+3	-7,846297E-1	2,009375E+3	-3,744885E-1	2,009375E+3	-8,052579E-1	2,009375E+3	-4,062239E-1	2,009375E+3	-7,786827E-1
2,010937E+3	4,647952E-2	2,010937E+3	-3,100952E-1	2,010937E+3	7,534145E-2	2,010937E+3	-3,417628E-1	2,010937E+3	4,947512E-2	2,010937E+3	-2,994266E-1	2,010937E+3	-2,763771E-1	2,010937E+3	-8,507279E-1	2,010937E+3	-2,694457E-1	2,010937E+3	-8,547552E-1	2,010937E+3	-2,696813E-1	2,010937E+3	-8,523567E-1	2,010937E+3	-4,298421E-1	2,010937E+3	-8,734103E-1	2,010937E+3	-3,112238E-1	2,010937E+3	-9,267561E-1	2,010937E+3	-3,237713E-1	2,010937E+3	-9,202087E-1	2,010937E+3	-4,655596E-1	2,010937E+3	-7,403852E-1	2,010937E+3	-4,181322E-1	2,010937E+3	-7,693624E-1	2,010937E+3	-3,289936E-1	2,010937E+3	-8,277269E-1	2,010937E+3	-3,747894E-1	2,010937E+3	-9,015574E-1	2,010937E+3	-3,452715E-1	2,010937E+3	-9,126037E-1	2,010937E+3	-2,700664E-1	2,010937E+3	-9,373272E-1	2,010937E+3	-5,024847E-2	2,010937E+3	-9,202410E-1	2,010937E+3	-9,196171E-2	2,010937E+3	-9,170863E-1	2,010937E+3	-1,271248E-2	2,010937E+3	-9,229997E-1	2,010937E+3	-2,799015E-1	2,010937E+3	-9,267069E-1	2,010937E+3	-3,898038E-1	2,010937E+3	-8,838121E-1	2,010937E+3	-3,160852E-1	2,010937E+3	-9,045444E-1	2,010937E+3	-4,119106E-1	2,010937E+3	-7,855506E-1	2,010937E+3	-3,728975E-1	2,010937E+3	-8,024884E-1	2,010937E+3	-4,044515E-1	2,010937E+3	-7,769681E-1
2,012500E+3	5,378814E-2	2,012500E+3	-3,164262E-1	2,012500E+3	8,208020E-2	2,012500E+3	-3,464970E-1	2,012500E+3	5,670057E-2	2,012500E+3	-3,065138E-1	2,012500E+3	-2,743029E-1	2,012500E+3	-8,510987E-1	2,012500E+3	-2,673786E-1	2,012500E+3	-8,545784E-1	2,012500E+3	-2,671203E-1	2,012500E+3	-8,538965E-1	2,012500E+3	-4,276989E-1	2,012500E+3	-8,759089E-1	2,012500E+3	-3,094813E-1	2,012500E+3	-9,274708E-1	2,012500E+3	-3,218318E-1	2,012500E+3	-9,191605E-1	2,012500E+3	-4,632886E-1	2,012500E+3	-7,388987E-1	2,012500E+3	-4,186894E-1	2,012500E+3	-7,699200E-1	2,012500E+3	-3,263018E-1	2,012500E+3	-8,270827E-1	2,012500E+3	-3,720200E-1	2,012500E+3	-9,029114E-1	2,012500E+3	-3,421922E-1	2,012500E+3	-9,151385E-1	2,012500E+3	-2,660236E-1	2,012500E+3	-9,383574E-1	2,012500E+3	-4,712947E-2	2,012500E+3	-9,209820E-1	2,012500E+3	-8,936279E-2	2,012500E+3	-9,180192E-1	2,012500E+3	-9,812125E-3	2,012500E+3	-9,228187E-1	2,012500E+3	-2,762360E-1	2,012500E+3	-9,267588E-1	2,012500E+3	-3,842816E-1	2,012500E+3	-8,854367E-1	2,012500E+3	-3,106876E-1	2,012500E+3	-9,076695E-1	2,012500E+3	-4,118873E-1	2,012500E+3	-7,855512E-1	2,012500E+3	-3,718353E-1	2,012500E+3	-8,034875E-1	2,012500E+3	-4,034204E-1	2,012500E+3	-7,766985E-1
2,014062E+3	6,034032E-2	2,014062E+3	-3,226150E-1	2,014062E+3	8,839059E-2	2,014062E+3	-3,533942E-1	2,014062E+3	6,316481E-2	2,014062E+3	-3,116529E-1	2,014062E+3	-2,733074E-1	2,014062E+3	-8,516907E-1	2,014062E+3	-2,652998E-1	2,014062E+3	-8,550874E-1	2,014062E+3	-2,658957E-1	2,014062E+3	-8,551565E-1	2,014062E+3	-4,225840E-1	2,014062E+3	-8,776349E-1	2,014062E+3	-3,048819E-1	2,014062E+3	-9,280818E-1	2,014062E+3	-3,194849E-1	2,014062E+3	-9,206012E-1	2,014062E+3	-4,611414E-1	2,014062E+3	-7,386567E-1	2,014062E+3	-4,176946E-1	2,014062E+3	-7,688532E-1	2,014062E+3	-3,252726E-1	2,014062E+3	-8,261644E-1	2,014062E+3	-3,700423E-1	2,014062E+3	-9,042698E-1	2,014062E+3	-3,395404E-1	2,014062E+3	-9,165851E-1	2,014062E+3	-2,622637E-1	2,014062E+3	-9,400882E-1	2,014062E+3	-4,596788E-2	2,014062E+3	-9,199173E-1	2,014062E+3	-8,634599E-2	2,014062E+3	-9,197271E-1	2,014062E+3	-6,017371E-3	2,014062E+3	-9,237548E-1	2,014062E+3	-2,735050E-1	2,014062E+3	-9,281318E-1	2,014062E+3	-3,855381E-1	2,014062E+3	-8,840638E-1	2,014062E+3	-3,089425E-1	2,014062E+3	-9,067174E-1	2,014062E+3	-4,098202E-1	2,014062E+3	-7,834002E-1	2,014062E+3	-3,698649E-1	2,014062E+3	-8,044610E-1	2,014062E+3	-4,013710E-1	2,014062E+3	-7,767994E-1
2,015625E+3	6,635382E-2	2,015625E+3	-3,285071E-1	2,015625E+3	9,397450E-2	2,015625E+3	-3,601737E-1	2,015625E+3	6,975062E-2	2,015625E+3	-3,167346E-1	2,015625E+3	-2,708968E-1	2,015625E+3	-8,529873E-1	2,015625E+3	-2,650656E-1	2,015625E+3	-8,546280E-1	2,015625E+3	-2,647422E-1	2,015625E+3	-8,538930E-1	2,015625E+3	-4,205759E-1	2,015625E+3	-8,773049E-1	2,015625E+3	-3,013142E-1	2,015625E+3	-9,273969E-1	2,015625E+3	-3,155349E-1	2,015625E+3	-9,223972E-1	2,015625E+3	-4,603359E-1	2,015625E+3	-7,382850E-1	2,015625E+3	-4,140296E-1	2,015625E+3	-7,681861E-1	2,015625E+3	-3,235253E-1	2,015625E+3	-8,260034E-1	2,015625E+3	-3,670284E-1	2,015625E+3	-9,065879E-1	2,015625E+3	-3,358512E-1	2,015625E+3	-9,169300E-1	2,015625E+3	-2,597261E-1	2,015625E+3	-9,413197E-1	2,015625E+3	-4,546597E-2	2,015625E+3	-9,198318E-1	2,015625E+3	-8,531095E-2	2,015625E+3	-9,178435E-1	2,015625E+3	-5,698664E-3	2,015625E+3	-9,250759E-1	2,015625E+3	-2,711670E-1	2,015625E+3	-9,288200E-1	2,015625E+3	-3,798937E-1	2,015625E+3	-8,866605E-1	2,015625E+3	-3,084004E-1	2,015625E+3	-9,088438E-1	2,015625E+3	-4,077686E-1	2,015625E+3	-7,825233E-1	2,015625E+3	-3,689859E-1	2,015625E+3	-8,035308E-1	2,015625E+3	-4,012928E-1	2,015625E+3	-7,766202E-1
2,017187E+3	7,248316E-2	2,017187E+3	-3,341840E-1	2,017187E+3	9,934877E-2	2,017187E+3	-3,668993E-1	2,017187E+3	7,628144E-2	2,017187E+3	-3,251531E-1	2,017187E+3	-2,706854E-1	2,017187E+3	-8,513299E-1	2,017187E+3	-2,627612E-1	2,017187E+3	-8,538256E-1	2,017187E+3	-2,628406E-1	2,017187E+3	-8,545540E-1	2,017187E+3	-4,182089E-1	2,017187E+3	-8,786326E-1	2,017187E+3	-3,002134E-1	2,017187E+3	-9,288217E-1	2,017187E+3	-3,122453E-1	2,017187E+3	-9,220674E-1	2,017187E+3	-4,586277E-1	2,017187E+3	-7,380247E-1	2,017187E+3	-4,140299E-1	2,017187E+3	-7,665823E-1	2,017187E+3	-3,215717E-1	2,017187E+3	-8,252141E-1	2,017187E+3	-3,630174E-1	2,017187E+3	-9,079822E-1	2,017187E+3	-3,340922E-1	2,017187E+3	-9,163228E-1	2,017187E+3	-2,539954E-1	2,017187E+3	-9,418900E-1	2,017187E+3	-4,142920E-2	2,017187E+3	-9,212106E-1	2,017187E+3	-8,392035E-2	2,017187E+3	-9,197806E-1	2,017187E+3	-4,073398E-3	2,017187E+3	-9,235839E-1	2,017187E+3	-2,659382E-1	2,017187E+3	-9,289256E-1	2,017187E+3	-3,772338E-1	2,017187E+3	-8,886140E-1	2,017187E+3	-3,056419E-1	2,017187E+3	-9,090800E-1	2,017187E+3	-4,052516E-1	2,017187E+3	-7,831850E-1	2,017187E+3	-3,645353E-1	2,017187E+3	-8,044071E-1	2,017187E+3	-3,990873E-1	2,017187E+3	-7,761849E-1
2,018750E+3	7,900126E-2	2,018750E+3	-3,422486E-1	2,018750E+3	1,042586E-1	2,018750E+3	-3,740866E-1	2,018750E+3	8,284582E-2	2,018750E+3	-3,288691E-1	2,018750E+3	-2,676642E-1	2,018750E+3	-8,513559E-1	2,018750E+3	-2,595053E-1	2,018750E+3	-8,540717E-1	2,018750E+3	-2,613668E-1	2,018750E+3	-8,535819E-1	2,018750E+3	-4,161272E-1	2,018750E+3	-8,793337E-1	2,018750E+3	-2,963593E-1	2,018750E+3	-9,300430E-1	2,018750E+3	-3,098753E-1	2,018750E+3	-9,219150E-1	2,018750E+3	-4,585586E-1	2,018750E+3	-7,371966E-1	2,018750E+3	-4,112261E-1	2,018750E+3	-7,660858E-1	2,018750E+3	-3,199241E-1	2,018750E+3	-8,251485E-1	2,018750E+3	-3,613688E-1	2,018750E+3	-9,085907E-1	2,018750E+3	-3,306526E-1	2,018750E+3	-9,177883E-1	2,018750E+3	-2,513232E-1	2,018750E+3	-9,412297E-1	2,018750E+3	-4,005808E-2	2,018750E+3	-9,220254E-1	2,018750E+3	-8,135925E-2	2,018750E+3	-9,207172E-1	2,018750E+3	-8,886765E-4	2,018750E+3	-9,228872E-1	2,018750E+3	-2,653832E-1	2,018750E+3	-9,298217E-1	2,018750E+3	-3,748355E-1	2,018750E+3	-8,888834E-1	2,018750E+3	-3,008669E-1	2,018750E+3	-9,105501E-1	2,018750E+3	-4,056085E-1	2,018750E+3	-7,820550E-1	2,018750E+3	-3,633326E-1	2,018750E+3	-8,035057E-1	2,018750E+3	-3,961329E-1	2,018750E+3	-7,768099E-1
2,020312E+3	8,497195E-2	2,020312E+3	-3,467500E-1	2,020312E+3	1,097309E-1	2,020312E+3	-3,798363E-1	2,020312E+3	8,952160E-2	2,020312E+3	-3,349577E-1	2,020312E+3	-2,662385E-1	2,020312E+3	-8,506401E-1	2,020312E+3	-2,592711E-1	2,020312E+3	-8,536434E-1	2,020312E+3	-2,599962E-1	2,020312E+3	-8,543994E-1	2,020312E+3	-4,122198E-1	2,020312E+3	-8,803993E-1	2,020312E+3	-2,942823E-1	2,020312E+3	-9,303471E-1	2,020312E+3	-3,075111E-1	2,020312E+3	-9,244687E-1	2,020312E+3	-4,561175E-1	2,020312E+3	-7,358586E-1	2,020312E+3	-4,083229E-1	2,020312E+3	-7,654021E-1	2,020312E+3	-3,167325E-1	2,020312E+3	-8,249805E-1	2,020312E+3	-3,589078E-1	2,020312E+3	-9,095430E-1	2,020312E+3	-3,271400E-1	2,020312E+3	-9,193588E-1	2,020312E+3	-2,494785E-1	2,020312E+3	-9,411108E-1	2,020312E+3	-3,618477E-2	2,020312E+3	-9,227960E-1	2,020312E+3	-7,828608E-2	2,020312E+3	-9,206721E-1	2,020312E+3	1,672547E-3	2,020312E+3	-9,232296E-1	2,020312E+3	-2,609019E-1	2,020312E+3	-9,306768E-1	2,020312E+3	-3,735942E-1	2,020312E+3	-8,888889E-1	2,020312E+3	-2,980788E-1	2,020312E+3	-9,096905E-1	2,020312E+3	-4,030723E-1	2,020312E+3	-7,835153E-1	2,020312E+3	-3,625052E-1	2,020312E+3	-8,018718E-1	2,020312E+3	-3,953743E-1	2,020312E+3	-7,735806E-1
2,021875E+3	9,159541E-2	2,021875E+3	-3,536791E-1	2,021875E+3	1,148323E-1	2,021875E+3	-3,858373E-1	2,021875E+3	9,684174E-2	2,021875E+3	-3,420101E-1	2,021875E+3	-2,653451E-1	2,021875E+3	-8,518490E-1	2,021875E+3	-2,575156E-1	2,021875E+3	-8,532741E-1	2,021875E+3	-2,584923E-1	2,021875E+3	-8,532915E-1	2,021875E+3	-4,113175E-1	2,021875E+3	-8,810729E-1	2,021875E+3	-2,894994E-1	2,021875E+3	-9,318930E-1	2,021875E+3	-3,027777E-1	2,021875E+3	-9,237377E-1	2,021875E+3	-4,540076E-1	2,021875E+3	-7,349247E-1	2,021875E+3	-4,067869E-1	2,021875E+3	-7,643241E-1	2,021875E+3	-3,162137E-1	2,021875E+3	-8,235739E-1	2,021875E+3	-3,556206E-1	2,021875E+3	-9,098928E-1	2,021875E+3	-3,229743E-1	2,021875E+3	-9,193912E-1	2,021875E+3	-2,451758E-1	2,021875E+3	-9,420028E-1	2,021875E+3	-3,633671E-2	2,021875E+3	-9,218094E-1	2,021875E+3	-7,628786E-2	2,021875E+3	-9,200731E-1	2,021875E+3	5,448976E-3	2,021875E+3	-9,234905E-1	2,021875E+3	-2,597538E-1	2,021875E+3	-9,303752E-1	2,021875E+3	-3,673120E-1	2,021875E+3	-8,900041E-1	2,021875E+3	-2,955509E-1	2,021875E+3	-9,111644E-1	2,021875E+3	-4,003066E-1	2,021875E+3	-7,817952E-1	2,021875E+3	-3,602157E-1	2,021875E+3	-8,008649E-1	2,021875E+3	-3,914161E-1	2,021875E+3	-7,732122E-1
2,023437E+3	9,706921E-2	2,023437E+3	-3,605417E-1	2,023437E+3	1,192681E-1	2,023437E+3	-3,919258E-1	2,023437E+3	1,029430E-1	2,023437E+3	-3,474679E-1	2,023437E+3	-2,645757E-1	2,023437E+3	-8,526902E-1	2,023437E+3	-2,554773E-1	2,023437E+3	-8,523479E-1	2,023437E+3	-2,581973E-1	2,023437E+3	-8,541281E-1	2,023437E+3	-4,075183E-1	2,023437E+3	-8,824743E-1	2,023437E+3	-2,877304E-1	2,023437E+3	-9,318056E-1	2,023437E+3	-3,015517E-1	2,023437E+3	-9,250270E-1	2,023437E+3	-4,517071E-1	2,023437E+3	-7,334263E-1	2,023437E+3	-4,057824E-1	2,023437E+3	-7,634345E-1	2,023437E+3	-3,141692E-1	2,023437E+3	-8,223778E-1	2,023437E+3	-3,529483E-1	2,023437E+3	-9,096407E-1	2,023437E+3	-3,216796E-1	2,023437E+3	-9,188054E-1	2,023437E+3	-2,420311E-1	2,023437E+3	-9,432777E-1	2,023437E+3	-3,310420E-2	2,023437E+3	-9,221561E-1	2,023437E+3	-7,472662E-2	2,023437E+3	-9,190151E-1	2,023437E+3	6,124538E-3	2,023437E+3	-9,233866E-1	2,023437E+3	-2,547855E-1	2,023437E+3	-9,316251E-1	2,023437E+3	-3,664592E-1	2,023437E+3	-8,914425E-1	2,023437E+3	-2,915260E-1	2,023437E+3	-9,122630E-1	2,023437E+3	-3,995157E-1	2,023437E+3	-7,813741E-1	2,023437E+3	-3,592240E-1	2,023437E+3	-8,009961E-1	2,023437E+3	-3,906698E-1	2,023437E+3	-7,728479E-1
2,025000E+3	1,023100E-1	2,025000E+3	-3,654068E-1	2,025000E+3	1,238748E-1	2,025000E+3	-3,993551E-1	2,025000E+3	1,091958E-1	2,025000E+3	-3,534873E-1	2,025000E+3	-2,626805E-1	2,025000E+3	-8,517955E-1	2,025000E+3	-2,554639E-1	2,025000E+3	-8,530625E-1	2,025000E+3	-2,557245E-1	2,025000E+3	-8,554188E-1	2,025000E+3	-4,045321E-1	2,025000E+3	-8,830720E-1	2,025000E+3	-2,855619E-1	2,025000E+3	-9,336865E-1	2,025000E+3	-2,970092E-1	2,025000E+3	-9,261697E-1	2,025000E+3	-4,503837E-1	2,025000E+3	-7,324299E-1	2,025000E+3	-4,051890E-1	2,025000E+3	-7,637395E-1	2,025000E+3	-3,120710E-1	2,025000E+3	-8,231278E-1	2,025000E+3	-3,503317E-1	2,025000E+3	-9,112837E-1	2,025000E+3	-3,189056E-1	2,025000E+3	-9,224512E-1	2,025000E+3	-2,396402E-1	2,025000E+3	-9,464026E-1	2,025000E+3	-2,851174E-2	2,025000E+3	-9,231265E-1	2,025000E+3	-7,264495E-2	2,025000E+3	-9,213469E-1	2,025000E+3	6,303882E-3	2,025000E+3	-9,236044E-1	2,025000E+3	-2,510996E-1	2,025000E+3	-9,321022E-1	2,025000E+3	-3,645267E-1	2,025000E+3	-8,920116E-1	2,025000E+3	-2,913386E-1	2,025000E+3	-9,145734E-1	2,025000E+3	-3,997709E-1	2,025000E+3	-7,799028E-1	2,025000E+3	-3,556169E-1	2,025000E+3	-8,016650E-1	2,025000E+3	-3,904194E-1	2,025000E+3	-7,722949E-1
2,026562E+3	1,082830E-1	2,026562E+3	-3,732984E-1	2,026562E+3	1,292353E-1	2,026562E+3	-4,054872E-1	2,026562E+3	1,152945E-1	2,026562E+3	-3,593230E-1	2,026562E+3	-2,600630E-1	2,026562E+3	-8,539899E-1	2,026562E+3	-2,528444E-1	2,026562E+3	-8,544021E-1	2,026562E+3	-2,553197E-1	2,026562E+3	-8,553811E-1	2,026562E+3	-4,028676E-1	2,026562E+3	-8,844943E-1	2,026562E+3	-2,816385E-1	2,026562E+3	-9,328759E-1	2,026562E+3	-2,942674E-1	2,026562E+3	-9,269397E-1	2,026562E+3	-4,500277E-1	2,026562E+3	-7,314803E-1	2,026562E+3	-4,034911E-1	2,026562E+3	-7,625706E-1	2,026562E+3	-3,099256E-1	2,026562E+3	-8,242245E-1	2,026562E+3	-3,475704E-1	2,026562E+3	-9,125918E-1	2,026562E+3	-3,156653E-1	2,026562E+3	-9,233786E-1	2,026562E+3	-2,375017E-1	2,026562E+3	-9,450143E-1	2,026562E+3	-2,888013E-2	2,026562E+3	-9,227955E-1	2,026562E+3	-6,774426E-2	2,026562E+3	-9,220138E-1	2,026562E+3	1,186840E-2	2,026562E+3	-9,239023E-1	2,026562E+3	-2,501998E-1	2,026562E+3	-9,333418E-1	2,026562E+3	-3,614670E-1	2,026562E+3	-8,939306E-1	2,026562E+3	-2,868423E-1	2,026562E+3	-9,148847E-1	2,026562E+3	-3,966816E-1	2,026562E+3	-7,785232E-1	2,026562E+3	-3,562673E-1	2,026562E+3	-8,008009E-1	2,026562E+3	-3,891231E-1	2,026562E+3	-7,684212E-1
2,028125E+3	1,145523E-1	2,028125E+3	-3,782566E-1	2,028125E+3	1,319940E-1	2,028125E+3	-4,121870E-1	2,028125E+3	1,207749E-1	2,028125E+3	-3,646698E-1	2,028125E+3	-2,589131E-1	2,028125E+3	-8,543835E-1	2,028125E+3	-2,525107E-1	2,028125E+3	-8,542217E-1	2,028125E+3	-2,517302E-1	2,028125E+3	-8,545707E-1	2,028125E+3	-3,988032E-1	2,028125E+3	-8,847219E-1	2,028125E+3	-2,778312E-1	2,028125E+3	-9,339754E-1	2,028125E+3	-2,917752E-1	2,028125E+3	-9,281950E-1	2,028125E+3	-4,481578E-1	2,028125E+3	-7,303256E-1	2,028125E+3	-3,998205E-1	2,028125E+3	-7,614944E-1	2,028125E+3	-3,076246E-1	2,028125E+3	-8,227289E-1	2,028125E+3	-3,447503E-1	2,028125E+3	-9,146584E-1	2,028125E+3	-3,118656E-1	2,028125E+3	-9,238428E-1	2,028125E+3	-2,347303E-1	2,028125E+3	-9,449005E-1	2,028125E+3	-2,653578E-2	2,028125E+3	-9,218167E-1	2,028125E+3	-6,900985E-2	2,028125E+3	-9,210523E-1	2,028125E+3	1,285087E-2	2,028125E+3	-9,253468E-1	2,028125E+3	-2,464536E-1	2,028125E+3	-9,333525E-1	2,028125E+3	-3,579283E-1	2,028125E+3	-8,950368E-1	2,028125E+3	-2,828683E-1	2,028125E+3	-9,141057E-1	2,028125E+3	-3,960377E-1	2,028125E+3	-7,781035E-1	2,028125E+3	-3,550362E-1	2,028125E+3	-7,991297E-1	2,028125E+3	-3,869204E-1	2,028125E+3	-7,695794E-1
