Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 14 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 15 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 16 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 17 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 18 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 19 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 20 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 21 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 22 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 23 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 24 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
2,906250E+2	2,637435E-1	2,906250E+2	-6,894454E-1	2,906250E+2	2,573656E-1	2,906250E+2	-6,874390E-1	2,906250E+2	2,729574E-1	2,906250E+2	-6,911255E-1	2,906250E+2	4,665030E-1	2,906250E+2	-7,799884E-1	2,906250E+2	4,688608E-1	2,906250E+2	-7,799210E-1	2,906250E+2	4,682257E-1	2,906250E+2	-7,806286E-1	2,906250E+2	2,574564E-1	2,906250E+2	1,367162E-1	2,906250E+2	2,552320E-1	2,906250E+2	1,571147E-1	2,906250E+2	2,594710E-1	2,906250E+2	1,570448E-1	2,906250E+2	1,986825E-1	2,906250E+2	-6,746389E-1	2,906250E+2	1,863830E-1	2,906250E+2	-6,867065E-1	2,906250E+2	2,174829E-1	2,906250E+2	-6,822463E-1	2,906250E+2	4,102223E-1	2,906250E+2	1,891593E-1	2,906250E+2	4,112598E-1	2,906250E+2	1,948762E-1	2,906250E+2	4,089881E-1	2,906250E+2	1,832140E-1	2,906250E+2	1,299233E-1	2,906250E+2	-3,092923E-1	2,906250E+2	1,165584E-1	2,906250E+2	-3,208161E-1	2,906250E+2	1,338594E-1	2,906250E+2	-3,199381E-1	2,906250E+2	1,237558E-1	2,906250E+2	4,929570E-2	2,906250E+2	1,186223E-1	2,906250E+2	4,588931E-2	2,906250E+2	1,273809E-1	2,906250E+2	1,042762E-1	2,906250E+2	5,104447E-1	2,906250E+2	-7,606332E-1	2,906250E+2	5,170287E-1	2,906250E+2	-7,537145E-1	2,906250E+2	5,013074E-1	2,906250E+2	-7,607218E-1
2,921875E+2	2,510339E-1	2,921875E+2	-6,871944E-1	2,921875E+2	2,479563E-1	2,921875E+2	-6,841098E-1	2,921875E+2	2,594914E-1	2,921875E+2	-6,859119E-1	2,921875E+2	4,597479E-1	2,921875E+2	-7,816373E-1	2,921875E+2	4,611092E-1	2,921875E+2	-7,840434E-1	2,921875E+2	4,607796E-1	2,921875E+2	-7,812988E-1	2,921875E+2	2,697763E-1	2,921875E+2	1,476611E-1	2,921875E+2	2,672976E-1	2,921875E+2	1,644183E-1	2,921875E+2	2,713759E-1	2,921875E+2	1,649131E-1	2,921875E+2	1,821450E-1	2,921875E+2	-6,691027E-1	2,921875E+2	1,732265E-1	2,921875E+2	-6,814534E-1	2,921875E+2	2,020112E-1	2,921875E+2	-6,765725E-1	2,921875E+2	4,201798E-1	2,921875E+2	1,948176E-1	2,921875E+2	4,244315E-1	2,921875E+2	1,959157E-1	2,921875E+2	4,223374E-1	2,921875E+2	1,889880E-1	2,921875E+2	1,258400E-1	2,921875E+2	-2,914289E-1	2,921875E+2	1,166784E-1	2,921875E+2	-3,014494E-1	2,921875E+2	1,266470E-1	2,921875E+2	-3,025385E-1	2,921875E+2	1,362123E-1	2,921875E+2	6,373353E-2	2,921875E+2	1,275188E-1	2,921875E+2	6,365386E-2	2,921875E+2	1,377257E-1	2,921875E+2	1,178719E-1	2,921875E+2	4,989777E-1	2,921875E+2	-7,627601E-1	2,921875E+2	5,097980E-1	2,921875E+2	-7,558368E-1	2,921875E+2	4,952789E-1	2,921875E+2	-7,630058E-1
2,937500E+2	2,395101E-1	2,937500E+2	-6,835035E-1	2,937500E+2	2,348025E-1	2,937500E+2	-6,802601E-1	2,937500E+2	2,463923E-1	2,937500E+2	-6,833296E-1	2,937500E+2	4,511331E-1	2,937500E+2	-7,833258E-1	2,937500E+2	4,507134E-1	2,937500E+2	-7,862364E-1	2,937500E+2	4,527057E-1	2,937500E+2	-7,862095E-1	2,937500E+2	2,843134E-1	2,937500E+2	1,588760E-1	2,937500E+2	2,792332E-1	2,937500E+2	1,766709E-1	2,937500E+2	2,824169E-1	2,937500E+2	1,749791E-1	2,937500E+2	1,685137E-1	2,937500E+2	-6,640585E-1	2,937500E+2	1,575257E-1	2,937500E+2	-6,772977E-1	2,937500E+2	1,887906E-1	2,937500E+2	-6,742407E-1	2,937500E+2	4,321432E-1	2,937500E+2	1,975916E-1	2,937500E+2	4,359782E-1	2,937500E+2	1,989505E-1	2,937500E+2	4,343038E-1	2,937500E+2	1,938246E-1	2,937500E+2	1,216894E-1	2,937500E+2	-2,755554E-1	2,937500E+2	1,140221E-1	2,937500E+2	-2,849749E-1	2,937500E+2	1,250873E-1	2,937500E+2	-2,866127E-1	2,937500E+2	1,482489E-1	2,937500E+2	8,032848E-2	2,937500E+2	1,438324E-1	2,937500E+2	7,762101E-2	2,937500E+2	1,445114E-1	2,937500E+2	1,302314E-1	2,937500E+2	4,909193E-1	2,937500E+2	-7,627980E-1	2,937500E+2	5,005533E-1	2,937500E+2	-7,610135E-1	2,937500E+2	4,841984E-1	2,937500E+2	-7,680579E-1
2,953125E+2	2,293091E-1	2,953125E+2	-6,818090E-1	2,953125E+2	2,216840E-1	2,953125E+2	-6,740965E-1	2,953125E+2	2,407057E-1	2,953125E+2	-6,761392E-1	2,953125E+2	4,415411E-1	2,953125E+2	-7,881906E-1	2,953125E+2	4,440500E-1	2,953125E+2	-7,890279E-1	2,953125E+2	4,417074E-1	2,953125E+2	-7,892633E-1	2,953125E+2	2,933564E-1	2,953125E+2	1,650591E-1	2,953125E+2	2,887516E-1	2,953125E+2	1,828256E-1	2,953125E+2	2,958369E-1	2,953125E+2	1,786010E-1	2,953125E+2	1,580442E-1	2,953125E+2	-6,600725E-1	2,953125E+2	1,485360E-1	2,953125E+2	-6,711723E-1	2,953125E+2	1,733442E-1	2,953125E+2	-6,702797E-1	2,953125E+2	4,452566E-1	2,953125E+2	1,985492E-1	2,953125E+2	4,423044E-1	2,953125E+2	1,998054E-1	2,953125E+2	4,445689E-1	2,953125E+2	1,943334E-1	2,953125E+2	1,226615E-1	2,953125E+2	-2,582842E-1	2,953125E+2	1,118757E-1	2,953125E+2	-2,676270E-1	2,953125E+2	1,267436E-1	2,953125E+2	-2,684667E-1	2,953125E+2	1,546690E-1	2,953125E+2	8,903421E-2	2,953125E+2	1,550946E-1	2,953125E+2	8,911482E-2	2,953125E+2	1,512366E-1	2,953125E+2	1,426736E-1	2,953125E+2	4,825099E-1	2,953125E+2	-7,692901E-1	2,953125E+2	4,932800E-1	2,953125E+2	-7,637830E-1	2,953125E+2	4,766026E-1	2,953125E+2	-7,699152E-1
2,968750E+2	2,162573E-1	2,968750E+2	-6,744536E-1	2,968750E+2	2,131893E-1	2,968750E+2	-6,696782E-1	2,968750E+2	2,218842E-1	2,968750E+2	-6,724692E-1	2,968750E+2	4,352372E-1	2,968750E+2	-7,920320E-1	2,968750E+2	4,333437E-1	2,968750E+2	-7,916842E-1	2,968750E+2	4,357034E-1	2,968750E+2	-7,898260E-1	2,968750E+2	3,089306E-1	2,968750E+2	1,729241E-1	2,968750E+2	3,024746E-1	2,968750E+2	1,909422E-1	2,968750E+2	3,093301E-1	2,968750E+2	1,850908E-1	2,968750E+2	1,426932E-1	2,968750E+2	-6,511146E-1	2,968750E+2	1,343482E-1	2,968750E+2	-6,642520E-1	2,968750E+2	1,625051E-1	2,968750E+2	-6,617762E-1	2,968750E+2	4,574114E-1	2,968750E+2	2,038505E-1	2,968750E+2	4,542848E-1	2,968750E+2	2,050740E-1	2,968750E+2	4,574347E-1	2,968750E+2	1,979617E-1	2,968750E+2	1,213405E-1	2,968750E+2	-2,409666E-1	2,968750E+2	1,132908E-1	2,968750E+2	-2,500230E-1	2,968750E+2	1,288232E-1	2,968750E+2	-2,549403E-1	2,968750E+2	1,677330E-1	2,968750E+2	1,047454E-1	2,968750E+2	1,635532E-1	2,968750E+2	1,035197E-1	2,968750E+2	1,605711E-1	2,968750E+2	1,561853E-1	2,968750E+2	4,806038E-1	2,968750E+2	-7,704778E-1	2,968750E+2	4,873384E-1	2,968750E+2	-7,670529E-1	2,968750E+2	4,705208E-1	2,968750E+2	-7,713604E-1
2,984375E+2	2,035836E-1	2,984375E+2	-6,694357E-1	2,984375E+2	1,964604E-1	2,984375E+2	-6,641812E-1	2,984375E+2	2,120232E-1	2,984375E+2	-6,690520E-1	2,984375E+2	4,273303E-1	2,984375E+2	-7,961494E-1	2,984375E+2	4,279943E-1	2,984375E+2	-7,939596E-1	2,984375E+2	4,276098E-1	2,984375E+2	-7,924535E-1	2,984375E+2	3,239229E-1	2,984375E+2	1,805261E-1	2,984375E+2	3,156039E-1	2,984375E+2	2,000344E-1	2,984375E+2	3,233729E-1	2,984375E+2	1,926255E-1	2,984375E+2	1,269514E-1	2,984375E+2	-6,459957E-1	2,984375E+2	1,197885E-1	2,984375E+2	-6,598484E-1	2,984375E+2	1,501804E-1	2,984375E+2	-6,569498E-1	2,984375E+2	4,684599E-1	2,984375E+2	2,032715E-1	2,984375E+2	4,662468E-1	2,984375E+2	2,070920E-1	2,984375E+2	4,697190E-1	2,984375E+2	1,969902E-1	2,984375E+2	1,203419E-1	2,984375E+2	-2,240347E-1	2,984375E+2	1,153855E-1	2,984375E+2	-2,315776E-1	2,984375E+2	1,234584E-1	2,984375E+2	-2,373039E-1	2,984375E+2	1,761415E-1	2,984375E+2	1,187756E-1	2,984375E+2	1,747811E-1	2,984375E+2	1,207297E-1	2,984375E+2	1,741199E-1	2,984375E+2	1,696905E-1	2,984375E+2	4,716466E-1	2,984375E+2	-7,741945E-1	2,984375E+2	4,794328E-1	2,984375E+2	-7,689969E-1	2,984375E+2	4,639170E-1	2,984375E+2	-7,767088E-1
3,000000E+2	1,936957E-1	3,000000E+2	-6,627073E-1	3,000000E+2	1,881569E-1	3,000000E+2	-6,612505E-1	3,000000E+2	2,001068E-1	3,000000E+2	-6,626843E-1	3,000000E+2	4,198460E-1	3,000000E+2	-7,959647E-1	3,000000E+2	4,185030E-1	3,000000E+2	-7,989772E-1	3,000000E+2	4,209768E-1	3,000000E+2	-7,963904E-1	3,000000E+2	3,371290E-1	3,000000E+2	1,860062E-1	3,000000E+2	3,310374E-1	3,000000E+2	2,071651E-1	3,000000E+2	3,336592E-1	3,000000E+2	2,020053E-1	3,000000E+2	1,171967E-1	3,000000E+2	-6,405645E-1	3,000000E+2	1,073441E-1	3,000000E+2	-6,541321E-1	3,000000E+2	1,361497E-1	3,000000E+2	-6,488515E-1	3,000000E+2	4,800928E-1	3,000000E+2	2,038902E-1	3,000000E+2	4,779521E-1	3,000000E+2	2,083857E-1	3,000000E+2	4,803701E-1	3,000000E+2	2,011612E-1	3,000000E+2	1,240904E-1	3,000000E+2	-2,039652E-1	3,000000E+2	1,173647E-1	3,000000E+2	-2,137291E-1	3,000000E+2	1,262428E-1	3,000000E+2	-2,188623E-1	3,000000E+2	1,811036E-1	3,000000E+2	1,294424E-1	3,000000E+2	1,854342E-1	3,000000E+2	1,307452E-1	3,000000E+2	1,832150E-1	3,000000E+2	1,773958E-1	3,000000E+2	4,616256E-1	3,000000E+2	-7,734815E-1	3,000000E+2	4,704626E-1	3,000000E+2	-7,699325E-1	3,000000E+2	4,548472E-1	3,000000E+2	-7,761059E-1
3,015625E+2	1,823985E-1	3,015625E+2	-6,582611E-1	3,015625E+2	1,740453E-1	3,015625E+2	-6,560426E-1	3,015625E+2	1,885503E-1	3,015625E+2	-6,571706E-1	3,015625E+2	4,118417E-1	3,015625E+2	-7,961215E-1	3,015625E+2	4,107146E-1	3,015625E+2	-7,970811E-1	3,015625E+2	4,114370E-1	3,015625E+2	-7,997325E-1	3,015625E+2	3,478976E-1	3,015625E+2	1,911804E-1	3,015625E+2	3,434955E-1	3,015625E+2	2,138304E-1	3,015625E+2	3,471457E-1	3,015625E+2	2,061425E-1	3,015625E+2	9,998974E-2	3,015625E+2	-6,339435E-1	3,015625E+2	8,971159E-2	3,015625E+2	-6,456059E-1	3,015625E+2	1,228425E-1	3,015625E+2	-6,420509E-1	3,015625E+2	4,876759E-1	3,015625E+2	2,087561E-1	3,015625E+2	4,866107E-1	3,015625E+2	2,077406E-1	3,015625E+2	4,918911E-1	3,015625E+2	2,052726E-1	3,015625E+2	1,267169E-1	3,015625E+2	-1,886194E-1	3,015625E+2	1,188837E-1	3,015625E+2	-1,981516E-1	3,015625E+2	1,266371E-1	3,015625E+2	-2,020139E-1	3,015625E+2	1,942088E-1	3,015625E+2	1,375082E-1	3,015625E+2	1,969787E-1	3,015625E+2	1,396903E-1	3,015625E+2	1,941620E-1	3,015625E+2	1,918279E-1	3,015625E+2	4,532584E-1	3,015625E+2	-7,778331E-1	3,015625E+2	4,633049E-1	3,015625E+2	-7,718175E-1	3,015625E+2	4,443547E-1	3,015625E+2	-7,786531E-1
3,031250E+2	1,661713E-1	3,031250E+2	-6,549745E-1	3,031250E+2	1,648104E-1	3,031250E+2	-6,496474E-1	3,031250E+2	1,759560E-1	3,031250E+2	-6,525859E-1	3,031250E+2	4,023631E-1	3,031250E+2	-8,000991E-1	3,031250E+2	4,047508E-1	3,031250E+2	-8,017078E-1	3,031250E+2	4,041953E-1	3,031250E+2	-8,010874E-1	3,031250E+2	3,567899E-1	3,031250E+2	1,964883E-1	3,031250E+2	3,571340E-1	3,031250E+2	2,172449E-1	3,031250E+2	3,600231E-1	3,031250E+2	2,123245E-1	3,031250E+2	8,877564E-2	3,031250E+2	-6,286957E-1	3,031250E+2	8,091494E-2	3,031250E+2	-6,383095E-1	3,031250E+2	1,106996E-1	3,031250E+2	-6,394527E-1	3,031250E+2	4,988321E-1	3,031250E+2	2,079666E-1	3,031250E+2	5,006127E-1	3,031250E+2	2,109683E-1	3,031250E+2	4,992653E-1	3,031250E+2	2,033099E-1	3,031250E+2	1,297681E-1	3,031250E+2	-1,760114E-1	3,031250E+2	1,211633E-1	3,031250E+2	-1,833821E-1	3,031250E+2	1,297202E-1	3,031250E+2	-1,835624E-1	3,031250E+2	2,100943E-1	3,031250E+2	1,472502E-1	3,031250E+2	2,112040E-1	3,031250E+2	1,470867E-1	3,031250E+2	2,083508E-1	3,031250E+2	2,042628E-1	3,031250E+2	4,430570E-1	3,031250E+2	-7,823008E-1	3,031250E+2	4,573350E-1	3,031250E+2	-7,781579E-1	3,031250E+2	4,369918E-1	3,031250E+2	-7,818505E-1
3,046875E+2	1,537935E-1	3,046875E+2	-6,445218E-1	3,046875E+2	1,542713E-1	3,046875E+2	-6,391185E-1	3,046875E+2	1,612362E-1	3,046875E+2	-6,436857E-1	3,046875E+2	3,907695E-1	3,046875E+2	-8,010570E-1	3,046875E+2	3,904983E-1	3,046875E+2	-8,018844E-1	3,046875E+2	3,936501E-1	3,046875E+2	-8,006423E-1	3,046875E+2	3,743069E-1	3,046875E+2	1,988020E-1	3,046875E+2	3,682105E-1	3,046875E+2	2,194334E-1	3,046875E+2	3,771081E-1	3,046875E+2	2,157985E-1	3,046875E+2	6,973500E-2	3,046875E+2	-6,183393E-1	3,046875E+2	6,638874E-2	3,046875E+2	-6,280096E-1	3,046875E+2	9,041018E-2	3,046875E+2	-6,283588E-1	3,046875E+2	5,094851E-1	3,046875E+2	2,068964E-1	3,046875E+2	5,112900E-1	3,046875E+2	2,131331E-1	3,046875E+2	5,113025E-1	3,046875E+2	2,041983E-1	3,046875E+2	1,350337E-1	3,046875E+2	-1,548802E-1	3,046875E+2	1,273483E-1	3,046875E+2	-1,645130E-1	3,046875E+2	1,347894E-1	3,046875E+2	-1,665874E-1	3,046875E+2	2,168514E-1	3,046875E+2	1,616553E-1	3,046875E+2	2,201457E-1	3,046875E+2	1,592917E-1	3,046875E+2	2,174601E-1	3,046875E+2	2,180908E-1	3,046875E+2	4,355169E-1	3,046875E+2	-7,843735E-1	3,046875E+2	4,445065E-1	3,046875E+2	-7,782696E-1	3,046875E+2	4,290338E-1	3,046875E+2	-7,832397E-1
3,062500E+2	1,434510E-1	3,062500E+2	-6,387026E-1	3,062500E+2	1,416565E-1	3,062500E+2	-6,332416E-1	3,062500E+2	1,527835E-1	3,062500E+2	-6,388676E-1	3,062500E+2	3,827168E-1	3,062500E+2	-7,996355E-1	3,062500E+2	3,868410E-1	3,062500E+2	-8,055290E-1	3,062500E+2	3,856585E-1	3,062500E+2	-8,050458E-1	3,062500E+2	3,852953E-1	3,062500E+2	2,031363E-1	3,062500E+2	3,830336E-1	3,062500E+2	2,245811E-1	3,062500E+2	3,840023E-1	3,062500E+2	2,204156E-1	3,062500E+2	6,160535E-2	3,062500E+2	-6,108324E-1	3,062500E+2	5,078956E-2	3,062500E+2	-6,192964E-1	3,062500E+2	7,838448E-2	3,062500E+2	-6,217970E-1	3,062500E+2	5,197814E-1	3,062500E+2	2,102406E-1	3,062500E+2	5,187314E-1	3,062500E+2	2,123861E-1	3,062500E+2	5,194100E-1	3,062500E+2	2,049678E-1	3,062500E+2	1,407274E-1	3,062500E+2	-1,405868E-1	3,062500E+2	1,327558E-1	3,062500E+2	-1,474279E-1	3,062500E+2	1,405633E-1	3,062500E+2	-1,536531E-1	3,062500E+2	2,264610E-1	3,062500E+2	1,730078E-1	3,062500E+2	2,340722E-1	3,062500E+2	1,671858E-1	3,062500E+2	2,267280E-1	3,062500E+2	2,245987E-1	3,062500E+2	4,271352E-1	3,062500E+2	-7,846364E-1	3,062500E+2	4,387524E-1	3,062500E+2	-7,817222E-1	3,062500E+2	4,177407E-1	3,062500E+2	-7,875648E-1
3,078125E+2	1,344778E-1	3,078125E+2	-6,309529E-1	3,078125E+2	1,273067E-1	3,078125E+2	-6,239420E-1	3,078125E+2	1,403817E-1	3,078125E+2	-6,338847E-1	3,078125E+2	3,770242E-1	3,078125E+2	-8,043218E-1	3,078125E+2	3,756371E-1	3,078125E+2	-8,064961E-1	3,078125E+2	3,775707E-1	3,078125E+2	-8,063732E-1	3,078125E+2	3,983440E-1	3,078125E+2	2,058313E-1	3,078125E+2	3,931996E-1	3,078125E+2	2,271161E-1	3,078125E+2	3,978121E-1	3,078125E+2	2,237334E-1	3,078125E+2	4,851721E-2	3,078125E+2	-6,023601E-1	3,078125E+2	3,877613E-2	3,078125E+2	-6,105236E-1	3,078125E+2	6,876253E-2	3,078125E+2	-6,128962E-1	3,078125E+2	5,323761E-1	3,078125E+2	2,103127E-1	3,078125E+2	5,297234E-1	3,078125E+2	2,094270E-1	3,078125E+2	5,340451E-1	3,078125E+2	2,041985E-1	3,078125E+2	1,470764E-1	3,078125E+2	-1,260897E-1	3,078125E+2	1,379292E-1	3,078125E+2	-1,319678E-1	3,078125E+2	1,477109E-1	3,078125E+2	-1,348121E-1	3,078125E+2	2,427641E-1	3,078125E+2	1,810538E-1	3,078125E+2	2,449503E-1	3,078125E+2	1,756335E-1	3,078125E+2	2,388624E-1	3,078125E+2	2,311994E-1	3,078125E+2	4,192913E-1	3,078125E+2	-7,877495E-1	3,078125E+2	4,312947E-1	3,078125E+2	-7,838012E-1	3,078125E+2	4,128867E-1	3,078125E+2	-7,896205E-1
3,093750E+2	1,186657E-1	3,093750E+2	-6,226652E-1	3,093750E+2	1,171346E-1	3,093750E+2	-6,159217E-1	3,093750E+2	1,290163E-1	3,093750E+2	-6,261442E-1	3,093750E+2	3,677200E-1	3,093750E+2	-8,075328E-1	3,093750E+2	3,669977E-1	3,093750E+2	-8,080140E-1	3,093750E+2	3,688719E-1	3,093750E+2	-8,081041E-1	3,093750E+2	4,102740E-1	3,093750E+2	2,095121E-1	3,093750E+2	4,040409E-1	3,093750E+2	2,309797E-1	3,093750E+2	4,071400E-1	3,093750E+2	2,248785E-1	3,093750E+2	3,219983E-2	3,093750E+2	-5,909312E-1	3,093750E+2	2,564177E-2	3,093750E+2	-5,996093E-1	3,093750E+2	5,379221E-2	3,093750E+2	-6,049829E-1	3,093750E+2	5,403618E-1	3,093750E+2	2,097557E-1	3,093750E+2	5,377950E-1	3,093750E+2	2,103595E-1	3,093750E+2	5,450027E-1	3,093750E+2	2,037846E-1	3,093750E+2	1,479553E-1	3,093750E+2	-1,109243E-1	3,093750E+2	1,452172E-1	3,093750E+2	-1,154466E-1	3,093750E+2	1,518131E-1	3,093750E+2	-1,182661E-1	3,093750E+2	2,548131E-1	3,093750E+2	1,875837E-1	3,093750E+2	2,570142E-1	3,093750E+2	1,839193E-1	3,093750E+2	2,487176E-1	3,093750E+2	2,397713E-1	3,093750E+2	4,087664E-1	3,093750E+2	-7,888857E-1	3,093750E+2	4,187587E-1	3,093750E+2	-7,869610E-1	3,093750E+2	4,022380E-1	3,093750E+2	-7,908584E-1
3,109375E+2	1,070571E-1	3,109375E+2	-6,148997E-1	3,109375E+2	1,026937E-1	3,109375E+2	-6,102472E-1	3,109375E+2	1,158644E-1	3,109375E+2	-6,149952E-1	3,109375E+2	3,561961E-1	3,109375E+2	-8,117989E-1	3,109375E+2	3,566470E-1	3,109375E+2	-8,103696E-1	3,109375E+2	3,574732E-1	3,109375E+2	-8,108150E-1	3,109375E+2	4,225995E-1	3,109375E+2	2,121155E-1	3,109375E+2	4,139245E-1	3,109375E+2	2,310515E-1	3,109375E+2	4,230575E-1	3,109375E+2	2,283965E-1	3,109375E+2	1,692466E-2	3,109375E+2	-5,811329E-1	3,109375E+2	1,282967E-2	3,109375E+2	-5,880263E-1	3,109375E+2	4,268551E-2	3,109375E+2	-5,952261E-1	3,109375E+2	5,489370E-1	3,109375E+2	2,061769E-1	3,109375E+2	5,517321E-1	3,109375E+2	2,083785E-1	3,109375E+2	5,527238E-1	3,109375E+2	2,066507E-1	3,109375E+2	1,563031E-1	3,109375E+2	-9,482413E-2	3,109375E+2	1,515684E-1	3,109375E+2	-9,979469E-2	3,109375E+2	1,598687E-1	3,109375E+2	-1,016511E-1	3,109375E+2	2,658132E-1	3,109375E+2	1,963193E-1	3,109375E+2	2,717355E-1	3,109375E+2	1,914196E-1	3,109375E+2	2,600196E-1	3,109375E+2	2,469605E-1	3,109375E+2	4,016988E-1	3,109375E+2	-7,920142E-1	3,109375E+2	4,122725E-1	3,109375E+2	-7,888099E-1	3,109375E+2	3,931734E-1	3,109375E+2	-7,906637E-1
3,125000E+2	9,629389E-2	3,125000E+2	-6,031092E-1	3,125000E+2	9,339913E-2	3,125000E+2	-6,013152E-1	3,125000E+2	1,062032E-1	3,125000E+2	-6,046597E-1	3,125000E+2	3,488724E-1	3,125000E+2	-8,108779E-1	3,125000E+2	3,513846E-1	3,125000E+2	-8,142476E-1	3,125000E+2	3,500108E-1	3,125000E+2	-8,113335E-1	3,125000E+2	4,338127E-1	3,125000E+2	2,145652E-1	3,125000E+2	4,309506E-1	3,125000E+2	2,327768E-1	3,125000E+2	4,341140E-1	3,125000E+2	2,299002E-1	3,125000E+2	7,321436E-3	3,125000E+2	-5,710155E-1	3,125000E+2	-2,054592E-4	3,125000E+2	-5,809153E-1	3,125000E+2	2,938302E-2	3,125000E+2	-5,834174E-1	3,125000E+2	5,597347E-1	3,125000E+2	2,065664E-1	3,125000E+2	5,600541E-1	3,125000E+2	2,082176E-1	3,125000E+2	5,618161E-1	3,125000E+2	2,041267E-1	3,125000E+2	1,663713E-1	3,125000E+2	-8,245570E-2	3,125000E+2	1,585349E-1	3,125000E+2	-8,596709E-2	3,125000E+2	1,639618E-1	3,125000E+2	-9,072163E-2	3,125000E+2	2,787853E-1	3,125000E+2	2,045692E-1	3,125000E+2	2,834669E-1	3,125000E+2	1,989624E-1	3,125000E+2	2,747142E-1	3,125000E+2	2,558954E-1	3,125000E+2	3,942654E-1	3,125000E+2	-7,933816E-1	3,125000E+2	4,064626E-1	3,125000E+2	-7,872306E-1	3,125000E+2	3,843600E-1	3,125000E+2	-7,929764E-1
