Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 5_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 6_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 7_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 8_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 9_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 10_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 11_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 12_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 13_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 14_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 15_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 16_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 17_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 18_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 19_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 20_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 21_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 22_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 23_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 24_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
1,476562E+3	5,922537E+1	1,476562E+3	6,068889E+1	1,476562E+3	6,055270E+1	1,476562E+3	5,105182E+1	1,476562E+3	5,128349E+1	1,476562E+3	5,163160E+1	1,476562E+3	6,283543E+1	1,476562E+3	6,817254E+1	1,476562E+3	6,810351E+1	1,476562E+3	6,038385E+1	1,476562E+3	5,946795E+1	1,476562E+3	5,798432E+1	1,476562E+3	5,870021E+1	1,476562E+3	6,024010E+1	1,476562E+3	6,346206E+1	1,476562E+3	5,239816E+1	1,476562E+3	5,312420E+1	1,476562E+3	5,491920E+1	1,476562E+3	6,799847E+1	1,476562E+3	5,922584E+1	1,476562E+3	6,423832E+1	1,476562E+3	5,833518E+1	1,476562E+3	5,894262E+1	1,476562E+3	5,889005E+1
1,478125E+3	5,772267E+1	1,478125E+3	5,877613E+1	1,478125E+3	6,066364E+1	1,478125E+3	5,104918E+1	1,478125E+3	5,135649E+1	1,478125E+3	5,153263E+1	1,478125E+3	6,219767E+1	1,478125E+3	6,780374E+1	1,478125E+3	6,863877E+1	1,478125E+3	6,112477E+1	1,478125E+3	5,998941E+1	1,478125E+3	5,914812E+1	1,478125E+3	5,858423E+1	1,478125E+3	6,038324E+1	1,478125E+3	6,237192E+1	1,478125E+3	5,280322E+1	1,478125E+3	5,248968E+1	1,478125E+3	5,454240E+1	1,478125E+3	6,716970E+1	1,478125E+3	5,894381E+1	1,478125E+3	6,259347E+1	1,478125E+3	5,800126E+1	1,478125E+3	6,001077E+1	1,478125E+3	5,943544E+1
1,479687E+3	5,847916E+1	1,479687E+3	5,801984E+1	1,479687E+3	5,995995E+1	1,479687E+3	5,000357E+1	1,479687E+3	5,173369E+1	1,479687E+3	5,211477E+1	1,479687E+3	6,218042E+1	1,479687E+3	6,702587E+1	1,479687E+3	6,819800E+1	1,479687E+3	6,012815E+1	1,479687E+3	6,014107E+1	1,479687E+3	5,979440E+1	1,479687E+3	5,789258E+1	1,479687E+3	6,040024E+1	1,479687E+3	6,274035E+1	1,479687E+3	5,359114E+1	1,479687E+3	5,215386E+1	1,479687E+3	5,432685E+1	1,479687E+3	6,571054E+1	1,479687E+3	5,712501E+1	1,479687E+3	6,214211E+1	1,479687E+3	5,813493E+1	1,479687E+3	6,005253E+1	1,479687E+3	5,931714E+1
1,481250E+3	5,700173E+1	1,481250E+3	5,707861E+1	1,481250E+3	5,853097E+1	1,481250E+3	5,105987E+1	1,481250E+3	5,248795E+1	1,481250E+3	5,220937E+1	1,481250E+3	5,951512E+1	1,481250E+3	6,673479E+1	1,481250E+3	6,630449E+1	1,481250E+3	5,993383E+1	1,481250E+3	5,888025E+1	1,481250E+3	5,993169E+1	1,481250E+3	5,727297E+1	1,481250E+3	5,808598E+1	1,481250E+3	6,165396E+1	1,481250E+3	5,415691E+1	1,481250E+3	5,193822E+1	1,481250E+3	5,470884E+1	1,481250E+3	6,448942E+1	1,481250E+3	5,617795E+1	1,481250E+3	6,222369E+1	1,481250E+3	5,857116E+1	1,481250E+3	5,894369E+1	1,481250E+3	5,974958E+1
1,482812E+3	5,626222E+1	1,482812E+3	5,642350E+1	1,482812E+3	5,883771E+1	1,482812E+3	5,163158E+1	1,482812E+3	5,092965E+1	1,482812E+3	5,242862E+1	1,482812E+3	5,950443E+1	1,482812E+3	6,503807E+1	1,482812E+3	6,494310E+1	1,482812E+3	6,055961E+1	1,482812E+3	6,012348E+1	1,482812E+3	6,011104E+1	1,482812E+3	5,771761E+1	1,482812E+3	5,936631E+1	1,482812E+3	6,081538E+1	1,482812E+3	5,402569E+1	1,482812E+3	5,297425E+1	1,482812E+3	5,453535E+1	1,482812E+3	6,321119E+1	1,482812E+3	5,557381E+1	1,482812E+3	6,003600E+1	1,482812E+3	5,847609E+1	1,482812E+3	5,898714E+1	1,482812E+3	5,962388E+1
1,484375E+3	5,629860E+1	1,484375E+3	5,614311E+1	1,484375E+3	5,821088E+1	1,484375E+3	5,091546E+1	1,484375E+3	5,179379E+1	1,484375E+3	5,209638E+1	1,484375E+3	6,021405E+1	1,484375E+3	6,494257E+1	1,484375E+3	6,274891E+1	1,484375E+3	6,102484E+1	1,484375E+3	6,090196E+1	1,484375E+3	5,958751E+1	1,484375E+3	5,691269E+1	1,484375E+3	5,888960E+1	1,484375E+3	6,065079E+1	1,484375E+3	5,394948E+1	1,484375E+3	5,403909E+1	1,484375E+3	5,395334E+1	1,484375E+3	6,169444E+1	1,484375E+3	5,462658E+1	1,484375E+3	5,957462E+1	1,484375E+3	5,938391E+1	1,484375E+3	6,061290E+1	1,484375E+3	5,919410E+1
1,485937E+3	5,575433E+1	1,485937E+3	5,492311E+1	1,485937E+3	5,608932E+1	1,485937E+3	5,133232E+1	1,485937E+3	5,273225E+1	1,485937E+3	5,203548E+1	1,485937E+3	6,010282E+1	1,485937E+3	6,479007E+1	1,485937E+3	6,170763E+1	1,485937E+3	6,098152E+1	1,485937E+3	6,024178E+1	1,485937E+3	5,902155E+1	1,485937E+3	5,599556E+1	1,485937E+3	5,818782E+1	1,485937E+3	6,006317E+1	1,485937E+3	5,412741E+1	1,485937E+3	5,325238E+1	1,485937E+3	5,397946E+1	1,485937E+3	5,988709E+1	1,485937E+3	5,376295E+1	1,485937E+3	5,957444E+1	1,485937E+3	5,910484E+1	1,485937E+3	6,067722E+1	1,485937E+3	5,933685E+1
1,487500E+3	5,531307E+1	1,487500E+3	5,441877E+1	1,487500E+3	5,601413E+1	1,487500E+3	5,142396E+1	1,487500E+3	5,230593E+1	1,487500E+3	5,265994E+1	1,487500E+3	5,941185E+1	1,487500E+3	6,278891E+1	1,487500E+3	6,257810E+1	1,487500E+3	6,036391E+1	1,487500E+3	6,043449E+1	1,487500E+3	6,123618E+1	1,487500E+3	5,462246E+1	1,487500E+3	5,794441E+1	1,487500E+3	5,820348E+1	1,487500E+3	5,425261E+1	1,487500E+3	5,291615E+1	1,487500E+3	5,443298E+1	1,487500E+3	5,979291E+1	1,487500E+3	5,235369E+1	1,487500E+3	5,819878E+1	1,487500E+3	5,934718E+1	1,487500E+3	6,002604E+1	1,487500E+3	6,068493E+1
1,489062E+3	5,391005E+1	1,489062E+3	5,519052E+1	1,489062E+3	5,619048E+1	1,489062E+3	5,233262E+1	1,489062E+3	5,244064E+1	1,489062E+3	5,297309E+1	1,489062E+3	5,835082E+1	1,489062E+3	6,370599E+1	1,489062E+3	6,245594E+1	1,489062E+3	6,155847E+1	1,489062E+3	6,139662E+1	1,489062E+3	5,991947E+1	1,489062E+3	5,417760E+1	1,489062E+3	5,619780E+1	1,489062E+3	5,768855E+1	1,489062E+3	5,486207E+1	1,489062E+3	5,250824E+1	1,489062E+3	5,486604E+1	1,489062E+3	6,045288E+1	1,489062E+3	5,207230E+1	1,489062E+3	5,711594E+1	1,489062E+3	5,886970E+1	1,489062E+3	5,899955E+1	1,489062E+3	6,083367E+1
1,490625E+3	5,418471E+1	1,490625E+3	5,438181E+1	1,490625E+3	5,635226E+1	1,490625E+3	5,174405E+1	1,490625E+3	5,150647E+1	1,490625E+3	5,253388E+1	1,490625E+3	5,655320E+1	1,490625E+3	6,267133E+1	1,490625E+3	6,213842E+1	1,490625E+3	6,185559E+1	1,490625E+3	6,028505E+1	1,490625E+3	6,072024E+1	1,490625E+3	5,284865E+1	1,490625E+3	5,701016E+1	1,490625E+3	5,884707E+1	1,490625E+3	5,414843E+1	1,490625E+3	5,414332E+1	1,490625E+3	5,503281E+1	1,490625E+3	5,968244E+1	1,490625E+3	5,271349E+1	1,490625E+3	5,688957E+1	1,490625E+3	5,920385E+1	1,490625E+3	5,944230E+1	1,490625E+3	6,127232E+1
1,492187E+3	5,325267E+1	1,492187E+3	5,281557E+1	1,492187E+3	5,441967E+1	1,492187E+3	5,062059E+1	1,492187E+3	5,257424E+1	1,492187E+3	5,310643E+1	1,492187E+3	5,585090E+1	1,492187E+3	6,059759E+1	1,492187E+3	6,092310E+1	1,492187E+3	6,118252E+1	1,492187E+3	6,072228E+1	1,492187E+3	6,061867E+1	1,492187E+3	5,292889E+1	1,492187E+3	5,574295E+1	1,492187E+3	5,807014E+1	1,492187E+3	5,362914E+1	1,492187E+3	5,353847E+1	1,492187E+3	5,395618E+1	1,492187E+3	5,805786E+1	1,492187E+3	5,201108E+1	1,492187E+3	5,537409E+1	1,492187E+3	5,993537E+1	1,492187E+3	6,019549E+1	1,492187E+3	6,130350E+1
1,493750E+3	5,306835E+1	1,493750E+3	5,227397E+1	1,493750E+3	5,439411E+1	1,493750E+3	5,065509E+1	1,493750E+3	5,296290E+1	1,493750E+3	5,372116E+1	1,493750E+3	5,469524E+1	1,493750E+3	5,963671E+1	1,493750E+3	6,069453E+1	1,493750E+3	6,226249E+1	1,493750E+3	6,180854E+1	1,493750E+3	6,123492E+1	1,493750E+3	5,360390E+1	1,493750E+3	5,507668E+1	1,493750E+3	5,647452E+1	1,493750E+3	5,259035E+1	1,493750E+3	5,227175E+1	1,493750E+3	5,406603E+1	1,493750E+3	5,754287E+1	1,493750E+3	5,142789E+1	1,493750E+3	5,595232E+1	1,493750E+3	5,924089E+1	1,493750E+3	6,032647E+1	1,493750E+3	6,032758E+1
1,495312E+3	5,215830E+1	1,495312E+3	5,116640E+1	1,495312E+3	5,336989E+1	1,495312E+3	5,153685E+1	1,495312E+3	5,220153E+1	1,495312E+3	5,281576E+1	1,495312E+3	5,426208E+1	1,495312E+3	5,958004E+1	1,495312E+3	5,988564E+1	1,495312E+3	6,231590E+1	1,495312E+3	6,164127E+1	1,495312E+3	6,196411E+1	1,495312E+3	5,365030E+1	1,495312E+3	5,481452E+1	1,495312E+3	5,671503E+1	1,495312E+3	5,235785E+1	1,495312E+3	5,266108E+1	1,495312E+3	5,376020E+1	1,495312E+3	5,740779E+1	1,495312E+3	4,921593E+1	1,495312E+3	5,509500E+1	1,495312E+3	6,006998E+1	1,495312E+3	6,047560E+1	1,495312E+3	6,028521E+1
1,496875E+3	5,054010E+1	1,496875E+3	5,022399E+1	1,496875E+3	5,286612E+1	1,496875E+3	5,167652E+1	1,496875E+3	5,285905E+1	1,496875E+3	5,301225E+1	1,496875E+3	5,389086E+1	1,496875E+3	5,806611E+1	1,496875E+3	5,864099E+1	1,496875E+3	6,280331E+1	1,496875E+3	6,213840E+1	1,496875E+3	6,169174E+1	1,496875E+3	5,318138E+1	1,496875E+3	5,368812E+1	1,496875E+3	5,633939E+1	1,496875E+3	5,380313E+1	1,496875E+3	5,328678E+1	1,496875E+3	5,365361E+1	1,496875E+3	5,667756E+1	1,496875E+3	4,825621E+1	1,496875E+3	5,331375E+1	1,496875E+3	6,133228E+1	1,496875E+3	6,158691E+1	1,496875E+3	6,044620E+1
1,498437E+3	4,920240E+1	1,498437E+3	5,074098E+1	1,498437E+3	5,271944E+1	1,498437E+3	5,110411E+1	1,498437E+3	5,226302E+1	1,498437E+3	5,297272E+1	1,498437E+3	5,274513E+1	1,498437E+3	5,781424E+1	1,498437E+3	5,824363E+1	1,498437E+3	6,268667E+1	1,498437E+3	6,160366E+1	1,498437E+3	6,191400E+1	1,498437E+3	5,207842E+1	1,498437E+3	5,308796E+1	1,498437E+3	5,562262E+1	1,498437E+3	5,364901E+1	1,498437E+3	5,237041E+1	1,498437E+3	5,391179E+1	1,498437E+3	5,604706E+1	1,498437E+3	4,898375E+1	1,498437E+3	5,300099E+1	1,498437E+3	6,206653E+1	1,498437E+3	6,124662E+1	1,498437E+3	6,097066E+1
1,500000E+3	4,985127E+1	1,500000E+3	5,030054E+1	1,500000E+3	5,122107E+1	1,500000E+3	5,100714E+1	1,500000E+3	5,091270E+1	1,500000E+3	5,283493E+1	1,500000E+3	5,214525E+1	1,500000E+3	5,734438E+1	1,500000E+3	5,847688E+1	1,500000E+3	6,214683E+1	1,500000E+3	6,120324E+1	1,500000E+3	6,165813E+1	1,500000E+3	5,267387E+1	1,500000E+3	5,243637E+1	1,500000E+3	5,536231E+1	1,500000E+3	5,369919E+1	1,500000E+3	5,387336E+1	1,500000E+3	5,441312E+1	1,500000E+3	5,480924E+1	1,500000E+3	4,895375E+1	1,500000E+3	5,284986E+1	1,500000E+3	6,087542E+1	1,500000E+3	6,114793E+1	1,500000E+3	6,156086E+1
1,501562E+3	4,860275E+1	1,501562E+3	4,941362E+1	1,501562E+3	5,084779E+1	1,501562E+3	5,127620E+1	1,501562E+3	5,218238E+1	1,501562E+3	5,441646E+1	1,501562E+3	5,267789E+1	1,501562E+3	5,566160E+1	1,501562E+3	5,706181E+1	1,501562E+3	6,190090E+1	1,501562E+3	6,101246E+1	1,501562E+3	6,180974E+1	1,501562E+3	5,136366E+1	1,501562E+3	5,229538E+1	1,501562E+3	5,491755E+1	1,501562E+3	5,484820E+1	1,501562E+3	5,433962E+1	1,501562E+3	5,480996E+1	1,501562E+3	5,330072E+1	1,501562E+3	4,795204E+1	1,501562E+3	5,268664E+1	1,501562E+3	6,072754E+1	1,501562E+3	6,149935E+1	1,501562E+3	6,173974E+1
1,503125E+3	4,919224E+1	1,503125E+3	4,911415E+1	1,503125E+3	4,985320E+1	1,503125E+3	5,214772E+1	1,503125E+3	5,322251E+1	1,503125E+3	5,300635E+1	1,503125E+3	5,271465E+1	1,503125E+3	5,531315E+1	1,503125E+3	5,536991E+1	1,503125E+3	6,172516E+1	1,503125E+3	6,119858E+1	1,503125E+3	6,309539E+1	1,503125E+3	4,995634E+1	1,503125E+3	5,245202E+1	1,503125E+3	5,437745E+1	1,503125E+3	5,482743E+1	1,503125E+3	5,381167E+1	1,503125E+3	5,516163E+1	1,503125E+3	5,276987E+1	1,503125E+3	4,596087E+1	1,503125E+3	5,307100E+1	1,503125E+3	6,121096E+1	1,503125E+3	6,137218E+1	1,503125E+3	6,230505E+1
1,504687E+3	4,871671E+1	1,504687E+3	4,835826E+1	1,504687E+3	4,955570E+1	1,504687E+3	5,260720E+1	1,504687E+3	5,338318E+1	1,504687E+3	5,269895E+1	1,504687E+3	5,194514E+1	1,504687E+3	5,477100E+1	1,504687E+3	5,535205E+1	1,504687E+3	6,145907E+1	1,504687E+3	6,107107E+1	1,504687E+3	6,294536E+1	1,504687E+3	5,056041E+1	1,504687E+3	5,239689E+1	1,504687E+3	5,412052E+1	1,504687E+3	5,483637E+1	1,504687E+3	5,414487E+1	1,504687E+3	5,533538E+1	1,504687E+3	5,237700E+1	1,504687E+3	4,613944E+1	1,504687E+3	5,216689E+1	1,504687E+3	6,054296E+1	1,504687E+3	6,194363E+1	1,504687E+3	6,202191E+1
1,506250E+3	4,765087E+1	1,506250E+3	4,777423E+1	1,506250E+3	4,846480E+1	1,506250E+3	5,194127E+1	1,506250E+3	5,324841E+1	1,506250E+3	5,400765E+1	1,506250E+3	5,214529E+1	1,506250E+3	5,465371E+1	1,506250E+3	5,429853E+1	1,506250E+3	6,102666E+1	1,506250E+3	6,131157E+1	1,506250E+3	6,385089E+1	1,506250E+3	5,005306E+1	1,506250E+3	5,178036E+1	1,506250E+3	5,352011E+1	1,506250E+3	5,478124E+1	1,506250E+3	5,444675E+1	1,506250E+3	5,525421E+1	1,506250E+3	5,324062E+1	1,506250E+3	4,601159E+1	1,506250E+3	5,223250E+1	1,506250E+3	6,055208E+1	1,506250E+3	6,187155E+1	1,506250E+3	6,245627E+1
1,507812E+3	4,759401E+1	1,507812E+3	4,687924E+1	1,507812E+3	4,928410E+1	1,507812E+3	5,274194E+1	1,507812E+3	5,324150E+1	1,507812E+3	5,316122E+1	1,507812E+3	5,081548E+1	1,507812E+3	5,475250E+1	1,507812E+3	5,363999E+1	1,507812E+3	6,059845E+1	1,507812E+3	6,130399E+1	1,507812E+3	6,360169E+1	1,507812E+3	4,921804E+1	1,507812E+3	4,978342E+1	1,507812E+3	5,245912E+1	1,507812E+3	5,399798E+1	1,507812E+3	5,430418E+1	1,507812E+3	5,350690E+1	1,507812E+3	5,336668E+1	1,507812E+3	4,570818E+1	1,507812E+3	4,999936E+1	1,507812E+3	6,008302E+1	1,507812E+3	6,169099E+1	1,507812E+3	6,244021E+1
1,509375E+3	4,581158E+1	1,509375E+3	4,622280E+1	1,509375E+3	4,907459E+1	1,509375E+3	5,246995E+1	1,509375E+3	5,325064E+1	1,509375E+3	5,231774E+1	1,509375E+3	4,994104E+1	1,509375E+3	5,369206E+1	1,509375E+3	5,155258E+1	1,509375E+3	6,069519E+1	1,509375E+3	6,124116E+1	1,509375E+3	6,205834E+1	1,509375E+3	4,879796E+1	1,509375E+3	4,997984E+1	1,509375E+3	5,233324E+1	1,509375E+3	5,336196E+1	1,509375E+3	5,456649E+1	1,509375E+3	5,496955E+1	1,509375E+3	5,159536E+1	1,509375E+3	4,447658E+1	1,509375E+3	4,964593E+1	1,509375E+3	6,079489E+1	1,509375E+3	6,232592E+1	1,509375E+3	6,165932E+1
1,510937E+3	4,470011E+1	1,510937E+3	4,632519E+1	1,510937E+3	4,706405E+1	1,510937E+3	5,185110E+1	1,510937E+3	5,293111E+1	1,510937E+3	5,385001E+1	1,510937E+3	4,856725E+1	1,510937E+3	5,361618E+1	1,510937E+3	5,093002E+1	1,510937E+3	6,043415E+1	1,510937E+3	6,062363E+1	1,510937E+3	6,228641E+1	1,510937E+3	4,901476E+1	1,510937E+3	4,873919E+1	1,510937E+3	5,258543E+1	1,510937E+3	5,523927E+1	1,510937E+3	5,492771E+1	1,510937E+3	5,536440E+1	1,510937E+3	5,135589E+1	1,510937E+3	4,433962E+1	1,510937E+3	5,001439E+1	1,510937E+3	6,068229E+1	1,510937E+3	6,366516E+1	1,510937E+3	6,202112E+1
1,512500E+3	4,446763E+1	1,512500E+3	4,585617E+1	1,512500E+3	4,577564E+1	1,512500E+3	5,211713E+1	1,512500E+3	5,290258E+1	1,512500E+3	5,475445E+1	1,512500E+3	4,753074E+1	1,512500E+3	5,296910E+1	1,512500E+3	5,047252E+1	1,512500E+3	5,978183E+1	1,512500E+3	5,977403E+1	1,512500E+3	6,265818E+1	1,512500E+3	4,855367E+1	1,512500E+3	5,011608E+1	1,512500E+3	5,096469E+1	1,512500E+3	5,512216E+1	1,512500E+3	5,511743E+1	1,512500E+3	5,503286E+1	1,512500E+3	5,093678E+1	1,512500E+3	4,452694E+1	1,512500E+3	4,927628E+1	1,512500E+3	6,088144E+1	1,512500E+3	6,351393E+1	1,512500E+3	6,192835E+1
1,514062E+3	4,410155E+1	1,514062E+3	4,549753E+1	1,514062E+3	4,558074E+1	1,514062E+3	5,183010E+1	1,514062E+3	5,368819E+1	1,514062E+3	5,465112E+1	1,514062E+3	4,820908E+1	1,514062E+3	5,241978E+1	1,514062E+3	5,205253E+1	1,514062E+3	5,914646E+1	1,514062E+3	6,007369E+1	1,514062E+3	6,201768E+1	1,514062E+3	4,823551E+1	1,514062E+3	5,048570E+1	1,514062E+3	5,078988E+1	1,514062E+3	5,477280E+1	1,514062E+3	5,490811E+1	1,514062E+3	5,574410E+1	1,514062E+3	4,956767E+1	1,514062E+3	4,308038E+1	1,514062E+3	4,798152E+1	1,514062E+3	6,148003E+1	1,514062E+3	6,273890E+1	1,514062E+3	6,122790E+1
1,515625E+3	4,354016E+1	1,515625E+3	4,440978E+1	1,515625E+3	4,576186E+1	1,515625E+3	5,189619E+1	1,515625E+3	5,361330E+1	1,515625E+3	5,353738E+1	1,515625E+3	4,748288E+1	1,515625E+3	5,130104E+1	1,515625E+3	5,080955E+1	1,515625E+3	5,908837E+1	1,515625E+3	5,878975E+1	1,515625E+3	6,160801E+1	1,515625E+3	4,864425E+1	1,515625E+3	4,933650E+1	1,515625E+3	5,015999E+1	1,515625E+3	5,510847E+1	1,515625E+3	5,463837E+1	1,515625E+3	5,612425E+1	1,515625E+3	4,972700E+1	1,515625E+3	4,170211E+1	1,515625E+3	4,837545E+1	1,515625E+3	6,142794E+1	1,515625E+3	6,137095E+1	1,515625E+3	6,161579E+1
1,517187E+3	4,319317E+1	1,517187E+3	4,407734E+1	1,517187E+3	4,573974E+1	1,517187E+3	5,288630E+1	1,517187E+3	5,361341E+1	1,517187E+3	5,395616E+1	1,517187E+3	4,617756E+1	1,517187E+3	5,102373E+1	1,517187E+3	5,016933E+1	1,517187E+3	5,895321E+1	1,517187E+3	5,891581E+1	1,517187E+3	6,142194E+1	1,517187E+3	4,706191E+1	1,517187E+3	4,787812E+1	1,517187E+3	5,057011E+1	1,517187E+3	5,571891E+1	1,517187E+3	5,409056E+1	1,517187E+3	5,623368E+1	1,517187E+3	4,908347E+1	1,517187E+3	4,132590E+1	1,517187E+3	4,741128E+1	1,517187E+3	6,060391E+1	1,517187E+3	6,226356E+1	1,517187E+3	6,190124E+1
1,518750E+3	4,298596E+1	1,518750E+3	4,367035E+1	1,518750E+3	4,384768E+1	1,518750E+3	5,416221E+1	1,518750E+3	5,337506E+1	1,518750E+3	5,429433E+1	1,518750E+3	4,521578E+1	1,518750E+3	5,063989E+1	1,518750E+3	5,057379E+1	1,518750E+3	5,960822E+1	1,518750E+3	5,853588E+1	1,518750E+3	6,104863E+1	1,518750E+3	4,573771E+1	1,518750E+3	4,803089E+1	1,518750E+3	5,021502E+1	1,518750E+3	5,624562E+1	1,518750E+3	5,411421E+1	1,518750E+3	5,428561E+1	1,518750E+3	4,830963E+1	1,518750E+3	4,111585E+1	1,518750E+3	4,659561E+1	1,518750E+3	5,971191E+1	1,518750E+3	6,188074E+1	1,518750E+3	6,175651E+1
1,520312E+3	4,194692E+1	1,520312E+3	4,249622E+1	1,520312E+3	4,179087E+1	1,520312E+3	5,315381E+1	1,520312E+3	5,416243E+1	1,520312E+3	5,346989E+1	1,520312E+3	4,433293E+1	1,520312E+3	5,010694E+1	1,520312E+3	4,955801E+1	1,520312E+3	5,870745E+1	1,520312E+3	5,863885E+1	1,520312E+3	6,087248E+1	1,520312E+3	4,557560E+1	1,520312E+3	4,689750E+1	1,520312E+3	4,975965E+1	1,520312E+3	5,577458E+1	1,520312E+3	5,381421E+1	1,520312E+3	5,563125E+1	1,520312E+3	4,794166E+1	1,520312E+3	4,047210E+1	1,520312E+3	4,625016E+1	1,520312E+3	6,013959E+1	1,520312E+3	6,140891E+1	1,520312E+3	6,228726E+1
1,521875E+3	3,971408E+1	1,521875E+3	4,186039E+1	1,521875E+3	4,178648E+1	1,521875E+3	5,244251E+1	1,521875E+3	5,446006E+1	1,521875E+3	5,430570E+1	1,521875E+3	4,438219E+1	1,521875E+3	4,935513E+1	1,521875E+3	4,840883E+1	1,521875E+3	5,756169E+1	1,521875E+3	5,789336E+1	1,521875E+3	6,149565E+1	1,521875E+3	4,518573E+1	1,521875E+3	4,595520E+1	1,521875E+3	4,984909E+1	1,521875E+3	5,574832E+1	1,521875E+3	5,426312E+1	1,521875E+3	5,540196E+1	1,521875E+3	4,768861E+1	1,521875E+3	4,033441E+1	1,521875E+3	4,541519E+1	1,521875E+3	6,018114E+1	1,521875E+3	6,093537E+1	1,521875E+3	6,097627E+1
1,523437E+3	4,102886E+1	1,523437E+3	4,146526E+1	1,523437E+3	4,312511E+1	1,523437E+3	5,245014E+1	1,523437E+3	5,356155E+1	1,523437E+3	5,471680E+1	1,523437E+3	4,403504E+1	1,523437E+3	4,825878E+1	1,523437E+3	4,827724E+1	1,523437E+3	5,579805E+1	1,523437E+3	5,712747E+1	1,523437E+3	6,117674E+1	1,523437E+3	4,573839E+1	1,523437E+3	4,596568E+1	1,523437E+3	4,999557E+1	1,523437E+3	5,595886E+1	1,523437E+3	5,403661E+1	1,523437E+3	5,506895E+1	1,523437E+3	4,722793E+1	1,523437E+3	3,973832E+1	1,523437E+3	4,456242E+1	1,523437E+3	6,062697E+1	1,523437E+3	6,134182E+1	1,523437E+3	5,938493E+1
1,525000E+3	4,100385E+1	1,525000E+3	4,046610E+1	1,525000E+3	4,222810E+1	1,525000E+3	5,220101E+1	1,525000E+3	5,370185E+1	1,525000E+3	5,369819E+1	1,525000E+3	4,320281E+1	1,525000E+3	4,813521E+1	1,525000E+3	4,910344E+1	1,525000E+3	5,622407E+1	1,525000E+3	5,650192E+1	1,525000E+3	6,063344E+1	1,525000E+3	4,469045E+1	1,525000E+3	4,523742E+1	1,525000E+3	4,990007E+1	1,525000E+3	5,510882E+1	1,525000E+3	5,558858E+1	1,525000E+3	5,593412E+1	1,525000E+3	4,537510E+1	1,525000E+3	3,826014E+1	1,525000E+3	4,382584E+1	1,525000E+3	5,926994E+1	1,525000E+3	6,118168E+1	1,525000E+3	5,969281E+1
1,526562E+3	4,000563E+1	1,526562E+3	4,061630E+1	1,526562E+3	4,011838E+1	1,526562E+3	5,298523E+1	1,526562E+3	5,344056E+1	1,526562E+3	5,486133E+1	1,526562E+3	4,392793E+1	1,526562E+3	4,874530E+1	1,526562E+3	4,899977E+1	1,526562E+3	5,667911E+1	1,526562E+3	5,648615E+1	1,526562E+3	5,993587E+1	1,526562E+3	4,352491E+1	1,526562E+3	4,530539E+1	1,526562E+3	4,852352E+1	1,526562E+3	5,506256E+1	1,526562E+3	5,591170E+1	1,526562E+3	5,563779E+1	1,526562E+3	4,568221E+1	1,526562E+3	3,705983E+1	1,526562E+3	4,319573E+1	1,526562E+3	5,866237E+1	1,526562E+3	6,106255E+1	1,526562E+3	5,891790E+1
1,528125E+3	3,934513E+1	1,528125E+3	3,985302E+1	1,528125E+3	3,983684E+1	1,528125E+3	5,440557E+1	1,528125E+3	5,305847E+1	1,528125E+3	5,496276E+1	1,528125E+3	4,329084E+1	1,528125E+3	4,804321E+1	1,528125E+3	4,811490E+1	1,528125E+3	5,488685E+1	1,528125E+3	5,604123E+1	1,528125E+3	5,985161E+1	1,528125E+3	4,321230E+1	1,528125E+3	4,613681E+1	1,528125E+3	4,767935E+1	1,528125E+3	5,571019E+1	1,528125E+3	5,535811E+1	1,528125E+3	5,598037E+1	1,528125E+3	4,509605E+1	1,528125E+3	3,562345E+1	1,528125E+3	4,252164E+1	1,528125E+3	5,856089E+1	1,528125E+3	6,129797E+1	1,528125E+3	5,926523E+1
