Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 5_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 6_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 7_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 8_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 9_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 10_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 11_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 12_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 13_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 14_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 15_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 16_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 17_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 18_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 19_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 20_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 21_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 22_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 23_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 24_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
2,678125E+3	5,655846E+1	2,678125E+3	5,626343E+1	2,678125E+3	5,797326E+1	2,678125E+3	6,099322E+1	2,678125E+3	6,109210E+1	2,678125E+3	6,203597E+1	2,678125E+3	5,557673E+1	2,678125E+3	6,125426E+1	2,678125E+3	6,109455E+1	2,678125E+3	5,957140E+1	2,678125E+3	5,625554E+1	2,678125E+3	5,581082E+1	2,678125E+3	5,744693E+1	2,678125E+3	6,065476E+1	2,678125E+3	6,636585E+1	2,678125E+3	6,042543E+1	2,678125E+3	5,692116E+1	2,678125E+3	6,100225E+1	2,678125E+3	6,458271E+1	2,678125E+3	5,446547E+1	2,678125E+3	6,078585E+1	2,678125E+3	4,639890E+1	2,678125E+3	4,934766E+1	2,678125E+3	4,759195E+1
2,679687E+3	5,656111E+1	2,679687E+3	5,571932E+1	2,679687E+3	5,722626E+1	2,679687E+3	5,998316E+1	2,679687E+3	6,008136E+1	2,679687E+3	6,173316E+1	2,679687E+3	5,571171E+1	2,679687E+3	6,075038E+1	2,679687E+3	5,995503E+1	2,679687E+3	5,908980E+1	2,679687E+3	5,680474E+1	2,679687E+3	5,577949E+1	2,679687E+3	5,734174E+1	2,679687E+3	5,895813E+1	2,679687E+3	6,451931E+1	2,679687E+3	5,890789E+1	2,679687E+3	5,466291E+1	2,679687E+3	6,178688E+1	2,679687E+3	6,352888E+1	2,679687E+3	5,440396E+1	2,679687E+3	5,942365E+1	2,679687E+3	4,574255E+1	2,679687E+3	4,825294E+1	2,679687E+3	4,712390E+1
2,681250E+3	5,547399E+1	2,681250E+3	5,465611E+1	2,681250E+3	5,828200E+1	2,681250E+3	5,943838E+1	2,681250E+3	6,065448E+1	2,681250E+3	6,049333E+1	2,681250E+3	5,428027E+1	2,681250E+3	5,991456E+1	2,681250E+3	5,868719E+1	2,681250E+3	5,962094E+1	2,681250E+3	5,698381E+1	2,681250E+3	5,539735E+1	2,681250E+3	5,658931E+1	2,681250E+3	5,870437E+1	2,681250E+3	6,323188E+1	2,681250E+3	5,826237E+1	2,681250E+3	5,467455E+1	2,681250E+3	6,103682E+1	2,681250E+3	6,287415E+1	2,681250E+3	5,469954E+1	2,681250E+3	5,841474E+1	2,681250E+3	4,808235E+1	2,681250E+3	4,817970E+1	2,681250E+3	4,734033E+1
2,682812E+3	5,465847E+1	2,682812E+3	5,524539E+1	2,682812E+3	5,802968E+1	2,682812E+3	5,943194E+1	2,682812E+3	6,014659E+1	2,682812E+3	6,062623E+1	2,682812E+3	5,325656E+1	2,682812E+3	5,945201E+1	2,682812E+3	5,827529E+1	2,682812E+3	6,012560E+1	2,682812E+3	5,796659E+1	2,682812E+3	5,653138E+1	2,682812E+3	5,610467E+1	2,682812E+3	5,719490E+1	2,682812E+3	6,314306E+1	2,682812E+3	5,856555E+1	2,682812E+3	5,432169E+1	2,682812E+3	5,939485E+1	2,682812E+3	6,193144E+1	2,682812E+3	5,461944E+1	2,682812E+3	5,813359E+1	2,682812E+3	4,786020E+1	2,682812E+3	4,865597E+1	2,682812E+3	4,817473E+1
2,684375E+3	5,377581E+1	2,684375E+3	5,520586E+1	2,684375E+3	5,623777E+1	2,684375E+3	5,821524E+1	2,684375E+3	5,869111E+1	2,684375E+3	5,885419E+1	2,684375E+3	5,337438E+1	2,684375E+3	5,882751E+1	2,684375E+3	5,842374E+1	2,684375E+3	6,016272E+1	2,684375E+3	5,708650E+1	2,684375E+3	5,666770E+1	2,684375E+3	5,473382E+1	2,684375E+3	5,587769E+1	2,684375E+3	6,262513E+1	2,684375E+3	5,735097E+1	2,684375E+3	5,337847E+1	2,684375E+3	5,887595E+1	2,684375E+3	6,106487E+1	2,684375E+3	5,428087E+1	2,684375E+3	5,834609E+1	2,684375E+3	4,687175E+1	2,684375E+3	4,785470E+1	2,684375E+3	4,751509E+1
2,685937E+3	5,281439E+1	2,685937E+3	5,480059E+1	2,685937E+3	5,520358E+1	2,685937E+3	5,810864E+1	2,685937E+3	5,784650E+1	2,685937E+3	5,873752E+1	2,685937E+3	5,190768E+1	2,685937E+3	5,719006E+1	2,685937E+3	5,740902E+1	2,685937E+3	5,975571E+1	2,685937E+3	5,847964E+1	2,685937E+3	5,761587E+1	2,685937E+3	5,473236E+1	2,685937E+3	5,638408E+1	2,685937E+3	6,093507E+1	2,685937E+3	5,733390E+1	2,685937E+3	5,295106E+1	2,685937E+3	5,876300E+1	2,685937E+3	6,037866E+1	2,685937E+3	5,305328E+1	2,685937E+3	5,776866E+1	2,685937E+3	4,690248E+1	2,685937E+3	4,786769E+1	2,685937E+3	4,639980E+1
2,687500E+3	5,353887E+1	2,687500E+3	5,307779E+1	2,687500E+3	5,486426E+1	2,687500E+3	5,754624E+1	2,687500E+3	5,791476E+1	2,687500E+3	5,900540E+1	2,687500E+3	5,144848E+1	2,687500E+3	5,678979E+1	2,687500E+3	5,629937E+1	2,687500E+3	6,012613E+1	2,687500E+3	5,932099E+1	2,687500E+3	5,731410E+1	2,687500E+3	5,401045E+1	2,687500E+3	5,588930E+1	2,687500E+3	5,914013E+1	2,687500E+3	5,645622E+1	2,687500E+3	5,379347E+1	2,687500E+3	5,790630E+1	2,687500E+3	6,005079E+1	2,687500E+3	5,187119E+1	2,687500E+3	5,621117E+1	2,687500E+3	4,601929E+1	2,687500E+3	4,823493E+1	2,687500E+3	4,684970E+1
2,689062E+3	5,318073E+1	2,689062E+3	5,205256E+1	2,689062E+3	5,417585E+1	2,689062E+3	5,554904E+1	2,689062E+3	5,773355E+1	2,689062E+3	5,834317E+1	2,689062E+3	5,258875E+1	2,689062E+3	5,602612E+1	2,689062E+3	5,572280E+1	2,689062E+3	6,034025E+1	2,689062E+3	5,986012E+1	2,689062E+3	5,661855E+1	2,689062E+3	5,346153E+1	2,689062E+3	5,458748E+1	2,689062E+3	5,942133E+1	2,689062E+3	5,488604E+1	2,689062E+3	5,375825E+1	2,689062E+3	5,664800E+1	2,689062E+3	5,914155E+1	2,689062E+3	5,202101E+1	2,689062E+3	5,574420E+1	2,689062E+3	4,610105E+1	2,689062E+3	4,701176E+1	2,689062E+3	4,695223E+1
2,690625E+3	5,297248E+1	2,690625E+3	5,264104E+1	2,690625E+3	5,384598E+1	2,690625E+3	5,596777E+1	2,690625E+3	5,655585E+1	2,690625E+3	5,865231E+1	2,690625E+3	5,186531E+1	2,690625E+3	5,590278E+1	2,690625E+3	5,566064E+1	2,690625E+3	5,972417E+1	2,690625E+3	5,858742E+1	2,690625E+3	5,649148E+1	2,690625E+3	5,308600E+1	2,690625E+3	5,492040E+1	2,690625E+3	5,882947E+1	2,690625E+3	5,567026E+1	2,690625E+3	5,299471E+1	2,690625E+3	5,691229E+1	2,690625E+3	5,782477E+1	2,690625E+3	5,124574E+1	2,690625E+3	5,611801E+1	2,690625E+3	4,660591E+1	2,690625E+3	4,704720E+1	2,690625E+3	4,750033E+1
2,692187E+3	5,157676E+1	2,692187E+3	5,245490E+1	2,692187E+3	5,401536E+1	2,692187E+3	5,578733E+1	2,692187E+3	5,563794E+1	2,692187E+3	5,794517E+1	2,692187E+3	5,200588E+1	2,692187E+3	5,546350E+1	2,692187E+3	5,574960E+1	2,692187E+3	5,939985E+1	2,692187E+3	5,902306E+1	2,692187E+3	5,800999E+1	2,692187E+3	5,249011E+1	2,692187E+3	5,519734E+1	2,692187E+3	5,824396E+1	2,692187E+3	5,567834E+1	2,692187E+3	5,092861E+1	2,692187E+3	5,720477E+1	2,692187E+3	5,748002E+1	2,692187E+3	5,155448E+1	2,692187E+3	5,466994E+1	2,692187E+3	4,545018E+1	2,692187E+3	4,706658E+1	2,692187E+3	4,763897E+1
2,693750E+3	5,154421E+1	2,693750E+3	5,243649E+1	2,693750E+3	5,465110E+1	2,693750E+3	5,529749E+1	2,693750E+3	5,674097E+1	2,693750E+3	5,688822E+1	2,693750E+3	5,041615E+1	2,693750E+3	5,523643E+1	2,693750E+3	5,521410E+1	2,693750E+3	6,034816E+1	2,693750E+3	5,828273E+1	2,693750E+3	5,819251E+1	2,693750E+3	5,180638E+1	2,693750E+3	5,378412E+1	2,693750E+3	5,730233E+1	2,693750E+3	5,525336E+1	2,693750E+3	5,091307E+1	2,693750E+3	5,576158E+1	2,693750E+3	5,778766E+1	2,693750E+3	5,155847E+1	2,693750E+3	5,418224E+1	2,693750E+3	4,503105E+1	2,693750E+3	4,706928E+1	2,693750E+3	4,741590E+1
2,695312E+3	5,062594E+1	2,695312E+3	5,073896E+1	2,695312E+3	5,344856E+1	2,695312E+3	5,512860E+1	2,695312E+3	5,761350E+1	2,695312E+3	5,731083E+1	2,695312E+3	4,939232E+1	2,695312E+3	5,422978E+1	2,695312E+3	5,478535E+1	2,695312E+3	5,916685E+1	2,695312E+3	5,820792E+1	2,695312E+3	5,682418E+1	2,695312E+3	5,153958E+1	2,695312E+3	5,285388E+1	2,695312E+3	5,613203E+1	2,695312E+3	5,429890E+1	2,695312E+3	5,136781E+1	2,695312E+3	5,529562E+1	2,695312E+3	5,671807E+1	2,695312E+3	5,078439E+1	2,695312E+3	5,435793E+1	2,695312E+3	4,545405E+1	2,695312E+3	4,627079E+1	2,695312E+3	4,663430E+1
2,696875E+3	5,032289E+1	2,696875E+3	5,032152E+1	2,696875E+3	5,218625E+1	2,696875E+3	5,455221E+1	2,696875E+3	5,640265E+1	2,696875E+3	5,563136E+1	2,696875E+3	5,064215E+1	2,696875E+3	5,324040E+1	2,696875E+3	5,328963E+1	2,696875E+3	5,775810E+1	2,696875E+3	5,955440E+1	2,696875E+3	5,830937E+1	2,696875E+3	5,130174E+1	2,696875E+3	5,234302E+1	2,696875E+3	5,617893E+1	2,696875E+3	5,352890E+1	2,696875E+3	5,176045E+1	2,696875E+3	5,515127E+1	2,696875E+3	5,493009E+1	2,696875E+3	5,071120E+1	2,696875E+3	5,440523E+1	2,696875E+3	4,559589E+1	2,696875E+3	4,645785E+1	2,696875E+3	4,655541E+1
2,698437E+3	5,010700E+1	2,698437E+3	5,148241E+1	2,698437E+3	5,186923E+1	2,698437E+3	5,395036E+1	2,698437E+3	5,593731E+1	2,698437E+3	5,512618E+1	2,698437E+3	5,044806E+1	2,698437E+3	5,325407E+1	2,698437E+3	5,333836E+1	2,698437E+3	5,839214E+1	2,698437E+3	5,985593E+1	2,698437E+3	5,888183E+1	2,698437E+3	5,006656E+1	2,698437E+3	5,299087E+1	2,698437E+3	5,541580E+1	2,698437E+3	5,306975E+1	2,698437E+3	5,058067E+1	2,698437E+3	5,510045E+1	2,698437E+3	5,516730E+1	2,698437E+3	5,069044E+1	2,698437E+3	5,319092E+1	2,698437E+3	4,528661E+1	2,698437E+3	4,626948E+1	2,698437E+3	4,680529E+1
2,700000E+3	4,973927E+1	2,700000E+3	5,087213E+1	2,700000E+3	5,173339E+1	2,700000E+3	5,298411E+1	2,700000E+3	5,478223E+1	2,700000E+3	5,527588E+1	2,700000E+3	4,969206E+1	2,700000E+3	5,406321E+1	2,700000E+3	5,327950E+1	2,700000E+3	5,679775E+1	2,700000E+3	5,937429E+1	2,700000E+3	5,862777E+1	2,700000E+3	5,009680E+1	2,700000E+3	5,253532E+1	2,700000E+3	5,420157E+1	2,700000E+3	5,268359E+1	2,700000E+3	5,007935E+1	2,700000E+3	5,450280E+1	2,700000E+3	5,547745E+1	2,700000E+3	4,919855E+1	2,700000E+3	5,276298E+1	2,700000E+3	4,538354E+1	2,700000E+3	4,553522E+1	2,700000E+3	4,657543E+1
2,701562E+3	4,959046E+1	2,701562E+3	5,035240E+1	2,701562E+3	5,097896E+1	2,701562E+3	5,299740E+1	2,701562E+3	5,363378E+1	2,701562E+3	5,412629E+1	2,701562E+3	4,860654E+1	2,701562E+3	5,378411E+1	2,701562E+3	5,265781E+1	2,701562E+3	5,730908E+1	2,701562E+3	6,004736E+1	2,701562E+3	5,960084E+1	2,701562E+3	5,109897E+1	2,701562E+3	5,056369E+1	2,701562E+3	5,517692E+1	2,701562E+3	5,332151E+1	2,701562E+3	5,027176E+1	2,701562E+3	5,282581E+1	2,701562E+3	5,456864E+1	2,701562E+3	4,767593E+1	2,701562E+3	5,319409E+1	2,701562E+3	4,479404E+1	2,701562E+3	4,522798E+1	2,701562E+3	4,561539E+1
2,703125E+3	4,907991E+1	2,703125E+3	5,013938E+1	2,703125E+3	5,063707E+1	2,703125E+3	5,296232E+1	2,703125E+3	5,242862E+1	2,703125E+3	5,448855E+1	2,703125E+3	4,864215E+1	2,703125E+3	5,219847E+1	2,703125E+3	5,272864E+1	2,703125E+3	5,757326E+1	2,703125E+3	5,987122E+1	2,703125E+3	5,874398E+1	2,703125E+3	5,050837E+1	2,703125E+3	5,020656E+1	2,703125E+3	5,494170E+1	2,703125E+3	5,216164E+1	2,703125E+3	4,996415E+1	2,703125E+3	5,251881E+1	2,703125E+3	5,430381E+1	2,703125E+3	4,864324E+1	2,703125E+3	5,243158E+1	2,703125E+3	4,550500E+1	2,703125E+3	4,537868E+1	2,703125E+3	4,582298E+1
2,704687E+3	4,840133E+1	2,704687E+3	4,968688E+1	2,704687E+3	5,093174E+1	2,704687E+3	5,199310E+1	2,704687E+3	5,238881E+1	2,704687E+3	5,349010E+1	2,704687E+3	4,931017E+1	2,704687E+3	5,174240E+1	2,704687E+3	5,254415E+1	2,704687E+3	5,752681E+1	2,704687E+3	5,981369E+1	2,704687E+3	5,984505E+1	2,704687E+3	4,988157E+1	2,704687E+3	5,002242E+1	2,704687E+3	5,441854E+1	2,704687E+3	5,084466E+1	2,704687E+3	4,835872E+1	2,704687E+3	5,254997E+1	2,704687E+3	5,493188E+1	2,704687E+3	4,803294E+1	2,704687E+3	5,200551E+1	2,704687E+3	4,570789E+1	2,704687E+3	4,547598E+1	2,704687E+3	4,630876E+1
2,706250E+3	4,758994E+1	2,706250E+3	4,975455E+1	2,706250E+3	5,019534E+1	2,706250E+3	5,146732E+1	2,706250E+3	5,278923E+1	2,706250E+3	5,324060E+1	2,706250E+3	4,879098E+1	2,706250E+3	5,196092E+1	2,706250E+3	5,162019E+1	2,706250E+3	5,633959E+1	2,706250E+3	5,959478E+1	2,706250E+3	6,032253E+1	2,706250E+3	5,019151E+1	2,706250E+3	4,976164E+1	2,706250E+3	5,375611E+1	2,706250E+3	5,052678E+1	2,706250E+3	4,859917E+1	2,706250E+3	5,212153E+1	2,706250E+3	5,410711E+1	2,706250E+3	4,755089E+1	2,706250E+3	5,060701E+1	2,706250E+3	4,554752E+1	2,706250E+3	4,466913E+1	2,706250E+3	4,625967E+1
2,707812E+3	4,849562E+1	2,707812E+3	4,874713E+1	2,707812E+3	4,967726E+1	2,707812E+3	5,098200E+1	2,707812E+3	5,388788E+1	2,707812E+3	5,254280E+1	2,707812E+3	4,735203E+1	2,707812E+3	5,168534E+1	2,707812E+3	5,194420E+1	2,707812E+3	5,651519E+1	2,707812E+3	5,807086E+1	2,707812E+3	5,967642E+1	2,707812E+3	4,874573E+1	2,707812E+3	5,062974E+1	2,707812E+3	5,378650E+1	2,707812E+3	5,051564E+1	2,707812E+3	4,844252E+1	2,707812E+3	5,163680E+1	2,707812E+3	5,283115E+1	2,707812E+3	4,822941E+1	2,707812E+3	5,070985E+1	2,707812E+3	4,538004E+1	2,707812E+3	4,638815E+1	2,707812E+3	4,587850E+1
2,709375E+3	4,840227E+1	2,709375E+3	4,825351E+1	2,709375E+3	4,929254E+1	2,709375E+3	5,040925E+1	2,709375E+3	5,284583E+1	2,709375E+3	5,312262E+1	2,709375E+3	4,726994E+1	2,709375E+3	5,069575E+1	2,709375E+3	5,050921E+1	2,709375E+3	5,630437E+1	2,709375E+3	5,715188E+1	2,709375E+3	5,921348E+1	2,709375E+3	4,912379E+1	2,709375E+3	5,000979E+1	2,709375E+3	5,241565E+1	2,709375E+3	5,049427E+1	2,709375E+3	4,772404E+1	2,709375E+3	5,083426E+1	2,709375E+3	5,174252E+1	2,709375E+3	4,801144E+1	2,709375E+3	5,101883E+1	2,709375E+3	4,412035E+1	2,709375E+3	4,693022E+1	2,709375E+3	4,511409E+1
2,710937E+3	4,794914E+1	2,710937E+3	4,762660E+1	2,710937E+3	4,827358E+1	2,710937E+3	4,985117E+1	2,710937E+3	5,245143E+1	2,710937E+3	5,340807E+1	2,710937E+3	4,740307E+1	2,710937E+3	5,083231E+1	2,710937E+3	4,963821E+1	2,710937E+3	5,589702E+1	2,710937E+3	5,678340E+1	2,710937E+3	5,866812E+1	2,710937E+3	4,863290E+1	2,710937E+3	4,863287E+1	2,710937E+3	5,261639E+1	2,710937E+3	5,106867E+1	2,710937E+3	4,813944E+1	2,710937E+3	5,119773E+1	2,710937E+3	5,174434E+1	2,710937E+3	4,749395E+1	2,710937E+3	5,068476E+1	2,710937E+3	4,523643E+1	2,710937E+3	4,670503E+1	2,710937E+3	4,615923E+1
2,712500E+3	4,749630E+1	2,712500E+3	4,716885E+1	2,712500E+3	4,812007E+1	2,712500E+3	4,915564E+1	2,712500E+3	5,277605E+1	2,712500E+3	5,243166E+1	2,712500E+3	4,690285E+1	2,712500E+3	5,011125E+1	2,712500E+3	5,035102E+1	2,712500E+3	5,521093E+1	2,712500E+3	5,700660E+1	2,712500E+3	5,944647E+1	2,712500E+3	4,848413E+1	2,712500E+3	4,869275E+1	2,712500E+3	5,289909E+1	2,712500E+3	5,161891E+1	2,712500E+3	4,787791E+1	2,712500E+3	5,130298E+1	2,712500E+3	5,113003E+1	2,712500E+3	4,614515E+1	2,712500E+3	5,078421E+1	2,712500E+3	4,469615E+1	2,712500E+3	4,545583E+1	2,712500E+3	4,595725E+1
2,714062E+3	4,757774E+1	2,714062E+3	4,800313E+1	2,714062E+3	4,916351E+1	2,714062E+3	4,948370E+1	2,714062E+3	4,989538E+1	2,714062E+3	5,131859E+1	2,714062E+3	4,635139E+1	2,714062E+3	4,953865E+1	2,714062E+3	4,978788E+1	2,714062E+3	5,531116E+1	2,714062E+3	5,660131E+1	2,714062E+3	5,974141E+1	2,714062E+3	4,797754E+1	2,714062E+3	4,882043E+1	2,714062E+3	5,278770E+1	2,714062E+3	5,104589E+1	2,714062E+3	4,714960E+1	2,714062E+3	5,051495E+1	2,714062E+3	5,149194E+1	2,714062E+3	4,647010E+1	2,714062E+3	5,009061E+1	2,714062E+3	4,399076E+1	2,714062E+3	4,454971E+1	2,714062E+3	4,663618E+1
2,715625E+3	4,722746E+1	2,715625E+3	4,772178E+1	2,715625E+3	4,875771E+1	2,715625E+3	4,766177E+1	2,715625E+3	5,055163E+1	2,715625E+3	5,059242E+1	2,715625E+3	4,660252E+1	2,715625E+3	4,934246E+1	2,715625E+3	4,814693E+1	2,715625E+3	5,400233E+1	2,715625E+3	5,547340E+1	2,715625E+3	5,918819E+1	2,715625E+3	4,712407E+1	2,715625E+3	4,821357E+1	2,715625E+3	5,212067E+1	2,715625E+3	5,096022E+1	2,715625E+3	4,626528E+1	2,715625E+3	5,046287E+1	2,715625E+3	5,137039E+1	2,715625E+3	4,512373E+1	2,715625E+3	4,975818E+1	2,715625E+3	4,384366E+1	2,715625E+3	4,506688E+1	2,715625E+3	4,624635E+1
2,717187E+3	4,618656E+1	2,717187E+3	4,640976E+1	2,717187E+3	4,712481E+1	2,717187E+3	4,854410E+1	2,717187E+3	5,071121E+1	2,717187E+3	4,979781E+1	2,717187E+3	4,619859E+1	2,717187E+3	4,897578E+1	2,717187E+3	4,802887E+1	2,717187E+3	5,319999E+1	2,717187E+3	5,511324E+1	2,717187E+3	5,898321E+1	2,717187E+3	4,676525E+1	2,717187E+3	4,842505E+1	2,717187E+3	5,136261E+1	2,717187E+3	4,926352E+1	2,717187E+3	4,621357E+1	2,717187E+3	4,996654E+1	2,717187E+3	5,069533E+1	2,717187E+3	4,518377E+1	2,717187E+3	4,902883E+1	2,717187E+3	4,456112E+1	2,717187E+3	4,499985E+1	2,717187E+3	4,560456E+1
2,718750E+3	4,603250E+1	2,718750E+3	4,596706E+1	2,718750E+3	4,666141E+1	2,718750E+3	4,824351E+1	2,718750E+3	4,999498E+1	2,718750E+3	5,013724E+1	2,718750E+3	4,591188E+1	2,718750E+3	4,929139E+1	2,718750E+3	4,924482E+1	2,718750E+3	5,340049E+1	2,718750E+3	5,406647E+1	2,718750E+3	5,822111E+1	2,718750E+3	4,701780E+1	2,718750E+3	4,836841E+1	2,718750E+3	5,090075E+1	2,718750E+3	4,795561E+1	2,718750E+3	4,599228E+1	2,718750E+3	4,859015E+1	2,718750E+3	5,022214E+1	2,718750E+3	4,573304E+1	2,718750E+3	4,858149E+1	2,718750E+3	4,457629E+1	2,718750E+3	4,574197E+1	2,718750E+3	4,591125E+1
2,720312E+3	4,641518E+1	2,720312E+3	4,684403E+1	2,720312E+3	4,779693E+1	2,720312E+3	4,850592E+1	2,720312E+3	4,965035E+1	2,720312E+3	4,924043E+1	2,720312E+3	4,515635E+1	2,720312E+3	4,918060E+1	2,720312E+3	4,820747E+1	2,720312E+3	5,298964E+1	2,720312E+3	5,494322E+1	2,720312E+3	5,874360E+1	2,720312E+3	4,646447E+1	2,720312E+3	4,776357E+1	2,720312E+3	5,010581E+1	2,720312E+3	4,844579E+1	2,720312E+3	4,579872E+1	2,720312E+3	4,984709E+1	2,720312E+3	4,933226E+1	2,720312E+3	4,566147E+1	2,720312E+3	4,861398E+1	2,720312E+3	4,470294E+1	2,720312E+3	4,640901E+1	2,720312E+3	4,650801E+1
2,721875E+3	4,690697E+1	2,721875E+3	4,680059E+1	2,721875E+3	4,778114E+1	2,721875E+3	4,848762E+1	2,721875E+3	4,959939E+1	2,721875E+3	4,892166E+1	2,721875E+3	4,558953E+1	2,721875E+3	4,736785E+1	2,721875E+3	4,791636E+1	2,721875E+3	5,230370E+1	2,721875E+3	5,443646E+1	2,721875E+3	5,893030E+1	2,721875E+3	4,582848E+1	2,721875E+3	4,732607E+1	2,721875E+3	4,973507E+1	2,721875E+3	4,805256E+1	2,721875E+3	4,475690E+1	2,721875E+3	4,892633E+1	2,721875E+3	4,926284E+1	2,721875E+3	4,568583E+1	2,721875E+3	4,802684E+1	2,721875E+3	4,304234E+1	2,721875E+3	4,666155E+1	2,721875E+3	4,665983E+1
2,723437E+3	4,532478E+1	2,723437E+3	4,623913E+1	2,723437E+3	4,697998E+1	2,723437E+3	4,781500E+1	2,723437E+3	4,847561E+1	2,723437E+3	4,971837E+1	2,723437E+3	4,481011E+1	2,723437E+3	4,704550E+1	2,723437E+3	4,854879E+1	2,723437E+3	5,250918E+1	2,723437E+3	5,412018E+1	2,723437E+3	5,876764E+1	2,723437E+3	4,562751E+1	2,723437E+3	4,746443E+1	2,723437E+3	4,883746E+1	2,723437E+3	4,732261E+1	2,723437E+3	4,531841E+1	2,723437E+3	4,728627E+1	2,723437E+3	4,990213E+1	2,723437E+3	4,435281E+1	2,723437E+3	4,721186E+1	2,723437E+3	4,349136E+1	2,723437E+3	4,574393E+1	2,723437E+3	4,556080E+1
2,725000E+3	4,605623E+1	2,725000E+3	4,549327E+1	2,725000E+3	4,557715E+1	2,725000E+3	4,786561E+1	2,725000E+3	4,916808E+1	2,725000E+3	4,920780E+1	2,725000E+3	4,332315E+1	2,725000E+3	4,782241E+1	2,725000E+3	4,826522E+1	2,725000E+3	5,151255E+1	2,725000E+3	5,330647E+1	2,725000E+3	5,775910E+1	2,725000E+3	4,590947E+1	2,725000E+3	4,735317E+1	2,725000E+3	4,916992E+1	2,725000E+3	4,741701E+1	2,725000E+3	4,494491E+1	2,725000E+3	4,754591E+1	2,725000E+3	4,975908E+1	2,725000E+3	4,424649E+1	2,725000E+3	4,728585E+1	2,725000E+3	4,493353E+1	2,725000E+3	4,573112E+1	2,725000E+3	4,576966E+1
2,726562E+3	4,527229E+1	2,726562E+3	4,576520E+1	2,726562E+3	4,568254E+1	2,726562E+3	4,783175E+1	2,726562E+3	4,782957E+1	2,726562E+3	4,986711E+1	2,726562E+3	4,352843E+1	2,726562E+3	4,734585E+1	2,726562E+3	4,746917E+1	2,726562E+3	5,145379E+1	2,726562E+3	5,264637E+1	2,726562E+3	5,686197E+1	2,726562E+3	4,561101E+1	2,726562E+3	4,756562E+1	2,726562E+3	5,009673E+1	2,726562E+3	4,665239E+1	2,726562E+3	4,551268E+1	2,726562E+3	4,772295E+1	2,726562E+3	4,975141E+1	2,726562E+3	4,452888E+1	2,726562E+3	4,675188E+1	2,726562E+3	4,338341E+1	2,726562E+3	4,530629E+1	2,726562E+3	4,697499E+1
2,728125E+3	4,470442E+1	2,728125E+3	4,575795E+1	2,728125E+3	4,563479E+1	2,728125E+3	4,675136E+1	2,728125E+3	4,852199E+1	2,728125E+3	4,893491E+1	2,728125E+3	4,421258E+1	2,728125E+3	4,681695E+1	2,728125E+3	4,655406E+1	2,728125E+3	5,176323E+1	2,728125E+3	5,232231E+1	2,728125E+3	5,587893E+1	2,728125E+3	4,541267E+1	2,728125E+3	4,590224E+1	2,728125E+3	4,939406E+1	2,728125E+3	4,610327E+1	2,728125E+3	4,453711E+1	2,728125E+3	4,792773E+1	2,728125E+3	4,811913E+1	2,728125E+3	4,415092E+1	2,728125E+3	4,703640E+1	2,728125E+3	4,336847E+1	2,728125E+3	4,437625E+1	2,728125E+3	4,719873E+1
2,729687E+3	4,485000E+1	2,729687E+3	4,458101E+1	2,729687E+3	4,556420E+1	2,729687E+3	4,615458E+1	2,729687E+3	4,814770E+1	2,729687E+3	4,772805E+1	2,729687E+3	4,511304E+1	2,729687E+3	4,618822E+1	2,729687E+3	4,680947E+1	2,729687E+3	5,110349E+1	2,729687E+3	5,228628E+1	2,729687E+3	5,667464E+1	2,729687E+3	4,517469E+1	2,729687E+3	4,579562E+1	2,729687E+3	4,757860E+1	2,729687E+3	4,697767E+1	2,729687E+3	4,394073E+1	2,729687E+3	4,727088E+1	2,729687E+3	4,888968E+1	2,729687E+3	4,330902E+1	2,729687E+3	4,802084E+1	2,729687E+3	4,534645E+1	2,729687E+3	4,384429E+1	2,729687E+3	4,715496E+1
