Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 5_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 7_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 8_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
3,296875E+2	5,879569E+1	3,296875E+2	6,963486E+1	3,296875E+2	8,007770E+1	3,296875E+2	8,981597E+1	3,296875E+2	9,761619E+1	3,296875E+2	1,021296E+2	3,296875E+2	1,055289E+2
3,312500E+2	5,952676E+1	3,312500E+2	6,987463E+1	3,312500E+2	8,045091E+1	3,312500E+2	8,994996E+1	3,312500E+2	9,860130E+1	3,312500E+2	1,019466E+2	3,312500E+2	1,059993E+2
3,328125E+2	5,816116E+1	3,328125E+2	6,959806E+1	3,328125E+2	8,040015E+1	3,328125E+2	8,891488E+1	3,328125E+2	9,777227E+1	3,328125E+2	1,019452E+2	3,328125E+2	1,062338E+2
3,343750E+2	5,884392E+1	3,343750E+2	6,903942E+1	3,343750E+2	7,980171E+1	3,343750E+2	8,993343E+1	3,343750E+2	9,842091E+1	3,343750E+2	1,014526E+2	3,343750E+2	1,054230E+2
3,359375E+2	6,003705E+1	3,359375E+2	6,995325E+1	3,359375E+2	7,926112E+1	3,359375E+2	9,009477E+1	3,359375E+2	9,833819E+1	3,359375E+2	1,026760E+2	3,359375E+2	1,056716E+2
3,375000E+2	5,978825E+1	3,375000E+2	6,974381E+1	3,375000E+2	8,034018E+1	3,375000E+2	8,893547E+1	3,375000E+2	9,805221E+1	3,375000E+2	1,032615E+2	3,375000E+2	1,062001E+2
3,390625E+2	5,944875E+1	3,390625E+2	6,957280E+1	3,390625E+2	7,975449E+1	3,390625E+2	8,995756E+1	3,390625E+2	9,869032E+1	3,390625E+2	1,030748E+2	3,390625E+2	1,057358E+2
3,406250E+2	6,085299E+1	3,406250E+2	7,013549E+1	3,406250E+2	8,103044E+1	3,406250E+2	8,935565E+1	3,406250E+2	9,856888E+1	3,406250E+2	1,027586E+2	3,406250E+2	1,066171E+2
3,421875E+2	6,050830E+1	3,421875E+2	6,964556E+1	3,421875E+2	8,116221E+1	3,421875E+2	8,886277E+1	3,421875E+2	9,898315E+1	3,421875E+2	1,020956E+2	3,421875E+2	1,058021E+2
3,437500E+2	6,076312E+1	3,437500E+2	6,966703E+1	3,437500E+2	7,960181E+1	3,437500E+2	8,975572E+1	3,437500E+2	9,885612E+1	3,437500E+2	1,016074E+2	3,437500E+2	1,060872E+2
3,453125E+2	5,979194E+1	3,453125E+2	6,978867E+1	3,453125E+2	7,956847E+1	3,453125E+2	8,973056E+1	3,453125E+2	9,827681E+1	3,453125E+2	1,022440E+2	3,453125E+2	1,062963E+2
3,468750E+2	6,001156E+1	3,468750E+2	7,143046E+1	3,468750E+2	8,053181E+1	3,468750E+2	9,002840E+1	3,468750E+2	9,861597E+1	3,468750E+2	1,019202E+2	3,468750E+2	1,066241E+2
3,484375E+2	6,077249E+1	3,484375E+2	7,247026E+1	3,484375E+2	8,089218E+1	3,484375E+2	9,079665E+1	3,484375E+2	9,814164E+1	3,484375E+2	1,016011E+2	3,484375E+2	1,061181E+2
3,500000E+2	5,986084E+1	3,500000E+2	7,153858E+1	3,500000E+2	8,106657E+1	3,500000E+2	9,087713E+1	3,500000E+2	9,822954E+1	3,500000E+2	1,030041E+2	3,500000E+2	1,063377E+2
3,515625E+2	6,022412E+1	3,515625E+2	7,226761E+1	3,515625E+2	8,178534E+1	3,515625E+2	9,054914E+1	3,515625E+2	9,895943E+1	3,515625E+2	1,042447E+2	3,515625E+2	1,068953E+2
3,531250E+2	6,048773E+1	3,531250E+2	7,268038E+1	3,531250E+2	8,102385E+1	3,531250E+2	8,994794E+1	3,531250E+2	9,885757E+1	3,531250E+2	1,039226E+2	3,531250E+2	1,064534E+2
3,546875E+2	6,106469E+1	3,546875E+2	7,228343E+1	3,546875E+2	8,007967E+1	3,546875E+2	9,052342E+1	3,546875E+2	9,926033E+1	3,546875E+2	1,021557E+2	3,546875E+2	1,054403E+2
3,562500E+2	6,113690E+1	3,562500E+2	7,204721E+1	3,562500E+2	8,048993E+1	3,562500E+2	8,976211E+1	3,562500E+2	9,957685E+1	3,562500E+2	1,023380E+2	3,562500E+2	1,058233E+2
3,578125E+2	6,181241E+1	3,578125E+2	7,135687E+1	3,578125E+2	8,267208E+1	3,578125E+2	9,091907E+1	3,578125E+2	1,000523E+2	3,578125E+2	1,034020E+2	3,578125E+2	1,072902E+2
3,593750E+2	6,537818E+1	3,593750E+2	7,216058E+1	3,593750E+2	8,210299E+1	3,593750E+2	9,214282E+1	3,593750E+2	9,811217E+1	3,593750E+2	1,030877E+2	3,593750E+2	1,059297E+2
3,609375E+2	6,433880E+1	3,609375E+2	7,261395E+1	3,609375E+2	8,190818E+1	3,609375E+2	9,237534E+1	3,609375E+2	9,891642E+1	3,609375E+2	1,031610E+2	3,609375E+2	1,065163E+2
3,625000E+2	6,225267E+1	3,625000E+2	7,354532E+1	3,625000E+2	8,131629E+1	3,625000E+2	9,217105E+1	3,625000E+2	9,965773E+1	3,625000E+2	1,031366E+2	3,625000E+2	1,055776E+2
3,640625E+2	6,234651E+1	3,640625E+2	7,288332E+1	3,640625E+2	8,049215E+1	3,640625E+2	9,200672E+1	3,640625E+2	9,993200E+1	3,640625E+2	1,037549E+2	3,640625E+2	1,057109E+2
3,656250E+2	6,097085E+1	3,656250E+2	7,206512E+1	3,656250E+2	8,198584E+1	3,656250E+2	9,164439E+1	3,656250E+2	1,006441E+2	3,656250E+2	1,040207E+2	3,656250E+2	1,081030E+2
3,671875E+2	6,159374E+1	3,671875E+2	7,280990E+1	3,671875E+2	8,227102E+1	3,671875E+2	9,132306E+1	3,671875E+2	1,005633E+2	3,671875E+2	1,042147E+2	3,671875E+2	1,089576E+2
3,687500E+2	6,314040E+1	3,687500E+2	7,260835E+1	3,687500E+2	8,230862E+1	3,687500E+2	9,071565E+1	3,687500E+2	9,921711E+1	3,687500E+2	1,036024E+2	3,687500E+2	1,080634E+2
3,703125E+2	6,398366E+1	3,703125E+2	7,328595E+1	3,703125E+2	8,357201E+1	3,703125E+2	9,086228E+1	3,703125E+2	9,886398E+1	3,703125E+2	1,039600E+2	3,703125E+2	1,078071E+2
3,718750E+2	6,331496E+1	3,718750E+2	7,256772E+1	3,718750E+2	8,351500E+1	3,718750E+2	9,159554E+1	3,718750E+2	1,006781E+2	3,718750E+2	1,031078E+2	3,718750E+2	1,074415E+2
3,734375E+2	6,298623E+1	3,734375E+2	7,342692E+1	3,734375E+2	8,271615E+1	3,734375E+2	9,288809E+1	3,734375E+2	1,007743E+2	3,734375E+2	1,034793E+2	3,734375E+2	1,078804E+2
3,750000E+2	6,362403E+1	3,750000E+2	7,471193E+1	3,750000E+2	8,296432E+1	3,750000E+2	9,291744E+1	3,750000E+2	1,005117E+2	3,750000E+2	1,045097E+2	3,750000E+2	1,078780E+2
3,765625E+2	6,382975E+1	3,765625E+2	7,418102E+1	3,765625E+2	8,343882E+1	3,765625E+2	9,300568E+1	3,765625E+2	1,004016E+2	3,765625E+2	1,047770E+2	3,765625E+2	1,078056E+2
3,781250E+2	6,382279E+1	3,781250E+2	7,439182E+1	3,781250E+2	8,370171E+1	3,781250E+2	9,281905E+1	3,781250E+2	1,006783E+2	3,781250E+2	1,045580E+2	3,781250E+2	1,079269E+2
3,796875E+2	6,416516E+1	3,796875E+2	7,457462E+1	3,796875E+2	8,330955E+1	3,796875E+2	9,359511E+1	3,796875E+2	1,003414E+2	3,796875E+2	1,043467E+2	3,796875E+2	1,080034E+2
3,812500E+2	6,434871E+1	3,812500E+2	7,405317E+1	3,812500E+2	8,454237E+1	3,812500E+2	9,425798E+1	3,812500E+2	1,000654E+2	3,812500E+2	1,040081E+2	3,812500E+2	1,080954E+2
3,828125E+2	6,546362E+1	3,828125E+2	7,420767E+1	3,828125E+2	8,429692E+1	3,828125E+2	9,412340E+1	3,828125E+2	1,018019E+2	3,828125E+2	1,048642E+2	3,828125E+2	1,092995E+2
3,843750E+2	6,625393E+1	3,843750E+2	7,487766E+1	3,843750E+2	8,503405E+1	3,843750E+2	9,356587E+1	3,843750E+2	1,020160E+2	3,843750E+2	1,048867E+2	3,843750E+2	1,093575E+2
3,859375E+2	6,556244E+1	3,859375E+2	7,595569E+1	3,859375E+2	8,553768E+1	3,859375E+2	9,360878E+1	3,859375E+2	1,016594E+2	3,859375E+2	1,057515E+2	3,859375E+2	1,103309E+2
3,875000E+2	6,551985E+1	3,875000E+2	7,568210E+1	3,875000E+2	8,537276E+1	3,875000E+2	9,411809E+1	3,875000E+2	1,004423E+2	3,875000E+2	1,069233E+2	3,875000E+2	1,097793E+2
3,890625E+2	6,676434E+1	3,890625E+2	7,490742E+1	3,890625E+2	8,485870E+1	3,890625E+2	9,482045E+1	3,890625E+2	1,002338E+2	3,890625E+2	1,063784E+2	3,890625E+2	1,089435E+2
3,906250E+2	6,682383E+1	3,906250E+2	7,494987E+1	3,906250E+2	8,569793E+1	3,906250E+2	9,456364E+1	3,906250E+2	1,000953E+2	3,906250E+2	1,045684E+2	3,906250E+2	1,103105E+2
3,921875E+2	6,654782E+1	3,921875E+2	7,646684E+1	3,921875E+2	8,636384E+1	3,921875E+2	9,397833E+1	3,921875E+2	1,018120E+2	3,921875E+2	1,057762E+2	3,921875E+2	1,099888E+2
3,937500E+2	6,656143E+1	3,937500E+2	7,614125E+1	3,937500E+2	8,675322E+1	3,937500E+2	9,439727E+1	3,937500E+2	1,015575E+2	3,937500E+2	1,057180E+2	3,937500E+2	1,105858E+2
3,953125E+2	6,624888E+1	3,953125E+2	7,557869E+1	3,953125E+2	8,677402E+1	3,953125E+2	9,474411E+1	3,953125E+2	1,024505E+2	3,953125E+2	1,053235E+2	3,953125E+2	1,106332E+2
3,968750E+2	6,655016E+1	3,968750E+2	7,619788E+1	3,968750E+2	8,596241E+1	3,968750E+2	9,546193E+1	3,968750E+2	1,025661E+2	3,968750E+2	1,070685E+2	3,968750E+2	1,098223E+2
3,984375E+2	6,804145E+1	3,984375E+2	7,697783E+1	3,984375E+2	8,682830E+1	3,984375E+2	9,557796E+1	3,984375E+2	1,024847E+2	3,984375E+2	1,075842E+2	3,984375E+2	1,096205E+2
4,000000E+2	6,786093E+1	4,000000E+2	7,636550E+1	4,000000E+2	8,698152E+1	4,000000E+2	9,513147E+1	4,000000E+2	1,021642E+2	4,000000E+2	1,068702E+2	4,000000E+2	1,107311E+2
4,015625E+2	6,853352E+1	4,015625E+2	7,754638E+1	4,015625E+2	8,710285E+1	4,015625E+2	9,579553E+1	4,015625E+2	1,036111E+2	4,015625E+2	1,067867E+2	4,015625E+2	1,109442E+2
4,031250E+2	6,768144E+1	4,031250E+2	7,817259E+1	4,031250E+2	8,764725E+1	4,031250E+2	9,638256E+1	4,031250E+2	1,043162E+2	4,031250E+2	1,078805E+2	4,031250E+2	1,107913E+2
4,046875E+2	6,702676E+1	4,046875E+2	7,754519E+1	4,046875E+2	8,686653E+1	4,046875E+2	9,630652E+1	4,046875E+2	1,042116E+2	4,046875E+2	1,079879E+2	4,046875E+2	1,111124E+2
4,062500E+2	6,698952E+1	4,062500E+2	7,710324E+1	4,062500E+2	8,726555E+1	4,062500E+2	9,572987E+1	4,062500E+2	1,044811E+2	4,062500E+2	1,082035E+2	4,062500E+2	1,116414E+2
4,078125E+2	6,834417E+1	4,078125E+2	7,756563E+1	4,078125E+2	8,668945E+1	4,078125E+2	9,536485E+1	4,078125E+2	1,052845E+2	4,078125E+2	1,074544E+2	4,078125E+2	1,116564E+2
4,093750E+2	6,840293E+1	4,093750E+2	7,809111E+1	4,093750E+2	8,762582E+1	4,093750E+2	9,534593E+1	4,093750E+2	1,049182E+2	4,093750E+2	1,076205E+2	4,093750E+2	1,115768E+2
4,109375E+2	6,844235E+1	4,109375E+2	7,812842E+1	4,109375E+2	8,815934E+1	4,109375E+2	9,628417E+1	4,109375E+2	1,050886E+2	4,109375E+2	1,075427E+2	4,109375E+2	1,119335E+2
4,125000E+2	6,877119E+1	4,125000E+2	7,811039E+1	4,125000E+2	8,845117E+1	4,125000E+2	9,634927E+1	4,125000E+2	1,050839E+2	4,125000E+2	1,078081E+2	4,125000E+2	1,121627E+2
4,140625E+2	6,820175E+1	4,140625E+2	7,903553E+1	4,140625E+2	8,806340E+1	4,140625E+2	9,614662E+1	4,140625E+2	1,048978E+2	4,140625E+2	1,083415E+2	4,140625E+2	1,116916E+2
4,156250E+2	6,854202E+1	4,156250E+2	7,904652E+1	4,156250E+2	8,788514E+1	4,156250E+2	9,603222E+1	4,156250E+2	1,056457E+2	4,156250E+2	1,090563E+2	4,156250E+2	1,113276E+2
4,171875E+2	6,777677E+1	4,171875E+2	7,872612E+1	4,171875E+2	8,756356E+1	4,171875E+2	9,696890E+1	4,171875E+2	1,055427E+2	4,171875E+2	1,086347E+2	4,171875E+2	1,128301E+2
4,187500E+2	7,082001E+1	4,187500E+2	7,780976E+1	4,187500E+2	8,748489E+1	4,187500E+2	9,689434E+1	4,187500E+2	1,052723E+2	4,187500E+2	1,093690E+2	4,187500E+2	1,130266E+2
4,203125E+2	7,401367E+1	4,203125E+2	7,808244E+1	4,203125E+2	8,750467E+1	4,203125E+2	9,715337E+1	4,203125E+2	1,051450E+2	4,203125E+2	1,091164E+2	4,203125E+2	1,138518E+2
4,218750E+2	6,975843E+1	4,218750E+2	7,720349E+1	4,218750E+2	8,817119E+1	4,218750E+2	9,705950E+1	4,218750E+2	1,057963E+2	4,218750E+2	1,089251E+2	4,218750E+2	1,137397E+2
4,234375E+2	6,800641E+1	4,234375E+2	7,755127E+1	4,234375E+2	8,895723E+1	4,234375E+2	9,771194E+1	4,234375E+2	1,051975E+2	4,234375E+2	1,092461E+2	4,234375E+2	1,139730E+2
4,250000E+2	6,645905E+1	4,250000E+2	7,694955E+1	4,250000E+2	8,761739E+1	4,250000E+2	9,786645E+1	4,250000E+2	1,041760E+2	4,250000E+2	1,104517E+2	4,250000E+2	1,147334E+2
4,265625E+2	6,678479E+1	4,265625E+2	7,675493E+1	4,265625E+2	8,719624E+1	4,265625E+2	9,623566E+1	4,265625E+2	1,058803E+2	4,265625E+2	1,106726E+2	4,265625E+2	1,149245E+2
4,281250E+2	6,730317E+1	4,281250E+2	7,703645E+1	4,281250E+2	8,830846E+1	4,281250E+2	9,755460E+1	4,281250E+2	1,070902E+2	4,281250E+2	1,099780E+2	4,281250E+2	1,146639E+2
4,296875E+2	6,670687E+1	4,296875E+2	7,703094E+1	4,296875E+2	8,844342E+1	4,296875E+2	9,720912E+1	4,296875E+2	1,070371E+2	4,296875E+2	1,104271E+2	4,296875E+2	1,148064E+2
4,312500E+2	6,681358E+1	4,312500E+2	7,712783E+1	4,312500E+2	8,718723E+1	4,312500E+2	9,680071E+1	4,312500E+2	1,064671E+2	4,312500E+2	1,102062E+2	4,312500E+2	1,149145E+2
4,328125E+2	6,736780E+1	4,328125E+2	7,725465E+1	4,328125E+2	8,726773E+1	4,328125E+2	9,832987E+1	4,328125E+2	1,064680E+2	4,328125E+2	1,106310E+2	4,328125E+2	1,146959E+2
4,343750E+2	6,735957E+1	4,343750E+2	7,719715E+1	4,343750E+2	8,679390E+1	4,343750E+2	9,819266E+1	4,343750E+2	1,077448E+2	4,343750E+2	1,105306E+2	4,343750E+2	1,163766E+2
4,359375E+2	6,695650E+1	4,359375E+2	7,639139E+1	4,359375E+2	8,684209E+1	4,359375E+2	9,804333E+1	4,359375E+2	1,080080E+2	4,359375E+2	1,109182E+2	4,359375E+2	1,168852E+2
4,375000E+2	6,642426E+1	4,375000E+2	7,584225E+1	4,375000E+2	8,654398E+1	4,375000E+2	9,674980E+1	4,375000E+2	1,066994E+2	4,375000E+2	1,116420E+2	4,375000E+2	1,165682E+2
4,390625E+2	6,675426E+1	4,390625E+2	7,648646E+1	4,390625E+2	8,567077E+1	4,390625E+2	9,690721E+1	4,390625E+2	1,062543E+2	4,390625E+2	1,120274E+2	4,390625E+2	1,167046E+2
4,406250E+2	6,646470E+1	4,406250E+2	7,636475E+1	4,406250E+2	8,591220E+1	4,406250E+2	9,713785E+1	4,406250E+2	1,073424E+2	4,406250E+2	1,131717E+2	4,406250E+2	1,166796E+2
4,421875E+2	6,543839E+1	4,421875E+2	7,606991E+1	4,421875E+2	8,554945E+1	4,421875E+2	9,709897E+1	4,421875E+2	1,083434E+2	4,421875E+2	1,127875E+2	4,421875E+2	1,159062E+2
4,437500E+2	6,531454E+1	4,437500E+2	7,485820E+1	4,437500E+2	8,510129E+1	4,437500E+2	9,698252E+1	4,437500E+2	1,073689E+2	4,437500E+2	1,113070E+2	4,437500E+2	1,162288E+2
4,453125E+2	6,607931E+1	4,453125E+2	7,452239E+1	4,453125E+2	8,430541E+1	4,453125E+2	9,558967E+1	4,453125E+2	1,067199E+2	4,453125E+2	1,125564E+2	4,453125E+2	1,168162E+2
4,468750E+2	6,606397E+1	4,468750E+2	7,528698E+1	4,468750E+2	8,474764E+1	4,468750E+2	9,686719E+1	4,468750E+2	1,072144E+2	4,468750E+2	1,123595E+2	4,468750E+2	1,167003E+2
4,484375E+2	6,536751E+1	4,484375E+2	7,524353E+1	4,484375E+2	8,500354E+1	4,484375E+2	9,683035E+1	4,484375E+2	1,078633E+2	4,484375E+2	1,131118E+2	4,484375E+2	1,158211E+2
4,500000E+2	6,499244E+1	4,500000E+2	7,528489E+1	4,500000E+2	8,433965E+1	4,500000E+2	9,634599E+1	4,500000E+2	1,086456E+2	4,500000E+2	1,117358E+2	4,500000E+2	1,164981E+2
4,515625E+2	6,564938E+1	4,515625E+2	7,490180E+1	4,515625E+2	8,436911E+1	4,515625E+2	9,543789E+1	4,515625E+2	1,081616E+2	4,515625E+2	1,123922E+2	4,515625E+2	1,177840E+2
4,531250E+2	6,557780E+1	4,531250E+2	7,525175E+1	4,531250E+2	8,456186E+1	4,531250E+2	9,640830E+1	4,531250E+2	1,069124E+2	4,531250E+2	1,130977E+2	4,531250E+2	1,176213E+2
4,546875E+2	6,487908E+1	4,546875E+2	7,492871E+1	4,546875E+2	8,476280E+1	4,546875E+2	9,692122E+1	4,546875E+2	1,081461E+2	4,546875E+2	1,134882E+2	4,546875E+2	1,181992E+2
4,562500E+2	6,410628E+1	4,562500E+2	7,516445E+1	4,562500E+2	8,522003E+1	4,562500E+2	9,654084E+1	4,562500E+2	1,080107E+2	4,562500E+2	1,128235E+2	4,562500E+2	1,178656E+2
4,578125E+2	6,365058E+1	4,578125E+2	7,538002E+1	4,578125E+2	8,497202E+1	4,578125E+2	9,606790E+1	4,578125E+2	1,081583E+2	4,578125E+2	1,126669E+2	4,578125E+2	1,174754E+2
4,593750E+2	6,305339E+1	4,593750E+2	7,479277E+1	4,593750E+2	8,520374E+1	4,593750E+2	9,638849E+1	4,593750E+2	1,073779E+2	4,593750E+2	1,123137E+2	4,593750E+2	1,173264E+2
4,609375E+2	6,259467E+1	4,609375E+2	7,388409E+1	4,609375E+2	8,418143E+1	4,609375E+2	9,625960E+1	4,609375E+2	1,080263E+2	4,609375E+2	1,120704E+2	4,609375E+2	1,181916E+2
4,625000E+2	6,297079E+1	4,625000E+2	7,406807E+1	4,625000E+2	8,393071E+1	4,625000E+2	9,608311E+1	4,625000E+2	1,078986E+2	4,625000E+2	1,118515E+2	4,625000E+2	1,178769E+2
4,640625E+2	6,368665E+1	4,640625E+2	7,452978E+1	4,640625E+2	8,334519E+1	4,640625E+2	9,608588E+1	4,640625E+2	1,080526E+2	4,640625E+2	1,128204E+2	4,640625E+2	1,179399E+2
4,656250E+2	6,371569E+1	4,656250E+2	7,512533E+1	4,656250E+2	8,401508E+1	4,656250E+2	9,646119E+1	4,656250E+2	1,069973E+2	4,656250E+2	1,125786E+2	4,656250E+2	1,188167E+2
4,671875E+2	6,410411E+1	4,671875E+2	7,356581E+1	4,671875E+2	8,470091E+1	4,671875E+2	9,601519E+1	4,671875E+2	1,065632E+2	4,671875E+2	1,131478E+2	4,671875E+2	1,174575E+2
4,687500E+2	6,336443E+1	4,687500E+2	7,346498E+1	4,687500E+2	8,312365E+1	4,687500E+2	9,624985E+1	4,687500E+2	1,065055E+2	4,687500E+2	1,130510E+2	4,687500E+2	1,172456E+2
4,703125E+2	6,323801E+1	4,703125E+2	7,362225E+1	4,703125E+2	8,226088E+1	4,703125E+2	9,658335E+1	4,703125E+2	1,071920E+2	4,703125E+2	1,117499E+2	4,703125E+2	1,181950E+2
4,718750E+2	6,421104E+1	4,718750E+2	7,417426E+1	4,718750E+2	8,390398E+1	4,718750E+2	9,586881E+1	4,718750E+2	1,065865E+2	4,718750E+2	1,122273E+2	4,718750E+2	1,183577E+2
4,734375E+2	6,443440E+1	4,734375E+2	7,455025E+1	4,734375E+2	8,344291E+1	4,734375E+2	9,628144E+1	4,734375E+2	1,073360E+2	4,734375E+2	1,126444E+2	4,734375E+2	1,186714E+2
4,750000E+2	6,418584E+1	4,750000E+2	7,380589E+1	4,750000E+2	8,417777E+1	4,750000E+2	9,669244E+1	4,750000E+2	1,074344E+2	4,750000E+2	1,126479E+2	4,750000E+2	1,175770E+2
4,765625E+2	6,423405E+1	4,765625E+2	7,421790E+1	4,765625E+2	8,372607E+1	4,765625E+2	9,551223E+1	4,765625E+2	1,068784E+2	4,765625E+2	1,113204E+2	4,765625E+2	1,160525E+2
4,781250E+2	6,500593E+1	4,781250E+2	7,557508E+1	4,781250E+2	8,457659E+1	4,781250E+2	9,569950E+1	4,781250E+2	1,072069E+2	4,781250E+2	1,115442E+2	4,781250E+2	1,160482E+2
4,796875E+2	6,959272E+1	4,796875E+2	7,565168E+1	4,796875E+2	8,510832E+1	4,796875E+2	9,526639E+1	4,796875E+2	1,075150E+2	4,796875E+2	1,115885E+2	4,796875E+2	1,166157E+2
4,812500E+2	6,664835E+1	4,812500E+2	7,480435E+1	4,812500E+2	8,338532E+1	4,812500E+2	9,500995E+1	4,812500E+2	1,073131E+2	4,812500E+2	1,112246E+2	4,812500E+2	1,162762E+2
4,828125E+2	6,288600E+1	4,828125E+2	7,369093E+1	4,828125E+2	8,286538E+1	4,828125E+2	9,462030E+1	4,828125E+2	1,059832E+2	4,828125E+2	1,115978E+2	4,828125E+2	1,175854E+2
4,843750E+2	6,246806E+1	4,843750E+2	7,310633E+1	4,843750E+2	8,394346E+1	4,843750E+2	9,539743E+1	4,843750E+2	1,055139E+2	4,843750E+2	1,119182E+2	4,843750E+2	1,174499E+2
4,859375E+2	6,268509E+1	4,859375E+2	7,320075E+1	4,859375E+2	8,384682E+1	4,859375E+2	9,545509E+1	4,859375E+2	1,064194E+2	4,859375E+2	1,117807E+2	4,859375E+2	1,166497E+2
