X,Y,R
-5.40,-6.50,0.450
-5.40,0.00,0.450
-5.40,6.50,0.450
-4.05,-6.50,0.450
-4.05,0.00,0.450
-4.05,6.50,0.450
-2.70,-6.50,0.450
-2.70,0.00,0.450
-2.70,6.50,0.450
-1.35,-6.50,0.450
-1.35,0.00,0.450
-1.35,6.50,0.450
0.00,-6.50,0.450
0.00,0.00,0.450
0.00,6.50,0.450
1.35,-6.50,0.450
1.35,0.00,0.450
1.35,6.50,0.450
2.70,-6.50,0.450
2.70,0.00,0.450
2.70,6.50,0.450
4.05,-6.50,0.450
4.05,0.00,0.450
4.05,6.50,0.450
5.40,-6.50,0.450
5.40,0.00,0.450
5.40,6.50,0.450
