X,Y,R
-6.08,0.00,0.450
-4.72,0.00,0.450
-3.38,0.00,0.450
-2.03,0.00,0.450
-0.68,0.00,0.450
0.68,0.00,0.450
2.02,0.00,0.450
3.37,0.00,0.450
4.72,0.00,0.450
6.08,0.00,0.450
