Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 5_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 6_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 7_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 8_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 9_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 10_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 11_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 12_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
3,000000E+2	9,966652E+1	3,000000E+2	1,096958E+2	3,000000E+2	1,199271E+2	3,000000E+2	1,299482E+2	3,000000E+2	1,400269E+2	3,000000E+2	1,446835E+2	3,000000E+2	9,222235E+1	3,000000E+2	1,023080E+2	3,000000E+2	1,123005E+2	3,000000E+2	1,223656E+2	3,000000E+2	1,321139E+2	3,000000E+2	1,364846E+2
3,015625E+2	9,951773E+1	3,015625E+2	1,095536E+2	3,015625E+2	1,198219E+2	3,015625E+2	1,299561E+2	3,015625E+2	1,400629E+2	3,015625E+2	1,447320E+2	3,015625E+2	9,220943E+1	3,015625E+2	1,023180E+2	3,015625E+2	1,123385E+2	3,015625E+2	1,224804E+2	3,015625E+2	1,322719E+2	3,015625E+2	1,366302E+2
3,031250E+2	9,936635E+1	3,031250E+2	1,094091E+2	3,031250E+2	1,197154E+2	3,031250E+2	1,299641E+2	3,031250E+2	1,400987E+2	3,031250E+2	1,447802E+2	3,031250E+2	9,219650E+1	3,031250E+2	1,023279E+2	3,031250E+2	1,123764E+2	3,031250E+2	1,225938E+2	3,031250E+2	1,324271E+2	3,031250E+2	1,367734E+2
3,046875E+2	9,922492E+1	3,046875E+2	1,092751E+2	3,046875E+2	1,196022E+2	3,046875E+2	1,299472E+2	3,046875E+2	1,401072E+2	3,046875E+2	1,448264E+2	3,046875E+2	9,224075E+1	3,046875E+2	1,023856E+2	3,046875E+2	1,124603E+2	3,046875E+2	1,227792E+2	3,046875E+2	1,326036E+2	3,046875E+2	1,369097E+2
3,062500E+2	9,908114E+1	3,062500E+2	1,091390E+2	3,062500E+2	1,194875E+2	3,062500E+2	1,299303E+2	3,062500E+2	1,401157E+2	3,062500E+2	1,448723E+2	3,062500E+2	9,228477E+1	3,062500E+2	1,024429E+2	3,062500E+2	1,125433E+2	3,062500E+2	1,229608E+2	3,062500E+2	1,327766E+2	3,062500E+2	1,370440E+2
3,078125E+2	9,901152E+1	3,078125E+2	1,090649E+2	3,078125E+2	1,194256E+2	3,078125E+2	1,299001E+2	3,078125E+2	1,400997E+2	3,078125E+2	1,448995E+2	3,078125E+2	9,343408E+1	3,078125E+2	1,034965E+2	3,078125E+2	1,134609E+2	3,078125E+2	1,233417E+2	3,078125E+2	1,329660E+2	3,078125E+2	1,371969E+2
3,093750E+2	9,894134E+1	3,093750E+2	1,089902E+2	3,093750E+2	1,193633E+2	3,093750E+2	1,298698E+2	3,093750E+2	1,400837E+2	3,093750E+2	1,449267E+2	3,093750E+2	9,444893E+1	3,093750E+2	1,044359E+2	3,093750E+2	1,142907E+2	3,093750E+2	1,237065E+2	3,093750E+2	1,331514E+2	3,093750E+2	1,373472E+2
3,109375E+2	9,906306E+1	3,109375E+2	1,090883E+2	3,109375E+2	1,194564E+2	3,109375E+2	1,298780E+2	3,109375E+2	1,400753E+2	3,109375E+2	1,449436E+2	3,109375E+2	9,470736E+1	3,109375E+2	1,046947E+2	3,109375E+2	1,145595E+2	3,109375E+2	1,240536E+2	3,109375E+2	1,333542E+2	3,109375E+2	1,375190E+2
3,125000E+2	9,918309E+1	3,125000E+2	1,091852E+2	3,125000E+2	1,195485E+2	3,125000E+2	1,298861E+2	3,125000E+2	1,400668E+2	3,125000E+2	1,449605E+2	3,125000E+2	9,495831E+1	3,125000E+2	1,049459E+2	3,125000E+2	1,148202E+2	3,125000E+2	1,243873E+2	3,125000E+2	1,335524E+2	3,125000E+2	1,376875E+2
3,140625E+2	9,912349E+1	3,140625E+2	1,091357E+2	3,140625E+2	1,197583E+2	3,140625E+2	1,299633E+2	3,140625E+2	1,400486E+2	3,140625E+2	1,449632E+2	3,140625E+2	9,515887E+1	3,140625E+2	1,051438E+2	3,140625E+2	1,150261E+2	3,140625E+2	1,246031E+2	3,140625E+2	1,337391E+2	3,140625E+2	1,378687E+2
3,156250E+2	9,906348E+1	3,156250E+2	1,090860E+2	3,156250E+2	1,199632E+2	3,156250E+2	1,300397E+2	3,156250E+2	1,400303E+2	3,156250E+2	1,449659E+2	3,156250E+2	9,535491E+1	3,156250E+2	1,053372E+2	3,156250E+2	1,152272E+2	3,156250E+2	1,248137E+2	3,156250E+2	1,339218E+2	3,156250E+2	1,380462E+2
3,171875E+2	9,951811E+1	3,171875E+2	1,095275E+2	3,171875E+2	1,199396E+2	3,171875E+2	1,301699E+2	3,171875E+2	1,400214E+2	3,171875E+2	1,449623E+2	3,171875E+2	9,549906E+1	3,171875E+2	1,054796E+2	3,171875E+2	1,153738E+2	3,171875E+2	1,249556E+2	3,171875E+2	1,340515E+2	3,171875E+2	1,382016E+2
3,187500E+2	9,995012E+1	3,187500E+2	1,099477E+2	3,187500E+2	1,199160E+2	3,187500E+2	1,302982E+2	3,187500E+2	1,400124E+2	3,187500E+2	1,449587E+2	3,187500E+2	9,564086E+1	3,187500E+2	1,056196E+2	3,187500E+2	1,155180E+2	3,187500E+2	1,250952E+2	3,187500E+2	1,341793E+2	3,187500E+2	1,383543E+2
3,203125E+2	9,998245E+1	3,203125E+2	1,099783E+2	3,203125E+2	1,198899E+2	3,203125E+2	1,302666E+2	3,203125E+2	1,400275E+2	3,203125E+2	1,449613E+2	3,203125E+2	9,573954E+1	3,203125E+2	1,057129E+2	3,203125E+2	1,156165E+2	3,203125E+2	1,251936E+2	3,203125E+2	1,342949E+2	3,203125E+2	1,384687E+2
3,218750E+2	1,000147E+2	3,218750E+2	1,100088E+2	3,218750E+2	1,198637E+2	3,218750E+2	1,302349E+2	3,218750E+2	1,400426E+2	3,218750E+2	1,449639E+2	3,218750E+2	9,583711E+1	3,218750E+2	1,058053E+2	3,218750E+2	1,157139E+2	3,218750E+2	1,252909E+2	3,218750E+2	1,344089E+2	3,218750E+2	1,385816E+2
3,234375E+2	9,998395E+1	3,234375E+2	1,099754E+2	3,234375E+2	1,198657E+2	3,234375E+2	1,301567E+2	3,234375E+2	1,400812E+2	3,234375E+2	1,449643E+2	3,234375E+2	9,590668E+1	3,234375E+2	1,058701E+2	3,234375E+2	1,157850E+2	3,234375E+2	1,253586E+2	3,234375E+2	1,344786E+2	3,234375E+2	1,386757E+2
3,250000E+2	9,995313E+1	3,250000E+2	1,099418E+2	3,250000E+2	1,198677E+2	3,250000E+2	1,300777E+2	3,250000E+2	1,401196E+2	3,250000E+2	1,449647E+2	3,250000E+2	9,597570E+1	3,250000E+2	1,059344E+2	3,250000E+2	1,158555E+2	3,250000E+2	1,254259E+2	3,250000E+2	1,345477E+2	3,250000E+2	1,387687E+2
3,265625E+2	9,987090E+1	3,265625E+2	1,098599E+2	3,265625E+2	1,198285E+2	3,265625E+2	1,299751E+2	3,265625E+2	1,401298E+2	3,265625E+2	1,449811E+2	3,265625E+2	9,604179E+1	3,265625E+2	1,059949E+2	3,265625E+2	1,159178E+2	3,265625E+2	1,254995E+2	3,265625E+2	1,346203E+2	3,265625E+2	1,388530E+2
3,281250E+2	9,978789E+1	3,281250E+2	1,097771E+2	3,281250E+2	1,197890E+2	3,281250E+2	1,298714E+2	3,281250E+2	1,401401E+2	3,281250E+2	1,449976E+2	3,281250E+2	9,610738E+1	3,281250E+2	1,060551E+2	3,281250E+2	1,159796E+2	3,281250E+2	1,255725E+2	3,281250E+2	1,346923E+2	3,281250E+2	1,389364E+2
3,296875E+2	9,971026E+1	3,296875E+2	1,097025E+2	3,296875E+2	1,199147E+2	3,296875E+2	1,298440E+2	3,296875E+2	1,401190E+2	3,296875E+2	1,450044E+2	3,296875E+2	9,623078E+1	3,296875E+2	1,061900E+2	3,296875E+2	1,161040E+2	3,296875E+2	1,256861E+2	3,296875E+2	1,347947E+2	3,296875E+2	1,390628E+2
3,312500E+2	9,963193E+1	3,312500E+2	1,096273E+2	3,312500E+2	1,200386E+2	3,312500E+2	1,298164E+2	3,312500E+2	1,400979E+2	3,312500E+2	1,450112E+2	3,312500E+2	9,635246E+1	3,312500E+2	1,063229E+2	3,312500E+2	1,162267E+2	3,312500E+2	1,257983E+2	3,312500E+2	1,348960E+2	3,312500E+2	1,391874E+2
3,328125E+2	9,991592E+1	3,328125E+2	1,099005E+2	3,328125E+2	1,200884E+2	3,328125E+2	1,299450E+2	3,328125E+2	1,400709E+2	3,328125E+2	1,449942E+2	3,328125E+2	9,645857E+1	3,328125E+2	1,064517E+2	3,328125E+2	1,163445E+2	3,328125E+2	1,259085E+2	3,328125E+2	1,349984E+2	3,328125E+2	1,392834E+2
