Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 5_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 6_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 7_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 8_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 9_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 10_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 11_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 12_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
3,343750E+2	1,001909E+2	3,343750E+2	1,101655E+2	3,343750E+2	1,201379E+2	3,343750E+2	1,300716E+2	3,343750E+2	1,400437E+2	3,343750E+2	1,449771E+2	3,343750E+2	9,656340E+1	3,343750E+2	1,065787E+2	3,343750E+2	1,164607E+2	3,343750E+2	1,260174E+2	3,343750E+2	1,350996E+2	3,343750E+2	1,393784E+2
3,359375E+2	1,001848E+2	3,359375E+2	1,101588E+2	3,359375E+2	1,201254E+2	3,359375E+2	1,300713E+2	3,359375E+2	1,400292E+2	3,359375E+2	1,449607E+2	3,359375E+2	9,666201E+1	3,359375E+2	1,066874E+2	3,359375E+2	1,165581E+2	3,359375E+2	1,261099E+2	3,359375E+2	1,351869E+2	3,359375E+2	1,394674E+2
3,375000E+2	1,001786E+2	3,375000E+2	1,101522E+2	3,375000E+2	1,201130E+2	3,375000E+2	1,300710E+2	3,375000E+2	1,400147E+2	3,375000E+2	1,449441E+2	3,375000E+2	9,675950E+1	3,375000E+2	1,067949E+2	3,375000E+2	1,166544E+2	3,375000E+2	1,262014E+2	3,375000E+2	1,352733E+2	3,375000E+2	1,395555E+2
3,390625E+2	1,001355E+2	3,390625E+2	1,101052E+2	3,390625E+2	1,200710E+2	3,390625E+2	1,300464E+2	3,390625E+2	1,400512E+2	3,390625E+2	1,449414E+2	3,390625E+2	9,687042E+1	3,390625E+2	1,068871E+2	3,390625E+2	1,167447E+2	3,390625E+2	1,262855E+2	3,390625E+2	1,353480E+2	3,390625E+2	1,396338E+2
3,406250E+2	1,000921E+2	3,406250E+2	1,100580E+2	3,406250E+2	1,200288E+2	3,406250E+2	1,300218E+2	3,406250E+2	1,400876E+2	3,406250E+2	1,449387E+2	3,406250E+2	9,697993E+1	3,406250E+2	1,069783E+2	3,406250E+2	1,168340E+2	3,406250E+2	1,263688E+2	3,406250E+2	1,354220E+2	3,406250E+2	1,397114E+2
3,421875E+2	1,000477E+2	3,421875E+2	1,099993E+2	3,421875E+2	1,199896E+2	3,421875E+2	1,300017E+2	3,421875E+2	1,400954E+2	3,421875E+2	1,449720E+2	3,421875E+2	9,708327E+1	3,421875E+2	1,070701E+2	3,421875E+2	1,169307E+2	3,421875E+2	1,264549E+2	3,421875E+2	1,354972E+2	3,421875E+2	1,397867E+2
3,437500E+2	1,000030E+2	3,437500E+2	1,099403E+2	3,437500E+2	1,199503E+2	3,437500E+2	1,299816E+2	3,437500E+2	1,401033E+2	3,437500E+2	1,450051E+2	3,437500E+2	9,718539E+1	3,437500E+2	1,071609E+2	3,437500E+2	1,170263E+2	3,437500E+2	1,265401E+2	3,437500E+2	1,355717E+2	3,437500E+2	1,398614E+2
3,453125E+2	1,000304E+2	3,453125E+2	1,099610E+2	3,453125E+2	1,199705E+2	3,453125E+2	1,299924E+2	3,453125E+2	1,401082E+2	3,453125E+2	1,450197E+2	3,453125E+2	9,729742E+1	3,453125E+2	1,072450E+2	3,453125E+2	1,171139E+2	3,453125E+2	1,266198E+2	3,453125E+2	1,356435E+2	3,453125E+2	1,399366E+2
3,468750E+2	1,000576E+2	3,468750E+2	1,099817E+2	3,468750E+2	1,199906E+2	3,468750E+2	1,300032E+2	3,468750E+2	1,401132E+2	3,468750E+2	1,450342E+2	3,468750E+2	9,740803E+1	3,468750E+2	1,073284E+2	3,468750E+2	1,172006E+2	3,468750E+2	1,266988E+2	3,468750E+2	1,357148E+2	3,468750E+2	1,400111E+2
3,484375E+2	1,000484E+2	3,484375E+2	1,100059E+2	3,484375E+2	1,200007E+2	3,484375E+2	1,300085E+2	3,484375E+2	1,401013E+2	3,484375E+2	1,450380E+2	3,484375E+2	9,751625E+1	3,484375E+2	1,074273E+2	3,484375E+2	1,172938E+2	3,484375E+2	1,267811E+2	3,484375E+2	1,357843E+2	3,484375E+2	1,400819E+2
3,500000E+2	1,000392E+2	3,500000E+2	1,100301E+2	3,500000E+2	1,200108E+2	3,500000E+2	1,300138E+2	3,500000E+2	1,400894E+2	3,500000E+2	1,450417E+2	3,500000E+2	9,762314E+1	3,500000E+2	1,075251E+2	3,500000E+2	1,173859E+2	3,500000E+2	1,268627E+2	3,500000E+2	1,358533E+2	3,500000E+2	1,401522E+2
3,515625E+2	1,000061E+2	3,515625E+2	1,100304E+2	3,515625E+2	1,200067E+2	3,515625E+2	1,300114E+2	3,515625E+2	1,400860E+2	3,515625E+2	1,450038E+2	3,515625E+2	9,770045E+1	3,515625E+2	1,076297E+2	3,515625E+2	1,174792E+2	3,515625E+2	1,269429E+2	3,515625E+2	1,359223E+2	3,515625E+2	1,402226E+2
3,531250E+2	9,997298E+1	3,531250E+2	1,100307E+2	3,531250E+2	1,200026E+2	3,531250E+2	1,300090E+2	3,531250E+2	1,400826E+2	3,531250E+2	1,449658E+2	3,531250E+2	9,777708E+1	3,531250E+2	1,077330E+2	3,531250E+2	1,175715E+2	3,531250E+2	1,270224E+2	3,531250E+2	1,359908E+2	3,531250E+2	1,402925E+2
3,546875E+2	9,997269E+1	3,546875E+2	1,100281E+2	3,546875E+2	1,200030E+2	3,546875E+2	1,300077E+2	3,546875E+2	1,400920E+2	3,546875E+2	1,449588E+2	3,546875E+2	9,784581E+1	3,546875E+2	1,078304E+2	3,546875E+2	1,176585E+2	3,546875E+2	1,270992E+2	3,546875E+2	1,360554E+2	3,546875E+2	1,403603E+2
3,562500E+2	9,997239E+1	3,562500E+2	1,100255E+2	3,562500E+2	1,200033E+2	3,562500E+2	1,300065E+2	3,562500E+2	1,401014E+2	3,562500E+2	1,449518E+2	3,562500E+2	9,791400E+1	3,562500E+2	1,079268E+2	3,562500E+2	1,177446E+2	3,562500E+2	1,271753E+2	3,562500E+2	1,361196E+2	3,562500E+2	1,404275E+2
3,578125E+2	9,997895E+1	3,578125E+2	1,100187E+2	3,578125E+2	1,200043E+2	3,578125E+2	1,300086E+2	3,578125E+2	1,401034E+2	3,578125E+2	1,449713E+2	3,578125E+2	9,799983E+1	3,578125E+2	1,080172E+2	3,578125E+2	1,178306E+2	3,578125E+2	1,272482E+2	3,578125E+2	1,361822E+2	3,578125E+2	1,404922E+2
3,593750E+2	9,998550E+1	3,593750E+2	1,100119E+2	3,593750E+2	1,200053E+2	3,593750E+2	1,300107E+2	3,593750E+2	1,401054E+2	3,593750E+2	1,449908E+2	3,593750E+2	9,808482E+1	3,593750E+2	1,081066E+2	3,593750E+2	1,179158E+2	3,593750E+2	1,273204E+2	3,593750E+2	1,362443E+2	3,593750E+2	1,405564E+2
3,609375E+2	9,997087E+1	3,609375E+2	1,100083E+2	3,609375E+2	1,200018E+2	3,609375E+2	1,300107E+2	3,609375E+2	1,400995E+2	3,609375E+2	1,449946E+2	3,609375E+2	9,817859E+1	3,609375E+2	1,081925E+2	3,609375E+2	1,180019E+2	3,609375E+2	1,273919E+2	3,609375E+2	1,363046E+2	3,609375E+2	1,406179E+2
3,625000E+2	9,995622E+1	3,625000E+2	1,100047E+2	3,625000E+2	1,199984E+2	3,625000E+2	1,300106E+2	3,625000E+2	1,400936E+2	3,625000E+2	1,449984E+2	3,625000E+2	9,827135E+1	3,625000E+2	1,082776E+2	3,625000E+2	1,180873E+2	3,625000E+2	1,274627E+2	3,625000E+2	1,363645E+2	3,625000E+2	1,406789E+2
3,640625E+2	9,995201E+1	3,640625E+2	1,100067E+2	3,640625E+2	1,199981E+2	3,640625E+2	1,300116E+2	3,640625E+2	1,400906E+2	3,640625E+2	1,449926E+2	3,640625E+2	9,838166E+1	3,640625E+2	1,083681E+2	3,640625E+2	1,181737E+2	3,640625E+2	1,275318E+2	3,640625E+2	1,364206E+2	3,640625E+2	1,407380E+2
3,656250E+2	9,994781E+1	3,656250E+2	1,100086E+2	3,656250E+2	1,199978E+2	3,656250E+2	1,300126E+2	3,656250E+2	1,400876E+2	3,656250E+2	1,449868E+2	3,656250E+2	9,849058E+1	3,656250E+2	1,084578E+2	3,656250E+2	1,182592E+2	3,656250E+2	1,276004E+2	3,656250E+2	1,364764E+2	3,656250E+2	1,407968E+2
3,671875E+2	9,995949E+1	3,671875E+2	1,100130E+2	3,671875E+2	1,199982E+2	3,671875E+2	1,300108E+2	3,671875E+2	1,400904E+2	3,671875E+2	1,449873E+2	3,671875E+2	9,860924E+1	3,671875E+2	1,085519E+2	3,671875E+2	1,183433E+2	3,671875E+2	1,276679E+2	3,671875E+2	1,365322E+2	3,671875E+2	1,408543E+2
3,687500E+2	9,997116E+1	3,687500E+2	1,100173E+2	3,687500E+2	1,199986E+2	3,687500E+2	1,300090E+2	3,687500E+2	1,400932E+2	3,687500E+2	1,449878E+2	3,687500E+2	9,872630E+1	3,687500E+2	1,086451E+2	3,687500E+2	1,184266E+2	3,687500E+2	1,277348E+2	3,687500E+2	1,365878E+2	3,687500E+2	1,409114E+2
3,703125E+2	9,998649E+1	3,703125E+2	1,100210E+2	3,703125E+2	1,199973E+2	3,703125E+2	1,300080E+2	3,703125E+2	1,400925E+2	3,703125E+2	1,449890E+2	3,703125E+2	9,885293E+1	3,703125E+2	1,087476E+2	3,703125E+2	1,185120E+2	3,703125E+2	1,278030E+2	3,703125E+2	1,366437E+2	3,703125E+2	1,409702E+2
3,718750E+2	1,000018E+2	3,718750E+2	1,100247E+2	3,718750E+2	1,199961E+2	3,718750E+2	1,300071E+2	3,718750E+2	1,400918E+2	3,718750E+2	1,449902E+2	3,718750E+2	9,897775E+1	3,718750E+2	1,088488E+2	3,718750E+2	1,185965E+2	3,718750E+2	1,278707E+2	3,718750E+2	1,366993E+2	3,718750E+2	1,410286E+2
3,734375E+2	1,000113E+2	3,734375E+2	1,100281E+2	3,734375E+2	1,199964E+2	3,734375E+2	1,300090E+2	3,734375E+2	1,400926E+2	3,734375E+2	1,449891E+2	3,734375E+2	9,908191E+1	3,734375E+2	1,089463E+2	3,734375E+2	1,186813E+2	3,734375E+2	1,279372E+2	3,734375E+2	1,367535E+2	3,734375E+2	1,410852E+2
3,750000E+2	1,000208E+2	3,750000E+2	1,100314E+2	3,750000E+2	1,199967E+2	3,750000E+2	1,300109E+2	3,750000E+2	1,400933E+2	3,750000E+2	1,449879E+2	3,750000E+2	9,918483E+1	3,750000E+2	1,090427E+2	3,750000E+2	1,187652E+2	3,750000E+2	1,280033E+2	3,750000E+2	1,368074E+2	3,750000E+2	1,411413E+2
3,765625E+2	1,000178E+2	3,765625E+2	1,100207E+2	3,765625E+2	1,199970E+2	3,765625E+2	1,300126E+2	3,765625E+2	1,400912E+2	3,765625E+2	1,449888E+2	3,765625E+2	9,926872E+1	3,765625E+2	1,091367E+2	3,765625E+2	1,188480E+2	3,765625E+2	1,280650E+2	3,765625E+2	1,368560E+2	3,765625E+2	1,411940E+2
3,781250E+2	1,000147E+2	3,781250E+2	1,100099E+2	3,781250E+2	1,199974E+2	3,781250E+2	1,300143E+2	3,781250E+2	1,400891E+2	3,781250E+2	1,449896E+2	3,781250E+2	9,935180E+1	3,781250E+2	1,092297E+2	3,781250E+2	1,189300E+2	3,781250E+2	1,281263E+2	3,781250E+2	1,369043E+2	3,781250E+2	1,412464E+2
3,796875E+2	1,000146E+2	3,796875E+2	1,099910E+2	3,796875E+2	1,200005E+2	3,796875E+2	1,300164E+2	3,796875E+2	1,400892E+2	3,796875E+2	1,449883E+2	3,796875E+2	9,942232E+1	3,796875E+2	1,093230E+2	3,796875E+2	1,190138E+2	3,796875E+2	1,281886E+2	3,796875E+2	1,369553E+2	3,796875E+2	1,412997E+2
3,812500E+2	1,000145E+2	3,812500E+2	1,099721E+2	3,812500E+2	1,200037E+2	3,812500E+2	1,300186E+2	3,812500E+2	1,400893E+2	3,812500E+2	1,449870E+2	3,812500E+2	9,949227E+1	3,812500E+2	1,094153E+2	3,812500E+2	1,190968E+2	3,812500E+2	1,282505E+2	3,812500E+2	1,370061E+2	3,812500E+2	1,413527E+2
3,828125E+2	1,000172E+2	3,828125E+2	1,099637E+2	3,828125E+2	1,200020E+2	3,828125E+2	1,300171E+2	3,828125E+2	1,400879E+2	3,828125E+2	1,449896E+2	3,828125E+2	9,956175E+1	3,828125E+2	1,095081E+2	3,828125E+2	1,191733E+2	3,828125E+2	1,283065E+2	3,828125E+2	1,370524E+2	3,828125E+2	1,414044E+2
3,843750E+2	1,000199E+2	3,843750E+2	1,099553E+2	3,843750E+2	1,200003E+2	3,843750E+2	1,300157E+2	3,843750E+2	1,400865E+2	3,843750E+2	1,449922E+2	3,843750E+2	9,963068E+1	3,843750E+2	1,096000E+2	3,843750E+2	1,192491E+2	3,843750E+2	1,283621E+2	3,843750E+2	1,370984E+2	3,843750E+2	1,414557E+2
3,859375E+2	1,000287E+2	3,859375E+2	1,099570E+2	3,859375E+2	1,200012E+2	3,859375E+2	1,300189E+2	3,859375E+2	1,400874E+2	3,859375E+2	1,449903E+2	3,859375E+2	9,974269E+1	3,859375E+2	1,096931E+2	3,859375E+2	1,193283E+2	3,859375E+2	1,284181E+2	3,859375E+2	1,371438E+2	3,859375E+2	1,415044E+2
3,875000E+2	1,000376E+2	3,875000E+2	1,099587E+2	3,875000E+2	1,200021E+2	3,875000E+2	1,300221E+2	3,875000E+2	1,400883E+2	3,875000E+2	1,449883E+2	3,875000E+2	9,985328E+1	3,875000E+2	1,097852E+2	3,875000E+2	1,194068E+2	3,875000E+2	1,284736E+2	3,875000E+2	1,371889E+2	3,875000E+2	1,415527E+2
3,890625E+2	1,000394E+2	3,890625E+2	1,099648E+2	3,890625E+2	1,200067E+2	3,890625E+2	1,300242E+2	3,890625E+2	1,400871E+2	3,890625E+2	1,449891E+2	3,890625E+2	9,995571E+1	3,890625E+2	1,098804E+2	3,890625E+2	1,194807E+2	3,890625E+2	1,285255E+2	3,890625E+2	1,372339E+2	3,890625E+2	1,416020E+2
3,906250E+2	1,000413E+2	3,906250E+2	1,099709E+2	3,906250E+2	1,200113E+2	3,906250E+2	1,300262E+2	3,906250E+2	1,400859E+2	3,906250E+2	1,449900E+2	3,906250E+2	1,000570E+2	3,906250E+2	1,099746E+2	3,906250E+2	1,195539E+2	3,906250E+2	1,285771E+2	3,906250E+2	1,372787E+2	3,906250E+2	1,416510E+2
3,921875E+2	1,000352E+2	3,921875E+2	1,099800E+2	3,921875E+2	1,200114E+2	3,921875E+2	1,300271E+2	3,921875E+2	1,400828E+2	3,921875E+2	1,449925E+2	3,921875E+2	1,001476E+2	3,921875E+2	1,100610E+2	3,921875E+2	1,196249E+2	3,921875E+2	1,286295E+2	3,921875E+2	1,373236E+2	3,921875E+2	1,417002E+2
3,937500E+2	1,000292E+2	3,937500E+2	1,099891E+2	3,937500E+2	1,200115E+2	3,937500E+2	1,300280E+2	3,937500E+2	1,400796E+2	3,937500E+2	1,449951E+2	3,937500E+2	1,002373E+2	3,937500E+2	1,101465E+2	3,937500E+2	1,196953E+2	3,937500E+2	1,286816E+2	3,937500E+2	1,373683E+2	3,937500E+2	1,417491E+2
3,953125E+2	1,000204E+2	3,953125E+2	1,099994E+2	3,953125E+2	1,200147E+2	3,953125E+2	1,300293E+2	3,953125E+2	1,400807E+2	3,953125E+2	1,449923E+2	3,953125E+2	1,003118E+2	3,953125E+2	1,102350E+2	3,953125E+2	1,197672E+2	3,953125E+2	1,287275E+2	3,953125E+2	1,374089E+2	3,953125E+2	1,417957E+2
3,968750E+2	1,000117E+2	3,968750E+2	1,100097E+2	3,968750E+2	1,200178E+2	3,968750E+2	1,300307E+2	3,968750E+2	1,400817E+2	3,968750E+2	1,449894E+2	3,968750E+2	1,003857E+2	3,968750E+2	1,103225E+2	3,968750E+2	1,198386E+2	3,968750E+2	1,287731E+2	3,968750E+2	1,374493E+2	3,968750E+2	1,418421E+2
3,984375E+2	1,000332E+2	3,984375E+2	1,100109E+2	3,984375E+2	1,200158E+2	3,984375E+2	1,300336E+2	3,984375E+2	1,400781E+2	3,984375E+2	1,449908E+2	3,984375E+2	1,004846E+2	3,984375E+2	1,104056E+2	3,984375E+2	1,199037E+2	3,984375E+2	1,288182E+2	3,984375E+2	1,374904E+2	3,984375E+2	1,418882E+2
4,000000E+2	1,000546E+2	4,000000E+2	1,100122E+2	4,000000E+2	1,200138E+2	4,000000E+2	1,300365E+2	4,000000E+2	1,400746E+2	4,000000E+2	1,449922E+2	4,000000E+2	1,005824E+2	4,000000E+2	1,104879E+2	4,000000E+2	1,199684E+2	4,000000E+2	1,288631E+2	4,000000E+2	1,375312E+2	4,000000E+2	1,419341E+2
4,015625E+2	1,000565E+2	4,015625E+2	1,100080E+2	4,015625E+2	1,200168E+2	4,015625E+2	1,300362E+2	4,015625E+2	1,400745E+2	4,015625E+2	1,449921E+2	4,015625E+2	1,006846E+2	4,015625E+2	1,105706E+2	4,015625E+2	1,200314E+2	4,015625E+2	1,289052E+2	4,015625E+2	1,375715E+2	4,015625E+2	1,419814E+2
4,031250E+2	1,000585E+2	4,031250E+2	1,100038E+2	4,031250E+2	1,200198E+2	4,031250E+2	1,300360E+2	4,031250E+2	1,400743E+2	4,031250E+2	1,449920E+2	4,031250E+2	1,007857E+2	4,031250E+2	1,106526E+2	4,031250E+2	1,200940E+2	4,031250E+2	1,289472E+2	4,031250E+2	1,376116E+2	4,031250E+2	1,420285E+2
4,046875E+2	1,000313E+2	4,046875E+2	1,100009E+2	4,046875E+2	1,200236E+2	4,046875E+2	1,300364E+2	4,046875E+2	1,400703E+2	4,046875E+2	1,449931E+2	4,046875E+2	1,008707E+2	4,046875E+2	1,107269E+2	4,046875E+2	1,201518E+2	4,046875E+2	1,289855E+2	4,046875E+2	1,376491E+2	4,046875E+2	1,420722E+2
