Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 13 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,156250E+2	3,465181E-1	3,156250E+2	-7,988501E-1	3,156250E+2	3,433275E-1	3,156250E+2	-7,967773E-1	3,156250E+2	2,892088E-1	3,156250E+2	-7,887405E-1	3,156250E+2	4,002641E-1	3,156250E+2	-6,734204E-1	3,156250E+2	4,706335E-1	3,156250E+2	-4,957583E-1	3,156250E+2	5,395271E-1	3,156250E+2	-4,174792E-1	3,156250E+2	1,742854E-1	3,156250E+2	-8,214703E-1	3,156250E+2	1,739615E-1	3,156250E+2	-8,243397E-1	3,156250E+2	1,814040E-1	3,156250E+2	-8,195611E-1	3,156250E+2	2,257294E-1	3,156250E+2	-7,804397E-1	3,156250E+2	3,197481E-1	3,156250E+2	-6,611719E-1	3,156250E+2	3,806492E-1	3,156250E+2	-5,733599E-1
3,171875E+2	3,346571E-1	3,171875E+2	-8,015171E-1	3,171875E+2	3,205682E-1	3,171875E+2	-8,003344E-1	3,171875E+2	2,960524E-1	3,171875E+2	-7,856168E-1	3,171875E+2	3,804675E-1	3,171875E+2	-6,820817E-1	3,171875E+2	4,632229E-1	3,171875E+2	-4,993620E-1	3,171875E+2	5,357687E-1	3,171875E+2	-4,179727E-1	3,171875E+2	1,792586E-1	3,171875E+2	-8,213869E-1	3,171875E+2	1,785289E-1	3,171875E+2	-8,228549E-1	3,171875E+2	1,855448E-1	3,171875E+2	-8,179099E-1	3,171875E+2	2,283786E-1	3,171875E+2	-7,780094E-1	3,171875E+2	3,171411E-1	3,171875E+2	-6,586884E-1	3,171875E+2	3,772803E-1	3,171875E+2	-5,714637E-1
3,187500E+2	3,225957E-1	3,187500E+2	-8,041514E-1	3,187500E+2	2,973198E-1	3,187500E+2	-8,034757E-1	3,187500E+2	3,029169E-1	3,187500E+2	-7,824391E-1	3,187500E+2	3,599647E-1	3,187500E+2	-6,907040E-1	3,187500E+2	4,556451E-1	3,187500E+2	-5,031872E-1	3,187500E+2	5,319426E-1	3,187500E+2	-4,186534E-1	3,187500E+2	1,843071E-1	3,187500E+2	-8,212923E-1	3,187500E+2	1,831499E-1	3,187500E+2	-8,213625E-1	3,187500E+2	1,897361E-1	3,187500E+2	-8,162566E-1	3,187500E+2	2,310615E-1	3,187500E+2	-7,755941E-1	3,187500E+2	3,145261E-1	3,187500E+2	-6,562642E-1	3,187500E+2	3,738801E-1	3,187500E+2	-5,696516E-1
3,203125E+2	2,943954E-1	3,203125E+2	-8,113195E-1	3,203125E+2	2,813860E-1	3,203125E+2	-8,064545E-1	3,203125E+2	3,088852E-1	3,203125E+2	-7,799227E-1	3,203125E+2	3,559823E-1	3,203125E+2	-6,909694E-1	3,203125E+2	4,479413E-1	3,203125E+2	-5,069880E-1	3,203125E+2	5,272300E-1	3,203125E+2	-4,203329E-1	3,203125E+2	1,878614E-1	3,203125E+2	-8,219433E-1	3,203125E+2	1,866414E-1	3,203125E+2	-8,199372E-1	3,203125E+2	1,932334E-1	3,203125E+2	-8,146979E-1	3,203125E+2	2,331346E-1	3,203125E+2	-7,736470E-1	3,203125E+2	3,124682E-1	3,203125E+2	-6,543203E-1	3,203125E+2	3,692862E-1	3,203125E+2	-5,691947E-1
3,218750E+2	2,654054E-1	3,218750E+2	-8,178710E-1	3,218750E+2	2,652082E-1	3,218750E+2	-8,092921E-1	3,218750E+2	3,148867E-1	3,218750E+2	-7,773681E-1	3,218750E+2	3,519730E-1	3,218750E+2	-6,913094E-1	3,218750E+2	4,400794E-1	3,218750E+2	-5,109963E-1	3,218750E+2	5,224348E-1	3,218750E+2	-4,222216E-1	3,218750E+2	1,914969E-1	3,218750E+2	-8,226058E-1	3,218750E+2	1,901880E-1	3,218750E+2	-8,185182E-1	3,218750E+2	1,967835E-1	3,218750E+2	-8,131452E-1	3,218750E+2	2,352477E-1	3,218750E+2	-7,717220E-1	3,218750E+2	3,104141E-1	3,218750E+2	-6,524390E-1	3,218750E+2	3,646552E-1	3,218750E+2	-5,688376E-1
3,234375E+2	2,539567E-1	3,234375E+2	-8,166725E-1	3,234375E+2	2,590748E-1	3,234375E+2	-8,090230E-1	3,234375E+2	3,196329E-1	3,234375E+2	-7,746480E-1	3,234375E+2	3,490706E-1	3,234375E+2	-6,910334E-1	3,234375E+2	4,332824E-1	3,234375E+2	-5,135513E-1	3,234375E+2	5,172082E-1	3,234375E+2	-4,240778E-1	3,234375E+2	1,924716E-1	3,234375E+2	-8,232455E-1	3,234375E+2	1,909136E-1	3,234375E+2	-8,169082E-1	3,234375E+2	1,982639E-1	3,234375E+2	-8,113453E-1	3,234375E+2	2,351615E-1	3,234375E+2	-7,697665E-1	3,234375E+2	3,072651E-1	3,234375E+2	-6,506332E-1	3,234375E+2	3,621494E-1	3,234375E+2	-5,671626E-1
3,250000E+2	2,424824E-1	3,250000E+2	-8,153911E-1	3,250000E+2	2,529408E-1	3,250000E+2	-8,087691E-1	3,250000E+2	3,244084E-1	3,250000E+2	-7,719077E-1	3,250000E+2	3,461652E-1	3,250000E+2	-6,908215E-1	3,250000E+2	4,263809E-1	3,250000E+2	-5,162683E-1	3,250000E+2	5,118954E-1	3,250000E+2	-4,261310E-1	3,250000E+2	1,935148E-1	3,250000E+2	-8,239183E-1	3,250000E+2	1,916930E-1	3,250000E+2	-8,153260E-1	3,250000E+2	1,997959E-1	3,250000E+2	-8,095685E-1	3,250000E+2	2,351145E-1	3,250000E+2	-7,678463E-1	3,250000E+2	3,041207E-1	3,250000E+2	-6,488899E-1	3,250000E+2	3,596379E-1	3,250000E+2	-5,655667E-1
3,265625E+2	2,376958E-1	3,265625E+2	-8,134996E-1	3,265625E+2	2,499805E-1	3,265625E+2	-8,076220E-1	3,265625E+2	3,255298E-1	3,265625E+2	-7,703196E-1	3,265625E+2	3,392906E-1	3,265625E+2	-6,924757E-1	3,265625E+2	4,207457E-1	3,265625E+2	-5,178963E-1	3,265625E+2	5,066016E-1	3,265625E+2	-4,280645E-1	3,265625E+2	1,890829E-1	3,265625E+2	-8,259032E-1	3,265625E+2	1,879615E-1	3,265625E+2	-8,139978E-1	3,265625E+2	1,965659E-1	3,265625E+2	-8,082543E-1	3,265625E+2	2,304232E-1	3,265625E+2	-7,665803E-1	3,265625E+2	2,979465E-1	3,265625E+2	-6,477676E-1	3,265625E+2	3,552454E-1	3,265625E+2	-5,645561E-1
3,281250E+2	2,329495E-1	3,281250E+2	-8,116259E-1	3,281250E+2	2,470587E-1	3,281250E+2	-8,065051E-1	3,281250E+2	3,266872E-1	3,281250E+2	-7,687539E-1	3,281250E+2	3,323654E-1	3,281250E+2	-6,941931E-1	3,281250E+2	4,150532E-1	3,281250E+2	-5,196603E-1	3,281250E+2	5,012327E-1	3,281250E+2	-4,301826E-1	3,281250E+2	1,846846E-1	3,281250E+2	-8,279338E-1	3,281250E+2	1,842835E-1	3,281250E+2	-8,127006E-1	3,281250E+2	1,933878E-1	3,281250E+2	-8,069737E-1	3,281250E+2	2,257653E-1	3,281250E+2	-7,653491E-1	3,281250E+2	2,917659E-1	3,281250E+2	-6,467007E-1	3,281250E+2	3,508404E-1	3,281250E+2	-5,636306E-1
3,296875E+2	2,173944E-1	3,296875E+2	-8,113804E-1	3,296875E+2	2,248982E-1	3,296875E+2	-8,063940E-1	3,296875E+2	2,619573E-1	3,296875E+2	-7,824120E-1	3,296875E+2	3,130385E-1	3,296875E+2	-6,995398E-1	3,296875E+2	4,061153E-1	3,296875E+2	-5,235218E-1	3,296875E+2	4,958631E-1	3,296875E+2	-4,320533E-1	3,296875E+2	1,717992E-1	3,296875E+2	-8,294714E-1	3,296875E+2	1,732842E-1	3,296875E+2	-8,124369E-1	3,296875E+2	1,811217E-1	3,296875E+2	-8,058120E-1	3,296875E+2	2,130252E-1	3,296875E+2	-7,645576E-1	3,296875E+2	2,824508E-1	3,296875E+2	-6,456310E-1	3,296875E+2	3,439923E-1	3,296875E+2	-5,630753E-1
3,312500E+2	2,018180E-1	3,312500E+2	-8,109556E-1	3,312500E+2	2,026512E-1	3,312500E+2	-8,058460E-1	3,312500E+2	1,946675E-1	3,312500E+2	-7,917542E-1	3,312500E+2	2,933594E-1	3,312500E+2	-7,046932E-1	3,312500E+2	3,970460E-1	3,312500E+2	-5,275261E-1	3,312500E+2	4,904303E-1	3,312500E+2	-4,340931E-1	3,312500E+2	1,588895E-1	3,312500E+2	-8,309206E-1	3,312500E+2	1,623136E-1	3,312500E+2	-8,121194E-1	3,312500E+2	1,688935E-1	3,312500E+2	-8,045649E-1	3,312500E+2	2,002920E-1	3,312500E+2	-7,636825E-1	3,312500E+2	2,731262E-1	3,312500E+2	-6,445809E-1	3,312500E+2	3,371204E-1	3,312500E+2	-5,625953E-1
3,328125E+2	1,876711E-1	3,328125E+2	-8,102877E-1	3,328125E+2	1,870530E-1	3,328125E+2	-8,046510E-1	3,328125E+2	1,893000E-1	3,328125E+2	-7,897345E-1	3,328125E+2	2,700819E-1	3,328125E+2	-7,077366E-1	3,328125E+2	3,891383E-1	3,328125E+2	-5,298044E-1	3,328125E+2	4,848885E-1	3,328125E+2	-4,358975E-1	3,328125E+2	1,435600E-1	3,328125E+2	-8,259431E-1	3,328125E+2	1,473102E-1	3,328125E+2	-8,126582E-1	3,328125E+2	1,532770E-1	3,328125E+2	-8,030421E-1	3,328125E+2	1,886816E-1	3,328125E+2	-7,618116E-1	3,328125E+2	2,651518E-1	3,328125E+2	-6,426130E-1	3,328125E+2	3,307220E-1	3,328125E+2	-5,614201E-1
3,343750E+2	1,735598E-1	3,343750E+2	-8,094822E-1	3,343750E+2	1,714993E-1	3,343750E+2	-8,032758E-1	3,343750E+2	1,840066E-1	3,343750E+2	-7,877391E-1	3,343750E+2	2,465411E-1	3,343750E+2	-7,103550E-1	3,343750E+2	3,811605E-1	3,343750E+2	-5,321897E-1	3,343750E+2	4,792918E-1	3,343750E+2	-4,378550E-1	3,343750E+2	1,284152E-1	3,343750E+2	-8,207976E-1	3,343750E+2	1,323203E-1	3,343750E+2	-8,130484E-1	3,343750E+2	1,377289E-1	3,343750E+2	-8,013448E-1	3,343750E+2	1,771356E-1	3,343750E+2	-7,598817E-1	3,343750E+2	2,572055E-1	3,343750E+2	-6,406786E-1	3,343750E+2	3,243225E-1	3,343750E+2	-5,603145E-1
3,359375E+2	1,677139E-1	3,359375E+2	-8,080242E-1	3,359375E+2	1,670274E-1	3,359375E+2	-8,021778E-1	3,359375E+2	1,825205E-1	3,359375E+2	-7,861009E-1	3,359375E+2	2,409288E-1	3,359375E+2	-7,093885E-1	3,359375E+2	3,701894E-1	3,359375E+2	-5,358285E-1	3,359375E+2	4,731934E-1	3,359375E+2	-4,404266E-1	3,359375E+2	1,100480E-1	3,359375E+2	-8,102449E-1	3,359375E+2	1,205793E-1	3,359375E+2	-8,125661E-1	3,359375E+2	1,287090E-1	3,359375E+2	-7,994514E-1	3,359375E+2	1,690010E-1	3,359375E+2	-7,579624E-1	3,359375E+2	2,515565E-1	3,359375E+2	-6,385390E-1	3,359375E+2	3,199161E-1	3,359375E+2	-5,587255E-1
3,375000E+2	1,619569E-1	3,375000E+2	-8,065871E-1	3,375000E+2	1,626407E-1	3,375000E+2	-8,011122E-1	3,375000E+2	1,811123E-1	3,375000E+2	-7,845035E-1	3,375000E+2	2,353680E-1	3,375000E+2	-7,084639E-1	3,375000E+2	3,590948E-1	3,375000E+2	-5,395452E-1	3,375000E+2	4,670390E-1	3,375000E+2	-4,431544E-1	3,375000E+2	9,212851E-2	3,375000E+2	-7,995145E-1	3,375000E+2	1,089241E-1	3,375000E+2	-8,120209E-1	3,375000E+2	1,197975E-1	3,375000E+2	-7,975489E-1	3,375000E+2	1,609541E-1	3,375000E+2	-7,560541E-1	3,375000E+2	2,459548E-1	3,375000E+2	-6,364577E-1	3,375000E+2	3,155322E-1	3,375000E+2	-5,572126E-1
3,390625E+2	1,556856E-1	3,390625E+2	-8,046358E-1	3,390625E+2	1,582946E-1	3,390625E+2	-7,997487E-1	3,390625E+2	1,773651E-1	3,390625E+2	-7,829105E-1	3,390625E+2	2,300384E-1	3,390625E+2	-7,073765E-1	3,390625E+2	3,495346E-1	3,390625E+2	-5,414009E-1	3,390625E+2	4,581895E-1	3,390625E+2	-4,477093E-1	3,390625E+2	8,118409E-2	3,390625E+2	-7,927554E-1	3,390625E+2	9,737782E-2	3,390625E+2	-8,085533E-1	3,390625E+2	1,096715E-1	3,390625E+2	-7,950403E-1	3,390625E+2	1,520726E-1	3,390625E+2	-7,536411E-1	3,390625E+2	2,396295E-1	3,390625E+2	-6,339970E-1	3,390625E+2	3,108835E-1	3,390625E+2	-5,552381E-1
3,406250E+2	1,495240E-1	3,406250E+2	-8,027038E-1	3,406250E+2	1,540476E-1	3,406250E+2	-7,984185E-1	3,406250E+2	1,737095E-1	3,406250E+2	-7,813554E-1	3,406250E+2	2,247755E-1	3,406250E+2	-7,063315E-1	3,406250E+2	3,399295E-1	3,406250E+2	-5,433183E-1	3,406250E+2	4,492200E-1	3,406250E+2	-4,524207E-1	3,406250E+2	7,048412E-2	3,406250E+2	-7,860031E-1	3,406250E+2	8,600931E-2	3,406250E+2	-8,050382E-1	3,406250E+2	9,968991E-2	3,406250E+2	-7,925100E-1	3,406250E+2	1,433074E-1	3,406250E+2	-7,512331E-1	3,406250E+2	2,333678E-1	3,406250E+2	-6,315918E-1	3,406250E+2	3,062677E-1	3,406250E+2	-5,533370E-1
3,421875E+2	1,397528E-1	3,421875E+2	-8,018197E-1	3,421875E+2	1,456941E-1	3,421875E+2	-7,974183E-1	3,421875E+2	1,629955E-1	3,421875E+2	-7,803092E-1	3,421875E+2	2,170545E-1	3,421875E+2	-7,056353E-1	3,421875E+2	3,334474E-1	3,421875E+2	-5,434630E-1	3,421875E+2	4,429473E-1	3,421875E+2	-4,542920E-1	3,421875E+2	6,288629E-2	3,421875E+2	-7,832663E-1	3,421875E+2	7,279579E-2	3,421875E+2	-7,993285E-1	3,421875E+2	8,731788E-2	3,421875E+2	-7,897000E-1	3,421875E+2	1,323520E-1	3,421875E+2	-7,487904E-1	3,421875E+2	2,261619E-1	3,421875E+2	-6,290425E-1	3,421875E+2	3,006818E-1	3,421875E+2	-5,513677E-1
3,437500E+2	1,301029E-1	3,437500E+2	-8,009100E-1	3,437500E+2	1,374589E-1	3,437500E+2	-7,964152E-1	3,437500E+2	1,523951E-1	3,437500E+2	-7,792240E-1	3,437500E+2	2,094105E-1	3,437500E+2	-7,049626E-1	3,437500E+2	3,269857E-1	3,437500E+2	-5,436810E-1	3,437500E+2	4,366498E-1	3,437500E+2	-4,562799E-1	3,437500E+2	5,544948E-2	3,437500E+2	-7,805635E-1	3,437500E+2	5,985325E-2	3,437500E+2	-7,935676E-1	3,437500E+2	7,513165E-2	3,437500E+2	-7,868334E-1	3,437500E+2	1,215430E-1	3,437500E+2	-7,463250E-1	3,437500E+2	2,190369E-1	3,437500E+2	-6,265461E-1	3,437500E+2	2,951391E-1	3,437500E+2	-5,494705E-1
3,453125E+2	1,140836E-1	3,453125E+2	-7,998393E-1	3,453125E+2	1,205602E-1	3,453125E+2	-7,944161E-1	3,453125E+2	1,376044E-1	3,453125E+2	-7,773903E-1	3,453125E+2	1,978429E-1	3,453125E+2	-7,041347E-1	3,453125E+2	3,213262E-1	3,453125E+2	-5,429879E-1	3,453125E+2	4,299483E-1	3,453125E+2	-4,577566E-1	3,453125E+2	4,886059E-2	3,453125E+2	-7,814763E-1	3,453125E+2	5,037438E-2	3,453125E+2	-7,885821E-1	3,453125E+2	6,403036E-2	3,453125E+2	-7,835407E-1	3,453125E+2	1,119104E-1	3,453125E+2	-7,433866E-1	3,453125E+2	2,121311E-1	3,453125E+2	-6,235670E-1	3,453125E+2	2,898558E-1	3,453125E+2	-5,470563E-1
