X,Y,R
-4.00,-7.80,0.530
-4.00,-2.60,0.530
-4.00,2.60,0.530
-4.00,7.80,0.530
-1.33,-7.80,0.530
-1.33,-2.60,0.530
-1.33,2.60,0.530
-1.33,7.80,0.530
1.34,-7.80,0.530
1.34,-2.60,0.530
1.34,2.60,0.530
1.34,7.80,0.530
4.00,-7.80,0.530
4.00,-2.60,0.530
4.00,2.60,0.530
4.00,7.80,0.530
