X,Y,R
0.00,-10.64,0.210
0.00,-8.27,0.210
0.00,-5.91,0.210
0.00,-3.55,0.210
0.00,-1.18,0.210
0.00,1.18,0.210
0.00,3.55,0.210
0.00,5.91,0.210
0.00,8.27,0.210
0.00,10.64,0.210
