Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
1,610937E+3	-1,220175E-1	1,610937E+3	1,915098E-1
1,612500E+3	-1,225740E-1	1,612500E+3	1,901321E-1
1,614062E+3	-1,230199E-1	1,614062E+3	1,888075E-1
1,615625E+3	-1,234608E-1	1,615625E+3	1,875175E-1
1,617187E+3	-1,237069E-1	1,617187E+3	1,862139E-1
1,618750E+3	-1,239496E-1	1,618750E+3	1,849511E-1
1,620312E+3	-1,234029E-1	1,620312E+3	1,837214E-1
1,621875E+3	-1,228598E-1	1,621875E+3	1,825592E-1
1,623437E+3	-1,172723E-1	1,623437E+3	1,815496E-1
1,625000E+3	-1,117634E-1	1,625000E+3	1,807578E-1
1,626562E+3	-1,081925E-1	1,626562E+3	1,793188E-1
1,628125E+3	-1,046508E-1	1,628125E+3	1,780530E-1
1,629687E+3	-6,887748E-2	1,629687E+3	1,522557E-1
1,631250E+3	-3,455622E-2	1,631250E+3	1,300830E-1
1,632812E+3	-3,479233E-2	1,632812E+3	1,291584E-1
1,634375E+3	-3,500022E-2	1,634375E+3	1,282620E-1
1,635937E+3	-3,502137E-2	1,635937E+3	1,272721E-1
1,637500E+3	-3,501196E-2	1,637500E+3	1,263193E-1
1,639062E+3	-3,479808E-2	1,639062E+3	1,252909E-1
1,640625E+3	-3,455257E-2	1,640625E+3	1,243096E-1
1,642187E+3	-3,427649E-2	1,642187E+3	1,233393E-1
1,643750E+3	-3,397073E-2	1,643750E+3	1,224180E-1
1,645312E+3	-3,366942E-2	1,645312E+3	1,215548E-1
1,646875E+3	-3,334223E-2	1,646875E+3	1,207407E-1
1,648437E+3	-3,276712E-2	1,648437E+3	1,199415E-1
1,650000E+3	-3,216967E-2	1,650000E+3	1,192028E-1
1,651562E+3	-3,165801E-2	1,651562E+3	1,185118E-1
1,653125E+3	-3,112702E-2	1,653125E+3	1,178777E-1
1,654687E+3	-3,050764E-2	1,654687E+3	1,171399E-1
1,656250E+3	-2,986644E-2	1,656250E+3	1,164641E-1
1,657812E+3	-2,886698E-2	1,657812E+3	1,153160E-1
1,659375E+3	-2,782818E-2	1,659375E+3	1,142503E-1
1,660937E+3	-2,597420E-2	1,660937E+3	1,119370E-1
1,662500E+3	-2,402905E-2	1,662500E+3	1,097588E-1
1,664062E+3	-2,121493E-2	1,664062E+3	1,060446E-1
1,665625E+3	-1,823859E-2	1,665625E+3	1,025337E-1
1,667187E+3	-1,525005E-2	1,667187E+3	9,877142E-2
1,668750E+3	-1,208856E-2	1,668750E+3	9,522001E-2
1,670312E+3	-9,436595E-3	1,670312E+3	9,195382E-2
1,671875E+3	-6,626968E-3	1,671875E+3	8,886906E-2
1,673437E+3	-3,922842E-3	1,673437E+3	8,544296E-2
1,675000E+3	-1,042867E-3	1,675000E+3	8,219919E-2
1,676562E+3	2,339441E-3	1,676562E+3	7,753275E-2
1,678125E+3	5,981008E-3	1,678125E+3	7,309758E-2
1,679687E+3	1,016613E-2	1,679687E+3	6,623558E-2
1,681250E+3	1,477809E-2	1,681250E+3	5,966833E-2
1,682812E+3	1,933855E-2	1,682812E+3	5,120365E-2
1,684375E+3	2,447608E-2	1,684375E+3	4,304767E-2
1,685937E+3	3,218635E-2	1,685937E+3	1,566439E-2
1,687500E+3	4,285871E-2	1,687500E+3	-1,127249E-2
1,689062E+3	4,364039E-2	1,689062E+3	-4,783527E-2
1,690625E+3	4,852988E-2	1,690625E+3	-8,599700E-2
1,692187E+3	4,994789E-2	1,692187E+3	-9,129763E-2
1,693750E+3	5,167866E-2	1,693750E+3	-9,669293E-2
1,695312E+3	5,319509E-2	1,695312E+3	-1,016780E-1
1,696875E+3	5,500060E-2	1,696875E+3	-1,067567E-1
1,698437E+3	5,644540E-2	1,698437E+3	-1,123974E-1
1,700000E+3	5,820916E-2	1,700000E+3	-1,181632E-1
1,701562E+3	5,985679E-2	1,701562E+3	-1,217457E-1
1,703125E+3	6,170696E-2	1,703125E+3	-1,254032E-1
1,704687E+3	6,371300E-2	1,704687E+3	-1,277942E-1
1,706250E+3	6,586532E-2	1,706250E+3	-1,302240E-1
1,707812E+3	6,806257E-2	1,707812E+3	-1,321316E-1
1,709375E+3	7,038525E-2	1,709375E+3	-1,340643E-1
1,710937E+3	7,273492E-2	1,710937E+3	-1,360253E-1
1,712500E+3	7,521517E-2	1,712500E+3	-1,380084E-1
1,714062E+3	7,776862E-2	1,714062E+3	-1,401909E-1
1,715625E+3	8,046687E-2	1,715625E+3	-1,423935E-1
1,717187E+3	8,319519E-2	1,717187E+3	-1,445268E-1
1,718750E+3	8,606883E-2	1,718750E+3	-1,466751E-1
1,720312E+3	6,651083E-2	1,720312E+3	-2,004959E-1
1,721875E+3	4,712977E-2	1,721875E+3	-2,620979E-1
1,723437E+3	4,897667E-2	1,723437E+3	-2,653790E-1
1,725000E+3	5,092965E-2	1,725000E+3	-2,687682E-1
1,726562E+3	5,398867E-2	1,726562E+3	-2,704776E-1
1,728125E+3	5,711909E-2	1,728125E+3	-2,722200E-1
1,729687E+3	6,038300E-2	1,729687E+3	-2,739790E-1
1,731250E+3	6,372457E-2	1,731250E+3	-2,757659E-1
1,732812E+3	6,714197E-2	1,732812E+3	-2,772159E-1
1,734375E+3	7,062902E-2	1,734375E+3	-2,786846E-1
1,735937E+3	7,418676E-2	1,735937E+3	-2,799358E-1
1,737500E+3	7,781020E-2	1,737500E+3	-2,811991E-1
1,739062E+3	8,150038E-2	1,739062E+3	-2,825235E-1
1,740625E+3	8,526243E-2	1,740625E+3	-2,838581E-1
1,742187E+3	8,904428E-2	1,742187E+3	-2,851756E-1
1,743750E+3	9,290051E-2	1,743750E+3	-2,865018E-1
1,745312E+3	9,596259E-2	1,745312E+3	-2,895620E-1
1,746875E+3	9,914704E-2	1,746875E+3	-2,926922E-1
1,748437E+3	6,912782E-2	1,748437E+3	-3,382908E-1
1,750000E+3	3,548644E-2	1,750000E+3	-3,875997E-1
1,751562E+3	3,584309E-2	1,751562E+3	-3,925476E-1
1,753125E+3	3,626102E-2	1,753125E+3	-3,976662E-1
1,754687E+3	3,837182E-2	1,754687E+3	-4,014378E-1
1,756250E+3	4,055411E-2	1,756250E+3	-4,053112E-1
1,757812E+3	4,289726E-2	1,757812E+3	-4,089973E-1
1,759375E+3	4,531300E-2	1,759375E+3	-4,127770E-1
1,760937E+3	4,746788E-2	1,760937E+3	-4,166947E-1
1,762500E+3	4,969577E-2	1,762500E+3	-4,207137E-1
1,764062E+3	5,166212E-2	1,764062E+3	-4,245999E-1
1,765625E+3	5,369579E-2	1,765625E+3	-4,285894E-1
1,767187E+3	5,503417E-2	1,767187E+3	-4,328378E-1
1,768750E+3	5,643381E-2	1,768750E+3	-4,372072E-1
1,770312E+3	5,702796E-2	1,770312E+3	-4,420899E-1
1,771875E+3	5,767825E-2	1,771875E+3	-4,471161E-1
1,773437E+3	5,869556E-2	1,773437E+3	-4,517645E-1
1,775000E+3	5,977242E-2	1,775000E+3	-4,565407E-1
1,776562E+3	6,056768E-2	1,776562E+3	-4,613631E-1
1,778125E+3	6,142006E-2	1,778125E+3	-4,663163E-1
1,779687E+3	6,115646E-2	1,779687E+3	-4,717863E-1
1,781250E+3	6,093722E-2	1,781250E+3	-4,774088E-1
1,782812E+3	6,015792E-2	1,782812E+3	-4,831637E-1
1,784375E+3	5,941551E-2	1,784375E+3	-4,890751E-1
1,785937E+3	5,769568E-2	1,785937E+3	-4,955326E-1
1,787500E+3	5,600017E-2	1,787500E+3	-5,021586E-1
1,789062E+3	2,515490E-2	1,789062E+3	-5,257437E-1
1,790625E+3	-7,214401E-3	1,790625E+3	-5,489035E-1
1,792187E+3	-3,142759E-2	1,792187E+3	-5,646945E-1
1,793750E+3	-5,632236E-2	1,793750E+3	-5,802070E-1
1,795312E+3	-7,198059E-2	1,795312E+3	-5,891662E-1
1,796875E+3	-8,780785E-2	1,796875E+3	-5,980675E-1
1,798437E+3	-9,361452E-2	1,798437E+3	-6,036660E-1
1,800000E+3	-9,941175E-2	1,800000E+3	-6,093500E-1
1,801562E+3	-1,025822E-1	1,801562E+3	-6,140835E-1
1,803125E+3	-1,057160E-1	1,803125E+3	-6,188986E-1
1,804687E+3	-1,030112E-1	1,804687E+3	-6,221610E-1
1,806250E+3	-1,002519E-1	1,806250E+3	-6,254524E-1
1,807812E+3	-9,486697E-2	1,807812E+3	-6,280981E-1
1,809375E+3	-8,942790E-2	1,809375E+3	-6,307217E-1
1,810937E+3	-8,375099E-2	1,810937E+3	-6,331857E-1
1,812500E+3	-7,802076E-2	1,812500E+3	-6,356209E-1
1,814062E+3	-7,254774E-2	1,814062E+3	-6,379398E-1
1,815625E+3	-6,702266E-2	1,815625E+3	-6,402340E-1
1,817187E+3	-6,298663E-2	1,817187E+3	-6,429802E-1
1,818750E+3	-5,889109E-2	1,818750E+3	-6,457295E-1
1,820312E+3	-5,843011E-2	1,820312E+3	-6,493905E-1
1,821875E+3	-5,790014E-2	1,821875E+3	-6,530978E-1
1,823437E+3	-7,780951E-2	1,823437E+3	-6,614407E-1
1,825000E+3	-9,763067E-2	1,825000E+3	-6,694189E-1
1,826562E+3	-9,998812E-2	1,826562E+3	-6,730482E-1
1,828125E+3	-1,022535E-1	1,828125E+3	-6,767275E-1
1,829687E+3	-9,957621E-2	1,829687E+3	-6,793741E-1
1,831250E+3	-9,682827E-2	1,831250E+3	-6,820398E-1
1,832812E+3	-9,285063E-2	1,832812E+3	-6,842963E-1
1,834375E+3	-8,880882E-2	1,834375E+3	-6,865534E-1
1,835937E+3	-8,490115E-2	1,835937E+3	-6,889292E-1
1,837500E+3	-8,092413E-2	1,837500E+3	-6,913053E-1
1,839062E+3	-7,772789E-2	1,839062E+3	-6,939578E-1
1,840625E+3	-7,445270E-2	1,840625E+3	-6,966182E-1
1,842187E+3	-7,416712E-2	1,842187E+3	-7,000308E-1
1,843750E+3	-7,377636E-2	1,843750E+3	-7,034725E-1
1,845312E+3	-1,039158E-1	1,845312E+3	-7,122430E-1
1,846875E+3	-1,334433E-1	1,846875E+3	-7,199515E-1
1,848437E+3	-1,340961E-1	1,848437E+3	-7,226367E-1
1,850000E+3	-1,346155E-1	1,850000E+3	-7,253617E-1
1,851562E+3	-1,292624E-1	1,851562E+3	-7,276709E-1
1,853125E+3	-1,238342E-1	1,853125E+3	-7,299574E-1
1,854687E+3	-1,177289E-1	1,854687E+3	-7,323035E-1
1,856250E+3	-1,115495E-1	1,856250E+3	-7,346114E-1
1,857812E+3	-1,046672E-1	1,857812E+3	-7,367856E-1
1,859375E+3	-9,771568E-2	1,859375E+3	-7,389060E-1
1,860937E+3	-9,053142E-2	1,860937E+3	-7,411176E-1
1,862500E+3	-8,327563E-2	1,862500E+3	-7,432681E-1
1,864062E+3	-7,615353E-2	1,864062E+3	-7,454280E-1
1,865625E+3	-6,895754E-2	1,865625E+3	-7,475269E-1
1,867187E+3	-6,281599E-2	1,867187E+3	-7,495329E-1
1,868750E+3	-5,659472E-2	1,868750E+3	-7,514966E-1
1,870312E+3	-5,170965E-2	1,870312E+3	-7,532641E-1
1,871875E+3	-4,673524E-2	1,871875E+3	-7,550110E-1
1,873437E+3	-4,312196E-2	1,873437E+3	-7,568808E-1
1,875000E+3	-3,940017E-2	1,875000E+3	-7,587454E-1
1,876562E+3	-6,568674E-2	1,876562E+3	-7,684253E-1
1,878125E+3	-9,105066E-2	1,878125E+3	-7,771091E-1
1,879687E+3	-9,215161E-2	1,879687E+3	-7,791192E-1
1,881250E+3	-9,303432E-2	1,881250E+3	-7,811630E-1
1,882812E+3	-8,789059E-2	1,882812E+3	-7,830282E-1
1,884375E+3	-8,264158E-2	1,884375E+3	-7,848714E-1
1,885937E+3	-7,625208E-2	1,885937E+3	-7,868644E-1
1,887500E+3	-6,976717E-2	1,887500E+3	-7,888106E-1
1,889062E+3	-1,626219E-1	1,889062E+3	-7,948467E-1
1,890625E+3	-2,446625E-1	1,890625E+3	-7,926271E-1
1,892187E+3	-2,393922E-1	1,892187E+3	-7,946608E-1
1,893750E+3	-2,340029E-1	1,893750E+3	-7,967044E-1
1,895312E+3	-2,265260E-1	1,895312E+3	-7,992542E-1
1,896875E+3	-2,189561E-1	1,896875E+3	-8,017580E-1
1,898437E+3	-2,109654E-1	1,898437E+3	-8,044033E-1
1,900000E+3	-2,028830E-1	1,900000E+3	-8,069872E-1
1,901562E+3	-1,942866E-1	1,901562E+3	-8,093801E-1
1,903125E+3	-1,856084E-1	1,903125E+3	-8,116984E-1
1,904687E+3	-1,771283E-1	1,904687E+3	-8,140401E-1
1,906250E+3	-1,685616E-1	1,906250E+3	-8,163079E-1
1,907812E+3	-1,605604E-1	1,907812E+3	-8,183892E-1
1,909375E+3	-1,524666E-1	1,909375E+3	-8,204086E-1
1,910937E+3	-1,476048E-1	1,910937E+3	-8,221423E-1
1,912500E+3	-1,425883E-1	1,912500E+3	-8,238781E-1
1,914062E+3	-1,432824E-1	1,914062E+3	-8,261256E-1
1,915625E+3	-1,436293E-1	1,915625E+3	-8,284085E-1
1,917187E+3	-1,416082E-1	1,917187E+3	-8,311203E-1
1,918750E+3	-1,393241E-1	1,918750E+3	-8,338366E-1
1,920312E+3	-1,335893E-1	1,920312E+3	-8,365171E-1
1,921875E+3	-1,276883E-1	1,921875E+3	-8,391594E-1
1,923437E+3	-1,205478E-1	1,923437E+3	-8,414565E-1
1,925000E+3	-1,132727E-1	1,925000E+3	-8,436969E-1
1,926562E+3	-1,056368E-1	1,926562E+3	-8,454086E-1
1,928125E+3	-9,788313E-2	1,928125E+3	-8,470621E-1
1,929687E+3	-8,954918E-2	1,929687E+3	-8,481913E-1
1,931250E+3	-8,112006E-2	1,931250E+3	-8,492543E-1
1,932812E+3	-2,017571E-1	1,932812E+3	-8,429239E-1
1,934375E+3	-2,934133E-1	1,934375E+3	-8,298459E-1
1,935937E+3	-2,882784E-1	1,935937E+3	-8,323269E-1
1,937500E+3	-2,829200E-1	1,937500E+3	-8,348598E-1
1,939062E+3	-2,750774E-1	1,939062E+3	-8,373772E-1
1,940625E+3	-2,671020E-1	1,940625E+3	-8,398815E-1
1,942187E+3	-2,583443E-1	1,942187E+3	-8,423183E-1
1,943750E+3	-2,494766E-1	1,943750E+3	-8,447151E-1
1,945312E+3	-2,407770E-1	1,945312E+3	-8,467972E-1
1,946875E+3	-2,319686E-1	1,946875E+3	-8,488463E-1
1,948437E+3	-2,231179E-1	1,948437E+3	-8,506754E-1
1,950000E+3	-2,141631E-1	1,950000E+3	-8,524694E-1
1,951562E+3	-2,051132E-1	1,951562E+3	-8,542350E-1
1,953125E+3	-1,959601E-1	1,953125E+3	-8,559558E-1
1,954687E+3	-1,874614E-1	1,954687E+3	-8,577120E-1
1,956250E+3	-1,788353E-1	1,956250E+3	-8,594335E-1
1,957812E+3	-1,732539E-1	1,957812E+3	-8,608836E-1
1,959375E+3	-1,674276E-1	1,959375E+3	-8,623795E-1
1,960937E+3	-1,691328E-1	1,960937E+3	-8,636017E-1
1,962500E+3	-1,700944E-1	1,962500E+3	-8,650073E-1
1,964062E+3	-1,813902E-1	1,964062E+3	-8,642461E-1
1,965625E+3	-1,908093E-1	1,965625E+3	-8,640031E-1
1,967187E+3	-1,996844E-1	1,967187E+3	-8,629808E-1
1,968750E+3	-2,068955E-1	1,968750E+3	-8,625719E-1
1,970312E+3	-2,023664E-1	1,970312E+3	-8,643167E-1
1,971875E+3	-1,974629E-1	1,971875E+3	-8,661697E-1
1,973437E+3	-1,903854E-1	1,973437E+3	-8,680127E-1
1,975000E+3	-1,830707E-1	1,975000E+3	-8,698874E-1
1,976562E+3	-1,750799E-1	1,976562E+3	-8,715846E-1
1,978125E+3	-1,668917E-1	1,978125E+3	-8,732872E-1
1,979687E+3	-1,583305E-1	1,979687E+3	-8,748800E-1
1,981250E+3	-1,495922E-1	1,981250E+3	-8,764577E-1
1,982812E+3	-1,403510E-1	1,982812E+3	-8,780950E-1
1,984375E+3	-1,309517E-1	1,984375E+3	-8,796849E-1
1,985937E+3	-1,214439E-1	1,985937E+3	-8,813205E-1
1,987500E+3	-1,117793E-1	1,987500E+3	-8,828915E-1
1,989062E+3	-1,024508E-1	1,989062E+3	-8,843105E-1
1,990625E+3	-9,295408E-2	1,990625E+3	-8,856708E-1
1,992187E+3	-8,483375E-2	1,992187E+3	-8,867809E-1
1,993750E+3	-7,648244E-2	1,993750E+3	-8,878775E-1
1,995312E+3	-7,220359E-2	1,995312E+3	-8,885280E-1
1,996875E+3	-6,741746E-2	1,996875E+3	-8,893210E-1
1,998437E+3	-1,492523E-1	1,998437E+3	-8,767808E-1
2,000000E+3	-1,985787E-1	2,000000E+3	-8,758206E-1
2,001562E+3	-1,927473E-1	2,001562E+3	-8,773786E-1
2,003125E+3	-1,864069E-1	2,003125E+3	-8,792385E-1
2,004687E+3	-1,800228E-1	2,004687E+3	-8,807510E-1
2,006250E+3	-1,731622E-1	2,006250E+3	-8,825501E-1
2,007812E+3	-1,653068E-1	2,007812E+3	-8,841153E-1
2,009375E+3	-1,570961E-1	2,009375E+3	-8,858698E-1
2,010937E+3	-1,480906E-1	2,010937E+3	-8,874054E-1
2,012500E+3	-1,388123E-1	2,012500E+3	-8,890527E-1
2,014062E+3	-1,298364E-1	2,014062E+3	-8,904535E-1
2,015625E+3	-1,205699E-1	2,015625E+3	-8,919761E-1
2,017187E+3	-1,125000E-1	2,017187E+3	-8,931714E-1
2,018750E+3	-1,040394E-1	2,018750E+3	-8,945799E-1
2,020312E+3	-9,900216E-2	2,020312E+3	-8,954733E-1
2,021875E+3	-9,317469E-2	2,021875E+3	-8,969375E-1
2,023437E+3	-9,858252E-2	2,023437E+3	-8,962609E-1
2,025000E+3	-1,010065E-1	2,025000E+3	-8,984123E-1
2,026562E+3	-1,140337E-1	2,026562E+3	-8,944795E-1
2,028125E+3	-1,222868E-1	2,028125E+3	-8,980494E-1
2,029687E+3	-1,193439E-1	2,029687E+3	-8,982048E-1
2,031250E+3	-1,155971E-1	2,031250E+3	-9,004184E-1
2,032812E+3	-1,089403E-1	2,032812E+3	-9,008424E-1
2,034375E+3	-1,020843E-1	2,034375E+3	-9,024189E-1
2,035937E+3	-9,547264E-2	2,035937E+3	-9,025684E-1
2,037500E+3	-8,884636E-2	2,037500E+3	-9,039603E-1
2,039062E+3	-8,339237E-2	2,039062E+3	-9,037002E-1
2,040625E+3	-7,817204E-2	2,040625E+3	-9,050837E-1
2,042187E+3	-7,348531E-2	2,042187E+3	-9,047831E-1
2,043750E+3	-6,930588E-2	2,043750E+3	-9,063426E-1
2,045312E+3	-6,265479E-2	2,045312E+3	-9,064584E-1
2,046875E+3	-5,648163E-2	2,046875E+3	-9,076905E-1
2,048437E+3	-4,842087E-2	2,048437E+3	-9,078570E-1
2,050000E+3	-4,077199E-2	2,050000E+3	-9,086949E-1
2,051562E+3	-3,202025E-2	2,051562E+3	-9,087011E-1
2,053125E+3	-2,365181E-2	2,053125E+3	-9,091683E-1
2,054687E+3	-1,532698E-2	2,054687E+3	-9,089652E-1
2,056250E+3	-7,453693E-3	2,056250E+3	-9,092407E-1
2,057812E+3	-4,192274E-4	2,057812E+3	-9,088289E-1
2,059375E+3	5,980482E-3	2,059375E+3	-9,090523E-1
2,060937E+3	1,076173E-2	2,060937E+3	-9,085217E-1
2,062500E+3	1,454408E-2	2,062500E+3	-9,089411E-1
2,064062E+3	1,030677E-2	2,064062E+3	-9,082831E-1
2,065625E+3	2,737117E-3	2,065625E+3	-9,104983E-1
2,067187E+3	-4,502179E-3	2,067187E+3	-9,101461E-1
2,068750E+3	-1,585273E-2	2,068750E+3	-9,125348E-1
2,070312E+3	-1,180596E-2	2,070312E+3	-9,124852E-1
2,071875E+3	-8,659122E-3	2,071875E+3	-9,128855E-1
2,073437E+3	-2,215657E-3	2,073437E+3	-9,128242E-1
2,075000E+3	3,705599E-3	2,075000E+3	-9,129701E-1
2,076562E+3	1,033584E-2	2,076562E+3	-9,127240E-1
2,078125E+3	1,648637E-2	2,078125E+3	-9,126408E-1
2,079687E+3	2,291706E-2	2,079687E+3	-9,122729E-1
2,081250E+3	2,887143E-2	2,081250E+3	-9,120602E-1
2,082812E+3	3,588198E-2	2,082812E+3	-9,116025E-1
2,084375E+3	4,249837E-2	2,084375E+3	-9,112548E-1
2,085937E+3	4,980237E-2	2,085937E+3	-9,106300E-1
2,087500E+3	5,675490E-2	2,087500E+3	-9,100866E-1
2,089062E+3	6,372744E-2	2,089062E+3	-9,093505E-1
2,090625E+3	7,033769E-2	2,090625E+3	-9,087045E-1
2,092187E+3	7,761063E-2	2,092187E+3	-9,078907E-1
2,093750E+3	8,456444E-2	2,093750E+3	-9,071497E-1
2,095312E+3	9,188076E-2	2,095312E+3	-9,065537E-1
2,096875E+3	9,890996E-2	2,096875E+3	-9,060484E-1
2,098437E+3	1,069152E-1	2,098437E+3	-9,053694E-1
2,100000E+3	1,146945E-1	2,100000E+3	-9,047485E-1
2,101562E+3	6,828646E-2	2,101562E+3	-9,073450E-1
2,103125E+3	3,653392E-3	2,103125E+3	-9,128202E-1
2,104687E+3	5,392233E-3	2,104687E+3	-9,127852E-1
2,106250E+3	6,531001E-3	2,106250E+3	-9,129017E-1
2,107812E+3	9,552709E-3	2,107812E+3	-9,129461E-1
2,109375E+3	1,211187E-2	2,109375E+3	-9,131068E-1
2,110937E+3	2,053041E-2	2,110937E+3	-9,128714E-1
2,112500E+3	2,880752E-2	2,112500E+3	-9,125933E-1
2,114062E+3	3,791019E-2	2,114062E+3	-9,121512E-1
2,115625E+3	4,689865E-2	2,115625E+3	-9,116462E-1
2,117187E+3	5,609067E-2	2,117187E+3	-9,109808E-1
2,118750E+3	6,517191E-2	2,118750E+3	-9,102495E-1
2,120312E+3	7,371128E-2	2,120312E+3	-9,095711E-1
2,121875E+3	8,212344E-2	2,121875E+3	-9,088515E-1
2,123437E+3	8,947912E-2	2,123437E+3	-9,080524E-1
2,125000E+3	9,666563E-2	2,125000E+3	-9,072449E-1
2,126562E+3	8,373081E-2	2,126562E+3	-9,078393E-1
2,128125E+3	6,872044E-2	2,128125E+3	-9,087557E-1
2,129687E+3	4,959033E-2	2,129687E+3	-9,146510E-1
2,131250E+3	2,758356E-2	2,131250E+3	-9,216257E-1
2,132812E+3	3,510066E-2	2,132812E+3	-9,212856E-1
2,134375E+3	4,248717E-2	2,134375E+3	-9,209114E-1
2,135937E+3	4,934107E-2	2,135937E+3	-9,203640E-1
2,137500E+3	5,604400E-2	2,137500E+3	-9,197946E-1
2,139062E+3	6,010165E-2	2,139062E+3	-9,193589E-1
2,140625E+3	6,390804E-2	2,140625E+3	-9,189607E-1
2,142187E+3	6,143951E-2	2,142187E+3	-9,186067E-1
2,143750E+3	5,836797E-2	2,143750E+3	-9,183563E-1
2,145312E+3	2,577744E-2	2,145312E+3	-9,185279E-1
2,146875E+3	-1,106594E-2	2,146875E+3	-9,179817E-1
2,148437E+3	-1,552876E-3	2,148437E+3	-9,181606E-1
2,150000E+3	7,912060E-3	2,150000E+3	-9,182526E-1
2,151562E+3	1,730062E-2	2,151562E+3	-9,181468E-1
2,153125E+3	2,663596E-2	2,153125E+3	-9,179563E-1
2,154687E+3	3,558400E-2	2,154687E+3	-9,176380E-1
2,156250E+3	4,447003E-2	2,156250E+3	-9,172454E-1
2,157812E+3	5,334195E-2	2,157812E+3	-9,166295E-1
2,159375E+3	6,214782E-2	2,159375E+3	-9,159396E-1
2,160937E+3	7,057164E-2	2,160937E+3	-9,151397E-1
2,162500E+3	7,892140E-2	2,162500E+3	-9,142763E-1
2,164062E+3	8,641603E-2	2,164062E+3	-9,133200E-1
2,165625E+3	9,381933E-2	2,165625E+3	-9,123199E-1
2,167187E+3	9,889796E-2	2,167187E+3	-9,114296E-1
2,168750E+3	1,038335E-1	2,168750E+3	-9,105429E-1
2,170312E+3	1,064296E-1	2,170312E+3	-9,096910E-1
2,171875E+3	1,088160E-1	2,171875E+3	-9,088769E-1
2,173437E+3	1,085877E-1	2,173437E+3	-9,085897E-1
2,175000E+3	1,080631E-1	2,175000E+3	-9,083809E-1
2,176562E+3	1,085197E-1	2,176562E+3	-9,082058E-1
2,178125E+3	1,087211E-1	2,178125E+3	-9,081055E-1
2,179687E+3	6,053498E-2	2,179687E+3	-9,090774E-1
2,181250E+3	7,576076E-3	2,181250E+3	-9,078129E-1
2,182812E+3	2,020233E-2	2,182812E+3	-9,076276E-1
2,184375E+3	3,281463E-2	2,184375E+3	-9,072669E-1
2,185937E+3	4,490698E-2	2,185937E+3	-9,068966E-1
2,187500E+3	5,698405E-2	2,187500E+3	-9,063669E-1
2,189062E+3	6,864501E-2	2,189062E+3	-9,056375E-1
2,190625E+3	8,028393E-2	2,190625E+3	-9,047609E-1
2,192187E+3	9,129160E-2	2,192187E+3	-9,038980E-1
2,193750E+3	1,022750E-1	2,193750E+3	-9,029065E-1
2,195312E+3	5,352940E-2	2,195312E+3	-9,037081E-1
2,196875E+3	9,772487E-4	2,196875E+3	-9,021746E-1
2,198437E+3	1,157849E-2	2,198437E+3	-9,021444E-1
2,200000E+3	2,216521E-2	2,200000E+3	-9,019934E-1
2,201562E+3	3,289910E-2	2,201562E+3	-9,015514E-1
2,203125E+3	4,361235E-2	2,203125E+3	-9,009849E-1
2,204687E+3	5,415177E-2	2,204687E+3	-9,003932E-1
2,206250E+3	6,466992E-2	2,206250E+3	-8,996823E-1
2,207812E+3	7,520307E-2	2,207812E+3	-8,987643E-1
2,209375E+3	8,571063E-2	2,209375E+3	-8,977271E-1
2,210937E+3	9,598826E-2	2,210937E+3	-8,966642E-1
2,212500E+3	1,062397E-1	2,212500E+3	-8,954889E-1
2,214062E+3	1,164275E-1	2,214062E+3	-8,941289E-1
2,215625E+3	1,265851E-1	2,215625E+3	-8,926585E-1
2,217187E+3	1,365946E-1	2,217187E+3	-8,911099E-1
2,218750E+3	1,465724E-1	2,218750E+3	-8,894553E-1
2,220312E+3	1,565040E-1	2,220312E+3	-8,877059E-1
2,221875E+3	1,664023E-1	2,221875E+3	-8,858523E-1
2,223437E+3	1,761712E-1	2,223437E+3	-8,839549E-1
2,225000E+3	1,859061E-1	2,225000E+3	-8,819571E-1
2,226562E+3	1,015538E-1	2,226562E+3	-8,882988E-1
2,228125E+3	1,090716E-2	2,228125E+3	-8,872405E-1
2,229687E+3	2,201149E-2	2,229687E+3	-8,871068E-1
2,231250E+3	3,310866E-2	2,231250E+3	-8,868369E-1
2,232812E+3	4,373628E-2	2,232812E+3	-8,864990E-1
2,234375E+3	5,435587E-2	2,234375E+3	-8,860376E-1
2,235937E+3	6,467826E-2	2,235937E+3	-8,852318E-1
2,237500E+3	7,498466E-2	2,237500E+3	-8,843102E-1
2,239062E+3	8,478154E-2	2,239062E+3	-8,835287E-1
2,240625E+3	9,456668E-2	2,240625E+3	-8,826441E-1
2,242187E+3	1,041771E-1	2,242187E+3	-8,816381E-1
2,243750E+3	1,137737E-1	2,243750E+3	-8,805332E-1
2,245312E+3	1,983432E-2	2,245312E+3	-8,774233E-1
2,246875E+3	-7,717176E-2	2,246875E+3	-8,647394E-1
2,248437E+3	-6,999024E-2	2,248437E+3	-8,649718E-1
2,250000E+3	-6,280203E-2	2,250000E+3	-8,651586E-1
2,251562E+3	-5,592589E-2	2,251562E+3	-8,653041E-1
2,253125E+3	-4,904125E-2	2,253125E+3	-8,654098E-1
2,254687E+3	-4,204927E-2	2,254687E+3	-8,656200E-1
2,256250E+3	-3,504509E-2	2,256250E+3	-8,657879E-1
2,257812E+3	-2,726107E-2	2,257812E+3	-8,658947E-1
2,259375E+3	-1,946608E-2	2,259375E+3	-8,659437E-1
