Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
1,409375E+3	1,000001E+2
1,410937E+3	9,999574E+1
1,412500E+3	9,999142E+1
1,414062E+3	9,999218E+1
1,415625E+3	9,999295E+1
1,417187E+3	9,999250E+1
1,418750E+3	9,999204E+1
1,420312E+3	9,999219E+1
1,421875E+3	9,999234E+1
1,423437E+3	9,998980E+1
1,425000E+3	9,998725E+1
1,426562E+3	9,998550E+1
1,428125E+3	9,998375E+1
1,429687E+3	9,999207E+1
1,431250E+3	1,000004E+2
1,432812E+3	9,999486E+1
1,434375E+3	9,998933E+1
1,435937E+3	9,999349E+1
1,437500E+3	9,999764E+1
1,439062E+3	9,999218E+1
1,440625E+3	9,998671E+1
1,442187E+3	9,999322E+1
1,443750E+3	9,999972E+1
1,445312E+3	9,999768E+1
1,446875E+3	9,999565E+1
1,448437E+3	9,999914E+1
1,450000E+3	1,000026E+2
1,451562E+3	9,999526E+1
1,453125E+3	9,998789E+1
1,454687E+3	9,999434E+1
1,456250E+3	1,000008E+2
1,457812E+3	1,000019E+2
1,459375E+3	1,000030E+2
1,460937E+3	1,000022E+2
1,462500E+3	1,000014E+2
1,464062E+3	9,999787E+1
1,465625E+3	9,999437E+1
1,467187E+3	9,999755E+1
1,468750E+3	1,000007E+2
1,470312E+3	1,000052E+2
1,471875E+3	1,000097E+2
1,473437E+3	1,000026E+2
1,475000E+3	9,999552E+1
1,476562E+3	9,999777E+1
1,478125E+3	1,000000E+2
1,479687E+3	1,000035E+2
1,481250E+3	1,000071E+2
1,482812E+3	1,000063E+2
1,484375E+3	1,000055E+2
1,485937E+3	1,000028E+2
1,487500E+3	1,000001E+2
1,489062E+3	9,999543E+1
1,490625E+3	9,999078E+1
1,492187E+3	9,999414E+1
1,493750E+3	9,999749E+1
1,495312E+3	9,999965E+1
1,496875E+3	1,000018E+2
1,498437E+3	9,999870E+1
1,500000E+3	9,999559E+1
1,501562E+3	9,999521E+1
1,503125E+3	9,999484E+1
1,504687E+3	9,999591E+1
1,506250E+3	9,999697E+1
1,507812E+3	9,999553E+1
1,509375E+3	9,999409E+1
1,510937E+3	9,999634E+1
1,512500E+3	9,999859E+1
1,514062E+3	9,999492E+1
1,515625E+3	9,999126E+1
1,517187E+3	9,999060E+1
1,518750E+3	9,998994E+1
1,520312E+3	9,998935E+1
1,521875E+3	9,998876E+1
1,523437E+3	9,998832E+1
1,525000E+3	9,998788E+1
1,526562E+3	9,999071E+1
1,528125E+3	9,999353E+1
1,529687E+3	9,999409E+1
1,531250E+3	9,999465E+1
1,532812E+3	9,998903E+1
1,534375E+3	9,998340E+1
1,535937E+3	9,998890E+1
1,537500E+3	9,999440E+1
1,539062E+3	9,999288E+1
1,540625E+3	9,999136E+1
1,542187E+3	9,999292E+1
1,543750E+3	9,999447E+1
1,545312E+3	9,999406E+1
1,546875E+3	9,999364E+1
1,548437E+3	9,999492E+1
1,550000E+3	9,999620E+1
1,551562E+3	9,999620E+1
1,553125E+3	9,999621E+1
1,554687E+3	9,999726E+1
1,556250E+3	9,999832E+1
1,557812E+3	9,999909E+1
1,559375E+3	9,999986E+1
1,560937E+3	1,000002E+2
1,562500E+3	1,000005E+2
1,564062E+3	1,000004E+2
1,565625E+3	1,000003E+2
1,567187E+3	1,000000E+2
1,568750E+3	9,999975E+1
1,570312E+3	1,000006E+2
1,571875E+3	1,000014E+2
1,573437E+3	1,000005E+2
1,575000E+3	9,999970E+1
1,576562E+3	1,000002E+2
1,578125E+3	1,000007E+2
1,579687E+3	1,000054E+2
1,581250E+3	1,000102E+2
1,582812E+3	1,000157E+2
1,584375E+3	1,000212E+2
1,585937E+3	1,000086E+2
1,587500E+3	9,999587E+1
1,589062E+3	9,999758E+1
1,590625E+3	9,999929E+1
1,592187E+3	9,999916E+1
1,593750E+3	9,999903E+1
1,595312E+3	1,000005E+2
1,596875E+3	1,000021E+2
1,598437E+3	9,999884E+1
1,600000E+3	9,999563E+1
1,601562E+3	9,999824E+1
1,603125E+3	1,000009E+2
1,604687E+3	1,000003E+2
1,606250E+3	9,999975E+1
1,607812E+3	1,000037E+2
1,609375E+3	1,000076E+2
1,610937E+3	1,000025E+2
1,612500E+3	9,999731E+1
1,614062E+3	9,999949E+1
1,615625E+3	1,000017E+2
1,617187E+3	9,999630E+1
1,618750E+3	9,999093E+1
1,620312E+3	9,998501E+1
1,621875E+3	9,997908E+1
1,623437E+3	9,997535E+1
1,625000E+3	9,997161E+1
1,626562E+3	9,996467E+1
1,628125E+3	9,995772E+1
1,629687E+3	9,995346E+1
1,631250E+3	9,994919E+1
1,632812E+3	9,992956E+1
1,634375E+3	9,990989E+1
1,635937E+3	9,987650E+1
1,637500E+3	9,984299E+1
1,639062E+3	9,986264E+1
1,640625E+3	9,988226E+1
1,642187E+3	9,991858E+1
1,643750E+3	9,995475E+1
1,645312E+3	1,000324E+2
1,646875E+3	1,001093E+2
1,648437E+3	1,001328E+2
1,650000E+3	1,001563E+2
1,651562E+3	1,001086E+2
1,653125E+3	1,000606E+2
1,654687E+3	1,000610E+2
1,656250E+3	1,000615E+2
1,657812E+3	1,000379E+2
1,659375E+3	1,000143E+2
1,660937E+3	1,000134E+2
1,662500E+3	1,000126E+2
1,664062E+3	1,000222E+2
1,665625E+3	1,000319E+2
1,667187E+3	1,000055E+2
1,668750E+3	9,997913E+1
1,670312E+3	9,998469E+1
1,671875E+3	9,999024E+1
1,673437E+3	9,999731E+1
1,675000E+3	1,000044E+2
1,676562E+3	9,999324E+1
1,678125E+3	9,998209E+1
1,679687E+3	9,998326E+1
1,681250E+3	9,998444E+1
1,682812E+3	9,999132E+1
1,684375E+3	9,999819E+1
1,685937E+3	9,999679E+1
1,687500E+3	9,999540E+1
1,689062E+3	9,999778E+1
1,690625E+3	1,000002E+2
1,692187E+3	9,999257E+1
1,693750E+3	9,998498E+1
1,695312E+3	9,999282E+1
1,696875E+3	1,000006E+2
1,698437E+3	9,999899E+1
1,700000E+3	9,999733E+1
1,701562E+3	9,999072E+1
1,703125E+3	9,998411E+1
1,704687E+3	9,998933E+1
1,706250E+3	9,999455E+1
1,707812E+3	9,999386E+1
1,709375E+3	9,999317E+1
1,710937E+3	9,999330E+1
1,712500E+3	9,999344E+1
1,714062E+3	9,999552E+1
1,715625E+3	9,999759E+1
1,717187E+3	9,999686E+1
1,718750E+3	9,999613E+1
1,720312E+3	9,999726E+1
1,721875E+3	9,999838E+1
1,723437E+3	9,999455E+1
1,725000E+3	9,999072E+1
1,726562E+3	9,999206E+1
1,728125E+3	9,999340E+1
1,729687E+3	9,999756E+1
1,731250E+3	1,000017E+2
1,732812E+3	1,000008E+2
1,734375E+3	9,999982E+1
1,735937E+3	1,000023E+2
1,737500E+3	1,000049E+2
1,739062E+3	9,999890E+1
1,740625E+3	9,999293E+1
1,742187E+3	9,998397E+1
1,743750E+3	9,997501E+1
1,745312E+3	9,996736E+1
1,746875E+3	9,995970E+1
1,748437E+3	9,994145E+1
1,750000E+3	9,992316E+1
1,751562E+3	9,991612E+1
1,753125E+3	9,990907E+1
1,754687E+3	9,990183E+1
1,756250E+3	9,989459E+1
1,757812E+3	9,988683E+1
1,759375E+3	9,987907E+1
1,760937E+3	9,985900E+1
1,762500E+3	9,983888E+1
1,764062E+3	9,980110E+1
1,765625E+3	9,976316E+1
1,767187E+3	9,973563E+1
1,768750E+3	9,970801E+1
1,770312E+3	9,969128E+1
1,771875E+3	9,967452E+1
1,773437E+3	9,967431E+1
1,775000E+3	9,967410E+1
1,776562E+3	9,968990E+1
1,778125E+3	9,970568E+1
1,779687E+3	9,973229E+1
1,781250E+3	9,975883E+1
1,782812E+3	9,980058E+1
1,784375E+3	9,984212E+1
1,785937E+3	9,986478E+1
1,787500E+3	9,988738E+1
1,789062E+3	9,989698E+1
1,790625E+3	9,990657E+1
1,792187E+3	9,991823E+1
1,793750E+3	9,992987E+1
1,795312E+3	9,994153E+1
1,796875E+3	9,995318E+1
1,798437E+3	9,997282E+1
1,800000E+3	9,999241E+1
1,801562E+3	9,999713E+1
1,803125E+3	1,000019E+2
1,804687E+3	1,000003E+2
1,806250E+3	9,999877E+1
1,807812E+3	1,000009E+2
1,809375E+3	1,000030E+2
1,810937E+3	9,999882E+1
1,812500E+3	9,999465E+1
1,814062E+3	9,999325E+1
1,815625E+3	9,999185E+1
1,817187E+3	9,999232E+1
1,818750E+3	9,999280E+1
1,820312E+3	9,999836E+1
1,821875E+3	1,000039E+2
1,823437E+3	9,999492E+1
1,825000E+3	9,998593E+1
1,826562E+3	9,996668E+1
1,828125E+3	9,994740E+1
1,829687E+3	1,000095E+2
1,831250E+3	1,000711E+2
1,832812E+3	1,000679E+2
1,834375E+3	1,000648E+2
1,835937E+3	9,997956E+1
1,837500E+3	9,989345E+1
1,839062E+3	9,989307E+1
1,840625E+3	9,989269E+1
1,842187E+3	1,000000E+2
1,843750E+3	1,001061E+2
1,845312E+3	1,000389E+2
1,846875E+3	9,997119E+1
1,848437E+3	9,989696E+1
1,850000E+3	9,982209E+1
1,851562E+3	9,999871E+1
1,853125E+3	1,001718E+2
1,854687E+3	1,000337E+2
1,856250E+3	9,989345E+1
1,857812E+3	9,974338E+1
1,859375E+3	9,959068E+1
1,860937E+3	9,996263E+1
1,862500E+3	1,003193E+2
1,864062E+3	1,003241E+2
1,865625E+3	1,003288E+2
1,867187E+3	1,003164E+2
1,868750E+3	1,003040E+2
1,870312E+3	1,003600E+2
1,871875E+3	1,004156E+2
1,873437E+3	1,002493E+2
1,875000E+3	1,000797E+2
1,876562E+3	9,984298E+1
1,878125E+3	9,959962E+1
1,879687E+3	9,967777E+1
1,881250E+3	9,975523E+1
1,882812E+3	9,973425E+1
1,884375E+3	9,971322E+1
1,885937E+3	9,985567E+1
1,887500E+3	9,999583E+1
1,889062E+3	9,999877E+1
1,890625E+3	1,000017E+2
1,892187E+3	1,000036E+2
1,893750E+3	1,000054E+2
1,895312E+3	1,000053E+2
1,896875E+3	1,000052E+2
1,898437E+3	1,000044E+2
1,900000E+3	1,000036E+2
1,901562E+3	1,000023E+2
1,903125E+3	1,000011E+2
1,904687E+3	1,000008E+2
1,906250E+3	1,000006E+2
1,907812E+3	9,999998E+1
1,909375E+3	9,999940E+1
1,910937E+3	9,999926E+1
1,912500E+3	9,999912E+1
1,914062E+3	9,999840E+1
1,915625E+3	9,999768E+1
1,917187E+3	9,999936E+1
1,918750E+3	1,000010E+2
1,920312E+3	1,000014E+2
