Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
4,093750E+2	1,000799E+2
4,109375E+2	1,000296E+2
4,125000E+2	9,997897E+1
4,140625E+2	9,992388E+1
4,156250E+2	9,986843E+1
4,171875E+2	9,992364E+1
4,187500E+2	9,997849E+1
4,203125E+2	1,000019E+2
4,218750E+2	1,000252E+2
4,234375E+2	1,000342E+2
4,250000E+2	1,000432E+2
4,265625E+2	1,000301E+2
4,281250E+2	1,000170E+2
4,296875E+2	9,999053E+1
4,312500E+2	9,996394E+1
4,328125E+2	9,998200E+1
4,343750E+2	1,000000E+2
4,359375E+2	1,000523E+2
4,375000E+2	1,001043E+2
4,390625E+2	1,001166E+2
4,406250E+2	1,001290E+2
4,421875E+2	1,001080E+2
4,437500E+2	1,000870E+2
4,453125E+2	1,000455E+2
4,468750E+2	1,000039E+2
4,484375E+2	9,995533E+1
4,500000E+2	9,990644E+1
4,515625E+2	9,987780E+1
4,531250E+2	9,984906E+1
4,546875E+2	9,990524E+1
4,562500E+2	9,996105E+1
4,578125E+2	1,000019E+2
4,593750E+2	1,000426E+2
4,609375E+2	1,000444E+2
4,625000E+2	1,000461E+2
4,640625E+2	1,000196E+2
4,656250E+2	9,999303E+1
4,671875E+2	9,996315E+1
4,687500E+2	9,993317E+1
4,703125E+2	9,994328E+1
4,718750E+2	9,995339E+1
4,734375E+2	9,996020E+1
4,750000E+2	9,996701E+1
4,765625E+2	9,996136E+1
4,781250E+2	9,995572E+1
4,796875E+2	9,995592E+1
4,812500E+2	9,995613E+1
4,828125E+2	9,996451E+1
4,843750E+2	9,997288E+1
4,859375E+2	9,998948E+1
4,875000E+2	1,000060E+2
4,890625E+2	1,000149E+2
4,906250E+2	1,000237E+2
4,921875E+2	1,000158E+2
4,937500E+2	1,000079E+2
4,953125E+2	9,999430E+1
4,968750E+2	9,998070E+1
4,984375E+2	9,997193E+1
5,000000E+2	9,996315E+1
5,015625E+2	9,997871E+1
5,031250E+2	9,999424E+1
5,046875E+2	1,000033E+2
5,062500E+2	1,000124E+2
5,078125E+2	1,000052E+2
5,093750E+2	9,999802E+1
5,109375E+2	9,998150E+1
5,125000E+2	9,996494E+1
5,140625E+2	9,995004E+1
5,156250E+2	9,993512E+1
5,171875E+2	9,993033E+1
5,187500E+2	9,992554E+1
5,203125E+2	9,992532E+1
5,218750E+2	9,992510E+1
5,234375E+2	9,992681E+1
5,250000E+2	9,992852E+1
5,265625E+2	9,992059E+1
5,281250E+2	9,991266E+1
5,296875E+2	9,990728E+1
5,312500E+2	9,990189E+1
5,328125E+2	9,993729E+1
5,343750E+2	9,997255E+1
5,359375E+2	1,000130E+2
5,375000E+2	1,000532E+2
5,390625E+2	1,000750E+2
5,406250E+2	1,000968E+2
5,421875E+2	1,000871E+2
5,437500E+2	1,000774E+2
5,453125E+2	1,000480E+2
5,468750E+2	1,000184E+2
5,484375E+2	9,999775E+1
5,500000E+2	9,997704E+1
5,515625E+2	9,997731E+1
5,531250E+2	9,997758E+1
5,546875E+2	9,997379E+1
5,562500E+2	9,996999E+1
5,578125E+2	9,997026E+1
5,593750E+2	9,997052E+1
5,609375E+2	9,998905E+1
5,625000E+2	1,000075E+2
5,640625E+2	1,000426E+2
5,656250E+2	1,000775E+2
5,671875E+2	1,000826E+2
5,687500E+2	1,000877E+2
5,703125E+2	1,000646E+2
5,718750E+2	1,000414E+2
5,734375E+2	1,000174E+2
5,750000E+2	9,999337E+1
5,765625E+2	9,998398E+1
5,781250E+2	9,997457E+1
5,796875E+2	9,998921E+1
5,812500E+2	1,000038E+2
5,828125E+2	1,000186E+2
5,843750E+2	1,000334E+2
5,859375E+2	1,000416E+2
5,875000E+2	1,000498E+2
5,890625E+2	1,000431E+2
5,906250E+2	1,000364E+2
5,921875E+2	1,000134E+2
5,937500E+2	9,999046E+1
5,953125E+2	9,998471E+1
5,968750E+2	9,997897E+1
5,984375E+2	9,997445E+1
6,000000E+2	9,996992E+1
6,015625E+2	9,999832E+1
6,031250E+2	1,000266E+2
6,046875E+2	1,000326E+2
6,062500E+2	1,000385E+2
6,078125E+2	1,000320E+2
6,093750E+2	1,000255E+2
6,109375E+2	1,000161E+2
6,125000E+2	1,000067E+2
6,140625E+2	1,000293E+2
6,156250E+2	1,000518E+2
6,171875E+2	1,000496E+2
6,187500E+2	1,000475E+2
6,203125E+2	1,000224E+2
6,218750E+2	9,999717E+1
6,234375E+2	9,996617E+1
6,250000E+2	9,993506E+1
6,265625E+2	9,994028E+1
6,281250E+2	9,994549E+1
6,296875E+2	9,993868E+1
6,312500E+2	9,993186E+1
6,328125E+2	9,994569E+1
6,343750E+2	9,995950E+1
6,359375E+2	9,998018E+1
6,375000E+2	1,000008E+2
6,390625E+2	9,999874E+1
6,406250E+2	9,999667E+1
6,421875E+2	9,999344E+1
6,437500E+2	9,999021E+1
6,453125E+2	9,998123E+1
6,468750E+2	9,997224E+1
6,484375E+2	9,996371E+1
6,500000E+2	9,995517E+1
6,515625E+2	9,994041E+1
6,531250E+2	9,992562E+1
6,546875E+2	9,990335E+1
6,562500E+2	9,988102E+1
6,578125E+2	9,987330E+1
6,593750E+2	9,986557E+1
6,609375E+2	9,990736E+1
6,625000E+2	9,994894E+1
6,640625E+2	9,995248E+1
6,656250E+2	9,995602E+1
6,671875E+2	9,992426E+1
6,687500E+2	9,989238E+1
6,703125E+2	9,984144E+1
6,718750E+2	9,979019E+1
6,734375E+2	9,977286E+1
6,750000E+2	9,975550E+1
6,765625E+2	9,980101E+1
6,781250E+2	9,984629E+1
6,796875E+2	9,990980E+1
6,812500E+2	9,997284E+1
6,828125E+2	9,997610E+1
6,843750E+2	9,997935E+1
6,859375E+2	9,992731E+1
6,875000E+2	9,987495E+1
6,890625E+2	9,967028E+1
6,906250E+2	9,946068E+1
6,921875E+2	9,951410E+1
6,937500E+2	9,956719E+1
6,953125E+2	9,968680E+1
6,968750E+2	9,980479E+1
6,984375E+2	9,989461E+1
7,000000E+2	9,998351E+1
7,015625E+2	1,000338E+2
7,031250E+2	1,000838E+2
7,046875E+2	1,001144E+2
7,062500E+2	1,001450E+2
7,078125E+2	1,001174E+2
7,093750E+2	1,000897E+2
7,109375E+2	1,000450E+2
7,125000E+2	1,000001E+2
7,140625E+2	1,000175E+2
7,156250E+2	1,000348E+2
7,171875E+2	1,000527E+2
7,187500E+2	1,000706E+2
7,203125E+2	1,000757E+2
7,218750E+2	1,000807E+2
7,234375E+2	1,000651E+2
7,250000E+2	1,000493E+2
7,265625E+2	1,000323E+2
7,281250E+2	1,000152E+2
7,296875E+2	9,999485E+1
7,312500E+2	9,997450E+1
7,328125E+2	9,994171E+1
7,343750E+2	9,990879E+1
7,359375E+2	9,991063E+1
7,375000E+2	9,991246E+1
7,390625E+2	9,992898E+1
7,406250E+2	9,994547E+1
7,421875E+2	9,997028E+1
7,437500E+2	9,999501E+1
7,453125E+2	1,000037E+2
7,468750E+2	1,000124E+2
7,484375E+2	1,000046E+2
7,500000E+2	9,999670E+1
7,515625E+2	9,998580E+1
7,531250E+2	9,997489E+1
7,546875E+2	9,996196E+1
7,562500E+2	9,994901E+1
7,578125E+2	9,995927E+1
7,593750E+2	9,996952E+1
7,609375E+2	9,998431E+1
7,625000E+2	9,999908E+1
7,640625E+2	9,999790E+1
7,656250E+2	9,999671E+1
7,671875E+2	9,998896E+1
7,687500E+2	9,998120E+1
7,703125E+2	9,999616E+1
7,718750E+2	1,000111E+2
7,734375E+2	1,000260E+2
7,750000E+2	1,000409E+2
7,765625E+2	1,000415E+2
7,781250E+2	1,000421E+2
7,796875E+2	1,000248E+2
7,812500E+2	1,000074E+2
7,828125E+2	9,998994E+1
7,843750E+2	9,997245E+1
7,859375E+2	9,996416E+1
7,875000E+2	9,995586E+1
7,890625E+2	9,994301E+1
7,906250E+2	9,993014E+1
7,921875E+2	9,991747E+1
7,937500E+2	9,990478E+1
7,953125E+2	9,991224E+1
7,968750E+2	9,991969E+1
7,984375E+2	9,995571E+1
8,000000E+2	9,999159E+1
8,015625E+2	1,000133E+2
8,031250E+2	1,000350E+2
8,046875E+2	1,000303E+2
8,062500E+2	1,000257E+2
8,078125E+2	9,997650E+1
8,093750E+2	9,992697E+1
8,109375E+2	9,993015E+1
8,125000E+2	9,993333E+1
8,140625E+2	9,996751E+1
8,156250E+2	1,000016E+2
8,171875E+2	1,000226E+2
8,187500E+2	1,000436E+2
8,203125E+2	1,000386E+2
8,218750E+2	1,000336E+2
8,234375E+2	1,000137E+2
8,250000E+2	9,999382E+1
8,265625E+2	9,999221E+1
8,281250E+2	9,999059E+1
8,296875E+2	9,999219E+1
8,312500E+2	9,999379E+1
8,328125E+2	9,999562E+1
8,343750E+2	9,999745E+1
8,359375E+2	9,999822E+1
8,375000E+2	9,999900E+1
8,390625E+2	9,998632E+1
8,406250E+2	9,997363E+1
8,421875E+2	9,994907E+1
8,437500E+2	9,992444E+1
8,453125E+2	9,992604E+1
8,468750E+2	9,992764E+1
8,484375E+2	9,995972E+1
8,500000E+2	9,999168E+1
8,515625E+2	1,000321E+2
8,531250E+2	1,000724E+2
8,546875E+2	1,000937E+2
8,562500E+2	1,001150E+2
8,578125E+2	1,001072E+2
8,593750E+2	1,000994E+2
8,609375E+2	1,000541E+2
8,625000E+2	1,000085E+2
8,640625E+2	9,994476E+1
8,656250E+2	9,988057E+1
8,671875E+2	9,983140E+1
8,687500E+2	9,978196E+1
8,703125E+2	9,967829E+1
8,718750E+2	9,957336E+1
8,734375E+2	9,974445E+1
8,750000E+2	9,991224E+1
8,765625E+2	1,000693E+2
8,781250E+2	1,002235E+2
8,796875E+2	1,003176E+2
8,812500E+2	1,004108E+2
8,828125E+2	9,991621E+1
8,843750E+2	9,939180E+1
8,859375E+2	9,965484E+1
8,875000E+2	9,991015E+1
8,890625E+2	1,001203E+2
8,906250E+2	1,003255E+2
8,921875E+2	1,004681E+2
8,937500E+2	1,006084E+2
8,953125E+2	1,006924E+2
8,968750E+2	1,007755E+2
8,984375E+2	1,008166E+2
9,000000E+2	1,008576E+2
9,015625E+2	1,008397E+2
9,031250E+2	1,008217E+2
9,046875E+2	1,006817E+2
9,062500E+2	1,005393E+2
9,078125E+2	1,001742E+2
9,093750E+2	9,979301E+1
9,109375E+2	9,944399E+1
9,125000E+2	9,908036E+1
9,140625E+2	9,828800E+1
9,156250E+2	9,741604E+1
9,171875E+2	9,779161E+1
9,187500E+2	9,815161E+1
9,203125E+2	9,858263E+1
9,218750E+2	9,899327E+1
9,234375E+2	9,935262E+1
9,250000E+2	9,969770E+1
9,265625E+2	9,998393E+1
9,281250E+2	1,002610E+2
9,296875E+2	1,004640E+2
9,312500E+2	1,006624E+2
9,328125E+2	1,007772E+2
9,343750E+2	1,008906E+2
9,359375E+2	1,009045E+2
9,375000E+2	1,009185E+2
9,390625E+2	1,007399E+2
9,406250E+2	1,005576E+2
9,421875E+2	1,003247E+2
9,437500E+2	1,000854E+2
9,453125E+2	1,000240E+2
9,468750E+2	9,996222E+1
9,484375E+2	9,995726E+1
9,500000E+2	9,995230E+1
9,515625E+2	9,996810E+1
9,531250E+2	9,998387E+1
9,546875E+2	9,995935E+1
9,562500E+2	9,993477E+1
9,578125E+2	9,988193E+1
9,593750E+2	9,982876E+1
9,609375E+2	9,973247E+1
9,625000E+2	9,963510E+1
9,640625E+2	9,948469E+1
9,656250E+2	9,933162E+1
9,671875E+2	9,912925E+1
9,687500E+2	9,892205E+1
9,703125E+2	9,863770E+1
9,718750E+2	9,834372E+1
9,734375E+2	9,793270E+1
9,750000E+2	9,750125E+1
9,765625E+2	9,753987E+1
9,781250E+2	9,757832E+1
9,796875E+2	9,754195E+1
9,812500E+2	9,750543E+1
9,828125E+2	9,741972E+1
9,843750E+2	9,733316E+1
9,859375E+2	9,719437E+1
9,875000E+2	9,705332E+1
9,890625E+2	9,685598E+1
9,906250E+2	9,665406E+1
9,921875E+2	9,639280E+1
9,937500E+2	9,612343E+1
9,953125E+2	9,582153E+1
9,968750E+2	9,550877E+1
9,984375E+2	9,802395E+1
1,000000E+3	9,997199E+1
1,001562E+3	9,998518E+1
1,003125E+3	9,999836E+1
1,004687E+3	9,995397E+1
1,006250E+3	9,990935E+1
1,007812E+3	9,980459E+1
1,009375E+3	9,969855E+1
1,010937E+3	9,953382E+1
1,012500E+3	9,936591E+1
1,014062E+3	9,913800E+1
1,015625E+3	9,890394E+1
1,017187E+3	9,860744E+1
1,018750E+3	9,830045E+1
1,020312E+3	9,793190E+1
1,021875E+3	9,754701E+1
1,023437E+3	1,004088E+2
1,025000E+3	1,025577E+2
1,026562E+3	1,026683E+2
1,028125E+3	1,027775E+2
1,029687E+3	1,028182E+2
1,031250E+3	1,028588E+2
1,032812E+3	1,028292E+2
1,034375E+3	1,027994E+2
1,035937E+3	1,027045E+2
1,037500E+3	1,026086E+2
1,039062E+3	1,024449E+2
1,040625E+3	1,022782E+2
1,042187E+3	1,020439E+2
1,043750E+3	1,018031E+2
1,045312E+3	1,014941E+2
1,046875E+3	1,011737E+2
1,048437E+3	1,007855E+2
1,050000E+3	1,003791E+2
1,051562E+3	9,990677E+1
1,053125E+3	9,940721E+1
1,054687E+3	9,884152E+1
1,056250E+3	9,823641E+1
1,057812E+3	9,870022E+1
1,059375E+3	9,914051E+1
1,060937E+3	9,965778E+1
1,062500E+3	1,001460E+2
1,064062E+3	1,001382E+2
1,065625E+3	1,001305E+2
1,067187E+3	1,000733E+2
1,068750E+3	1,000157E+2
1,070312E+3	9,998655E+1
1,071875E+3	9,995727E+1
1,073437E+3	9,997014E+1
1,075000E+3	9,998299E+1
1,076562E+3	9,995299E+1
1,078125E+3	9,992290E+1
1,079687E+3	9,985153E+1
1,081250E+3	9,977957E+1
1,082812E+3	9,971630E+1
1,084375E+3	9,965256E+1
1,085937E+3	9,971427E+1
1,087500E+3	9,977555E+1
1,089062E+3	9,997306E+1
1,090625E+3	1,001662E+2
1,092187E+3	1,002005E+2
1,093750E+3	1,002346E+2
1,095312E+3	1,002105E+2
1,096875E+3	1,001863E+2
1,098437E+3	1,001293E+2
1,100000E+3	1,000720E+2
1,101562E+3	1,000205E+2
1,103125E+3	9,996877E+1
1,104687E+3	9,994508E+1
1,106250E+3	9,992133E+1
1,107812E+3	9,991355E+1
1,109375E+3	9,990577E+1
1,110937E+3	9,991898E+1
1,112500E+3	9,993216E+1
1,114062E+3	9,998195E+1
1,115625E+3	1,000315E+2
1,117187E+3	1,000621E+2
1,118750E+3	1,000926E+2
1,120312E+3	1,000687E+2
1,121875E+3	1,000449E+2
1,123437E+3	1,000095E+2
1,125000E+3	9,997407E+1
1,126562E+3	9,997297E+1
1,128125E+3	9,997187E+1
1,129687E+3	9,999028E+1
1,131250E+3	1,000087E+2
1,132812E+3	9,999904E+1
1,134375E+3	9,998940E+1
1,135937E+3	9,997983E+1
1,137500E+3	9,997025E+1
1,139062E+3	9,997558E+1
1,140625E+3	9,998090E+1
1,142187E+3	1,000031E+2
1,143750E+3	1,000251E+2
1,145312E+3	1,000465E+2
1,146875E+3	1,000678E+2
1,148437E+3	1,000669E+2
1,150000E+3	1,000659E+2
1,151562E+3	1,000487E+2
1,153125E+3	1,000315E+2
1,154687E+3	9,999971E+1
1,156250E+3	9,996784E+1
1,157812E+3	9,993761E+1
1,159375E+3	9,990728E+1
1,160937E+3	9,988193E+1
1,162500E+3	9,985650E+1
1,164062E+3	9,982036E+1
1,165625E+3	9,978407E+1
1,167187E+3	9,970604E+1
1,168750E+3	9,962731E+1
1,170312E+3	9,950709E+1
1,171875E+3	9,938518E+1
1,173437E+3	9,990755E+1
1,175000E+3	1,004003E+2
1,176562E+3	1,004629E+2
1,178125E+3	1,005251E+2
1,179687E+3	1,004747E+2
1,181250E+3	1,004241E+2
1,182812E+3	1,003008E+2
1,184375E+3	1,001758E+2
1,185937E+3	9,993264E+1
1,187500E+3	9,968247E+1
1,189062E+3	9,978932E+1
1,190625E+3	9,989486E+1
1,192187E+3	9,995190E+1
1,193750E+3	1,000086E+2
1,195312E+3	1,000294E+2
1,196875E+3	1,000501E+2
1,198437E+3	1,000696E+2
1,200000E+3	1,000891E+2
1,201562E+3	1,000826E+2
1,203125E+3	1,000761E+2
1,204687E+3	1,000447E+2
1,206250E+3	1,000133E+2
1,207812E+3	9,999790E+1
1,209375E+3	9,998249E+1
1,210937E+3	9,997261E+1
1,212500E+3	9,996272E+1
1,214062E+3	9,995872E+1
1,215625E+3	9,995471E+1
1,217187E+3	9,994958E+1
1,218750E+3	9,994445E+1
1,220312E+3	9,994652E+1
1,221875E+3	9,994859E+1
1,223437E+3	9,994913E+1
1,225000E+3	9,994966E+1
1,226562E+3	9,995021E+1
1,228125E+3	9,995077E+1
1,229687E+3	9,994980E+1
1,231250E+3	9,994883E+1
1,232812E+3	9,995520E+1
1,234375E+3	9,996157E+1
1,235937E+3	9,996836E+1
1,237500E+3	9,997515E+1
1,239062E+3	9,998018E+1
1,240625E+3	9,998520E+1
1,242187E+3	9,998760E+1
1,243750E+3	9,999001E+1
1,245312E+3	9,999339E+1
1,246875E+3	9,999677E+1
1,248437E+3	1,000139E+2
1,250000E+3	1,000310E+2
1,251562E+3	1,000464E+2
1,253125E+3	1,000618E+2
1,254687E+3	1,000597E+2
1,256250E+3	1,000577E+2
1,257812E+3	1,000349E+2
1,259375E+3	1,000121E+2
1,260937E+3	9,998880E+1
1,262500E+3	9,996545E+1
1,264062E+3	9,995397E+1
1,265625E+3	9,994248E+1
1,267187E+3	9,994172E+1
1,268750E+3	9,994097E+1
1,270312E+3	9,993968E+1
1,271875E+3	9,993840E+1
1,273437E+3	9,995157E+1
1,275000E+3	9,996473E+1
1,276562E+3	9,997815E+1
1,278125E+3	9,999155E+1
1,279687E+3	9,998730E+1
1,281250E+3	9,998305E+1
1,282812E+3	9,996800E+1
1,284375E+3	9,995292E+1
1,285937E+3	9,995112E+1
1,287500E+3	9,994933E+1
1,289062E+3	9,996017E+1
1,290625E+3	9,997100E+1
1,292187E+3	9,997706E+1
1,293750E+3	9,998312E+1
1,295312E+3	9,999059E+1
1,296875E+3	9,999804E+1
1,298437E+3	1,000060E+2
1,300000E+3	1,000140E+2
1,301562E+3	1,000166E+2
1,303125E+3	1,000192E+2
1,304687E+3	1,000199E+2
1,306250E+3	1,000206E+2
1,307812E+3	1,000120E+2
1,309375E+3	1,000034E+2
1,310937E+3	9,999614E+1
1,312500E+3	9,998885E+1
1,314062E+3	9,999043E+1
1,315625E+3	9,999201E+1
1,317187E+3	9,998998E+1
1,318750E+3	9,998795E+1
1,320312E+3	9,997911E+1
1,321875E+3	9,997026E+1
1,323437E+3	9,996491E+1
1,325000E+3	9,995956E+1
1,326562E+3	9,996411E+1
1,328125E+3	9,996866E+1
1,329687E+3	9,997235E+1
1,331250E+3	9,997604E+1
1,332812E+3	9,997820E+1
1,334375E+3	9,998035E+1
1,335937E+3	9,998720E+1
1,337500E+3	9,999403E+1
1,339062E+3	9,999762E+1
1,340625E+3	1,000012E+2
1,342187E+3	9,999733E+1
1,343750E+3	9,999346E+1
1,345312E+3	1,000195E+2
1,346875E+3	1,000455E+2
1,348437E+3	1,000921E+2
1,350000E+3	1,001385E+2
1,351562E+3	1,001257E+2
1,353125E+3	1,001128E+2
1,354687E+3	1,001285E+2
1,356250E+3	1,001441E+2
1,357812E+3	1,001273E+2
1,359375E+3	1,001105E+2
1,360937E+3	1,000923E+2
1,362500E+3	1,000740E+2
1,364062E+3	1,000782E+2
1,365625E+3	1,000824E+2
1,367187E+3	1,000719E+2
1,368750E+3	1,000613E+2
1,370312E+3	1,000394E+2
1,371875E+3	1,000175E+2
1,373437E+3	9,999462E+1
1,375000E+3	9,997168E+1
1,376562E+3	9,997911E+1
1,378125E+3	9,998654E+1
1,379687E+3	1,000031E+2
1,381250E+3	1,000197E+2
1,382812E+3	1,000211E+2
1,384375E+3	1,000224E+2
1,385937E+3	1,000171E+2
1,387500E+3	1,000118E+2
1,389062E+3	1,000026E+2
1,390625E+3	9,999335E+1
1,392187E+3	9,996723E+1
1,393750E+3	9,994104E+1
1,395312E+3	9,991041E+1
1,396875E+3	9,987967E+1
1,398437E+3	9,988994E+1
1,400000E+3	9,990020E+1
1,401562E+3	9,992747E+1
1,403125E+3	9,995465E+1
1,404687E+3	9,995964E+1
1,406250E+3	9,996462E+1
1,407812E+3	9,996207E+1
1,409375E+3	9,995951E+1
1,410937E+3	9,995753E+1
1,412500E+3	9,995555E+1
1,414062E+3	9,996240E+1
1,415625E+3	9,996924E+1
1,417187E+3	9,996911E+1
1,418750E+3	9,996898E+1
1,420312E+3	9,997821E+1
1,421875E+3	9,998743E+1
1,423437E+3	1,000003E+2
1,425000E+3	1,000131E+2
1,426562E+3	1,000137E+2
1,428125E+3	1,000143E+2
1,429687E+3	1,000120E+2
1,431250E+3	1,000096E+2
1,432812E+3	9,999943E+1
1,434375E+3	9,998925E+1
1,435937E+3	9,998628E+1
1,437500E+3	9,998332E+1
1,439062E+3	9,997191E+1
1,440625E+3	9,996048E+1
1,442187E+3	9,995178E+1
1,443750E+3	9,994306E+1
1,445312E+3	9,995453E+1
1,446875E+3	9,996599E+1
1,448437E+3	9,998971E+1
1,450000E+3	1,000134E+2
1,451562E+3	1,000147E+2
1,453125E+3	1,000160E+2
1,454687E+3	9,999680E+1
1,456250E+3	9,997754E+1
1,457812E+3	9,996508E+1
1,459375E+3	9,995259E+1
1,460937E+3	9,992634E+1
1,462500E+3	9,990001E+1
1,464062E+3	9,942490E+1
1,465625E+3	9,892228E+1
1,467187E+3	9,943078E+1
1,468750E+3	9,991116E+1
1,470312E+3	1,003272E+2
1,471875E+3	1,007242E+2
1,473437E+3	1,010540E+2
1,475000E+3	1,013717E+2
1,476562E+3	1,016188E+2
1,478125E+3	1,018591E+2
1,479687E+3	1,020396E+2
1,481250E+3	1,022164E+2
1,482812E+3	1,023296E+2
1,484375E+3	1,024412E+2
1,485937E+3	1,024920E+2
1,487500E+3	1,025425E+2
1,489062E+3	1,025297E+2
1,490625E+3	1,025169E+2
1,492187E+3	9,982387E+1
1,493750E+3	9,589991E+1
1,495312E+3	9,652161E+1
1,496875E+3	9,710177E+1
1,498437E+3	9,764976E+1
1,500000E+3	9,816523E+1
1,501562E+3	9,862610E+1
1,503125E+3	9,906375E+1
1,504687E+3	9,943551E+1
1,506250E+3	9,979202E+1
1,507812E+3	1,000689E+2
1,509375E+3	1,003371E+2
1,510937E+3	1,005016E+2
1,512500E+3	1,006631E+2
1,514062E+3	1,006988E+2
1,515625E+3	1,007344E+2
1,517187E+3	1,006087E+2
1,518750E+3	1,004812E+2
1,520312E+3	1,002745E+2
1,521875E+3	1,000629E+2
1,523437E+3	9,996620E+1
1,525000E+3	9,986844E+1
1,526562E+3	9,981644E+1
1,528125E+3	9,976413E+1
1,529687E+3	9,973625E+1
1,531250E+3	9,970828E+1
1,532812E+3	9,966002E+1
1,534375E+3	9,961150E+1
1,535937E+3	9,955935E+1
1,537500E+3	9,950689E+1
1,539062E+3	9,939243E+1
1,540625E+3	9,927644E+1
1,542187E+3	9,912983E+1
1,543750E+3	9,898069E+1
1,545312E+3	9,886099E+1
1,546875E+3	9,873961E+1
1,548437E+3	9,945904E+1
1,550000E+3	1,001234E+2
1,551562E+3	1,003517E+2
1,553125E+3	1,005741E+2
1,554687E+3	1,006179E+2
1,556250E+3	1,006615E+2
1,557812E+3	1,006573E+2
1,559375E+3	1,006530E+2
1,560937E+3	1,006206E+2
1,562500E+3	1,005880E+2
1,564062E+3	1,005328E+2
1,565625E+3	1,004773E+2
1,567187E+3	1,003964E+2
1,568750E+3	1,003148E+2
1,570312E+3	1,001924E+2
1,571875E+3	1,000683E+2
1,573437E+3	9,989867E+1
1,575000E+3	9,972563E+1
1,576562E+3	9,950206E+1
1,578125E+3	9,927259E+1
1,579687E+3	9,900018E+1
1,581250E+3	9,871895E+1
1,582812E+3	9,841316E+1
1,584375E+3	9,809622E+1
1,585937E+3	9,777765E+1
1,587500E+3	9,744696E+1
1,589062E+3	9,711394E+1
1,590625E+3	9,676764E+1
1,592187E+3	9,645685E+1
1,593750E+3	9,613452E+1
1,595312E+3	9,892265E+1
1,596875E+3	1,010300E+2
1,598437E+3	1,011675E+2
1,600000E+3	1,013030E+2
1,601562E+3	1,013711E+2
1,603125E+3	1,014387E+2
1,604687E+3	1,014386E+2
1,606250E+3	1,014386E+2
1,607812E+3	1,013728E+2
1,609375E+3	1,013066E+2
1,610937E+3	1,011707E+2
1,612500E+3	1,010328E+2
1,614062E+3	1,008271E+2
1,615625E+3	1,006164E+2
1,617187E+3	1,003364E+2
1,618750E+3	1,000472E+2
1,620312E+3	9,969302E+1
1,621875E+3	9,932382E+1
1,623437E+3	9,968257E+1
1,625000E+3	1,000271E+2
1,626562E+3	1,000220E+2
1,628125E+3	1,000170E+2
1,629687E+3	1,000091E+2
1,631250E+3	1,000012E+2
1,632812E+3	9,999496E+1
1,634375E+3	9,998870E+1
1,635937E+3	9,998483E+1
1,637500E+3	9,998096E+1
1,639062E+3	9,998053E+1
1,640625E+3	9,998010E+1
1,642187E+3	9,998243E+1
1,643750E+3	9,998475E+1
1,645312E+3	9,999419E+1
1,646875E+3	1,000036E+2
1,648437E+3	1,000081E+2
1,650000E+3	1,000126E+2
1,651562E+3	1,000113E+2
1,653125E+3	1,000099E+2
1,654687E+3	9,999805E+1
1,656250E+3	9,998620E+1
1,657812E+3	9,998248E+1
