Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	
3,025000E+3	1,854350E-2
3,026562E+3	1,970751E-2
3,028125E+3	2,087847E-2
3,029687E+3	2,155046E-2
3,031250E+3	2,221442E-2
3,032812E+3	2,260081E-2
3,034375E+3	2,296541E-2
3,035937E+3	2,394406E-2
3,037500E+3	2,491324E-2
3,039062E+3	2,518327E-2
3,040625E+3	2,543050E-2
3,042187E+3	2,590827E-2
3,043750E+3	2,637501E-2
3,045312E+3	2,709087E-2
3,046875E+3	2,779970E-2
3,048437E+3	2,846185E-2
3,050000E+3	2,911589E-2
3,051562E+3	2,953246E-2
3,053125E+3	2,993160E-2
3,054687E+3	3,031591E-2
3,056250E+3	3,067959E-2
3,057812E+3	3,076940E-2
3,059375E+3	3,083121E-2
3,060937E+3	3,129298E-2
3,062500E+3	3,173167E-2
3,064062E+3	3,278057E-2
3,065625E+3	3,381225E-2
3,067187E+3	3,514944E-2
3,068750E+3	3,647806E-2
3,070312E+3	3,726801E-2
3,071875E+3	3,804722E-2
3,073437E+3	3,839415E-2
3,075000E+3	3,872632E-2
3,076562E+3	3,946416E-2
3,078125E+3	4,018890E-2
3,079687E+3	4,180874E-2
3,081250E+3	4,341827E-2
3,082812E+3	4,504195E-2
3,084375E+3	4,665122E-2
3,085937E+3	4,776557E-2
3,087500E+3	4,886270E-2
3,089062E+3	4,984572E-2
3,090625E+3	5,080401E-2
3,092187E+3	5,170783E-2
3,093750E+3	5,258210E-2
3,095312E+3	5,313053E-2
3,096875E+3	5,365285E-2
3,098437E+3	5,454014E-2
3,100000E+3	5,540660E-2
3,101562E+3	5,676155E-2
3,103125E+3	5,809650E-2
3,104687E+3	5,939042E-2
3,106250E+3	6,065778E-2
3,107812E+3	6,138220E-2
3,109375E+3	6,207966E-2
3,110937E+3	6,305948E-2
3,112500E+3	6,400876E-2
3,114062E+3	6,579764E-2
3,115625E+3	6,755332E-2
3,117187E+3	6,934699E-2
3,118750E+3	7,110559E-2
3,120312E+3	7,189506E-2
3,121875E+3	7,264913E-2
3,123437E+3	7,309065E-2
3,125000E+3	7,349969E-2
3,126562E+3	7,433675E-2
3,128125E+3	7,513482E-2
3,129687E+3	7,681346E-2
3,131250E+3	7,845234E-2
3,132812E+3	8,036256E-2
3,134375E+3	8,222804E-2
3,135937E+3	8,396738E-2
3,137500E+3	8,565363E-2
3,139062E+3	8,687191E-2
3,140625E+3	8,803209E-2
3,142187E+3	8,907565E-2
3,143750E+3	9,006899E-2
3,145312E+3	9,173325E-2
3,146875E+3	9,334146E-2
3,148437E+3	9,464630E-2
3,150000E+3	9,589261E-2
3,151562E+3	9,693493E-2
3,153125E+3	9,790753E-2
3,154687E+3	9,873550E-2
3,156250E+3	9,950538E-2
3,157812E+3	1,012020E-1
3,159375E+3	1,028303E-1
3,160937E+3	1,049532E-1
3,162500E+3	1,070023E-1
3,164062E+3	1,089410E-1
3,165625E+3	1,108076E-1
3,167187E+3	1,124129E-1
3,168750E+3	1,139413E-1
3,170312E+3	1,153365E-1
3,171875E+3	1,166153E-1
3,173437E+3	1,174053E-1
3,175000E+3	1,181117E-1
3,176562E+3	1,196938E-1
3,178125E+3	1,211962E-1
3,179687E+3	1,244243E-1
3,181250E+3	1,275048E-1
3,182812E+3	1,297562E-1
3,184375E+3	1,318601E-1
3,185937E+3	1,325675E-1
3,187500E+3	1,331596E-1
3,189062E+3	1,338833E-1
3,190625E+3	1,344952E-1
3,192187E+3	1,357635E-1
3,193750E+3	1,369081E-1
3,195312E+3	1,388227E-1
3,196875E+3	1,405794E-1
3,198437E+3	1,434612E-1
3,200000E+3	1,461651E-1
3,201562E+3	1,479570E-1
3,203125E+3	1,496195E-1
3,204687E+3	1,511640E-1
3,206250E+3	1,525904E-1
3,207812E+3	1,549742E-1
3,209375E+3	1,571761E-1
3,210937E+3	1,596731E-1
3,212500E+3	1,619308E-1
3,214062E+3	1,644421E-1
3,215625E+3	1,666880E-1
3,217187E+3	1,602087E-1
3,218750E+3	1,522305E-1
3,220312E+3	1,556729E-1
3,221875E+3	1,587203E-1
3,223437E+3	1,604821E-1
3,225000E+3	1,620305E-1
3,226562E+3	1,631623E-1
3,228125E+3	1,641281E-1
3,229687E+3	1,654039E-1
3,231250E+3	1,664749E-1
3,232812E+3	1,680486E-1
3,234375E+3	1,693058E-1
3,235937E+3	1,715109E-1
3,237500E+3	1,732610E-1
3,239062E+3	1,767984E-1
3,240625E+3	1,796507E-1
3,242187E+3	1,830641E-1
3,243750E+3	1,857453E-1
3,245312E+3	1,878353E-1
3,246875E+3	1,894126E-1
3,248437E+3	1,917920E-1
3,250000E+3	1,936459E-1
3,251562E+3	1,967115E-1
3,253125E+3	1,990697E-1
3,254687E+3	2,024367E-1
3,256250E+3	2,048491E-1
3,257812E+3	2,073406E-1
3,259375E+3	2,089274E-1
3,260937E+3	2,114633E-1
3,262500E+3	2,131234E-1
3,264062E+3	2,167027E-1
3,265625E+3	2,190512E-1
3,267187E+3	2,225708E-1
3,268750E+3	2,244758E-1
3,270312E+3	2,266906E-1
3,271875E+3	2,274889E-1
3,273437E+3	2,301192E-1
3,275000E+3	2,310822E-1
3,276562E+3	2,345991E-1
3,278125E+3	2,362348E-1
3,279687E+3	2,398747E-1
3,281250E+3	2,411342E-1
3,282812E+3	2,447478E-1
3,284375E+3	2,448968E-1
3,285937E+3	2,481631E-1
3,287500E+3	2,466469E-1
3,289062E+3	2,505013E-1
3,290625E+3	2,485803E-1
3,292187E+3	2,531935E-1
3,293750E+3	2,519843E-1
3,295312E+3	2,570894E-1
3,296875E+3	2,548853E-1
3,298437E+3	2,617876E-1
3,300000E+3	2,572359E-1
3,301562E+3	2,671050E-1
3,303125E+3	2,590715E-1
3,304687E+3	2,716315E-1
3,306250E+3	2,611520E-1
3,307812E+3	2,712308E-1
3,309375E+3	2,630873E-1
3,310937E+3	2,708222E-1
3,312500E+3	2,655136E-1
3,314062E+3	2,706695E-1
3,315625E+3	2,680425E-1
3,317187E+3	2,718975E-1
3,318750E+3	2,694475E-1
3,320312E+3	2,722254E-1
3,321875E+3	2,702649E-1
3,323437E+3	2,724571E-1
3,325000E+3	2,706505E-1
3,326562E+3	2,728613E-1
3,328125E+3	2,716641E-1
3,329687E+3	2,736522E-1
3,331250E+3	2,732268E-1
3,332812E+3	2,741677E-1
3,334375E+3	2,730053E-1
3,335937E+3	2,731522E-1
3,337500E+3	2,714359E-1
3,339062E+3	2,719271E-1
3,340625E+3	2,711723E-1
3,342187E+3	2,720943E-1
3,343750E+3	2,720516E-1
3,345312E+3	2,732736E-1
3,346875E+3	2,733880E-1
3,348437E+3	2,759151E-1
3,350000E+3	2,742395E-1
3,351562E+3	2,742793E-1
3,353125E+3	2,740784E-1
3,354687E+3	2,742553E-1
3,356250E+3	2,743239E-1
3,357812E+3	2,744190E-1
3,359375E+3	2,743977E-1
3,360937E+3	2,743024E-1
3,362500E+3	2,740177E-1
3,364062E+3	2,747423E-1
3,365625E+3	2,693168E-1
3,367187E+3	2,702962E-1
3,368750E+3	2,712650E-1
3,370312E+3	2,721813E-1
3,371875E+3	2,730837E-1
3,373437E+3	2,735897E-1
3,375000E+3	2,740707E-1
3,376562E+3	2,749782E-1
3,378125E+3	2,758686E-1
3,379687E+3	2,763106E-1
3,381250E+3	2,767224E-1
3,382812E+3	2,772555E-1
3,384375E+3	2,777569E-1
3,385937E+3	2,756593E-1
3,387500E+3	2,501664E-1
3,389062E+3	2,514641E-1
3,390625E+3	2,527018E-1
3,392187E+3	2,525411E-1
3,393750E+3	2,523092E-1
3,395312E+3	2,538514E-1
3,396875E+3	2,553705E-1
3,398437E+3	2,552392E-1
3,400000E+3	2,550615E-1
3,401562E+3	2,555904E-1
3,403125E+3	2,560904E-1
3,404687E+3	2,569610E-1
3,406250E+3	2,578112E-1
3,407812E+3	2,574207E-1
3,409375E+3	2,569894E-1
3,410937E+3	2,572474E-1
3,412500E+3	2,574786E-1
3,414062E+3	2,390933E-1
3,415625E+3	2,155017E-1
3,417187E+3	2,151682E-1
3,418750E+3	2,148065E-1
3,420312E+3	2,145683E-1
3,421875E+3	2,143022E-1
3,423437E+3	2,145992E-1
3,425000E+3	2,148769E-1
3,426562E+3	2,152721E-1
3,428125E+3	2,156506E-1
3,429687E+3	2,156805E-1
3,431250E+3	2,156897E-1
3,432812E+3	2,161579E-1
3,434375E+3	2,166112E-1
3,435937E+3	2,167359E-1
3,437500E+3	2,168402E-1
3,439062E+3	2,165482E-1
3,440625E+3	2,162267E-1
3,442187E+3	2,160858E-1
3,443750E+3	2,159136E-1
3,445312E+3	2,156556E-1
3,446875E+3	2,153593E-1
3,448437E+3	2,144455E-1
3,450000E+3	2,134631E-1
3,451562E+3	2,099568E-1
3,453125E+3	2,061387E-1
3,454687E+3	2,054617E-1
3,456250E+3	2,047411E-1
3,457812E+3	2,038534E-1
3,459375E+3	2,029260E-1
3,460937E+3	2,025206E-1
3,462500E+3	2,020845E-1
3,464062E+3	2,021159E-1
3,465625E+3	2,021225E-1
3,467187E+3	2,017434E-1
3,468750E+3	2,013363E-1
3,470312E+3	2,017936E-1
3,471875E+3	2,022315E-1
3,473437E+3	2,023804E-1
3,475000E+3	2,025081E-1
3,476562E+3	2,024081E-1
3,478125E+3	2,022851E-1
3,479687E+3	1,897835E-1
3,481250E+3	1,757968E-1
3,482812E+3	1,766409E-1
3,484375E+3	1,774787E-1
3,485937E+3	1,769828E-1
3,487500E+3	1,764730E-1
3,489062E+3	1,766334E-1
3,490625E+3	1,767843E-1
3,492187E+3	1,776103E-1
3,493750E+3	1,784297E-1
3,495312E+3	1,587942E-1
3,496875E+3	1,366074E-1
3,498437E+3	1,364370E-1
3,500000E+3	1,362603E-1
3,501562E+3	1,362957E-1
3,503125E+3	1,363251E-1
3,504687E+3	1,363429E-1
3,506250E+3	1,363544E-1
3,507812E+3	1,360483E-1
3,509375E+3	1,357347E-1
3,510937E+3	1,354703E-1
3,512500E+3	1,351991E-1
3,514062E+3	1,350714E-1
3,515625E+3	1,349376E-1
3,517187E+3	1,347734E-1
3,518750E+3	1,346030E-1
3,520312E+3	1,344816E-1
3,521875E+3	1,343544E-1
3,523437E+3	1,341615E-1
3,525000E+3	1,339626E-1
3,526562E+3	1,260228E-1
3,528125E+3	1,176535E-1
3,529687E+3	1,157547E-1
3,531250E+3	1,138066E-1
3,532812E+3	1,128205E-1
3,534375E+3	1,117928E-1
3,535937E+3	1,097588E-1
3,537500E+3	1,076523E-1
3,539062E+3	1,040357E-1
3,540625E+3	1,003615E-1
3,542187E+3	9,928963E-2
3,543750E+3	9,819652E-2
3,545312E+3	9,728500E-2
3,546875E+3	9,635830E-2
3,548437E+3	9,541281E-2
3,550000E+3	9,445021E-2
3,551562E+3	9,347566E-2
3,553125E+3	9,246541E-2
3,554687E+3	9,115771E-2
3,556250E+3	8,979499E-2
3,557812E+3	8,872458E-2
3,559375E+3	8,761041E-2
3,560937E+3	8,686459E-2
3,562500E+3	8,608485E-2
3,564062E+3	8,506344E-2
3,565625E+3	8,401677E-2
3,567187E+3	8,265640E-2
3,568750E+3	8,127902E-2
3,570312E+3	7,968487E-2
3,571875E+3	7,807260E-2
3,573437E+3	7,683357E-2
3,575000E+3	7,555665E-2
3,576562E+3	7,505231E-2
3,578125E+3	7,449747E-2
3,579687E+3	7,409182E-2
3,581250E+3	7,364576E-2
3,582812E+3	7,302051E-2
3,584375E+3	7,236445E-2
3,585937E+3	7,185106E-2
3,587500E+3	7,129950E-2
3,589062E+3	7,075835E-2
3,590625E+3	7,017199E-2
3,592187E+3	6,902330E-2
3,593750E+3	6,784108E-2
3,595312E+3	6,663893E-2
3,596875E+3	6,541707E-2
3,598437E+3	6,476627E-2
3,600000E+3	6,408692E-2
3,601562E+3	6,358510E-2
3,603125E+3	6,305012E-2
3,604687E+3	6,239761E-2
3,606250E+3	6,170886E-2
3,607812E+3	6,042206E-2
3,609375E+3	5,907298E-2
3,610937E+3	5,831403E-2
3,612500E+3	5,750939E-2
3,614062E+3	5,686364E-2
3,615625E+3	5,618915E-2
3,617187E+3	5,606137E-2
3,618750E+3	5,589023E-2
3,620312E+3	5,554675E-2
3,621875E+3	5,515460E-2
3,623437E+3	5,519289E-2
3,625000E+3	5,513791E-2
3,626562E+3	5,542140E-2
3,628125E+3	5,558604E-2
3,629687E+3	3,999753E-2
3,631250E+3	2,622648E-2
3,632812E+3	2,513458E-2
3,634375E+3	2,396229E-2
3,635937E+3	2,447527E-2
3,637500E+3	2,483744E-2
3,639062E+3	2,495467E-2
3,640625E+3	2,494536E-2
3,642187E+3	2,472991E-2
3,643750E+3	2,440060E-2
3,645312E+3	2,433135E-2
3,646875E+3	2,414856E-2
3,648437E+3	2,377817E-2
3,650000E+3	2,333249E-2
3,651562E+3	2,269488E-2
3,653125E+3	2,199673E-2
3,654687E+3	2,129785E-2
3,656250E+3	2,052524E-2
3,657812E+3	2,017601E-2
3,659375E+3	1,969630E-2
3,660937E+3	1,937427E-2
3,662500E+3	1,889422E-2
3,664062E+3	1,880594E-2
3,665625E+3	1,849480E-2
3,667187E+3	1,878299E-2
3,668750E+3	1,874257E-2
3,670312E+3	1,906472E-2
3,671875E+3	1,910362E-2
3,673437E+3	1,944689E-2
3,675000E+3	1,953560E-2
3,676562E+3	1,955167E-2
3,678125E+3	1,932690E-2
3,679687E+3	1,892400E-2
3,681250E+3	1,822202E-2
3,682812E+3	1,806828E-2
3,684375E+3	1,741643E-2
3,685937E+3	1,738442E-2
3,687500E+3	1,687505E-2
3,689062E+3	1,673243E-2
3,690625E+3	1,612742E-2
3,692187E+3	1,610254E-2
3,693750E+3	1,550525E-2
3,695312E+3	1,554753E-2
3,696875E+3	1,476085E-2
3,698437E+3	1,504369E-2
3,700000E+3	1,417055E-2
3,701562E+3	1,473770E-2
3,703125E+3	1,397372E-2
3,704687E+3	1,538041E-2
3,706250E+3	1,423711E-2
3,707812E+3	1,667684E-2
3,709375E+3	1,540104E-2
3,710937E+3	1,748756E-2
3,712500E+3	1,544941E-2
3,714062E+3	1,729463E-2
3,715625E+3	1,385991E-2
3,717187E+3	1,676516E-2
3,718750E+3	1,108920E-2
3,720312E+3	1,700317E-2
3,721875E+3	8,911878E-3
3,723437E+3	1,630426E-2
3,725000E+3	9,616107E-3
3,726562E+3	1,403642E-2
3,728125E+3	1,102335E-2
3,729687E+3	1,348847E-2
3,731250E+3	1,149775E-2
3,732812E+3	1,338959E-2
3,734375E+3	1,214489E-2
3,735937E+3	1,369019E-2
3,737500E+3	1,315294E-2
3,739062E+3	1,456825E-2
3,740625E+3	1,484563E-2
3,742187E+3	1,612443E-2
3,743750E+3	1,663452E-2
3,745312E+3	1,678169E-2
3,746875E+3	1,606021E-2
3,748437E+3	1,536412E-2
3,750000E+3	1,371923E-2
3,751562E+3	1,300652E-2
3,753125E+3	1,146795E-2
3,754687E+3	1,117989E-2
3,756250E+3	1,020329E-2
3,757812E+3	1,127767E-2
3,759375E+3	1,194466E-2
3,760937E+3	1,312622E-2
3,762500E+3	1,411312E-2
3,764062E+3	1,455551E-2
3,765625E+3	1,479820E-2
3,767187E+3	1,460361E-2
3,768750E+3	1,415556E-2
3,770312E+3	1,457139E-2
3,771875E+3	1,479364E-2
3,773437E+3	1,538801E-2
3,775000E+3	1,575864E-2
3,776562E+3	1,563227E-2
3,778125E+3	1,528262E-2
3,779687E+3	1,493040E-2
3,781250E+3	1,437504E-2
3,782812E+3	1,407058E-2
3,784375E+3	1,359715E-2
3,785937E+3	1,288709E-2
3,787500E+3	1,193726E-2
3,789062E+3	1,147453E-2
3,790625E+3	1,083697E-2
3,792187E+3	1,114010E-2
3,793750E+3	1,134490E-2
3,795312E+3	1,289239E-2
3,796875E+3	1,445416E-2
3,798437E+3	1,546446E-2
3,800000E+3	1,643777E-2
3,801562E+3	1,593645E-2
3,803125E+3	1,526723E-2
3,804687E+3	1,514772E-2
3,806250E+3	1,491747E-2
3,807812E+3	1,562039E-2
3,809375E+3	1,629727E-2
3,810937E+3	1,695048E-2
3,812500E+3	1,756854E-2
3,814062E+3	1,796220E-2
3,815625E+3	1,828728E-2
3,817187E+3	1,831612E-2
3,818750E+3	1,826558E-2
3,820312E+3	1,813546E-2
3,821875E+3	1,792822E-2
3,823437E+3	1,788682E-2
3,825000E+3	1,777923E-2
3,826562E+3	1,804759E-2
3,828125E+3	1,827269E-2
3,829687E+3	1,853383E-2
3,831250E+3	1,874820E-2
3,832812E+3	1,873588E-2
3,834375E+3	1,866876E-2
3,835937E+3	1,847329E-2
3,837500E+3	1,821436E-2
3,839062E+3	1,845936E-2
3,840625E+3	1,866243E-2
3,842187E+3	1,869658E-2
3,843750E+3	1,867502E-2
3,845312E+3	1,842288E-2
3,846875E+3	1,810243E-2
3,848437E+3	1,806557E-2
3,850000E+3	1,798221E-2
3,851562E+3	1,787842E-2
3,853125E+3	1,773274E-2
3,854687E+3	1,772052E-2
3,856250E+3	1,766764E-2
3,857812E+3	1,769758E-2
3,859375E+3	1,767993E-2
3,860937E+3	1,772590E-2
3,862500E+3	1,772330E-2
3,864062E+3	1,780486E-2
3,865625E+3	1,784747E-2
3,867187E+3	1,842384E-2
3,868750E+3	1,898351E-2
3,870312E+3	1,939934E-2
3,871875E+3	1,979520E-2
3,873437E+3	2,035750E-2
3,875000E+3	2,090329E-2
3,876562E+3	2,138846E-2
3,878125E+3	2,185531E-2
3,879687E+3	2,218286E-2
3,881250E+3	2,248532E-2
3,882812E+3	2,253737E-2
3,884375E+3	2,255456E-2
3,885937E+3	2,231689E-2
3,887500E+3	2,203299E-2
3,889062E+3	2,162340E-2
3,890625E+3	2,117272E-2
3,892187E+3	2,056580E-2
3,893750E+3	1,991540E-2
3,895312E+3	1,988632E-2
3,896875E+3	1,982824E-2
3,898437E+3	2,072054E-2
3,900000E+3	2,159990E-2
3,901562E+3	2,290372E-2
3,903125E+3	2,420296E-2
3,904687E+3	2,499958E-2
3,906250E+3	2,578559E-2
3,907812E+3	2,594607E-2
3,909375E+3	2,607969E-2
3,910937E+3	2,642421E-2
3,912500E+3	2,673972E-2
3,914062E+3	2,380321E-2
3,915625E+3	2,064139E-2
3,917187E+3	2,078936E-2
3,918750E+3	2,091845E-2
3,920312E+3	2,079219E-2
3,921875E+3	2,064031E-2
3,923437E+3	2,079076E-2
3,925000E+3	2,091683E-2
3,926562E+3	2,087788E-2
3,928125E+3	2,080733E-2
3,929687E+3	2,117334E-2
3,931250E+3	2,151484E-2
3,932812E+3	2,228707E-2
3,934375E+3	2,304124E-2
3,935937E+3	2,370613E-2
3,937500E+3	2,435308E-2
3,939062E+3	2,513820E-2
3,940625E+3	2,590860E-2
3,942187E+3	2,688438E-2
3,943750E+3	2,784910E-2
3,945312E+3	2,874917E-2
3,946875E+3	2,963352E-2
3,948437E+3	2,960172E-2
3,950000E+3	2,953995E-2
3,951562E+3	2,890210E-2
3,953125E+3	2,822565E-2
3,954687E+3	2,786064E-2
3,956250E+3	2,746487E-2
3,957812E+3	2,771412E-2
3,959375E+3	2,793889E-2
3,960937E+3	2,804000E-2
3,962500E+3	2,811570E-2
3,964062E+3	2,790011E-2
3,965625E+3	2,765573E-2
3,967187E+3	2,751777E-2
3,968750E+3	2,735241E-2
3,970312E+3	2,763127E-2
3,971875E+3	2,788312E-2
3,973437E+3	2,873788E-2
3,975000E+3	2,956347E-2
3,976562E+3	3,022191E-2
3,978125E+3	3,085038E-2
3,979687E+3	3,117678E-2
3,981250E+3	3,147655E-2
3,982812E+3	3,188260E-2
3,984375E+3	3,226541E-2
3,985937E+3	3,336573E-2
3,987500E+3	3,444265E-2
3,989062E+3	3,568159E-2
3,990625E+3	3,689403E-2
3,992187E+3	3,730506E-2
3,993750E+3	3,768361E-2
3,995312E+3	3,753529E-2
3,996875E+3	3,734640E-2
3,998437E+3	3,751848E-2
4,000000E+3	3,765549E-2
4,001562E+3	3,813544E-2
4,003125E+3	3,858271E-2
4,004687E+3	3,964444E-2
4,006250E+3	4,066937E-2
4,007812E+3	4,191949E-2
4,009375E+3	4,312935E-2
4,010937E+3	4,412045E-2
4,012500E+3	4,507080E-2
4,014062E+3	4,536474E-2
4,015625E+3	4,562286E-2
4,017187E+3	4,576892E-2
4,018750E+3	4,587614E-2
4,020312E+3	4,646041E-2
4,021875E+3	4,699704E-2
4,023437E+3	4,735049E-2
4,025000E+3	4,765978E-2
4,026562E+3	4,807993E-2
4,028125E+3	4,845291E-2
4,029687E+3	4,916860E-2
4,031250E+3	4,983013E-2
4,032812E+3	5,053926E-2
4,034375E+3	5,119813E-2
4,035937E+3	5,190366E-2
4,037500E+3	5,255640E-2
4,039062E+3	5,354314E-2
4,040625E+3	5,446685E-2
4,042187E+3	5,552012E-2
4,043750E+3	5,650351E-2
4,045312E+3	5,738915E-2
4,046875E+3	5,821199E-2
4,048437E+3	5,899491E-2
4,050000E+3	5,971083E-2
4,051562E+3	6,043128E-2
4,053125E+3	6,106759E-2
4,054687E+3	6,188303E-2
4,056250E+3	6,259761E-2
4,057812E+3	6,341148E-2
4,059375E+3	6,414129E-2
4,060937E+3	6,722309E-2
4,062500E+3	6,935346E-2
4,064062E+3	6,998685E-2
4,065625E+3	7,060658E-2
4,067187E+3	7,086777E-2
4,068750E+3	7,111686E-2
4,070312E+3	7,122456E-2
4,071875E+3	7,131997E-2
4,073437E+3	7,169054E-2
4,075000E+3	7,204432E-2
4,076562E+3	7,214139E-2
4,078125E+3	7,222382E-2
4,079687E+3	7,206764E-2
4,081250E+3	7,189930E-2
4,082812E+3	7,140533E-2
4,084375E+3	7,090273E-2
4,085937E+3	8,632175E-2
4,087500E+3	9,243855E-2
4,089062E+3	9,356496E-2
4,090625E+3	9,465931E-2
4,092187E+3	9,589233E-2
4,093750E+3	9,708572E-2
4,095312E+3	9,793315E-2
4,096875E+3	9,874094E-2
4,098437E+3	9,925258E-2
4,100000E+3	9,972438E-2
4,101562E+3	1,001704E-1
4,103125E+3	1,005734E-1
4,104687E+3	1,006391E-1
4,106250E+3	1,006659E-1
4,107812E+3	1,004286E-1
4,109375E+3	1,001532E-1
4,110937E+3	1,002534E-1
4,112500E+3	1,002827E-1
4,114062E+3	1,019286E-1
4,115625E+3	1,033018E-1
4,117187E+3	1,045464E-1
4,118750E+3	1,056421E-1
4,120312E+3	1,063709E-1
4,121875E+3	1,070187E-1
4,123437E+3	1,075322E-1
4,125000E+3	1,079820E-1
4,126562E+3	1,079814E-1
4,128125E+3	1,079327E-1
4,129687E+3	1,075585E-1
4,131250E+3	1,071479E-1
4,132812E+3	1,062867E-1
4,134375E+3	1,054029E-1
4,135937E+3	8,858983E-2
4,137500E+3	7,257179E-2
4,139062E+3	7,283285E-2
4,140625E+3	7,303080E-2
4,142187E+3	7,303259E-2
4,143750E+3	7,297872E-2
4,145312E+3	7,331306E-2
4,146875E+3	7,358146E-2
4,148437E+3	7,375195E-2
4,150000E+3	7,385655E-2
4,151562E+3	7,420389E-2
4,153125E+3	7,447307E-2
4,154687E+3	7,456931E-2
4,156250E+3	7,456598E-2
4,157812E+3	7,447724E-2
4,159375E+3	7,414930E-2
4,160937E+3	7,480798E-2
4,162500E+3	7,507753E-2
4,164062E+3	7,576798E-2
4,165625E+3	7,618368E-2
4,167187E+3	7,673867E-2
4,168750E+3	7,707647E-2
4,170312E+3	7,759402E-2
4,171875E+3	7,791087E-2
4,173437E+3	7,876128E-2
4,175000E+3	7,939201E-2
4,176562E+3	7,991175E-2
4,178125E+3	8,017488E-2
4,179687E+3	8,060804E-2
4,181250E+3	8,061872E-2
4,182812E+3	8,172353E-2
4,184375E+3	8,167832E-2
4,185937E+3	8,474629E-2
4,187500E+3	8,504762E-2
4,189062E+3	8,974338E-2
4,190625E+3	9,010015E-2
4,192187E+3	9,706575E-2
4,193750E+3	9,595928E-2
4,195312E+3	1,115771E-1
4,196875E+3	1,038706E-1
4,198437E+3	1,123157E-1
4,200000E+3	1,081344E-1
4,201562E+3	1,137825E-1
4,203125E+3	1,105674E-1
4,204687E+3	1,172237E-1
4,206250E+3	1,127275E-1
4,207812E+3	1,293948E-1
4,209375E+3	1,155044E-1
4,210937E+3	1,458647E-1
4,212500E+3	1,213100E-1
4,214062E+3	1,277525E-1
4,215625E+3	1,247656E-1
4,217187E+3	1,283356E-1
4,218750E+3	1,272521E-1
4,220312E+3	1,303011E-1
4,221875E+3	1,295797E-1
4,223437E+3	1,320921E-1
4,225000E+3	1,314106E-1
4,226562E+3	1,333649E-1
4,228125E+3	1,331643E-1
4,229687E+3	1,351734E-1
4,231250E+3	1,353312E-1
4,232812E+3	1,380510E-1
4,234375E+3	1,394084E-1
4,235937E+3	1,416182E-1
4,237500E+3	1,427966E-1
4,239062E+3	1,442526E-1
4,240625E+3	1,449616E-1
4,242187E+3	1,466536E-1
4,243750E+3	1,477271E-1
4,245312E+3	1,494750E-1
4,246875E+3	1,506604E-1
4,248437E+3	1,520122E-1
4,250000E+3	1,527654E-1
4,251562E+3	1,536136E-1
4,253125E+3	1,537602E-1
4,254687E+3	1,547096E-1
4,256250E+3	1,551737E-1
4,257812E+3	1,561563E-1
4,259375E+3	1,568327E-1
4,260937E+3	1,574824E-1
4,262500E+3	1,578322E-1
4,264062E+3	1,581669E-1
4,265625E+3	1,580351E-1
4,267187E+3	1,590991E-1
4,268750E+3	1,597223E-1
4,270312E+3	1,619509E-1
4,271875E+3	1,640044E-1
4,273437E+3	1,649320E-1
4,275000E+3	1,656174E-1
4,276562E+3	1,651980E-1
4,278125E+3	1,645085E-1
4,279687E+3	1,639755E-1
4,281250E+3	1,631888E-1
4,282812E+3	1,640298E-1
4,284375E+3	1,646909E-1
4,285937E+3	1,659973E-1
4,287500E+3	1,670233E-1
4,289062E+3	1,680514E-1
4,290625E+3	1,688316E-1
4,292187E+3	1,700599E-1
4,293750E+3	1,710998E-1
4,295312E+3	1,724436E-1
4,296875E+3	1,736638E-1
4,298437E+3	1,750270E-1
4,300000E+3	1,763090E-1
4,301562E+3	1,770414E-1
4,303125E+3	1,776667E-1
4,304687E+3	1,783624E-1
4,306250E+3	1,789500E-1
4,307812E+3	1,792390E-1
4,309375E+3	1,793658E-1
4,310937E+3	1,794972E-1
4,312500E+3	1,794428E-1
4,314062E+3	1,797973E-1
4,315625E+3	1,799957E-1
4,317187E+3	1,811352E-1
4,318750E+3	1,821533E-1
4,320312E+3	1,832226E-1
4,321875E+3	1,841637E-1
4,323437E+3	1,842890E-1
