X,Y,R
-2.20,-7.80,0.530
-2.20,-2.60,0.530
-2.20,2.60,0.530
-2.20,7.80,0.530
0.00,-7.80,0.530
0.00,-2.60,0.530
0.00,2.60,0.530
0.00,7.80,0.530
2.20,-7.80,0.530
2.20,-2.60,0.530
2.20,2.60,0.530
2.20,7.80,0.530
