X,Y,R
-1.90,-10.40,0.550
-1.90,-7.80,0.550
-1.90,-5.20,0.550
-1.90,-2.60,0.550
-1.90,0.00,0.550
-1.90,2.60,0.550
-1.90,5.20,0.550
-1.90,7.80,0.550
-1.90,10.40,0.550
0.00,-10.40,0.550
0.00,-7.80,0.550
0.00,-5.20,0.550
0.00,-2.60,0.550
0.00,0.00,0.550
0.00,2.60,0.550
0.00,5.20,0.550
0.00,7.80,0.550
0.00,10.40,0.550
1.90,-10.40,0.550
1.90,-7.80,0.550
1.90,-5.20,0.550
1.90,-2.60,0.550
1.90,0.00,0.550
1.90,2.60,0.550
1.90,5.20,0.550
1.90,7.80,0.550
1.90,10.40,0.550
