Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,000000E+2	4,128987E-1	3,000000E+2	-7,393271E-1	3,000000E+2	4,241118E-1	3,000000E+2	-7,257349E-1	3,000000E+2	4,469088E-1	3,000000E+2	-6,736085E-1	3,000000E+2	4,863947E-1	3,000000E+2	-5,512712E-1	3,000000E+2	5,897397E-1	3,000000E+2	-4,266286E-1	3,000000E+2	6,196877E-1	3,000000E+2	-4,207213E-1	3,000000E+2	3,743796E-1	3,000000E+2	-7,536987E-1	3,000000E+2	3,745381E-1	3,000000E+2	-7,560080E-1	3,000000E+2	3,770607E-1	3,000000E+2	-7,403785E-1	3,000000E+2	3,902357E-1	3,000000E+2	-6,882400E-1	3,000000E+2	4,336558E-1	3,000000E+2	-5,737597E-1	3,000000E+2	4,837205E-1	3,000000E+2	-5,139100E-1
3,015625E+2	4,109969E-1	3,015625E+2	-7,387148E-1	3,015625E+2	4,217353E-1	3,015625E+2	-7,250016E-1	3,015625E+2	4,430651E-1	3,015625E+2	-6,741634E-1	3,015625E+2	4,782328E-1	3,015625E+2	-5,550455E-1	3,015625E+2	5,834359E-1	3,015625E+2	-4,298930E-1	3,015625E+2	6,189150E-1	3,015625E+2	-4,189714E-1	3,015625E+2	3,692814E-1	3,015625E+2	-7,529783E-1	3,015625E+2	3,670229E-1	3,015625E+2	-7,565800E-1	3,015625E+2	3,683347E-1	3,015625E+2	-7,409907E-1	3,015625E+2	3,803038E-1	3,015625E+2	-6,895181E-1	3,015625E+2	4,271063E-1	3,015625E+2	-5,738078E-1	3,015625E+2	4,797851E-1	3,015625E+2	-5,134780E-1
3,031250E+2	4,090264E-1	3,031250E+2	-7,381804E-1	3,031250E+2	4,192782E-1	3,031250E+2	-7,243488E-1	3,031250E+2	4,391019E-1	3,031250E+2	-6,748455E-1	3,031250E+2	4,697791E-1	3,031250E+2	-5,590936E-1	3,031250E+2	5,768849E-1	3,031250E+2	-4,335320E-1	3,031250E+2	6,180858E-1	3,031250E+2	-4,173959E-1	3,031250E+2	3,640680E-1	3,031250E+2	-7,523144E-1	3,031250E+2	3,593266E-1	3,031250E+2	-7,572083E-1	3,031250E+2	3,593960E-1	3,031250E+2	-7,416493E-1	3,031250E+2	3,701065E-1	3,031250E+2	-6,908665E-1	3,031250E+2	4,203838E-1	3,031250E+2	-5,739973E-1	3,031250E+2	4,757355E-1	3,031250E+2	-5,132149E-1
3,046875E+2	4,034444E-1	3,046875E+2	-7,380825E-1	3,046875E+2	4,131581E-1	3,046875E+2	-7,247985E-1	3,046875E+2	4,333311E-1	3,046875E+2	-6,759450E-1	3,046875E+2	4,622934E-1	3,046875E+2	-5,618855E-1	3,046875E+2	5,727727E-1	3,046875E+2	-4,343082E-1	3,046875E+2	6,167776E-1	3,046875E+2	-4,161605E-1	3,046875E+2	3,521276E-1	3,046875E+2	-7,514712E-1	3,046875E+2	3,460221E-1	3,046875E+2	-7,586896E-1	3,046875E+2	3,451633E-1	3,046875E+2	-7,430463E-1	3,046875E+2	3,539191E-1	3,046875E+2	-6,931322E-1	3,046875E+2	4,122809E-1	3,046875E+2	-5,741661E-1	3,046875E+2	4,719131E-1	3,046875E+2	-5,123843E-1
3,062500E+2	3,977346E-1	3,062500E+2	-7,380504E-1	3,062500E+2	4,068890E-1	3,062500E+2	-7,253265E-1	3,062500E+2	4,274066E-1	3,062500E+2	-6,771647E-1	3,062500E+2	4,545807E-1	3,062500E+2	-5,648956E-1	3,062500E+2	5,685302E-1	3,062500E+2	-4,353324E-1	3,062500E+2	6,154097E-1	3,062500E+2	-4,151098E-1	3,062500E+2	3,399649E-1	3,062500E+2	-7,505623E-1	3,062500E+2	3,324029E-1	3,062500E+2	-7,601214E-1	3,062500E+2	3,305907E-1	3,062500E+2	-7,443735E-1	3,062500E+2	3,372891E-1	3,062500E+2	-6,953200E-1	3,062500E+2	4,039862E-1	3,062500E+2	-5,744537E-1	3,062500E+2	4,679934E-1	3,062500E+2	-5,117021E-1
3,078125E+2	3,841087E-1	3,078125E+2	-7,393518E-1	3,078125E+2	3,938541E-1	3,078125E+2	-7,281126E-1	3,078125E+2	4,159047E-1	3,078125E+2	-6,814776E-1	3,078125E+2	4,470321E-1	3,078125E+2	-5,676675E-1	3,078125E+2	5,651921E-1	3,078125E+2	-4,354299E-1	3,078125E+2	6,142212E-1	3,078125E+2	-4,139315E-1	3,078125E+2	2,134120E-1	3,078125E+2	-7,587762E-1	3,078125E+2	2,075120E-1	3,078125E+2	-7,675648E-1	3,078125E+2	2,205985E-1	3,078125E+2	-7,527731E-1	3,078125E+2	3,024207E-1	3,078125E+2	-7,001342E-1	3,078125E+2	3,952781E-1	3,078125E+2	-5,746154E-1	3,078125E+2	4,627911E-1	3,078125E+2	-5,120525E-1
3,093750E+2	3,701664E-1	3,093750E+2	-7,405935E-1	3,093750E+2	3,804698E-1	3,093750E+2	-7,309035E-1	3,093750E+2	4,040490E-1	3,093750E+2	-6,859118E-1	3,093750E+2	4,392779E-1	3,093750E+2	-5,706407E-1	3,093750E+2	5,617603E-1	3,093750E+2	-4,357376E-1	3,093750E+2	6,129840E-1	3,093750E+2	-4,129299E-1	3,093750E+2	7,961165E-2	3,093750E+2	-7,472243E-1	3,093750E+2	7,573887E-2	3,093750E+2	-7,558695E-1	3,093750E+2	1,043201E-1	3,093750E+2	-7,465404E-1	3,093750E+2	2,663037E-1	3,093750E+2	-7,038706E-1	3,093750E+2	3,863871E-1	3,093750E+2	-5,748825E-1	3,093750E+2	4,574687E-1	3,093750E+2	-5,125736E-1
3,109375E+2	3,378841E-1	3,109375E+2	-7,461616E-1	3,109375E+2	3,506027E-1	3,109375E+2	-7,385080E-1	3,109375E+2	3,791191E-1	3,109375E+2	-6,941342E-1	3,109375E+2	4,284928E-1	3,109375E+2	-5,747347E-1	3,109375E+2	5,573216E-1	3,109375E+2	-4,366159E-1	3,109375E+2	6,115223E-1	3,109375E+2	-4,115090E-1	3,109375E+2	8,351069E-2	3,109375E+2	-7,464276E-1	3,109375E+2	8,030394E-2	3,109375E+2	-7,538044E-1	3,109375E+2	1,064403E-1	3,109375E+2	-7,436047E-1	3,109375E+2	2,403968E-1	3,109375E+2	-7,002091E-1	3,109375E+2	3,774580E-1	3,109375E+2	-5,741161E-1	3,109375E+2	4,511818E-1	3,109375E+2	-5,129758E-1
3,125000E+2	3,045020E-1	3,125000E+2	-7,508176E-1	3,125000E+2	3,195772E-1	3,125000E+2	-7,454646E-1	3,125000E+2	3,531765E-1	3,125000E+2	-7,020749E-1	3,125000E+2	4,173958E-1	3,125000E+2	-5,790059E-1	3,125000E+2	5,527654E-1	3,125000E+2	-4,377147E-1	3,125000E+2	6,100069E-1	3,125000E+2	-4,102497E-1	3,125000E+2	8,746415E-2	3,125000E+2	-7,456454E-1	3,125000E+2	8,490370E-2	3,125000E+2	-7,517457E-1	3,125000E+2	1,085885E-1	3,125000E+2	-7,407060E-1	3,125000E+2	2,142384E-1	3,125000E+2	-6,958808E-1	3,125000E+2	3,683781E-1	3,125000E+2	-5,734219E-1	3,125000E+2	4,447608E-1	3,125000E+2	-5,135319E-1
3,140625E+2	2,934912E-1	3,140625E+2	-7,501018E-1	3,140625E+2	3,064308E-1	3,140625E+2	-7,457521E-1	3,140625E+2	3,195052E-1	3,140625E+2	-7,099601E-1	3,140625E+2	4,017286E-1	3,140625E+2	-5,847754E-1	3,140625E+2	5,481420E-1	3,140625E+2	-4,384126E-1	3,140625E+2	6,082424E-1	3,140625E+2	-4,090231E-1	3,140625E+2	9,113978E-2	3,140625E+2	-7,448665E-1	3,140625E+2	8,917150E-2	3,140625E+2	-7,498640E-1	3,140625E+2	1,116336E-1	3,140625E+2	-7,385125E-1	3,140625E+2	2,091241E-1	3,140625E+2	-6,915250E-1	3,140625E+2	3,614326E-1	3,140625E+2	-5,716557E-1	3,140625E+2	4,382942E-1	3,140625E+2	-5,137499E-1
