Sample 1 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 1 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 2 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 3 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 4 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 5 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 6 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 7 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 8 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 9 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 10 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 11 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Real_Frequency [Hz]	Reflexion Coefficient on Cavity	Sample 12 - Imag_Frequency [Hz]	Reflexion Coefficient on Cavity	
3,156250E+2	2,823642E-1	3,156250E+2	-7,493460E-1	3,156250E+2	2,931013E-1	3,156250E+2	-7,459642E-1	3,156250E+2	2,845554E-1	3,156250E+2	-7,169474E-1	3,156250E+2	3,855646E-1	3,156250E+2	-5,906362E-1	3,156250E+2	5,434093E-1	3,156250E+2	-4,393107E-1	3,156250E+2	6,064254E-1	3,156250E+2	-4,079562E-1	3,156250E+2	9,487338E-2	3,156250E+2	-7,441050E-1	3,156250E+2	9,348044E-2	3,156250E+2	-7,479926E-1	3,156250E+2	1,147163E-1	3,156250E+2	-7,363451E-1	3,156250E+2	2,040193E-1	3,156250E+2	-6,872156E-1	3,156250E+2	3,544042E-1	3,156250E+2	-5,699656E-1	3,156250E+2	4,317092E-1	3,156250E+2	-5,141064E-1
3,171875E+2	2,064509E-1	3,171875E+2	-7,564632E-1	3,171875E+2	2,175662E-1	3,171875E+2	-7,487590E-1	3,171875E+2	2,769457E-1	3,171875E+2	-7,158235E-1	3,171875E+2	3,662525E-1	3,171875E+2	-5,964251E-1	3,171875E+2	5,377111E-1	3,171875E+2	-4,408149E-1	3,171875E+2	6,040313E-1	3,171875E+2	-4,072658E-1	3,171875E+2	9,819572E-2	3,171875E+2	-7,425850E-1	3,171875E+2	9,701799E-2	3,171875E+2	-7,460349E-1	3,171875E+2	1,180064E-1	3,171875E+2	-7,340375E-1	3,171875E+2	2,046147E-1	3,171875E+2	-6,837796E-1	3,171875E+2	3,518749E-1	3,171875E+2	-5,670738E-1	3,171875E+2	4,274353E-1	3,171875E+2	-5,131747E-1
3,187500E+2	1,275899E-1	3,187500E+2	-7,571907E-1	3,187500E+2	1,399030E-1	3,187500E+2	-7,450192E-1	3,187500E+2	2,692912E-1	3,187500E+2	-7,147261E-1	3,187500E+2	3,463642E-1	3,187500E+2	-6,021474E-1	3,187500E+2	5,318841E-1	3,187500E+2	-4,425248E-1	3,187500E+2	6,015794E-1	3,187500E+2	-4,067428E-1	3,187500E+2	1,015678E-1	3,187500E+2	-7,410867E-1	3,187500E+2	1,005993E-1	3,187500E+2	-7,440971E-1	3,187500E+2	1,213339E-1	3,187500E+2	-7,317522E-1	3,187500E+2	2,052274E-1	3,187500E+2	-6,803913E-1	3,187500E+2	3,493248E-1	3,187500E+2	-5,642575E-1	3,187500E+2	4,231048E-1	3,187500E+2	-5,123584E-1
3,203125E+2	1,322920E-1	3,203125E+2	-7,545384E-1	3,203125E+2	1,433967E-1	3,203125E+2	-7,425976E-1	3,203125E+2	2,590073E-1	3,203125E+2	-7,135180E-1	3,203125E+2	3,424585E-1	3,203125E+2	-6,006383E-1	3,203125E+2	5,246372E-1	3,203125E+2	-4,452287E-1	3,203125E+2	5,980901E-1	3,203125E+2	-4,071861E-1	3,203125E+2	1,032529E-1	3,203125E+2	-7,388512E-1	3,203125E+2	1,032505E-1	3,203125E+2	-7,417164E-1	3,203125E+2	1,236486E-1	3,203125E+2	-7,291955E-1	3,203125E+2	2,058270E-1	3,203125E+2	-6,772181E-1	3,203125E+2	3,458058E-1	3,203125E+2	-5,622493E-1	3,203125E+2	4,212846E-1	3,203125E+2	-5,103240E-1
3,218750E+2	1,370281E-1	3,218750E+2	-7,518888E-1	3,218750E+2	1,469306E-1	3,218750E+2	-7,401944E-1	3,218750E+2	2,486773E-1	3,218750E+2	-7,122954E-1	3,218750E+2	3,385352E-1	3,218750E+2	-5,992087E-1	3,218750E+2	5,172252E-1	3,218750E+2	-4,481473E-1	3,218750E+2	5,945283E-1	3,218750E+2	-4,078193E-1	3,218750E+2	1,049882E-1	3,218750E+2	-7,366597E-1	3,218750E+2	1,059478E-1	3,218750E+2	-7,393698E-1	3,218750E+2	1,260052E-1	3,218750E+2	-7,266756E-1	3,218750E+2	2,064520E-1	3,218750E+2	-6,740947E-1	3,218750E+2	3,422708E-1	3,218750E+2	-5,603255E-1	3,218750E+2	4,194489E-1	3,218750E+2	-5,083780E-1
3,234375E+2	1,416882E-1	3,234375E+2	-7,490522E-1	3,234375E+2	1,510749E-1	3,234375E+2	-7,376531E-1	3,234375E+2	2,348953E-1	3,234375E+2	-7,110877E-1	3,234375E+2	3,364418E-1	3,234375E+2	-5,971684E-1	3,234375E+2	5,087142E-1	3,234375E+2	-4,517025E-1	3,234375E+2	5,905485E-1	3,234375E+2	-4,083872E-1	3,234375E+2	1,032747E-1	3,234375E+2	-7,337449E-1	3,234375E+2	1,052240E-1	3,234375E+2	-7,365201E-1	3,234375E+2	1,248724E-1	3,234375E+2	-7,239004E-1	3,234375E+2	2,056050E-1	3,234375E+2	-6,707473E-1	3,234375E+2	3,405072E-1	3,234375E+2	-5,575527E-1	3,234375E+2	4,177872E-1	3,234375E+2	-5,063579E-1
3,250000E+2	1,463791E-1	3,250000E+2	-7,462174E-1	3,250000E+2	1,552552E-1	3,250000E+2	-7,351189E-1	3,250000E+2	2,210614E-1	3,250000E+2	-7,097859E-1	3,250000E+2	3,343518E-1	3,250000E+2	-5,951978E-1	3,250000E+2	5,000089E-1	3,250000E+2	-4,554643E-1	3,250000E+2	5,864920E-1	3,250000E+2	-4,091354E-1	3,250000E+2	1,016202E-1	3,250000E+2	-7,308936E-1	3,250000E+2	1,045564E-1	3,250000E+2	-7,337306E-1	3,250000E+2	1,237920E-1	3,250000E+2	-7,211859E-1	3,250000E+2	2,047870E-1	3,250000E+2	-6,674591E-1	3,250000E+2	3,387429E-1	3,250000E+2	-5,548510E-1	3,250000E+2	4,161166E-1	3,250000E+2	-5,044215E-1
3,265625E+2	1,494559E-1	3,265625E+2	-7,431494E-1	3,265625E+2	1,576267E-1	3,265625E+2	-7,326731E-1	3,265625E+2	2,127921E-1	3,265625E+2	-7,075960E-1	3,265625E+2	3,309426E-1	3,265625E+2	-5,937794E-1	3,265625E+2	4,933565E-1	3,265625E+2	-4,573270E-1	3,265625E+2	5,813701E-1	3,265625E+2	-4,110966E-1	3,265625E+2	9,431823E-2	3,265625E+2	-7,266496E-1	3,265625E+2	9,841252E-2	3,265625E+2	-7,297211E-1	3,265625E+2	1,184138E-1	3,265625E+2	-7,175853E-1	3,265625E+2	1,987505E-1	3,265625E+2	-6,641228E-1	3,265625E+2	3,344117E-1	3,265625E+2	-5,526946E-1	3,265625E+2	4,137791E-1	3,265625E+2	-5,027742E-1
3,281250E+2	1,525692E-1	3,281250E+2	-7,401057E-1	3,281250E+2	1,600432E-1	3,281250E+2	-7,302568E-1	3,281250E+2	2,045514E-1	3,281250E+2	-7,054234E-1	3,281250E+2	3,275368E-1	3,281250E+2	-5,924365E-1	3,281250E+2	4,865991E-1	3,281250E+2	-4,593524E-1	3,281250E+2	5,761495E-1	3,281250E+2	-4,132594E-1	3,281250E+2	8,711159E-2	3,281250E+2	-7,224486E-1	3,281250E+2	9,235588E-2	3,281250E+2	-7,257645E-1	3,281250E+2	1,131091E-1	3,281250E+2	-7,140425E-1	3,281250E+2	1,927563E-1	3,281250E+2	-6,608414E-1	3,281250E+2	3,300751E-1	3,281250E+2	-5,506184E-1	3,281250E+2	4,114344E-1	3,281250E+2	-5,012154E-1
3,296875E+2	1,458998E-1	3,296875E+2	-7,358615E-1	3,296875E+2	1,528507E-1	3,296875E+2	-7,276431E-1	3,296875E+2	1,700569E-1	3,296875E+2	-7,020361E-1	3,296875E+2	3,123426E-1	3,296875E+2	-5,947162E-1	3,296875E+2	4,816525E-1	3,296875E+2	-4,600181E-1	3,296875E+2	5,712428E-1	3,296875E+2	-4,152838E-1	3,296875E+2	6,820983E-2	3,296875E+2	-7,165313E-1	3,296875E+2	7,176073E-2	3,296875E+2	-7,180679E-1	3,296875E+2	9,565395E-2	3,296875E+2	-7,081798E-1	3,296875E+2	1,800718E-1	3,296875E+2	-6,568345E-1	3,296875E+2	3,222096E-1	3,296875E+2	-5,490894E-1	3,296875E+2	4,044328E-1	3,296875E+2	-5,021233E-1
3,312500E+2	1,393212E-1	3,312500E+2	-7,316611E-1	3,312500E+2	1,457294E-1	3,312500E+2	-7,250645E-1	3,312500E+2	1,355787E-1	3,312500E+2	-6,974874E-1	3,312500E+2	2,969729E-1	3,312500E+2	-5,969439E-1	3,312500E+2	4,766584E-1	3,312500E+2	-4,608192E-1	3,312500E+2	5,662575E-1	3,312500E+2	-4,174980E-1	3,312500E+2	4,952313E-2	3,312500E+2	-7,103831E-1	3,312500E+2	5,146453E-2	3,312500E+2	-7,100794E-1	3,312500E+2	7,839221E-2	3,312500E+2	-7,021376E-1	3,312500E+2	1,674661E-1	3,312500E+2	-6,527880E-1	3,312500E+2	3,143269E-1	3,312500E+2	-5,476265E-1	3,312500E+2	3,973724E-1	3,312500E+2	-5,031447E-1
3,328125E+2	8,804482E-2	3,328125E+2	-7,231582E-1	3,328125E+2	9,577229E-2	3,328125E+2	-7,156917E-1	3,328125E+2	1,253409E-1	3,328125E+2	-6,927501E-1	3,328125E+2	2,709640E-1	3,328125E+2	-5,980515E-1	3,328125E+2	4,713756E-1	3,328125E+2	-4,612946E-1	3,328125E+2	5,621340E-1	3,328125E+2	-4,183690E-1	3,328125E+2	3,587705E-2	3,328125E+2	-7,073790E-1	3,328125E+2	3,659480E-2	3,328125E+2	-7,023357E-1	3,328125E+2	6,529698E-2	3,328125E+2	-6,954008E-1	3,328125E+2	1,575664E-1	3,328125E+2	-6,476669E-1	3,328125E+2	3,078959E-1	3,328125E+2	-5,450607E-1	3,328125E+2	3,933034E-1	3,328125E+2	-5,018896E-1
3,343750E+2	3,739509E-2	3,343750E+2	-7,119268E-1	3,343750E+2	4,653079E-2	3,343750E+2	-7,037431E-1	3,343750E+2	1,152326E-1	3,343750E+2	-6,880262E-1	3,343750E+2	2,447230E-1	3,343750E+2	-5,986104E-1	3,343750E+2	4,660513E-1	3,343750E+2	-4,618908E-1	3,343750E+2	5,579627E-1	3,343750E+2	-4,193894E-1	3,343750E+2	2,237130E-2	3,343750E+2	-7,043186E-1	3,343750E+2	2,200539E-2	3,343750E+2	-6,945363E-1	3,343750E+2	5,242123E-2	3,343750E+2	-6,886428E-1	3,343750E+2	1,477809E-1	3,343750E+2	-6,425764E-1	3,343750E+2	3,014780E-1	3,343750E+2	-5,425664E-1	3,343750E+2	3,892312E-1	3,343750E+2	-5,007239E-1
3,359375E+2	3,674695E-2	3,359375E+2	-7,097997E-1	3,359375E+2	4,626962E-2	3,359375E+2	-7,010653E-1	3,359375E+2	1,120580E-1	3,359375E+2	-6,844439E-1	3,359375E+2	2,394147E-1	3,359375E+2	-5,957228E-1	3,359375E+2	4,593018E-1	3,359375E+2	-4,632696E-1	3,359375E+2	5,531878E-1	3,359375E+2	-4,210131E-1	3,359375E+2	1,051985E-2	3,359375E+2	-7,009720E-1	3,359375E+2	1,115571E-2	3,359375E+2	-6,887408E-1	3,359375E+2	4,304392E-2	3,359375E+2	-6,826604E-1	3,359375E+2	1,407566E-1	3,359375E+2	-6,376328E-1	3,359375E+2	2,970451E-1	3,359375E+2	-5,397228E-1	3,359375E+2	3,856851E-1	3,359375E+2	-4,993551E-1
3,375000E+2	3,618604E-2	3,375000E+2	-7,077488E-1	3,375000E+2	4,608684E-2	3,375000E+2	-6,984652E-1	3,375000E+2	1,089672E-1	3,375000E+2	-6,809440E-1	3,375000E+2	2,341553E-1	3,375000E+2	-5,929085E-1	3,375000E+2	4,524968E-1	3,375000E+2	-4,647686E-1	3,375000E+2	5,483617E-1	3,375000E+2	-4,227905E-1	3,375000E+2	-1,162946E-3	3,375000E+2	-6,976252E-1	3,375000E+2	5,140776E-4	3,375000E+2	-6,829895E-1	3,375000E+2	3,384909E-2	3,375000E+2	-6,767458E-1	3,375000E+2	1,338375E-1	3,375000E+2	-6,327688E-1	3,375000E+2	2,926397E-1	3,375000E+2	-5,369599E-1	3,375000E+2	3,821488E-1	3,375000E+2	-4,980724E-1
3,390625E+2	3,509135E-2	3,390625E+2	-7,041312E-1	3,390625E+2	4,563889E-2	3,390625E+2	-6,954769E-1	3,390625E+2	1,052869E-1	3,390625E+2	-6,769343E-1	3,390625E+2	2,295769E-1	3,390625E+2	-5,897944E-1	3,390625E+2	4,411587E-1	3,390625E+2	-4,687022E-1	3,390625E+2	5,423202E-1	3,390625E+2	-4,251099E-1	3,390625E+2	-1,404890E-2	3,390625E+2	-6,885819E-1	3,390625E+2	-8,542513E-3	3,390625E+2	-6,772678E-1	3,390625E+2	2,473323E-2	3,390625E+2	-6,702175E-1	3,390625E+2	1,272681E-1	3,390625E+2	-6,273782E-1	3,390625E+2	2,890965E-1	3,390625E+2	-5,337179E-1	3,390625E+2	3,790980E-1	3,390625E+2	-4,962346E-1
3,406250E+2	3,408674E-2	3,406250E+2	-7,006070E-1	3,406250E+2	4,527375E-2	3,406250E+2	-6,925717E-1	3,406250E+2	1,017033E-1	3,406250E+2	-6,730143E-1	3,406250E+2	2,250566E-1	3,406250E+2	-5,867586E-1	3,406250E+2	4,296654E-1	3,406250E+2	-4,727253E-1	3,406250E+2	5,362101E-1	3,406250E+2	-4,275774E-1	3,406250E+2	-2,659541E-2	3,406250E+2	-6,796005E-1	3,406250E+2	-1,739515E-2	3,406250E+2	-6,716349E-1	3,406250E+2	1,582219E-2	3,406250E+2	-6,637825E-1	3,406250E+2	1,208158E-1	3,406250E+2	-6,220845E-1	3,406250E+2	2,855877E-1	3,406250E+2	-5,305574E-1	3,406250E+2	3,760661E-1	3,406250E+2	-4,944758E-1
3,421875E+2	2,760459E-2	3,421875E+2	-6,939385E-1	3,421875E+2	4,032931E-2	3,421875E+2	-6,883467E-1	3,421875E+2	9,341405E-2	3,421875E+2	-6,683423E-1	3,421875E+2	2,177701E-1	3,421875E+2	-5,838280E-1	3,421875E+2	4,214701E-1	3,421875E+2	-4,738805E-1	3,421875E+2	5,283251E-1	3,421875E+2	-4,314260E-1	3,421875E+2	-3,748139E-2	3,421875E+2	-6,675747E-1	3,421875E+2	-2,759602E-2	3,421875E+2	-6,649303E-1	3,421875E+2	4,779823E-3	3,421875E+2	-6,564644E-1	3,421875E+2	1,130588E-1	3,421875E+2	-6,164659E-1	3,421875E+2	2,812012E-1	3,421875E+2	-5,275942E-1	3,421875E+2	3,726805E-1	3,421875E+2	-4,928818E-1
3,437500E+2	2,130211E-2	3,437500E+2	-6,873984E-1	3,437500E+2	3,551999E-2	3,437500E+2	-6,842245E-1	3,437500E+2	8,528226E-2	3,437500E+2	-6,637424E-1	3,437500E+2	2,105626E-1	3,437500E+2	-5,809662E-1	3,437500E+2	4,132383E-1	3,437500E+2	-4,751215E-1	3,437500E+2	5,203338E-1	3,437500E+2	-4,354236E-1	3,437500E+2	-4,798949E-2	3,437500E+2	-6,557592E-1	3,437500E+2	-3,754431E-2	3,437500E+2	-6,583271E-1	3,437500E+2	-5,997337E-3	3,437500E+2	-6,492370E-1	3,437500E+2	1,054460E-1	3,437500E+2	-6,109476E-1	3,437500E+2	2,768590E-1	3,437500E+2	-5,247152E-1	3,437500E+2	3,693203E-1	3,437500E+2	-4,913680E-1
3,453125E+2	9,709117E-4	3,453125E+2	-6,756292E-1	3,453125E+2	1,477955E-2	3,453125E+2	-6,732674E-1	3,453125E+2	6,719257E-2	3,453125E+2	-6,562004E-1	3,453125E+2	1,992587E-1	3,453125E+2	-5,773881E-1	3,453125E+2	4,064371E-1	3,453125E+2	-4,751475E-1	3,453125E+2	5,142339E-1	3,453125E+2	-4,373599E-1	3,453125E+2	-6,069124E-2	3,453125E+2	-6,445534E-1	3,453125E+2	-4,689542E-2	3,453125E+2	-6,506351E-1	3,453125E+2	-1,528338E-2	3,453125E+2	-6,414020E-1	3,453125E+2	9,851767E-2	3,453125E+2	-6,048581E-1	3,453125E+2	2,725383E-1	3,453125E+2	-5,214735E-1	3,453125E+2	3,655533E-1	3,453125E+2	-4,896585E-1
