Sample 1_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 2_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 3_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 4_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 5_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 6_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 7_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 8_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 9_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 10_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 11_Frequency [Hz]	Absorption Coefficient on Cavity	Sample 12_Frequency [Hz]	Absorption Coefficient on Cavity	
3,156250E+2	3,587511E-1	3,156250E+2	3,576290E-1	3,156250E+2	4,050146E-1	3,156250E+2	5,024888E-1	3,156250E+2	5,117124E-1	3,156250E+2	4,658199E-1	3,156250E+2	4,373067E-1	3,156250E+2	4,317684E-1	3,156250E+2	4,446361E-1	3,156250E+2	4,861109E-1	3,156250E+2	5,495370E-1	3,156250E+2	5,493218E-1
3,171875E+2	3,851415E-1	3,171875E+2	3,920249E-1	3,171875E+2	4,108978E-1	3,171875E+2	5,101362E-1	3,171875E+2	5,165490E-1	3,171875E+2	4,692808E-1	3,171875E+2	4,389251E-1	3,171875E+2	4,340194E-1	3,171875E+2	4,472635E-1	3,171875E+2	4,905782E-1	3,171875E+2	5,546114E-1	3,171875E+2	5,539508E-1
3,187500E+2	4,103830E-1	3,187500E+2	4,253736E-1	3,187500E+2	4,166489E-1	3,187500E+2	5,174504E-1	3,187500E+2	5,212712E-1	3,187500E+2	4,726625E-1	3,187500E+2	4,404744E-1	3,187500E+2	4,361993E-1	3,187500E+2	4,498169E-1	3,187500E+2	4,949495E-1	3,187500E+2	5,595856E-1	3,187500E+2	5,584713E-1
3,203125E+2	4,131707E-1	3,203125E+2	4,279861E-1	3,203125E+2	4,238073E-1	3,203125E+2	5,219559E-1	3,203125E+2	5,265271E-1	3,203125E+2	4,764877E-1	3,203125E+2	4,434377E-1	3,203125E+2	4,391962E-1	3,203125E+2	4,529849E-1	3,203125E+2	4,990108E-1	3,203125E+2	5,642941E-1	3,203125E+2	5,620887E-1
3,218750E+2	4,158866E-1	3,218750E+2	4,305236E-1	3,218750E+2	4,307949E-1	3,218750E+2	5,263429E-1	3,218750E+2	5,316420E-1	3,218750E+2	4,802195E-1	3,218750E+2	4,463100E-1	3,218750E+2	4,421074E-1	3,218750E+2	4,560653E-1	3,218750E+2	5,029739E-1	3,218750E+2	5,688861E-1	3,218750E+2	5,656144E-1
3,234375E+2	4,188452E-1	3,234375E+2	4,330443E-1	3,234375E+2	4,391785E-1	3,234375E+2	5,301968E-1	3,234375E+2	5,371747E-1	3,234375E+2	4,844724E-1	3,234375E+2	4,509528E-1	3,234375E+2	4,464660E-1	3,234375E+2	4,603751E-1	3,234375E+2	5,078246E-1	3,234375E+2	5,731899E-1	3,234375E+2	5,690555E-1
3,250000E+2	4,217327E-1	3,250000E+2	4,354961E-1	3,250000E+2	4,473358E-1	3,250000E+2	5,339484E-1	3,250000E+2	5,425434E-1	3,250000E+2	4,886354E-1	3,250000E+2	4,554679E-1	3,250000E+2	4,507074E-1	3,250000E+2	4,645665E-1	3,250000E+2	5,125607E-1	3,250000E+2	5,773936E-1	3,250000E+2	5,724059E-1
3,265625E+2	4,253919E-1	3,265625E+2	4,383439E-1	3,265625E+2	4,540274E-1	3,265625E+2	5,379030E-1	3,265625E+2	5,474513E-1	3,265625E+2	4,930084E-1	3,265625E+2	4,630845E-1	3,265625E+2	4,578221E-1	3,265625E+2	4,710495E-1	3,265625E+2	5,194391E-1	3,265625E+2	5,826974E-1	3,265625E+2	5,760050E-1
3,281250E+2	4,289661E-1	3,281250E+2	4,411112E-1	3,281250E+2	4,605366E-1	3,281250E+2	5,417386E-1	3,281250E+2	5,522167E-1	3,281250E+2	4,972684E-1	3,281250E+2	4,704796E-1	3,281250E+2	4,647363E-1	3,281250E+2	4,773497E-1	3,281250E+2	5,261337E-1	3,281250E+2	5,878698E-1	3,281250E+2	5,795048E-1
3,296875E+2	4,372211E-1	3,296875E+2	4,471722E-1	3,296875E+2	4,782260E-1	3,296875E+2	5,487548E-1	3,296875E+2	5,563942E-1	3,296875E+2	5,012210E-1	3,296875E+2	4,819303E-1	3,296875E+2	4,792289E-1	3,296875E+2	4,893317E-1	3,296875E+2	5,361426E-1	3,296875E+2	5,946818E-1	3,296875E+2	5,843063E-1
3,312500E+2	4,452616E-1	3,312500E+2	4,530444E-1	3,312500E+2	4,951298E-1	3,312500E+2	5,554650E-1	3,312500E+2	5,604424E-1	3,312500E+2	5,050479E-1	3,312500E+2	4,929033E-1	3,312500E+2	4,931386E-1	3,312500E+2	5,008574E-1	3,312500E+2	5,458230E-1	3,312500E+2	6,013039E-1	3,312500E+2	5,889406E-1
3,328125E+2	4,692903E-1	3,328125E+2	4,786130E-1	3,328125E+2	5,043869E-1	3,328125E+2	5,689128E-1	3,328125E+2	5,650123E-1	3,328125E+2	5,089728E-1	3,328125E+2	4,983278E-1	3,328125E+2	5,053855E-1	3,328125E+2	5,121541E-1	3,328125E+2	5,557004E-1	3,328125E+2	6,081090E-1	3,328125E+2	5,934193E-1
3,343750E+2	4,917618E-1	3,343750E+2	5,025806E-1	3,343750E+2	5,133414E-1	3,343750E+2	5,817762E-1	3,343750E+2	5,694531E-1	3,343750E+2	5,127902E-1	3,343750E+2	5,034349E-1	3,343750E+2	5,171351E-1	3,343750E+2	5,230231E-1	3,343750E+2	5,652563E-1	3,343750E+2	6,147328E-1	3,343750E+2	5,977746E-1
3,359375E+2	4,948341E-1	3,359375E+2	5,063666E-1	3,359375E+2	5,189796E-1	3,359375E+2	5,877950E-1	3,359375E+2	5,744232E-1	3,359375E+2	5,167312E-1	3,359375E+2	5,085276E-1	3,359375E+2	5,255117E-1	3,359375E+2	5,321220E-1	3,359375E+2	5,736119E-1	3,359375E+2	6,204635E-1	3,359375E+2	6,018915E-1
3,375000E+2	4,977822E-1	3,375000E+2	5,100224E-1	3,375000E+2	5,244415E-1	3,375000E+2	5,936308E-1	3,375000E+2	5,792368E-1	3,375000E+2	5,205477E-1	3,375000E+2	5,133177E-1	3,375000E+2	5,335251E-1	3,375000E+2	5,408694E-1	3,375000E+2	5,816912E-1	3,375000E+2	6,260361E-1	3,375000E+2	6,058862E-1
3,390625E+2	5,029679E-1	3,390625E+2	5,142290E-1	3,390625E+2	5,306746E-1	3,390625E+2	5,994370E-1	3,390625E+2	5,856972E-1	3,390625E+2	5,251704E-1	3,390625E+2	5,256576E-1	3,390625E+2	5,412354E-1	3,390625E+2	5,501968E-1	3,390625E+2	5,901994E-1	3,390625E+2	6,315684E-1	3,390625E+2	6,100360E-1
3,406250E+2	5,079879E-1	3,406250E+2	5,182947E-1	3,406250E+2	5,367082E-1	3,406250E+2	6,050638E-1	3,406250E+2	5,919185E-1	3,406250E+2	5,296563E-1	3,406250E+2	5,374359E-1	3,406250E+2	5,486040E-1	3,406250E+2	5,591425E-1	3,406250E+2	5,984144E-1	3,406250E+2	6,369486E-1	3,406250E+2	6,140679E-1
3,421875E+2	5,176873E-1	3,421875E+2	5,245523E-1	3,421875E+2	5,445924E-1	3,421875E+2	6,117211E-1	3,421875E+2	5,978002E-1	3,421875E+2	5,347442E-1	3,421875E+2	5,529392E-1	3,421875E+2	5,571062E-1	3,421875E+2	5,690317E-1	3,421875E+2	6,071875E-1	3,421875E+2	6,425703E-1	3,421875E+2	6,181768E-1
3,437500E+2	5,270297E-1	3,437500E+2	5,305752E-1	3,437500E+2	5,521729E-1	3,437500E+2	6,181417E-1	3,437500E+2	6,034937E-1	3,437500E+2	5,396590E-1	3,437500E+2	5,676769E-1	3,437500E+2	5,651958E-1	3,437500E+2	5,784554E-1	3,437500E+2	6,156241E-1	3,437500E+2	6,480230E-1	3,437500E+2	6,221600E-1
3,453125E+2	5,435242E-1	3,453125E+2	5,464926E-1	3,453125E+2	5,648862E-1	3,453125E+2	6,269190E-1	3,453125E+2	6,090438E-1	3,453125E+2	5,442798E-1	3,453125E+2	5,808675E-1	3,453125E+2	5,744748E-1	3,453125E+2	5,883699E-1	3,453125E+2	6,244409E-1	3,453125E+2	6,537883E-1	3,453125E+2	6,266054E-1
3,468750E+2	5,590626E-1	3,468750E+2	5,614928E-1	3,468750E+2	5,769308E-1	3,468750E+2	6,353363E-1	3,468750E+2	6,144215E-1	3,468750E+2	5,487540E-1	3,468750E+2	5,933239E-1	3,468750E+2	5,832944E-1	3,468750E+2	5,978104E-1	3,468750E+2	6,329087E-1	3,468750E+2	6,593766E-1	3,468750E+2	6,309162E-1
3,484375E+2	5,675978E-1	3,484375E+2	5,743131E-1	3,484375E+2	5,878227E-1	3,484375E+2	6,433898E-1	3,484375E+2	6,194187E-1	3,484375E+2	5,532958E-1	3,484375E+2	6,033957E-1	3,484375E+2	5,946118E-1	3,484375E+2	6,087609E-1	3,484375E+2	6,421679E-1	3,484375E+2	6,650594E-1	3,484375E+2	6,352469E-1
3,500000E+2	5,756917E-1	3,500000E+2	5,864109E-1	3,500000E+2	5,981695E-1	3,500000E+2	6,511195E-1	3,500000E+2	6,242651E-1	3,500000E+2	5,576848E-1	3,500000E+2	6,128704E-1	3,500000E+2	6,052724E-1	3,500000E+2	6,191303E-1	3,500000E+2	6,510316E-1	3,500000E+2	6,705632E-1	3,500000E+2	6,394461E-1
3,515625E+2	5,828996E-1	3,515625E+2	5,962216E-1	3,515625E+2	6,076321E-1	3,515625E+2	6,582728E-1	3,515625E+2	6,297050E-1	3,515625E+2	5,620615E-1	3,515625E+2	6,215688E-1	3,515625E+2	6,171871E-1	3,515625E+2	6,301123E-1	3,515625E+2	6,599503E-1	3,515625E+2	6,759811E-1	3,515625E+2	6,434632E-1
3,531250E+2	5,897398E-1	3,531250E+2	6,054981E-1	3,531250E+2	6,166151E-1	3,531250E+2	6,651310E-1	3,531250E+2	6,349660E-1	3,531250E+2	5,663127E-1	3,531250E+2	6,298105E-1	3,531250E+2	6,283362E-1	3,531250E+2	6,404650E-1	3,531250E+2	6,684674E-1	3,531250E+2	6,812170E-1	3,531250E+2	6,473453E-1
3,546875E+2	6,017147E-1	3,546875E+2	6,157310E-1	3,546875E+2	6,269824E-1	3,546875E+2	6,725243E-1	3,546875E+2	6,405668E-1	3,546875E+2	5,720802E-1	3,546875E+2	6,396792E-1	3,546875E+2	6,387137E-1	3,546875E+2	6,510167E-1	3,546875E+2	6,772182E-1	3,546875E+2	6,864086E-1	3,546875E+2	6,512144E-1
3,562500E+2	6,129075E-1	3,562500E+2	6,253722E-1	3,562500E+2	6,367748E-1	3,562500E+2	6,795980E-1	3,562500E+2	6,459750E-1	3,562500E+2	5,776758E-1	3,562500E+2	6,489835E-1	3,562500E+2	6,484005E-1	3,562500E+2	6,609473E-1	3,562500E+2	6,855611E-1	3,562500E+2	6,914234E-1	3,562500E+2	6,549490E-1
3,578125E+2	6,233426E-1	3,578125E+2	6,356194E-1	3,578125E+2	6,472928E-1	3,578125E+2	6,874231E-1	3,578125E+2	6,507713E-1	3,578125E+2	5,835553E-1	3,578125E+2	6,600596E-1	3,578125E+2	6,580492E-1	3,578125E+2	6,713848E-1	3,578125E+2	6,942344E-1	3,578125E+2	6,965874E-1	3,578125E+2	6,587479E-1
3,593750E+2	6,330520E-1	3,593750E+2	6,452479E-1	3,593750E+2	6,571966E-1	3,593750E+2	6,948937E-1	3,593750E+2	6,554033E-1	3,593750E+2	5,892436E-1	3,593750E+2	6,703619E-1	3,593750E+2	6,670354E-1	3,593750E+2	6,811726E-1	3,593750E+2	7,024942E-1	3,593750E+2	7,015725E-1	3,593750E+2	6,624139E-1
3,609375E+2	6,426026E-1	3,609375E+2	6,560643E-1	3,609375E+2	6,672744E-1	3,609375E+2	7,026004E-1	3,609375E+2	6,599249E-1	3,609375E+2	5,937978E-1	3,609375E+2	6,808933E-1	3,609375E+2	6,778867E-1	3,609375E+2	6,914970E-1	3,609375E+2	7,111299E-1	3,609375E+2	7,065888E-1	3,609375E+2	6,660453E-1
3,625000E+2	6,515491E-1	3,625000E+2	6,661550E-1	3,625000E+2	6,767454E-1	3,625000E+2	7,099488E-1	3,625000E+2	6,642879E-1	3,625000E+2	5,981976E-1	3,625000E+2	6,906151E-1	3,625000E+2	6,879606E-1	3,625000E+2	7,011376E-1	3,625000E+2	7,193362E-1	3,625000E+2	7,114269E-1	3,625000E+2	6,695458E-1
3,640625E+2	6,650168E-1	3,640625E+2	6,771341E-1	3,640625E+2	6,871661E-1	3,640625E+2	7,178066E-1	3,640625E+2	6,691829E-1	3,640625E+2	6,024102E-1	3,640625E+2	7,016951E-1	3,640625E+2	7,010390E-1	3,640625E+2	7,116528E-1	3,640625E+2	7,279298E-1	3,640625E+2	7,162727E-1	3,640625E+2	6,731622E-1
3,656250E+2	6,774860E-1	3,656250E+2	6,872900E-1	3,656250E+2	6,969042E-1	3,656250E+2	7,252815E-1	3,656250E+2	6,739022E-1	3,656250E+2	6,064815E-1	3,656250E+2	7,117791E-1	3,656250E+2	7,130668E-1	3,656250E+2	7,214244E-1	3,656250E+2	7,360827E-1	3,656250E+2	7,209463E-1	3,656250E+2	6,766480E-1
3,671875E+2	6,909464E-1	3,671875E+2	6,980986E-1	3,671875E+2	7,070991E-1	3,671875E+2	7,328321E-1	3,671875E+2	6,787931E-1	3,671875E+2	6,107488E-1	3,671875E+2	7,247324E-1	3,671875E+2	7,265710E-1	3,671875E+2	7,316235E-1	3,671875E+2	7,444761E-1	3,671875E+2	7,257354E-1	3,671875E+2	6,801537E-1
3,687500E+2	7,032279E-1	3,687500E+2	7,080410E-1	3,687500E+2	7,165837E-1	3,687500E+2	7,400085E-1	3,687500E+2	6,835007E-1	3,687500E+2	6,148614E-1	3,687500E+2	7,363948E-1	3,687500E+2	7,389059E-1	3,687500E+2	7,410721E-1	3,687500E+2	7,524247E-1	3,687500E+2	7,303482E-1	3,687500E+2	6,835287E-1
3,703125E+2	7,161634E-1	3,703125E+2	7,191733E-1	3,703125E+2	7,266828E-1	3,703125E+2	7,476486E-1	3,703125E+2	6,881131E-1	3,703125E+2	6,190885E-1	3,703125E+2	7,526303E-1	3,703125E+2	7,513908E-1	3,703125E+2	7,514633E-1	3,703125E+2	7,608534E-1	3,703125E+2	7,351846E-1	3,703125E+2	6,871310E-1
3,718750E+2	7,279126E-1	3,718750E+2	7,293817E-1	3,718750E+2	7,360504E-1	3,718750E+2	7,548982E-1	3,718750E+2	6,925539E-1	3,718750E+2	6,231613E-1	3,718750E+2	7,670488E-1	3,718750E+2	7,626859E-1	3,718750E+2	7,610393E-1	3,718750E+2	7,688130E-1	3,718750E+2	7,398385E-1	3,718750E+2	6,905958E-1
3,734375E+2	7,401826E-1	3,734375E+2	7,403041E-1	3,734375E+2	7,465660E-1	3,734375E+2	7,626642E-1	3,734375E+2	6,971686E-1	3,734375E+2	6,271698E-1	3,734375E+2	7,783758E-1	3,734375E+2	7,732623E-1	3,734375E+2	7,714032E-1	3,734375E+2	7,769663E-1	3,734375E+2	7,444725E-1	3,734375E+2	6,940267E-1
3,750000E+2	7,513335E-1	3,750000E+2	7,502741E-1	3,750000E+2	7,562653E-1	3,750000E+2	7,700127E-1	3,750000E+2	7,016053E-1	3,750000E+2	6,310296E-1	3,750000E+2	7,885896E-1	3,750000E+2	7,828090E-1	3,750000E+2	7,809076E-1	3,750000E+2	7,846534E-1	3,750000E+2	7,489281E-1	3,750000E+2	6,973231E-1
3,765625E+2	7,609513E-1	3,765625E+2	7,597296E-1	3,765625E+2	7,665949E-1	3,765625E+2	7,774599E-1	3,765625E+2	7,059141E-1	3,765625E+2	6,348236E-1	3,765625E+2	7,941736E-1	3,765625E+2	7,923549E-1	3,765625E+2	7,908496E-1	3,765625E+2	7,922869E-1	3,765625E+2	7,530534E-1	3,765625E+2	7,004311E-1
3,781250E+2	7,696975E-1	3,781250E+2	7,683754E-1	3,781250E+2	7,760819E-1	3,781250E+2	7,844961E-1	3,781250E+2	7,100533E-1	3,781250E+2	6,384652E-1	3,781250E+2	7,992056E-1	3,781250E+2	8,009321E-1	3,781250E+2	7,999364E-1	3,781250E+2	7,994842E-1	3,781250E+2	7,570202E-1	3,781250E+2	7,034119E-1
3,796875E+2	7,788625E-1	3,796875E+2	7,776202E-1	3,796875E+2	7,860375E-1	3,796875E+2	7,915697E-1	3,796875E+2	7,141249E-1	3,796875E+2	6,418258E-1	3,796875E+2	8,033592E-1	3,796875E+2	8,099199E-1	3,796875E+2	8,092685E-1	3,796875E+2	8,070152E-1	3,796875E+2	7,611134E-1	3,796875E+2	7,063098E-1
3,812500E+2	7,870988E-1	3,812500E+2	7,860295E-1	3,812500E+2	7,951257E-1	3,812500E+2	7,982421E-1	3,812500E+2	7,180259E-1	3,812500E+2	6,450403E-1	3,812500E+2	8,070463E-1	3,812500E+2	8,179368E-1	3,812500E+2	8,177518E-1	3,812500E+2	8,140949E-1	3,812500E+2	7,650384E-1	3,812500E+2	7,090776E-1
3,828125E+2	7,969930E-1	3,828125E+2	7,966976E-1	3,828125E+2	8,044302E-1	3,828125E+2	8,050456E-1	3,828125E+2	7,220995E-1	3,828125E+2	6,486887E-1	3,828125E+2	8,137897E-1	3,828125E+2	8,270182E-1	3,828125E+2	8,263056E-1	3,828125E+2	8,211829E-1	3,828125E+2	7,689737E-1	3,828125E+2	7,120562E-1
3,843750E+2	8,058076E-1	3,843750E+2	8,062264E-1	3,843750E+2	8,129204E-1	3,843750E+2	8,114709E-1	3,843750E+2	7,260074E-1	3,843750E+2	6,521813E-1	3,843750E+2	8,197655E-1	3,843750E+2	8,350694E-1	3,843750E+2	8,340924E-1	3,843750E+2	8,278577E-1	3,843750E+2	7,727533E-1	3,843750E+2	7,149054E-1
3,859375E+2	8,159838E-1	3,859375E+2	8,171155E-1	3,859375E+2	8,220588E-1	3,859375E+2	8,184205E-1	3,859375E+2	7,300716E-1	3,859375E+2	6,555821E-1	3,859375E+2	8,324541E-1	3,859375E+2	8,435603E-1	3,859375E+2	8,428106E-1	3,859375E+2	8,347399E-1	3,859375E+2	7,765542E-1	3,859375E+2	7,176892E-1
3,875000E+2	8,249028E-1	3,875000E+2	8,267063E-1	3,875000E+2	8,303408E-1	3,875000E+2	8,249593E-1	3,875000E+2	7,339642E-1	3,875000E+2	6,588393E-1	3,875000E+2	8,432386E-1	3,875000E+2	8,510275E-1	3,875000E+2	8,506754E-1	3,875000E+2	8,412081E-1	3,875000E+2	7,802020E-1	3,875000E+2	7,203501E-1
3,890625E+2	8,344883E-1	3,890625E+2	8,369788E-1	3,890625E+2	8,394846E-1	3,890625E+2	8,315998E-1	3,890625E+2	7,378731E-1	3,890625E+2	6,622807E-1	3,890625E+2	8,543973E-1	3,890625E+2	8,595436E-1	3,890625E+2	8,589707E-1	3,890625E+2	8,475632E-1	3,890625E+2	7,838777E-1	3,890625E+2	7,231254E-1
3,906250E+2	8,429005E-1	3,906250E+2	8,459601E-1	3,906250E+2	8,477090E-1	3,906250E+2	8,378448E-1	3,906250E+2	7,416164E-1	3,906250E+2	6,655706E-1	3,906250E+2	8,640395E-1	3,906250E+2	8,669511E-1	3,906250E+2	8,664470E-1	3,906250E+2	8,535416E-1	3,906250E+2	7,874020E-1	3,906250E+2	7,257741E-1
3,921875E+2	8,521364E-1	3,921875E+2	8,552257E-1	3,921875E+2	8,561462E-1	3,921875E+2	8,439689E-1	3,921875E+2	7,451415E-1	3,921875E+2	6,687496E-1	3,921875E+2	8,719296E-1	3,921875E+2	8,748131E-1	3,921875E+2	8,741518E-1	3,921875E+2	8,597406E-1	3,921875E+2	7,907857E-1	3,921875E+2	7,282817E-1
3,937500E+2	8,602631E-1	3,937500E+2	8,632653E-1	3,937500E+2	8,637402E-1	3,937500E+2	8,497291E-1	3,937500E+2	7,485118E-1	3,937500E+2	6,717739E-1	3,937500E+2	8,787770E-1	3,937500E+2	8,816761E-1	3,937500E+2	8,810832E-1	3,937500E+2	8,655576E-1	3,937500E+2	7,940229E-1	3,937500E+2	7,306640E-1
3,953125E+2	8,696826E-1	3,953125E+2	8,719385E-1	3,953125E+2	8,723512E-1	3,953125E+2	8,557992E-1	3,953125E+2	7,523779E-1	3,953125E+2	6,749208E-1	3,953125E+2	8,859748E-1	3,953125E+2	8,899655E-1	3,953125E+2	8,888827E-1	3,953125E+2	8,713458E-1	3,953125E+2	7,972577E-1	3,953125E+2	7,332179E-1
3,968750E+2	8,778661E-1	3,968750E+2	8,794167E-1	3,968750E+2	8,800320E-1	3,968750E+2	8,615051E-1	3,968750E+2	7,560719E-1	3,968750E+2	6,779262E-1	3,968750E+2	8,922462E-1	3,968750E+2	8,970854E-1	3,968750E+2	8,958481E-1	3,968750E+2	8,767910E-1	3,968750E+2	8,003582E-1	3,968750E+2	7,356509E-1
3,984375E+2	8,858242E-1	3,984375E+2	8,870687E-1	3,984375E+2	8,878613E-1	3,984375E+2	8,673447E-1	3,984375E+2	7,594824E-1	3,984375E+2	6,810255E-1	3,984375E+2	9,009721E-1	3,984375E+2	9,046724E-1	3,984375E+2	9,028487E-1	3,984375E+2	8,823158E-1	3,984375E+2	8,034760E-1	3,984375E+2	7,380440E-1
4,000000E+2	8,923442E-1	4,000000E+2	8,936754E-1	4,000000E+2	8,948452E-1	4,000000E+2	8,728269E-1	4,000000E+2	7,627430E-1	4,000000E+2	6,839749E-1	4,000000E+2	9,081465E-1	4,000000E+2	9,111430E-1	4,000000E+2	9,091138E-1	4,000000E+2	8,875080E-1	4,000000E+2	8,064603E-1	4,000000E+2	7,403185E-1
4,015625E+2	8,980854E-1	4,015625E+2	9,009475E-1	4,015625E+2	9,024962E-1	4,015625E+2	8,782130E-1	4,015625E+2	7,662828E-1	4,015625E+2	6,870115E-1	4,015625E+2	9,163121E-1	4,015625E+2	9,180168E-1	4,015625E+2	9,157364E-1	4,015625E+2	8,926659E-1	4,015625E+2	8,094996E-1	4,015625E+2	7,427680E-1
4,031250E+2	9,029095E-1	4,031250E+2	9,071759E-1	4,031250E+2	9,092515E-1	4,031250E+2	8,832790E-1	4,031250E+2	7,696618E-1	4,031250E+2	6,899020E-1	4,031250E+2	9,229237E-1	4,031250E+2	9,237959E-1	4,031250E+2	9,216348E-1	4,031250E+2	8,975162E-1	4,031250E+2	8,124077E-1	4,031250E+2	7,450937E-1
4,046875E+2	9,094860E-1	4,046875E+2	9,145750E-1	4,046875E+2	9,162361E-1	4,046875E+2	8,885453E-1	4,046875E+2	7,729841E-1	4,046875E+2	6,930166E-1	4,046875E+2	9,291853E-1	4,046875E+2	9,297241E-1	4,046875E+2	9,277754E-1	4,046875E+2	9,023565E-1	4,046875E+2	8,152898E-1	4,046875E+2	7,474125E-1
4,062500E+2	9,151714E-1	4,062500E+2	9,208013E-1	4,062500E+2	9,223724E-1	4,062500E+2	8,934935E-1	4,062500E+2	7,761593E-1	4,062500E+2	6,959797E-1	4,062500E+2	9,342664E-1	4,062500E+2	9,346889E-1	4,062500E+2	9,332307E-1	4,062500E+2	9,069128E-1	4,062500E+2	8,180493E-1	4,062500E+2	7,496170E-1
