Partie réelle               Partie imaginaire
548.568900364974            592.076811079259
548.359051543698            589.817776575205
548.1506140993            587.574499814863
547.943588411906            585.346800059195
547.737974757766            583.1344994822
547.533773311098            580.937423113058
547.330984145897            578.755398779611
547.129607237729            576.588257053175
546.929642465506            574.435831194613
546.731089613243            572.297957101668
546.533948371786            570.174473257499
546.338218340529            568.065220680401
546.143899029106            565.970042874678
545.950989859063            563.888785782623
545.759490165515            561.821297737604
545.569399198772            559.767429418202
545.380716125962            557.727033803388
545.193440032611            555.699966128701
545.007569924229            553.686083843417
544.823104727854            551.68524656867
544.640043293592            549.697316056503
544.458384396123            547.722156149835
544.278126736204            545.759632743303
544.099268942139            543.80961374498
543.921809571235            541.87196903892
543.745747111237            539.94657044854
543.571079981748            538.033291700784
543.397806535624            536.132008391082
543.225925060354            534.242597949059
543.05543377942            532.364939604994
542.886330853636            530.498914356993
542.718614382475            528.644404938878
542.552282405366            526.801295788754
542.387332902989            524.969473018258
542.223763798534            523.148824382449
542.061572958953            521.339239250353
541.900758196194            519.540608576121
541.741317268408            517.752824870798
541.583247881153            515.975782174685
541.426547688563            514.209376030285
541.271214294517            512.453503455808
541.117245253777            510.708062919235
540.964638073114            508.972954312916
540.813390212419            507.248078928695
540.663499085798            505.533339433552
540.514962062638            503.828639845743
540.367776468681            502.133885511433
540.221939587049            500.448983081804
540.077448659286            498.773840490636
539.934300886358            497.108366932333
539.792493429653            495.452472840412
539.652023411956            493.806069866408
539.512887918415            492.169070859222
539.375083997484            490.541389844871
539.23860866186            488.922942006654
539.103458889399            487.313643665706
538.969631624014            485.713412261947
538.837123776566            484.122166335406
538.705932225737            482.539825507914
538.576053818884            480.966310465163
538.447485372887            479.401542939118
538.320223674975            477.845445690768
538.194265483542            476.297942493224
538.069607528952            474.758958115144
537.946246514322            473.228418304475
537.824179116298            471.706249772523
537.703401985815            470.19238017832
537.583911748847            468.6867381133
537.465705007138            467.189253086267
537.348778338927            465.699855508656
537.233128299654            464.218476680065
537.118751422658            462.745048774082
537.005644219855            461.279504824364
536.893803182419            459.821778710991
536.783224781434            458.371805147074
536.673905468542            456.929519665619
536.56584167658            455.494858606634
536.459029820203            454.067759104485
536.353466296494            452.64815907548
536.249147485569            451.235997205695
536.146069751159            449.831212939014
536.044229441197            448.433746465407
535.943622888379            447.043538709411
535.844246410721            445.660531318832
535.746096312107            444.284666653651
535.649168882823            442.915887775136
535.553460400082            441.554138435154
535.458967128537            440.199363065677
535.365685320789            438.851506768478
535.273611217875            437.510515305014
535.18274104976            436.176335086501
535.093071035809            434.848913164153
535.004597385249            433.528197219609
534.917316297629            432.214135555527
534.831223963266            430.906677086352
534.746316563682            429.605771329236
534.662590272031            428.31136839514
534.580041253519            427.02341898007
534.49866566582            425.741874356493
534.418459659468            424.466686364885
534.339419378259            423.19780740544
534.261540959634            421.935190429918
534.184820535053            420.678788933642
534.109254230369            419.428556947626
534.034838166182            418.184449030855
533.961568458198            416.946420262678
533.889441217573            415.714426235358
533.818452551246            414.488423046727
533.748598562275            413.268367292989
533.679875350153            412.054216061625
533.612279011129            410.845926924442
533.545805638511            409.643457930724
533.480451322972            408.446767600509
533.416212152838            407.255814917976
533.353084214379            406.070559324946
533.291063592087            404.890960714495
533.23014636895            403.71697942467
