Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
1,442187E+3	4,859340E-1	1,442187E+3	-1,963504E+0	1,442187E+3	4,800993E-1	1,442187E+3	-1,938370E+0	1,442187E+3	4,714478E-1	1,442187E+3	-1,931989E+0	1,442187E+3	4,780384E-1	1,442187E+3	-1,941411E+0
1,443750E+3	4,796479E-1	1,443750E+3	-1,937719E+0	1,443750E+3	4,744755E-1	1,443750E+3	-1,922417E+0	1,443750E+3	4,660537E-1	1,443750E+3	-1,914516E+0	1,443750E+3	4,678441E-1	1,443750E+3	-1,915771E+0
1,445312E+3	4,640856E-1	1,445312E+3	-1,923361E+0	1,445312E+3	4,753781E-1	1,445312E+3	-1,897188E+0	1,445312E+3	4,730149E-1	1,445312E+3	-1,901688E+0	1,445312E+3	4,705621E-1	1,445312E+3	-1,898823E+0
1,446875E+3	4,647207E-1	1,446875E+3	-1,915247E+0	1,446875E+3	4,677210E-1	1,446875E+3	-1,871101E+0	1,446875E+3	4,623162E-1	1,446875E+3	-1,875670E+0	1,446875E+3	4,758455E-1	1,446875E+3	-1,866207E+0
1,448437E+3	4,750026E-1	1,448437E+3	-1,887505E+0	1,448437E+3	4,621913E-1	1,448437E+3	-1,853977E+0	1,448437E+3	4,564057E-1	1,448437E+3	-1,848415E+0	1,448437E+3	4,716816E-1	1,448437E+3	-1,844616E+0
1,450000E+3	4,850091E-1	1,450000E+3	-1,838202E+0	1,450000E+3	4,648783E-1	1,450000E+3	-1,827428E+0	1,450000E+3	4,606913E-1	1,450000E+3	-1,821068E+0	1,450000E+3	4,641614E-1	1,450000E+3	-1,830514E+0
1,451562E+3	4,793963E-1	1,451562E+3	-1,819503E+0	1,451562E+3	4,617700E-1	1,451562E+3	-1,795182E+0	1,451562E+3	4,560401E-1	1,451562E+3	-1,803271E+0	1,451562E+3	4,586516E-1	1,451562E+3	-1,804353E+0
1,453125E+3	4,538069E-1	1,453125E+3	-1,805901E+0	1,453125E+3	4,501400E-1	1,453125E+3	-1,783103E+0	1,453125E+3	4,513716E-1	1,453125E+3	-1,781393E+0	1,453125E+3	4,589913E-1	1,453125E+3	-1,777068E+0
1,454687E+3	4,377577E-1	1,454687E+3	-1,772404E+0	1,454687E+3	4,496516E-1	1,454687E+3	-1,763211E+0	1,454687E+3	4,413519E-1	1,454687E+3	-1,759973E+0	1,454687E+3	4,360409E-1	1,454687E+3	-1,755129E+0
1,456250E+3	4,316462E-1	1,456250E+3	-1,759452E+0	1,456250E+3	4,449477E-1	1,456250E+3	-1,746961E+0	1,456250E+3	4,486758E-1	1,456250E+3	-1,737725E+0	1,456250E+3	4,421383E-1	1,456250E+3	-1,737919E+0
1,457812E+3	4,415457E-1	1,457812E+3	-1,736814E+0	1,457812E+3	4,368367E-1	1,457812E+3	-1,728202E+0	1,457812E+3	4,475693E-1	1,457812E+3	-1,710923E+0	1,457812E+3	4,479209E-1	1,457812E+3	-1,721400E+0
1,459375E+3	4,656004E-1	1,459375E+3	-1,701072E+0	1,459375E+3	4,386577E-1	1,459375E+3	-1,698912E+0	1,459375E+3	4,515708E-1	1,459375E+3	-1,701561E+0	1,459375E+3	4,581410E-1	1,459375E+3	-1,689546E+0
1,460937E+3	4,462313E-1	1,460937E+3	-1,694708E+0	1,460937E+3	4,382660E-1	1,460937E+3	-1,685356E+0	1,460937E+3	4,452206E-1	1,460937E+3	-1,674130E+0	1,460937E+3	4,540839E-1	1,460937E+3	-1,666670E+0
1,462500E+3	4,468534E-1	1,462500E+3	-1,670716E+0	1,462500E+3	4,325886E-1	1,462500E+3	-1,669700E+0	1,462500E+3	4,397661E-1	1,462500E+3	-1,650706E+0	1,462500E+3	4,473179E-1	1,462500E+3	-1,654945E+0
1,464062E+3	4,375714E-1	1,464062E+3	-1,655038E+0	1,464062E+3	4,357108E-1	1,464062E+3	-1,640982E+0	1,464062E+3	4,402342E-1	1,464062E+3	-1,639038E+0	1,464062E+3	4,467300E-1	1,464062E+3	-1,631815E+0
1,465625E+3	4,202381E-1	1,465625E+3	-1,620427E+0	1,465625E+3	4,326442E-1	1,465625E+3	-1,608060E+0	1,465625E+3	4,398637E-1	1,465625E+3	-1,612720E+0	1,465625E+3	4,422349E-1	1,465625E+3	-1,605396E+0
1,467187E+3	4,308736E-1	1,467187E+3	-1,603132E+0	1,467187E+3	4,338805E-1	1,467187E+3	-1,593320E+0	1,467187E+3	4,352792E-1	1,467187E+3	-1,595729E+0	1,467187E+3	4,425686E-1	1,467187E+3	-1,590895E+0
1,468750E+3	4,448521E-1	1,468750E+3	-1,593242E+0	1,468750E+3	4,355284E-1	1,468750E+3	-1,573462E+0	1,468750E+3	4,284092E-1	1,468750E+3	-1,572631E+0	1,468750E+3	4,384475E-1	1,468750E+3	-1,571255E+0
1,470312E+3	4,416144E-1	1,470312E+3	-1,565513E+0	1,470312E+3	4,319378E-1	1,470312E+3	-1,547544E+0	1,470312E+3	4,352717E-1	1,470312E+3	-1,553011E+0	1,470312E+3	4,401632E-1	1,470312E+3	-1,552599E+0
1,471875E+3	4,384142E-1	1,471875E+3	-1,542553E+0	1,471875E+3	4,324153E-1	1,471875E+3	-1,534344E+0	1,471875E+3	4,328746E-1	1,471875E+3	-1,529441E+0	1,471875E+3	4,431889E-1	1,471875E+3	-1,533057E+0
1,473437E+3	4,236866E-1	1,473437E+3	-1,533111E+0	1,473437E+3	4,175397E-1	1,473437E+3	-1,518367E+0	1,473437E+3	4,310328E-1	1,473437E+3	-1,514563E+0	1,473437E+3	4,415467E-1	1,473437E+3	-1,508694E+0
1,475000E+3	4,207855E-1	1,475000E+3	-1,493461E+0	1,475000E+3	4,187077E-1	1,475000E+3	-1,501443E+0	1,475000E+3	4,216775E-1	1,475000E+3	-1,491688E+0	1,475000E+3	4,308681E-1	1,475000E+3	-1,492123E+0
1,476562E+3	4,154702E-1	1,476562E+3	-1,474073E+0	1,476562E+3	4,240335E-1	1,476562E+3	-1,470045E+0	1,476562E+3	4,242329E-1	1,476562E+3	-1,469014E+0	1,476562E+3	4,289299E-1	1,476562E+3	-1,473044E+0
1,478125E+3	4,289568E-1	1,478125E+3	-1,464392E+0	1,478125E+3	4,259189E-1	1,478125E+3	-1,453422E+0	1,478125E+3	4,252087E-1	1,478125E+3	-1,449942E+0	1,478125E+3	4,336070E-1	1,478125E+3	-1,445597E+0
1,479687E+3	4,181465E-1	1,479687E+3	-1,447515E+0	1,479687E+3	4,296477E-1	1,479687E+3	-1,438509E+0	1,479687E+3	4,217741E-1	1,479687E+3	-1,430206E+0	1,479687E+3	4,348424E-1	1,479687E+3	-1,428999E+0
1,481250E+3	4,216048E-1	1,481250E+3	-1,424613E+0	1,481250E+3	4,257507E-1	1,481250E+3	-1,413235E+0	1,481250E+3	4,153846E-1	1,481250E+3	-1,412979E+0	1,481250E+3	4,253302E-1	1,481250E+3	-1,407692E+0
1,482812E+3	4,267637E-1	1,482812E+3	-1,411635E+0	1,482812E+3	4,144713E-1	1,482812E+3	-1,394314E+0	1,482812E+3	4,170618E-1	1,482812E+3	-1,391071E+0	1,482812E+3	4,243937E-1	1,482812E+3	-1,392611E+0
1,484375E+3	4,194838E-1	1,484375E+3	-1,393072E+0	1,484375E+3	4,138030E-1	1,484375E+3	-1,374095E+0	1,484375E+3	4,145558E-1	1,484375E+3	-1,374218E+0	1,484375E+3	4,221046E-1	1,484375E+3	-1,371325E+0
1,485937E+3	4,342373E-1	1,485937E+3	-1,373510E+0	1,485937E+3	4,185414E-1	1,485937E+3	-1,361645E+0	1,485937E+3	4,149104E-1	1,485937E+3	-1,356938E+0	1,485937E+3	4,173686E-1	1,485937E+3	-1,351706E+0
1,487500E+3	4,188503E-1	1,487500E+3	-1,338837E+0	1,487500E+3	4,177520E-1	1,487500E+3	-1,336967E+0	1,487500E+3	4,169616E-1	1,487500E+3	-1,330736E+0	1,487500E+3	4,177337E-1	1,487500E+3	-1,332134E+0
1,489062E+3	4,231083E-1	1,489062E+3	-1,323706E+0	1,489062E+3	4,177008E-1	1,489062E+3	-1,316237E+0	1,489062E+3	4,181632E-1	1,489062E+3	-1,314936E+0	1,489062E+3	4,201327E-1	1,489062E+3	-1,317466E+0
1,490625E+3	4,231212E-1	1,490625E+3	-1,307874E+0	1,490625E+3	4,143768E-1	1,490625E+3	-1,295881E+0	1,490625E+3	4,166538E-1	1,490625E+3	-1,290949E+0	1,490625E+3	4,213951E-1	1,490625E+3	-1,297851E+0
1,492187E+3	4,219770E-1	1,492187E+3	-1,285501E+0	1,492187E+3	4,102588E-1	1,492187E+3	-1,280016E+0	1,492187E+3	4,150992E-1	1,492187E+3	-1,274375E+0	1,492187E+3	4,210667E-1	1,492187E+3	-1,269227E+0
1,493750E+3	4,235168E-1	1,493750E+3	-1,267611E+0	1,493750E+3	4,104023E-1	1,493750E+3	-1,259688E+0	1,493750E+3	4,123464E-1	1,493750E+3	-1,256191E+0	1,493750E+3	4,185452E-1	1,493750E+3	-1,253143E+0
1,495312E+3	4,160329E-1	1,495312E+3	-1,250367E+0	1,495312E+3	4,127895E-1	1,495312E+3	-1,235204E+0	1,495312E+3	4,107969E-1	1,495312E+3	-1,230300E+0	1,495312E+3	4,213721E-1	1,495312E+3	-1,234303E+0
1,496875E+3	4,006460E-1	1,496875E+3	-1,190737E+0	1,496875E+3	4,142479E-1	1,496875E+3	-1,219392E+0	1,496875E+3	4,109109E-1	1,496875E+3	-1,209604E+0	1,496875E+3	4,190138E-1	1,496875E+3	-1,216346E+0
1,498437E+3	4,051289E-1	1,498437E+3	-1,178912E+0	1,498437E+3	4,086169E-1	1,498437E+3	-1,168192E+0	1,498437E+3	4,110851E-1	1,498437E+3	-1,193724E+0	1,498437E+3	4,130539E-1	1,498437E+3	-1,201820E+0
1,500000E+3	4,155600E-1	1,500000E+3	-1,197461E+0	1,500000E+3	4,102187E-1	1,500000E+3	-1,178319E+0	1,500000E+3	4,164637E-1	1,500000E+3	-1,175342E+0	1,500000E+3	4,191121E-1	1,500000E+3	-1,177819E+0
1,501562E+3	4,288244E-1	1,501562E+3	-1,215141E+0	1,501562E+3	4,205088E-1	1,501562E+3	-1,193996E+0	1,501562E+3	4,137427E-1	1,501562E+3	-1,165950E+0	1,501562E+3	4,202919E-1	1,501562E+3	-1,158250E+0
1,503125E+3	4,200270E-1	1,503125E+3	-1,147838E+0	1,503125E+3	4,155144E-1	1,503125E+3	-1,140473E+0	1,503125E+3	4,091192E-1	1,503125E+3	-1,137049E+0	1,503125E+3	4,151459E-1	1,503125E+3	-1,135647E+0
1,504687E+3	4,086824E-1	1,504687E+3	-1,129890E+0	1,504687E+3	4,074145E-1	1,504687E+3	-1,117693E+0	1,504687E+3	4,135273E-1	1,504687E+3	-1,117337E+0	1,504687E+3	4,172308E-1	1,504687E+3	-1,114892E+0
1,506250E+3	4,120816E-1	1,506250E+3	-1,112516E+0	1,506250E+3	4,165487E-1	1,506250E+3	-1,106007E+0	1,506250E+3	4,172399E-1	1,506250E+3	-1,100857E+0	1,506250E+3	4,164654E-1	1,506250E+3	-1,097384E+0
1,507812E+3	4,148271E-1	1,507812E+3	-1,087827E+0	1,507812E+3	4,160679E-1	1,507812E+3	-1,087052E+0	1,507812E+3	4,111269E-1	1,507812E+3	-1,080610E+0	1,507812E+3	4,167769E-1	1,507812E+3	-1,075853E+0
1,509375E+3	4,163456E-1	1,509375E+3	-1,074700E+0	1,509375E+3	4,090212E-1	1,509375E+3	-1,058860E+0	1,509375E+3	4,137303E-1	1,509375E+3	-1,056631E+0	1,509375E+3	4,219821E-1	1,509375E+3	-1,058398E+0
1,510937E+3	4,150002E-1	1,510937E+3	-1,052175E+0	1,510937E+3	4,116101E-1	1,510937E+3	-1,045149E+0	1,510937E+3	4,112928E-1	1,510937E+3	-1,041414E+0	1,510937E+3	4,225605E-1	1,510937E+3	-1,044156E+0
1,512500E+3	4,189233E-1	1,512500E+3	-1,035440E+0	1,512500E+3	4,148478E-1	1,512500E+3	-1,025686E+0	1,512500E+3	4,102041E-1	1,512500E+3	-1,021391E+0	1,512500E+3	4,280571E-1	1,512500E+3	-1,024575E+0
1,514062E+3	4,155252E-1	1,514062E+3	-1,010933E+0	1,514062E+3	4,174216E-1	1,514062E+3	-1,007110E+0	1,514062E+3	4,120677E-1	1,514062E+3	-1,005760E+0	1,514062E+3	4,211285E-1	1,514062E+3	-9,954430E-1
1,515625E+3	4,149756E-1	1,515625E+3	-9,952583E-1	1,515625E+3	4,176622E-1	1,515625E+3	-9,878631E-1	1,515625E+3	4,145239E-1	1,515625E+3	-9,839934E-1	1,515625E+3	4,208031E-1	1,515625E+3	-9,805774E-1
1,517187E+3	4,131572E-1	1,517187E+3	-9,710921E-1	1,517187E+3	4,150032E-1	1,517187E+3	-9,640895E-1	1,517187E+3	4,144861E-1	1,517187E+3	-9,600068E-1	1,517187E+3	4,214194E-1	1,517187E+3	-9,617290E-1
1,518750E+3	4,137635E-1	1,518750E+3	-9,524726E-1	1,518750E+3	4,144739E-1	1,518750E+3	-9,495358E-1	1,518750E+3	4,150882E-1	1,518750E+3	-9,451617E-1	1,518750E+3	4,212795E-1	1,518750E+3	-9,406315E-1
1,520312E+3	4,175318E-1	1,520312E+3	-9,338144E-1	1,520312E+3	4,173027E-1	1,520312E+3	-9,266702E-1	1,520312E+3	4,160590E-1	1,520312E+3	-9,212907E-1	1,520312E+3	4,239779E-1	1,520312E+3	-9,261043E-1
1,521875E+3	4,214172E-1	1,521875E+3	-9,084219E-1	1,521875E+3	4,153715E-1	1,521875E+3	-9,079089E-1	1,521875E+3	4,169270E-1	1,521875E+3	-9,034375E-1	1,521875E+3	4,231224E-1	1,521875E+3	-9,009155E-1
1,523437E+3	4,151755E-1	1,523437E+3	-8,962796E-1	1,523437E+3	4,157948E-1	1,523437E+3	-8,930036E-1	1,523437E+3	4,183906E-1	1,523437E+3	-8,857067E-1	1,523437E+3	4,238196E-1	1,523437E+3	-8,876635E-1
1,525000E+3	4,185886E-1	1,525000E+3	-8,744613E-1	1,525000E+3	4,219093E-1	1,525000E+3	-8,694430E-1	1,525000E+3	4,165695E-1	1,525000E+3	-8,618248E-1	1,525000E+3	4,263910E-1	1,525000E+3	-8,625320E-1
1,526562E+3	4,212758E-1	1,526562E+3	-8,610875E-1	1,526562E+3	4,174830E-1	1,526562E+3	-8,442023E-1	1,526562E+3	4,215521E-1	1,526562E+3	-8,488442E-1	1,526562E+3	4,267208E-1	1,526562E+3	-8,454966E-1
1,528125E+3	4,194846E-1	1,528125E+3	-8,304096E-1	1,528125E+3	4,177489E-1	1,528125E+3	-8,292270E-1	1,528125E+3	4,226815E-1	1,528125E+3	-8,217986E-1	1,528125E+3	4,259762E-1	1,528125E+3	-8,257340E-1
1,529687E+3	4,217269E-1	1,529687E+3	-8,153210E-1	1,529687E+3	4,216689E-1	1,529687E+3	-8,081296E-1	1,529687E+3	4,235073E-1	1,529687E+3	-8,054736E-1	1,529687E+3	4,371809E-1	1,529687E+3	-8,059262E-1
1,531250E+3	4,198584E-1	1,531250E+3	-7,948418E-1	1,531250E+3	4,202080E-1	1,531250E+3	-7,935504E-1	1,531250E+3	4,222593E-1	1,531250E+3	-7,869107E-1	1,531250E+3	4,302068E-1	1,531250E+3	-7,844924E-1
1,532812E+3	4,190170E-1	1,532812E+3	-7,710197E-1	1,532812E+3	4,193767E-1	1,532812E+3	-7,695417E-1	1,532812E+3	4,241577E-1	1,532812E+3	-7,680301E-1	1,532812E+3	4,319798E-1	1,532812E+3	-7,686528E-1
1,534375E+3	4,255001E-1	1,534375E+3	-7,566704E-1	1,534375E+3	4,265734E-1	1,534375E+3	-7,540600E-1	1,534375E+3	4,247604E-1	1,534375E+3	-7,476845E-1	1,534375E+3	4,290367E-1	1,534375E+3	-7,479217E-1
1,535937E+3	4,308487E-1	1,535937E+3	-7,395359E-1	1,535937E+3	4,251202E-1	1,535937E+3	-7,253595E-1	1,535937E+3	4,286550E-1	1,535937E+3	-7,237950E-1	1,535937E+3	4,322323E-1	1,535937E+3	-7,306624E-1
1,537500E+3	4,282371E-1	1,537500E+3	-7,095186E-1	1,537500E+3	4,287839E-1	1,537500E+3	-7,162540E-1	1,537500E+3	4,301524E-1	1,537500E+3	-7,058522E-1	1,537500E+3	4,356069E-1	1,537500E+3	-7,073632E-1
1,539062E+3	4,290689E-1	1,539062E+3	-6,982955E-1	1,539062E+3	4,293585E-1	1,539062E+3	-6,874398E-1	1,539062E+3	4,327062E-1	1,539062E+3	-6,868008E-1	1,539062E+3	4,389595E-1	1,539062E+3	-6,862310E-1
1,540625E+3	4,347997E-1	1,540625E+3	-6,767496E-1	1,540625E+3	4,331985E-1	1,540625E+3	-6,693161E-1	1,540625E+3	4,343657E-1	1,540625E+3	-6,653203E-1	1,540625E+3	4,383071E-1	1,540625E+3	-6,664128E-1
1,542187E+3	4,311662E-1	1,542187E+3	-6,563177E-1	1,542187E+3	4,372824E-1	1,542187E+3	-6,510068E-1	1,542187E+3	4,345534E-1	1,542187E+3	-6,459652E-1	1,542187E+3	4,419333E-1	1,542187E+3	-6,519956E-1
1,543750E+3	4,368645E-1	1,543750E+3	-6,407872E-1	1,543750E+3	4,342103E-1	1,543750E+3	-6,319599E-1	1,543750E+3	4,346745E-1	1,543750E+3	-6,278775E-1	1,543750E+3	4,456970E-1	1,543750E+3	-6,252006E-1
1,545312E+3	4,362841E-1	1,545312E+3	-6,092948E-1	1,545312E+3	4,348178E-1	1,545312E+3	-6,101389E-1	1,545312E+3	4,359780E-1	1,545312E+3	-6,085007E-1	1,545312E+3	4,436992E-1	1,545312E+3	-6,028297E-1
1,546875E+3	4,348375E-1	1,546875E+3	-5,977503E-1	1,546875E+3	4,353621E-1	1,546875E+3	-5,872963E-1	1,546875E+3	4,340756E-1	1,546875E+3	-5,858319E-1	1,546875E+3	4,450835E-1	1,546875E+3	-5,832656E-1
1,548437E+3	4,380789E-1	1,548437E+3	-5,763786E-1	1,548437E+3	4,363513E-1	1,548437E+3	-5,698536E-1	1,548437E+3	4,383502E-1	1,548437E+3	-5,631904E-1	1,548437E+3	4,485885E-1	1,548437E+3	-5,698617E-1
1,550000E+3	4,393625E-1	1,550000E+3	-5,549580E-1	1,550000E+3	4,391952E-1	1,550000E+3	-5,509329E-1	1,550000E+3	4,462655E-1	1,550000E+3	-5,470593E-1	1,550000E+3	4,503041E-1	1,550000E+3	-5,438107E-1
1,551562E+3	4,427281E-1	1,551562E+3	-5,318003E-1	1,551562E+3	4,437052E-1	1,551562E+3	-5,288537E-1	1,551562E+3	4,486731E-1	1,551562E+3	-5,225741E-1	1,551562E+3	4,504259E-1	1,551562E+3	-5,293525E-1
1,553125E+3	4,464467E-1	1,553125E+3	-5,177896E-1	1,553125E+3	4,455124E-1	1,553125E+3	-5,068045E-1	1,553125E+3	4,460253E-1	1,553125E+3	-5,014764E-1	1,553125E+3	4,551417E-1	1,553125E+3	-5,022050E-1
1,554687E+3	4,476346E-1	1,554687E+3	-4,890348E-1	1,554687E+3	4,509864E-1	1,554687E+3	-4,864295E-1	1,554687E+3	4,496007E-1	1,554687E+3	-4,858388E-1	1,554687E+3	4,589222E-1	1,554687E+3	-4,820948E-1
1,556250E+3	4,510625E-1	1,556250E+3	-4,716470E-1	1,556250E+3	4,506988E-1	1,556250E+3	-4,663935E-1	1,556250E+3	4,506186E-1	1,556250E+3	-4,621906E-1	1,556250E+3	4,618549E-1	1,556250E+3	-4,659999E-1
1,557812E+3	4,497842E-1	1,557812E+3	-4,432262E-1	1,557812E+3	4,546559E-1	1,557812E+3	-4,447766E-1	1,557812E+3	4,546630E-1	1,557812E+3	-4,472852E-1	1,557812E+3	4,620599E-1	1,557812E+3	-4,429141E-1
1,559375E+3	4,538088E-1	1,559375E+3	-4,285671E-1	1,559375E+3	4,557170E-1	1,559375E+3	-4,214952E-1	1,559375E+3	4,558119E-1	1,559375E+3	-4,148905E-1	1,559375E+3	4,646596E-1	1,559375E+3	-4,246074E-1
1,560937E+3	4,567376E-1	1,560937E+3	-4,231387E-1	1,560937E+3	4,538909E-1	1,560937E+3	-4,067694E-1	1,560937E+3	4,595097E-1	1,560937E+3	-3,988459E-1	1,560937E+3	4,654985E-1	1,560937E+3	-3,974473E-1
1,562500E+3	4,590160E-1	1,562500E+3	-3,880993E-1	1,562500E+3	4,565393E-1	1,562500E+3	-3,795396E-1	1,562500E+3	4,622334E-1	1,562500E+3	-3,785119E-1	1,562500E+3	4,686848E-1	1,562500E+3	-3,812123E-1
1,564062E+3	4,623858E-1	1,564062E+3	-3,683958E-1	1,564062E+3	4,621538E-1	1,564062E+3	-3,611036E-1	1,564062E+3	4,641093E-1	1,564062E+3	-3,551872E-1	1,564062E+3	4,761705E-1	1,564062E+3	-3,592633E-1
1,565625E+3	4,690974E-1	1,565625E+3	-3,430051E-1	1,565625E+3	4,660456E-1	1,565625E+3	-3,388529E-1	1,565625E+3	4,698119E-1	1,565625E+3	-3,350574E-1	1,565625E+3	4,773183E-1	1,565625E+3	-3,366900E-1
1,567187E+3	4,653789E-1	1,567187E+3	-3,184858E-1	1,567187E+3	4,711852E-1	1,567187E+3	-3,185323E-1	1,567187E+3	4,710121E-1	1,567187E+3	-3,148060E-1	1,567187E+3	4,799250E-1	1,567187E+3	-3,154796E-1
1,568750E+3	4,667310E-1	1,568750E+3	-3,013649E-1	1,568750E+3	4,735815E-1	1,568750E+3	-2,971330E-1	1,568750E+3	4,727329E-1	1,568750E+3	-2,929792E-1	1,568750E+3	4,803440E-1	1,568750E+3	-2,935708E-1
1,570312E+3	4,743835E-1	1,570312E+3	-2,841348E-1	1,570312E+3	4,730632E-1	1,570312E+3	-2,722923E-1	1,570312E+3	4,766541E-1	1,570312E+3	-2,717464E-1	1,570312E+3	4,864096E-1	1,570312E+3	-2,657089E-1
1,571875E+3	4,796300E-1	1,571875E+3	-2,571670E-1	1,571875E+3	4,779571E-1	1,571875E+3	-2,533454E-1	1,571875E+3	4,811746E-1	1,571875E+3	-2,476720E-1	1,571875E+3	4,838923E-1	1,571875E+3	-2,497005E-1
1,573437E+3	4,793814E-1	1,573437E+3	-2,374717E-1	1,573437E+3	4,818114E-1	1,573437E+3	-2,282224E-1	1,573437E+3	4,835624E-1	1,573437E+3	-2,240450E-1	1,573437E+3	4,875399E-1	1,573437E+3	-2,303526E-1
1,575000E+3	4,824980E-1	1,575000E+3	-2,148717E-1	1,575000E+3	4,854243E-1	1,575000E+3	-2,109655E-1	1,575000E+3	4,898573E-1	1,575000E+3	-2,044442E-1	1,575000E+3	4,937140E-1	1,575000E+3	-2,066236E-1
1,576562E+3	4,901031E-1	1,576562E+3	-1,930840E-1	1,576562E+3	4,881558E-1	1,576562E+3	-1,822367E-1	1,576562E+3	4,919282E-1	1,576562E+3	-1,825644E-1	1,576562E+3	4,975194E-1	1,576562E+3	-1,807236E-1
1,578125E+3	4,921734E-1	1,578125E+3	-1,672326E-1	1,578125E+3	4,920047E-1	1,578125E+3	-1,631119E-1	1,578125E+3	4,960686E-1	1,578125E+3	-1,564713E-1	1,578125E+3	5,019354E-1	1,578125E+3	-1,588275E-1
1,579687E+3	4,958343E-1	1,579687E+3	-1,455311E-1	1,579687E+3	4,971377E-1	1,579687E+3	-1,412109E-1	1,579687E+3	4,979238E-1	1,579687E+3	-1,359759E-1	1,579687E+3	5,075349E-1	1,579687E+3	-1,393397E-1
1,581250E+3	4,975982E-1	1,581250E+3	-1,268606E-1	1,581250E+3	5,011212E-1	1,581250E+3	-1,196663E-1	1,581250E+3	5,042011E-1	1,581250E+3	-1,133051E-1	1,581250E+3	5,072912E-1	1,581250E+3	-1,161106E-1
1,582812E+3	5,062762E-1	1,582812E+3	-1,016171E-1	1,582812E+3	5,050565E-1	1,582812E+3	-9,580985E-2	1,582812E+3	5,032613E-1	1,582812E+3	-9,095152E-2	1,582812E+3	5,114851E-1	1,582812E+3	-9,260920E-2
1,584375E+3	5,070480E-1	1,584375E+3	-7,362820E-2	1,584375E+3	5,085612E-1	1,584375E+3	-6,836956E-2	1,584375E+3	5,091132E-1	1,584375E+3	-6,827659E-2	1,584375E+3	5,187492E-1	1,584375E+3	-6,958180E-2
1,585937E+3	5,073785E-1	1,585937E+3	-5,915319E-2	1,585937E+3	5,095010E-1	1,585937E+3	-4,768132E-2	1,585937E+3	5,152243E-1	1,585937E+3	-4,253479E-2	1,585937E+3	5,216622E-1	1,585937E+3	-4,478001E-2
1,587500E+3	5,187833E-1	1,587500E+3	-2,992898E-2	1,587500E+3	5,180488E-1	1,587500E+3	-2,538269E-2	1,587500E+3	5,198412E-1	1,587500E+3	-2,325007E-2	1,587500E+3	5,259292E-1	1,587500E+3	-2,365097E-2
1,589062E+3	5,205478E-1	1,589062E+3	-6,012015E-3	1,589062E+3	5,208347E-1	1,589062E+3	1,862659E-4	1,589062E+3	5,254620E-1	1,589062E+3	3,590543E-3	1,589062E+3	5,313465E-1	1,589062E+3	-2,489468E-3
1,590625E+3	5,248810E-1	1,590625E+3	1,677758E-2	1,590625E+3	5,265279E-1	1,590625E+3	2,106260E-2	1,590625E+3	5,313694E-1	1,590625E+3	2,514441E-2	1,590625E+3	5,340893E-1	1,590625E+3	2,041514E-2
1,592187E+3	5,287863E-1	1,592187E+3	3,502962E-2	1,592187E+3	5,325636E-1	1,592187E+3	4,652267E-2	1,592187E+3	5,328830E-1	1,592187E+3	5,038680E-2	1,592187E+3	5,380432E-1	1,592187E+3	4,760017E-2
1,593750E+3	5,340134E-1	1,593750E+3	6,210680E-2	1,593750E+3	5,363976E-1	1,593750E+3	6,783097E-2	1,593750E+3	5,370282E-1	1,593750E+3	7,341760E-2	1,593750E+3	5,458875E-1	1,593750E+3	7,396149E-2
1,595312E+3	5,371600E-1	1,595312E+3	8,410329E-2	1,595312E+3	5,385506E-1	1,595312E+3	9,577622E-2	1,595312E+3	5,444275E-1	1,595312E+3	9,902451E-2	1,595312E+3	5,547283E-1	1,595312E+3	9,569851E-2
1,596875E+3	5,450858E-1	1,596875E+3	1,099290E-1	1,596875E+3	5,463154E-1	1,596875E+3	1,183975E-1	1,596875E+3	5,458248E-1	1,596875E+3	1,214450E-1	1,596875E+3	5,587485E-1	1,596875E+3	1,176052E-1
1,598437E+3	5,469825E-1	1,598437E+3	1,369096E-1	1,598437E+3	5,526114E-1	1,598437E+3	1,412327E-1	1,598437E+3	5,536172E-1	1,598437E+3	1,479480E-1	1,598437E+3	5,633120E-1	1,598437E+3	1,401264E-1
1,600000E+3	5,515020E-1	1,600000E+3	1,577453E-1	1,600000E+3	5,576448E-1	1,600000E+3	1,671749E-1	1,600000E+3	5,618051E-1	1,600000E+3	1,731766E-1	1,600000E+3	5,685111E-1	1,600000E+3	1,680299E-1
1,601562E+3	5,598764E-1	1,601562E+3	1,832292E-1	1,601562E+3	5,654672E-1	1,601562E+3	1,894840E-1	1,601562E+3	5,659293E-1	1,601562E+3	1,963890E-1	1,601562E+3	5,713371E-1	1,601562E+3	1,950846E-1
1,603125E+3	5,645483E-1	1,603125E+3	2,119275E-1	1,603125E+3	5,684671E-1	1,603125E+3	2,209769E-1	1,603125E+3	5,682387E-1	1,603125E+3	2,198914E-1	1,603125E+3	5,759042E-1	1,603125E+3	2,213160E-1
