Sample 1 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 1 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 2 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 3 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Real_Frequency [Hz]	Normalized Surface Impedance on Cavity	Sample 4 - Imag_Frequency [Hz]	Normalized Surface Impedance on Cavity	
2,009375E+3	8,211761E-1	2,009375E+3	-1,274672E+0	2,009375E+3	8,141474E-1	2,009375E+3	-1,273955E+0	2,009375E+3	8,139511E-1	2,009375E+3	-1,271190E+0	2,009375E+3	8,285776E-1	2,009375E+3	-1,265046E+0
2,010937E+3	8,183784E-1	2,010937E+3	-1,248875E+0	2,010937E+3	8,136143E-1	2,010937E+3	-1,245188E+0	2,010937E+3	8,162663E-1	2,010937E+3	-1,242462E+0	2,010937E+3	8,313188E-1	2,010937E+3	-1,238193E+0
2,012500E+3	8,207987E-1	2,012500E+3	-1,226904E+0	2,012500E+3	8,184008E-1	2,012500E+3	-1,218503E+0	2,012500E+3	8,161586E-1	2,012500E+3	-1,209247E+0	2,012500E+3	8,340957E-1	2,012500E+3	-1,208361E+0
2,014062E+3	8,219584E-1	2,014062E+3	-1,192851E+0	2,014062E+3	8,199656E-1	2,014062E+3	-1,185855E+0	2,014062E+3	8,220375E-1	2,014062E+3	-1,188756E+0	2,014062E+3	8,238817E-1	2,014062E+3	-1,178580E+0
2,015625E+3	8,208348E-1	2,015625E+3	-1,164835E+0	2,015625E+3	8,195782E-1	2,015625E+3	-1,160325E+0	2,015625E+3	8,207330E-1	2,015625E+3	-1,155378E+0	2,015625E+3	8,326301E-1	2,015625E+3	-1,150927E+0
2,017187E+3	8,169385E-1	2,017187E+3	-1,131944E+0	2,017187E+3	8,266357E-1	2,017187E+3	-1,134186E+0	2,017187E+3	8,195352E-1	2,017187E+3	-1,130315E+0	2,017187E+3	8,370544E-1	2,017187E+3	-1,127457E+0
2,018750E+3	8,245534E-1	2,018750E+3	-1,111126E+0	2,018750E+3	8,192429E-1	2,018750E+3	-1,100321E+0	2,018750E+3	8,204697E-1	2,018750E+3	-1,099636E+0	2,018750E+3	8,338882E-1	2,018750E+3	-1,095888E+0
2,020312E+3	8,241468E-1	2,020312E+3	-1,086936E+0	2,020312E+3	8,267992E-1	2,020312E+3	-1,080471E+0	2,020312E+3	8,260797E-1	2,020312E+3	-1,074306E+0	2,020312E+3	8,328084E-1	2,020312E+3	-1,070631E+0
2,021875E+3	8,268265E-1	2,021875E+3	-1,056250E+0	2,021875E+3	8,312612E-1	2,021875E+3	-1,045515E+0	2,021875E+3	8,279207E-1	2,021875E+3	-1,043506E+0	2,021875E+3	8,376896E-1	2,021875E+3	-1,045100E+0
2,023437E+3	8,333574E-1	2,023437E+3	-1,026300E+0	2,023437E+3	8,317493E-1	2,023437E+3	-1,019718E+0	2,023437E+3	8,344981E-1	2,023437E+3	-1,019046E+0	2,023437E+3	8,471674E-1	2,023437E+3	-1,017117E+0
2,025000E+3	8,388390E-1	2,025000E+3	-9,937429E-1	2,025000E+3	8,313877E-1	2,025000E+3	-9,922775E-1	2,025000E+3	8,354209E-1	2,025000E+3	-9,884189E-1	2,025000E+3	8,540195E-1	2,025000E+3	-9,819459E-1
2,026562E+3	8,421461E-1	2,026562E+3	-9,640803E-1	2,026562E+3	8,377333E-1	2,026562E+3	-9,649269E-1	2,026562E+3	8,379701E-1	2,026562E+3	-9,592071E-1	2,026562E+3	8,572119E-1	2,026562E+3	-9,601340E-1
2,028125E+3	8,428882E-1	2,028125E+3	-9,365268E-1	2,028125E+3	8,405778E-1	2,028125E+3	-9,349772E-1	2,028125E+3	8,439868E-1	2,028125E+3	-9,341200E-1	2,028125E+3	8,572299E-1	2,028125E+3	-9,330353E-1
2,029687E+3	8,531298E-1	2,029687E+3	-9,167016E-1	2,029687E+3	8,456188E-1	2,029687E+3	-9,105087E-1	2,029687E+3	8,490110E-1	2,029687E+3	-9,058392E-1	2,029687E+3	8,617915E-1	2,029687E+3	-9,037383E-1
2,031250E+3	8,607073E-1	2,031250E+3	-8,860590E-1	2,031250E+3	8,553474E-1	2,031250E+3	-8,802275E-1	2,031250E+3	8,578066E-1	2,031250E+3	-8,767019E-1	2,031250E+3	8,654114E-1	2,031250E+3	-8,705380E-1
2,032812E+3	8,634654E-1	2,032812E+3	-8,553141E-1	2,032812E+3	8,610337E-1	2,032812E+3	-8,525260E-1	2,032812E+3	8,616099E-1	2,032812E+3	-8,495178E-1	2,032812E+3	8,704957E-1	2,032812E+3	-8,470879E-1
2,034375E+3	8,633926E-1	2,034375E+3	-8,230335E-1	2,034375E+3	8,592645E-1	2,034375E+3	-8,276459E-1	2,034375E+3	8,670042E-1	2,034375E+3	-8,216705E-1	2,034375E+3	8,794328E-1	2,034375E+3	-8,231125E-1
2,035937E+3	8,711459E-1	2,035937E+3	-8,012409E-1	2,035937E+3	8,650750E-1	2,035937E+3	-7,937576E-1	2,035937E+3	8,722832E-1	2,035937E+3	-7,942613E-1	2,035937E+3	8,832676E-1	2,035937E+3	-7,929043E-1
2,037500E+3	8,779962E-1	2,037500E+3	-7,655219E-1	2,037500E+3	8,736082E-1	2,037500E+3	-7,735331E-1	2,037500E+3	8,737632E-1	2,037500E+3	-7,687948E-1	2,037500E+3	8,911725E-1	2,037500E+3	-7,633491E-1
2,039062E+3	8,816557E-1	2,039062E+3	-7,376546E-1	2,039062E+3	8,826900E-1	2,039062E+3	-7,356133E-1	2,039062E+3	8,830379E-1	2,039062E+3	-7,359765E-1	2,039062E+3	8,978270E-1	2,039062E+3	-7,372200E-1
2,040625E+3	8,924921E-1	2,040625E+3	-7,221461E-1	2,040625E+3	8,907863E-1	2,040625E+3	-7,143137E-1	2,040625E+3	8,906896E-1	2,040625E+3	-7,131749E-1	2,040625E+3	9,051524E-1	2,040625E+3	-7,113609E-1
2,042187E+3	8,994047E-1	2,042187E+3	-6,899536E-1	2,042187E+3	8,981163E-1	2,042187E+3	-6,897968E-1	2,042187E+3	8,990421E-1	2,042187E+3	-6,838534E-1	2,042187E+3	9,086640E-1	2,042187E+3	-6,861931E-1
2,043750E+3	9,085451E-1	2,043750E+3	-6,583686E-1	2,043750E+3	9,057085E-1	2,043750E+3	-6,557428E-1	2,043750E+3	9,054154E-1	2,043750E+3	-6,528374E-1	2,043750E+3	9,215270E-1	2,043750E+3	-6,533455E-1
2,045312E+3	9,181835E-1	2,045312E+3	-6,325465E-1	2,045312E+3	9,114035E-1	2,045312E+3	-6,273045E-1	2,045312E+3	9,166272E-1	2,045312E+3	-6,273046E-1	2,045312E+3	9,304353E-1	2,045312E+3	-6,248838E-1
2,046875E+3	9,261803E-1	2,046875E+3	-6,009355E-1	2,046875E+3	9,192307E-1	2,046875E+3	-6,031181E-1	2,046875E+3	9,259421E-1	2,046875E+3	-6,005420E-1	2,046875E+3	9,380218E-1	2,046875E+3	-5,986451E-1
2,048437E+3	9,321894E-1	2,048437E+3	-5,773341E-1	2,048437E+3	9,303587E-1	2,048437E+3	-5,723127E-1	2,048437E+3	9,332137E-1	2,048437E+3	-5,688427E-1	2,048437E+3	9,488871E-1	2,048437E+3	-5,742158E-1
2,050000E+3	9,445799E-1	2,050000E+3	-5,499299E-1	2,050000E+3	9,392046E-1	2,050000E+3	-5,477481E-1	2,050000E+3	9,429076E-1	2,050000E+3	-5,479241E-1	2,050000E+3	9,555727E-1	2,050000E+3	-5,450808E-1
2,051562E+3	9,530878E-1	2,051562E+3	-5,177528E-1	2,051562E+3	9,519966E-1	2,051562E+3	-5,162772E-1	2,051562E+3	9,524070E-1	2,051562E+3	-5,167548E-1	2,051562E+3	9,672709E-1	2,051562E+3	-5,128186E-1
2,053125E+3	9,623866E-1	2,053125E+3	-4,920580E-1	2,053125E+3	9,628315E-1	2,053125E+3	-4,888873E-1	2,053125E+3	9,666725E-1	2,053125E+3	-4,917448E-1	2,053125E+3	9,775366E-1	2,053125E+3	-4,893233E-1
2,054687E+3	9,757197E-1	2,054687E+3	-4,608357E-1	2,054687E+3	9,734372E-1	2,054687E+3	-4,616711E-1	2,054687E+3	9,760637E-1	2,054687E+3	-4,534037E-1	2,054687E+3	9,905459E-1	2,054687E+3	-4,636671E-1
2,056250E+3	9,861239E-1	2,056250E+3	-4,324093E-1	2,056250E+3	9,857608E-1	2,056250E+3	-4,339502E-1	2,056250E+3	9,868879E-1	2,056250E+3	-4,315056E-1	2,056250E+3	1,003359E+0	2,056250E+3	-4,299345E-1
2,057812E+3	9,960541E-1	2,057812E+3	-4,072470E-1	2,057812E+3	9,922589E-1	2,057812E+3	-4,036028E-1	2,057812E+3	9,973217E-1	2,057812E+3	-4,030250E-1	2,057812E+3	1,015242E+0	2,057812E+3	-4,072983E-1
2,059375E+3	1,017096E+0	2,059375E+3	-3,797594E-1	2,059375E+3	1,008875E+0	2,059375E+3	-3,780910E-1	2,059375E+3	1,013225E+0	2,059375E+3	-3,764705E-1	2,059375E+3	1,029466E+0	2,059375E+3	-3,808922E-1
2,060937E+3	1,032608E+0	2,060937E+3	-3,561379E-1	2,060937E+3	1,025675E+0	2,060937E+3	-3,455902E-1	2,060937E+3	1,024847E+0	2,060937E+3	-3,516170E-1	2,060937E+3	1,041884E+0	2,060937E+3	-3,509087E-1
2,062500E+3	1,045736E+0	2,062500E+3	-3,125081E-1	2,062500E+3	1,038334E+0	2,062500E+3	-3,232175E-1	2,062500E+3	1,039357E+0	2,062500E+3	-3,160921E-1	2,062500E+3	1,057266E+0	2,062500E+3	-3,234529E-1
2,064062E+3	1,063451E+0	2,064062E+3	-2,911525E-1	2,064062E+3	1,055181E+0	2,064062E+3	-2,934990E-1	2,064062E+3	1,054003E+0	2,064062E+3	-2,921762E-1	2,064062E+3	1,075983E+0	2,064062E+3	-2,961306E-1
2,065625E+3	1,078466E+0	2,065625E+3	-2,669492E-1	2,065625E+3	1,074337E+0	2,065625E+3	-2,689213E-1	2,065625E+3	1,071958E+0	2,065625E+3	-2,642058E-1	2,065625E+3	1,095341E+0	2,065625E+3	-2,720187E-1
2,067187E+3	1,088710E+0	2,067187E+3	-2,410605E-1	2,067187E+3	1,087862E+0	2,067187E+3	-2,346323E-1	2,067187E+3	1,087808E+0	2,067187E+3	-2,367318E-1	2,067187E+3	1,109981E+0	2,067187E+3	-2,420884E-1
2,068750E+3	1,111730E+0	2,068750E+3	-2,093970E-1	2,068750E+3	1,103116E+0	2,068750E+3	-2,059364E-1	2,068750E+3	1,108018E+0	2,068750E+3	-2,067594E-1	2,068750E+3	1,125419E+0	2,068750E+3	-2,144927E-1
2,070312E+3	1,132116E+0	2,070312E+3	-1,848644E-1	2,070312E+3	1,120270E+0	2,070312E+3	-1,787948E-1	2,070312E+3	1,127112E+0	2,070312E+3	-1,814055E-1	2,070312E+3	1,143280E+0	2,070312E+3	-1,883192E-1
2,071875E+3	1,147108E+0	2,071875E+3	-1,544276E-1	2,071875E+3	1,142383E+0	2,071875E+3	-1,514218E-1	2,071875E+3	1,145895E+0	2,071875E+3	-1,522220E-1	2,071875E+3	1,166167E+0	2,071875E+3	-1,559268E-1
2,073437E+3	1,172949E+0	2,073437E+3	-1,268869E-1	2,073437E+3	1,165331E+0	2,073437E+3	-1,237146E-1	2,073437E+3	1,165323E+0	2,073437E+3	-1,231734E-1	2,073437E+3	1,186378E+0	2,073437E+3	-1,346445E-1
2,075000E+3	1,194621E+0	2,075000E+3	-9,966351E-2	2,075000E+3	1,185102E+0	2,075000E+3	-9,586366E-2	2,075000E+3	1,189100E+0	2,075000E+3	-1,005945E-1	2,075000E+3	1,206664E+0	2,075000E+3	-1,079226E-1
2,076562E+3	1,208515E+0	2,076562E+3	-7,568520E-2	2,076562E+3	1,211960E+0	2,076562E+3	-6,773874E-2	2,076562E+3	1,213994E+0	2,076562E+3	-7,066742E-2	2,076562E+3	1,230337E+0	2,076562E+3	-7,893060E-2
2,078125E+3	1,237486E+0	2,078125E+3	-4,746066E-2	2,078125E+3	1,233384E+0	2,078125E+3	-4,625549E-2	2,078125E+3	1,233831E+0	2,078125E+3	-4,287647E-2	2,078125E+3	1,253363E+0	2,078125E+3	-5,430796E-2
2,079687E+3	1,263697E+0	2,079687E+3	-2,234839E-2	2,079687E+3	1,258481E+0	2,079687E+3	-1,869640E-2	2,079687E+3	1,259897E+0	2,079687E+3	-1,949184E-2	2,079687E+3	1,277837E+0	2,079687E+3	-2,787581E-2
2,081250E+3	1,281633E+0	2,081250E+3	1,286834E-2	2,081250E+3	1,285915E+0	2,081250E+3	9,435052E-3	2,081250E+3	1,285229E+0	2,081250E+3	4,227586E-3	2,081250E+3	1,301149E+0	2,081250E+3	2,754687E-3
2,082812E+3	1,308842E+0	2,082812E+3	3,915627E-2	2,082812E+3	1,313347E+0	2,082812E+3	3,456969E-2	2,082812E+3	1,315238E+0	2,082812E+3	3,352426E-2	2,082812E+3	1,330765E+0	2,082812E+3	2,398735E-2
2,084375E+3	1,335096E+0	2,084375E+3	6,550358E-2	2,084375E+3	1,342701E+0	2,084375E+3	6,198708E-2	2,084375E+3	1,343107E+0	2,084375E+3	6,238316E-2	2,084375E+3	1,358621E+0	2,084375E+3	4,874076E-2
2,085937E+3	1,373224E+0	2,085937E+3	8,501879E-2	2,085937E+3	1,364120E+0	2,085937E+3	9,015902E-2	2,085937E+3	1,369275E+0	2,085937E+3	8,479045E-2	2,085937E+3	1,386012E+0	2,085937E+3	7,806110E-2
2,087500E+3	1,405788E+0	2,087500E+3	1,068875E-1	2,087500E+3	1,397292E+0	2,087500E+3	1,158770E-1	2,087500E+3	1,400641E+0	2,087500E+3	1,092880E-1	2,087500E+3	1,416597E+0	2,087500E+3	1,020521E-1
2,089062E+3	1,426354E+0	2,089062E+3	1,342673E-1	2,089062E+3	1,433452E+0	2,089062E+3	1,385226E-1	2,089062E+3	1,429700E+0	2,089062E+3	1,331837E-1	2,089062E+3	1,450718E+0	2,089062E+3	1,228778E-1
2,090625E+3	1,471243E+0	2,090625E+3	1,582471E-1	2,090625E+3	1,466579E+0	2,090625E+3	1,583474E-1	2,090625E+3	1,466901E+0	2,090625E+3	1,562677E-1	2,090625E+3	1,488776E+0	2,090625E+3	1,495394E-1
2,092187E+3	1,510173E+0	2,092187E+3	1,890705E-1	2,092187E+3	1,498139E+0	2,092187E+3	1,820829E-1	2,092187E+3	1,506718E+0	2,092187E+3	1,834630E-1	2,092187E+3	1,519176E+0	2,092187E+3	1,657313E-1
2,093750E+3	1,550919E+0	2,093750E+3	2,085938E-1	2,093750E+3	1,539295E+0	2,093750E+3	2,083022E-1	2,093750E+3	1,542001E+0	2,093750E+3	2,037764E-1	2,093750E+3	1,561798E+0	2,093750E+3	1,841987E-1
2,095312E+3	1,586145E+0	2,095312E+3	2,244315E-1	2,095312E+3	1,581143E+0	2,095312E+3	2,313943E-1	2,095312E+3	1,572807E+0	2,095312E+3	2,233502E-1	2,095312E+3	1,594306E+0	2,095312E+3	2,060452E-1
2,096875E+3	1,660850E+0	2,096875E+3	2,562207E-1	2,096875E+3	1,619255E+0	2,096875E+3	2,508377E-1	2,096875E+3	1,623282E+0	2,096875E+3	2,440613E-1	2,096875E+3	1,637365E+0	2,096875E+3	2,251032E-1
2,098437E+3	1,688013E+0	2,098437E+3	2,615311E-1	2,098437E+3	1,680515E+0	2,098437E+3	2,699723E-1	2,098437E+3	1,659088E+0	2,098437E+3	2,569059E-1	2,098437E+3	1,670909E+0	2,098437E+3	2,418197E-1
2,100000E+3	1,695456E+0	2,100000E+3	2,749694E-1	2,100000E+3	1,706221E+0	2,100000E+3	2,822271E-1	2,100000E+3	1,704586E+0	2,100000E+3	2,777488E-1	2,100000E+3	1,718110E+0	2,100000E+3	2,569945E-1
2,101562E+3	1,711831E+0	2,101562E+3	2,951211E-1	2,101562E+3	1,727771E+0	2,101562E+3	2,968320E-1	2,101562E+3	1,750761E+0	2,101562E+3	2,926811E-1	2,101562E+3	1,764546E+0	2,101562E+3	2,708132E-1
2,103125E+3	1,816062E+0	2,103125E+3	3,043949E-1	2,103125E+3	1,795707E+0	2,103125E+3	3,160307E-1	2,103125E+3	1,788811E+0	2,103125E+3	3,075523E-1	2,103125E+3	1,812482E+0	2,103125E+3	2,896855E-1
2,104687E+3	1,860228E+0	2,104687E+3	3,169047E-1	2,104687E+3	1,841754E+0	2,104687E+3	3,254819E-1	2,104687E+3	1,845563E+0	2,104687E+3	3,130187E-1	2,104687E+3	1,861221E+0	2,104687E+3	3,024606E-1
2,106250E+3	1,924669E+0	2,106250E+3	3,262727E-1	2,106250E+3	1,890746E+0	2,106250E+3	3,211867E-1	2,106250E+3	1,894934E+0	2,106250E+3	3,182170E-1	2,106250E+3	1,914129E+0	2,106250E+3	3,033175E-1
2,107812E+3	1,959925E+0	2,107812E+3	3,274043E-1	2,107812E+3	1,953825E+0	2,107812E+3	3,291628E-1	2,107812E+3	1,950427E+0	2,107812E+3	3,287292E-1	2,107812E+3	1,969225E+0	2,107812E+3	3,067435E-1
2,109375E+3	2,010487E+0	2,109375E+3	3,259999E-1	2,109375E+3	2,011576E+0	2,109375E+3	3,438519E-1	2,109375E+3	1,995199E+0	2,109375E+3	3,374943E-1	2,109375E+3	2,019292E+0	2,109375E+3	3,183931E-1
2,110937E+3	2,063667E+0	2,110937E+3	3,394542E-1	2,110937E+3	2,061742E+0	2,110937E+3	3,415461E-1	2,110937E+3	2,056006E+0	2,110937E+3	3,439407E-1	2,110937E+3	2,069159E+0	2,110937E+3	3,169651E-1
2,112500E+3	2,126065E+0	2,112500E+3	3,330208E-1	2,112500E+3	2,118650E+0	2,112500E+3	3,472403E-1	2,112500E+3	2,127580E+0	2,112500E+3	3,366640E-1	2,112500E+3	2,127219E+0	2,112500E+3	3,081470E-1
2,114062E+3	2,189672E+0	2,114062E+3	3,115946E-1	2,114062E+3	2,181353E+0	2,114062E+3	3,366516E-1	2,114062E+3	2,175220E+0	2,114062E+3	3,364637E-1	2,114062E+3	2,187910E+0	2,114062E+3	3,088633E-1
2,115625E+3	2,249823E+0	2,115625E+3	3,016876E-1	2,115625E+3	2,241098E+0	2,115625E+3	3,240319E-1	2,115625E+3	2,229320E+0	2,115625E+3	3,174081E-1	2,115625E+3	2,240674E+0	2,115625E+3	2,994774E-1
2,117187E+3	2,308180E+0	2,117187E+3	2,942630E-1	2,117187E+3	2,300441E+0	2,117187E+3	3,081795E-1	2,117187E+3	2,290172E+0	2,117187E+3	3,100160E-1	2,117187E+3	2,304056E+0	2,117187E+3	2,828989E-1
2,118750E+3	2,369648E+0	2,118750E+3	2,772593E-1	2,118750E+3	2,358675E+0	2,118750E+3	2,948283E-1	2,118750E+3	2,359100E+0	2,118750E+3	2,949930E-1	2,118750E+3	2,350288E+0	2,118750E+3	2,568839E-1
2,120312E+3	2,431962E+0	2,120312E+3	2,578856E-1	2,120312E+3	2,408619E+0	2,120312E+3	2,881777E-1	2,120312E+3	2,411945E+0	2,120312E+3	2,815158E-1	2,120312E+3	2,425656E+0	2,120312E+3	2,392277E-1
2,121875E+3	2,497021E+0	2,121875E+3	2,295405E-1	2,121875E+3	2,488391E+0	2,121875E+3	2,566034E-1	2,121875E+3	2,483838E+0	2,121875E+3	2,396373E-1	2,121875E+3	2,485371E+0	2,121875E+3	2,189741E-1
2,123437E+3	2,555963E+0	2,123437E+3	2,029798E-1	2,123437E+3	2,563586E+0	2,123437E+3	2,089800E-1	2,123437E+3	2,543770E+0	2,123437E+3	2,109954E-1	2,123437E+3	2,517880E+0	2,123437E+3	1,803715E-1
2,125000E+3	2,609493E+0	2,125000E+3	1,618045E-1	2,125000E+3	2,608471E+0	2,125000E+3	1,858966E-1	2,125000E+3	2,597749E+0	2,125000E+3	1,783564E-1	2,125000E+3	2,595126E+0	2,125000E+3	1,309596E-1
2,126562E+3	2,654549E+0	2,126562E+3	1,142868E-1	2,126562E+3	2,671160E+0	2,126562E+3	1,392686E-1	2,126562E+3	2,654867E+0	2,126562E+3	1,402036E-1	2,126562E+3	2,651774E+0	2,126562E+3	9,428082E-2
2,128125E+3	2,716971E+0	2,128125E+3	8,090093E-2	2,128125E+3	2,726225E+0	2,128125E+3	8,951430E-2	2,128125E+3	2,707547E+0	2,128125E+3	8,785122E-2	2,128125E+3	2,705009E+0	2,128125E+3	5,494532E-2
2,129687E+3	2,785652E+0	2,129687E+3	-1,165208E-2	2,129687E+3	2,766259E+0	2,129687E+3	1,624814E-2	2,129687E+3	2,761107E+0	2,129687E+3	2,504722E-2	2,129687E+3	2,750456E+0	2,129687E+3	-1,598359E-2
2,131250E+3	2,807081E+0	2,131250E+3	-5,224605E-2	2,131250E+3	2,826692E+0	2,131250E+3	-3,017385E-2	2,131250E+3	2,801959E+0	2,131250E+3	-2,760127E-2	2,131250E+3	2,783861E+0	2,131250E+3	-6,412842E-2
2,132812E+3	2,848202E+0	2,132812E+3	-1,472231E-1	2,132812E+3	2,857186E+0	2,132812E+3	-8,069922E-2	2,132812E+3	2,865112E+0	2,132812E+3	-9,311381E-2	2,132812E+3	2,835387E+0	2,132812E+3	-1,378583E-1
2,134375E+3	2,913053E+0	2,134375E+3	-2,313444E-1	2,134375E+3	2,918633E+0	2,134375E+3	-1,781231E-1	2,134375E+3	2,893628E+0	2,134375E+3	-1,580305E-1	2,134375E+3	2,866657E+0	2,134375E+3	-1,987829E-1
2,135937E+3	2,937254E+0	2,135937E+3	-2,907756E-1	2,135937E+3	2,941700E+0	2,135937E+3	-2,297356E-1	2,135937E+3	2,914166E+0	2,135937E+3	-2,483010E-1	2,135937E+3	2,910761E+0	2,135937E+3	-2,625525E-1
2,137500E+3	2,959802E+0	2,137500E+3	-3,452763E-1	2,137500E+3	2,976548E+0	2,137500E+3	-3,370782E-1	2,137500E+3	2,944129E+0	2,137500E+3	-3,135486E-1	2,137500E+3	2,932996E+0	2,137500E+3	-3,461984E-1
2,139062E+3	2,973779E+0	2,139062E+3	-4,573616E-1	2,139062E+3	2,990121E+0	2,139062E+3	-4,041954E-1	2,139062E+3	2,959687E+0	2,139062E+3	-4,141094E-1	2,139062E+3	2,927267E+0	2,139062E+3	-4,095061E-1
2,140625E+3	2,987190E+0	2,140625E+3	-5,147951E-1	2,140625E+3	2,980426E+0	2,140625E+3	-4,982564E-1	2,140625E+3	2,970525E+0	2,140625E+3	-4,809574E-1	2,140625E+3	2,962179E+0	2,140625E+3	-5,145475E-1
2,142187E+3	3,009155E+0	2,142187E+3	-6,008699E-1	2,142187E+3	2,977010E+0	2,142187E+3	-5,607718E-1	2,142187E+3	2,981278E+0	2,142187E+3	-5,648171E-1	2,142187E+3	2,946816E+0	2,142187E+3	-5,951614E-1
2,143750E+3	3,001326E+0	2,143750E+3	-6,990802E-1	2,143750E+3	2,983564E+0	2,143750E+3	-6,448028E-1	2,143750E+3	2,978372E+0	2,143750E+3	-6,557137E-1	2,143750E+3	2,941445E+0	2,143750E+3	-6,690072E-1
2,145312E+3	2,976538E+0	2,145312E+3	-7,788329E-1	2,145312E+3	2,958406E+0	2,145312E+3	-7,561489E-1	2,145312E+3	2,965745E+0	2,145312E+3	-7,338052E-1	2,145312E+3	2,925962E+0	2,145312E+3	-7,585294E-1
2,146875E+3	2,924219E+0	2,146875E+3	-8,762110E-1	2,146875E+3	2,965058E+0	2,146875E+3	-8,451377E-1	2,146875E+3	2,934431E+0	2,146875E+3	-8,293609E-1	2,146875E+3	2,897013E+0	2,146875E+3	-8,314454E-1
2,148437E+3	2,901635E+0	2,148437E+3	-9,562504E-1	2,148437E+3	2,934959E+0	2,148437E+3	-9,268727E-1	2,148437E+3	2,906668E+0	2,148437E+3	-9,022710E-1	2,148437E+3	2,877987E+0	2,148437E+3	-8,996740E-1
2,150000E+3	2,821447E+0	2,150000E+3	-1,035268E+0	2,150000E+3	2,885509E+0	2,150000E+3	-1,003932E+0	2,150000E+3	2,884541E+0	2,150000E+3	-9,839912E-1	2,150000E+3	2,836557E+0	2,150000E+3	-1,001136E+0
2,151562E+3	2,804582E+0	2,151562E+3	-1,106367E+0	2,151562E+3	2,822823E+0	2,151562E+3	-1,061282E+0	2,151562E+3	2,842080E+0	2,151562E+3	-1,055730E+0	2,151562E+3	2,803978E+0	2,151562E+3	-1,061070E+0
2,153125E+3	2,754996E+0	2,153125E+3	-1,145954E+0	2,153125E+3	2,777392E+0	2,153125E+3	-1,125825E+0	2,153125E+3	2,763174E+0	2,153125E+3	-1,111760E+0	2,153125E+3	2,750320E+0	2,153125E+3	-1,129882E+0
2,154687E+3	2,695374E+0	2,154687E+3	-1,234003E+0	2,154687E+3	2,721172E+0	2,154687E+3	-1,196887E+0	2,154687E+3	2,711194E+0	2,154687E+3	-1,187747E+0	2,154687E+3	2,708879E+0	2,154687E+3	-1,186476E+0
2,156250E+3	2,597461E+0	2,156250E+3	-1,270950E+0	2,156250E+3	2,650792E+0	2,156250E+3	-1,258368E+0	2,156250E+3	2,664116E+0	2,156250E+3	-1,239617E+0	2,156250E+3	2,619484E+0	2,156250E+3	-1,238530E+0
2,157812E+3	2,514768E+0	2,157812E+3	-1,334884E+0	2,157812E+3	2,579557E+0	2,157812E+3	-1,298710E+0	2,157812E+3	2,572368E+0	2,157812E+3	-1,288824E+0	2,157812E+3	2,558492E+0	2,157812E+3	-1,275221E+0
2,159375E+3	2,500207E+0	2,159375E+3	-1,329114E+0	2,159375E+3	2,506466E+0	2,159375E+3	-1,354433E+0	2,159375E+3	2,505409E+0	2,159375E+3	-1,317570E+0	2,159375E+3	2,491030E+0	2,159375E+3	-1,310690E+0
2,160937E+3	2,466914E+0	2,160937E+3	-1,336696E+0	2,160937E+3	2,466624E+0	2,160937E+3	-1,357194E+0	2,160937E+3	2,452270E+0	2,160937E+3	-1,354872E+0	2,160937E+3	2,417983E+0	2,160937E+3	-1,340663E+0
2,162500E+3	2,352931E+0	2,162500E+3	-1,386944E+0	2,162500E+3	2,373752E+0	2,162500E+3	-1,401813E+0	2,162500E+3	2,369946E+0	2,162500E+3	-1,392904E+0	2,162500E+3	2,352132E+0	2,162500E+3	-1,365766E+0
2,164062E+3	2,264089E+0	2,164062E+3	-1,405348E+0	2,164062E+3	2,282312E+0	2,164062E+3	-1,418783E+0	2,164062E+3	2,292968E+0	2,164062E+3	-1,412406E+0	2,164062E+3	2,279618E+0	2,164062E+3	-1,388383E+0
2,165625E+3	2,189741E+0	2,165625E+3	-1,421065E+0	2,165625E+3	2,207707E+0	2,165625E+3	-1,424275E+0	2,165625E+3	2,233044E+0	2,165625E+3	-1,427943E+0	2,165625E+3	2,201138E+0	2,165625E+3	-1,401255E+0
2,167187E+3	2,119422E+0	2,167187E+3	-1,446033E+0	2,167187E+3	2,137834E+0	2,167187E+3	-1,419374E+0	2,167187E+3	2,147109E+0	2,167187E+3	-1,427427E+0	2,167187E+3	2,122782E+0	2,167187E+3	-1,420570E+0
2,168750E+3	2,024252E+0	2,168750E+3	-1,445203E+0	2,168750E+3	2,067923E+0	2,168750E+3	-1,430631E+0	2,168750E+3	2,070343E+0	2,168750E+3	-1,416216E+0	2,168750E+3	2,073972E+0	2,168750E+3	-1,413997E+0
2,170312E+3	1,964402E+0	2,170312E+3	-1,429940E+0	2,170312E+3	1,990037E+0	2,170312E+3	-1,419490E+0	2,170312E+3	1,986633E+0	2,170312E+3	-1,418257E+0	2,170312E+3	1,984075E+0	2,170312E+3	-1,390323E+0
