Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
2,171875E+3	6,388592E+1	2,171875E+3	7,192305E+1	2,171875E+3	8,336097E+1	2,171875E+3	9,299627E+1
2,173437E+3	6,395292E+1	2,173437E+3	7,152763E+1	2,173437E+3	8,309044E+1	2,173437E+3	9,232114E+1
2,175000E+3	6,381278E+1	2,175000E+3	7,154465E+1	2,175000E+3	8,227727E+1	2,175000E+3	9,242024E+1
2,176562E+3	6,287263E+1	2,176562E+3	7,225313E+1	2,176562E+3	8,222238E+1	2,176562E+3	9,254440E+1
2,178125E+3	6,262448E+1	2,178125E+3	7,287690E+1	2,178125E+3	8,239021E+1	2,178125E+3	9,186120E+1
2,179687E+3	6,171721E+1	2,179687E+3	7,295819E+1	2,179687E+3	8,285021E+1	2,179687E+3	9,241199E+1
2,181250E+3	6,304184E+1	2,181250E+3	7,155014E+1	2,181250E+3	8,226730E+1	2,181250E+3	9,130992E+1
2,182812E+3	6,338218E+1	2,182812E+3	7,145502E+1	2,182812E+3	8,263088E+1	2,182812E+3	9,148728E+1
2,184375E+3	6,382922E+1	2,184375E+3	7,137302E+1	2,184375E+3	8,140550E+1	2,184375E+3	9,202876E+1
2,185937E+3	6,279042E+1	2,185937E+3	7,232848E+1	2,185937E+3	8,112395E+1	2,185937E+3	9,148498E+1
2,187500E+3	6,215660E+1	2,187500E+3	7,303356E+1	2,187500E+3	8,133892E+1	2,187500E+3	9,347724E+1
2,189062E+3	6,244156E+1	2,189062E+3	7,227385E+1	2,189062E+3	8,225176E+1	2,189062E+3	9,354530E+1
2,190625E+3	6,329597E+1	2,190625E+3	7,152423E+1	2,190625E+3	8,211098E+1	2,190625E+3	9,285016E+1
2,192187E+3	6,326632E+1	2,192187E+3	7,215084E+1	2,192187E+3	8,176133E+1	2,192187E+3	9,297720E+1
2,193750E+3	6,227246E+1	2,193750E+3	7,217587E+1	2,193750E+3	8,184547E+1	2,193750E+3	9,299285E+1
2,195312E+3	6,300566E+1	2,195312E+3	7,239262E+1	2,195312E+3	8,166408E+1	2,195312E+3	9,274510E+1
2,196875E+3	6,304558E+1	2,196875E+3	7,242630E+1	2,196875E+3	8,246296E+1	2,196875E+3	9,286973E+1
2,198437E+3	6,322410E+1	2,198437E+3	7,316137E+1	2,198437E+3	8,207429E+1	2,198437E+3	9,197736E+1
2,200000E+3	6,324270E+1	2,200000E+3	7,248957E+1	2,200000E+3	8,267948E+1	2,200000E+3	9,259835E+1
2,201562E+3	6,302727E+1	2,201562E+3	7,114436E+1	2,201562E+3	8,388194E+1	2,201562E+3	9,213650E+1
2,203125E+3	6,406254E+1	2,203125E+3	7,299501E+1	2,203125E+3	8,299117E+1	2,203125E+3	9,232474E+1
2,204687E+3	6,351014E+1	2,204687E+3	7,360809E+1	2,204687E+3	8,309047E+1	2,204687E+3	9,201040E+1
2,206250E+3	6,336819E+1	2,206250E+3	7,298052E+1	2,206250E+3	8,346367E+1	2,206250E+3	9,293742E+1
2,207812E+3	6,492460E+1	2,207812E+3	7,294997E+1	2,207812E+3	8,439274E+1	2,207812E+3	9,272994E+1
2,209375E+3	6,463234E+1	2,209375E+3	7,384510E+1	2,209375E+3	8,303930E+1	2,209375E+3	9,293250E+1
2,210937E+3	6,533537E+1	2,210937E+3	7,453479E+1	2,210937E+3	8,325040E+1	2,210937E+3	9,412254E+1
2,212500E+3	6,522667E+1	2,212500E+3	7,498549E+1	2,212500E+3	8,322741E+1	2,212500E+3	9,317887E+1
2,214062E+3	6,481652E+1	2,214062E+3	7,379255E+1	2,214062E+3	8,346596E+1	2,214062E+3	9,355830E+1
2,215625E+3	6,521886E+1	2,215625E+3	7,379936E+1	2,215625E+3	8,389560E+1	2,215625E+3	9,522278E+1
2,217187E+3	6,960542E+1	2,217187E+3	7,373004E+1	2,217187E+3	8,366886E+1	2,217187E+3	9,580319E+1
2,218750E+3	7,697949E+1	2,218750E+3	7,597556E+1	2,218750E+3	8,462201E+1	2,218750E+3	9,517381E+1
2,220312E+3	7,580565E+1	2,220312E+3	7,937284E+1	2,220312E+3	8,496984E+1	2,220312E+3	9,441634E+1
2,221875E+3	6,726271E+1	2,221875E+3	7,662021E+1	2,221875E+3	8,407174E+1	2,221875E+3	9,417880E+1
2,223437E+3	6,416304E+1	2,223437E+3	7,493284E+1	2,223437E+3	8,495798E+1	2,223437E+3	9,420935E+1
2,225000E+3	6,379666E+1	2,225000E+3	7,505170E+1	2,225000E+3	8,530982E+1	2,225000E+3	9,384564E+1
2,226562E+3	6,407152E+1	2,226562E+3	7,507594E+1	2,226562E+3	8,497509E+1	2,226562E+3	9,465418E+1
2,228125E+3	6,352492E+1	2,228125E+3	7,497445E+1	2,228125E+3	8,423273E+1	2,228125E+3	9,513621E+1
2,229687E+3	6,444495E+1	2,229687E+3	7,352493E+1	2,229687E+3	8,485617E+1	2,229687E+3	9,511470E+1
2,231250E+3	6,492849E+1	2,231250E+3	7,367857E+1	2,231250E+3	8,544090E+1	2,231250E+3	9,520072E+1
2,232812E+3	6,442722E+1	2,232812E+3	7,461937E+1	2,232812E+3	8,494202E+1	2,232812E+3	9,397692E+1
2,234375E+3	6,479516E+1	2,234375E+3	7,410252E+1	2,234375E+3	8,402155E+1	2,234375E+3	9,397506E+1
2,235937E+3	6,473719E+1	2,235937E+3	7,510027E+1	2,235937E+3	8,437577E+1	2,235937E+3	9,552169E+1
2,237500E+3	6,539724E+1	2,237500E+3	7,536742E+1	2,237500E+3	8,423332E+1	2,237500E+3	9,508876E+1
2,239062E+3	6,416376E+1	2,239062E+3	7,542398E+1	2,239062E+3	8,499843E+1	2,239062E+3	9,592856E+1
2,240625E+3	6,384642E+1	2,240625E+3	7,554669E+1	2,240625E+3	8,475905E+1	2,240625E+3	9,637997E+1
2,242187E+3	6,472024E+1	2,242187E+3	7,509721E+1	2,242187E+3	8,385503E+1	2,242187E+3	9,626848E+1
2,243750E+3	6,447312E+1	2,243750E+3	7,447784E+1	2,243750E+3	8,441800E+1	2,243750E+3	9,526598E+1
2,245312E+3	6,444161E+1	2,245312E+3	7,511719E+1	2,245312E+3	8,462919E+1	2,245312E+3	9,522130E+1
2,246875E+3	6,443272E+1	2,246875E+3	7,531300E+1	2,246875E+3	8,563778E+1	2,246875E+3	9,541579E+1
2,248437E+3	6,562419E+1	2,248437E+3	7,508421E+1	2,248437E+3	8,570440E+1	2,248437E+3	9,454705E+1
2,250000E+3	6,483949E+1	2,250000E+3	7,471338E+1	2,250000E+3	8,547150E+1	2,250000E+3	9,470455E+1
2,251562E+3	6,437388E+1	2,251562E+3	7,496314E+1	2,251562E+3	8,376622E+1	2,251562E+3	9,457462E+1
2,253125E+3	6,480671E+1	2,253125E+3	7,462377E+1	2,253125E+3	8,443749E+1	2,253125E+3	9,525382E+1
2,254687E+3	6,496903E+1	2,254687E+3	7,466856E+1	2,254687E+3	8,411674E+1	2,254687E+3	9,567768E+1
2,256250E+3	6,498136E+1	2,256250E+3	7,380578E+1	2,256250E+3	8,438170E+1	2,256250E+3	9,572537E+1
2,257812E+3	6,464366E+1	2,257812E+3	7,448470E+1	2,257812E+3	8,465209E+1	2,257812E+3	9,583695E+1
2,259375E+3	6,424934E+1	2,259375E+3	7,587667E+1	2,259375E+3	8,447483E+1	2,259375E+3	9,600118E+1
2,260937E+3	6,400654E+1	2,260937E+3	7,453038E+1	2,260937E+3	8,391273E+1	2,260937E+3	9,489407E+1
2,262500E+3	6,428719E+1	2,262500E+3	7,488382E+1	2,262500E+3	8,453982E+1	2,262500E+3	9,466386E+1
2,264062E+3	6,324674E+1	2,264062E+3	7,572551E+1	2,264062E+3	8,501915E+1	2,264062E+3	9,333410E+1
2,265625E+3	6,338306E+1	2,265625E+3	7,425006E+1	2,265625E+3	8,495267E+1	2,265625E+3	9,340653E+1
2,267187E+3	6,434177E+1	2,267187E+3	7,384067E+1	2,267187E+3	8,498459E+1	2,267187E+3	9,482662E+1
2,268750E+3	6,415637E+1	2,268750E+3	7,387916E+1	2,268750E+3	8,450874E+1	2,268750E+3	9,471143E+1
2,270312E+3	6,379559E+1	2,270312E+3	7,552725E+1	2,270312E+3	8,342365E+1	2,270312E+3	9,499776E+1
2,271875E+3	6,428093E+1	2,271875E+3	7,405791E+1	2,271875E+3	8,305410E+1	2,271875E+3	9,526682E+1
2,273437E+3	6,329857E+1	2,273437E+3	7,334365E+1	2,273437E+3	8,304530E+1	2,273437E+3	9,442946E+1
2,275000E+3	6,298593E+1	2,275000E+3	7,294039E+1	2,275000E+3	8,304522E+1	2,275000E+3	9,379724E+1
2,276562E+3	6,270596E+1	2,276562E+3	7,202261E+1	2,276562E+3	8,317593E+1	2,276562E+3	9,404856E+1
2,278125E+3	6,725476E+1	2,278125E+3	7,244041E+1	2,278125E+3	8,254756E+1	2,278125E+3	9,300789E+1
2,279687E+3	6,886623E+1	2,279687E+3	7,406685E+1	2,279687E+3	8,221641E+1	2,279687E+3	9,165029E+1
2,281250E+3	6,432086E+1	2,281250E+3	7,363347E+1	2,281250E+3	8,131256E+1	2,281250E+3	9,204816E+1
2,282812E+3	6,066362E+1	2,282812E+3	7,271742E+1	2,282812E+3	8,131188E+1	2,282812E+3	9,190482E+1
2,284375E+3	6,046104E+1	2,284375E+3	7,211566E+1	2,284375E+3	8,050091E+1	2,284375E+3	9,173284E+1
2,285937E+3	6,146931E+1	2,285937E+3	7,096037E+1	2,285937E+3	8,087980E+1	2,285937E+3	8,989166E+1
2,287500E+3	6,203174E+1	2,287500E+3	7,098451E+1	2,287500E+3	8,090111E+1	2,287500E+3	8,985949E+1
2,289062E+3	6,105860E+1	2,289062E+3	7,084810E+1	2,289062E+3	7,940066E+1	2,289062E+3	9,005511E+1
2,290625E+3	6,165512E+1	2,290625E+3	7,030887E+1	2,290625E+3	7,903277E+1	2,290625E+3	9,053899E+1
2,292187E+3	6,150833E+1	2,292187E+3	6,974957E+1	2,292187E+3	7,907547E+1	2,292187E+3	9,042892E+1
2,293750E+3	6,082428E+1	2,293750E+3	7,033774E+1	2,293750E+3	8,074379E+1	2,293750E+3	9,057016E+1
2,295312E+3	5,980858E+1	2,295312E+3	7,021175E+1	2,295312E+3	8,059625E+1	2,295312E+3	9,009929E+1
2,296875E+3	6,005939E+1	2,296875E+3	7,105045E+1	2,296875E+3	8,035339E+1	2,296875E+3	9,020827E+1
2,298437E+3	6,068369E+1	2,298437E+3	7,129712E+1	2,298437E+3	8,090639E+1	2,298437E+3	9,044529E+1
2,300000E+3	6,029844E+1	2,300000E+3	7,071136E+1	2,300000E+3	8,035651E+1	2,300000E+3	9,025309E+1
2,301562E+3	5,955992E+1	2,301562E+3	7,110465E+1	2,301562E+3	7,955180E+1	2,301562E+3	9,068955E+1
2,303125E+3	5,987306E+1	2,303125E+3	7,016932E+1	2,303125E+3	8,066352E+1	2,303125E+3	8,994831E+1
2,304687E+3	5,932278E+1	2,304687E+3	6,939894E+1	2,304687E+3	8,025909E+1	2,304687E+3	8,973815E+1
2,306250E+3	5,993545E+1	2,306250E+3	6,934296E+1	2,306250E+3	7,925712E+1	2,306250E+3	8,954874E+1
2,307812E+3	5,957515E+1	2,307812E+3	6,874011E+1	2,307812E+3	7,828630E+1	2,307812E+3	8,872968E+1
2,309375E+3	5,856826E+1	2,309375E+3	6,956986E+1	2,309375E+3	7,826474E+1	2,309375E+3	8,953014E+1
2,310937E+3	5,825820E+1	2,310937E+3	6,963373E+1	2,310937E+3	7,811269E+1	2,310937E+3	8,826763E+1
2,312500E+3	5,874006E+1	2,312500E+3	6,884115E+1	2,312500E+3	7,790216E+1	2,312500E+3	8,906896E+1
2,314062E+3	5,871143E+1	2,314062E+3	6,731788E+1	2,314062E+3	7,841974E+1	2,314062E+3	8,902609E+1
2,315625E+3	5,851348E+1	2,315625E+3	6,822385E+1	2,315625E+3	7,893174E+1	2,315625E+3	8,919729E+1
2,317187E+3	5,893538E+1	2,317187E+3	6,836998E+1	2,317187E+3	7,927432E+1	2,317187E+3	8,856150E+1
2,318750E+3	5,916365E+1	2,318750E+3	6,878446E+1	2,318750E+3	7,881687E+1	2,318750E+3	8,950213E+1
2,320312E+3	5,993350E+1	2,320312E+3	6,933629E+1	2,320312E+3	8,000505E+1	2,320312E+3	8,797711E+1
2,321875E+3	5,976861E+1	2,321875E+3	7,033894E+1	2,321875E+3	8,041198E+1	2,321875E+3	8,877348E+1
2,323437E+3	5,974713E+1	2,323437E+3	6,958470E+1	2,323437E+3	8,117321E+1	2,323437E+3	8,958648E+1
2,325000E+3	5,991770E+1	2,325000E+3	6,956508E+1	2,325000E+3	8,121354E+1	2,325000E+3	8,929357E+1
2,326562E+3	6,050632E+1	2,326562E+3	6,909775E+1	2,326562E+3	8,073806E+1	2,326562E+3	9,044413E+1
2,328125E+3	6,058572E+1	2,328125E+3	6,994616E+1	2,328125E+3	7,940226E+1	2,328125E+3	9,148615E+1
2,329687E+3	6,038291E+1	2,329687E+3	7,083602E+1	2,329687E+3	7,985918E+1	2,329687E+3	9,038004E+1
2,331250E+3	6,036980E+1	2,331250E+3	7,017933E+1	2,331250E+3	8,160467E+1	2,331250E+3	9,054387E+1
2,332812E+3	6,065576E+1	2,332812E+3	6,980826E+1	2,332812E+3	8,114262E+1	2,332812E+3	8,986746E+1
2,334375E+3	6,031605E+1	2,334375E+3	7,110942E+1	2,334375E+3	8,116445E+1	2,334375E+3	9,045570E+1
2,335937E+3	6,177673E+1	2,335937E+3	7,167257E+1	2,335937E+3	8,212506E+1	2,335937E+3	9,096592E+1
2,337500E+3	6,994105E+1	2,337500E+3	7,014066E+1	2,337500E+3	8,222925E+1	2,337500E+3	9,148907E+1
2,339062E+3	7,523588E+1	2,339062E+3	7,441097E+1	2,339062E+3	8,232159E+1	2,339062E+3	9,249473E+1
2,340625E+3	7,212708E+1	2,340625E+3	7,569562E+1	2,340625E+3	8,121779E+1	2,340625E+3	9,142755E+1
2,342187E+3	6,269404E+1	2,342187E+3	7,064214E+1	2,342187E+3	8,034096E+1	2,342187E+3	9,053385E+1
2,343750E+3	5,898733E+1	2,343750E+3	7,065605E+1	2,343750E+3	8,028794E+1	2,343750E+3	9,004796E+1
2,345312E+3	6,009671E+1	2,345312E+3	7,060099E+1	2,345312E+3	8,109280E+1	2,345312E+3	9,092532E+1
2,346875E+3	6,166134E+1	2,346875E+3	6,909692E+1	2,346875E+3	8,033679E+1	2,346875E+3	9,083579E+1
2,348437E+3	6,160176E+1	2,348437E+3	6,882468E+1	2,348437E+3	7,955025E+1	2,348437E+3	9,029860E+1
2,350000E+3	5,933281E+1	2,350000E+3	6,885288E+1	2,350000E+3	7,953056E+1	2,350000E+3	9,106985E+1
2,351562E+3	5,901434E+1	2,351562E+3	6,893618E+1	2,351562E+3	8,041187E+1	2,351562E+3	9,033189E+1
2,353125E+3	5,910229E+1	2,353125E+3	6,865349E+1	2,353125E+3	7,981340E+1	2,353125E+3	8,849453E+1
2,354687E+3	5,846631E+1	2,354687E+3	6,934564E+1	2,354687E+3	7,962069E+1	2,354687E+3	8,902260E+1
2,356250E+3	5,917672E+1	2,356250E+3	6,980846E+1	2,356250E+3	7,900250E+1	2,356250E+3	8,895556E+1
2,357812E+3	6,047835E+1	2,357812E+3	7,017151E+1	2,357812E+3	7,959344E+1	2,357812E+3	8,942805E+1
2,359375E+3	6,045430E+1	2,359375E+3	6,949304E+1	2,359375E+3	7,964429E+1	2,359375E+3	9,011280E+1
2,360937E+3	6,070654E+1	2,360937E+3	6,981450E+1	2,360937E+3	7,994587E+1	2,360937E+3	9,016090E+1
2,362500E+3	6,101615E+1	2,362500E+3	7,010221E+1	2,362500E+3	8,015238E+1	2,362500E+3	9,021447E+1
2,364062E+3	6,059163E+1	2,364062E+3	6,940535E+1	2,364062E+3	7,940920E+1	2,364062E+3	8,983629E+1
2,365625E+3	6,074174E+1	2,365625E+3	7,017339E+1	2,365625E+3	8,012609E+1	2,365625E+3	9,069461E+1
2,367187E+3	6,088068E+1	2,367187E+3	7,062642E+1	2,367187E+3	8,026431E+1	2,367187E+3	9,044632E+1
2,368750E+3	6,114177E+1	2,368750E+3	7,089449E+1	2,368750E+3	8,055020E+1	2,368750E+3	9,129416E+1
2,370312E+3	6,064235E+1	2,370312E+3	7,078232E+1	2,370312E+3	8,143079E+1	2,370312E+3	9,199964E+1
2,371875E+3	6,087758E+1	2,371875E+3	7,116570E+1	2,371875E+3	8,191154E+1	2,371875E+3	9,136894E+1
2,373437E+3	5,974767E+1	2,373437E+3	7,169389E+1	2,373437E+3	8,159830E+1	2,373437E+3	9,235995E+1
2,375000E+3	6,197313E+1	2,375000E+3	7,210780E+1	2,375000E+3	8,096372E+1	2,375000E+3	9,274541E+1
2,376562E+3	6,316249E+1	2,376562E+3	7,216751E+1	2,376562E+3	8,171770E+1	2,376562E+3	9,246423E+1
2,378125E+3	6,202360E+1	2,378125E+3	7,228307E+1	2,378125E+3	8,177605E+1	2,378125E+3	9,206114E+1
2,379687E+3	6,289766E+1	2,379687E+3	7,261282E+1	2,379687E+3	8,217208E+1	2,379687E+3	9,202289E+1
2,381250E+3	6,327559E+1	2,381250E+3	7,313451E+1	2,381250E+3	8,218053E+1	2,381250E+3	9,251798E+1
2,382812E+3	6,383121E+1	2,382812E+3	7,288996E+1	2,382812E+3	8,309080E+1	2,382812E+3	9,299443E+1
2,384375E+3	6,371773E+1	2,384375E+3	7,380652E+1	2,384375E+3	8,316918E+1	2,384375E+3	9,345852E+1
2,385937E+3	6,325066E+1	2,385937E+3	7,338527E+1	2,385937E+3	8,378444E+1	2,385937E+3	9,427172E+1
2,387500E+3	6,436041E+1	2,387500E+3	7,319833E+1	2,387500E+3	8,327413E+1	2,387500E+3	9,373113E+1
2,389062E+3	6,546947E+1	2,389062E+3	7,382706E+1	2,389062E+3	8,395302E+1	2,389062E+3	9,445756E+1
2,390625E+3	6,579611E+1	2,390625E+3	7,413548E+1	2,390625E+3	8,448869E+1	2,390625E+3	9,487395E+1
2,392187E+3	6,457023E+1	2,392187E+3	7,425934E+1	2,392187E+3	8,422541E+1	2,392187E+3	9,558348E+1
2,393750E+3	6,488924E+1	2,393750E+3	7,582062E+1	2,393750E+3	8,470401E+1	2,393750E+3	9,505954E+1
2,395312E+3	6,494289E+1	2,395312E+3	7,485285E+1	2,395312E+3	8,499354E+1	2,395312E+3	9,455930E+1
2,396875E+3	6,710237E+1	2,396875E+3	7,416115E+1	2,396875E+3	8,444890E+1	2,396875E+3	9,409200E+1
2,398437E+3	7,216495E+1	2,398437E+3	7,461777E+1	2,398437E+3	8,480488E+1	2,398437E+3	9,442542E+1
2,400000E+3	7,247390E+1	2,400000E+3	7,674580E+1	2,400000E+3	8,507334E+1	2,400000E+3	9,449913E+1
2,401562E+3	6,718639E+1	2,401562E+3	7,622968E+1	2,401562E+3	8,406350E+1	2,401562E+3	9,528478E+1
2,403125E+3	6,605387E+1	2,403125E+3	7,507456E+1	2,403125E+3	8,409274E+1	2,403125E+3	9,590189E+1
2,404687E+3	6,546485E+1	2,404687E+3	7,593804E+1	2,404687E+3	8,474047E+1	2,404687E+3	9,493727E+1
2,406250E+3	6,436238E+1	2,406250E+3	7,503086E+1	2,406250E+3	8,562531E+1	2,406250E+3	9,486673E+1
2,407812E+3	6,513387E+1	2,407812E+3	7,428739E+1	2,407812E+3	8,579538E+1	2,407812E+3	9,504780E+1
2,409375E+3	6,534014E+1	2,409375E+3	7,554887E+1	2,409375E+3	8,437877E+1	2,409375E+3	9,459304E+1
2,410937E+3	6,471466E+1	2,410937E+3	7,520996E+1	2,410937E+3	8,529358E+1	2,410937E+3	9,582406E+1
2,412500E+3	6,499491E+1	2,412500E+3	7,466974E+1	2,412500E+3	8,676908E+1	2,412500E+3	9,605538E+1
2,414062E+3	6,539153E+1	2,414062E+3	7,666594E+1	2,414062E+3	8,590732E+1	2,414062E+3	9,579259E+1
2,415625E+3	6,529085E+1	2,415625E+3	7,577644E+1	2,415625E+3	8,504858E+1	2,415625E+3	9,579104E+1
2,417187E+3	6,520456E+1	2,417187E+3	7,381298E+1	2,417187E+3	8,482995E+1	2,417187E+3	9,615109E+1
2,418750E+3	6,569136E+1	2,418750E+3	7,346151E+1	2,418750E+3	8,478061E+1	2,418750E+3	9,621174E+1
2,420312E+3	6,467668E+1	2,420312E+3	7,377811E+1	2,420312E+3	8,495532E+1	2,420312E+3	9,533900E+1
2,421875E+3	6,401491E+1	2,421875E+3	7,460112E+1	2,421875E+3	8,385942E+1	2,421875E+3	9,464646E+1
2,423437E+3	6,404936E+1	2,423437E+3	7,406507E+1	2,423437E+3	8,397293E+1	2,423437E+3	9,454216E+1
2,425000E+3	6,415961E+1	2,425000E+3	7,356843E+1	2,425000E+3	8,417117E+1	2,425000E+3	9,489223E+1
2,426562E+3	6,429568E+1	2,426562E+3	7,383433E+1	2,426562E+3	8,395859E+1	2,426562E+3	9,430487E+1
2,428125E+3	6,282734E+1	2,428125E+3	7,338524E+1	2,428125E+3	8,323262E+1	2,428125E+3	9,382386E+1
2,429687E+3	6,268990E+1	2,429687E+3	7,297607E+1	2,429687E+3	8,179003E+1	2,429687E+3	9,409798E+1
2,431250E+3	6,308769E+1	2,431250E+3	7,305069E+1	2,431250E+3	8,183366E+1	2,431250E+3	9,267132E+1
2,432812E+3	6,290461E+1	2,432812E+3	7,392645E+1	2,432812E+3	8,271541E+1	2,432812E+3	9,301243E+1
2,434375E+3	6,277661E+1	2,434375E+3	7,288124E+1	2,434375E+3	8,223229E+1	2,434375E+3	9,144790E+1
2,435937E+3	6,196611E+1	2,435937E+3	7,145095E+1	2,435937E+3	8,166511E+1	2,435937E+3	9,275186E+1
2,437500E+3	6,158370E+1	2,437500E+3	7,259098E+1	2,437500E+3	8,262420E+1	2,437500E+3	9,353850E+1
2,439062E+3	6,189554E+1	2,439062E+3	7,249223E+1	2,439062E+3	8,185433E+1	2,439062E+3	9,289889E+1
2,440625E+3	6,257602E+1	2,440625E+3	7,151720E+1	2,440625E+3	8,201534E+1	2,440625E+3	9,220575E+1
2,442187E+3	6,348493E+1	2,442187E+3	7,142148E+1	2,442187E+3	8,286257E+1	2,442187E+3	9,408026E+1
2,443750E+3	6,359024E+1	2,443750E+3	7,212946E+1	2,443750E+3	8,267457E+1	2,443750E+3	9,243443E+1
2,445312E+3	6,367261E+1	2,445312E+3	7,309080E+1	2,445312E+3	8,167880E+1	2,445312E+3	9,240653E+1
2,446875E+3	6,336386E+1	2,446875E+3	7,286216E+1	2,446875E+3	8,208584E+1	2,446875E+3	9,300422E+1
2,448437E+3	6,323127E+1	2,448437E+3	7,247216E+1	2,448437E+3	8,337771E+1	2,448437E+3	9,274579E+1
2,450000E+3	6,266462E+1	2,450000E+3	7,224691E+1	2,450000E+3	8,416012E+1	2,450000E+3	9,251571E+1
2,451562E+3	6,274847E+1	2,451562E+3	7,297533E+1	2,451562E+3	8,407944E+1	2,451562E+3	9,288847E+1
2,453125E+3	6,335498E+1	2,453125E+3	7,285472E+1	2,453125E+3	8,384714E+1	2,453125E+3	9,270868E+1
2,454687E+3	6,377921E+1	2,454687E+3	7,199717E+1	2,454687E+3	8,433527E+1	2,454687E+3	9,262684E+1
2,456250E+3	6,651806E+1	2,456250E+3	7,257779E+1	2,456250E+3	8,478836E+1	2,456250E+3	9,300173E+1
2,457812E+3	7,555588E+1	2,457812E+3	7,424709E+1	2,457812E+3	8,354032E+1	2,457812E+3	9,403511E+1
2,459375E+3	7,925500E+1	2,459375E+3	7,990758E+1	2,459375E+3	8,436809E+1	2,459375E+3	9,421326E+1
2,460937E+3	7,401787E+1	2,460937E+3	7,991404E+1	2,460937E+3	8,442014E+1	2,460937E+3	9,321267E+1
2,462500E+3	6,494601E+1	2,462500E+3	7,496103E+1	2,462500E+3	8,367326E+1	2,462500E+3	9,269588E+1
2,464062E+3	6,462332E+1	2,464062E+3	7,443035E+1	2,464062E+3	8,389722E+1	2,464062E+3	9,356664E+1
2,465625E+3	6,455661E+1	2,465625E+3	7,462890E+1	2,465625E+3	8,414117E+1	2,465625E+3	9,373769E+1
2,467187E+3	6,532025E+1	2,467187E+3	7,500267E+1	2,467187E+3	8,424240E+1	2,467187E+3	9,410716E+1
2,468750E+3	6,512449E+1	2,468750E+3	7,377527E+1	2,468750E+3	8,426952E+1	2,468750E+3	9,488623E+1
2,470312E+3	6,480446E+1	2,470312E+3	7,279523E+1	2,470312E+3	8,438594E+1	2,470312E+3	9,499170E+1
2,471875E+3	6,422886E+1	2,471875E+3	7,474363E+1	2,471875E+3	8,485659E+1	2,471875E+3	9,600544E+1
2,473437E+3	6,373613E+1	2,473437E+3	7,504166E+1	2,473437E+3	8,512226E+1	2,473437E+3	9,552599E+1
2,475000E+3	6,477888E+1	2,475000E+3	7,592087E+1	2,475000E+3	8,495418E+1	2,475000E+3	9,441427E+1
2,476562E+3	6,531466E+1	2,476562E+3	7,686229E+1	2,476562E+3	8,517051E+1	2,476562E+3	9,504300E+1
2,478125E+3	6,532512E+1	2,478125E+3	7,675908E+1	2,478125E+3	8,454473E+1	2,478125E+3	9,565326E+1
2,479687E+3	6,380548E+1	2,479687E+3	7,544598E+1	2,479687E+3	8,587461E+1	2,479687E+3	9,483172E+1
2,481250E+3	6,564834E+1	2,481250E+3	7,412716E+1	2,481250E+3	8,585291E+1	2,481250E+3	9,595840E+1
2,482812E+3	6,575487E+1	2,482812E+3	7,467883E+1	2,482812E+3	8,499505E+1	2,482812E+3	9,705344E+1
2,484375E+3	6,634099E+1	2,484375E+3	7,518968E+1	2,484375E+3	8,544190E+1	2,484375E+3	9,718170E+1
2,485937E+3	6,604702E+1	2,485937E+3	7,615909E+1	2,485937E+3	8,596404E+1	2,485937E+3	9,584085E+1
2,487500E+3	6,608483E+1	2,487500E+3	7,507475E+1	2,487500E+3	8,536876E+1	2,487500E+3	9,529524E+1
2,489062E+3	6,498261E+1	2,489062E+3	7,590714E+1	2,489062E+3	8,626851E+1	2,489062E+3	9,642821E+1
2,490625E+3	6,478843E+1	2,490625E+3	7,682630E+1	2,490625E+3	8,649373E+1	2,490625E+3	9,570247E+1
2,492187E+3	6,680302E+1	2,492187E+3	7,620168E+1	2,492187E+3	8,646484E+1	2,492187E+3	9,514224E+1
2,493750E+3	6,737858E+1	2,493750E+3	7,633294E+1	2,493750E+3	8,586764E+1	2,493750E+3	9,546256E+1
2,495312E+3	6,531411E+1	2,495312E+3	7,621606E+1	2,495312E+3	8,581687E+1	2,495312E+3	9,573453E+1
2,496875E+3	6,499447E+1	2,496875E+3	7,529463E+1	2,496875E+3	8,664231E+1	2,496875E+3	9,552362E+1
2,498437E+3	6,509416E+1	2,498437E+3	7,624624E+1	2,498437E+3	8,627961E+1	2,498437E+3	9,659396E+1
2,500000E+3	6,637996E+1	2,500000E+3	7,669182E+1	2,500000E+3	8,675611E+1	2,500000E+3	9,720267E+1
2,501562E+3	6,606947E+1	2,501562E+3	7,703175E+1	2,501562E+3	8,668274E+1	2,501562E+3	9,732595E+1
2,503125E+3	6,603140E+1	2,503125E+3	7,764723E+1	2,503125E+3	8,593083E+1	2,503125E+3	9,766125E+1
2,504687E+3	6,597783E+1	2,504687E+3	7,737864E+1	2,504687E+3	8,546002E+1	2,504687E+3	9,703178E+1
2,506250E+3	6,559336E+1	2,506250E+3	7,684168E+1	2,506250E+3	8,654424E+1	2,506250E+3	9,735099E+1
2,507812E+3	6,682028E+1	2,507812E+3	7,563034E+1	2,507812E+3	8,642076E+1	2,507812E+3	9,693052E+1
