Sample 1_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 2_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 3_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	Sample 4_Frequency [Hz]	Sound Pressure Level at Material Surface [dB]	
1,068750E+3	6,410471E+1	1,068750E+3	7,339869E+1	1,068750E+3	8,317143E+1	1,068750E+3	9,472402E+1
1,070312E+3	6,466442E+1	1,070312E+3	7,392637E+1	1,070312E+3	8,160468E+1	1,070312E+3	9,407659E+1
1,071875E+3	6,306531E+1	1,071875E+3	7,250343E+1	1,071875E+3	8,183484E+1	1,071875E+3	9,276725E+1
1,073437E+3	6,181718E+1	1,073437E+3	7,090542E+1	1,073437E+3	8,202504E+1	1,073437E+3	9,293876E+1
1,075000E+3	6,198622E+1	1,075000E+3	7,131810E+1	1,075000E+3	8,242418E+1	1,075000E+3	9,232601E+1
1,076562E+3	6,086828E+1	1,076562E+3	7,116374E+1	1,076562E+3	8,064182E+1	1,076562E+3	9,121597E+1
1,078125E+3	6,082153E+1	1,078125E+3	7,068348E+1	1,078125E+3	7,958389E+1	1,078125E+3	9,076694E+1
1,079687E+3	6,210612E+1	1,079687E+3	7,059768E+1	1,079687E+3	7,958350E+1	1,079687E+3	9,027851E+1
1,081250E+3	6,025512E+1	1,081250E+3	6,921440E+1	1,081250E+3	7,961657E+1	1,081250E+3	8,934523E+1
1,082812E+3	5,934024E+1	1,082812E+3	6,917842E+1	1,082812E+3	7,736717E+1	1,082812E+3	8,868934E+1
1,084375E+3	5,909428E+1	1,084375E+3	6,832502E+1	1,084375E+3	7,865343E+1	1,084375E+3	8,818562E+1
1,085937E+3	5,935879E+1	1,085937E+3	6,782577E+1	1,085937E+3	7,811309E+1	1,085937E+3	8,748816E+1
1,087500E+3	5,756852E+1	1,087500E+3	6,723480E+1	1,087500E+3	7,630239E+1	1,087500E+3	8,751030E+1
1,089062E+3	5,562690E+1	1,089062E+3	6,593055E+1	1,089062E+3	7,647041E+1	1,089062E+3	8,796215E+1
1,090625E+3	5,586622E+1	1,090625E+3	6,602469E+1	1,090625E+3	7,547305E+1	1,090625E+3	8,715044E+1
1,092187E+3	5,528855E+1	1,092187E+3	6,479564E+1	1,092187E+3	7,533062E+1	1,092187E+3	8,511300E+1
1,093750E+3	5,446842E+1	1,093750E+3	6,358275E+1	1,093750E+3	7,387874E+1	1,093750E+3	8,462528E+1
1,095312E+3	5,400016E+1	1,095312E+3	6,289255E+1	1,095312E+3	7,401881E+1	1,095312E+3	8,410182E+1
1,096875E+3	5,246203E+1	1,096875E+3	6,226094E+1	1,096875E+3	7,309864E+1	1,096875E+3	8,437180E+1
1,098437E+3	5,149421E+1	1,098437E+3	6,289061E+1	1,098437E+3	7,335070E+1	1,098437E+3	8,348110E+1
1,100000E+3	5,073335E+1	1,100000E+3	6,259595E+1	1,100000E+3	7,284127E+1	1,100000E+3	8,276117E+1
1,101562E+3	5,047366E+1	1,101562E+3	6,107295E+1	1,101562E+3	7,238506E+1	1,101562E+3	8,137992E+1
1,103125E+3	5,052475E+1	1,103125E+3	6,043869E+1	1,103125E+3	7,209803E+1	1,103125E+3	8,149541E+1
1,104687E+3	5,019551E+1	1,104687E+3	6,008273E+1	1,104687E+3	7,107011E+1	1,104687E+3	8,065843E+1
1,106250E+3	4,968237E+1	1,106250E+3	5,834847E+1	1,106250E+3	7,000108E+1	1,106250E+3	7,983434E+1
1,107812E+3	4,812921E+1	1,107812E+3	5,827613E+1	1,107812E+3	6,976271E+1	1,107812E+3	7,872913E+1
1,109375E+3	4,862901E+1	1,109375E+3	5,827769E+1	1,109375E+3	6,935139E+1	1,109375E+3	7,838050E+1
1,110937E+3	4,822054E+1	1,110937E+3	5,762575E+1	1,110937E+3	6,771982E+1	1,110937E+3	7,787543E+1
1,112500E+3	4,766993E+1	1,112500E+3	5,782620E+1	1,112500E+3	6,763739E+1	1,112500E+3	7,758174E+1
1,114062E+3	4,728509E+1	1,114062E+3	5,691842E+1	1,114062E+3	6,683678E+1	1,114062E+3	7,791135E+1
1,115625E+3	4,620316E+1	1,115625E+3	5,560875E+1	1,115625E+3	6,642155E+1	1,115625E+3	7,662879E+1
1,117187E+3	4,565609E+1	1,117187E+3	5,570954E+1	1,117187E+3	6,585232E+1	1,117187E+3	7,643756E+1
1,118750E+3	4,646615E+1	1,118750E+3	5,458906E+1	1,118750E+3	6,509173E+1	1,118750E+3	7,574673E+1
1,120312E+3	4,718915E+1	1,120312E+3	5,484701E+1	1,120312E+3	6,570091E+1	1,120312E+3	7,594703E+1
1,121875E+3	4,501359E+1	1,121875E+3	5,413064E+1	1,121875E+3	6,557266E+1	1,121875E+3	7,557229E+1
1,123437E+3	4,460527E+1	1,123437E+3	5,432170E+1	1,123437E+3	6,466851E+1	1,123437E+3	7,479152E+1
1,125000E+3	4,473959E+1	1,125000E+3	5,446065E+1	1,125000E+3	6,555015E+1	1,125000E+3	7,563278E+1
1,126562E+3	4,496915E+1	1,126562E+3	5,520573E+1	1,126562E+3	6,501053E+1	1,126562E+3	7,647102E+1
1,128125E+3	4,410026E+1	1,128125E+3	5,413689E+1	1,128125E+3	6,452535E+1	1,128125E+3	7,579939E+1
1,129687E+3	4,434146E+1	1,129687E+3	5,466059E+1	1,129687E+3	6,563228E+1	1,129687E+3	7,626403E+1
1,131250E+3	4,741563E+1	1,131250E+3	5,657555E+1	1,131250E+3	6,652689E+1	1,131250E+3	7,637911E+1
1,132812E+3	4,837656E+1	1,132812E+3	5,729939E+1	1,132812E+3	6,609529E+1	1,132812E+3	7,656240E+1
1,134375E+3	4,767174E+1	1,134375E+3	5,766918E+1	1,134375E+3	6,634184E+1	1,134375E+3	7,679068E+1
1,135937E+3	4,886780E+1	1,135937E+3	5,811729E+1	1,135937E+3	6,709750E+1	1,135937E+3	7,791360E+1
1,137500E+3	5,326031E+1	1,137500E+3	5,819603E+1	1,137500E+3	6,831288E+1	1,137500E+3	7,756872E+1
1,139062E+3	6,264622E+1	1,139062E+3	6,274176E+1	1,139062E+3	6,959731E+1	1,139062E+3	7,829396E+1
1,140625E+3	6,136059E+1	1,140625E+3	6,447024E+1	1,140625E+3	6,957253E+1	1,140625E+3	7,937740E+1
1,142187E+3	5,187332E+1	1,142187E+3	6,065252E+1	1,142187E+3	6,963152E+1	1,142187E+3	8,068372E+1
1,143750E+3	5,070503E+1	1,143750E+3	5,932945E+1	1,143750E+3	6,911949E+1	1,143750E+3	8,090647E+1
1,145312E+3	5,073376E+1	1,145312E+3	6,135188E+1	1,145312E+3	7,088024E+1	1,145312E+3	8,193271E+1
1,146875E+3	5,291572E+1	1,146875E+3	6,088945E+1	1,146875E+3	7,191096E+1	1,146875E+3	8,213723E+1
1,148437E+3	5,271618E+1	1,148437E+3	6,244159E+1	1,148437E+3	7,296836E+1	1,148437E+3	8,190675E+1
1,150000E+3	5,309389E+1	1,150000E+3	6,421799E+1	1,150000E+3	7,164715E+1	1,150000E+3	8,323825E+1
1,151562E+3	5,426650E+1	1,151562E+3	6,294660E+1	1,151562E+3	7,247843E+1	1,151562E+3	8,392808E+1
1,153125E+3	5,431427E+1	1,153125E+3	6,405550E+1	1,153125E+3	7,384603E+1	1,153125E+3	8,362113E+1
1,154687E+3	5,500806E+1	1,154687E+3	6,471177E+1	1,154687E+3	7,421843E+1	1,154687E+3	8,401168E+1
1,156250E+3	5,564793E+1	1,156250E+3	6,410865E+1	1,156250E+3	7,557222E+1	1,156250E+3	8,458790E+1
1,157812E+3	5,612543E+1	1,157812E+3	6,506982E+1	1,157812E+3	7,477418E+1	1,157812E+3	8,433123E+1
1,159375E+3	5,578707E+1	1,159375E+3	6,566349E+1	1,159375E+3	7,455773E+1	1,159375E+3	8,596478E+1
1,160937E+3	5,665017E+1	1,160937E+3	6,596357E+1	1,160937E+3	7,621832E+1	1,160937E+3	8,642160E+1
1,162500E+3	5,674451E+1	1,162500E+3	6,644235E+1	1,162500E+3	7,771982E+1	1,162500E+3	8,804902E+1
1,164062E+3	5,604242E+1	1,164062E+3	6,588357E+1	1,164062E+3	7,696384E+1	1,164062E+3	8,829281E+1
1,165625E+3	5,712973E+1	1,165625E+3	6,745307E+1	1,165625E+3	7,826354E+1	1,165625E+3	8,830830E+1
1,167187E+3	5,738356E+1	1,167187E+3	6,909513E+1	1,167187E+3	7,869129E+1	1,167187E+3	8,827637E+1
1,168750E+3	5,869699E+1	1,168750E+3	6,931661E+1	1,168750E+3	7,874113E+1	1,168750E+3	8,791533E+1
1,170312E+3	5,846689E+1	1,170312E+3	6,847344E+1	1,170312E+3	7,907993E+1	1,170312E+3	8,850910E+1
1,171875E+3	5,932003E+1	1,171875E+3	6,988592E+1	1,171875E+3	8,009113E+1	1,171875E+3	8,860917E+1
1,173437E+3	6,031806E+1	1,173437E+3	7,098956E+1	1,173437E+3	7,971837E+1	1,173437E+3	8,900190E+1
1,175000E+3	6,089414E+1	1,175000E+3	7,060023E+1	1,175000E+3	8,063377E+1	1,175000E+3	8,882973E+1
1,176562E+3	6,098521E+1	1,176562E+3	7,097731E+1	1,176562E+3	8,053780E+1	1,176562E+3	9,112783E+1
1,178125E+3	6,076530E+1	1,178125E+3	7,264916E+1	1,178125E+3	8,140682E+1	1,178125E+3	9,193792E+1
1,179687E+3	6,182455E+1	1,179687E+3	7,191628E+1	1,179687E+3	8,183217E+1	1,179687E+3	9,268004E+1
1,181250E+3	6,259438E+1	1,181250E+3	7,164111E+1	1,181250E+3	8,171319E+1	1,181250E+3	9,244660E+1
1,182812E+3	6,312691E+1	1,182812E+3	7,262643E+1	1,182812E+3	8,283672E+1	1,182812E+3	9,256215E+1
1,184375E+3	6,315805E+1	1,184375E+3	7,258063E+1	1,184375E+3	8,308346E+1	1,184375E+3	9,270674E+1
1,185937E+3	6,233900E+1	1,185937E+3	7,288256E+1	1,185937E+3	8,414265E+1	1,185937E+3	9,358676E+1
1,187500E+3	6,479292E+1	1,187500E+3	7,363886E+1	1,187500E+3	8,420264E+1	1,187500E+3	9,388068E+1
1,189062E+3	6,496498E+1	1,189062E+3	7,283985E+1	1,189062E+3	8,410115E+1	1,189062E+3	9,423355E+1
1,190625E+3	6,545997E+1	1,190625E+3	7,516985E+1	1,190625E+3	8,485964E+1	1,190625E+3	9,496975E+1
1,192187E+3	6,605291E+1	1,192187E+3	7,561277E+1	1,192187E+3	8,544258E+1	1,192187E+3	9,573751E+1
1,193750E+3	6,649867E+1	1,193750E+3	7,473521E+1	1,193750E+3	8,693297E+1	1,193750E+3	9,610491E+1
1,195312E+3	6,731226E+1	1,195312E+3	7,565661E+1	1,195312E+3	8,671632E+1	1,195312E+3	9,724144E+1
1,196875E+3	6,665912E+1	1,196875E+3	7,654150E+1	1,196875E+3	8,581858E+1	1,196875E+3	9,717456E+1
1,198437E+3	6,993727E+1	1,198437E+3	7,699301E+1	1,198437E+3	8,815015E+1	1,198437E+3	9,607731E+1
1,200000E+3	7,171380E+1	1,200000E+3	7,800461E+1	1,200000E+3	8,839819E+1	1,200000E+3	9,648601E+1
1,201562E+3	6,856951E+1	1,201562E+3	7,785594E+1	1,201562E+3	8,708025E+1	1,201562E+3	9,772443E+1
1,203125E+3	6,801856E+1	1,203125E+3	7,859317E+1	1,203125E+3	8,753019E+1	1,203125E+3	9,766745E+1
1,204687E+3	6,889522E+1	1,204687E+3	7,883589E+1	1,204687E+3	8,937074E+1	1,204687E+3	9,793943E+1
1,206250E+3	6,887544E+1	1,206250E+3	7,965890E+1	1,206250E+3	8,898860E+1	1,206250E+3	9,866846E+1
1,207812E+3	6,894721E+1	1,207812E+3	7,911472E+1	1,207812E+3	8,803315E+1	1,207812E+3	9,872645E+1
1,209375E+3	6,999153E+1	1,209375E+3	7,910508E+1	1,209375E+3	8,824796E+1	1,209375E+3	1,001428E+2
1,210937E+3	7,014138E+1	1,210937E+3	7,928562E+1	1,210937E+3	8,956683E+1	1,210937E+3	9,942399E+1
1,212500E+3	6,990256E+1	1,212500E+3	7,848057E+1	1,212500E+3	8,949548E+1	1,212500E+3	9,902185E+1
1,214062E+3	6,913992E+1	1,214062E+3	7,876555E+1	1,214062E+3	8,871332E+1	1,214062E+3	1,001004E+2
1,215625E+3	6,935375E+1	1,215625E+3	7,897252E+1	1,215625E+3	8,881142E+1	1,215625E+3	9,973576E+1
1,217187E+3	6,900832E+1	1,217187E+3	7,904776E+1	1,217187E+3	8,752832E+1	1,217187E+3	9,933928E+1
1,218750E+3	6,958572E+1	1,218750E+3	7,765551E+1	1,218750E+3	8,754935E+1	1,218750E+3	9,851164E+1
1,220312E+3	6,985269E+1	1,220312E+3	7,838027E+1	1,220312E+3	8,868572E+1	1,220312E+3	9,840009E+1
1,221875E+3	6,974986E+1	1,221875E+3	7,833113E+1	1,221875E+3	8,921702E+1	1,221875E+3	9,878999E+1
1,223437E+3	6,817903E+1	1,223437E+3	7,846152E+1	1,223437E+3	8,901742E+1	1,223437E+3	9,858949E+1
1,225000E+3	6,960820E+1	1,225000E+3	7,880544E+1	1,225000E+3	8,837806E+1	1,225000E+3	9,791196E+1
1,226562E+3	6,906949E+1	1,226562E+3	7,824926E+1	1,226562E+3	8,790482E+1	1,226562E+3	9,942041E+1
1,228125E+3	6,927755E+1	1,228125E+3	7,805074E+1	1,228125E+3	8,797417E+1	1,228125E+3	9,952663E+1
1,229687E+3	6,906285E+1	1,229687E+3	7,838943E+1	1,229687E+3	8,716107E+1	1,229687E+3	9,889195E+1
1,231250E+3	6,929406E+1	1,231250E+3	7,756402E+1	1,231250E+3	8,678359E+1	1,231250E+3	9,940100E+1
1,232812E+3	6,849652E+1	1,232812E+3	7,787957E+1	1,232812E+3	8,738131E+1	1,232812E+3	9,813434E+1
1,234375E+3	6,714074E+1	1,234375E+3	7,835303E+1	1,234375E+3	8,871019E+1	1,234375E+3	9,813791E+1
1,235937E+3	6,748760E+1	1,235937E+3	7,830273E+1	1,235937E+3	8,806014E+1	1,235937E+3	9,765085E+1
1,237500E+3	6,747710E+1	1,237500E+3	7,738106E+1	1,237500E+3	8,840889E+1	1,237500E+3	9,905720E+1
1,239062E+3	6,869588E+1	1,239062E+3	7,681908E+1	1,239062E+3	8,839241E+1	1,239062E+3	9,818710E+1
1,240625E+3	6,808352E+1	1,240625E+3	7,697861E+1	1,240625E+3	8,837893E+1	1,240625E+3	9,789878E+1
1,242187E+3	6,738373E+1	1,242187E+3	7,801422E+1	1,242187E+3	8,775792E+1	1,242187E+3	9,817428E+1
1,243750E+3	6,792440E+1	1,243750E+3	7,912958E+1	1,243750E+3	8,751006E+1	1,243750E+3	9,752761E+1
1,245312E+3	6,837675E+1	1,245312E+3	7,922774E+1	1,245312E+3	8,719774E+1	1,245312E+3	9,624640E+1
1,246875E+3	6,756908E+1	1,246875E+3	7,846466E+1	1,246875E+3	8,667180E+1	1,246875E+3	9,646037E+1
1,248437E+3	6,766734E+1	1,248437E+3	7,761119E+1	1,248437E+3	8,751880E+1	1,248437E+3	9,711661E+1
1,250000E+3	6,722494E+1	1,250000E+3	7,787632E+1	1,250000E+3	8,835515E+1	1,250000E+3	9,857781E+1
1,251562E+3	6,765197E+1	1,251562E+3	7,777234E+1	1,251562E+3	8,738513E+1	1,251562E+3	9,889991E+1
1,253125E+3	6,727170E+1	1,253125E+3	7,684559E+1	1,253125E+3	8,721737E+1	1,253125E+3	9,794415E+1
1,254687E+3	6,692782E+1	1,254687E+3	7,675001E+1	1,254687E+3	8,783234E+1	1,254687E+3	9,853457E+1
1,256250E+3	6,733170E+1	1,256250E+3	7,741094E+1	1,256250E+3	8,663258E+1	1,256250E+3	9,743047E+1
1,257812E+3	7,197095E+1	1,257812E+3	7,734912E+1	1,257812E+3	8,691805E+1	1,257812E+3	9,559439E+1
1,259375E+3	7,697241E+1	1,259375E+3	8,023570E+1	1,259375E+3	8,755734E+1	1,259375E+3	9,616756E+1
1,260937E+3	7,374789E+1	1,260937E+3	7,990612E+1	1,260937E+3	8,798789E+1	1,260937E+3	9,701029E+1
1,262500E+3	6,757708E+1	1,262500E+3	7,746270E+1	1,262500E+3	8,829136E+1	1,262500E+3	9,718741E+1
1,264062E+3	6,702408E+1	1,264062E+3	7,496552E+1	1,264062E+3	8,761499E+1	1,264062E+3	9,669648E+1
1,265625E+3	6,699472E+1	1,265625E+3	7,589820E+1	1,265625E+3	8,698972E+1	1,265625E+3	9,729714E+1
1,267187E+3	6,817322E+1	1,267187E+3	7,725419E+1	1,267187E+3	8,730361E+1	1,267187E+3	9,752945E+1
1,268750E+3	6,853242E+1	1,268750E+3	7,757958E+1	1,268750E+3	8,778274E+1	1,268750E+3	9,786803E+1
1,270312E+3	6,849440E+1	1,270312E+3	7,700031E+1	1,270312E+3	8,741582E+1	1,270312E+3	9,816506E+1
1,271875E+3	6,793335E+1	1,271875E+3	7,777666E+1	1,271875E+3	8,820044E+1	1,271875E+3	9,822339E+1
1,273437E+3	6,731847E+1	1,273437E+3	7,848914E+1	1,273437E+3	8,835433E+1	1,273437E+3	9,733620E+1
1,275000E+3	6,708105E+1	1,275000E+3	7,776216E+1	1,275000E+3	8,789333E+1	1,275000E+3	9,763287E+1
1,276562E+3	6,711386E+1	1,276562E+3	7,755406E+1	1,276562E+3	8,783512E+1	1,276562E+3	9,873268E+1
1,278125E+3	6,662052E+1	1,278125E+3	7,747271E+1	1,278125E+3	8,821937E+1	1,278125E+3	9,861097E+1
1,279687E+3	6,757602E+1	1,279687E+3	7,789236E+1	1,279687E+3	8,864831E+1	1,279687E+3	9,787242E+1
1,281250E+3	6,747567E+1	1,281250E+3	7,640111E+1	1,281250E+3	8,756705E+1	1,281250E+3	9,804761E+1
1,282812E+3	6,879051E+1	1,282812E+3	7,705214E+1	1,282812E+3	8,815229E+1	1,282812E+3	9,852663E+1
1,284375E+3	6,880829E+1	1,284375E+3	7,811163E+1	1,284375E+3	8,848933E+1	1,284375E+3	9,839412E+1
1,285937E+3	6,813528E+1	1,285937E+3	7,755789E+1	1,285937E+3	8,845142E+1	1,285937E+3	9,871316E+1
1,287500E+3	6,824657E+1	1,287500E+3	7,704880E+1	1,287500E+3	8,845847E+1	1,287500E+3	9,843328E+1
1,289062E+3	6,903557E+1	1,289062E+3	7,828901E+1	1,289062E+3	8,853894E+1	1,289062E+3	9,879542E+1
1,290625E+3	6,966480E+1	1,290625E+3	7,929809E+1	1,290625E+3	8,871046E+1	1,290625E+3	9,861964E+1
1,292187E+3	6,916764E+1	1,292187E+3	7,938874E+1	1,292187E+3	8,892319E+1	1,292187E+3	9,940391E+1
1,293750E+3	6,952204E+1	1,293750E+3	7,898357E+1	1,293750E+3	8,934869E+1	1,293750E+3	9,997537E+1
1,295312E+3	6,965566E+1	1,295312E+3	8,020701E+1	1,295312E+3	8,910430E+1	1,295312E+3	9,924006E+1
1,296875E+3	7,025348E+1	1,296875E+3	8,064651E+1	1,296875E+3	8,894633E+1	1,296875E+3	9,812947E+1
1,298437E+3	7,003859E+1	1,298437E+3	8,047682E+1	1,298437E+3	8,930756E+1	1,298437E+3	9,924904E+1
1,300000E+3	7,047963E+1	1,300000E+3	7,948473E+1	1,300000E+3	9,038325E+1	1,300000E+3	9,918627E+1
1,301562E+3	7,108176E+1	1,301562E+3	7,905417E+1	1,301562E+3	8,994763E+1	1,301562E+3	9,952497E+1
1,303125E+3	7,117038E+1	1,303125E+3	7,913426E+1	1,303125E+3	9,059672E+1	1,303125E+3	1,012385E+2
1,304687E+3	7,094022E+1	1,304687E+3	8,014184E+1	1,304687E+3	9,034102E+1	1,304687E+3	1,004548E+2
1,306250E+3	6,987989E+1	1,306250E+3	8,025175E+1	1,306250E+3	9,056399E+1	1,306250E+3	1,001831E+2
1,307812E+3	7,069275E+1	1,307812E+3	7,959649E+1	1,307812E+3	9,004101E+1	1,307812E+3	1,004508E+2
1,309375E+3	7,085938E+1	1,309375E+3	8,087720E+1	1,309375E+3	9,096357E+1	1,309375E+3	1,010316E+2
1,310937E+3	7,117119E+1	1,310937E+3	8,106765E+1	1,310937E+3	9,203731E+1	1,310937E+3	1,014301E+2
1,312500E+3	7,167102E+1	1,312500E+3	8,120617E+1	1,312500E+3	9,143260E+1	1,312500E+3	1,018929E+2
1,314062E+3	7,237486E+1	1,314062E+3	8,164901E+1	1,314062E+3	9,199149E+1	1,314062E+3	1,012642E+2
1,315625E+3	7,158471E+1	1,315625E+3	8,239926E+1	1,315625E+3	9,260077E+1	1,315625E+3	1,012789E+2
1,317187E+3	7,265466E+1	1,317187E+3	8,191652E+1	1,317187E+3	9,231758E+1	1,317187E+3	1,019300E+2
1,318750E+3	7,676048E+1	1,318750E+3	8,251344E+1	1,318750E+3	9,340207E+1	1,318750E+3	1,026038E+2
1,320312E+3	7,746712E+1	1,320312E+3	8,306514E+1	1,320312E+3	9,283296E+1	1,320312E+3	1,038441E+2
1,321875E+3	7,421778E+1	1,321875E+3	8,287500E+1	1,321875E+3	9,170357E+1	1,321875E+3	1,032534E+2
1,323437E+3	7,363359E+1	1,323437E+3	8,336637E+1	1,323437E+3	9,204416E+1	1,323437E+3	1,014636E+2
1,325000E+3	7,271709E+1	1,325000E+3	8,297748E+1	1,325000E+3	9,260111E+1	1,325000E+3	1,028436E+2
1,326562E+3	7,297991E+1	1,326562E+3	8,360075E+1	1,326562E+3	9,308238E+1	1,326562E+3	1,036209E+2
1,328125E+3	7,455259E+1	1,328125E+3	8,307621E+1	1,328125E+3	9,389042E+1	1,328125E+3	1,027379E+2
1,329687E+3	7,455484E+1	1,329687E+3	8,284275E+1	1,329687E+3	9,289594E+1	1,329687E+3	1,025476E+2
1,331250E+3	7,397011E+1	1,331250E+3	8,376092E+1	1,331250E+3	9,297395E+1	1,331250E+3	1,033361E+2
1,332812E+3	7,416562E+1	1,332812E+3	8,390235E+1	1,332812E+3	9,421930E+1	1,332812E+3	1,041656E+2
1,334375E+3	7,474630E+1	1,334375E+3	8,316537E+1	1,334375E+3	9,408232E+1	1,334375E+3	1,040385E+2
1,335937E+3	7,376395E+1	1,335937E+3	8,299467E+1	1,335937E+3	9,450686E+1	1,335937E+3	1,040507E+2
1,337500E+3	7,410782E+1	1,337500E+3	8,332489E+1	1,337500E+3	9,431377E+1	1,337500E+3	1,033684E+2
1,339062E+3	7,424051E+1	1,339062E+3	8,394479E+1	1,339062E+3	9,371630E+1	1,339062E+3	1,029793E+2
1,340625E+3	7,410195E+1	1,340625E+3	8,380479E+1	1,340625E+3	9,305407E+1	1,340625E+3	1,033487E+2
1,342187E+3	7,397643E+1	1,342187E+3	8,194797E+1	1,342187E+3	9,254736E+1	1,342187E+3	1,030096E+2
1,343750E+3	7,343181E+1	1,343750E+3	8,146748E+1	1,343750E+3	9,247415E+1	1,343750E+3	1,028409E+2
1,345312E+3	7,372124E+1	1,345312E+3	8,199915E+1	1,345312E+3	9,252233E+1	1,345312E+3	1,025451E+2
1,346875E+3	7,264822E+1	1,346875E+3	8,046194E+1	1,346875E+3	9,264951E+1	1,346875E+3	1,029422E+2
1,348437E+3	7,280018E+1	1,348437E+3	8,252032E+1	1,348437E+3	9,216934E+1	1,348437E+3	1,028621E+2
1,350000E+3	7,233035E+1	1,350000E+3	8,196909E+1	1,350000E+3	9,118163E+1	1,350000E+3	1,010636E+2
1,351562E+3	7,229485E+1	1,351562E+3	8,078269E+1	1,351562E+3	9,135076E+1	1,351562E+3	1,017099E+2
1,353125E+3	7,081052E+1	1,353125E+3	8,142250E+1	1,353125E+3	9,183921E+1	1,353125E+3	1,021154E+2
1,354687E+3	7,072596E+1	1,354687E+3	8,045367E+1	1,354687E+3	9,189376E+1	1,354687E+3	1,016547E+2
1,356250E+3	7,095922E+1	1,356250E+3	8,044344E+1	1,356250E+3	9,060325E+1	1,356250E+3	1,008077E+2
1,357812E+3	7,049322E+1	1,357812E+3	8,118440E+1	1,357812E+3	8,897079E+1	1,357812E+3	1,001350E+2
1,359375E+3	6,961643E+1	1,359375E+3	8,126605E+1	1,359375E+3	8,991621E+1	1,359375E+3	9,956546E+1
1,360937E+3	6,952016E+1	1,360937E+3	8,023225E+1	1,360937E+3	9,032985E+1	1,360937E+3	1,001072E+2
1,362500E+3	6,909087E+1	1,362500E+3	8,007744E+1	1,362500E+3	9,045513E+1	1,362500E+3	1,001291E+2
1,364062E+3	6,986277E+1	1,364062E+3	7,921061E+1	1,364062E+3	8,974180E+1	1,364062E+3	9,968059E+1
1,365625E+3	6,957570E+1	1,365625E+3	7,847754E+1	1,365625E+3	8,792502E+1	1,365625E+3	9,934780E+1
1,367187E+3	6,822244E+1	1,367187E+3	7,912660E+1	1,367187E+3	8,977876E+1	1,367187E+3	9,931178E+1
1,368750E+3	6,939112E+1	1,368750E+3	7,878522E+1	1,368750E+3	8,994411E+1	1,368750E+3	9,903252E+1
1,370312E+3	6,941197E+1	1,370312E+3	7,868562E+1	1,370312E+3	8,777449E+1	1,370312E+3	9,875915E+1
1,371875E+3	6,923549E+1	1,371875E+3	7,869552E+1	1,371875E+3	8,785653E+1	1,371875E+3	9,780030E+1
1,373437E+3	6,860427E+1	1,373437E+3	7,868283E+1	1,373437E+3	8,705967E+1	1,373437E+3	9,825882E+1
1,375000E+3	6,858100E+1	1,375000E+3	7,766424E+1	1,375000E+3	8,807554E+1	1,375000E+3	9,734595E+1
1,376562E+3	6,941760E+1	1,376562E+3	7,739996E+1	1,376562E+3	8,812198E+1	1,376562E+3	9,694981E+1
1,378125E+3	8,142924E+1	1,378125E+3	7,938269E+1	1,378125E+3	8,788685E+1	1,378125E+3	9,794267E+1
1,379687E+3	8,600384E+1	1,379687E+3	8,617888E+1	1,379687E+3	8,933664E+1	1,379687E+3	9,747383E+1
1,381250E+3	7,955627E+1	1,381250E+3	8,371963E+1	1,381250E+3	8,856228E+1	1,381250E+3	9,752612E+1
1,382812E+3	6,595151E+1	1,382812E+3	7,651558E+1	1,382812E+3	8,618197E+1	1,382812E+3	9,673169E+1
1,384375E+3	6,602281E+1	1,384375E+3	7,614730E+1	1,384375E+3	8,584709E+1	1,384375E+3	9,662006E+1
1,385937E+3	6,688211E+1	1,385937E+3	7,646675E+1	1,385937E+3	8,592326E+1	1,385937E+3	9,609937E+1
1,387500E+3	6,702012E+1	1,387500E+3	7,576620E+1	1,387500E+3	8,532441E+1	1,387500E+3	9,578970E+1
1,389062E+3	6,614936E+1	1,389062E+3	7,509479E+1	1,389062E+3	8,583774E+1	1,389062E+3	9,507016E+1
1,390625E+3	6,570206E+1	1,390625E+3	7,528061E+1	1,390625E+3	8,528975E+1	1,390625E+3	9,577997E+1
1,392187E+3	6,440848E+1	1,392187E+3	7,397583E+1	1,392187E+3	8,514821E+1	1,392187E+3	9,571788E+1
1,393750E+3	6,473976E+1	1,393750E+3	7,413598E+1	1,393750E+3	8,425720E+1	1,393750E+3	9,545820E+1
1,395312E+3	6,483569E+1	1,395312E+3	7,472629E+1	1,395312E+3	8,472543E+1	1,395312E+3	9,459668E+1
1,396875E+3	6,478619E+1	1,396875E+3	7,512887E+1	1,396875E+3	8,523230E+1	1,396875E+3	9,372357E+1
1,398437E+3	6,409259E+1	1,398437E+3	7,426665E+1	1,398437E+3	8,400631E+1	1,398437E+3	9,390594E+1
1,400000E+3	6,328850E+1	1,400000E+3	7,564114E+1	1,400000E+3	8,530915E+1	1,400000E+3	9,486912E+1
1,401562E+3	6,447379E+1	1,401562E+3	7,554694E+1	1,401562E+3	8,466367E+1	1,401562E+3	9,430861E+1
1,403125E+3	6,440110E+1	1,403125E+3	7,458742E+1	1,403125E+3	8,412210E+1	1,403125E+3	9,435784E+1
1,404687E+3	6,442569E+1	1,404687E+3	7,405175E+1	1,404687E+3	8,444122E+1	1,404687E+3	9,327030E+1
